			陰平33 陽平22 陰上21 陽上442 陰去13 舒陰入53 陰入5 陽入2					
多	tsɔi33	訓						
□	tsɔi33	多						
拖	tʰua33							
大	tua33							
大	ta442							
鑼	lɔ22							
左	tsɔ21							
歌	kua33							
個	kai22	量詞						
可	kʰɔ21							
鵝	gɔ22							
餓	gɔ33							
河	hɔ22							
何	ua22	無奈~						
何	hɔ22							
茄	kʰɛ22							
茄	kiau22	顛茄根，草本植物						
破	pʰua13							
婆	pɔ22							
婆	pʰɔ22							
磨	bua22							
躲	tɔ22							
螺	lia22							
蔡	tsʰua13							
坐	tsɛ442							
鎖	sɔ21							
果	kua21							
過	kɔi13							
過	kua13	罪~						
過	kɔi13	傳染						
課	kʰua13							
火	hɔi21							
貨	hɔi13							
禍	ua442							
靴	kʰɔi33							
把	pa21							
爬	pia22							
馬	bia21							
罵	mia33							
茶	tia22							
沙	sua33							
假	kia21							
嫁	kia13							
牙	gia22							
牙	ŋa22							
蝦	hia22							
下	ia442							
夏	hia33							
啞	ia21							
姐	tsɛ21							
姐	tsia21	老姐						
借	tsiau53							
寫	sia21							
斜	tsʰia22							
謝	tsia33							
謝	sia442							
車	tsʰia33							
刺	tsʰia53	織						
蛇	zua22							
射	sia442							
爺	ia22							
野	ia21							
咖	kia33							
啡	hui33							
夜	mia22	訓“暝”						
暝	mia22	夜						
瓜	kɔi33							
瓦	hia442							
瓦	ŋa21							
花	hɔi33							
化	hua13							
華	hua22							
科	kʰua33							
譜	pʰu21							
布	pɛu13							
布	pu13							
怖	pu13							
鋪	pʰɛu33							
鋪	pʰɛu13							
鋪	pʰu33							
葡	pʰu22							
蒲	pʰu22							
敷	hu33							
簿	pʰɛu442							
步	pu442							
步	pɛu33							
賭	tu21							
土	tʰu21							
圖	tʰu22							
杜	tu13							
奴	nɛu22							
路	lɛu33							
租	tsɛu33							
做	tsɔ53							
錯	tsʰɔ13							
箍	kʰɛu33							
古	kɛu21							
古	ku21							
僱	kɛu13							
苦	kʰɛu21							
苦	kʰu21							
褲	kʰɛu13							
吳	gɛu22							
五	ŋɛu442							
虎	hɛu21							
壺	hu22							
戶	hu442							
戶	hɛu442							
烏	ɛu33							
烏	u33							
女	ni21							
呂	lui21							
徐	tsʰu22							
豬	tu33							
除	tsʰu22							
初	tsʰɔ33							
鋤	tsʰɔ22							
所	sɔ21							
書	tsu33							
鼠	tsʰu21							
如	ji21							
舉	ki21							
舉	ku21	舉人						
鋸	ku13							
去	kʰu13							
渠	kʰɔi22							
魚	hu22							
許	hi21							
餘	ji22							
府	hu21							
付	hu442							
父	hu442							
腐	hu442							
武	mu21							
務	mu442							
霧	bɛu22							
霧	mu442							
討	tʰɔ21							
柱	tʰiau442							
柱	tsi53							
住	tiu33							
住	tsi442							
數	siau13							
算	sui13							
主	tsi21							
主	tsu21	塍~：地主						
輸	su33							
輸	si33							
直	tik2							
樹	tsʰiu33							
樹	si53							
處	tsʰi13							
句	ku13							
區	kʰi33							
遇	i442							
雨	hɛu442							
雨	ji21							
芋	ɛu33							
裕	i442							
胎	tʰia33							
胎	tʰai53							
台	tʰai22							
袋	tia33							
來	lai22							
菜	tsʰai13							
財	tsai22							
財	tsʰai22							
該	kai33							
改	kɔi21							
開	kʰui33							
開	kʰai33							
海	hai21							
愛	ŋai13							
貝	pɔi13							
帶	tua13							
蓋	kai13							
害	hai442							
拜	pai13							
排	pai22							
排	pʰai22							
