片	区	小片	方言点	声母	韵母	调值	调类	备注
五	粤西片		廉江石角	0	n	31	上声	文读
井	粵西片		廉江石角	ts	iaŋ	31	上聲	文讀
亖	粤西片		廉江石角	s	i	44	去声	文读
交	粤西片		廉江石角	k	au	45	阴平	文读
产	粤西片		廉江石角	s/tsʰ	an/an	31/31	上声/上声	文读<br>白读
亲	粤西片		廉江石角	tsʰ	in	45	阴平	文读
人	粤西片		廉江石角	ȵ	in	12	阳平	文读
从	粤西片		廉江石角	tsʰ	oŋ	12	阳平	文读
仓	粤西片		廉江石角	tsʰ	ɔŋ	45	阴平	文读
仙	粵西片		廉江石角	s	iɛn	45	陰平	文讀
代	粤西片		廉江石角	tʰ	ɔi	44	去声	文读
以	粤西片		廉江石角	0	i	31	上声	文读
件	粤西片		廉江石角	kʰ	iɛn	44	去声	文读
任	粤西片		廉江石角	ȵ	im	44	去声	文读
休	粤西片		廉江石角	s	iu	45	阴平	文读
会	粤西片		廉江石角	f/f	ui/ui	44/44	去声/去声	白读<br>文读
伞	粤西片		廉江石角	s	an	31	上声	文读
伟	粤西片		廉江石角	v	ui	31	上声	文读
伤	粤西片		廉江石角	s	ɔŋ	45	阴平	文读
伯	粤西片		廉江石角	p	ak	2	阴入	文读
伴	粤西片		廉江石角	pʰ	an	44	去声	文读
位	粤西片		廉江石角	v	ui	44	去声	文读
低	粤西片		廉江石角	t	ei	45	阴平	文读
住	粤西片		廉江石角	tsʰ	u	44	去声	文读
余	粵西片		廉江石角	0	i	12	陽平	文讀
佛	粤西片		廉江石角	f	ut	5	阳入	文读
作	粵西片		廉江石角	ts	ɔ	44	去聲	文讀
使	粤西片		廉江石角	s	u	31	上声	文读
來	粤西片		廉江石角	l	ɔi	12	阳平	文读
例	粤西片		廉江石角	l	ei	44	去声	文读
俗	粤西片		廉江石角	s	ok	5	阳入	文读
信	粤西片		廉江石角	s	in	44	去声	文读
修	粤西片		廉江石角	s	iu	45	阴平	文读
俻	粤西片		廉江石角	pʰ	i	44	去声	文读
倉	粤西片		廉江石角	tsʰ	ɔŋ	45	阴平	文读
倍	粤西片		廉江石角	pʰ	ui	31	上声	文读
借	粤西片		廉江石角	ts	ia	44	去声	文读
债	粤西片		廉江石角	ts	ai	44	去声	文读
倾	粤西片		廉江石角	kʰ	in	45	阴平	文读
假	粵西片		廉江石角	k	a	31	上聲	文讀
偉	粤西片		廉江石角	v	ui	31	上声	文读
偏	粤西片		廉江石角	pʰ	iɛn	45	阴平	文读
停	粤西片		廉江石角	tʰ	in	12	阳平	文读
健	粤西片		廉江石角	k	iɛn	31	上声	文读
偪	粤西片		廉江石角	p	it	2	阴入	文读
偷	粤西片		廉江石角	tʰ	ɐi	45	阴平	文读
傑	粤西片		廉江石角	kʰ	iɛt	5	阳入	文读
傘	粤西片		廉江石角	s	an	31	上声	文读
備	粤西片		廉江石角	pʰ	i	44	去声	文读
催	粵西片		廉江石角	tsʰ	ui	45	陰平	文讀
傲	粤西片		廉江石角	ŋ	au	44	去声	文读
債	粤西片		廉江石角	ts	ai	44	去声	文读
傷	粤西片		廉江石角	s	ɔŋ	45	阴平	文读
傾	粵西片		廉江石角	kʰ	in	45	陰平	文讀
僊	粤西片		廉江石角	s	iɛn	45	阴平	文读
像	粤西片		廉江石角	s	iaŋ	44	去声	文读
儛	粤西片		廉江石角	m	u	31	上声	文读
允	粤西片		廉江石角	0	iun	31	上声	文读
元	粤西片		廉江石角	0	iɛn	12	阳平	文读
兄	粤西片		廉江石角	s	oŋ	45	阴平	文读
先	粤西片		廉江石角	s	iɛn	45	阴平	文读
光	粤西片		廉江石角	k	uɔŋ	45	阴平	文读
免	粵西片		廉江石角	m	iɛn	31	上聲	文讀
兒	粤西片		廉江石角	0	i	12	阳平	文读
兔	粤西片		廉江石角	tʰ	u	44	去声	文读
兜	粤西片		廉江石角	t	ɐi	45	阴平	文读
入	粤西片		廉江石角	ȵ	ip	5	阳入	文读
全	粵西片		廉江石角	tsʰ	ɔn	12	陽平	文讀
兩	粵西片		廉江石角	l	iaŋ	45	陰平	文讀
八	粤西片		廉江石角	p	at	2	阴入	文读
公	粤西片		廉江石角	k	oŋ	45	阴平	文读
六	粤西片		廉江石角	l	ok	2	阴入	文读
兰	粤西片		廉江石角	l	an	12	阳平	文读
共	粤西片		廉江石角	kʰ	oŋ	44	去声	文读
关	粤西片		廉江石角	k	uan	45	阴平	文读
兴	粤西片		廉江石角	s	in	45	阴平	文读
兵	粤西片		廉江石角	p	in	45	阴平	文读
具	粤西片		廉江石角	kʰ	i	44	去声	文读
兼	粤西片		廉江石角	k	iam	45	阴平	文读
写	粤西片		廉江石角	s	ia	31	上声	文读
军	粤西片		廉江石角	k	un	45	阴平	文读
农	粤西片		廉江石角	n	oŋ	12	阳平	文读
冤	粤西片		廉江石角	0	iɛn	45	阴平	文读
冫	粵西片		廉江石角	p	ɐn	45	陰平	文讀
冬	粤西片		廉江石角	t	oŋ	45	阴平	文读
冰	粤西片		廉江石角	p	ɐn	45	阴平	文读
冲	粤西片		廉江石角	tsʰ	oŋ	45	阴平	文读
准	粤西片		廉江石角	ts	un	31	上声	文读
凉	粤西片		廉江石角	l	iaŋ	12	阳平	文读
凡	粤西片		廉江石角	f	am	12	阳平	文读
凤	粤西片		廉江石角	f	oŋ	44	去声	文读
凶	粤西片		廉江石角	s	oŋ	45	阴平	文读
凷	粤西片		廉江石角	kʰ	uai	44	去声	文读
凿	粤西片		廉江石角	tsʰ	ɔk	5	阳入	文读
刀	粤西片		廉江石角	t	ɔ	45	阴平	文读
分	粤西片		廉江石角	p	un	45	阴平	文读
切	粤西片		廉江石角	tsʰ	iɛt	2	阴入	文读
刘	粤西片		廉江石角	l	iu	12	阳平	文读
初	粤西片		廉江石角	tsʰ	ɔ	45	阴平	文读
判	粵西片		廉江石角	pʰ	an	44	去聲	文讀
別	粤西片		廉江石角	pʰ	iɛt	5	阳入	文读
利	粵西片		廉江石角	l	i	44	去聲	文讀
刮	粤西片		廉江石角	k	uat	2	阴入	文读
到	粤西片		廉江石角	t	ɔ	44	去声	文读
刷	粤西片		廉江石角	s	at	2	阴入	文读
刻	粤西片		廉江石角	kʰ	ɐt	2	阴入	文读
削	粤西片		廉江石角	s	iak	2	阴入	文读
前	粤西片		廉江石角	tsʰ	iɛn	12	阳平	文读
剝	粤西片		廉江石角	p	ɔk	2	阴入	文读
剪	粤西片		廉江石角	ts	iɛn	31	上声	文读
割	粤西片		廉江石角	k	ɔt	2	阴入	文读
劉	粤西片		廉江石角	l	iu	12	阳平	文读
劍	粤西片		廉江石角	k	iam	44	去声	文读
劒	粤西片		廉江石角	k	iam	44	去声	文读
劔	粤西片		廉江石角	k	iam	44	去声	文读
力	粤西片		廉江石角	l	it	5	阳入	文读
劝	粤西片		廉江石角	kʰ	iɛn	44	去声	文读
办	粤西片		廉江石角	pʰ	an	44	去声	文读
加	粤西片		廉江石角	k	a	45	阴平	文读
动	粤西片		廉江石角	tʰ	oŋ	31	上声	文读
助	粤西片		廉江石角	tsʰ	u	44	去声	文读
効	粤西片		廉江石角	h	au	31	上声	文读
勋	粤西片		廉江石角	s	un	45	阴平	文读
動	粤西片		廉江石角	tʰ	oŋ	31	上声	文读
勛	粤西片		廉江石角	s	un	45	阴平	文读
勤	粤西片		廉江石角	kʰ	in	12	阳平	文读
勳	粤西片		廉江石角	s	un	45	阴平	文读
勸	粤西片		廉江石角	kʰ	iɛn	44	去声	文读
包	粤西片		廉江石角	p	au	45	阴平	文读
化	粤西片		廉江石角	f	a	44	去声	文读
北	粤西片		廉江石角	p	ɐt	2	阴入	文读
匪	粤西片		廉江石角	f	ui	31	上声	文读
匹	粤西片		廉江石角	pʰ	it	2	阴入	文读
区	粤西片		廉江石角	kʰ	i	45	阴平	文读
區	粤西片		廉江石角	kʰ	i	45	阴平	文读
十	粤西片		廉江石角	s	ip	5	阳入	文读
千	粤西片		廉江石角	tsʰ	iɛn	45	阴平	文读
升	粵西片		廉江石角	s	in	45	陰平	文讀
半	粤西片		廉江石角	p	an	44	去声	文读
华	粤西片		廉江石角	f	a	45	阴平	文读
协	粤西片		廉江石角	s	ap	5	阳入	文读
協	粤西片		廉江石角	s	ap	5	阳入	文读
单	粤西片		廉江石角	t	an	45	阴平	文读
卖	粤西片		廉江石角	m	ai	44	去声	文读
南	粤西片		廉江石角	n	am	12	阳平	文读
博	粤西片		廉江石角	p	ɔk	2	阴入	文读
卤	粤西片		廉江石角	s	i	45	阴平	文读
卥	粤西片		廉江石角	s	i	45	阴平	文读
卫	粤西片		廉江石角	v	ui	31	上声	文读
印	粵西片		廉江石角	0	in	44	去聲	文讀
压	粤西片		廉江石角	0	at	2	阴入	文读
厚	粤西片		廉江石角	h	ɐi	45	阴平	文读
原	粤西片		廉江石角	ȵ	iɛn	12	阳平	文读
叉	粤西片		廉江石角	tsʰ	a	45	阴平	文读
及	粤西片		廉江石角	kʰ	ip	5	阳入	文读
双	粤西片		廉江石角	s	oŋ	45	阴平	文读
叔	粵西片		廉江石角	s	ok	2	陰入	文讀
受	粤西片		廉江石角	s	iu	44	去声	文读
变	粤西片		廉江石角	p	iɛn	44	去声	文读
叚	粤西片		廉江石角	k	a	31	上声	文读
叛	粤西片		廉江石角	p	an	31	上声	文读
口	粤西片		廉江石角	kʰ	ɐi	31	上声	文读
叫	粤西片		廉江石角	k	iau	44	去声	文读
可	粤西片		廉江石角	kʰ	ɔ	31	上声	文读
叶	粤西片		廉江石角	s	ap	5	阳入	文读
各	粤西片		廉江石角	k	ɔk	2	阴入	文读
合	粤西片		廉江石角	h	ap	5	阳入	文读
名	粤西片		廉江石角	m	iaŋ	12	阳平	文读
吓	粤西片		廉江石角	h	ak	2	阴入	文读
吞	粤西片		廉江石角	tʰ	un	45	阴平	文读
含	粤西片		廉江石角	h	am	12	阳平	文读
启	粤西片		廉江石角	kʰ	ei	31	上声	文读
吳	粤西片		廉江石角	0	n	12	阳平	文读
吸	粵西片		廉江石角	kʰ	ip	2	陰入	文讀
吹	粤西片		廉江石角	tsʰ	ɔi	45	阴平	文读
呂	粤西片		廉江石角	l	i	45	阴平	文读
告	粵西片		廉江石角	k	ɔ	44	去聲	文讀
周	粤西片		廉江石角	ts	iu	45	阴平	文读
呪	粤西片		廉江石角	ts	iu	44	去声	文读
味	粤西片		廉江石角	m	ui	44	去声	文读
命	粤西片		廉江石角	m/m	iaŋ/in	44/44	去声/去声	白读<br>文读
哀	粤西片		廉江石角	0	ɔi	45	阴平	文读
品	粤西片		廉江石角	pʰ	in	31	上声	文读
响	粤西片		廉江石角	s	ɔŋ	31	上声	文读
哥	粵西片		廉江石角	k	ɔ	45	陰平	文讀
唆	粤西片		廉江石角	s	ɔ	45	阴平	文读
唱	粤西片		廉江石角	tsʰ	ɔŋ	44	去声	文读
問	粤西片		廉江石角	m	un	44	去声	文读
啓	粤西片		廉江石角	kʰ	ei	31	上声	文读
啟	粤西片		廉江石角	kʰ	ei	31	上声	文读
善	粤西片		廉江石角	s	an	44	去声	文读
喉	粤西片		廉江石角	h	ɐi	12	阳平	文读
喜	粤西片		廉江石角	kʰ	i	31	上声	文读
單	粤西片		廉江石角	t	an	45	阴平	文读
嘗	粤西片		廉江石角	s	ɔŋ	12	阳平	文读
噏	粤西片		廉江石角	kʰ	ip	2	阴入	文读
器	粤西片		廉江石角	kʰ	i	44	去声	文读
嚇	粤西片		廉江石角	h	ak	2	阴入	文读
嚴	粤西片		廉江石角	ȵ	iam	12	阳平	文读
四	粤西片		廉江石角	s	i	44	去声	文读
回	粤西片		廉江石角	f	ui	12	阳平	文读
因	粤西片		廉江石角	0	in	45	阴平	文读
团	粤西片		廉江石角	tʰ	ɔn	12	阳平	文读
囪	粤西片		廉江石角	tsʰ	oŋ	45	阴平	文读
困	粤西片		廉江石角	kʰ	un	44	去声	文读
围	粤西片		廉江石角	v	ui	12	阳平	文读
国	粤西片		廉江石角	k	uɔk	2	阴入	文读
图	粤西片		廉江石角	tʰ	u	12	阳平	文读
圆	粤西片		廉江石角	0	iɛn	12	阳平	文读
國	粤西片		廉江石角	k	uɔk	2	阴入	文读
圍	粤西片		廉江石角	v	ui	12	阳平	文读
圓	粤西片		廉江石角	0	iɛn	12	阳平	文读
圖	粤西片		廉江石角	tʰ	u	12	阳平	文读
團	粤西片		廉江石角	tʰ	ɔn	12	阳平	文读
圜	粤西片		廉江石角	0	iɛn	12	阳平	文读
土	粤西片		廉江石角	tʰ	u	31	上声	文读
地	粤西片		廉江石角	tʰ	i	44	去声	文读
坐	粤西片		廉江石角	tsʰ	ɔ	45	阴平	文读
坑	粤西片		廉江石角	h	aŋ	45	阴平	文读
块	粵西片		廉江石角	kʰ	uai	44	去聲	文讀
坟	粤西片		廉江石角	f	un	12	阳平	文读
坡	粤西片		廉江石角	pʰ	ɔ	45	阴平	文读
坣	粤西片		廉江石角	tʰ	ɔŋ	12	阳平	文读
坼	粤西片		廉江石角	tsʰ	ak	2	阴入	文读
垕	粵西片		廉江石角	h	ɐi	45	陰平	文讀
垫	粤西片		廉江石角	tʰ/tʰ	iam/iap	31/2	上声/阴入	文读<br>训读
埋	粤西片		廉江石角	m	ai	12	阳平	文读
基	粤西片		廉江石角	k	i	45	阴平	文读
埽	粤西片		廉江石角	s	ɔ	44	去声	文读
埿	粤西片		廉江石角	n	ei	12	阳平	文读
堂	粤西片		廉江石角	tʰ	ɔŋ	12	阳平	文读
堆	粤西片		廉江石角	t	ɔi	45	阴平	文读
堖	粤西片		廉江石角	n	ɔ	31	上声	文读
堦	粤西片		廉江石角	k	ai	45	阴平	文读
報	粤西片		廉江石角	p	ɔ	44	去声	文读
塊	粤西片		廉江石角	kʰ	uai	44	去声	文读
塔	粤西片		廉江石角	tʰ	ap	2	阴入	文读
塗	粤西片		廉江石角	tʰ	u	12	阳平	文读
填	粤西片		廉江石角	tʰ	iɛn	12	阳平	文读
墊	粤西片		廉江石角	tʰ/tʰ	iam/iap	31/2	上声/阴入	文读<br>训读
墓	粤西片		廉江石角	m	u	44	去声	文读
墙	粤西片		廉江石角	tsʰ	iaŋ	12	阳平	文读
墨	粤西片		廉江石角	m	ɐt	5	阳入	文读
墩	粤西片		廉江石角	t	un	45	阴平	文读
墬	粤西片		廉江石角	tʰ	i	44	去声	文读
墳	粵西片		廉江石角	f	un	12	陽平	文讀
墻	粤西片		廉江石角	tsʰ	iaŋ	12	阳平	文读
壁	粤西片		廉江石角	p	iak	2	阴入	文读
壄	粤西片		廉江石角	0	ia	45	阴平	文读
壓	粤西片		廉江石角	0	at	2	阴入	文读
壞	粤西片		廉江石角	f	ai	44	去声	文读
士	粤西片		廉江石角	s	u	44	去声	文读
壮	粤西片		廉江石角	ts	ɔŋ	44	去声	文读
壯	粤西片		廉江石角	ts	ɔŋ	44	去声	文读
声	粤西片		廉江石角	s	aŋ	45	阴平	文读
壽	粤西片		廉江石角	s	iu	44	去声	文读
备	粤西片		廉江石角	pʰ	i	44	去声	文读
外	粤西片		廉江石角	ŋ	ɔi	44	去声	文读
多	粤西片		廉江石角	t	ɔ	45	阴平	文读
夜	粤西片		廉江石角	0	ia	44	去声	文读
天	粤西片		廉江石角	tʰ	iɛn	45	阴平	文读
太	粤西片		廉江石角	tʰ	ai	44	去声	文读
夫	粤西片		廉江石角	f	u	45	阴平	文读
失	粤西片		廉江石角	s	it	2	阴入	文读
头	粤西片		廉江石角	tʰ	ɐi	12	阳平	文读
夺	粤西片		廉江石角	tʰ	ɔt	5	阳入	文读
奪	粤西片		廉江石角	tʰ	ɔt	5	阳入	文读
女	粤西片		廉江石角	0	n	31	上声	文读
好	粤西片		廉江石角	h	ɔ	31	上声	文读
妇	粤西片		廉江石角	f	u	44	去声	文读
妙	粤西片		廉江石角	m	iau	31	上声	文读
妹	粵西片		廉江石角	m	ɔi	44	去聲	文讀
妻	粤西片		廉江石角	tsʰ	i	45	阴平	文读
始	粤西片		廉江石角	tsʰ	i	31	上声	文读
姐	粵西片		廉江石角	ts	ia	31	上聲	文讀
姑	粵西片		廉江石角	k	u	45	陰平	文讀
姓	粤西片		廉江石角	s	iaŋ	44	去声	文读
委	粤西片		廉江石角	v	ui	31	上声	文读
姦	粤西片		廉江石角	k	an	45	阴平	文读
姨	粤西片		廉江石角	0	i	12	阳平	文读
威	粤西片		廉江石角	v	ui	45	阴平	文读
娘	粤西片		廉江石角	ȵ	iɔŋ	12	阳平	文读
婆	粤西片		廉江石角	pʰ	ɔ	12	阳平	文读
婦	粤西片		廉江石角	f	u	44	去声	文读
媆	粤西片		廉江石角	n	un	44	去声	文读
嫁	粤西片		廉江石角	k	a	44	去声	文读
嫂	粤西片		廉江石角	s	ɔ	31	上声	文读
嫌	粤西片		廉江石角	s	am	12	阳平	文读
嫩	粤西片		廉江石角	n	un	44	去声	文读
嬾	粤西片		廉江石角	l	an	45	阴平	文读
子	粤西片		廉江石角	ts	u	31	上声	文读
字	粤西片		廉江石角	s	u	44	去声	文读
孙	粤西片		廉江石角	s	un	45	阴平	文读
孝	粵西片		廉江石角	h	au	44	去聲	文讀
孟	粤西片		廉江石角	m	ɐn	31	上声	文读
季	粵西片		廉江石角	k	ui	44	去聲	文讀
学	粤西片		廉江石角	h	ɔk	5	阳入	文读
孫	粤西片		廉江石角	s	un	45	阴平	文读
學	粤西片		廉江石角	h	ɔk	5	阳入	文读
守	粤西片		廉江石角	s	iu	31	上声	文读
安	粤西片		廉江石角	0	ɔn	45	阴平	文读
完	粤西片		廉江石角	0	iɛn	12	阳平	文读
宗	粤西片		廉江石角	ts	oŋ	45	阴平	文读
官	粤西片		廉江石角	k	uɔn	45	阴平	文读
定	粤西片		廉江石角	tʰ	in	44	去声	文读
宝	粤西片		廉江石角	p	ɔ	31	上声	文读
实	粤西片		廉江石角	s	it	5	阳入	文读
客	粤西片		廉江石角	h	ak	2	阴入	文读
宮	粤西片		廉江石角	k	oŋ	45	阴平	文读
害	粵西片		廉江石角	h	ɔi	44	去聲	文讀
家	粵西片		廉江石角	k	a	45	陰平	文讀
容	粵西片		廉江石角	0	ioŋ	12	陽平	文讀
宽	粤西片		廉江石角	kʰ	uɔn	45	阴平	文读
宾	粤西片		廉江石角	p	in	45	阴平	文读
寄	粤西片		廉江石角	k	i	44	去声	文读
密	粤西片		廉江石角	m	ɐt	5	阳入	文读
富	粤西片		廉江石角	f	u	44	去声	文读
寒	粤西片		廉江石角	h	ɔn	12	阳平	文读
察	粤西片		廉江石角	tsʰ	at	2	阴入	文读
實	粤西片		廉江石角	s	it	5	阳入	文读
寫	粤西片		廉江石角	s	ia	31	上声	文读
寬	粤西片		廉江石角	kʰ	uɔn	45	阴平	文读
寴	粤西片		廉江石角	tsʰ	in	45	阴平	文读
寶	粤西片		廉江石角	p	ɔ	31	上声	文读
寸	粵西片		廉江石角	tsʰ	un	44	去聲	文讀
对	粤西片		廉江石角	t	ui	44	去声	文读
寻	粤西片		廉江石角	tsʰ	im	12	阳平	文读
寿	粤西片		廉江石角	s	iu	44	去声	文读
封	粤西片		廉江石角	f	oŋ	45	阴平	文读
射	粤西片		廉江石角	s	a	44	去声	文读
尊	粤西片		廉江石角	ts	un	45	阴平	文读
尋	粤西片		廉江石角	tsʰ	im	12	阳平	文读
對	粤西片		廉江石角	t	ui	44	去声	文读
小	粤西片		廉江石角	s	iau	31	上声	文读
少	粤西片		廉江石角	s	au	31	上声	文读
尖	粤西片		廉江石角	ts	iam	45	阴平	文读
尝	粤西片		廉江石角	s	ɔŋ	12	阳平	文读
就	粤西片		廉江石角	tsʰ	iu	44	去声	文读
尺	粤西片		廉江石角	tsʰ	ak	2	阴入	文读
尽	粵西片		廉江石角	tsʰ	in	44	去聲	文讀
尾	粵西片		廉江石角	m	ui	45	陰平	文讀
尿	粤西片		廉江石角	ȵ	iau	44	去声	文读
局	粤西片		廉江石角	kʰ	ok	5	阳入	文读
层	粤西片		廉江石角	tsʰ	ɐn	12	阳平	文读
屋	粤西片		廉江石角	0/v	ok/ok	2/2	阴入/阴入	文读<br>文读
屍	粤西片		廉江石角	s	i	45	阴平	文读
屎	粤西片		廉江石角	s	i	31	上声	文读
展	粤西片		廉江石角	ts	an	31	上声	文读
層	粤西片		廉江石角	tsʰ	ɐn	12	阳平	文读
山	粵西片		廉江石角	s	an	45	陰平	文讀
岁	粤西片		廉江石角	s	ɔi	44	去声	文读
岔	粤西片		廉江石角	tsʰ	a	45	阴平	文读
岸	粤西片		廉江石角	ŋ	ɔn	44	去声	文读
峕	粤西片		廉江石角	s	i	12	阳平	文读
嶺	粤西片		廉江石角	l	iaŋ	45	阴平	文读
州	粤西片		廉江石角	ts	iu	45	阴平	文读
巢	粤西片		廉江石角	s	au	12	阳平	文读
工	粤西片		廉江石角	k	oŋ	45	阴平	文读
左	粵西片		廉江石角	ts	ɔ	31	上聲	文讀
巷	粤西片		廉江石角	h	ɔŋ	44	去声	文读
巾	粤西片		廉江石角	k	in	45	阴平	文读
市	粤西片		廉江石角	s	i	44	去声	文读
布	粤西片		廉江石角	p	u	44	去声	文读
帅	粤西片		廉江石角	s	ui	44	去声	文读
师	粤西片		廉江石角	s	u	45	阴平	文读
帋	粤西片		廉江石角	ts	i	31	上声	文读
帐	粵西片		廉江石角	ts	ɔŋ	44	去聲	文讀
帖	粤西片		廉江石角	tʰ	iap	2	阴入	文读
帚	粤西片		廉江石角	ts	au	31	上声	文读
帥	粤西片		廉江石角	s	ui	44	去声	文读
带	粤西片		廉江石角	t	ai	44	去声	文读
師	粤西片		廉江石角	s	u	45	阴平	文读
帬	粤西片		廉江石角	kʰ	un	12	阳平	文读
帮	粤西片		廉江石角	p	ɔŋ	45	阴平	文读
帳	粤西片		廉江石角	ts	ɔŋ	44	去声	文读
帶	粤西片		廉江石角	t	ai	44	去声	文读
常	粤西片		廉江石角	s	ɔŋ	12	阳平	文读
帽	粤西片		廉江石角	m	ɔ	44	去声	文读
幫	粤西片		廉江石角	p	ɔŋ	45	阴平	文读
平	粤西片		廉江石角	pʰ/pʰ	iaŋ/in	12/12	阳平/阳平	白读<br>文读
年	粤西片		廉江石角	n	iɛn	12	阳平	文读
幹	粤西片		廉江石角	k	ɔn	44	去声	文读
幼	粵西片		廉江石角	0	iu	44	去聲	文讀
床	粤西片		廉江石角	tsʰ	ɔŋ	12	阳平	文读
应	粤西片		廉江石角	0	in	45	阴平	文读
店	粤西片		廉江石角	t	iam	44	去声	文读
庙	粤西片		廉江石角	m	iau	44	去声	文读
度	粤西片		廉江石角	tʰ	u	44	去声	文读
座	粤西片		廉江石角	tsʰ	ɔ	44	去声	文读
庿	粤西片		廉江石角	m	iau	44	去声	文读
廚	粤西片		廉江石角	tsʰ	u	12	阳平	文读
廟	粤西片		廉江石角	m	iau	44	去声	文读
廠	粤西片		廉江石角	tsʰ	ɔŋ	31	上声	文读
廧	粤西片		廉江石角	tsʰ	iaŋ	12	阳平	文读
延	粤西片		廉江石角	0	iɛn	12	阳平	文读
建	粤西片		廉江石角	k	iɛn	44	去声	文读
开	粤西片		廉江石角	h	ɔi	45	阴平	文读
弊	粤西片		廉江石角	p	i	31	上声	文读
弌	粤西片		廉江石角	0	it	2	阴入	文读
弍	粤西片		廉江石角	ȵ	i	44	去声	文读
弓	粤西片		廉江石角	k	oŋ	45	阴平	文读
引	粤西片		廉江石角	0	in	31	上声	文读
弟	粤西片		廉江石角	tʰ/tʰ	ei/ei	31/45	上声/阴平	文读<br>白读
张	粵西片		廉江石角	ts	ɔŋ	45	陰平	文讀
弯	粤西片		廉江石角	v	an	45	阴平	文读
弱	粤西片		廉江石角	ȵ	iɔk	5	阳入	文读
張	粤西片		廉江石角	ts	ɔŋ	45	阴平	文读
強	粤西片		廉江石角	kʰ	iaŋ	12	阳平	文读
强	粤西片		廉江石角	kʰ	iaŋ	12	阳平	文读
彊	粤西片		廉江石角	kʰ	iaŋ	12	阳平	文读
彎	粤西片		廉江石角	v	an	45	阴平	文读
归	粤西片		廉江石角	k	ui	45	阴平	文读
形	粤西片		廉江石角	s	in	12	阳平	文读
彪	粤西片		廉江石角	p	iau	45	阴平	文读
彭	粤西片		廉江石角	pʰ	aŋ	12	阳平	文读
影	粤西片		廉江石角	0	iaŋ	31	上声	文读
役	粤西片		廉江石角	0	it	5	阳入	文读
待	粤西片		廉江石角	tʰ	ɔi	44	去声	文读
律	粤西片		廉江石角	l	ut	5	阳入	文读
後	粤西片		廉江石角	h	ɐi	44	去声	文读
徐	粤西片		廉江石角	tsʰ	i	12	阳平	文读
得	粵西片		廉江石角	t	ɐt	2	陰入	文讀
從	粤西片		廉江石角	tsʰ	oŋ	12	阳平	文读
心	粤西片		廉江石角	s	im	45	阴平	文读
忍	粤西片		廉江石角	ȵ	iun	45	阴平	文读
志	粤西片		廉江石角	ts	i	44	去声	文读
忙	粤西片		廉江石角	m	ɔŋ	12	阳平	文读
快	粤西片		廉江石角	kʰ	uai	44	去声	文读
念	粤西片		廉江石角	ȵ	iam	44	去声	文读
忽	粤西片		廉江石角	f	ut	5	阳入	文读
怕	粤西片		廉江石角	pʰ	a	44	去声	文读
急	粤西片		廉江石角	k	ip	2	阴入	文读
怪	粤西片		廉江石角	k	uai	44	去声	文读
恐	粤西片		廉江石角	kʰ	oŋ	31	上声	文读
恠	粤西片		廉江石角	k	uai	44	去声	文读
恥	粤西片		廉江石角	tsʰ	i	31	上声	文读
恨	粤西片		廉江石角	h	an	44	去声	文读
恩	粵西片		廉江石角	0	ɐn	45	陰平	文讀
恾	粤西片		廉江石角	m	ɔŋ	12	阳平	文读
