		單字		新註
		嫲	ma45	
		嫲	ma21	
		硓		
		𡋯		
		𣭲		
		𨨌		
		阿	ʔa45	阿伯
		阿	ʔo45	阿胶
		啊		
		哎		
		哀	ʔui45	
		埃	ʔai45	
		挨	ʔai45	
		唉		
		欸		
		欸		
		捱	ŋai21	
		皚	ŋui33	
		癌	ŋam33	
		矮	ʔai23	
		藹		
		靄		
		艾	ŋui21	
		隘		
		愛	ʔui33	
		璦		
		曖		
		礙	ŋui21	
		安	ʔun45	
		氨	ʔun45	
		庵	ʔɐm45	
		鞍	ʔun45	
		諳		
			ʔɐm45	
		俺		
		岸	ŋun21	
		按	ʔun33	
		胺	ʔun45	
		案	ʔun33	
		暗	ʔɐm33	
		黯		
		扳	pan45	扳手
		班	pan45	
		斑	pan45	
		凹	nɐp23	
		爊		
		敖	ŋɐu33	
		遨	ŋɐu33	
		熬	ŋɐu33	
		螯	ŋɐu33	
		翱	ŋɐu33	
		襖	ʔɐu23	
		坳	ʔau45	
		拗	ʔau23	
		傲	ŋɐu33	
		奧	ʔɐu33	
		澳	ʔɐu33	
		懊	ʔɐu33	
		八	pat23	
		巴	pa45	
		扒		
		扒		
		叭		
		芭	pa45	
		疤	pa45	
		捌	pat23	
		笆	pa45	
		粑	pa45	
		拔	pʰat2	
		跋	pʰat2	
		把	pa23	
		靶	pa23	
		爸	pa45	
		耙	pʰa33	
		垻	pa33	
		罷	pʰa21	
		霸	pa33	
		壩		
		欛	pa33	
		吧	pa45	酒吧
		吧		
		白	pʰɛk2	
		百	pɛk23	
		佰	pɛk2	
		柏	pɛk23	
		擺	pai23	
		襬		
		拜	pai33	
		敗	pʰai21	
		稗		
		頒	pan45	
		扳		
		阪	pan23	
		般		
		般	pun45	
		般		
		板	pan23	
		搬	pun45	
		版	pan23	
		闆	pan23	
		坂		
		扮	pʰan21	
		絆	pan33	
		舨		
		粄		
		辦	pʰan21	
		半	pun33	
		瓣	pʰan21	
		伴	pʰun23	
		拌	pʰun23	
		餐	tsʰan45	
		殘	tsʰan33	
		璨	tsʰan33	
		燦	tsʰan33	
		浜	pɐn45	
		幫	poŋ45	
		綁	poŋ23	
		榜	poŋ23	
		膀	poŋ23	肩膀
		膀	pʰoŋ33	膀胱
		潺	san33	
		產	tsʰan23	
		傍	poŋ21	依山傍水
		傍	poŋ33	傍晚
		磅		
		磅		
		謗	poŋ33	
		剷	tsʰan23	
		包	pau45	
		苞	pau45	
		孢	pau45	
		胞	pau45	
		煲	pɐu45	
		褒	pɐu45	
		雹	pʰɐu21	
		薄	pʰok2	
		保	pɐu23	
		葆	pɐu23	
		堡	pɐu23	
		飽	pau23	
		褓	pɐu23	
		鴇	pɐu23	
		寶	pɐu23	
		抱	pʰɐu21	
		豹	pau33	
		菢	pʰɐu21	
		報	pɐu33	
		鉋		
		暴	pʰɐu21	凶暴
		暴		
		鮑	pau45	鮑魚
		鮑		
		爆	pau33	
		陂		
		杯	pui45	
		卑	pi45	
		盃		
		悲	pi45	
		碑	pi45	
		北	pak4	
		貝	pui33	
		背	pui33	背後
		背	pʰui21	背書
		倍	pʰui21	
		狽		
		悖	pui33	
		被		
		被	pʰi21	棉被
		備	pʰi21	
		焙	pʰui21	
		蓓	pʰui21	
		輩	pui33	
		鋇		
		憊	pʰi21	
		唄		
		奔	pɐn45	
		逩		
		錛		
		本	pun23	
		畚	pɐn33	
		畚	fɐn33	
		笨	pɐn21	
		鏟	tsʰan23	
		丹	tan45	
		繃		
		泵		
		迸		
		單	tan45	單獨
		逼	pɐt4	
		鼻	pʰɐt2	
		匕		
		比	pi23	比較
		比		
		妣	pi23	
		彼	pi23	
		秕		
		俾		
		筆	pɐt4	
		鄙	pʰi23	
		必	pit4	
		庇		
		畀	pi23	
		陛	pʰɐi21	
		陛	pʰi21	
		畢	pɐt4	
		閉	pɐi33	
		敝	pʰi21	
		婢		
		愎	pʰɐt2	
		弼	pɐt2	
		蓖		
		嗶		
		痹		
		痺		
		裨		
		碧	pɐt4	
		蔽	pɐi33	
		箅		
		弊	pʰi21	
		幣	pʰi21	
		篦		
		壁	pɐt4	
		避	pʰi21	
		髀		
		斃	pʰi21	
		臂	pi33	
		璧	pɐt4	
		蝙	pʰin45	
		編	pʰin45	
		鞭	pin45	
		邊	pin45	
		扁	pin23	扁平
		扁	pʰin45	一葉扁舟
		匾	pin23	
		貶	pin23	
		汴	pin21	
		便	pʰin21	便利
		便		
		遍	pʰin33	
		辨	pʰin21	
		辮	pin45	
		辯	pʰin21	
		變	pin33	
		彪	piu45	
		標	piu45	
		鏢	piu45	
		臕	piu45	
		飆	piu45	
		飈		
		鑣	piu45	
		表	piu23	
		婊	piu23	
		裱	piu23	
		錶	piu23	
		鰾	pʰiu23	
		憋	pɐt4	
		憋		
		鱉	pit4	
		別	pʰit2	
		癟		
		彆		
		邠	pɐn45	
		彬	pɐn45	
		斌	pɐn45	
		賓	pɐn45	
		濱	pɐn45	
		檳	pɐn45	
		瀕	pʰɐn33	
		繽	pɐn45	
		殯	pɐn45	
		臏	pɐn45	
		鬢	pɐn33	
		冰	pɐn45	
		兵	pɐn45	
		丙	pɐn23	
		秉	pɐn23	
		柄	pɐn23	
		炳	pɐn23	
		稟	pɐn23	
		餅	pɐn23	
		并	pɐn33	
		併	pɐn33	
		並	pɐn33	
		病	pʰɐn21	
		病	pʰɛŋ21	發病吟
		摒	pɐn33	
		波	po45	
		玻	po45	
		剝	pak23	
		菠	po45	
		缽	put4	
		鉢	put4	
		播	po33	
		撥	put2	
		撥	put4	
		餑	put2	
		伯		
		伯	pɛk23	伯伯
		帛	pɛk23	
		勃	put2	
		舶	pʰɛk23	
		脖	put2	
		博	pok4	
		渤	put2	
		搏	pok4	
		鈸	pʰat2	
		鉑	pɛk23	
		駁	pok4	
		箔	pʰok2	
		膊	pok4	
		礴	pʰok2	
		跛	pɐi45	白讀
		跛		
		跛	pɐi45	
		簸	po33	
		檗	pɛk23	
		擘	mɛk23	
		擘	pɛk23	
		卜	pok4	
		蔔	pʰak2	
		蔔	pʰɛk2	
		逋	pu45	
		醭	pʰok4	
		捕	pu23	
		哺	pu23	
		補	pu23	
		不	fɐt4	
		布	pu33	
		步	pʰu21	
		佈	pu33	
		怖	pu33	
		部	pʰu21	
		埠		
		埠		
		簿	pʰu21	
		擦	tsʰat23	
		猜	tsʰai45	
		才	tsʰui33	
		材	tsʰui33	
		財	tsʰui33	
		裁	tsʰui33	
		纔	tsʰui33	
		采	tsʰui23	
		採	tsʰui23	
		彩	tsʰui23	
		睬	tsʰui23	
		綵	tsʰui23	
		踩	tsʰai23	
		踩	ɲai23	
		菜	tsʰui33	
		蔡	tsʰui33	
		叄		
		參	tsʰam45	參加
		參	tsʰɐm45	參差
		參	ɬam45	三
		參	sɐm45	人参
		鄲	tan45	
		旦	tan33	元旦
		慚	tsʰam33	
		蠶	tsʰam33	
		慘	tsʰam23	
		旦	tan33	花旦
		但	tan21	
		蛋	tʰan21	
		誕	tan33	
		憚	tʰan21	
		彈	tʰan21	彈丸
		彈	tʰan33	彈劾
		帆	fan45	
		操	tsʰɐu45	
		操	tsʰɐu45	
		糙	tsʰɐu45	
		曹	tsʰɐu33	
		嘈	tsʰɐu33	
		槽	tsɐu45	
		草	tsʰɐu23	
		冊	tsʰɛk23	
		側	tsak4	
		策	tsʰɛk23	
		廁	tsʰi33	
		測	tsʰak4	
		惻	tsʰak4	
		岑	sɐm33	
		涔		
		番	fan45	
		蕃	fan45	吐蕃
		藩	fan33	
		翻	fan45	
		叉	tsʰa45	
		杈	tsʰa45	
		插	tsʰap23	
		茬	tsʰa33	
		茶	tsʰa33	
		查	tsʰa33	
		查	tsa45	
		搽	tsʰa33	
		槎	tsʰa33	
		察	tsʰat23	
		汊	tsʰa45	
		奼	tsʰa33	
		岔	tsʰa45	
		差	tsʰa45	
		差	tsʰai45	
		差	tsʰi45	
		詫	tsʰa33	
		拆	tsʰɛk23	
