i
p[3]比彼鄙[5]被备陛敝闭币弊箅蔽篦毙
pʰ[2]痹皮枇疲琵脾匹[3]痞[5]庇屁
m[2]眉媚寐迷谜弥靡秘密觅蜜篾[3]米
t[1]低[2]啼[3]底抵[5]地弟帝第蒂递隶屉
tʰ[1]剔梯[2]堤提蹄题[3]体[5]剃替
n[2]梨黎离篱栗[3]李里理里礼鲤[5]璃离吏利例荔痢厉励丽滤
ʨ[1]肌饥基箕稽机讥饥几[3]己几挤虮纪杞[5]妓忌技季既计记寄祭际冀剂髻济继脐
ʨʰ[1]妻期欺奚溪[2]岐其奇祈棋旗齐骑乞[3]岂起启[5]企汽气器讫
ɕ[1]兮西希犀稀熙豨嬉牺些[3]洗喜[5]系细戏婿
ȵ[2]尼泥倪宜疑蚁谊[3]你[5]腻义翼艺议
Ǿ[1]伊衣依医[2]夷姨移遗[3]拟已以倚椅[5]亦抑易逸意肄亿忆缢译

o
p[1]波玻菠[2]勃薄[3]跛簸[5]播薄
pʰ[1]坡[2]婆[5]破剖
m[1]摸[2]没摹磨魔寞[3]抹[5]磨抹莫牧募墓幕慕暮
t[1]多[3]朵[5]剁舵惰
tʰ[1]拖[2]托陀驮驼[3]妥椭[5]唾
n[2]了脶螺罗骡萝箩锣洛落挪诺[3]裸瘰[5]摞糯
ʦ[3]左佐[5]坐座
ʦʰ[1]搓[2]着濁[5]措锉错
s[1]唆梭蓑[3]所琐锁
k[1]戈哥歌锅[3]果裹[5]个过
kʰ[1]科窠[3]棵颗可[5]搁课
ŋ[3]我
x[1]喝豁[2]禾何和河荷盒鹤[3]火伙[5]和贺货祸霍
Ǿ[1]倭窝[2]俄蛾鹅[5]饿卧斡

u
p[3]补[5]捕布步怖部簿
pʰ[1]铺[2]扑菩蒲仆朴瀑[3]卜甫脯辅颇浦普谱[5]铺
m[2]模[3]母牡拇
f[1]夫孵敷肤麸俘呼[2]扶芙浮符脯核乎忽狐胡壶湖糊[3]府斧俯釜腑腐抚虎浒[5]父付附咐负赴副妇傅富赋互户戽沪护
