字	片	区	小片	方言点	声母	韵母	调值	调类	备注
乗	邵将过渡区			将乐(城关话)	ʃ	ɪ̃	22	阳平	
乘	邵将过渡区			将乐(城关话)	ʃ	ɪ̃	22	阳平	
乙	邵将过渡区			将乐(城关话)	0	i	51	上	
九	邵将过渡区			将乐(城关话)	k	iu	51	上	
乞	邵将过渡区			将乐(城关话)	kʰ	uæ/i	21/51	阴入/上	单字读，乞食。
也	邵将过渡区			将乐(城关话)	0	ia	51	上声	
习	邵将过渡区			将乐(城关话)	s	i	5	阳入	
乡	邵将过渡区			将乐(城关话)	ʃ	ɔŋ	55	阴平	
书	邵将过渡区			将乐(城关话)	ʃ	y	55	阴平	
买	邵将过渡区			将乐(城关话)	m	æ	51	上声	
乱	邵将过渡区			将乐(城关话)	l	uɛ̃	231	阳去	
乳	邵将过渡区			将乐(城关话)	ŋ	y	51	上声	
乾	邵将过渡区			将乐(城关话)	kʰ	iɛ̃	22	阳平	乾坤。
亂	邵将过渡区			将乐(城关话)	l	uɛ̃	231	阳去	
了	邵将过渡区			将乐(城关话)	l	iau	51	上	
二	邵将过渡区			将乐(城关话)	0/ŋ	ø/i	324/231	阴去/阳去	
于	邵将过渡区			将乐(城关话)	0	y	22	阳平	
亏	邵将过渡区			将乐(城关话)	kʰ	ui	55	阴平	
云	邵将过渡区			将乐(城关话)	0	ỹ	22	阳平	
互	邵将过渡区			将乐(城关话)	f	u	231	阳去	
五	邵将过渡区			将乐(城关话)	0	ɤŋ	51	上声	
井	邵将过渡区			将乐(城关话)	ts	iaŋ/ɪ̃	51	上	
亚	邵将过渡区			将乐(城关话)	0	a	324	阴去	
亞	邵将过渡区			将乐(城关话)	0	a	324	阴去	
亡	邵将过渡区			将乐(城关话)	v	ɔŋ	22	阳平	
交	邵将过渡区			将乐(城关话)	k	au	55	阴平	
亥	邵将过渡区			将乐(城关话)	f	uæ	231	阳去	
产	邵将过渡区			将乐(城关话)	ʃ	uɛ̃	51	上	
亨	邵将过渡区			将乐(城关话)		ɛ			
京	邵将过渡区			将乐(城关话)	k	ɪ̃	55	阴平	文读。
亭	邵将过渡区			将乐(城关话)	tʰ	ɪ̃	22	阳平	
亮	邵将过渡区			将乐(城关话)	l	iɔŋ	231	阳去	
亿	邵将过渡区			将乐(城关话)	0	i	324	阴去	
仁	邵将过渡区			将乐(城关话)	ŋ	ɪ̃	22	阳平	
仃	邵将过渡区			将乐(城关话)	t	ɪ̃	55	阴平	
仄	邵将过渡区			将乐(城关话)	tʃ	a	21	阴入	
仅	邵将过渡区			将乐(城关话)	k	ɪ̃	51	上	
仇	邵将过渡区			将乐(城关话)	tʃʰ	iu	22	阳平	
今	邵将过渡区			将乐(城关话)	k	ɪ̃	55	阴平	
介	邵将过渡区			将乐(城关话)	k	æ	324	阴去	
仑	邵将过渡区			将乐(城关话)	l	uɪ̃	22	阳平	
仓	邵将过渡区			将乐(城关话)	tsʰ	ɔŋ	55	阴平	
仕	邵将过渡区			将乐(城关话)	s	ɿ	231	阳去	
仗	邵将过渡区			将乐(城关话)	t/tʰ	iɔŋ	324/231	阴去/阳去	单字读，仗势。
仙	邵将过渡区			将乐(城关话)	s	iɛ̃	55	阴平	
代	邵将过渡区			将乐(城关话)	tʰ	æ	324	阴去	
令	邵将过渡区			将乐(城关话)	l	ɪ̃	231	阳去	
以	邵将过渡区			将乐(城关话)	0	i	51	上声	
仰	邵将过渡区			将乐(城关话)	ŋ	iɔŋ	51	上	
仲	邵将过渡区			将乐(城关话)	tʰ	iuŋ	231	阳去	
件	邵将过渡区			将乐(城关话)	kʰ	iɛ̃	231	阳去	
任	邵将过渡区			将乐(城关话)	ŋ	ɪ̃	231	阳去	
份	邵将过渡区			将乐(城关话)	f	uɪ̃	231	阳去	
仿	邵将过渡区			将乐(城关话)	f	ɔŋ	51	上	
伍	邵将过渡区			将乐(城关话)	0	ɤŋ	51	上声	
伏	邵将过渡区			将乐(城关话)	f	u	5	阳入	
伐	邵将过渡区			将乐(城关话)	f	a	5	阳入	
休	邵将过渡区			将乐(城关话)	ʃ	iu	55	阴平	
会	邵将过渡区			将乐(城关话)	f	i	231	阳去	
伞	邵将过渡区			将乐(城关话)	s	ɛ̃	51	上	
伟	邵将过渡区			将乐(城关话)	v	i	51	上声	
传	邵将过渡区			将乐(城关话)	tʰ	yø̃	231	阳去	自传。
伤	邵将过渡区			将乐(城关话)	ʃ	ɔŋ	55	阴平	
伦	邵将过渡区			将乐(城关话)	l	uɪ̃	22	阳平	
伪	邵将过渡区			将乐(城关话)	v	i	51	上声	
估	邵将过渡区			将乐(城关话)	k	u	51	上声	
伱	邵将过渡区			将乐(城关话)	l	e/i	51	上声	
伴	邵将过渡区			将乐(城关话)	pʰ	uɛ̃	324	阴去	
伶	邵将过渡区			将乐(城关话)	l	ɪ̃	22	阳平	文读。
伸	邵将过渡区			将乐(城关话)	ʃ	ɪ̃	55	阴平	
似	邵将过渡区			将乐(城关话)	s	ɿ	231	阳去	
伽	邵将过渡区			将乐(城关话)	k	a	55	阴平	
佈	邵将过渡区			将乐(城关话)	p	u	324	阴去	
位	邵将过渡区			将乐(城关话)	v	i	231	阳去	
低	邵将过渡区			将乐(城关话)	t	i	55	阴平	
住	邵将过渡区			将乐(城关话)	tʰ/tʃ	y	231/324	阳去/阴去	文读，白读。
佐	邵将过渡区			将乐(城关话)	ts	o			
佑	邵将过渡区			将乐(城关话)	0	iu	231	阳去	
佗	邵将过渡区			将乐(城关话)	tʰ	o	22	阳平	
佛	邵将过渡区			将乐(城关话)	f	u	5	阳入	
你	邵将过渡区			将乐(城关话)	l	e/i	51	上声	
佩	邵将过渡区			将乐(城关话)	pʰ	ui	324	阴去	
佳	邵将过渡区			将乐(城关话)	k	a	55	阴平	
使	邵将过渡区			将乐(城关话)	s	ɿ	51	上声	
來	邵将过渡区			将乐(城关话)	l	i/æ	22	阳平	
例	邵将过渡区			将乐(城关话)	l	ie	231	阳去	
侍	邵将过渡区			将乐(城关话)	s	ɿ	231	阳去	
侏	邵将过渡区			将乐(城关话)	tʃ	y	55	阴平	
侖	邵将过渡区			将乐(城关话)	l	uɪ̃	22	阳平	
供	邵将过渡区			将乐(城关话)	k	iuŋ	324	阴去	供佛。
依	邵将过渡区			将乐(城关话)	0	i	55	阴平	
侠	邵将过渡区			将乐(城关话)	x	a	5	阳入	
侦	邵将过渡区			将乐(城关话)	tʃ	ɪ̃	55	阴平	
侧	邵将过渡区			将乐(城关话)	tsʰ	a	51	上	
侨	邵将过渡区			将乐(城关话)	kʰ	iau	22	阳平	
侪	邵将过渡区			将乐(城关话)	ʃ	a	22	阳平	侪俚：男人
侮	邵将过渡区			将乐(城关话)	0/f	u	51/231	上声/阳去	侮辱，欺侮。
侯	邵将过渡区			将乐(城关话)	x	eu	55	阴平	等侯。
侵	邵将过渡区			将乐(城关话)	ts	ɪ̃	55	阴平	
侶	邵将过渡区			将乐(城关话)	l	y	51	上声	
便	邵将过渡区			将乐(城关话)	pʰ	iɛ̃	22	阳平	便宜。
促	邵将过渡区			将乐(城关话)	tsʰ	u	5	阳入	
俄	邵将过渡区			将乐(城关话)	ŋ	o	22	阳平	
俊	邵将过渡区			将乐(城关话)	ts	uɪ̃	324	阴去	
俌	邵将过渡区			将乐(城关话)	pʰ	u	51	上声	
俏	邵将过渡区			将乐(城关话)	tsʰ	iau	324	阴去	
俗	邵将过渡区			将乐(城关话)	s	iu	5	阳入	
俘	邵将过渡区			将乐(城关话)	f	u	22	阳平	
俚	邵将过渡区			将乐(城关话)	l	i	324	阴去	
俞	邵将过渡区			将乐(城关话)	0	y	22	阳平	
俠	邵将过渡区			将乐(城关话)	x	a	5	阳入	
信	邵将过渡区			将乐(城关话)	s	ɪ̃	324	阴去	
修	邵将过渡区			将乐(城关话)	s	iu	55	阴平	
俯	邵将过渡区			将乐(城关话)	f	u	51	上声	
倉	邵将过渡区			将乐(城关话)	tsʰ	ɔŋ	55	阴平	
個	邵将过渡区			将乐(城关话)	k	o	324	阴去	
倒	邵将过渡区			将乐(城关话)	t	au	51	上声	打倒。
借	邵将过渡区			将乐(城关话)	ts	ia	324	阴去	
倦	邵将过渡区			将乐(城关话)	k	yø̃	324	阴去	
倪	邵将过渡区			将乐(城关话)	ŋ	ie/i	21/22	阴入/阳平	文读，姓。
倫	邵将过渡区			将乐(城关话)	l	uɪ̃	22	阳平	
债	邵将过渡区			将乐(城关话)	tʃ	æ	324	阴去	
值	邵将过渡区			将乐(城关话)	tʰ	i	5	阳入	
倾	邵将过渡区			将乐(城关话)	kʰ	iaŋ/ỹ/ɪ̃	51	上	
假	邵将过渡区			将乐(城关话)	k	a	51	上声	
偉	邵将过渡区			将乐(城关话)	v	i	51	上声	
偏	邵将过渡区			将乐(城关话)	pʰ	iɛ̃	55	阴平	
偕	邵将过渡区			将乐(城关话)	k	æ	55	阴平	
停	邵将过渡区			将乐(城关话)	tʰ	ɪ̃	22	阳平	
健	邵将过渡区			将乐(城关话)	kʰ	iɛ̃	231	阳去	
側	邵将过渡区			将乐(城关话)	tsʰ	a	51	上	
偵	邵将过渡区			将乐(城关话)	tʃ	ɪ̃	55	阴平	
偶	邵将过渡区			将乐(城关话)	ŋ	eu	51	上	
偷	邵将过渡区			将乐(城关话)	tʰ	eu	55	阴平	
傍	邵将过渡区			将乐(城关话)	pʰ	ɔŋ	22	阳平	
傑	邵将过渡区			将乐(城关话)	k	ie	5	阳入	
傘	邵将过渡区			将乐(城关话)	s	ɛ̃	51	上	
備	邵将过渡区			将乐(城关话)	pʰ	i	231	阳去	
储	邵将过渡区			将乐(城关话)	ʃ				
催	邵将过渡区			将乐(城关话)	tsʰ	uæ/ui	55	阴平	文读，白读。
傲	邵将过渡区			将乐(城关话)	ŋ	au	231	阳去	
傳	邵将过渡区			将乐(城关话)	tʰ	yø̃	231	阳去	自传。
債	邵将过渡区			将乐(城关话)	tʃ	æ	324	阴去	
傷	邵将过渡区			将乐(城关话)	ʃ	ɔŋ	55	阴平	
傾	邵将过渡区			将乐(城关话)	kʰ	iaŋ/ỹ/ɪ̃	51	上	
僅	邵将过渡区			将乐(城关话)	k	ɪ̃	51	上	
僆	邵将过渡区			将乐(城关话)	ʃ	uɛ̃	21	阴入	鸡僆。
僑	邵将过渡区			将乐(城关话)	kʰ	iau	22	阳平	
僞	邵将过渡区			将乐(城关话)	v	i	51	上声	
僧	邵将过渡区			将乐(城关话)	s	ɛ̃	55	阴平	
僵	邵将过渡区			将乐(城关话)	k	iɔŋ	55	阴平	
價	邵将过渡区			将乐(城关话)	k	a	324	阴去	
僻	邵将过渡区			将乐(城关话)	pʰ	i	51	上	
儀	邵将过渡区			将乐(城关话)	ŋ	i	22	阳平	
億	邵将过渡区			将乐(城关话)	0	i	324	阴去	
儕	邵将过渡区			将乐(城关话)	ʃ	a	22	阳平	侪俚：男人
優	邵将过渡区			将乐(城关话)	0	iu	55	阴平	
儲	邵将过渡区			将乐(城关话)	ʃ				
允	邵将过渡区			将乐(城关话)	0	ỹ	51	上	
元	邵将过渡区			将乐(城关话)	ŋ	uɛ̃	22	阳平	
兄	邵将过渡区			将乐(城关话)	ʃ	aŋ/ɤŋ	55	阴平	文读，兄弟。
充	邵将过渡区			将乐(城关话)	tʃʰ	ɤŋ	55	阴平	
先	邵将过渡区			将乐(城关话)	s	ɛ̃/iɛ̃	55	阴平	文读，白读。
克	邵将过渡区			将乐(城关话)	kʰ	a	51	上	
兌	邵将过渡区			将乐(城关话)	t	ui	324	阴去	
免	邵将过渡区			将乐(城关话)	m	iɛ̃	51	上	
兒	邵将过渡区			将乐(城关话)	0	ø	22	阳平	
兔	邵将过渡区			将乐(城关话)	tʰ	u	324	阴去	
兜	邵将过渡区			将乐(城关话)	t	eu	55	阴平	
入	邵将过渡区			将乐(城关话)	ŋ	i	5	阳入	
內	邵将过渡区			将乐(城关话)	l	y	231	阳去	
全	邵将过渡区			将乐(城关话)	tsʰ	yø̃	22	阳平	
兩	邵将过渡区			将乐(城关话)	l	iɔŋ	51	上	
八	邵将过渡区			将乐(城关话)	p	a	51	上	
公	邵将过渡区			将乐(城关话)	k	ɤŋ	55	阴平	
六	邵将过渡区			将乐(城关话)	l/ʃ	iu/u	5/324	阳入/阴去	文读，白读。
兮	邵将过渡区			将乐(城关话)	ʃ	i	55	阴平	
兰	邵将过渡区			将乐(城关话)	l	ɛ̃	22	阳平	
关	邵将过渡区			将乐(城关话)	k	uɛ̃	55	阴平	
兴	邵将过渡区			将乐(城关话)	ʃ	ɪ̃	55	阴平	
兵	邵将过渡区			将乐(城关话)	p	ɪ̃	55	阴平	
具	邵将过渡区			将乐(城关话)	kʰ	y	231	阳去	
典	邵将过渡区			将乐(城关话)	t	iɛ̃	51	上	
兹	邵将过渡区			将乐(城关话)	ts	ɿ	55	阴平	
兽	邵将过渡区			将乐(城关话)	ʃ	iu	324	阴去	
内	邵将过渡区			将乐(城关话)	l	y	231	阳去	
冈	邵将过渡区			将乐(城关话)	k	ɔŋ	55	阴平	
冊	邵将过渡区			将乐(城关话)	tʃʰ	a	51	上	
册	邵将过渡区			将乐(城关话)	tʃʰ	a	51	上	
再	邵将过渡区			将乐(城关话)	ts	æ	324	阴去	
冕	邵将过渡区			将乐(城关话)	m	iɛ̃	51	上	
冗	邵将过渡区			将乐(城关话)	0	iuŋ	51	上	
写	邵将过渡区			将乐(城关话)	s	ia	51	上声	
军	邵将过渡区			将乐(城关话)	k	ỹ	55	阴平	
农	邵将过渡区			将乐(城关话)	l	u	22	阳平	农民。
冠	邵将过渡区			将乐(城关话)	k	uɛ̃	55	阴平	衣冠。
冤	邵将过渡区			将乐(城关话)	0	yø̃	55	阴平	
冥	邵将过渡区			将乐(城关话)	m	ɪ̃	22	阳平	
冰	邵将过渡区			将乐(城关话)	p	ɛ̃/ɪ̃	55	阴平	文读，白读。
冲	邵将过渡区			将乐(城关话)	tʃʰ	ɤŋ	55	阴平	
冶	邵将过渡区			将乐(城关话)	0	ia	51	上声	
冷	邵将过渡区			将乐(城关话)	l	ɛ̃	51	上	
准	邵将过渡区			将乐(城关话)	tʃ	ỹ	51	上	
凊	邵将过渡区			将乐(城关话)	tsʰ	ɪ̃	324	阴去	冷。
凋	邵将过渡区			将乐(城关话)	t	iau	55	阴平	
凌	邵将过渡区			将乐(城关话)	l	ɪ̃	22	阳平	
凝	邵将过渡区			将乐(城关话)	ŋ	i	22	阳平	
凡	邵将过渡区			将乐(城关话)	f	ɛ̃	22	阳平	
凤	邵将过渡区			将乐(城关话)	f	ɤŋ	231	阳去	
凯	邵将过渡区			将乐(城关话)	kʰ	æ	51	上声	
凰	邵将过渡区			将乐(城关话)	f	ɔŋ	22	阳平	
凱	邵将过渡区			将乐(城关话)	kʰ	æ	51	上声	
凳	邵将过渡区			将乐(城关话)	t	ɛ̃	324	阴去	
凶	邵将过渡区			将乐(城关话)	ʃ	ɤŋ	55	阴平	
击	邵将过渡区			将乐(城关话)	k	i	51	上	
函	邵将过渡区			将乐(城关话)	x	aŋ	22	阳平	
凿	邵将过渡区			将乐(城关话)	tsʰ	o	5	阳入	
刀	邵将过渡区			将乐(城关话)	t	au	55	阴平	
刁	邵将过渡区			将乐(城关话)	t	iau	55	阴平	
分	邵将过渡区			将乐(城关话)	f/p	uɪ̃/ɛ̃	55	阴平	
切	邵将过渡区			将乐(城关话)	tsʰ	o/ie	51	上	文读，白读。
刊	邵将过渡区			将乐(城关话)	kʰ	aŋ	55	阴平	
刎	邵将过渡区			将乐(城关话)	0	uɪ̃	51	上	
刑	邵将过渡区			将乐(城关话)	ʃ	ɪ̃	22	阳平	
刘	邵将过渡区			将乐(城关话)	l	iu	22	阳平	
初	邵将过渡区			将乐(城关话)	tʃʰ	u	55	阴平	
删	邵将过渡区			将乐(城关话)	ʃ	uɛ̃	55	阴平	
別	邵将过渡区			将乐(城关话)	p	ie	5	阳入	
刪	邵将过渡区			将乐(城关话)	ʃ	uɛ̃	55	阴平	
刮	邵将过渡区			将乐(城关话)	k	ua	21/51	阴入/上	刮胡子，搜刮。
到	邵将过渡区			将乐(城关话)	t	au	324	阴去	
刷	邵将过渡区			将乐(城关话)	ʃ	u	21	阴入	
券	邵将过渡区			将乐(城关话)	k	yø̃	324	阴去	
刻	邵将过渡区			将乐(城关话)	kʰ	a	51	上	
剃	邵将过渡区			将乐(城关话)	tʰ	i	324	阴去	
削	邵将过渡区			将乐(城关话)	s	yu	51	上	
前	邵将过渡区			将乐(城关话)	tsʰ	iɛ̃	22	阳平	
剐	邵将过渡区			将乐(城关话)	k	ua	51	上声	
剔	邵将过渡区			将乐(城关话)	tʰ	ie	5	阳入	
剝	邵将过渡区			将乐(城关话)	p	yo	51	上	
剩	邵将过渡区			将乐(城关话)	ʃ	ɛ̃/ɪ̃	231	阳去	
剪	邵将过渡区			将乐(城关话)	ts	ɛ̃/iɛ̃	51	阴入/上.上	文读，剪布，剪子。
剮	邵将过渡区			将乐(城关话)	k	ua	51	上声	
割	邵将过渡区			将乐(城关话)	k/x	o	51	上	单字读，割禾。
剿	邵将过渡区			将乐(城关话)	ts	iau	51	上	
劃	邵将过渡区			将乐(城关话)	f	a	231	阳去	
劈	邵将过渡区			将乐(城关话)	pʰ	i	5	阳入	
劉	邵将过渡区			将乐(城关话)	l	iu	22	阳平	
劝	邵将过渡区			将乐(城关话)	kʰ	uɛ̃/yø̃	324	阴去	单字读，劝导。
办	邵将过渡区			将乐(城关话)	pʰ	ɛ̃	231	阳去	
功	邵将过渡区			将乐(城关话)	k	ɤŋ	55	阴平	
加	邵将过渡区			将乐(城关话)	k	a	55	阴平	
务	邵将过渡区			将乐(城关话)	0	u	324	阴去	
劣	邵将过渡区			将乐(城关话)	l	ie	5	阳入	
动	邵将过渡区			将乐(城关话)	tʰ	ɤŋ	231	阳去	
助	邵将过渡区			将乐(城关话)	tʃʰ	u	231	阳去	
劫	邵将过渡区			将乐(城关话)	k	ie	51	上	
励	邵将过渡区			将乐(城关话)	l	i	231	阳去	
劲	邵将过渡区			将乐(城关话)	k	ɛ̃/ɪ̃	324	阴去	单字读，有劲。
劳	邵将过渡区			将乐(城关话)	l	au	22	阳平	
势	邵将过渡区			将乐(城关话)	ʃ	i	324	阴去	
勁	邵将过渡区			将乐(城关话)	k	ɛ̃/ɪ̃	324	阴去	单字读，有劲。
勃	邵将过渡区			将乐(城关话)	p	u	5	阳入	
勇	邵将过渡区			将乐(城关话)	0	iuŋ	51	上	
勉	邵将过渡区			将乐(城关话)	m	iɛ̃	51	上	
勋	邵将过渡区			将乐(城关话)	ʃ	ỹ	55	阴平	
勒	邵将过渡区			将乐(城关话)	l	a	5	阳入	
務	邵将过渡区			将乐(城关话)	0	u	324	阴去	
勛	邵将过渡区			将乐(城关话)	ʃ	ỹ	55	阴平	
勞	邵将过渡区			将乐(城关话)	l	au	22	阳平	
募	邵将过渡区			将乐(城关话)	m	ɤŋ	231	阳去	
勢	邵将过渡区			将乐(城关话)	ʃ	i	324	阴去	
勤	邵将过渡区			将乐(城关话)	kʰ	ɪ̃	22	阳平	
勵	邵将过渡区			将乐(城关话)	l	i	231	阳去	
勸	邵将过渡区			将乐(城关话)	kʰ	uɛ̃/yø̃	324	阴去	单字读，劝导。
勺	邵将过渡区			将乐(城关话)	ʃ/tʃʰ	au/a.o	5/22/324	阳入/阳平/阴去	文读。
勻	邵将过渡区			将乐(城关话)	0	ỹ	22	阳平	
勿	邵将过渡区			将乐(城关话)	0	u	5	阳入	
包	邵将过渡区			将乐(城关话)	p	o/au	55	阴平	
匈	邵将过渡区			将乐(城关话)	ʃ	ɤŋ	55	阴平	
匏	邵将过渡区			将乐(城关话)	pʰ	y	22	阳平	原书作「瓠」。
化	邵将过渡区			将乐(城关话)	f	a	324	阴去	
匙	邵将过渡区			将乐(城关话)	ʃ	e	22	阳平	
匠	邵将过渡区			将乐(城关话)	tsʰ	iɔŋ	231	阳去	
匪	邵将过渡区			将乐(城关话)	f	i	51	上声	
区	邵将过渡区			将乐(城关话)	kʰ	y	55	阴平	
匾	邵将过渡区			将乐(城关话)	p	iɛ̃	51	上	
區	邵将过渡区			将乐(城关话)	kʰ	y	55	阴平	
十	邵将过渡区			将乐(城关话)	ʃ	i	5	阳入	
升	邵将过渡区			将乐(城关话)	ʃ	ɛ̃/ɪ̃	55	阴平	上升，一斗十升。
午	邵将过渡区			将乐(城关话)	0	ɤŋ	51	上声	
半	邵将过渡区			将乐(城关话)	p	uɛ̃	324	阴去	
协	邵将过渡区			将乐(城关话)	ʃ	e	5	阳入	
卑	邵将过渡区			将乐(城关话)	p	i	55	阴平	
卓	邵将过渡区			将乐(城关话)	tʃ	o	51	上	
協	邵将过渡区			将乐(城关话)	ʃ	e	5	阳入	
卖	邵将过渡区			将乐(城关话)	m	æ	231	阳去	
南	邵将过渡区			将乐(城关话)	l	aŋ	22	阳平	
博	邵将过渡区			将乐(城关话)	p	o	51	上	
卜	邵将过渡区			将乐(城关话)	pʰ	u	51	上	
卞	邵将过渡区			将乐(城关话)	p	iɛ̃	324	阴去	
卢	邵将过渡区			将乐(城关话)	l	u	22	阳平	
卦	邵将过渡区			将乐(城关话)	k	ua	324	阴去	
卯	邵将过渡区			将乐(城关话)	m	au	51	上声	
印	邵将过渡区			将乐(城关话)	0	ɪ̃	324	阴去	
危	邵将过渡区			将乐(城关话)	ŋ	ui	22	阳平	
即	邵将过渡区			将乐(城关话)	ts	i	51	上	
卵	邵将过渡区			将乐(城关话)	l/ʃ	uɛ̃	51	上	文读，白读。
卿	邵将过渡区			将乐(城关话)	kʰ	ɪ̃	55	阴平	
厅	邵将过渡区			将乐(城关话)	tʰ	ɛ̃/ɪ̃	55	阴平	
历	邵将过渡区			将乐(城关话)	l	i	5	阳入	
厉	邵将过渡区			将乐(城关话)	l	i	231	阳去	
压	邵将过渡区			将乐(城关话)	0	a	51	上	
厚	邵将过渡区			将乐(城关话)	x	eu	231/51	阳去/上	厚薄，忠厚。
原	邵将过渡区			将乐(城关话)	ŋ	uɛ̃	22	阳平	
厲	邵将过渡区			将乐(城关话)	l	i	231	阳去	
参	邵将过渡区			将乐(城关话)	ʃ	ɛ̃	55	阴平	人参。
參	邵将过渡区			将乐(城关话)	ʃ	ɛ̃	55	阴平	人参。
又	邵将过渡区			将乐(城关话)	0	iu	231	阳去	
及	邵将过渡区			将乐(城关话)	kʰ	i	5	阳入	
友	邵将过渡区			将乐(城关话)	0	iu	51	上	
发	邵将过渡区			将乐(城关话)	f	a	51	上	
叔	邵将过渡区			将乐(城关话)	ʃ	u	51	上	
取	邵将过渡区			将乐(城关话)	tsʰ	y	51	上声	
受	邵将过渡区			将乐(城关话)	ʃ	iu	231	阳去	
变	邵将过渡区			将乐(城关话)	p	iɛ̃	324	阴去	
叛	邵将过渡区			将乐(城关话)	pʰ	ɛ̃	231	阳去	
叢	邵将过渡区			将乐(城关话)	tsʰ	ɤŋ	51/22	上/阳平	小丛，一大丛：量词。
口	邵将过渡区			将乐(城关话)	kʰ	eu	51	上	
句	邵将过渡区			将乐(城关话)	k	eu	55	阴平	
叩	邵将过渡区			将乐(城关话)	kʰ	eu	324	阴去	
叫	邵将过渡区			将乐(城关话)	k	iau	324	阴去	
叮	邵将过渡区			将乐(城关话)	t	ɪ̃	55	阴平	
可	邵将过渡区			将乐(城关话)	kʰ	o	51	上声	
史	邵将过渡区			将乐(城关话)	s	ɿ	51	上声	
司	邵将过渡区			将乐(城关话)	s	ɿ	55	阴平	
叼	邵将过渡区			将乐(城关话)	t	iau	55	阴平	
吁	邵将过渡区			将乐(城关话)	0	y	55	阴平	
吃	邵将过渡区			将乐(城关话)	tʃ	i	21	阴入	
各	邵将过渡区			将乐(城关话)	k	o	51	上	
合	邵将过渡区			将乐(城关话)	k	o	51	上	我合你：我和你。
吉	邵将过渡区			将乐(城关话)	k	i	51	上	
同	邵将过渡区			将乐(城关话)	tʰ	ɤŋ	22	阳平	
名	邵将过渡区			将乐(城关话)	m	iaŋ/ɪ̃	21/22	阴入/阳平	文读，白读。
吏	邵将过渡区			将乐(城关话)	l	i	5	阳入	
吐	邵将过渡区			将乐(城关话)	tʰ	u	51	上声	
吒	邵将过渡区			将乐(城关话)	tʃ	a	55	阴平	
吓	邵将过渡区			将乐(城关话)	x	a	21	阴入	吓人。
君	邵将过渡区			将乐(城关话)	k	ỹ	55	阴平	
吝	邵将过渡区			将乐(城关话)	l	ɪ̃	231	阳去	
吞	邵将过渡区			将乐(城关话)	tʰ	uɛ̃	55	阴平	
吟	邵将过渡区			将乐(城关话)	ŋ	ɪ̃	22	阳平	
吠	邵将过渡区			将乐(城关话)	pʰ	i	231	阳去	
否	邵将过渡区			将乐(城关话)	f	eu	51	上	
吨	邵将过渡区			将乐(城关话)	t	uɪ̃	324	阴去	
含	邵将过渡区			将乐(城关话)	x	aŋ	22	阳平	
吭	邵将过渡区			将乐(城关话)	x	ɔŋ	55	阴平	
吮	邵将过渡区			将乐(城关话)	tsʰ	yø	51	上	
