pa	3	31	把
ba	2	213	爬
fa	2	213	華
ta	3	31	打
da	7	22	尺
tsa	1	334	抓
sa	2	213	蛇
dza	2	213	茶
ʂa	8	54	石
ka	3	31	假
ga	8	54	客
ha	1	334	蝦
ma	3	31	馬
ŋa	2	213	牙
la	1	334	拉
pa	8	54	百
ba	8	54	拍白
fa	1	334	花
da	1	334	車
tsa	8	54	窄摘
sa	1	334	沙杉
dza	8	54	拆擇
ka	5a	35	嫁
ha	6	44	下夏
ma	8	54	麥
ŋa	3	31	啞瓦
fa	5a	35	化
sa	5a	35	曬
ka	8	54	隔
ŋa	8	54	額
fa	6	44	畫話劃
sa	6	44	射
ə	2	213	如兒
ə	3	31	耳
ə	6	44	二
bo	2	213	婆
fo	3	31	火
to	3	31	躲
do	1	334	拖
tso	3	31	左
so	3	31	鎖
dzo	5b	24	錯
ko	1	334	歌
go	3	31	可
ho	2	213	河
mo	2	213	磨
ŋo	2	213	鵝
lo	2	213	鑼螺
bo	5b	24	破
fo	5a	35	貨
to	1	334	多
dzo	6	44	坐
ko	5a	35	個
mo	6	44	磨
ŋo	6	44	餓
fo	6	44	禍
pu	5a	35	布
bu	3	31	譜
fu	2	213	壺
tu	3	31	賭主
du	2	213	圖除錘綢
tsu	8	54	足
dzu	8	54	族
ʂu	3	31	鼠手
ku	3	31	古
gu	5b	24	褲
mu	3	31	母
lu	2	213	奴如
u	3	31	武
bu	1	334	鋪
fu	3	31	虎府
tu	1	334	豬州
du	5b	24	臭
ʂu	1	334	書輸
ku	8	54	穀
gu	3	31	苦
mu	8	54	木目
lu	6	44	路
u	1	334	烏
bu	6	44	簿步
fu	5a	35	付富副
tu	8	54	竹粥燭
du	3	31	土
ʂu	5a	35	鼠
gu	1	334	箍
lu	8	54	鹿
u	6	44	霧
fu	6	44	戶父婦
du	1	334	吹抽
ʂu	6	44	豎樹壽
gu	8	54	哭
u	8	54	屋
fu	8	54	福服
du	6	44	杜柱住
ʂu	8	54	叔熟屬
du	8	54	讀毒畜
pi	3	31	比
bi	2	213	賠皮
fi	2	213	肥
ti	1	334	低
di	5b	24	剃
tɕi	3	31	幾嘴
ɕi	2	213	隨
dʑi	2	213	徐騎棋
mi	2	213	煤眉
ȵi	2	213	泥
li	2	213	犁雷梨
i	2	213	移姨
pi	1	334	杯碑
bi	5b	24	配屁
fi	3	31	許水
ti	5a	35	對
di	1	334	梯
tɕi	1	334	雞饑
ɕi	3	31	洗喜
dʑi	5b	24	契器氣
mi	3	31	米
ȵi	3	31	女蟻
li	3	31	呂李
i	1	334	衣
pi	5a	35	貝
bi	6	44	幣背被
fi	1	334	灰飛
di	6	44	弟遞地
tɕi	5a	35	寄記醉季
ɕi	1	334	西希
dʑi	3	31	取
mi	5a	35	尾
ȵi	6	44	藝義
li	6	44	類
i	5a	35	意
pi	8	54	逼
fi	5a	35	肺費
tɕi	8	54	積擊
ɕi	5a	35	碎歲戲
dʑi	1	334	溪
mi	6	44	妹
li	8	54	力
fi	6	44	會
ɕi	6	44	系
dʑi	6	44	罪
ɕi	8	54	息惜席
dʑi	8	54	極
pai	2	213	牌
bai	2	213	排
fai	6	44	壞
tai	5a	35	帶
dai	6	44	大
dzai	2	213	柴
kai	3	31	解
hai	2	213	鞋還
mai	2	213	埋
ŋai	2	213	岩
pai	3	31	擺
bai	5b	24	派
kai	1	334	街
hai	3	31	蟹
mai	3	31	買
ŋai	3	31	矮
pai	5a	35	拜
bai	6	44	敗
kai	5a	35	戒
mai	6	44	賣
ŋai	6	44	外
pau	3	31	寶飽
bau	5b	24	炮
tau	1	334	刀
dau	2	213	桃朝
tsau	3	31	早找
sau	3	31	嫂
dzau	5b	24	糙
ʂau	1	334	燒
kau	1	334	高交
gau	5b	24	靠
hau	3	31	好
mau	2	213	毛
ŋau	2	213	熬
lau	3	31	腦老
pau	1	334	包
bau	6	44	抱
tau	5a	35	照
dau	3	31	討
tsau	5a	35	灶罩
dzau	3	31	草
gau	1	334	敲
hau	5a	35	孝
mau	6	44	帽
lau	6	44	鬧
dau	6	44	道
dzau	1	334	抄
hau	6	44	號校
dzau	6	44	造
pɔ	8	54	剝
bɔ	8	54	薄
fɔ	8	54	霍縛
