片	区	小片	方言点	声母	韵母	调值	调类	备注
刀	汀州片		武平(福建)	t	ɔu	45	阴平	
分	汀州片		武平(福建)	f/p	eŋ/eŋ	45/45		
切	汀州片		武平(福建)	tɕʰ	iɛʔ	2	阴入	
刘	汀州片		武平(福建)	t	iu	22	阳平	
初	汀州片		武平(福建)	tsʰ	ɿ	45	阴平	
判	汀州片		武平(福建)	pʰ	aŋ	452	去聲	
別	汀州片		武平(福建)	pʰ	iɛʔ	5	阳入	
利	汀州片		武平(福建)	l	i	31	上聲	
刮	汀州片		武平(福建)	kv	aʔ	2	阴入	
到	汀州片		武平(福建)	t	ɔu	452	去声	
刷	汀州片		武平(福建)	s	uɛʔ	2	阴入	
刻	汀州片		武平(福建)	kʰ	ɛʔ	2	阴入	
削	汀州片		武平(福建)	ɕ	iɔuʔ	2	阴入	
前	汀州片		武平(福建)	tɕʰ	iɛŋ	22	阳平	
剝	汀州片		武平(福建)	p	ɔuʔ	2	阴入	
剪	汀州片		武平(福建)	tɕ	iɛŋ	31	上声	
割	汀州片		武平(福建)	k	uɛʔ	2	阴入	
劉	汀州片		武平(福建)	t	iu	22	阳平	
劍	汀州片		武平(福建)	tɕ	iaŋ	452	去声	
劒	汀州片		武平(福建)	tɕ	iaŋ	452	去声	
劔	汀州片		武平(福建)	tɕ	iaŋ	452	去声	
力	汀州片		武平(福建)	l/t	iʔ/iʔ	5/5	阳入/阳入	文读<br>白读
劝	汀州片		武平(福建)	tɕʰ	iɛŋ	452	去声	
办	汀州片		武平(福建)	pʰ	aŋ	31	上声	
加	汀州片		武平(福建)	k	a	45	阴平	
动	汀州片		武平(福建)	tʰ/tʰ	əŋ/əŋ	31/45	上声/阴平	文读<br>白读
助	汀州片		武平(福建)	tsʰ	ɿ	31	上声	
効	汀州片		武平(福建)	h	ɒu	31	上声	
勋	汀州片		武平(福建)	ɕ	iŋ	45	阴平	
動	汀州片		武平(福建)	tʰ/tʰ	əŋ/əŋ	31/45	上声/阴平	文读<br>白读
勛	汀州片		武平(福建)	ɕ	iŋ	45	阴平	
勤	汀州片		武平(福建)	tɕʰ	iŋ	22	阳平	
勳	汀州片		武平(福建)	ɕ	iŋ	45	阴平	
勸	汀州片		武平(福建)	tɕʰ	iɛŋ	452	去声	
包	汀州片		武平(福建)	p	ɒu	45	阴平	
化	汀州片		武平(福建)	f	a	452	去声	
北	汀州片		武平(福建)	p	ɛʔ	2	阴入	
匪	汀州片		武平(福建)	f	i	45	阴平	
匹	汀州片		武平(福建)	pʰ	iʔ	2	阴入	
区	汀州片		武平(福建)	tɕʰ	i	45	阴平	
區	汀州片		武平(福建)	tɕʰ	i	45	阴平	
十	汀州片		武平(福建)	s	eiʔ	5	阳入	
千	汀州片		武平(福建)	tɕʰ	iɛŋ	45	阴平	
升	汀州片		武平(福建)	s	eŋ	45	陰平	
半	汀州片		武平(福建)	p	aŋ	452	去声	
华	汀州片		武平(福建)	f	a	45	阴平	
协	汀州片		武平(福建)	ɕ	iaʔ	5	阳入	
協	汀州片		武平(福建)	ɕ	iaʔ	5	阳入	
单	汀州片		武平(福建)	t	aŋ	45	阴平	
卖	汀州片		武平(福建)	m	ɛi	31	上声	
南	汀州片		武平(福建)	n	aŋ	22	阳平	
博	汀州片		武平(福建)	p	ɔuʔ	2	阴入	
卤	汀州片		武平(福建)	ɕ	i	45	阴平	
卥	汀州片		武平(福建)	ɕ	i	45	阴平	
卫	汀州片		武平(福建)	v	i	452	去声	
印	汀州片		武平(福建)	0	iŋ	452	去聲	
压	汀州片		武平(福建)	0	ɒuʔ	2	阴入	
厚	汀州片		武平(福建)	kʰ	əɯ	45	阴平	
原	汀州片		武平(福建)	n	iɛŋ	22	阳平	
叉	汀州片		武平(福建)	tsʰ	a	45	阴平	
及	汀州片		武平(福建)	tɕʰ	iʔ	5	阳入	
双	汀州片		武平(福建)	s	əŋ	45	阴平	
叔	汀州片		武平(福建)	s	ək	2	陰入	
受	汀州片		武平(福建)	s	u	31	上声	
变	汀州片		武平(福建)	p	iɛŋ	452	去声	
叚	汀州片		武平(福建)	k	a	31	上声	真假
叛	汀州片		武平(福建)	p	aŋ	31	上声	
口	汀州片		武平(福建)	h	əɯ	31	上声	
叫	汀州片		武平(福建)	k/k	ɒu/əɯ	452/452	去声/去声	文读<br>白读
可	汀州片		武平(福建)	kʰ	ɔu	31	上声	
叶	汀州片		武平(福建)	ɕ	iaʔ	5	阳入	
各	汀州片		武平(福建)	k	ɔuʔ	2	阴入	
合	汀州片		武平(福建)	h	aʔ	5	阳入	
名	汀州片		武平(福建)	m	iɒŋ	22	阳平	
吓	汀州片		武平(福建)	h	ɒuʔ	2	阴入	
吞	汀州片		武平(福建)	tʰ	eŋ	45	阴平	
含	汀州片		武平(福建)	h	aŋ	22	阳平	
启	汀州片		武平(福建)	tɕʰ	i	31	上声	
吳	汀州片		武平(福建)	0	ŋ	22	阳平	
吸	汀州片		武平(福建)	ɕ/tɕʰ	iʔ/iʔ	2/2	陰入/陰入	文讀<br>白讀
吹	汀州片		武平(福建)	tsʰ	uɛi	45	阴平	
呂	汀州片		武平(福建)	l	i	45	阴平	
告	汀州片		武平(福建)	k	ɔu	452	去聲	
周	汀州片		武平(福建)	ts	u	45	阴平	
呪	汀州片		武平(福建)	ts	u	452	去声	
味	汀州片		武平(福建)	m	ɛi	31	上声	
命	汀州片		武平(福建)	m/m	iɒŋ/iŋ	31/31	上声/上声	白读<br>文读
哀	汀州片		武平(福建)	0	uɛi	45	阴平	
品	汀州片		武平(福建)	pʰ	iŋ	31	上声	
响	汀州片		武平(福建)	ɕ	iɔŋ	31	上声	
哥	汀州片		武平(福建)	k	ɔu	45	陰平	
唆	汀州片		武平(福建)	s	ɔu	45	阴平	
唱	汀州片		武平(福建)	tsʰ	ɔŋ	452	去声	
問	汀州片		武平(福建)	m/v	eŋ/eŋ	452/452	去声/去声	白读<br>文读
啓	汀州片		武平(福建)	tɕʰ	i	31	上声	
啟	汀州片		武平(福建)	tɕʰ	i	31	上声	
善	汀州片		武平(福建)	s/s	ɛŋ/ɛŋ	31/45	上声/阴平	文读<br>白读
喉	汀州片		武平(福建)	h	əɯ	22	阳平	
喜	汀州片		武平(福建)	ɕ/tɕʰ	i/i	31/31	上声/上声	文读<br>白读
單	汀州片		武平(福建)	t	aŋ	45	阴平	
嘗	汀州片		武平(福建)	s	ɔŋ	22	阳平	
噏	汀州片		武平(福建)	ɕ/tɕʰ	iʔ/iʔ	2/2	阴入/阴入	文读<br>白读
器	汀州片		武平(福建)	tɕʰ	i	452	去声	
嚇	汀州片		武平(福建)	h	ɒuʔ	2	阴入	
嚴	汀州片		武平(福建)	n	iaŋ	22	阳平	
四	汀州片		武平(福建)	ɕ	i	452	去声	
回	汀州片		武平(福建)	f	ɛi	22	阳平	
因	汀州片		武平(福建)	0	iŋ	45	阴平	
团	汀州片		武平(福建)	tʰ	uɛŋ	22	阳平	
囪	汀州片		武平(福建)	tsʰ	əŋ	45	阴平	
困	汀州片		武平(福建)	kʰv	eŋ	452	去声	
围	汀州片		武平(福建)	v	i	22	阳平	
国	汀州片		武平(福建)	kv	eiʔ	2	阴入	
图	汀州片		武平(福建)	tʰ	u	22	阳平	
圆	汀州片		武平(福建)	v	iɛŋ	22	阳平	
國	汀州片		武平(福建)	kv	eiʔ	2	阴入	
圍	汀州片		武平(福建)	v	i	22	阳平	
圓	汀州片		武平(福建)	v	iɛŋ	22	阳平	
圖	汀州片		武平(福建)	tʰ	u	22	阳平	
團	汀州片		武平(福建)	tʰ	uɛŋ	22	阳平	
圜	汀州片		武平(福建)	v	iɛŋ	22	阳平	
土	汀州片		武平(福建)	tʰ	u	31	上声	
地	汀州片		武平(福建)	tʰ	i	31	上声	
坐	汀州片		武平(福建)	tsʰ	ɔu	45	阴平	
坑	汀州片		武平(福建)	h	ɒŋ	45	阴平	
块	汀州片		武平(福建)	kʰ	a	452	去聲	
坟	汀州片		武平(福建)	f	eŋ	22	阳平	
坡	汀州片		武平(福建)	p	ɔu	45	阴平	
坣	汀州片		武平(福建)	tʰ	ɔŋ	22	阳平	
坼	汀州片		武平(福建)	tsʰ	ɒuʔ	2	阴入	
垕	汀州片		武平(福建)	kʰ	əɯ	45	陰平	
垫	汀州片		武平(福建)	tʰ/tʰ	iaʔ/iɛŋ	2/31	阴入/上声	白读<br>文读
埋	汀州片		武平(福建)	m	ɛi	22	阳平	
基	汀州片		武平(福建)	tɕ	i	45	阴平	
埽	汀州片		武平(福建)	s	ɔu	452	去声	扫地
埿	汀州片		武平(福建)	n	ɛi	22	阳平	
堂	汀州片		武平(福建)	tʰ	ɔŋ	22	阳平	
堆	汀州片		武平(福建)	t	uɛi	45	阴平	
堖	汀州片		武平(福建)	n	ɔu	31	上声	
堦	汀州片		武平(福建)	k	a	45	阴平	
報	汀州片		武平(福建)	p	ɔu	452	去声	
塊	汀州片		武平(福建)	kʰ	a	452	去声	
塔	汀州片		武平(福建)	tʰ	aʔ	2	阴入	
塗	汀州片		武平(福建)	tʰ	u	22	阳平	
填	汀州片		武平(福建)	tʰ	iɛŋ	22	阳平	
墊	汀州片		武平(福建)	tʰ/tʰ	iaʔ/iɛŋ	2/31	阴入/上声	白读<br>文读
墓	汀州片		武平(福建)	m	u	31	上声	
墙	汀州片		武平(福建)	tɕʰ	iɔŋ	22	阳平	
墨	汀州片		武平(福建)	m	ɛʔ	5	阳入	
墩	汀州片		武平(福建)	t	eŋ	45	阴平	
墬	汀州片		武平(福建)	tʰ	i	31	上声	
墳	汀州片		武平(福建)	f	eŋ	22	陽平	
墻	汀州片		武平(福建)	tɕʰ	iɔŋ	22	阳平	
壁	汀州片		武平(福建)	p	iɒuʔ	2	阴入	
壄	汀州片		武平(福建)	0	ia	45	阴平	
壓	汀州片		武平(福建)	0	ɒuʔ	2	阴入	
士	汀州片		武平(福建)	s	ɿ	31	上声	
壮	汀州片		武平(福建)	ts	ɔŋ	452	去声	
壯	汀州片		武平(福建)	ts	ɔŋ	452	去声	
声	汀州片		武平(福建)	s	ɒŋ	45	阴平	
壽	汀州片		武平(福建)	s	u	31	上声	
备	汀州片		武平(福建)	pʰ	i	31	上声	
外	汀州片		武平(福建)	ŋ	uɛi	31	上声	
多	汀州片		武平(福建)	t	ɔu	45	阴平	
夜	汀州片		武平(福建)	0	ia	31	上声	
天	汀州片		武平(福建)	tʰ	iɛŋ	45	阴平	
太	汀州片		武平(福建)	tʰ	a	452	去声	
夫	汀州片		武平(福建)	f	u	45	阴平	
失	汀州片		武平(福建)	s	eiʔ	2	阴入	
头	汀州片		武平(福建)	tʰ	əɯ	22	阳平	
夺	汀州片		武平(福建)	tʰ	uɛʔ	5	阳入	
奪	汀州片		武平(福建)	tʰ	uɛʔ	5	阳入	
女	汀州片		武平(福建)	0/n	ŋ/i	31/31	上声/上声	白读<br>文读
好	汀州片		武平(福建)	h	ɔu	31	上声	好坏
妇	汀州片		武平(福建)	f/p	u/u	31/452	上声/去声	文读<br>白读
妙	汀州片		武平(福建)	m	iəɯ	31	上声	
妹	汀州片		武平(福建)	m	uɛi	452	去聲	
妻	汀州片		武平(福建)	tɕʰ	i	45	阴平	
始	汀州片		武平(福建)	s	ɿ	31	上声	
姐	汀州片		武平(福建)	tɕ	ia	31	上聲	
姑	汀州片		武平(福建)	kv	u	45	陰平	
姓	汀州片		武平(福建)	ɕ	iɒŋ	452	去声	
委	汀州片		武平(福建)	v	i	45	阴平	
姦	汀州片		武平(福建)	tɕ	iɛŋ	45	阴平	
姨	汀州片		武平(福建)	0	i	22	阳平	
威	汀州片		武平(福建)	v	i	45	阴平	
娘	汀州片		武平(福建)	n	iɔŋ	22	阳平	
婆	汀州片		武平(福建)	pʰ	ɔu	22	阳平	
婦	汀州片		武平(福建)	f/p	u/u	31/452	上声/去声	文读<br>白读
媆	汀州片		武平(福建)	n	eŋ	45	阴平	
嫁	汀州片		武平(福建)	k	a	452	去声	
嫂	汀州片		武平(福建)	s	ɔu	31	上声	
嫌	汀州片		武平(福建)	ɕ	iaŋ	22	阳平	
嫩	汀州片		武平(福建)	n	eŋ	45	阴平	
嬾	汀州片		武平(福建)	l	aŋ	45	阴平	
子	汀州片		武平(福建)	ts	ɿ	31	上声	
字	汀州片		武平(福建)	tsʰ	ɿ	31	上声	
孙	汀州片		武平(福建)	s	eŋ	45	阴平	
孝	汀州片		武平(福建)	h	ɒu	452	去聲	
孟	汀州片		武平(福建)	m	ɛŋ	31	上声	
季	汀州片		武平(福建)	kv/tɕ	ɛi/i	452/452	去聲/去聲	白讀<br>文讀
学	汀州片		武平(福建)	h	ɔuʔ	5	阳入	
孫	汀州片		武平(福建)	s	eŋ	45	阴平	
學	汀州片		武平(福建)	h	ɔuʔ	5	阳入	
孼	汀州片		武平(福建)	n	iaʔ	5	阳入	
孽	汀州片		武平(福建)	n	iaʔ	5	阳入	
守	汀州片		武平(福建)	s	u	31	上声	
安	汀州片		武平(福建)	0	uɛŋ	45	阴平	
完	汀州片		武平(福建)	v	aŋ	22	阳平	
宗	汀州片		武平(福建)	ts	əŋ	45	阴平	
官	汀州片		武平(福建)	k	uɛŋ	45	阴平	
定	汀州片		武平(福建)	tʰ	iŋ	31	上声	
宝	汀州片		武平(福建)	p	ɔu	31	上声	
实	汀州片		武平(福建)	s	eiʔ	5	阳入	
客	汀州片		武平(福建)	kʰ	ɒuʔ	2	阴入	
宮	汀州片		武平(福建)	tɕ	iəŋ	45	阴平	
害	汀州片		武平(福建)	h	uɛi	31	上聲	
家	汀州片		武平(福建)	k	a	45	陰平	
容	汀州片		武平(福建)	0	iəŋ	22	陽平	
宽	汀州片		武平(福建)	kʰ	uɛŋ	45	阴平	
宾	汀州片		武平(福建)	p	iŋ	45	阴平	
寄	汀州片		武平(福建)	tɕ	i	452	去声	
密	汀州片		武平(福建)	m	ɛʔ	5	阳入	
富	汀州片		武平(福建)	f	u	452	去声	
寒	汀州片		武平(福建)	h	uɛŋ	22	阳平	
察	汀州片		武平(福建)	tsʰ	aʔ	2	阴入	
實	汀州片		武平(福建)	s	eiʔ	5	阳入	
寫	汀州片		武平(福建)	ɕ	ia	31	上声	
寬	汀州片		武平(福建)	kʰ	uɛŋ	45	阴平	
寴	汀州片		武平(福建)	tɕʰ	iŋ	45	阴平	
寶	汀州片		武平(福建)	p	ɔu	31	上声	
寸	汀州片		武平(福建)	tsʰ	eŋ	452	去聲	
对	汀州片		武平(福建)	t	ɛi	452	去声	
寻	汀州片		武平(福建)	tɕʰ	iŋ	22	阳平	
寿	汀州片		武平(福建)	s	u	31	上声	
封	汀州片		武平(福建)	f	əŋ	45	阴平	
射	汀州片		武平(福建)	s	a	31	上声	
尊	汀州片		武平(福建)	ts	eŋ	45	阴平	
尋	汀州片		武平(福建)	tɕʰ	iŋ	22	阳平	
對	汀州片		武平(福建)	t	ɛi	452	去声	
小	汀州片		武平(福建)	ɕ	iəɯ	31	上声	
少	汀州片		武平(福建)	s	əɯ	31	上声	多少
尖	汀州片		武平(福建)	tɕ	iaŋ	45	阴平	
尝	汀州片		武平(福建)	s	ɔŋ	22	阳平	
就	汀州片		武平(福建)	tɕʰ	iu	31	上声	
尺	汀州片		武平(福建)	tsʰ	ɒuʔ	2	阴入	
尽	汀州片		武平(福建)	tɕʰ	iŋ	31	上聲	
尾	汀州片		武平(福建)	m	i	45	陰平	
尿	汀州片		武平(福建)	n	iɒu	31	上声	
局	汀州片		武平(福建)	tɕʰ	iək	5	阳入	
层	汀州片		武平(福建)	tsʰ	ɛŋ	22	阳平	
屋	汀州片		武平(福建)	v	ək	2	阴入	
屍	汀州片		武平(福建)	s	ɿ	45	阴平	
屎	汀州片		武平(福建)	s	ɿ	31	上声	
展	汀州片		武平(福建)	ts	ɛŋ	31	上声	
層	汀州片		武平(福建)	tsʰ	ɛŋ	22	阳平	
山	汀州片		武平(福建)	s	aŋ	45	陰平	
岁	汀州片		武平(福建)	s	ɛi	452	去声	
岔	汀州片		武平(福建)	tsʰ	a	45	阴平	
岸	汀州片		武平(福建)	ŋ	aŋ	31	上声	
峕	汀州片		武平(福建)	s	ɿ	22	阳平	
嶺	汀州片		武平(福建)	t	iɒŋ	45	阴平	
州	汀州片		武平(福建)	ts	u	45	阴平	
巢	汀州片		武平(福建)	tsʰ	ɒu	22	阳平	
工	汀州片		武平(福建)	k	əŋ	45	阴平	
左	汀州片		武平(福建)	ts	ɔu	31	上聲	
巷	汀州片		武平(福建)	h	ɔŋ	31	上声	
巾	汀州片		武平(福建)	k	ɛŋ	45	阴平	
市	汀州片		武平(福建)	s	ɿ	31	上声	
布	汀州片		武平(福建)	p	u	452	去声	
帅	汀州片		武平(福建)	s	a	452	去声	
师	汀州片		武平(福建)	s	ɿ	45	阴平	
帋	汀州片		武平(福建)	ts	ɿ	31	上声	
帐	汀州片		武平(福建)	ts	ɔŋ	452	去聲	
帒	汀州片		武平(福建)	tʰ	uɛi	31	上声	
帥	汀州片		武平(福建)	s	a	452	去声	
带	汀州片		武平(福建)	t	a	452	去声	
師	汀州片		武平(福建)	s	ɿ	45	阴平	
帬	汀州片		武平(福建)	tɕʰ	iŋ	22	阳平	
帮	汀州片		武平(福建)	p	ɔŋ	45	阴平	
帳	汀州片		武平(福建)	ts	ɔŋ	452	去声	
帶	汀州片		武平(福建)	t	a	452	去声	
常	汀州片		武平(福建)	s	ɔŋ	22	阳平	
帽	汀州片		武平(福建)	m	ɔu	31	上声	
幫	汀州片		武平(福建)	p	ɔŋ	45	阴平	
平	汀州片		武平(福建)	pʰ/pʰ	iɒŋ/iŋ	22/22	阳平/阳平	白读<br>文读
年	汀州片		武平(福建)	n	iɛŋ	22	阳平	
幹	汀州片		武平(福建)	k	uɛŋ	452	去声	干活
幼	汀州片		武平(福建)	0	iu	452	去聲	
床	汀州片		武平(福建)	s	ɔŋ	22	阳平	
应	汀州片		武平(福建)	0	iŋ	452	去声	应当
店	汀州片		武平(福建)	t	iaŋ	452	去声	
庙	汀州片		武平(福建)	m	iəɯ	31	上声	
度	汀州片		武平(福建)	tʰ	u	31	上声	
座	汀州片		武平(福建)	tsʰ	ɔu	31	上声	
庿	汀州片		武平(福建)	m	iəɯ	31	上声	
廚	汀州片		武平(福建)	tsʰ	u	22	阳平	
廟	汀州片		武平(福建)	m	iəɯ	31	上声	
廠	汀州片		武平(福建)	tsʰ	ɔŋ	31	上声	
廧	汀州片		武平(福建)	tɕʰ	iɔŋ	22	阳平	
延	汀州片		武平(福建)	0	iɛŋ	22	阳平	
建	汀州片		武平(福建)	tɕ	iɛŋ	452	去声	
开	汀州片		武平(福建)	kʰ	uɛi	45	阴平	
弌	汀州片		武平(福建)	0	iʔ	2	阴入	
弍	汀州片		武平(福建)	n	i	452	去声	
弓	汀州片		武平(福建)	tɕ	iəŋ	45	阴平	
引	汀州片		武平(福建)	0	iŋ	31	上声	
弟	汀州片		武平(福建)	tʰ/tʰ	ɛi/i	45/31	阴平/上声	白读<br>文读
张	汀州片		武平(福建)	ts	ɔŋ	45	陰平	
弯	汀州片		武平(福建)	v	aŋ	45	阴平	
弱	汀州片		武平(福建)	n	iɔuʔ	5	阳入	
張	汀州片		武平(福建)	ts	ɔŋ	45	阴平	
強	汀州片		武平(福建)	tɕʰ	iɔŋ	22	阳平	强大
强	汀州片		武平(福建)	tɕʰ	iɔŋ	22	阳平	强大
彊	汀州片		武平(福建)	tɕʰ	iɔŋ	22	阳平	强大
