	资料来源：《如皋方言的音韵地理研究》 参考资料：抖音	音系说明：圩里话港上口气分布于葛市南圩区与张黄港一片。A型为葛市调型上声45，阴入4，阳入35；B型为张黄港调型，上声213，阳入24，其中Ba为张黄港镇区调值，阴入5，Bb为张黄港乡间调值，阴入3。张黄港镇区无独立阳去，阳去并入阴平。					
	阴平	阳平	上声	阴去	阳去	阴入	阳入
	31	35	A45 B213	44	52	A4 Ba5 Bb3	A35 B24
tsɿ	资姿咨（~询）知栀滋支枝之芝脂（胭~）蜘锱龇（天天嘴~叨点儿）疻（~水儿）肢		子籽仔（~细）梓（~树）纸止址姊紫纸旨指脂（~肪）酯	自=志痣制至致智置翅（~膀）滞=炙			
tsʰɿ	雌疵痴跐（打趔趄，滑）（落嘎雨，路上一~一滑的）差（参~）蚩	词祠嗣慈瓷池匙（钥~）迟治（~鱼：杀鱼）持糍（~粑）茨（~菰）辞饲（猪~料）弛	此齿耻侈	次刺伺（~候）赐滞-（剩）	字治（~病）自-痔寺-（~庙）士-峙巳稚（幼~）		
sɿ	司思丝私斯撕尸师诗施蛳（螺~）狮	时鲥莳（~秧）	死屎始史使驶	四世示势试寺=祀=视=誓=嗜=	市柿士=氏似巳寺-仕事是祀-誓-嗜-视-		
pɪᶨ	屄		比鄙（~人）彼	闭=毙=背=（运气不好）（运气~）避=匕秘-（~书、~密）弊=币=泌			
pʰɪᶨ	披批坯（土~）胚丕	赔-陪-裴啤（~酒）皮疲便（~宜）纰（~漏）	痞癖（坏~）庇（包~）	配-屁	被焙痱篦（~夹）背-（~书）毙-（枪~）避-弊-币-		
mɪᶨ	眯渳（小口饮酒）女（~猫：母猫）咪	迷谜弥梅-薇-（蔷~花）眉-霉-媒-靡	米	秘=（书）（~书、~密）			
nɪᶨ		泥尼呢倪	你	腻=匿-	腻-匿-		
lɪᶨ		离=璃篱漓鹂犁梨黎厘	里理李礼鲤狸（~猫）		例厉励丽利隶荔痢吏离-（~得远）泪-（眼~）		
tɕɪᶨ	机肌讥饥（~饿）几（书）（~乎）鸡基期（小孩满一周年）（年~）虮（蚂~）蜞（蟛~）穄（芦~）稽乩奇（~偶）姬箕叽（卡~）低	□（象声词，动物的叫声）	己挤几（茶~）姐=（小~）底抵	计济继际系（~带子）寄既季记悸冀暨剂=纪（世~）祭际穄（~子）忌=荠=			
tɕʰɪᶨ	妻凄欺期棲萋歧溪-（古~(地名)）企蹊（跷~）觑（~嘴：撇嘴、~~眼儿：近视眼）奚（姓）	齐脐奇（稀~）崎骑祈祁蕲其棋题提啼蹄	启起岂砌（~屋）体	气汽器弃憩（书）契剃替帝（皇~）	技忌-弟地		
ɕɪᶨ	西系（系于农具上做提梁用的绳子）（粪桶~，答子~）溪=（~水）牺兮希稀熙熹犀羲嘻		洗喜蟢（~~儿：蜘蛛）玺禧徙（书）	戏细系（~统）			
ɪᶨ	衣依医	仪宜饴遗移疑姨夷胰	已倚椅以蚁乙=	易意亿忆异=翳	议异-义艺毅		
puᵝ			补捕=（~鱼）	布怖			
pʰuᵝ	铺（~床）潽	葡蒲菩	普谱甫-捕-浦匍脯辅-	铺（店~）	步部簿伏（~小鸡）		
fuᵝ	夫麸肤	扶芙浮符巫	斧府甫=腐孵=辅=	付附=负富傅阜副讣	父妇附-		
vuᵝ	乌污	无芜吴梧蜈胡（~蜂：马蜂）毋	午忤（~逆）五伍武舞	恶雾=悟=捂误=鹜=	瓠（~子）护-（~短）悟-误-鹜-雾-		
tuᵝ	都（~市）都（~去）		堵赌睹肚=	渡=镀=妒			
tʰuᵝ		涂途图徒屠	吐土	兔	杜度渡-镀-肚-		
luᵝ		卢芦炉庐	鲁橹卤		路露（~水）潞鹭赂		
tsuᵝ	朱珠诛蛛株猪租		主煮祖诅组阻俎拄（~拐棒）	驻注助=著柱=蛀铸著（~钮子：钉扣）			
tsʰuᵝ	粗初	锄除厨橱储雏	处（~理）暑鼠楚础杵	醋处（~长）	住助-柱-箸（~笼：筷笼）		
suᵝ	苏疏酥书梳输抒舒殊		数（~数）薯黍	素诉塑漱恕墅=数（~字）庶	树竖墅-		
ʐuᵝ		如茹儒孺	乳汝				
kuᵝ	姑估菇咕孤辜箍		古估（~下子多重?）诂鼓股	顾故雇固锢			
kʰuᵝ	枯骷（~髅头）		苦	库裤			
xuᵝ	呼乎	胡湖糊（用较浓的糊状物涂抹缝隙、窟窿）葫狐壶	虎𢮎（~水：泼水）浒	□（跑，游荡）	互户沪护=（保~）糊（眼~了：眼睛看不清楚）		
nyᶨ			女				
lyᶨ		驴	吕侣铝闾（姓）旅屡履		虑滤		
tɕyᶨ	居拘驹苣矩车（~马炮）		举嘴-矩（~形）	据剧锯遽醉-俱=具=巨=拒=聚=距=炬=惧=句=			
tɕʰyᶨ	区驱趋躯蛆崔-催-摧-	渠徐瞿随-齐-	取娶	去趣脆-	句-距-拒-剂-（一~药）聚-俱-罪-穗-（麦~）荠-具-巨-炬-惧-		
ɕyᶨ	虚须需墟嘘吁（长~短叹）虽-荽（芫~）尿-		许栩诩	序叙絮绪胥婿（妹~：妹夫）碎-岁-	穗-（~子）		
yᶨ	淤	鱼渔余俞榆愉瑜渝盂愚娱围-于圩-	雨羽宇禹语屿予（给~）寓与	喂-（~猪）预=裕=誉=喻=	芋迂预-（~防）遇誉御（防~）吁（呼~）愈（~合）裕-誉-喻-		
pa	巴疤芭笆吧爬（~山）扒（~~窗子）粑（糍~）		把（~书给他）靶㞎（屎）	爸把（柄）坝霸罢=（~工）叭（喇~）			
pʰa	趴（矮~~的）扒（~猪蹄）	爬（虫子在~）琶耙（钉~：农具）扒（~手儿：小偷）掱		怕	罢（~市：蔬菜、水果等过时）		
ma	妈吗嬷	麻蔴蟆（蛤~乌儿：蝌蚪）□（用少量的盐擦拭鱼肉(腌制的一种方法)）	马（牛~）码（堆放整齐，用绳子捆绑物件）蚂玛吗（~啡）□（留心）嫲（~~儿：妇女，含贬义）		骂		
ta			打	大=（老~）	大-（~小）		
tʰa	他她它						
na		拿		那=娜			
la	拉垃		喇哪				
tsa	渣蔗遮奓（张开：~嘴）查（姓）渣喳拃（一~：拇指与食指张开后的距离）		砟（坏~了：坏成碎片或碎末了，无法修复）吒	炸诈榨奓（~开：裂开）			
tsʰa	车（汽~）叉杈钗差（~别；出~）䞗（升：~旗子）叉（劫夺）蛼（~螯：文蛤）	茶查搽	扯衩镲（~儿：小钹）扯（~嘴：乱插话）	岔汉杈（~枝）茬			
sa	沙裟纱莎鲨痧砂赊□（漏，撒）	蛇佘	洒傻撒舍（~不得）	嗄（~喉咙：喉咙沙哑）□（ 硬往里塞）□（叶片被虫咬成孔状）			
ka	家-傢-（~伙(用具)）加-袈-			尬架-嫁-驾-			
kʰa	抲（硬塞、藏）咖（~啡）	骑（~强：逞强；~食：吃饭时多拿多占）	卡				
ŋa	丫鸦-桠	牙-芽-伢庌（露缝：门~啊个缝）	哑	垩（~肥：施肥）挜（强行给予）	砑（碾压）挜（强行给予）		
xa	哈下-虾-（鱼~儿）	蛤（~蟆）□（~气：喘气）	□（傻，糊涂）				
a	啊						
pia	□（象声词）		𠷨（不正）				
pʰia	啪（象声词）		𠷨（为人霸道）				
mia	眄（迅速地斜眼一看）						
tia	爹		嗲				
nia			□（你的，你家的：~妈妈）				
tɕia	嘉家=加=袈=枷=佳傢=（~具）		姐-假贾	借-价架=驾=嫁=稼=			
tɕʰia		斜-（~的）邪-茄			谢-		
ɕia	些虾=	暇瑕遐霞	写-	泻-卸-吓=	下=夏		
ia	鸦=	芽=牙=衙爷（~娘：父母）	野-雅也-	亚	夜-		
tsua	抓		爪				
sua			耍				
ʐua			惹喏（唱；作揖）				
kua	瓜呱（~~叫）		剐寡□（~嘴：话多）□（搭~：闲扯）	挂卦褂			
kʰua	夸	刳（刮）	垮侉	跨			
xua	花	华桦铧（犁~）哗划=（~船）	□（多指凝固物体变成溶融状）	化划=（计~）	画=话划=（~分）华（姓）		
ua	蛙	划-（~船）	瓦佤搲（舀）	凹洼□（我的，我家的）	画-划-（~玻璃）		
tɕʰya		瘸					
ɕya	靴						
ya	曰-𦚢（~膀儿：手臂因病伸不直）						
pɛ			摆	拜			
