tsɿ1资姿咨兹滋
sæ5赛帅晒{文}
kæ1皆阶街
kæ2□{动词，客气的说法，有责备的意思}
kæ3解{讲~，了~}
kæ5个介界尬{尴~}疥届戒械
kʰæ1揩
kʰæ3凯概慨{慷~}楷蟹
kʰæ5快
kʰæ6筷
xæ2孩鞋还{~有}
ŋæ2我{白}
ŋæ5艾
æ1挨{~近，~打、~骂}
æ3矮
æ5隘爱蔼{和~}
puæ1□{动词，玩弄}
puæ5背
pʰuæ1胚{~胎}坯{土~}
pʰuæ6□{动词，炕}
muæ5妹
tuæ1堆
tuæ5碓
tʰuæ1胎苔
tʰuæ2台
tʰuæ3腿
tʰuæ6贷代袋待怠殆
luæ2来
tsuæ1栽
tsuæ3宰
tsuæ5嘴
tsʰuæ2才材财裁
tsʰuæ3彩揣{~度}
tsʰuæ5菜
suæ1腮鳃衰
suæ3摔
suæ5碎税
kuæ1该乖盖
kuæ3改拐
kuæ5怪丐{乞~}
kʰuæ1开块
kʰuæ5会{~计}刽
xuæ1灰
xuæ3海
xuæ6害亥
ŋuæ6外
ŋuæ2桅{船~}
ŋuæ6碍
uæ1哀埃{尘~}
tui5对队
tʰui1推
tʰui3蜕{~皮}
tʰui5兑退
nui6内
lui2雷
lui3累{~积}
lui6累{劳~，连~}
tsui5最缀{点~}赘醉
tsʰui1崔{姓}催
tsʰui5脆愧翠粹{纯~}
tsʰui6罪
sui1虽
sui2随
sui5髓遂隧{~道}穗
kui1圭闺规龟归桂
kui3诡轨鬼鳜{~鱼}
kui5癸贵
kʰui1盔魁
kʰui2奎逵葵傀{~儡}
kʰui3跪
kʰui6溃{~脓}绘吠柜
xui1恢惠慧挥辉徽
xui2回茴{~香}
xui3贿悔毁晦
xui5晦讳
xui6会{开~}汇秽
pau1褒{~奖}包胞鲍{姓}爆
pau3保堡宝饱瀑{~布}
pau5报豹
pau6暴
pʰau1泡抛
pʰau2袍铇
pʰau3跑
pʰau5炮{枪~}泡{~在水里}
pʰau6孵{~小鸡}抱
mau1毛
mau2茅锚矛无{白}
mau5卯
mau6冒帽貌
tau1刀叨{唠~}
tau3祷岛倒{颠~}倒{~水}
tau5到
tʰau1滔掏涛
tʰau2逃桃淘{~米}陶萄
tʰau3讨
tʰau5倒{打~}套
tʰau6盗导道稻
nau2□{动词，挠、翻。“~痒”即挠痒；“~松”翻松}
nau3脑恼挠{~痒痒}
nau6闹
lau2挠{阻~}劳捞牢唠{~叨}
lau3老
lau6涝{旱~}
tsau1遭糟
tsau3早枣蛋澡爪{~牙，~子}找笊{~篱}
tsau5躁罩
tsʰau1操{~作}抄{~写}钞{钱~}糙{~米}
tsʰau2曹槽{马~}巢
tsʰau3草炒吵{~口}
tsʰau5糙{粗~}
tsʰau6皂造{建~}
sau1骚臊{~气}梢{树~}捎{~带}烧嫂
sau3扫{~地}
sau5扫{~帚}
sau6稍
kau1高膏篙羔糕交郊胶
kau3稿绞狡铰搅搞教{~育}
kau5告较窖
kau6教{~书}校{~对}
kʰau1铐
kʰau3考烤
kʰau5靠犒
xau1蒿{蓬~}
xau2豪壕毫号{呼~}
xau3好{~坏}郝{姓}
xau5好{喜~}耗孝
xau6号{~数}酵效校{学~}校{上~}浩
ŋau3咬
ŋau2爊{~白菜}
ŋau6傲
au2熬
au3襖
au5坳{山~}
au6奥懊{~悔，~恼}
piau1臕{肥~}标彪
piau3表錶
piau5□{动词，派送东西}
pʰiau1飘鳔漂{~亮}
pʰiau2嫖{~赌}
pʰiau5瓢票{车~}
miau2苗描
miau3藐渺秒
miau5妙
miau6庙谬猫
tiau1刁貂雕掉调{音~，~动}
tiau3□{动词，男女交合}
tiau5钓吊
tiau6鸟
tʰiau1挑
tʰiau2条调{~和}
tʰiau3□{动词，换}
tʰiau5跳粜
ȵiau2饶扰
ȵiau6绕{围~}尿
liau1撩{~起来}
liau2燎聊辽寥
liau3了{~结}
liau6療料廖{姓}□{动词，玩}
tɕiau1焦蕉{芭~}椒骄娇浇朝{今~}昭招狡{~诈}
tɕiau3缴{上~}剿饺{~子}
tɕiau5醮{打~}照诏叫
tɕiau6召沼{~气}
tɕʰiau1敲{文}锹缲{~边}超
tɕʰiau2瞧乔侨桥荞朝{~代}潮
tɕʰiau3巧
tɕʰiau5窍
tɕʰiau6轿悄{静~~}赵兆俏
ɕiau1消宵霄硝销嚣萧箫烧
ɕiau3淆晓小少{~年，多~}
ɕiau5笑韶{~关}绍邵
ɕiau6鞘
iau1妖邀腰要{~求}么{~三三}吆{~喝}
iau2肴摇谣窑姚尧
iau3鹞{~婆}
iau舀{~水}杳{~无音信}
iau5要{想~}钥{~匙}跃
iau6耀
məu2谋
məu3某亩牡
məu6戊茂贸
fəu2浮
fəu3否
təu1兜
təu3斗抖陡
tʰəu1偷敨{~气}
tʰəu2头投
tʰəu5透
tʰəu6豆逗
nəu2□{动词，抓的意思}
nəu5□{形容词，愚蠢的}
ləu2柔揉搂楼
ləu3□{动词，抱住}
ləu6漏陋
tsəu1邹
tsəu3走肘
tsəu5皱骤
tsʰəu2愁
tsʰəu3□{动词，把人或物压在身下}
tsʰəu5奏凑
səu1搜飕馊{饭~了}
səu3叟
səu5瘦嗽{咳~}
kəu1勾钩沟勾{~当}
kəu3狗苟
kəu5够构购
kʰəu1抠
kʰəu3口
kʰəu5扣寇
kʰəu6叩{~头}
xəu2侯喉猴
xəu3吼
xəu6候后厚
ŋəu3偶{~然}藕偶{配~}
əu1瓯欧
əu3呕{~吐}
əu5沤{久浸水中}怄{~气}
əu6殴
ɚ2儿而
ɚ3尔
tiu1丢
ȵiu1□{~tɕiu³¹：形容词，指不爽快}
ȵiu2牛
ȵiu3女{文}纽扭语
ȵiu5鱼
ȵiu6遇
liu2流刘留榴{石~}硫{~磺}琉{~璃}
liu3柳
liu6溜馏
tɕiu1揫{把~住}鸠阄{拈~}纠{~缠}周舟洲州臼
tɕiu2□{ȵiu⁴⁴~：形容词，指不爽快}
tɕiu3酒九久韭灸{针~}帚
tɕiu5咒救究
tɕiu6昼纠{~正}
tɕʰiu1秋{~天}秋{~千}丘抽
tɕʰiu2囚求球仇{姓}绸稠筹仇酬
tɕʰiu3丑
tɕʰiu5袖臭{香~}
tɕʰiu6就宙兽旧柩舅{~公}咎{~由自取}
ɕiu1修羞休收寿
ɕiu3朽手首守
ɕiu5嗅{用鼻~}秀锈{铁~}
ɕiu6宿{星~}授售受
iu1淤{~泥}忧优幽愈{病~}尤悠
iu2余邮由油游犹
iu3有友酉莠诱于盂雨宇禹羽
iu6誉{荣~}预豫芋喻裕又右佑柚釉幼
pĩ1彬宾槟{~榔}冰兵
pĩ3禀{~性}秉丙柄
pĩ6并殡鬓
pʰĩ1姘{~头}拼病{文}
pʰĩ2贫频{~繁}凭平{文}坪{文}评瓶屏{围~}萍
pʰĩ3品□{“~公子”，名词，指游手好闲的公子哥}
pʰĩ6聘
mĩ2民鸣明铭名{文}
mĩ3闽{~越}悯敏抿皿命{文}
fĩ1□{动词，摔}
tĩ1□{动词，转，“~一圈”即“转一圈”：名词，转圈，“打~~”既“不停得转圈”}
tĩ3顶{文}鼎{文}
tʰĩ1厅{文}
tʰĩ2亭停廷庭蜓{蜻~}
tʰĩ3艇挺
tʰĩ6定订{~约，文}
ȵĩ1宁{~可}
ȵĩ2人银凝宁{安~，文}
ȵĩ3忍认
lĩ1吝{~惜}鳞
lĩ2林淋{~漓，~湿}临邻仑伦沦轮陵凌菱灵零铃伶拎翎
lĩ3领{文}□{动词，指用舌头舔干净}
lĩ6令另{文}
tsĩ1津征{~求}精{文}珍睛{眼~}清{文}贞侦
tsĩ6进晋镇
tsʰĩ1侵亲
tsʰĩ2秦澄橙陈尘情呈程惩臣寻
tsʰĩ3逞{~能}
tsʰĩ6阵净尽静靖趁
sĩ1心辛新薪信讯星{文}腥{文}
sĩ2神辰晨
sĩ5性姓{文}
sĩ6肾
tɕĩ1针斟今金襟巾斤筋京荆惊{文}鲸晶经真蒸茎
tɕĩ2境景
tɕĩ3紧谨菌惊警整锦枕
tɕī5浸劲{有~，~敌}敬竟镜{文}证症正政
tɕĩ6竞诊疹振震禁{~不住，~止}径
tɕʰĩ1钦卿轻{年~}蜻{~蜓}称{~呼，~重量，相~}青{文}
tɕʰĩ2沉琴禽擒勤芹擎承丞橙{~子}成诚
tɕʰĩ3寝□{名词或动词，受惊后的条件反射，一般伴有身体的突然抖动。如“打~”、“~一下”}
tɕʰĩ5称{一杆~}庆
tɕʰĩ6近
ɕĩ1欣兴{~旺}馨深身申伸升胜{~任，~败}
ɕĩ2唇行{~为，品~}形型刑纯乘绳塍{田~}
ɕĩ3慎幸沈审婶
ɕĩ5盛{兴~}兴{高~}
ɕĩ6剩杏甚圣
ĩ1音因姻殷应{~当}鹰{文}莺鹦{~鹉}樱{~桃}英婴缨壬任{姓，责~}赁{租~}纫{缝~}
ĩ2吟淫仁寅仍蝇{苍~}迎{文}萤{文}
ĩ3饮{~酒}引隐洇颖应{~对}映{文}
ĩ5应{响~}印
ĩ6孕阴
pɛ̃1奔崩
pɛ̃3本
pɛ̃5笨
pʰɛ̃1喷{~水}
pʰɛ̃2盆
mɛ̃1蚊
mɛ̃2门
mɛ̃3□{动词，指水开了}
mɛ̃5问{白}
mɛ̃6闷
fɛ̃1分{~开}芬纷
fɛ̃2焚坟
fɛ̃3粉
fɛ̃5粪奋
fɛ̃6份{一~两~}愤忿
vɛ̃1温瘟
vɛ̃2文纹闻
vɛ̃3稳吻刎
tɛ̃1登灯
tɛ̃3等
tɛ̃5凳
tɛ̃6瞪{~眼}
tʰɛ̃2腾謄藤
tʰɛ̃6邓
nɛ̃2能
nɛ̃3□{动词，指提起脚跟往上够}
lɛ̃5□{~pɛ̃⁴⁴：名词，指冬天水面上凝结的冰}
tsɛ̃1沾粘{~贴}榛臻曾{姓}增憎争{文}筝睁征
tsɛ̃3拯{~教}□{动词，指盖，如“~章”既是“盖章”}
tsɛ̃5战
tsʰɛ̃2曾{~经}层
tsʰɛ̃3□{形容词，指程度深}
tsʰɛ̃5衬
tsʰɛ̃6赠蹭{磨~}
sɛ̃1森参{人~}僧渗{水~透}
sɛ̃3省{节~，文}省{~长}
kɛ̃1跟根更{~换}庚羹耕
kɛ̃3埂{田~}耿
kɛ̃5更{~加}
kʰɛ̃3恳垦肯{文}□{动词，“~稳”，即“(用盖子)盖住”}
xɛ̃1亨
xɛ̃2痕衔恒衡
xɛ̃3很肯{白}
xɛ̃6恨
ɛ̃1恩
piɛ̃1鞭编边蝙汴
piɛ̃3贬扁匾
piɛ̃5变遍{一~}遍{~地}
piɛ̃6辫
pʰiɛ̃1篇偏
pʰiɛ̃2便{~宜}
pʰiɛ̃5骗{欺~}片
pʰiɛ̃6便{方~}辨辩
miɛ̃2绵棉眠
miɛ̃3娩{分~}免勉缅渑{~池}
miɛ̃6面
tiɛ̃1掂颠
tiɛ̃3点典腆{~肚子}
tiɛ̃5店
tʰiɛ̃1添天
tʰiɛ̃2甜田填
tʰiɛ̃3舔电垫{~钱}
tʰiɛ̃6佃殿奠
ȵiɛ̃1念拈{~起来}
ȵiɛ̃2黏{~米}年严俨{~然}言
ȵiɛ̃3染碾撚{以指~碎}撵鲇{~鱼}研
ȵiɛ̃6验
liɛ̃1敛{收~}殓
liɛ̃2连联怜莲廉镰簾
liɛ̃3□{动词，指(田、塘里的水)干了}
liɛ̃6练楝{~树}恋
tɕiɛ̃1尖歼{~灭}兼煎肩坚绢蘸{~酱油}瞻占{~卜}氈
tɕiɛ̃3检剪茧舰展俭
tɕiɛ̃5占剑箭溅{~一身水}见建荐
tɕʰiɛ̃1签谦牵迁笺千牵歉健腱
tɕʰiɛ̃2钳搛{~菜}钱乾{~坤}虔掮前缠潜
tɕʰiɛ̃3遣浅
tɕʰiɛ̃5欠
tɕʰiɛ̃6贱饯{~行}践渐件键
ɕiɛ̃1仙鲜{新~}轩掀先宪
ɕiɛ̃2嫌涎蝉贤弦
ɕiɛ̃3鲜{少}癣险羡显陕{~西}闪
ɕiɛ̃5扇线献
ɕiɛ̃6陷馅苋{~菜}善膳单{姓}现
iɛ̃1淹阉焉{心不在~}烟雁
iɛ̃2炎盐阎檐然燃延沿
iɛ̃3掩魇筵演
iɛ̃5厌艳焰砚
iɛ̃6谚堰燕{~京}燕{~子}宴
pã1班斑颁扳
pã3版板
pã5扮
pʰã1攀
pʰã2彭膨{~胀}
pʰã5盼
pʰã6瓣办襻{纽~}
mã1□{形容词，长的}
mã2蛮
mã6慢漫幔馒{~头}
fã1翻番{几~}
fã2凡帆环烦繁
fã3反
fā5贩
fã6幻患宦饭范犯泛
vã1弯湾
vã2横{~直，蛮~}
vã3晚挽□{动词，(绳子)绕住了某些物体}
vã6万
tã1耽担{~任}丹单{~独}
tã3胆
tã5担{挑~}旦
tʰã1贪滩摊探{试~}诞
tʰã2潭譚谈痰檀坛弹{~琴}
tʰã3毯坦
tʰã5炭叹
tʰã6蛋但弹{子~}淡
nã1□{动词，踹(掉被子等)}
nã2南男难{~易}
nã5难{患~}
nã6□{量词，大拇指和食指所量的距离}
lã2蓝篮兰拦栏
lã3览揽榄{橄~}懒冷
lã5缆
lã6滥烂
tsã1簪争{白}
tsã3斩盏
tsã5站{立，车站}赞
tsʰã1参搀餐撑颤
tsʰã2蚕惭谗馋残禅{~宗}惨
tsʰã3铲产
tsʰã5□{动词，(用言语)顶撞}
tsʰã6暂赚灿绽{破~}
sã1三杉衫珊山删生牲甥声
sã2成城
sã3伞省{节~，白}
sã5散{分~}
sã6疝{~气}
tʃã1正{~月}
tʃã3颈
tʃʰã1轻{~重}
tʃʰã6郑
kã1泔{~水}尴{~尬}监{~视}艰间{空~}奸
kã3减碱简柬拣梗{~子，茎}哽
kã5监{国子~}
kã6间{~断}谏涧
kʰã1坑
kʰã3坎砍
kʰã5□{动词，挎在背上}
xã1憨{痴}酣撼
xã2咸闲
xã3喊
xã6憾限
ŋã1□{动词，头碰在硬物上}
ŋã2岩颜顽{~皮}
ŋã3眼
ŋã6岸硬
ã1庵
ã3揞{~住}
ã5晏{晚也}
piã3饼
piã6□{动词，藏}
pʰiã2平{白}坪{白}
pʰiã6病{白}
miã2名{白}
miã6命
tiã1丁疔
tiã3顶{白}鼎{白}
tiã6钉{铁~，~住}
tʰiã1听厅{白}汀听{~其自然，~任}锭
tʰiã6定{白}订{~约，白}
ȵiã1□{动词，放(牛等)}
ȵiã2宁{安~，白}
liã3领{白}岭
liã6另{文}
tɕiã1精{白}惊{文}
tɕiã3镜{白}
tɕʰiã1清{白}
ɕiã1兄
ɕiã5姓{白}
tsiã3井
tsʰiã1青{白}
tsʰiã3请
tsʰiã2晴
siã1星{白}腥{白}
siã3省{反~}醒
iã2盈赢迎营萤{白}
iã3影映{白}
paŋ1帮邦
paŋ2蚌
paŋ3榜绑
paŋ6棒蚌
pʰaŋ2滂{~沱}旁螃{~蟹}庞
pʰaŋ3□{动词，(用身体)推别人}
pʰaŋ5胖
pʰaŋ6傍谤
maŋ2亡芒忙茫盲莽
maŋ3网蟒
faŋ1荒慌方芳
faŋ2肪{脂~}妨{~害}房防
faŋ3谎仿{~效}纺仿{相似}仿{~佛}访
faŋ5放
vaŋ1汪{一~水}
vaŋ2王
vaŋ3枉往
vaŋ6妄忘望旺{兴~}
taŋ1当{~时，~作}
taŋ6宕{延~}
taŋ3党挡{阻~}
tʰaŋ1汤烫趟{一~}
tʰaŋ2堂棠螳{~螂}唐糖塘
tʰaŋ3倘{~使}躺
tʰaŋ6荡{放~}
naŋ1囊
naŋ2瓤{瓜~}曩
naŋ5□{形容词，腻}
laŋ1攘嚷
laŋ2郎廊狼蜋
laŋ3□{动词，用水洗碗等器皿，如~碗；或用水漱口，如~嘴}
laŋ6浪朗壤{土~}
tsaŋ1脏庄装桩
tsaŋ5葬壮
tsʰaŋ1仓苍疮窗丈仗杖
tsʰaŋ2藏{隐~}床
tsʰaŋ3闯厂
tsʰaŋ6藏{西~}臓状撞
saŋ1桑丧{婚~}霜孀
saŋ3爽嗓搡
saŋ6双
tʃaŋ1张章樟
tʃaŋ3长{生~}涨掌瘴{~气}
tʃaŋ5障{保~}帐账胀
tʃʰaŋ1昌菖{~蒲}
tʃʰaŋ2长{~短}肠场常尝裳{衣~}偿
tʃʰaŋ5唱倡{提~}畅
tʃʰaŋ6丈仗杖
ʃaŋ1商伤
ʃaŋ3赏晌{~午}享响饷
ʃaŋ5尚
ʃaŋ6上{~山，~面}
kaŋ1冈岗刚纲钢{名词}缸光江扛豇{~豆}
kaŋ3讲港{~口}广
kaŋ5杠降{下~}虹{天上的~}逛钢{刀钝了，~~}
kʰaŋ1康匡筐眶{眼~}
kʰaŋ2狂
kʰaŋ3矿
kʰaŋ5抗炕况
kʰaŋ6慷{~慨}
xaŋ1糠
xaŋ2黄簧皇蝗降{投~}
xaŋ3□{“~边”，代词，指那边}
xaŋ5行{~列，银~}航杭
xaŋ6巷项
ŋaŋ2昂
ŋaŋ3仰
aŋ1肮{~髒}
aŋ3□{动词，指很迅速地瞥一眼}
ȵiaŋ2娘
ȵiaŋ3□{动词，指人喜欢去串门，喜欢四处走得}
ȵiaŋ6酿让
liaŋ2良凉量{~长短}粮梁粱
liaŋ3两{~个}两{几~几钱}辆
liaŋ6亮谅量{数~}
tsiaŋ1将{~来}浆
tsiaŋ3蒋奖桨
tsiaŋ5酱将{大~}
tsʰiaŋ1枪
tsʰiaŋ2墙
tsʰiaŋ3抢
tsʰiaŋ5创
siaŋ1相{互~}箱厢湘襄镶橡{~树}
siaŋ2详祥
siaŋ3想
siaŋ5相{~貌}
siaŋ6匠象像
tɕiaŋ1疆僵缰{~绳}姜
tɕʰiaŋ1羌腔
tɕʰiaŋ2强{~弱，勉~}
ɕiaŋ1香乡
ɕiaŋ5向
iaŋ1央秧殃
iaŋ2羊洋杨阳扬疡{溃~}
iaŋ3养痒
iaŋ6样
tũ1敦{~厚}墩囤蹲
tũ3□{动词，拦}
tũ5顿遁钝
tʰũ1吞
tʰũ2□{动词，填(土)}
tʰũ3沌
tʰũ5屯豚饨{馄~}臀
tʰũ6盾{矛~}
nũ3□{动词，用手指把薄的东西分开}
nũ6嫩
lũ2仑论{~语}
lũ6论{议~}
tsũ1尊遵
tsũ5俊
tsʰũ1村椿
tsʰũ2存
tsʰũ5寸
sũ1孙
sũ2旬循巡
sũ3损笋榫{~头}
sũ6殉迅
kũ3滚
kũ5棍
kʰũ1昆坤荤
kʰũ3捆
kʰũ5困
xũ1昏婚
xũ2魂浑{~浊}
xũ6混{相~}
puɔ̃1般搬
puɔ̃5半
pʰuɔ̃1潘藩
