#漢字	音標	解釋				
#簡稱	/	宜章岩泉				
#全稱	/	宜章岩泉话				
#版本	/	2022-5-17				
#聲母	/	#聲母順序，用逗號分開。如：b,p,m,f				
#韻母	/	#韻母順序，用逗號分開。如：a,o,e				
#聲調	/	33 1 1a 陰平 ꜀,35 2 1b 陽平 ꜁,45 3 2 上 ꜂,21 5 3a 阴去 ꜄#每個聲調包括：五度調值 八聲 四聲 漢字調類 四角調類，調內用空格分隔，調間用逗號分開。				
#說明	/	來源：Wesaley 参考自《宜章县志》、《广韵》#HTML格式，僅允許一行，用<br>換行				
一	iɛ5	~二三				
一	iɛ3	~定				
乙	i3					
二	a5					
十	ɕiɛ5					
丁	tɛn1					
厂	tsʰaŋ3					
七	tɕʰiɛ3					
卜	pu3					
八	pa3					
人	ȵi2					
入	ȵyɛ5					
儿						
匕	pi5					
几	tɕi3					
九	tɕiou3					
刁	tiau1					
了	lau1					
刀	tau1					
力	lɛi5					
乃	nai3					
又	iou5					
三	sɔ1					
干	kɔ1	~燥				
干	kan2	~部				
干	kan5					
于	y5					
亏	kʰuɛi1					
工	koŋ1					
土	tʰɵø3					
士	sɿ5					
才	tsʰai2					
下	xou5					
寸	tɕʰyn5					
大	ta5					
丈	tsaŋ5					
与	y3					
万	ua5					
上	ɕyɛ1	~面				
上	saŋ2	~课				
小	ɕiau3					
口	kʰɐø3					
山	sɔ1					
巾	kɛn1					
千	tɕʰiɛ1					
乞	tɕʰi3					
川	tɕyɛn1					
亿	i5					
个	lai5	量词，粒				
夕	ɕi1					
久	tɕiou3					
么						
勺	sɔ2					
凡	fan5	官话音				
凡	fɔ2					
丸	yɛ2					
及	tɕʰiɛ5					
广	kuaŋ3					
亡	uaŋ5					
门	moŋ2					
丫						
义	ȵi5					
之	tsɿ1					
尸	sɿ1					
己	tɕi3					
已	i3					
巳	sɿ5					
弓	koŋ1					
子	tsa3					
卫	uɛi5					
也	iɛ3					
女	ȵy1	白				
女	ȵy3	文				
刃						
飞	fɛi1					
习	ɕiɛ5					
叉	tsʰa1					
马	mɔ3	白				
马	ma3	文				
乡	ɕiaŋ1					
丰	foŋ1					
王	uaŋ2					
开	kʰai1					
井	tsɛn3					
天	tʰiɛ1					
夫	fu1					
元	yɛ2	白				
元	yɛn5	文，美~				
无	u5	官话音				
云	ioŋ2					
专	tɕyɛ1					
丐	kai5					
扎	tsa1					
艺	ȵi5					
木	mu5					
五	oŋ1	白				
五	u3	文				
支	tsɿ1					
厅	tʰɛn1					
不	pu5	官话音				
犬	tɕʰyɛ3					
太	tʰai5					
区	tɕʰy1					
历	liɛ5					
歹	tai3					
友	iou1					
尤	iou2					
匹	pi2					
车	tsʰa1					
巨	tɕy5					
牙	ŋou2					
屯						
戈						
比	pi3					
互	xu5					
切	tɕʰiɛ3					
瓦	ua3					
止	tsɿ3	官话音				
少	sau3	官话音				
曰	yɛ1					
日	ȵiɛ5					
中	tsoŋ1					
贝	pɛi5					
冈	kaŋ1					
内	nuɛi2					
水	ɕy3					
见	tɕiɛ5					
午	u3					
牛	ȵiou2					
手	ɕiou3					
气	tɕʰi5					
毛	mau2					
壬						
升	ɕin1					
夭	iau1					
长	tsʰuɵø2	白，~短				
长	tsaŋ3	生~				
仁	in5	五~				
什	sɛn3					
什	sɿ5	家~				
片	pʰiɛ5					
仆	pʰu5	官话音				
化	xua5					
仇	tɕiou5	官话音				
币	pi5					
仍	lɛn1	官话音				
仅	tɕin3					
斤	kɛn1					
爪	tsau3					
反	fɔ3					
介	kai2	官话音				
父	fu5					
从	tsʰoŋ2					
仑						
今	kɛn1	~日				
凶	ɕioŋ1					
分	poŋ1	~给				
分	foŋ1	~钟				
乏	fa5					
