#ɿ				
调\n声	阴 平	阳 平	上 声	去  声
ts	知支栀资兹辎之芝只{一∽鸟}	置执汁侄质直值织职植掷	紫纸只{∽有}姊脂旨子梓滓止趾址	制智翅自雉稚至字治志痣蛰
tsʰ	痴差{参~}嗤	雌池瓷迟慈辞词祠持齿赤尺	此耻	滞刺赐舐侈次痔恃侍秩
s	斯施匙私师尸司丝思厕{茅~}诗	时湿十什拾实失室食蚀识释石	眵死矢屎使史驶始	世势誓逝是氏豉市饬四肆示视嗜似试伺寺饲士仕柿俟事式
z		日		
#i				
调\n声	阴 平	阳 平	上 声	去  声
p	蓖	笔毕必逼碧泌鼻璧壁	彼比秕	敝蔽弊币毙陛闭避庇备
pʰ		匹弼僻擘劈皮疲脾琵枇\n痹	鄙	屁
m		秘蜜密觅迷谜糜弥靡眉	米	
t	低	滴嫡笛敌狄	底的	弟第帝隶地递
tʰ	梯剔	堤嫡蹄涕屉踢	体	替剃
n		犁黎离梨力历立笠粒栗	礼狸李里鲤	例厉丽荔利吏
tɕ	屐机脐鸡稽饥肌几{~乎}基	济髻极缉集辑急杞及疾吉即戟	挤已纪几{~个}	祭剂计继技寄记忌既季
tɕʰ	妻溪奚欺期	齐奇讫乞岐祈鳍其七	启起岂	企器弃气汽
ɕ	西栖犀兮畦牺嬉熙希	习泣吸悉膝婿息惜席夕析	洗玺徙喜袭	细系携戏
Ø	倚伊医衣依	泥倪缢瞥宜仪蚁谊移尼夷姨疑饴沂揖乙一逸抑逆益亦译溺	椅你拟矣已以匿	艺刈义议易腻冀肄意异毅忆亿翼
#u				
调\n声	阴 平	阳 平	上 声	去 声
p		不	补	布怖部簿步
pʰ	铺捕	蒲菩讣勃卜扑仆曝	谱普浦脯	
m		模木目穆牧	牡母拇	
t	都{首∽}督	独牍读笃毒	堵赌肚{鱼~}	妒杜肚{∽腹}度
tʰ		徒屠涂图突秃	土吐	兔
n		奴庐炉芦律率鹿绿六陆录	努鲁虏	怒路赂
ts	租猪诸诛朱	竹筑逐轴祝粥烛嘱触	祖阻煮主	做著苎箸助柱驻住注铸
tsʰ	粗初雏	除储锄厨猝出畜促	楚础处杵拄	醋
s	苏酥梳书舒枢输殊	缩叔熟淑束赎蜀属	暑鼠黍署薯数{动词}	素诉塑庶恕数竖戍树数{名词}
ɕ		戌		
k	姑孤	骨谷	古	故雇
kʰ	箍枯	窟哭酷	苦	裤
Ø	乌污巫诬	吴吾无物勿屋	五午武舞侮鹉	误悟恶{可∽}务雾戊杌沃
#uᶹ				
调\n声	阴 平	阳 平	上 声	去 声
f	呼夫肤敷俘麸	胡狐壶乎符扶芙浮复忽佛佛缚	虎浒府甫斧抚釜腐辅	户沪戽互护瓠父付核{果∽}赋傅赴附富副妇负
#y				
调\n声	阴 平	阳 平	上 声	去 声
n				虑滤
tɕ	居拘	卒橘菊掬足局	举矩	巨拒距据锯聚俱句剧
tɕʰ	蛆趋区黢	渠瞿屈族曲	取娶	趣砌
ɕ	墟虚嘘须需绥	徐速肃宿畜蓄粟俗	许	序绪叙絮遂
Ø	淤迂	鱼渔于余愚虞娱寓盂榆逾裕域疫役郁育狱欲浴	女吕旅语与雨宇羽履	御誉预豫遇愈芋喻慰玉
#ɚ				
调\n声	阴 平	阳 平	上  声	去 声
Ø		儿而	尔耳饵	二贰
#a				
调\n声	阴 平	阳  平	上 声	去  声
p	巴芭疤爬琶杷	爸八拔	把	霸坝罢
pʰ		耙{~地、∽子}		怕帕
m	妈	麻嘛抹	马码	骂
f		法乏发伐筏罚		
t		答搭沓达	打	大
tʰ	他	踏拓塔榻溻獭		
n	拉	拿纳腊蜡捺辣	哪	那
ts	渣	杂眨闸炸{油~}轧札铡		诈柞炸{~药}乍
tsʰ	叉差	茶搽查插擦察		岔
s	沙纱杉	杀	洒傻撤萨晌	
k			尬	
x		下{白，底~}		吓
Ø	阿			
#ia				
调\n声	阴 平	阳 平	上 声	去 声
tɕ	家佳加	夹甲胛	假贾	架嫁价
tɕʰ		恰掐洽		
ɕ	虾	霞暇狭峡匣瞎辖		夏下
Ø	鸦丫桠	牙衙涯鸭押	雅哑	亚压
#ua				
调\n声	阴 平	阳 平	上 声	去 声
ts	抓	啄{~人，~米}		
s		刷	厦	
k	瓜	刮	寡剐	挂卦褂
kʰ	夸		垮	跨
x	花	华铧划{∽船}桦滑猾		化画话划{计∽}
Ø	蛙洼挖	袜	瓦	
#e				
调\n声	阴 平	阳 平	上 声	去 声
t		特		
n		肋勒		
ts	遮	蔗哲蜇折浙则贼窄摘责	者	
tsʰ	车	彻撤辙侧测拆泽宅策册	扯	
s	奢赊	蛇塞色摄涉涩佘舌设瑟虱	舍{∽弃}	射麝赦舍{宿∽}社
z		热	惹	
k		格革隔		
kʰ		刻克咳客		
ŋ		额扼轭		
x		骇黑赫吓核		
#ie				
调\n声	阴  平	阳 平	上 声	去 声
p	憋	别鳖百柏迫白帛北伯		
pʰ		撇拍魄		
m		灭篾墨默麦脉陌		
t	爹	跌叠碟牒蝶谍得德		
tʰ		帖贴铁特		
n		猎列烈裂劣		
tɕ		接妾杰揭节截结洁	姐	借藉{∽故}
tɕʰ	吃	茄捷劫怯切	且	去
ɕ	些	邪斜胁协歇蝎楔血穴恤	写	泻卸谢泄
Ø		耶爷聂镊蹑叶页业孽曳捏噎腋	也	夜液
#ue				
调\n声	阴 平	阳 平	上 声	去 声
ts		拙		
k		国虢		
kʰ		括阔扩		
x		或惑		
#ye				
调\n声	阴 平	阳 平	上 声	去 声
tɕ		绝掘决诀倔		
tɕʰ		厥缺		
ɕ	靴	薛屑雪削		
Ø		悦阅月越曰粤	哕{干~}	
#o				
调\n声	阴  平	阳  平	上 声	去 声
p	波玻	钵拨钹博泊薄	跛簸	
pʰ	坡	婆泼	颇剖	破
m	摩摹摸	末沫没茉魔磨馍蟆	抹	磨暮慕墓募
t	多	掇	朵	舵剁惰踱
tʰ	拖	驼铎驮蜕脱夺托拓	妥椭	唾
n	挪	罗锣箩骡落乐	裸	糯摞诺
ts		佐作昨着酌桌琢捉镯	左	坐座
tsʰ	搓	撮凿绰戳浊		锉措错
s	蓑梭唆	说蟀芍勺索朔	锁琐所	
z		若弱		
k	歌哥锅戈	鸽割葛各胳郭角	果裹	个过
kʰ	科	磕渴壳	可棵颗	课
ŋ		蛾讹鄂恶	我	
x	喝劐	豁活郝禾合盒河荷霍何和{~平}鹤	火	贺货和{~面}祸
Ø	窝蜗倭	握		卧饿涴
#io				
调\n声	阴 平	阳 平	上 声	去 声
tɕ		爵脚觉		
tɕʰ		雀鹊却确		
ɕ		学		
Ø		略掠虐约药钥岳乐{音~}		
#ai				
调\n声	阴 平	阳 平	上 声	去 声
p			摆	拜稗败
pʰ		牌排		派
m		埋	买	卖迈
t	呆			待息殆戴贷代袋带
tʰ	胎	台苔		态太泰
n		来	乃奶	耐奈赖癞
ts	灾栽斋		宰载{三年五∽}	再载{∽重}在债寨
tsʰ	猜差{出∽}钗	才裁豺柴	彩采	菜蔡
s	腮筛			赛晒
k	该街		改	
kʰ	开揩		凯楷	概溉慨
ŋ	哀埃挨	挨岩	蔼矮	艾爱隘
x		孩鞋	海	亥害蟹
#iai				
调\n声	阴 平	阳 平	上 声	去 声
tɕ	皆阶		解	介界芥届戒械
ɕ		谐		懈解{姓}
#uai				
调\n声	阴  平	阳 平	上 声	去 声
ts			揣喘	
s	衰			帅率{~领}
k	乖		拐	怪
kʰ			块蒯	会{~计}刽快筷
x		怀槐淮		坏
Ø	歪			外
#ei				
调\n声	阴 平	阳 平	上 声	去 声
p	杯碑卑婢悲			贝倍辈背臂
pʰ	批披	培裴	胚坯丕	沛配佩辔
m		梅枚媒	每美	妹昧媚寐
f	非飞妃	肥	匪榧翡	费废肺吠
#uei				
调\n声	阴 平	阳 平	上 声	去 声
t	堆			对碓队兑
tʰ	推		腿	退
n		雷	儡累{积~}垒	内类累{劳∽}泪
ts	追锥		嘴	罪最缀赘醉坠
tsʰ	催崔吹炊	垂槌锤		碎脆翠粹
s		随谁	髓水	岁税睡瑞
z				锐蕊
k	圭闺归规龟		诡轨鬼	桂跪癸贵柜
kʰ	盔魁亏窥	奎逵葵	傀	溃愧
x	恢灰麾挥徽	回茴	悔毁晦	贿汇会绘惠慧秽穗讳
Ø	煨遗威	桅危为{∽难}维惟唯微违围	萎委尾伟苇纬	卫为{~了}位未味魏畏胃谓
#au				
调\n声	阴 平	阳 平	上 声	去 声
p	褒包胞鲍		保宝饱	抱报暴豹爆
pʰ	抛	袍刨	跑	泡炮
m	猫	毛茅锚矛	卯	冒帽貌
t	刀叨		祷岛倒{打~}	道稻到倒{∽水}盗
tʰ	滔掏	淘桃陶涛	讨	套导
n		劳捞牢唠涝	脑恼老	闹
ts	遭糟朝{今~}召昭招沼		早枣蚤澡爪找	皂灶罩赵兆照诏
tsʰ	操抄钞超	曹槽巢朝{~向}潮	草炒吵	造糙
s	骚臊梢稍捎烧	韶	扫{动词}嫂少{多~}	扫{名词}潲绍少{∽年}邵
z		饶桡	挠扰绕	
k	高膏羔糕		搞	告酵窖觉{白；睡~}
kʰ	敲		考烤	靠犒
ŋ		熬	袄	傲整懊坳
x	篙蒿薅	豪壕毫号{~叫}	好{~坏}	浩好{爱∽}耗号{口~}
#iau				
调\n声	阴  平	阳  平	上 声	去 声
p	膘标彪		表	
pʰ	飘漂{~流}	嫖瓢		漂{~亮}票
m		苗描	藐渺秒杳	庙妙
t	刁貂雕			钓吊掉调
tʰ	挑	条调		跳
n		燎疗聊辽撩寥瞭	了	料尥廖
