// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	ŋ	x
@FIN	aɣ̃
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	ŋ	x	∅
@FIN	æ̃
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
p	æ̃	平聲	班 斑 頒 扳 般 搬
p	æ̃	上聲	板 版 瓣
p	æ̃	去聲	辦 絆 拌 伴{伙~} 半{一~} 扮{~演} 絆{踩腳：~腳；輕磕，碰：泥~乾淨了}
pʰ	æ̃	平聲	盤 攀 蟠 片 潘
pʰ	æ̃	上聲	擤{~繩} □{~地：將地弄虛}
pʰ	æ̃	去聲	盼 拌{~湯} 畔 判 伴 扮 叛
m	æ̃	平聲	埋{~怨} 瞞 饅 漫 蠻 襻{鈕~；~袖口} □{小孩撒嬌：在爺爺跟前~味}
m	æ̃	上聲	蟎 滿
m	æ̃	去聲	蔓 慢 曼 幔 摱{將物體表面的髒物除去：~場}
f	æ̃	平聲	凡 煩 帆 礬 梵 藩 翻 番 樊 繁 蜂{~兒：蜜蜂}
f	æ̃	上聲	反
f	æ̃	去聲	飯 犯 範 氾 販 笵 痄{惡心想吐，反胃}
v	æ̃	平聲	玩 完 丸 紈 豌 剜 頑 彎 灣 挽{用手或輔以工具拔取：~苜蓿}
v	æ̃	上聲	晚 碗 娩 宛 皖 挽 綰{~疙瘩：給繩子打結}
v	æ̃	去聲	萬 腕 遉{繞行，回避：路上有個水坑，~著走} 蔓{多，瓜~}
t	æ̃	平聲	單 丹 擔{~任} 眈{虎視~~} 耽
t	æ̃	上聲	膽 撢{雞毛~子}
t	æ̃	去聲	但 蛋 誕 淡 彈{子~} 旦 擔{名詞：~子} 石{古代的容量單位，一~為十斗} □{①路不平：路~很；②震，顫：坐車上把人~完了} □{塗、抹（粉、胭脂等）：~粉} □{震動使物體表面的塵土等脫落：把席~咔}
tʰ	æ̃	平聲	貪 譚 譚 痰 談 灘 攤 檀 壇 彈{~琴} 壇 坍 曇 癱{~瘓}
tʰ	æ̃	上聲	毯 坦
tʰ	æ̃	去聲	探 嘆 炭 碳 但{連詞，常與“就”連用，其用法相當於普通話的“一……就……”：但做就做好} 宕{~昌：隴南一縣名}
n	æ̃	平聲	難{~易} 男 南
n	æ̃	去聲	難{患~}
l	æ̃	平聲	藍 籃 蘭 欄 攔 婪 爐{炒：~肉}
l	æ̃	上聲	懶 覽 攬 纜 欖
l	æ̃	去聲	濫 灙 爛
ts	æ̃	平聲	簪{~子} 鏨 噆{蚊子等長嘴昆蟲咬人} 綻{指果物、蔬菜等因生長的時間過長而裂開} □{吃，含貶義：~了幾個饅頭}
ts	æ̃	上聲	斬 盞 攢 □{~勁：①指人打扮得漂亮，精神；②形容人精力充沛，做事乾脆利索}
ts	æ̃	去聲	暫 站 戰 蘸 贊 讚 濺{~一身水} 紉{①粗略地縫：把衣裳邊子~住；②縫綴：~紐子}
tsʰ	æ̃	平聲	參{~加，~差不齊} 蠶 慘 讒 饞 搀 摻 餐 殘 孱{~水}
tsʰ	æ̃	上聲	慚 產 鏟 □{多指女孩子性格開朗，說話大大咧咧：這個女子~得很}
tsʰ	æ̃	去聲	燦 綻 棧{~子：蓋房子時用的細長木條，規整地擺放在椽上，用泥攪過後與其上附瓦片} 羼{洗衣服、洗餐具等的次數} □{（把纏繞的線、繩子等）拉開，（把卷起的紙、布等）展開} □{打，揍：不聽話，~給一頓就乖了} 划{一~~：一概，全部}
s	æ̃	平聲	三 刪 杉 衫 衫 珊 山
s	æ̃	上聲	傘 散{把麵粉等攪在開水中（煮熟）：~饊飯} 饊{~飯：一種麵食}
s	æ̃	去聲	陷{~下去} 散{分~} 疝{~氣}
tʂ	æ̃	平聲	沾 粘{~貼} 瞻 占{~卜} 詹 氈
tʂ	æ̃	上聲	展
tʂ	æ̃	去聲	占{~領} 佔 戰 顫
tʂʰ	æ̃	平聲	纏 禪{~宗}
tʂʰ	æ̃	去聲	□{賣力地幹活：到地裏就~脫了}
ʂ	æ̃	平聲	煽 搧 羶{~氣} 膻 蟬 禪{~讓} 蟾{地~：蚯蚓的俗稱} □{①膽小、怕事：你~得很；②食物易壞：梨兒~得很，放不住} □{房屋等有塌陷的迹象：房~了}
ʂ	æ̃	上聲	陝 閃
ʂ	æ̃	去聲	騙{閹割：~馬} 扇 善 單{姓} 膳 贍 擅{~長} 苫{蓋，覆蓋：用報紙把麵~上}
ʐ	æ̃	平聲	然 燃 黏{①黏度高：~米；②思路不清晰，腦子糊塗：你是個~倴~~} 升{起} 莨{地~：一種菌類，可食用}
ʐ	æ̃	上聲	染 冉{姓}
ʐ	æ̃	去聲	□{輕拭使物體表層的液態髒物消失：拿抹布把桌子上的水~了}
k	æ̃	平聲	甘 干{~淨} 柑 泔{~水} 橄 欖{~尬} 肝 乾{~濕}
k	æ̃	上聲	感 敢 趕{~上；比：我~你大} 杆 杆 竿 擀
k	æ̃	去聲	干{~部} 贛 紺{~筋：臉上長的小黑斑} □{沒意思，無聊：一個人坐著~很}
kʰ	æ̃	平聲	勘 刊 龕 堪
kʰ	æ̃	上聲	砍 坎 檻
kʰ	æ̃	去聲	看
ŋ	æ̃	平聲	安 鞍 鵪{~鵪} 庵 尼{姑~} 銨{~水：開水} 氨
ŋ	æ̃	上聲	暗
ŋ	æ̃	去聲	按 岸 案 揞{~住，用手覆蓋}
x	æ̃	平聲	含 寒 酣 邯{~鄲：地名} 頷{~水：口水} 韓 涵 函 憨 咸 還{~有} 蚶
x	æ̃	上聲	撼 憾 喊 罕
x	æ̃	去聲	旱 漢 汗 焊 瀚 翰 鼾{拉~睡：打鼾}
∅	æ̃	平聲	□{擬聲詞，有疑問時的應答聲}
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	p	pʰ	m	t	tʰ	l	tɕ	tɕʰ	ȵ	ɕ	∅
@FIN	ĩŋ
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44
@TON	輕聲	21

// Initial	Final	Tone	CharList (Space separated)
p	ĩŋ	平聲	彬 賓 斌 濱 繽 殯{~儀} 檳{~榔} 兵 冰 乒
p	ĩŋ	上聲	丙 柄 餅 秉 禀 稟 殯{多，~儀}
p	ĩŋ	去聲	並 併 病 鬢{~角}
pʰ	ĩŋ	平聲	頻 貧 拼{~音} 瓶 憑 平 評 萍 苹 坪 屏
pʰ	ĩŋ	上聲	品 聘 姘 拼{~命}
m	ĩŋ	平聲	民 明 名 鳴 銘 茗 瞑
m	ĩŋ	上聲	閔 憫 閩 敏 抿 皿 泯
m	ĩŋ	去聲	命
t	ĩŋ	平聲	丁 釘{名詞，鐵~} 盯 叮{~當：擬聲詞} 疔{~瘡：手腳上的駢子} 汀 耵
t	ĩŋ	上聲	頂 鼎
t	ĩŋ	去聲	定 訂 錠 釘{動詞，~住}
tʰ	ĩŋ	平聲	聽 廳 亭 停 婷 廷 庭 艇 霆
tʰ	ĩŋ	上聲	挺 艇 梃
tʰ	ĩŋ	去聲	定
l	ĩŋ	平聲	林 淋 琳 鄰 臨 磷 燐 粼 麟 陵 淩 綾 菱 靈 零 鈴 伶 玲 齡 拎 翎 聆 羚
l	ĩŋ	上聲	領 嶺 檁
l	ĩŋ	去聲	令 另 吝{~嗇} 賃 霖{~醋：把釀好的醋與醋糟分離}
tɕ	ĩŋ	平聲	今 金 襟 津 巾 斤 筋 莖 京 荊 驚 鯨 警{~察} 旌 痙 精 晶 睛 經 □{跳：我~不遠}
tɕ	ĩŋ	上聲	錦 緊 僅 謹 景 井 警{~告}
tɕ	ĩŋ	去聲	近 進 勁 禁 靳 妗{舅母} 盡 晉 境 鏡 竟 競 靜 淨 靖{~遠：地名} 頸 徑 敬 脛
tɕʰ	ĩŋ	平聲	親{~家} 秦 勤 侵 琴 欽 禽 擒 噙 浸 芹 卿 情 清 晴 青 蜻 傾 輕
tɕʰ	ĩŋ	上聲	寢 請 傾 頃 綵{~麻：不打籽，專用於剝皮做麻葉} 訖{~票}
tɕʰ	ĩŋ	去聲	慶 磬 □{凝固：豬油~住了}
tɕʰ	ĩŋ	輕聲	進{大~、小~：農曆一個月有三十天叫大~，反之為小~}
ȵ	ĩŋ	平聲	凝 擰 扭 寧{安~}
ȵ	ĩŋ	去聲	寧{~可} 硬 佞
ɕ	ĩŋ	平聲	心 新 辛 薪 馨 尋 找 行{品~} 星 腥 猩 型 形 形 刑 鑫 興{~旺} □{~給一拳：打一拳}
ɕ	ĩŋ	上聲	醒 省{反~} 欣 擤{~鼻：擦鼻涕}
ɕ	ĩŋ	去聲	信 衅 訊 迅 魯{~，~速} 杏 興{高~} 姓 性 幸
∅	ĩŋ	平聲	音 因 姻 陰 蔭 銀 齦 殷 淫 吟 寅 鷹 英 營 迎 贏 贏 盈 瑩 櫻 嬰 螢 熒 瑩 鶯 蠅 楹 鸚{~鵡}
∅	ĩŋ	上聲	引 隱 尹{姓} 飲{~酒} 影 穎 癭{~嗓子：大脖子，甲狀腺腫} 繒{粗針大綫地縫，相當於“絎”}
∅	ĩŋ	去聲	飲{~馬} 印 窨{地~子} 蔭{背光：屋子~很} 應 映 孕{~育} 穎 又 胤{①子孫繁衍；②植物自根部向四周繁生幼苗；③火勢由小變大或向四周蔓延}
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	∅
@FIN	ŋ̍
@TON	平聲	213

<空行>
// Initial	Final	Tone	CharList (Space separated)
∅	ŋ̍	平聲	嗯{應答聲}
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	t	tʰ	n	l	ts	tsʰ	s	tʃ	tʃʰ	ʃ	ʒ	k	kʰ	x
@FIN	ũŋ
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44
@TON	輕聲	21

// Initial	Final	Tone	CharList (Space separated)
t	ũŋ	平聲	敦 墩 蹲 東 冬 咚
t	ũŋ	上聲	盹{小睡：打個~就走} 懂 董 □{魯莽、不計後果地做事：把麻達~下下了（把禍闖下了）}
t	ũŋ	去聲	盾 遁 頓 噸 屯 囤{糧食~子} 炖 鈍 沌 凍 棟 洞{動~靜} 峒{崆~山}
tʰ	ũŋ	平聲	豚 臀 通 同 銅 桐 童 瞳 潼 彤 佟{姓} 茼{~蒿} 樋 囤
tʰ	ũŋ	上聲	桶 筒 捅 統
tʰ	ũŋ	去聲	痛 洞{門~；口~} 勁{~彈}
n	ũŋ	平聲	儂
l	ũŋ	平聲	崙 昆{~山} 籠 聾 農 膿 隆 龍 瓏 儂 膿
l	ũŋ	上聲	攏 隴 壟 □{~~：舊時竹篾等編的用於提東西的器具}
l	ũŋ	去聲	嫩 論{議~} 弄
l	ũŋ	輕聲	囡{囝~}
ts	ũŋ	平聲	尊 遵 宗 粽 蹤 鬃
ts	ũŋ	上聲	總
ts	ũŋ	去聲	粽 綜 蹤 縱 慫{~恿}
tsʰ	ũŋ	平聲	存 村 聰 蔥 匆 囪 從 叢 重{再一次、重新做某事：~寫作業}
tsʰ	ũŋ	上聲	忖
tsʰ	ũŋ	去聲	寸
s	ũŋ	平聲	孫 嵩 松 凇 藔{~}
s	ũŋ	上聲	損 筍
s	ũŋ	去聲	送 宋 訟 頌{歌~} 誦{~朗}
tʃ	ũŋ	平聲	中{~心} 衷 忠 終 鐘 鐘 盅{酒~}
tʃ	ũŋ	上聲	中{射~} 准 準 冢 種{~類} 腫
tʃ	ũŋ	去聲	眾 重{~量} 種{~子}
tʃʰ	ũŋ	平聲	春 椿 唇 純 醇 蟲 沖 充 崇 鶉 重{~複} 舂{~米}
tʃʰ	ũŋ	上聲	蠢 寵 銃{放~}
tʃʰ	ũŋ	去聲	重{東西很沉}
ʃ	ũŋ	平聲	□{多指女的比較風騷，含貶義} □{讓人掃興：錢著人偷了，~得很}
ʃ	ũŋ	去聲	順 舜
ʒ	ũŋ	平聲	戎{威~：地名} 絨 茸
ʒ	ũŋ	上聲	冗
ʒ	ũŋ	去聲	潤 閏
k	ũŋ	平聲	工 公 功 攻 蚣{蜈~} 弓 躬 宮 恭 供{~給}
k	ũŋ	上聲	滾 汞 拱{~手}
k	ũŋ	去聲	棍 貢 供{~銷} 共 拱
kʰ	ũŋ	平聲	空{~虛} 崆 坤
kʰ	ũŋ	上聲	昆 捆 孔 控 恐 鞏 啃{~乾饅頭}
kʰ	ũŋ	去聲	困 空{~缺}
x	ũŋ	平聲	昏 婚 魂 葷 紅 虹 宏 哄 鴻 弘 旬 餛{~飩} 掏{~出去：趕出去}
x	ũŋ	上聲	烘 哄{~騙} 轟
x	ũŋ	去聲	混 洪{~水} 渾{~濁} 橫{蠻~}
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	tʂ	ʂ	k	kʰ	x	∅
@FIN	ɑ
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44
@TON	輕聲	21

// Initial	Final	Tone	CharList (Space separated)
p	ɑ	平聲	八 巴 疤 爸 芭 把{介詞}
p	ɑ	上聲	把{~握：量詞，一~~土} 厄{~屎：大便}
p	ɑ	去聲	霸 灞 抦 柄 垻 塌 罷
p	ɑ	輕聲	吧{語氣詞}
pʰ	ɑ	平聲	爬 耙 琵{~琶} 耙{~地} 拔 鈀{~子：金屬做成的織地毯的工具}
pʰ	ɑ	上聲	□{形容土地疏鬆、肥沃}
pʰ	ɑ	去聲	怕 帕 耙{一種農具} 罷{表完結：飯吃~了}
pʰ	ɑ	輕聲	巴{尾~}
m	ɑ	平聲	麻 嘛 媽 蟆{蛤~} 抹{擦拭：~桌子}
m	ɑ	上聲	馬 碼{~子} 螞
m	ɑ	去聲	罵 嘛 嗎{語氣詞，表示疑問}
f	ɑ	平聲	法 發{~財，頭~} 乏 伐 筏 罰
v	ɑ	平聲	蛙{青~} 挖 襪 娃 媧 女{~補天} 洼 鴰{老~：烏鴉的俗稱} 搲{抓}
v	ɑ	上聲	瓦{名詞} 哇{擬聲詞，形容小孩的哭聲} □{舀取} □{黏~~：很黏} □{指人不高興時拉長臉：你媽不高興了，臉~得長很}
v	ɑ	去聲	瓦{~房} 窪 岵 陽{~：地名} □{小孩子連蹦帶跳地跑遠：把娃娃看好，不要著~了}
t	ɑ	平聲	大1{~~：對家族裏和自己父親輩分相同而年紀比較小的男子的稱呼，一般以排行為序，二~~、三~~，最小的叫碎~~} 大2{對父親的背稱} 答 嗒{瘩~} 嗒{擬聲詞} 妲{~己}
t	ɑ	上聲	打
t	ɑ	去聲	大{~小}
tʰ	ɑ	平聲	塔 踏 塌{~本} 拓{~章子：蓋章} 榻 他 她 它 沓{量詞} 塌 溻{~濕} 獺{水~} 彈{動~}
n	ɑ	平聲	拿 納 捺 娜 哪{~搭：哪裏} 衲{用密度很高的絲線縫鞋底、鞋幫子：~鞋底} □{~我：讓我}
n	ɑ	上聲	那 哪 捺{又}
l	ɑ	平聲	拉 垃 蜡 腊 鑞 錫 辣 喇{頭~，一種頭上的皮膚病} 邋{~邋} 邋{做事馬虎，不認真}
l	ɑ	上聲	喇{~叭}
l	ɑ	去聲	落{~在後面}
ts	ɑ	平聲	渣 楂 閘 扎 雜 咋 砸 鍘 紮 軋 睫{眼~毛} 劄{用針~} 乍 眨 炸{~油} 咂{用力吸} □{程度副詞，很，極：把人氣~了}
ts	ɑ	上聲	拃{拇指和中指伸開的長度，一般約為七寸：一~} 斫{劈、剁碎：~柴、~肉} □{頭髮乾枯、粗硬叫~}
ts	ɑ	去聲	匝{量詞：一~} 鋼 榨 彈 柵 炸{~水：地名} 爹{~一起：人和動物的四肢、樹枝等揚起、張開}
tsʰ	ɑ	平聲	茶 查 插 察 擦 檫 杈 茬 衩{~褲} 差{~不多，~別，參~} 礤{~子：廚具} □{飯、粥等煮熟後繼續在鍋裏熬：趕緊吃，飯~完了}
tsʰ	ɑ	上聲	叉 岔{分開} □{~利：指人做事利索、爽快} □{擬聲詞，指玻璃等破碎的聲音}
tsʰ	ɑ	去聲	岔{趙家~：地名} 搽{~粉} □{（老鼠等）咬：老鼠把袋子~了} □{身處陌生的環境而感到緊張、不自在：人多著把娃娃~住了}
s	ɑ	平聲	沙 紗 砂 莎 殺 靸{~鞋：拖鞋}
s	ɑ	上聲	洒 厦{~房：偏房} 薩 撒{~種}
s	ɑ	去聲	啥 撒{~糞}
tʂ	ɑ	平聲	這{~兒：近指代詞，這裏} □{頭或手長時間舉著：~得人脖子疼很}
tʂ	ɑ	上聲	這{又}
ʂ	ɑ	平聲	□{耷拉著眼皮，指人疲憊的狀態：眼皮一直~著呢}
ʂ	ɑ	上聲	傻 □{白~~：顏色較白}
k	ɑ	平聲	尕 小 嘎{擬聲詞，鵝、鴨子等的叫聲}
k	ɑ	上聲	尬{尷~} □{鴨~：大雁的俗稱}
kʰ	ɑ	上聲	卡{~車}
kʰ	ɑ	輕聲	咔{“給一下”的合音}
x	ɑ	平聲	哈 蛤{~蟆} 瞎
x	ɑ	去聲	嚇{~唬} 下{~降}
∅	ɑ	平聲	阿{~姨} 啊{擬聲詞，表示應答、驚嘆等}
∅	ɑ	上聲	阿{~哥} 啊{應答聲，多表示肯定}
∅	ɑ	去聲	啊{發語詞：~你啥時來呢？}
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	p	pʰ	m	t	tʰ	n	l	ts	tsʰ	s	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	ŋ	x	∅
@FIN	ɔu
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
p	ɔu	平聲	包 剝{~皮}
p	ɔu	上聲	褒 保 堡 寶 飽 褓
p	ɔu	去聲	報 抱 暴 孢{~小雞} 鮑{~魚} 豹 爆 曝{~曬} □{~君：蝗蟲} □{ləu⁴⁴ləu⁴⁴：老鷹的俗稱}
pʰ	ɔu	平聲	袍 胞 拋 刨 剖{~解} 咆 脖{~尿：膀胱} □{用手將分散的東西找到一起：把麥子~著一搭}
pʰ	ɔu	上聲	跑
pʰ	ɔu	去聲	炮 泡 鮑{姓} 砲 雹 鉋
m	ɔu	平聲	毛 貓 矛{~盾} 茅 錨 □{猜：你~我吃的啥}
m	ɔu	上聲	卯 鉚{~釘} 峁{山~：山頭}
m	ɔu	去聲	貿 貌 茂 帽 冒
t	ɔu	平聲	刀 叨 □{~價：買東西時砍價}
t	ɔu	上聲	禱 導 倒{~打島}
t	ɔu	去聲	道 到 倒{~水} 盜 鑄{~個鋁鍋} 鍋
tʰ	ɔu	平聲	滔 濤 逃 淘 陶 桃 洮{臨~：地名} 掏 萄{葡~}
tʰ	ɔu	上聲	稻 討
tʰ	ɔu	去聲	套
n	ɔu	平聲	撓 饒
n	ɔu	上聲	腦 惱 坳{山~：指深山最裏面}
n	ɔu	去聲	鬧 澇{①味苦：~人；②使藥物中毒：把老鼠~死了}
l	ɔu	平聲	勞 撈 牢 嘮 醪{~糟} 烙{餄~} 鐒{峁~：角落}
l	ɔu	上聲	老
l	ɔu	去聲	澇
ts	ɔu	平聲	糟 遭 □{~niəu⁵²人：抓癢癢}
ts	ɔu	上聲	早 澡 棗 找 爪{多，~子}
ts	ɔu	去聲	皂 蚤 造 灶 罩 笊{廚具：~~（兒）} 噪 燥 躁{暴~} □{~雞：正在孵小雞的老母雞}
tsʰ	ɔu	平聲	操 曹 槽 抄 鈔 剿{~匪} 巢
tsʰ	ɔu	上聲	炒 吵 草 馱{~驢：母驢}
tsʰ	ɔu	去聲	糙 翹{~起} 鈔{又} 噪 燥 躁{又}
s	ɔu	平聲	臊{~味：尿等的氣味} 稍 捎 潲{~水：灑水} 騷{~輕：輕狂，多指小孩}
s	ɔu	上聲	掃 嫂 稍 □{動詞，很隨意地瞥一眼}
s	ɔu	去聲	臊{~子面} 掃{~帚} 潲{~雨} 騷{①打攪別人：~攪；②指人運氣不好}
tʂ	ɔu	平聲	招 召 昭 沼 朝{~陽} 著{~禍：闖下大禍}
tʂ	ɔu	去聲	趙 照
tʂʰ	ɔu	平聲	潮 超 朝{~代} 晁{姓} □{形容人傻，腦子有缺陷，罵人的話：你真個~著呢} □{~人：吃油膩的食物引起的惡心之感}
ʂ	ɔu	平聲	燒{~火做飯} 韶 紹 □{指人異想天開，妄圖不勞而獲的舉動，罵人的話}
ʂ	ɔu	上聲	少 多{~}
ʂ	ɔu	去聲	少{~年} 邵{姓} 燒{早~晚~：朝霞晚霞}
ʐ	ɔu	平聲	饒 橈{~}
ʐ	ɔu	上聲	擾 繞{~線}
ʐ	ɔu	去聲	照{~鏡子} 耀{因光線過於強烈或反光而使眼睛不適：太陽~人很}
k	ɔu	平聲	高 羔 篙
k	ɔu	上聲	搞 稿 糕 皋{~丸} 膏{~牙~} 稿
k	ɔu	去聲	誥 告 膏{~油}
kʰ	ɔu	平聲	□{小孩口頭語，表示理所當然的語氣：我~吃飯}
kʰ	ɔu	上聲	考 烤 拷
kʰ	ɔu	去聲	靠 銬 犒 亢{~天~了：天旱了}
ŋ	ɔu	平聲	熬 遨 翱
ŋ	ɔu	上聲	襖 坳
ŋ	ɔu	去聲	傲 懊 澳 奧 鏊{烙餅用具}
x	ɔu	平聲	蒿 薅{~草：除草} 毫 豪 壕 耗 嚎
x	ɔu	上聲	好{~壞}
x	ɔu	去聲	浩 昊 號 好{喜~}
∅	ɔu	平聲	嗷{應答聲}
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	t	tʰ	l	ts	tsʰ	s	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	ŋ	x
@FIN	əu
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
t	əu	平聲	都{~是} 簍{背~}
t	əu	上聲	斗{量糧食的器具} 抖 陡 兜 蚪{~蜊~}
t	əu	去聲	豆 逗 痘 斗 竇 □{用手觸摸：不要~了} □{拼合，湊：用碎布~個門簾}
tʰ	əu	平聲	偷 頭 投
tʰ	əu	上聲	敨{抖掉塵土等：把衣裳上的土~了} □{賤賣：把些爛白菜便宜~了就回；不珍惜某物輕易糟蹋}
tʰ	əu	去聲	透
l	əu	平聲	□{勾~~：撓別人的敏感地帶，如腋窩、脖子等，使發笑}
l	əu	去聲	□{~~pəu⁴⁴：老鷹的俗稱}
ts	əu	平聲	鄒 □{~~：蜘蛛的俗稱}
ts	əu	上聲	走
ts	əu	去聲	揍 奏 皺 驟 暴{風~雨} 绉
tsʰ	əu	平聲	愁 搊{手扶住一端用力向上使物體立起或翻倒：~起來} 揪{往上~} 惆{~悵}
tsʰ	əu	上聲	瞅
tsʰ	əu	去聲	湊 □{等一段時間再做某事：~咔了再吃飯}
s	əu	平聲	搜 颼
s	əu	上聲	叟 瞍 餿{飯~了} □{①蟲子等咬、鑽：麥子叫蟲~了；②蝨子在人身上爬：蝨子~我脊背著呢}
s	əu	去聲	餿 瘦 嗖 嗽
tʂ	əu	平聲	州 洲 周 舟 粥 刯{~~雞娃：小雞崽} 妯
tʂ	əu	上聲	肘 宙 洲 托{舉}
tʂ	əu	去聲	紂{~王} 咒 晝 宙 晝
tʂʰ	əu	平聲	抽 綢 籌 仇 酬 稠 惆
tʂʰ	əu	上聲	丑 醜
tʂʰ	əu	去聲	臭{~味}
ʂ	əu	平聲	收 仇{~人，結~}
ʂ	əu	上聲	手 守 首
ʂ	əu	去聲	授 售 獸 受 壽
ʐ	əu	平聲	柔 揉 糅
ʐ	əu	上聲	蹂{用腳使勁踩}
ʐ	əu	去聲	肉
k	əu	平聲	勾 鈎 溝 尻{~子：屁股}
k	əu	上聲	狗 苟 枸{~杞} 垢
k	əu	去聲	夠 構 購 嗝{打~} 垢
kʰ	əu	平聲	摳 扣{把碗~到桌子上}
kʰ	əu	上聲	口
kʰ	əu	去聲	叩 扣{~錢} 寇 蔻
ŋ	əu	平聲	歐 毆 甌 鷗 嘔{~吐}
ŋ	əu	上聲	藕 偶 嘔
ŋ	əu	去聲	慪 漚
x	əu	平聲	候 侯{姓} 猴 喉 瘊{~子} □{肘~：一種木偶戲}
x	əu	上聲	吼
x	əu	去聲	后 逅{邂~} 厚 後
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	ŋ	x
@FIN	ə̃ŋ
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
p	ə̃ŋ	平聲	奔 錛 逩 崩 繃 嘣{擬聲詞}
p	ə̃ŋ	上聲	本
p	ə̃ŋ	去聲	笨 迸 泵 □{用手、腳伸到不已到達的地方去接觸或拿來：太高了，~不著}
pʰ	ə̃ŋ	平聲	噴{~水} 盆 朋 棚 膨 篷 蓬 彭 鵬
pʰ	ə̃ŋ	上聲	捧 怦{心跳的聲音} 砰{擬聲詞} 烹
pʰ	ə̃ŋ	去聲	噴{~嚏} 碰
m	ə̃ŋ	平聲	門 們 燜 盟 萌 蒙 矇{~蟲}
m	ə̃ŋ	上聲	猛
m	ə̃ŋ	去聲	悶 孟{~子} 懵{~懂} 夢 笨{指人手腳不伶俐，~手~腳}
f	ə̃ŋ	平聲	分 芬 紛 焚 墳 風 縫{~衣服} 逢 鋒 蜂 峰 烽 豐 瘋 楓 馮 封
f	ə̃ŋ	上聲	粉 諷
