tsɿ55资姿咨兹滋嗞孳吱{~声儿}孜淄辎
ku55沽辜轱咕估姑骨{~朵}箍孤
ku35骨{~头}
ku214鼓古骨谷股
ku51雇顾故估{~衣}菇{~蔫儿}
kʰu55窟枯哭
kʰu214苦
kʰu51库裤酷
xu55糊乎呼呼忽惚
xu35壶胡湖蝴葫蝴核和{~了}狐弧
xu214浒虎唬
xu51户护糊{粥状食物}互沪
tʂu55朱珠株蛛诸猪
tʂu35烛逐竺竹
tʂu214主拄煮嘱
tʂu51贮注炷柱住驻祝著助筑铸
tʂʰu55初出
tʂʰu35厨橱除锄刍雏
tʂʰu214褚储楚础杵处
tʂʰu51畜愤处触
ʂu55梳蔬叔殊输舒书
ʂu35熟=塾赎秫
ʂu214数暑薯鼠
ʂu51树竖漱数术墅恕
ʐu35儒如茹
ʐu214辱乳汝孺
ʐu51褥入
tsu55租
tsu35卒族足
tsu214祖阻组
tsʰu55粗
tsʰu214促-{~~}
tsʰu51醋蹙促=
su55苏酥
su35俗
su51宿塑谡诉素嗦速肃
u55巫诬乌呜屋
u35无吴
u214武舞五伍捂午侮
u51误恶悟焙晤戊务雾勿物
ny214女
ly35驴
ly214旅屡缕捋吕履铝
ly51率虑滤律氯绿
tɕy55车拘居驹铜鞠
tɕy35局桔菊焗橘
tɕy214咀=沮矩=举
tɕy51巨句苣拒具炬俱剧距惧锯聚
tɕʰy55区曲岖驱屈蛆躯悛趋蛐
tɕʰy35渠瞿
tɕʰy214曲苣取娶龋
tɕʰy51去趣
ɕy55戌吁须胥虚墟需嘘
ɕy35徐
ɕy214许栩
ɕy51旭序叙恤绪续絮婿蓄
y55迂吁淤
y35于余盂鱼俞娱渔隅愉瑜榆虞愚
y214与予屿宇羽雨禹语
y51玉驭芋吁郁育狱浴预欲域尉遇喻御裕愈誉蜮熨豫
pa55捌八扒叭巴疤芭吧
pa35拔
pa214靶把㞎{粪便}
pa51霸坝罢耙把爸跋{~䟭}
pʰa55啪叭
pʰa35扒耙爬趴
pʰa51怕
ma55抹蚂{~螂}妈
ma35麻吗
ma214马码吗{~啡}蚂
ma51骂
ma0吗嘛
fa55发法{没~儿}
fa35罚乏伐阀=垡伐法{~子}
fa214法{~律}砝珐-{~琅}
fa51阀-珐=发{理~}法{~国}
ta55褡{~裢}搭嗒答耷
ta35达鞑打{量词}答沓
ta214打
ta51大
ta0瘩{疙~}
tʰa55他她它褟塌趿{~拉}踏{~实}
tʰa214塔獭鳎{~目鱼}
tʰa51拓踏
tʰa0遢{邋~}蹋{糟~}
na55那{姓}
na35拿
na214哪
na51那娜捺呐纳
na0哪
la55拉啦邋
la35拉{用刀割}喇{哈~子}旯{旮~}
la214拉{半~}喇{~叭}
la51落{遗漏}蜡腊辣蝲{~~蛄}镴{锡~}
la0蓝{苤~}鞡{靰~}啦
ka55胳{~肢窝}嘎旮咖{~喱}痂
ka35尜{~~}
ka214嘎玍尬{馗~}
ka51嘎{~悠}尬=
kʰa55蔼喀{~嚓}咔咖
kʰa35卡
kʰa214卡咔咯
xa55哈
xa35蛤
xa214哈{~唬}
xa51哈{~巴}
tʂa55渣楂喳扎咋查{姓}
tʂa35闸铡炸扎{~挣}轧
tʂa214眨拃
tʂa51吒栅奓{张开}乍炸诈榨挓{~挲}
tʂʰa55差碴{胡子拉~}喳插叉杈
tʂʰa35茬茶搽查碴察叉
tʂʰa214踏镲叉衩
tʂʰa51差刹=岔叉衩杈
ʂa55沙痧裟莎鲨砂杀刹杉{~篙}煞
ʂa214傻
ʂa51霎厦沙{~出去}煞
ʂa0挲
tsa55扎匝咂
tsa35砸咱{~家}杂
tsʰa55擦嚓
a55阿啊
a35啊
a214啊
a51啊
a0啊
pia51吧{象声}
pʰia55吧{又音}
pʰia55吧{又音}
mia55抹{~叽(吃)}
lia214俩
tɕia55家傢夹佳加袈嘉枷
tɕia55夹
tɕia214贾甲钾假
tɕia51嫁价假驾架
tɕia0稼
tɕʰia55掐
tɕʰia35卡{夹在中间}
tɕʰia214卡
tɕʰia51恰洽
ɕia55瞎虾
ɕia35峡侠狭辖匣霞暇
ɕia51下吓夏厦
ia55丫压呀鸦押鸭
ia35涯崖牙芽蚜衙
ia214哑雅亚-
ia51亚=压轧
ia0呀
kua55刮瓜呱
kua214寡剐
kua51褂挂卦
kua0鸹
kʰua55夸
kʰua214垮侉
kʰua51挎跨胯
xua55化{~钱}花哗
xua35划滑猾华哗
xua51话画划化华=桦
tʂua55抓髽{~鬏}
tʂua214爪
tʂʰua55欻{象声}
tʂʰua214抓{~子儿}蹅{又音，~雨}
tʂʰua51䫄{~利(手脚快)}
ʂua55刷
ʂua214耍
ʂua51刷
ʐua35挼{皱}
ua55洼哇蛙挖凹娲
ua35娃
ua214瓦
ua51袜瓦
ua0哇
po55饽拨播钵波=菠玻剥鹁-簸
po35鹁=脖勃博薄=搏泊=箔柏帛伯驳
po214跛簸={~箩}
po51薄簸{~箕}
po0卜
pʰo55泼泊=颇
pʰo35婆
pʰo214叵笸
pʰo51迫珀破魄泊-
mo55摸
mo35摹模膜摩磨蘑魔
mo214抹
mo51末没茉抹沫陌脉=莫漠寞墨默磨
fo35佛
tuo55多哆剟
tuo35夺铎
tuo214朵躲
tuo51舵惰堕垛剁跺
tʰuo55脱拖托
tʰuo35砣鸵陀驼驮
tʰuo214椭妥朵-躲{又音，~不过去}
tʰuo51拓唾=
nuo35挪
nuo51懦糯诺
luo55捋啰{~嗦}
luo35螺骡罗逻萝箩锣摞{重叠}裸
luo214瘰{~疬}裸
luo51摞洛=落骆络=
kuo55郭蝈锅
kuo35国
kuo214椁果裹馃
kuo51过
kʰuo51廓扩阔括
xuo55豁耠劐嚄攉
xuo35活和
xuo214火伙夥
xuo51豁祸霍获或惑和{~拉}和{动词}货
tʂuo55涿=捉拙=桌
tʂuo35着=琢啄涿浊镯酌茁拙
tʂʰuo55戳
tʂʰuo214戳{~个儿}
tʂʰuo51绰
ʂuo55说
ʂuo51妁烁
ʐuo51弱若
tsuo55作嘬
tsuo35昨琢{~磨}凿{~实}
tsuo214左佐撮
tsuo51作坐柞=座做痤{~疮}
tsʰuo55搓撮挫-
tsʰuo35锉痤-{~疮}
tsʰuo51挫=措锉错
suo55梭蓑嗍{~奶头}缩
suo214所索唢琐锁
uo55涡窝莴蜗踒{~折}喔
uo35喔{吆喝牲口左转}
uo214我
uo51沃卧握
tɤ55嘚{~啵}
tɤ35得德
tɤ51大{又音}
tɤ0的地得脦
tʰɤ51特
tʰɤ0脦{肋~}
nɤ35哪{~吒}
nɤ214哪{~样儿}
nɤ51那{又音}
nɤ0呢
lɤ55肋勒-
lɤ51乐勒=
lɤ0了饹{饸~}
kɤ55割哥歌戈疙鸽搁咯胳
kɤ35革膈嗝隔阁格各{~人}胳{~肢}
kɤ214各{古怪}嗝{~儿(死)}个{自~儿}葛
kɤ51个各
kʰɤ55颏磕嗑瞌苛棵颗科蝌
kʰɤ35颏咳壳揢
kʰɤ214渴可
kʰɤ51刻嗑克课骒客
xɤ55呵嗬喝
xɤ35核河何荷合盒禾和貉=饸{~饹}
xɤ51鹤赫荷吓褐喝和贺
tʂɤ55遮折蜇
tʂɤ35折哲蜇辙浙-
tʂɤ214褶者赭
tʂɤ51浙=这蔗嘛仄
tʂɤ0着
tʂʰɤ55车
tʂʰɤ214扯
tʂʰɤ51澈撤彻掣
ʂɤ55奢赊猞麝-
ʂɤ35蛇折舌佘
ʂɤ214舍
ʂɤ51涉社设赦摄舍射麝
tsɤ35责则泽择
tsɤ51仄=
tsʰɤ51测厕侧策册
sɤ51涩塞瑟啬色
ɤ55阿
ɤ35额蛾俄鹅娥讹吡
ɤ214恶{~心}
ɤ51恶扼鳄鄂饿
piɛ55瘪憋鳖
piɛ35别
piɛ214瘪
piɛ51别{(撬，窝)~直}
pʰiɛ55撇瞥
pʰiɛ214撇苤
miɛ55咩
miɛ51灭蔑篾
tiɛ55跌爹
tiɛ35谍碟牒喋蝶迭叠
tʰiɛ55帖贴
tʰiɛ214帖铁
tʰiɛ51帖
niɛ55捏
niɛ35苶{疲倦}
niɛ51聂蹑镊孽
liɛ55咧
liɛ214裂咧
liɛ51列烈裂趔劣=猎
tɕiɛ55秸结节{树~子}疖接揭阶街
tɕiɛ35洁桔{~梗}结截劫节捷睫竭杰
tɕiɛ214解姐
tɕiɛ51褯戒诫介疥芥界蚧借解届
tɕʰiɛ55切
tɕʰiɛ35茄伽
tɕʰiɛ214且
tɕʰiɛ51妾锲怯切窃
ɕiɛ55楔楔些蝎歇
ɕiɛ35鞋挟谐偕邪携斜协胁
ɕiɛ214写血
ɕiɛ51亵泻械=泄卸谢解澥蟹屑
iɛ55耶椰掖噎
iɛ35爷
iɛ214冶野也
iɛ51夜液腋谒页业叶咽
nyɛ51疟虐
lyɛ214掠-
lyɛ51掠=略
tɕyɛ55撅噘
tɕyɛ35觉蕨橛爵嚼=角决掘绝
tɕyɛ214蹶{~子}
tɕyɛ51倔
tɕʰyɛ55缺
tɕʰyɛ35瘸
tɕʰyɛ51却鹊榷雀确
ɕyɛ55靴薛削=
ɕyɛ35学穴踅
ɕyɛ214雪血
ɕyɛ51血=穴-
yɛ55曰约
yɛ214哕
yɛ51悦阅越钺跃岳粤月乐
pai55掰
pai35白
pai214百柏伯摆把{又音}
pai51败拜稗
pʰai55拍
pʰai35排牌
pʰai214排迫
pʰai51湃派
mai35埋霾
mai214买
mai51麦卖迈脉
tai55呆逮
tai214歹傣逮
tai51戴带大代黛贷岱待怠殆逮
tʰai55胎苔-
tʰai35台苔=抬邰
tʰai214肽{男阴}
tʰai51泰太汰态
nai214哪{又音}乃奶
nai51奈耐
lai35来涞莱
lai51赖癞籁
kai55该垓赅
kai35概{~搂}
kai214改
kai51盖钙溉概
kʰai55开揩
kʰai214慨楷锴铠凯
kʰai51忾
xai55嗨咳海{多}㨙{揳}
xai35孩还
xai214海
xai51害瞎亥氦骇
tʂai55斋摘侧{~棱}
tʂai35宅择翟
tʂai214窄
tʂai51债寨
tʂʰai55差拆钗
tʂʰai35柴豺
ʂai55筛
ʂai214色
ʂai51晒
tsai55灾栽哉
tsai214宰载崽
tsai51载再在
tsʰai55猜
tsʰai35裁才材财
tsʰai214采睬踩彩
tsʰai51菜蔡
sai55塞腮鳃
sai51塞赛
ai55哀哎埃挨唉捱
ai51隘艾碍唉爱嗳暧
kuai55掴乖
kuai214拐
kuai51怪
kʰuai214蒯㧟□{行走}
kʰuai51会侩脍块快筷
xuai35淮怀槐踝徊
xuai51坏
tʂuai55拽
tʂuai214转{~文}践
tʂuai51踹膪拽
tʂʰuai214揣
ʂuai55衰摔
ʂuai214甩
ʂuai51率蟀帅
uai55歪㗏
uai35㗏
uai51外
pei55杯悲背卑碑
pei214北
pei51焙倍蓓悖备惫背楷贝狈被鐾
pei0呗臂
pʰei55呸胚丕
pʰei35培赔陪裴
pʰei51沛配佩辔
mei35没糜煤媒玫枚霉莓梅酶眉嵋楣鹛
mei214美每
mei51谜{~儿}寐昧魅妹袂媚
fei55非扉菲啡蜚鲱绯飞妃蜚-
fei35肥淝
fei214斐悱诽菲匪蜚=翡
fei51吠痱废芾肺沸费狒
tei55逮-
tei214得
nei214哪{又音}馁
nei51内那{又音}
lei55勒
lei35羸雷擂擂累{~赘}蕾
lei214耒蕾=磊累儡垒
lei51泪类擂累肋
lei0嘞
kei214给
kʰei55剋
xei55黑嘿
xei51嘿
tʂei51这{又音}
ʂei35谁-
ʂei51屎{又音}
tsei35贼
tsei51子{又音}
tsʰei214𤭢{难看}
tsʰei51𤭢
sei55塞
ei55欸
ei35欸
ei214欸
ei51欸
tuei55堆
tuei214㨃{推打}
tuei51兑对队
tʰuei55忒推
tʰuei35颓
tʰuei214腿
tʰuei51蜕退熄褪
tʂuei55隹椎锥追
tʂuei51惴赘缒缀坠
tʂʰuei55炊吹
tʂʰuei35椎槌垂棰捶锤
ʂuei35谁=
ʂuei214水
ʂuei51说税睡
ʐuei35蕤
ʐuei214蕊
ʐuei51锐瑞
tsuei55堆
tsuei214嘴
tsuei51最醉罪
tsʰuei55崔催
tsʰuei214璀
tsʰuei51淬瘁悴粹萃啐翠脆
suei55虽尿
suei35遂隋随绥髓
suei214髓
suei51碎遂邃燧隧岁穗祟
uei55威葳撼煨微逶巍危
uei35为韦=闱违=围惟唯帷维潍
uei214伪炜玮伟纬违-委痿诿韦-萎猥尾
uei51为未味畏喂胃渭谓猬遗魏位卫尉慰蔚
pɑu55褒包炮苞胞剥
pɑu35雹薄
pɑu214宝保堡饱鸨
pɑu51报暴爆豹抱刨鲍=
pʰɑu55泡抛剖-
pʰɑu35炮袍跑{用脚刨}刨狍
pʰɑu214跑
pʰɑu51泡
mɑu55猫
mɑu35毛旄髦牦锚猫矛茅蟊
mɑu214卯铆
mɑu51茂冒帽貌贸
tɑu55刀叨
tɑu35倒叨
tɑu214祷蹈倒捣导
tɑu51盗悼道到倒稻
tʰɑu55涛掏滔绦
tʰɑu35逃桃眺淘萄啕陶
tʰɑu214讨
tʰɑu51套
nɑu55孬
nɑu35挠蛲铙
nɑu214恼瑙脑
nɑu51闹
lɑu55捞唠
lɑu35牢劳痨崂醪{~糟}
lɑu214老佬姥
lɑu51涝耢烙落酪
kɑu55高膏篙羔糕睾
kɑu214搞镐稿
kɑu51膏告
kʰɑu214考烤拷
kʰɑu51铐靠犒
xɑu55蒿薅
xɑu35豪壕嚎毫蚝号嗥貉
xɑu214好郝
xɑu51耗号浩皓好
tʂɑu55着朝钊招昭召-
tʂɑu35着
tʂɑu214沼找爪
tʂɑu51肇赵罩策兆召=照
tʂʰɑu55焯抄钞超巢
tʂʰɑu35朝潮嘲晁巢=
tʂʰɑu214炒吵
ʂɑu55烧鞘梢捎筲稍艄
ʂɑu35勺芍韶苕
ʂɑu214少
ʂɑu51捎{~色}哨稍{~息}少邵绍
ʐɑu55遶{快走}
ʐɑu35饶
ʐɑu214扰娆绕
ʐɑu51绕
tsɑu55糟遭
tsɑu35凿
tsɑu214枣早澡藻
tsɑu51灶燥噪躁造皂
tsɑu0蚤
tsʰɑu55糙操
tsʰɑu35曹漕槽
tsʰɑu214草
tsʰɑu51肏
sɑu55臊搔骚缫
sɑu214嫂扫
sɑu51臊扫
ɑu55熬凹=嗷
ɑu35鏖敖熬翱
ɑu214袄
ɑu51傲奥澳懊拗
piɑu55标镖膘骠飙彪
piɑu214表裱婊
piɑu51膘鳔
pʰiɑu55漂剽=飘缥
pʰiɑu35朴剽-瓢嫖
pʰiɑu214漂{~白}瞟莩殍
pʰiɑu51票漂骠=
miɑu55喵
miɑu35苗描瞄鹊
miɑu214秒渺藐淼
miɑu51庙妙缪
tiɑu55貂凋碉雕刁叼
tiɑu214屌
tiɑu51调掉吊钓
tʰiɑu55挑
tʰiɑu35条调迢髫笤
tʰiɑu214窕挑
tʰiɑu51眺跳粜
niɑu214袅鸟
niɑu51尿
liɑu55撩瞭
liɑu35聊寮潦燎撩嘹僚獠缭寥疗辽
liɑu214蓼潦=燎了
liɑu51廖料尥撂缭了
tɕiɑu55浇交茭蛟胶郊教椒娇骄焦蕉礁
tɕiɑu35嚼矫
tɕiɑu214较-铰皎狡饺绞搅矫侥缴脚角剿
tɕiɑu51窖觉校较=教酵=叫嚼{倒~}轿
tɕʰiɑu55敲磷悄橇锹
tɕʰiɑu35翘=乔荞桥侨憔樵瞧
tɕʰiɑu214巧雀
tɕʰiɑu51窍壳翘鞘峭俏撬
ɕiɑu55骁肖消宵逍霄硝削销哮=嚣枭萧潇箫
ɕiɑu35淆
ɕiɑu214小晓筱
ɕiɑu51校效孝哮-酵-肖笑啸
iɑu55要腰夭妖幺吆约
iɑu35尧姚肴爻窑谣遥瑶摇徭
iɑu214窈杳咬舀
iɑu51疟药要鹞钥耀曜
pou0啵
pʰou55剖=
mou35谋牟眸缪
mou214某
fou35俘{~住}
fou214否缶
tou55都兜
tou214斗抖蚪陡
tou51斗窦读豆痘逗
tʰou55偷
tʰou35头投
tʰou51透
lou55搂䁖{随意的看}
lou35娄耧蒌楼喽蝼偻
lou214楼篓
lou51漏瘘镂露陋
lou0喽
kou55篝佝勾沟钩
kou35佝
kou214苟枸狗
kou51媾诟够勾构购
kʰou55抠眍
kʰou214口
kʰou51寇蔻扣叩
xou55齁
xou35侯疾喉篌猴
xou214吼
xou51厚候后逅
tʂou55州洲诌=舟周㨄粥
tʂou35轴妯
tʂou214肘帚
tʂou51纣宙轴咒皱绉昼骤
tʂou0碡
tʂʰou55抽𫼝{搀扶}
tʂʰou35畴踌筹酬愁雠仇惆稠绸
tʂʰou214瞅丑
tʂʰou51臭
ʂou55收
ʂou35熟
ʂou214守首手狩
ʂou51狩=兽寿受授绶瘦售
ʐou55㖻{象声}
ʐou35柔糅鞣揉蹂
ʐou214㖻{又音}
ʐou51肉
tsou55诌-邹
tsou214走
tsou51奏揍
tsʰou51凑
sou55搜嗖艘飕馊
sou214擞叟
sou51嗽擞
ou55区{姓}讴瓯鸥欧殴呕-
ou214藕偶呕=
ou51沤怄
tiou55丢
niou55妞
niou35牛
niou214扭扭钮纽
niou51拗谬-
liou55溜熘
liou35刘浏流鎏琉硫留瘤榴镏馏
liou214柳绺
liou51六碌溜遛馏馏陆
tɕiou55究鸠阄影揪啾赳纠鹫
tɕiou214酒韭九久灸玖
tɕiou51就鹫=厩救旧白舅疚柩咎
tɕʰiou55秋鳅丘蚯龟囚
tɕʰiou35酋遒求裘逑球虬囚=
tɕʰiou214糗
ɕiou55羞休修修
ɕiou214宿朽
ɕiou51宿袖秀锈绣臭溴嗅
iou55优忧呦幽悠
iou35尤由邮犹油疣莜游
iou214友有酉莠
iou51又右幼佑柚诱釉
pan55斑癍班扳颁般瘢搬
pan214坂板钣版
pan51瓣半拌伴绊扮办
pʰan55攀潘
pʰan35胖蹒蟠盘磐
pʰan51判畔叛襻盼
man55顢
man35蛮瞒埋{~怨}谩蔓馒
man214满螨
man51曼漫慢谩蔓幔
fan55帆番蕃藩幡翻
fan35烦樊蕃繁凡矾
fan214反返
fan51泛范梵贩饭犯樊-
tan55单殚箪郸耽眈聃担丹
tan214掸疸胆
tan51惮弹淡啖氮涎石旦担但蛋
tʰan55坍贪滩瘫摊
tʰan35檀弹痰谈坛昙覃潭谭澹
tʰan214毯忐袒坦
tʰan51探叹炭碳
nan35南楠喃男难
nan51难
lan35阑澜斓谰襕兰拦栏婪褴蓝篮
lan214溇懒览榄揽缆卵
lan51滥烂
kan55干杆矸竿肝甘泔坩柑尴
kan214赶杆秆擀感敢橄
kan51干淦赣
kʰan55刊堪戡勘龛看
kʰan214槛侃坎砍
kʰan51瞰看
xan55顸鼾憨酣蚶
xan35寒汗邯韩含晗函涵
xan214罕喊
xan51汗旱悍焊捍汉翰憾撼
tʂan55占沾粘毡瞻
tʂan214盏斩崭展搌辗暂-
tʂan51湛颤蘸栈占站战绽
tʂʰan55搀掺
tʂʰan35缠单禅蝉婵蟾谗孱潺
tʂʰan214产铲阐谄
tʂʰan51颤忏
ʂan55膻扇煽苫山舢衫珊栅跚删姗
ʂan214闪陕
ʂan51擅嬗善鳝膳鳝鄯缮单禅掸扇骗苫汕疝讪赡
ʐan35髯然燃
ʐan214染冉苒
tsan55簪糌錾
tsan35咱
tsan214攒
tsan51暂=錾=赞
tsan0暂{多~}
tsʰan55餐参
tsʰan35惭蚕残
tsʰan214惨
tsʰan51灿粲璨
san55三参
san214散馓伞
san51散
an55安鞍氨庵鹌
an214揞掩
an51案按黯暗岸
pian55煸蝙=编鞭砭=边
pian214扁蝙-匾贬
pian51辨辩辫卞汴变遍便弁
pʰian55篇偏翩片
pʰian35胼骈蝙便
pʰian51片骗
mian35棉绵眠
mian214腼缅渑免冕勉娩
mian51面
tian55掂滇颠巅
tian214踮=点典碘
tian51淀靛踮-奠垫店惦玷电佃甸殿癜
tʰian55天添
tʰian35甜填恬田
tʰian214忝舔腆殄
tʰian51掭
nian55拈蔫
nian35粘黏鲇年
nian214辇撵捻碾蹍
nian51廿念
lian55联连
lian35帘廉镰怜联连涟链莲鲢
lian214敛脸
lian51恋炼练潋殓链
tɕian55菅煎兼蒹间肩笺歼=缄坚尖艰奸
tɕian214简锏翦剪茧柬拣减碱趼检硷捡睑俭
tɕian51箭间涧锏谏践贱溅饯荐渐鉴监槛见舰剑件建踺毽键健腱
tɕʰian55谦韆牵悭牵铅千迁扞钎仟阡
tɕʰian35前掮潜乾虔黔钱钳荨
tɕʰian214浅遣谴
tɕʰian51歉倩茜堑欠芡嵌纤
ɕian55仙暹跹先鲜掀锨纤=
ɕian35舷弦闲痫娴嫌贤咸涎衔纤-
ɕian214显鲜藓险玁猃
ɕian51宪羡献县现苋腺馅陷限线
ian55焉嫣燕淹阉腌湮烟咽胭殷
ian35颜言阎炎研妍盐严檐岩延蜒筵沿
ian214演兖偃奄掩魇=眼俨衍
ian51堰彦谚唁艳燕酽厌雁赝宴晏咽砚焰验沿
tuan55端
tuan214短
tuan51断段煅椴锻缎
tʰuan55湍
tʰuan35团
nuan214暖
kuan55官棺信关鳏观纶
kuan214管馆
kuan51冠灌罐鹳观贯盥
kʰuan55宽髋
kʰuan214款
xuan55欢獾
xuan35洹桓还环寰鬟
xuan214缓
xuan51宦豢患奂涣痪焕换唤幻
tʂuan55专砖
tʂuan214转
tʂuan51转传赚篆撰
tʂʰuan55穿川
tʂʰuan35传船椽
tʂʰuan214喘
tʂʰuan51串
ʂuan55闩栓拴
ʂuan51涮
ʐuan214阮软
tsuan55躦钻
tsuan214纂
tsuan51攥钻
tsʰuan55撺蹿镩汆
tsʰuan35攒
tsʰuan51窜篡
suan55酸狻
suan51蒜算
uan55豌剜蜿弯湾
uan35完玩顽丸纨
uan214皖绾宛惋碗婉挽晚
uan51蔓万腕
tɕyan55圈捐鹃娟
tɕyan214卷锩
tɕʰyan51眷卷圈倦绢券-
tɕʰyan55圈
tɕʰyan35拳蜷颧权全痊醛泉
tɕʰyan214犬
tɕʰyan51券=劝
ɕyan55宜喧暄轩渲-
ɕyan35旋漩玄悬
ɕyan214癣选
ɕyan51渲=楦旋炫眩绚
yan55渊冤鸳
yan35元园袁辕猿垣原源员圆援媛缘
yan214远
yan51院愿怨苑
pən55奔锛贲
pən214本
pən51奔笨
pʰən55喷
pʰən35盆
pʰən51喷
mən55闷
mən35门扪
mən51闷焖懑
mən0们
fən55分芬吩氛=纷汾
fən35坟焚汾=
fən214粉
fən51粪愤奋分忿份氛-
tən55肫{~腀}
tan51钝
tʰən55怹
nən214恁{你们}
nən51那{又音}
lən55腀{肫~}
kən55根跟
kən35哏
kən214艮
kən51亘艮
kʰən214肯啃恳垦
kʰən51根啃肯{~节儿}
xən55哏
xən35痕
xən214很狠
xən51恨
tʂən55榛臻斟砧甄真贞侦箴针珍胗
tʂən214缜枕诊疹
tʂən51鸩震振赈镇圳朕阵
tʂʰən55嗔抻
tʂʰən35沉辰晨臣尘陈
tʂʰən51衬趁称
tʂʰən0碜伧
ʂən55莘深娠申珅呻伸绅身参糁
ʂən35神什
ʂən214沈审婶
ʂən51慎甚葚=蜃肾渗疹
ʐən35人仁壬任
ʐən214荏稔忍
ʐən51认刃韧仞纫葚=衽任饪妊
tsən214怎
tsən51这{又音}
tsʰən55参
tsʰən35岑
sən55森
ən55恩
ən51摁
pin55濒宾滨槟傧缤斌彬
pin51鬓殡膑
pʰin55拼姘
pʰin35频贫
pʰin214品
pʰin51聘牝
min35民
min214闵悯闽皿敏泯抿
nin35您
lin55拎
lin35麟磷鳞林淋临邻
lin214凛檩
lin51淋吝蔺赁论{~斤卖}
tɕin55津禁襟巾今矜金筋斤
tɕin214谨仅紧锦尽
tɕin51进晋禁噤近劲浸尽烬妗
tɕʰin55亲钦侵
tɕʰin35秦勤芹禽擒噙琴
tɕʰin214寝
tɕʰin51沁吣
ɕin55心芯鑫辛锌新薪欣
ɕin35寻
ɕin51芯信衅
in55音因洇茵姻殷阴荫
in35淫寅吟垠龈银
in214饮尹引蚓隐瘾
in51窨荫印饮
tuən55敦墩礅吨蹲
tuən214趸盹
tuən51沌炖顿囤钝盾遁
