ɦie		埯弦涎贤玄眩延言炎沿蜒筵檐岩盐衍谚			兖演液腋陷艳焰爷（~两个）		
ʔie	蔫胭焉烟腌燕		掩咽淹晏燕宴堰雁厌咽				
tsø	专砖钻毡占沾		展转占战钻赞转瞻				
tsʰø	参灿川穿汆餐		喘阐串蹿篡窜				
d̥z̥ø		椽传缠			传		
sø	删扇煽酸闩栓拴圌（盛谷子的竹制圆囤：~山）		陕闪伞散蒜舍算散骟				
zø		蚕船蝉禅然燃			单善膳缮擅禅（~让）		
kø	肝竿杆秆干		赶干（~部，能~）擀杆（枪~）干（~练）				
kʰø	看						
ŋø					岸		
xø	酣鼾欢唤	寒韩	罕汉熯（用极少的油煎；小火蒸；烘烤）撼翰唤焕	旱	罕汗旱捍□（将就：~~）		
ʔø	安按鞍		案				
kuø	官棺观观冠倌		管馆灌罐贯冠观（道士~）				
kʰuø	宽		款				
xuø	欢獾				换		
tyø	丹单		掸短锻				
tʰyø	滩摊瘫		叹□（取下来：把项链~下来）				
d̥yø		团		断椴	蛋段缎弹		
nyø		难		暖	难		
lyø		拦栏鸾孪峦岚		卵	乱		
tɕyø	捐娟		卷（动词）卷（名词）绢眷				
tɕʰyø	圈		犬券劝				
d̥ʑ̥yø		拳权颧蜷		圈（猪~，~养）	倦		
ȵyø		原源元		暖软	愿		
ɕyø	轩楦揎（打：~耳光）						
ɦyø		阮元袁原员援园圆猿源缘辕		远愿	县院		
ʔyø	冤渊□（折叠：~衣服）		怨				
ɚ		而儿		耳	二		
po	巴芭疤笆饽把（~脉）吧（酒~）		把罢坝霸把				
pʰo			怕				
b̥o		爬扒巴（下~）			罢□（龅牙：~牙）		
mo	马（~上）	麻痳（~疹、~疯）蔴		马	码骂吗（~啡）蚂		
tso	遮蔗渣抓楂査（姓）		炸诈榨蔗				
tsʰo	叉杈钗差		岔诧				
d̥z̥o		查茶搽蛇			昨乍姹窄		
so	沙砂纱痧赊		晒舍赦				
ko	瓜		寡挂卦				
kʰo	夸		垮跨				
xo	花虾		化				
xʱo					夏下		
ɦo		哦（语气词，表示恍然大悟）		哦（语气词，表示领悟）	哦（语气词，表示诧异）		
ʔo			哑				
ɦuo		华桦			话画		
uo	蛙倭丫桠鸦□（抓：~一把）						
pɐɛ	□（拇指和中指张开后之间的距离，用来测量长度）						
mɐɛ	□（母亲或者舅妈：姆~、妗~）	埋					
vɐɛ	歪	怀淮			外坏		
tɐɛ	呆台		逮□（被东西绊住）				
tʰɐɛ	胎苔□（长得好看：~气）		态太				
d̥ɐɛ		台抬苔		怠（~慢）	代怠待贷袋		
nɐɛ	乃	□（现在）		奶	奈耐		
lɐɛ		来					
tsɐɛ	灾栽		宰载（记~）再载（装~）				
tsʰɐɛ	猜		采彩睬踩菜				
d̥z̥ɐɛ		才豺材财		在			
sɐɛ	腮鳃衰摔蟀塞（动词）		帅率塞（边~）赛				
zɐɛ		裁材□（都）		□（罪过：~过）			
kɐɛ	该		改丐溉概盖				
kʰɐɛ	开		凯慨□（靠：~在椅子上）				
g̊ɐɛ				□（打嗝：~气）			
ŋɐɛ		呆			碍		
xɐɛ			海				
xʱɐɛ		孩喊			亥害骇		
ɦɐɛ		还埃唉捱皚爱隘蔼霭					
ʔɐɛ	哀						
pei	杯卑悲碑		背贝辈				
pʰei	胚坯呸		□（轻轻拨动）沛配辔				
b̥ei		陪培赔裴痱			备狈倍被焙佩背（~光）		
mei	每	眉莓梅媒楣煤霉妹	美		昧寐玫袂媚		
tei	堆		对				
tʰei	推		腿退蜕褪				
d̥ei		颓			队兑		
nei				馁	内		
lei		雷累			蕾儡垒累类屡擂摞（把东西整齐地重叠往上放）		
tsei	追锥椎		缀赘最醉				
tsʰei	炊崔催摧		脆悴粹翠				
d̥z̥ei		随垂锤捶棰		罪	遂睡瑞蕊粹瘁悴萃隧坠穗		
sei	虽		水税碎岁税锐				
zei		随					
kei	裾（衣裳~）□（拥有：~了些钱）						
g̊ei				□（站）			
ŋei		鱼					
kuei	规归轨龟圭闺瑰		鬼诡会贵桂鳜癸绘桧				
kʰuei	盔窥亏奎		块愧				
g̊uei		魁傀葵逵		跪	溃柜匮		
xuei	灰恢诙挥辉徽秽晖麾		悔毁贿讳晦诲卉=				
ɦuei		回茴迴讳帷惟围			卉-惠汇会慧桧绘巍尾纬位胃猬卫慰谓伟苇伪魏为		
ʔuei	威微煨薇萎喂危		畏委桅违会				
paɔ	褒包胞苞		褒包胞苞豹报暴爆				
pʰaɔ	拋脬（膀胱，阴囊）泡（名词）		泡（动词）炮疱				
b̥aɔ		袍跑咆		抱	鲍雹暴爆刨瀑曝□（菜没有完全熟）		
maɔ		猫毛矛茅锚			卯茂冒帽贸牡铆		
taɔ	刀叨涛		倒岛捣祷导到倒				
tʰaɔ	滔绦叨韬		讨套				
d̥aɔ		逃桃陶萄淘		稻	道盗道悼		
naɔ	拿	拿挠铙			恼脑闹淖		
laɔ	唠捞	牢劳痨涝捞		老	老佬姥		
tsaɔ	招昭遭糟朝抓（抓痒）		早枣澡蚤藻找沼诏噪燥躁灶照罩皂燥爪				
tsʰaɔ	操抄超焯糙钞		草吵炒				
d̥z̥aɔ		槽巢朝潮		造			
saɔ	骚臊捎梢稍筲烧		扫嫂少扫少哨				
zaɔ		曹嘈韶			扰兆召绍邵扰绕=		
kaɔ	高羔膏糕告茭胶		搞稿绞教-告酵-觉				
kʰaɔ	敲拷（~边）		考拷烤铐犒靠				
g̊aɔ		螯		搞绞			
ŋaɔ		熬遨敖		咬	傲		
xaɔ	篙蒿		好耗孝好				
xʱaɔ		毫豪壕浩号			号浩		
ɦaɔ		□（表示接受任务立即执行的回应）		□（表示答应）			
ʔaɔ	爊懊拗		凹奥澳奥懊袄□（不要：~来）				
piaɔ	彪标膘飚镖		表婊裱				
pʰiaɔ	飘漂（~流）		漂（~白）瞟票鳔				
b̥iaɔ		朴嫖瓢					
miaɔ		苗描			秒妙庙渺藐		
tiaɔ	刁凋雕貂雕鸟-		屌吊钓				
tʰiaɔ	挑佻		跳眺				
d̥iaɔ		条调（~整）		调（~换）	掉调（~头）		
niaɔ		饶	鸟=尿	绕（表示缠绕不休）	绕-		
liaɔ	撩	聊瞭僚镣燎寥辽疗潦		了	料廖了		
tɕiaɔ	交郊椒焦蕉浇娇骄缴		狡剿侥铰饺搅叫教=窖较校酵=				
tɕʰiaɔ	悄锹撬跷		巧翘窍俏峭鞘				
d̥ʑ̥iaɔ		乔侨荞桥樵瞧憔		撬	矫轿		
ɕiaɔ	肖逍消宵硝霄销萧箫嚣淆		小晓孝哮笑				
ɦiaɔ		肴姚窑尧摇遥谣鹞		舀杳	校效跃耀		
ʔiaɔ	么夭妖腰邀要		要				
pʰɤɯ	剖						
mɤɯ	每	谋矛牟眸		某	某亩贸茂		
fɤɯ	浮（轻~）		否				
tɤɯ	兜		斗抖陡蚪斗				
tʰɤɯ	偷		□（爱出风头）透				
d̥ɤɯ		投头骰		□（内心焦急得不到解决的办法）	逗豆痘窦		
lɤɯ	溜	留流（~氓）楼		搂篓□（搅合）	陋漏		
tsɤɯ	舟周州洲诹		走肘帚昼皱绉咒奏				
tʰsɤɯ	抽		丑凑臭				
d̥z̥ɤɯ		柔仇酬惆稠绸筹畴			骤宙纣		
sɤɯ	收搜馊飕		手守首瘦嗽漱兽				
zɤɯ		愁就		受	寿授		
kɤɯ	勾钩沟		苟狗枸垢够构购				
kʰɤɯ	抠眍		口扣叩寇蔻筘				
g̊ɤɯ		□（往里勾）					
ŋɤɯ				藕纽偶	偶		
xɤɯ	齁		吼				
xʱɤɯ		侯喉猴		厚后	候后		
ʔɤɯ	瓯欧怄区		呕□（弯腰的动作）				
miʉ					谬		
tiʉ	丢						
liʉ		刘留瘤流琉硫榴			柳		
niʉ	妞忸	牛揉		扭纽			
tɕiʉ	究纠鸠鬏（发髻）揪阄		九久灸韭酒救就皱究灸疚				
tɕʰiʉ	丘邱秋鳅黢		揪				
d̥ʑ̥iʉ		囚求泅球仇（姓氏）			舅臼咎柩旧		
ɕiʉ	休修羞		□（使劲嗅东西时鼻子的动作）袖朽宿秀嗅锈绣				
ɦiʉ		油邮游尤犹		有	酉友右祐		
ʔiʉ	幽悠忧优由柚		又釉幼诱				
m̩	姆（~妈）母（丈~）						
n̩		吴		五你			
ŋ̍		鹅蛾娥		我	饿		
pəŋ	奔崩		本迸				
pʰəŋ	喷烹						
b̥əŋ		盆朋		笨			
məŋ	闷焖盟	门们扪蚊明（~朝）	猛闷		问璺（陶瓷、玉石上的裂纹）		
fəŋ	分芬吩纷		粉奋粪				
vəŋ					畚愤份		
təŋ	登镫灯敦墩蹲扽（用力猛地一拉）		等戥凳瞪顿炖				
tʰəŋ	熥（在火边煨热）吞		氽				
d̥əŋ	誊藤腾豚饨臀停			囤	屯沌钝盾遁		
ŋəŋ		能			嫩		
ləŋ		棱鳞仑伦沦轮论邻（~舍）淋			愣娌（妯~）论（~文）□（~嘴：口吃）		
tsəŋ	增憎珍贞真砧针侦斟榛臻争征睁筝蒸正征		疹诊枕整正政圳振震镇症证				
tsʰəŋ	蹭称蛏春椿村皴		丑蠢寸趁衬逞秤				
d̥z̥əŋ		纯醇岑曾层臣沉陈晨尘成丞呈承城乘程诚橙惩唇存			郑赠阵拯		
səŋ	参森僧申伸身深升牲笙声孙生-		沈审婶胜圣渗笋损榫逊剩				
zəŋ		辰仁仍神绳盛人任		扔	娠甚肾慎舜壬刃任闰润顺认韧		
kəŋ	根跟庚哽更		梗				
kʰəŋ			肯啃垦恳				
xəŋ	亨哼		狠				
xʱəŋ		痕恒衡			很恨		
ʔəŋ	恩						
kuəŋ			滚绲（~边）棍□（~食物熟了以后停火焖）				
kʰuəŋ	坤昆		捆困（~难）困（想睡）睏				
xuəŋ	昏婚荤□（~嚏）		□（雷雨前的闷热）				
xʱuəŋ					混		
ɦuəŋ		坟焚浑魂馄文纹闻					
ʔuəŋ	温瘟翁		稳吻				
piŋ	彬宾滨槟殡鬓冰兵		丙柄炳秉禀饼柄屏鬓				
pʰiŋ	拚姘		品聘				
b̥iŋ		贫频平坪屏瓶萍评凭苹		并	病		
miŋ	鸣铭闽	民名明冥	悯皿	抿	泯敏命		
tiŋ	丁钉		顶鼎订澄				
tʰiŋ	汀厅听		艇铤挺				
d̥iŋ		廷亭庭停蜓			定锭		
ŋiŋ		人迎宁吟银任龈柠蝇仁		忍	闰宁净韧认□（食物等软而韧）		
liŋ	拎	林淋邻燐临磷檩赁伶凌陵菱翎零铃龄灵	吝凛	领另	岭令另		
tɕiŋ	金巾斤今津筋襟禁京茎晶睛经精惊镜均君军菌钧荆		仅紧锦谨井景颈警旬径巡荀循询劲晋浸进敬竟境俊浚				
tɕʰiŋ	侵青卿清倾轻蜻亲钦顷		请寝揿庆				
d̥ʑ̥iŋ		秦琴禽擒芹勤情裙群擎鲸		近	尽（~量）净郡静竞靖		
ɕiŋ	心芯辛欣新薪馨衅星猩腥兴熏勋薰		省髓醒迅信性姓殉训讯驯				
ʑiŋ		刑型行寻			洗幸		
ɦiŋ		形淫银盈萤营蝇赢颖匀耘云			晕运熨韵硬		
ʔiŋ	行（人~道）窨因音姻殷阴荫吟尹英婴樱莺缨鹰鹦寅		吮洇（液体向四周散开或渗透）引饮隐瘾印影映应允孕				
paŋ	邦浜帮绷		绑榜谤迸（裂：~开）				
pʰaŋ			碰（妨碍）碰（纸牌游戏的一种规则）胖□（雨打进门窗：~雨）				
b̥aŋ		旁螃庞彭朋棚膨鹏		蚌（地名：~埠）碰	蚌（贝壳类软体动物）膨棒		
maŋ		芒忙盲茫虻		网莽	蟒蜢孟忘望梦氓		
faŋ	方坊芳		肪仿纺访彷放				
vaŋ		防妨房					
taŋ	当裆铛		打挡党当档				
tʰaŋ	汤荡（浪~：无所事事的无赖）		淌倘躺趟烫				
d̥aŋ		唐堂棠塘糖螳			荡（~秋千）宕		
naŋ		囊瓤					
laŋ	浪	郎狼廊螂狼		冷	朗浪晾		
tsaŋ	沾赃脏瞻章张樟蟑瘴		掌涨葬账胀帐障				
tsʰaŋ	仓苍舱忏昌菖娼倡		闯厂唱畅撑窗疮创				
d̥z̥aŋ		长常场肠怅		撞	藏（西~）状脏幢丈杖		
saŋ	桑丧搡商伤生=甥霜双孀		嗓尚省爽赏丧（~失）				
zaŋ		床尝偿裳		上			
kaŋ	肛冈缸刚岗纲钢耕羹埂江豇扛杠		港讲降				
kʰaŋ	康糠慷		抗囥炕坑				
g̊aŋ				戆（行事鲁莽：~徒）	讲		
ŋaŋ					硬		
xaŋ	夯□（气喘嘘嘘的样子）						
xʱaŋ		行杭航桁（木造建筑主梁上面托住椽子的小梁，也称檩）			项杏巷笐（晾衣服竹竿：打~）		
ʔaŋ	骯		昂				
ȵiaŋ	酿孃（姑妈：~~）	娘		仰	让酿（~酒）		
liaŋ	粱	良凉梁粮量		两俩	谅两亮量辆		
tɕiaŋ	姜将僵浆姜礓疆缰		蒋桨奖将酱				
tɕʰiaŋ	羌腔枪炝戗		抢呛□（量词：跑一~）				
d̥ʑ̥iaŋ		降墙详祥翔		犟	强详匠僵		
ɕiaŋ	相香厢乡湘箱镶		想饷响晌享相襄向				
ʑiaŋ		墙蔷樯			象像橡		
ɦiaŋ		羊洋阳扬杨疡烊			样烊耀匠漾		
ʔiaŋ	殃秧仰央			养痒氧			
kuaŋ	光		广□（裂开）逛				
kʰuaŋ	匡筐框眶		矿况旷				
g̊uaŋ		狂					
huaŋ	荒慌		晃幌谎恍				
ɦuaŋ		横皇黄凰蝗蟥簧亡王		晃□（扶：~好）	妄忘望旺晃		
ʔuaŋ	汪		枉往				
poŋ	蹦						
pʰoŋ	□（松散：~松）		捧				
b̥oŋ		篷蓬					
moŋ		蒙蠓朦濛盟懵萌					
foŋ	封风峰枫蜂疯锋丰		讽				
voŋ		逢冯缝			缝奉俸凤		
toŋ	冬筒东		董懂冻栋				
tʰoŋ	通		捅统痛				
d̥oŋ	同桐童铜瞳			动桶	洞		
noŋ		农侬浓脓			弄		
loŋ	隆窿龙咙胧笼陇聋			拢垄	弄		
tsoŋ	中忠盅衷终钟		肿中种众				
tsʰoŋ	充冲囱匆葱聪		宠				
d̥z̥oŋ		从丛崇虫重		重			
soŋ	松嵩松		怂宋送讼颂诵				
koŋ	工弓公功攻宫恭蚣躬龚供		汞拱巩供贡				
kʰoŋ	空		恐孔空控				
xoŋ	烘轰		哄				
xʱoŋ		弘宏虹洪红鸿					
ʔoŋ			瓮（鼻塞：~鼻、~声）				
ȵiuŋ		浓绒氄（鸟兽身上茂密的细毛：~毛）					
tɕiuŋ			迥炯窘				
d̥ʑ̥iuŋ		穷琼穹					
ɕiuŋ	兄凶汹匈胸						
ɦiuŋ		熊雄容蓉溶荣熔融		涌	用佣		
ʔiuŋ	庸雍臃		永甬勇涌恿踊泳咏拥痈壅				
paʔ						八捌百柏伯	
b̥aʔ							白拔跋
maʔ							脉麦陌抹袜
faʔ						发法	
vaʔ							乏筏伐罚
taʔ						答	
tʰaʔ						塌遢溻塔獭拓榻踏	
d̥aʔ							达沓
naʔ							捺
laʔ							瘌辣腊蜡镴
tsaʔ						扎札只眨笊	
tsʰaʔ						尺插察拆坼□（皮肤干裂）	
d̥z̥aʔ							杂闸铡宅着（~地，~火，~力）
saʔ						塞杀刷涮	
zaʔ							石若（~无其事，倘~）
kaʔ						格-隔夹袷甲荚	
kʰaʔ						客	
ŋaʔ							额
xaʔ						喝吓瞎	
xʱaʔ							狭盒匣
aʔ						押鸭压	
niaʔ							虐疟
liaʔ							掠
tɕiaʔ						脚	
tɕʰiaʔ						鹊洽恰	
ɕiaʔ						削	
ʑiaʔ							侠嚼峡
iaʔ						约	药钥
kuaʔ						刮聒括	
xuaʔ						劐（割开：~开，~口）辖	
ɦuaʔ							划猾滑
ʔuaʔ						挖或	
piɪʔ						碧逼秕笔必毕壁璧憋鳖潷（按住渣滓滤出汤汁）弼瘪	
pʰiɪʔ						劈霹匹癖僻辟撇	
b̥iɪʔ							鼻别蹩别
miɪʔ							灭觅密蜜蔑篾
tiɪʔ						跌的滴嫡摘	
tʰiɪʔ						踢帖贴铁	
d̥iɪʔ							狄笛涤敌
niɪʔ							捏聂孽蹑镊
liɪʔ							力立荔栗笠粒历列劣烈裂猎律率
tɕiɪʔ						缉积激击脊戟绩鲫接结洁节跡揭疖	
tɕʰiɪʔ							吃七戚漆乞泣契讫切妾窃
d̥ʑ̥iɪʔ							绝及吉即急级疾集劫捷杰截极棘藉籍习席竭
ɕiɪʔ						昔析息悉惜熄锡蟋席媳隙歇蝎屑薛雪吸袭偕	
ʑiɪʔ							协胁泄
ȵiɪʔ							日逆匿溺热业
iɪʔ						噎页一揖乙益逸缢译懿	叶
pæʔ						钵拨	
pʰæʔ						泼	
b̥æʔ							勃脖钹
mæʔ							没末沫墨默
fæʔ						不勿	
væʔ							佛
tæʔ						得德	
tʰæʔ						脱	
d̥æʔ							夺特凸突
næʔ							纳
læʔ							勒肋
tsæʔ						责蜇折哲者褶浙只汁织质仄泽	
tsʰæʔ						册厕侧策测恻撤彻斥赤出	
d̥z̥æʔ							直秩择蛰辙侄值植殖稙执职
sæʔ						色啬涩芍奢嗜饰说设摄失虱湿识式室适释述术	
zæʔ							舌十什涉拾食贼勺实日
kæʔ						胳割鸽革嗝格=	
kʰæʔ						磕咳克刻	
xæʔ						郝赫喝黑	
xʱæʔ							合核
æʔ						厄扼	
kuæʔ						骨国帼蝈	
kʰuæʔ						阔窟	
xuæʔ						忽惚□（觉：睡一~）□（东西质量太差或者技术太差）	
ɦuæʔ							物
poʔ						北剥博驳卜	
pʰoʔ						泊帕迫珀魄扑仆朴	
b̥oʔ						薄帛泊曝瀑	
moʔ							蟆摸膜莫寞木沐目穆牧么
foʔ						幅福蝠辐复腹	
voʔ							伏茯袱服缚
toʔ						督笃掇□（扔：~掉）	
tʰoʔ						秃托拓秃庹□（都：~是丫头）	
d̥oʔ							毒独读渎犊牍铎踱
loʔ						绿略六陆鹿禄赂录落洛络烙骆乐戮	
noʔ							诺
tsoʔ						撮粥竹烛嘱祝卓桌足捉筑啄琢	
tsʰoʔ						矬叉杈戳畜触撮矗绰促猝蹴	
soʔ						叔续淑束硕速粟肃缩索宿	
zoʔ							辱俗轴逐孰塾熟赎属
koʔ						搁阁骼葛各谷郭角	
kʰoʔ						哭窟酷廓扩壳确	
g̊oʔ							个搁
ŋoʔ							岳萼愕鄂鳄噩
xoʔ						忽豁霍藿	
xʱoʔ							学获鹤镬（大锅：~子）
ɦoʔ							腭
ʔoʔ						恶屋龌噩	
ɦuoʔ							活或惑
ʔuoʔ						屋握沃	
tɕyoʔ						鞠掬菊桔橘决诀觉	
tɕʰyoʔ						怯屈曲缺确却阙雀	
d̥ʑ̥yoʔ							局剧倔掘爵
ɕyoʔ						血恤畜蓄噱旭	
ȵyoʔ							月肉玉狱浴褥搦（揉：~干面）
ɦyoʔ							穴役疫曰浴域欲狱欲悦越阅乐
ʔyoʔ						郁育粤	
