"#符号说明：-白=文/书*俗?待考"	""
"#调值"	"［1］21［2］55［3］213［5］35［6］33［7］4"
"#ɿ"	""
"ts"	"[1]知蜘支枝肢姿资咨脂兹滋辎之芝[3]紫此纸只{~有}姊旨子滓止趾址[5]制智致至志痣置"
"tsʰ"	"[1]差{~参}痴嗤[2]雌池驰瓷迟慈磁辞词祠持[3]侈耻齿[5]刺赐翅次伺[6]自稚字治痔滞寺痔饲伺巳"
"s"	"[1]斯撕施私师=狮尸司丝思诗蛳=[2]时匙[3]死使=史始屎[5]世势四肆试[6]誓逝是氏示视似祀嗣士仕市柿=事=侍="
"#i"	""
"p"	"[3]彼[5]蔽闭臂痹庇秘泌"
"pʰ"	"[1]批披丕[2]皮疲脾陂[3]鄙[5]屁[6]币毙弊被{~窝}避备-"
"m"	"[2]迷谜糜弥眉-[3]米靡美-尾-镁"
"t"	"[1]低[2]黎犁离篱梨厘狸驴闾[3]旅屡底抵礼履李里理鲤缕[6]虑滤例厉励丽隶荔利痢吏泪"
"tʰ"	"[1]梯[2]题提蹄啼堤[3]体[5]替[6]弟帝第递地"
"tɕ"	"[1]鸡稽饥肌基几{~乎}机讥屐椎锥 [3] 挤几{茶~}几{~个}己嘴 [5] 祭际济计继系{~鞋带}髻寄冀记纪{~律，世~}既醉季"
"tɕʰ"	"[1]蛆妻栖欺 [2] 期{时~}齐脐奇骑岐祁鳍其棋旗[3]取娶启企起杞岂[5]趣器气汽契砌脆翠[6]聚徛立技忌妓"
"ɕ"	"[1]须需西犀溪奚兮嬉熙希稀虽[2]徐随隋[3]洗喜髓[5]絮细婿系{~别}岁戏[6]叙序"
"ȵ"	"[2]泥倪尼疑宜谊仪凝嶷[3]语你拟蚁[6]艺腻毅义议艺刈"
""	"[1]伊医衣依[2]移夷姨[3]倚椅已以[5]意缢[6]易{难~}异"
"#u"	""
"p"	"[3]补[5]布怖"
"pʰ"	"[1] 铺{~设} [2] 蒲菩[3] 谱普浦[5] 铺{店~} [6] 部簿步埠"
"m"	"[2]模{~子}谟摹 [3]母拇[6]暮慕墓募"
"f"	"[1]夫肤敷孵[2]扶芙[3]俘府腑俯甫脯斧抚腐辅[5]付赋赴讣富副傅[6]父附妇负"
"t"	"[1]都[3]堵赌肚"
"tʰ"	"[2]徒屠途涂图[3]土吐{~痰} [5]吐{呕~}兔[6]杜度渡镀"
"l"	"[2]奴卢炉芦鸬庐[3]努鲁橹虏卤汝乳[6]怒路赂露鹭"
"ts"	"[1]租诛蛛株周舟州洲[3]祖组阻[5]咒昼"
"tsʰ"	"[1]粗初抽[2]锄雏绸稠筹仇酬俦踌畴绸仇售[3]楚拄丑[5]醋臭[6]助柱宙"
"s"	"[1]苏酥梳疏蔬收[3]所署数{动词}手首守[5]素诉塑庶数{名词}兽漱[6]受寿授"
"k"	"[1]姑孤估[3]古牯股鼓[5]故固雇顾"
"kʰ"	"[1]枯箍[3]苦[5]库裤"
"x"	"[1]呼[2]胡湖狐壶乎[3]虎浒[6]户沪互护"
""	"[1]巫诬乌污[2]无吴蜈梧吾浯[3]武舞侮鹉午[6]务雾误悟恶{可~}戊"
"#ɯ"	""
"f"	"[1]书舒抒虚嘘穗输吁[2]薯殊税[3]暑曙许=鼠水[5]庶戍署墟[6]竖树"
"v"	"[1]於淤迂[2]如余榆于盂逾愉[3]许-与雨宇禹羽[6]御预誉遇寓愈芋喻裕域疫役豫"
"k"	"[1]猪居车{~马炮}朱珠侏株诛诸拘驹俱追锥[3]煮举主矩[5]翥著据锯注驻蛀铸句剧"
"kʰ"	"[1]区躯驱岖吹炊[2]除储渠厨瞿垂槌锤葵捶橱[3] 处{相~}跪[5] 处{~所}去 [6] 住具惧俱巨拒距"
"ŋ"	"[2]鱼渔愚虞娱[3]女语[6]玉遇御寓"
"#a"	""
"p"	"[1]巴芭疤[2]把{~握，~守，一~} [5] 霸把{柄}坝爸罢"
"pʰ"	"[2]耙爬扒朳[5]怕[6]耙"
"m"	"[2]麻[3]马码[6]骂"
"t"	"[3]打"
"tʰ"	"[1]他"
"l"	"[1]拿拉"
"ts"	"[1]抓渣遮楂[3]者[5]诈榨炸乍蔗"
"tsʰ"	"[1] 叉杈差车{~马} [2] 茶搽查[3] 扯[5] 岔"
"s"	"[1]沙纱奢赊佘 [2]蛇[3] 舍{~得}傻耍 [5] 厦{大~}晒- [6] 射麝社舍{宿~}"
"k"	"[1]家加痂嘉佳枷傢袈[3]假贾{姓}嘎 [5]架驾嫁稼价尬"
"kʰ"	"[1]揢{捕、捉}抲{捕、捉}"
"x"	"[1]虾[2]霞瑕遐暇蛤还{~有} [6] 下夏厦{~门}"
"ŋ"	"[1]鸦丫桠[2]牙芽衙崖涯[3]我-雅哑[5]亚[6]砑{~平}"
"#ia"	""
"tɕ"	"[3]姐[5]借"
"tɕʰ"	"[2]茄斜邪瘸[3]且[6]谢-藉"
"ɕ"	"[1] 些[3] 写[5] 泻卸[6] 谢="
"ȵ"	"[3]惹-"
""	"[2]爷[3]惹=也野冶[6]夜"
"#ua"	""
"k"	"[1]瓜[3]寡剐[5]挂卦"
"kʰ"	"[1]夸[5]跨"
"x"	"[1] 花 [2] 华{中~}划{~算} [6] 华{~山，姓}画话="
""	"[1]蛙洼[3]瓦[6]话-"
"#ɔ"	""
"p"	"[1]波菠玻跑-坡 [3] 跛簸{颠~} [5] 簸{~箕}"
"pʰ"	"[1]颇[2]婆[3]破剖"
"m"	"[2]磨魔摩馍模{~范}"
"t"	"[1]多[3]朵躲垛[5]剁跺"
"tʰ"	"[1]拖[2]驼驮陀跎鸵[3]妥椭[6]舵惰堕"
"l"	"[2]挪罗萝箩锣骡螺脶{手指纹}逻 [3]裸[6]懦糯摞"
"ts"	"[3]左佐[5]做作"
"tsʰ"	"[1]搓[2]锉{矮} [5]锉错措[6]坐座昨"
"s"	"[1]蓑梭唆[3]锁琐唢"
"k"	"[1]歌哥[5]个"
"kʰ"	"[1]柯苛轲[3]可"
"ŋ"	"[2]蛾鹅俄讹娥峨[3]我=[6]饿卧"
"x"	"[2]河何荷和[6]贺"
""	"[1]阿{~胶}"
"#uɔ"	""
"k"	"[1] 过 [3] 果裹[5] 过"
"kʰ"	"[1]科棵颗蝌[5]课"
"x"	"[3]火伙[5]货"
""	"[1]锅倭窝"
"#ε"	""
"f"	"[1]靴"
"n"	"[2]那{远指} [6]那{近指}"
"x"	"[1]师-蛳- [3]使-史- [6]柿-事-侍-士-"
""	"[2]儿而[3]尔耳饵迩[6]二贰"
"#iε"	""
"tɕʰ"	"[2]佢{他}渠{他}[5]去-"
"#ai"	""
"p"	"[3]摆[5]拜"
