"汉字"	"拼音"	"IPA"	"注释"	"廈門"	"声调"	"调值"	"编号"	""	"缺音字"
"嚷"	"lioong3"	"liɔŋ53"	""	""	""	""	""	""	""
"讓"	"niunn6"	"niũ22"	"白"	""	""	""	""	""	""
"讓"	"lioong6"	"liɔŋ22"	"文"	""	""	""	""	""	""
"疆"	"kioong1"	"kiɔŋ44"	""	""	""	""	""	""	""
"疆"	"kiang1"	"kiaŋ44"	""	""	""	""	""	""	""
"僵"	"kioong1"	"kiɔŋ44"	""	""	""	""	""	""	""
"僵"	"kiang1"	"kiaŋ44"	""	""	""	""	""	""	""
"姜"	"khiunn1"	"kʰiũ44"	"白"	""	""	""	""	""	""
"姜"	"khioong1"	"kʰiɔŋ44"	"文"	""	""	""	""	""	""
"姜"	"kioong1"	"kiɔŋ44"	"文"	""	""	""	""	""	""
"薑"	"kiunn1"	"kiũ44"	"白"	""	""	""	""	""	""
"薑"	"kioong1"	"kiɔŋ44"	"文"	""	""	""	""	""	""
"羌"	"kioong1"	"kiɔŋ44"	""	""	""	""	""	""	""
"強"	"kioong3"	"kiɔŋ53"	""	""	""	""	""	""	""
"強"	"kiunn2"	"kiũ24"	"白"	""	""	""	""	""	""
"強"	"kioong2"	"kiɔŋ24"	"文"	""	""	""	""	""	""
"強"	"kioong6"	"kiɔŋ22"	""	""	""	""	""	""	""
"仰"	"gioong3"	"ɡiɔŋ53"	""	""	""	""	""	""	""
"香"	"hiunn1"	"hiũ44"	"白"	""	""	""	""	""	""
"香"	"hioong1"	"hiɔŋ44"	"文"	""	""	""	""	""	""
"鄉"	"hiunn1"	"hiũ44"	"白"	""	""	""	""	""	""
"鄉"	"hioong1"	"hiɔŋ44"	"文"	""	""	""	""	""	""
"享"	"hioong3"	"hiɔŋ53"	""	""	""	""	""	""	""
"響"	"hiunn3"	"hiũ53"	"白"	""	""	""	""	""	""
"響"	"hioong3"	"hiɔŋ53"	"文"	""	""	""	""	""	""
"響"	"hiang3"	"hiaŋ53"	"文"	""	""	""	""	""	""
"向"	"hioong5"	"hiɔŋ21"	""	""	""	""	""	""	""
"央"	"ng1"	"ŋ44"	"白"	""	""	""	""	""	""
"央"	"ioong1"	"iɔŋ44"	"文"	""	""	""	""	""	""
"秧"	"ng1"	"ŋ44"	"白"	""	""	""	""	""	""
"秧"	"ioong1"	"iɔŋ44"	"文"	""	""	""	""	""	""
"秧"	"iang1"	"iaŋ44"	"文"	""	""	""	""	""	""
"殃"	"ioong1"	"iɔŋ44"	""	""	""	""	""	""	""
"殃"	"iang1"	"iaŋ44"	""	""	""	""	""	""	""
"羊"	"iunn2"	"iũ24"	"白"	""	""	""	""	""	""
"羊"	"ioong2"	"iɔŋ24"	"文"	""	""	""	""	""	""
"洋"	"iunn2"	"iũ24"	"白"	""	""	""	""	""	""
"洋"	"ioong2"	"iɔŋ24"	"文"	""	""	""	""	""	""
"楊"	"iunn2"	"iũ24"	"白"	""	""	""	""	""	""
"楊"	"tshiunn2"	"tsʰiũ24"	"白"	""	""	""	""	""	""
"楊"	"ioong2"	"iɔŋ24"	"文"	""	""	""	""	""	""
"揚"	"tshiunn2"	"tsʰiũ24"	"白"	""	""	""	""	""	""
"揚"	"ioong2"	"iɔŋ24"	"文"	""	""	""	""	""	""
"陽"	"iunn2"	"iũ24"	"白"	""	""	""	""	""	""
"陽"	"ioong2"	"iɔŋ24"	"文"	""	""	""	""	""	""
"養"	"tsiunn6"	"tsiũ22"	"白"	""	""	""	""	""	""
"養"	"iunn3"	"iũ53"	"白"	""	""	""	""	""	""
"養"	"ioong3"	"iɔŋ53"	"文"	""	""	""	""	""	""
"癢"	"tsiunn6"	"tsiũ22"	"白"	""	""	""	""	""	""
"癢"	"ioong3"	"iɔŋ53"	"文"	""	""	""	""	""	""
"樣"	"iunn6"	"iũ22"	"白"	""	""	""	""	""	""
"樣"	"ioong6"	"iɔŋ22"	"文"	""	""	""	""	""	""
"恙"	"ioong6"	"iɔŋ22"	""	""	""	""	""	""	""
"博"	"pooh7"	"pɔh32"	"白"	""	""	""	""	""	""
"博"	"pook7"	"pɔk32"	"文"	""	""	""	""	""	""
"博"	"phook7"	"pʰɔk32"	"文"	""	""	""	""	""	""
"薄"	"poh8"	"poʔ4"	"白"	""	""	""	""	""	""
"薄"	"pook8"	"pɔk4"	"文"	""	""	""	""	""	""
"泊"	"poh8"	"poʔ4"	"白"	""	""	""	""	""	""
"泊"	"pook8"	"pɔk4"	"文"	""	""	""	""	""	""
"泊"	"pook7"	"pɔk32"	""	""	""	""	""	""	""
"泊"	"pik7"	"pik32"	""	""	""	""	""	""	""
"泊"	"phik7"	"pʰik32"	""	""	""	""	""	""	""
"莫"	"book8"	"bɔk4"	""	""	""	""	""	""	""
"膜"	"mooh8"	"mɔh44"	"白"	""	""	""	""	""	""
"膜"	"boh8"	"boʔ4"	"白"	""	""	""	""	""	""
"膜"	"book8"	"bɔk4"	"文"	""	""	""	""	""	""
"摸"	"boong1"	"bɔŋ44"	"白"	""	""	""	""	""	""
"摸"	"moo1"	"mɔ44"	"文"	""	""	""	""	""	""
"寞"	"book8"	"bɔk4"	""	""	""	""	""	""	""
"幕"	"boo6"	"bɔ22"	""	""	""	""	""	""	""
"託"	"thuh7"	"tʰuʔ32"	"白"	""	""	""	""	""	""
"託"	"thook7"	"tʰɔk32"	"文"	""	""	""	""	""	""
"托"	"thuh7"	"tʰuʔ32"	"白"	""	""	""	""	""	""
"托"	"thook7"	"tʰɔk32"	"文"	""	""	""	""	""	""
"鐸"	"took8"	"tɔk4"	""	""	""	""	""	""	""
"踱"	"took8"	"tɔk4"	""	""	""	""	""	""	""
"度"	"took8"	"tɔk4"	""	""	""	""	""	""	""
"諾"	"liook8"	"liɔk4"	""	""	""	""	""	""	""
"諾"	"look8"	"lɔk4"	""	""	""	""	""	""	""
"落"	"lak7"	"lak32"	""	""	""	""	""	""	""
"落"	"lau5"	"lau21"	""	""	""	""	""	""	""
"落"	"loh8"	"loʔ4"	"白"	""	""	""	""	""	""
"落"	"look8"	"lɔk4"	"文"	""	""	""	""	""	""
"洛"	"loh8"	"loʔ4"	"白"	""	""	""	""	""	""
"洛"	"look8"	"lɔk4"	"文"	""	""	""	""	""	""
"駱"	"loh8"	"loʔ4"	"白"	""	""	""	""	""	""
"駱"	"look8"	"lɔk4"	"文"	""	""	""	""	""	""
"絡"	"loh8"	"loʔ4"	"白"	""	""	""	""	""	""
"絡"	"look8"	"lɔk4"	"文"	""	""	""	""	""	""
"酪"	"look8"	"lɔk4"	""	""	""	""	""	""	""
"烙"	"lo6"	"lo22"	""	""	""	""	""	""	""
"烙"	"loh8"	"loʔ4"	"白"	""	""	""	""	""	""
"烙"	"look8"	"lɔk4"	"文"	""	""	""	""	""	""
"樂"	"look8"	"lɔk4"	""	""	""	""	""	""	""
"作"	"tsoh7"	"tsoʔ32"	"白"	""	""	""	""	""	""
"作"	"tsook7"	"tsɔk32"	"文"	""	""	""	""	""	""
"作"	"tsue5"	"tsue21"	""	""	""	""	""	""	""
"錯"	"tshook7"	"tsʰɔk32"	""	""	""	""	""	""	""
"鑿"	"tshak8"	"tsʰak4"	"白"	""	""	""	""	""	""
"鑿"	"tsook8"	"tsɔk4"	"文"	""	""	""	""	""	""
"昨"	"tsa6"	"tsa22"	""	""	""	""	""	""	""
"昨"	"tsoh8"	"tsoʔ4"	"白"	""	""	""	""	""	""
"昨"	"tsook8"	"tsɔk4"	"文"	""	""	""	""	""	""
"索"	"soh7"	"soʔ32"	"白"	""	""	""	""	""	""
"索"	"sook7"	"sɔk32"	"文"	""	""	""	""	""	""
"各"	"koh7"	"koʔ32"	"白"	""	""	""	""	""	""
"各"	"kook7"	"kɔk32"	"文"	""	""	""	""	""	""
"閣"	"koh7"	"koʔ32"	"白"	""	""	""	""	""	""
"閣"	"kook7"	"kɔk32"	"文"	""	""	""	""	""	""
"胳"	"koh7"	"koʔ32"	"白"	""	""	""	""	""	""
"胳"	"kook7"	"kɔk32"	"文"	""	""	""	""	""	""
"鄂"	"gook8"	"ɡɔk4"	""	""	""	""	""	""	""
"鱷"	"gook8"	"ɡɔk4"	""	""	""	""	""	""	""
"壑"	"hook7"	"hɔk32"	""	""	""	""	""	""	""
"鶴"	"hoh8"	"hoʔ4"	"白"	""	""	""	""	""	""
"鶴"	"hook8"	"hɔk4"	"文"	""	""	""	""	""	""
"惡"	"oh7"	"oʔ32"	"白"	""	""	""	""	""	""
"惡"	"ook7"	"ɔk32"	"文"	""	""	""	""	""	""
"掠"	"liah8"	"liaʔ4"	"白"	""	""	""	""	""	""
"掠"	"liook8"	"liɔk4"	"文"	""	""	""	""	""	""
"略"	"lioh8"	"lioʔ4"	"白"	""	""	""	""	""	""
"略"	"liook8"	"liɔk4"	"文"	""	""	""	""	""	""
"爵"	"tsiook7"	"tsiɔk32"	""	""	""	""	""	""	""
"雀"	"tsiah7"	"tsiaʔ32"	"白"	""	""	""	""	""	""
"雀"	"tshiook7"	"tsʰiɔk32"	"文"	""	""	""	""	""	""
"鵲"	"tshiook7"	"tsʰiɔk32"	""	""	""	""	""	""	""
"嚼"	"tsioh8"	"tsioʔ4"	"白"	""	""	""	""	""	""
"嚼"	"tsiook8"	"tsiɔk4"	"文"	""	""	""	""	""	""
"著"	"toh8"	"toʔ4"	"白"	""	""	""	""	""	""
"著"	"tioh8"	"tioʔ4"	"白"	""	""	""	""	""	""
"著"	"tiook8"	"tiɔk4"	"文"	""	""	""	""	""	""
"削"	"siah7"	"siaʔ32"	"白"	""	""	""	""	""	""
"削"	"siook7"	"siɔk32"	"文"	""	""	""	""	""	""
"酌"	"tsiook7"	"tsiɔk32"	""	""	""	""	""	""	""
"綽"	"tshiook7"	"tsʰiɔk32"	""	""	""	""	""	""	""
"勺"	"sioh8"	"sioʔ4"	"白"	""	""	""	""	""	""
"勺"	"siah8"	"siaʔ4"	"白"	""	""	""	""	""	""
"勺"	"siook8"	"siɔk4"	"文"	""	""	""	""	""	""
"芍"	"sioh8"	"sioʔ4"	"白"	""	""	""	""	""	""
"芍"	"tsiook8"	"tsiɔk4"	"文"	""	""	""	""	""	""
"芍"	"siook8"	"siɔk4"	"文"	""	""	""	""	""	""
"若"	"na6"	"na22"	"俗"	""	""	""	""	""	""
"若"	"liook8"	"liɔk4"	""	""	""	""	""	""	""
"弱"	"lioh8"	"lioʔ4"	"白"	""	""	""	""	""	""
"弱"	"liook8"	"liɔk4"	"文"	""	""	""	""	""	""
"腳"	"kioh7"	"kioʔ32"	"白"	""	""	""	""	""	""
"腳"	"kiook7"	"kiɔk32"	"文"	""	""	""	""	""	""
"卻"	"khiook7"	"kʰiɔk32"	""	""	""	""	""	""	""
"虐"	"liook8"	"liɔk4"	"白"	""	""	""	""	""	""
"虐"	"giook8"	"ɡiɔk4"	"文"	""	""	""	""	""	""
"瘧"	"liook8"	"liɔk4"	"白"	""	""	""	""	""	""
"瘧"	"giook8"	"ɡiɔk4"	"文"	""	""	""	""	""	""
"約"	"ioh7"	"ioʔ32"	"白"	""	""	""	""	""	""
"約"	"iook7"	"iɔk32"	"文"	""	""	""	""	""	""
"藥"	"ioh8"	"ioʔ4"	"白"	""	""	""	""	""	""
"藥"	"iook8"	"iɔk4"	"文"	""	""	""	""	""	""
"鉻"	"look8"	"lɔk4"	""	""	""	""	""	""	""
"鑰"	"ioh8"	"ioʔ4"	""	""	""	""	""	""	""
"鑰"	"iook8"	"iɔk4"	""	""	""	""	""	""	""
"躍"	"iook8"	"iɔk4"	""	""	""	""	""	""	""
"光"	"kng1"	"kŋ44"	"白"	""	""	""	""	""	""
"光"	"koong1"	"kɔŋ44"	"文"	""	""	""	""	""	""
"廣"	"kng3"	"kŋ53"	"白"	""	""	""	""	""	""
"廣"	"koong3"	"kɔŋ53"	"文"	""	""	""	""	""	""
"曠"	"khoong5"	"kʰɔŋ21"	""	""	""	""	""	""	""
"荒"	"hng1"	"hŋ44"	"白"	""	""	""	""	""	""
"荒"	"hoong1"	"hɔŋ44"	"文"	""	""	""	""	""	""
"慌"	"hoong1"	"hɔŋ44"	""	""	""	""	""	""	""
"恍"	"hoong3"	"hɔŋ53"	""	""	""	""	""	""	""
"謊"	"hoong1"	"hɔŋ44"	""	""	""	""	""	""	""
"黃"	"ng2"	"ŋ24"	"白"	""	""	""	""	""	""
"黃"	"hoong2"	"hɔŋ24"	"文"	""	""	""	""	""	""
"蝗"	"hoong2"	"hɔŋ24"	""	""	""	""	""	""	""
"皇"	"hoong2"	"hɔŋ24"	""	""	""	""	""	""	""
"汪"	"oong1"	"ɔŋ44"	""	""	""	""	""	""	""
"方"	"png1"	"pŋ44"	"白"	""	""	""	""	""	""
"方"	"hng1"	"hŋ44"	"白"	""	""	""	""	""	""
"方"	"hoong1"	"hɔŋ44"	"文"	""	""	""	""	""	""
"肪"	"hoong1"	"hɔŋ44"	""	""	""	""	""	""	""
"肪"	"hoong2"	"hɔŋ24"	""	""	""	""	""	""	""
"肪"	"hoong3"	"hɔŋ53"	""	""	""	""	""	""	""
"仿"	"hoong3"	"hɔŋ53"	""	""	""	""	""	""	""
"放"	"pang5"	"paŋ21"	"白"	""	""	""	""	""	""
"放"	"hang5"	"haŋ21"	"白"	""	""	""	""	""	""
"放"	"hoong5"	"hɔŋ21"	"文"	""	""	""	""	""	""
"芳"	"phang1"	"pʰaŋ44"	"白"	""	""	""	""	""	""
"芳"	"hoong1"	"hɔŋ44"	"文"	""	""	""	""	""	""
"妨"	"hoong3"	"hɔŋ53"	""	""	""	""	""	""	""
"紡"	"phang3"	"pʰaŋ53"	"白"	""	""	""	""	""	""
"紡"	"hoong3"	"hɔŋ53"	"文"	""	""	""	""	""	""
"仿"	"hoong3"	"hɔŋ53"	""	""	""	""	""	""	""
"彷"	"hoong3"	"hɔŋ53"	""	""	""	""	""	""	""
"彷"	"poong2"	"pɔŋ24"	""	""	""	""	""	""	""
"訪"	"hoong3"	"hɔŋ53"	""	""	""	""	""	""	""
"房"	"pang2"	"paŋ24"	"白"	""	""	""	""	""	""
"房"	"poong2"	"pɔŋ24"	"文"	""	""	""	""	""	""
"房"	"hoong2"	"hɔŋ24"	"文"	""	""	""	""	""	""
"防"	"hoong2"	"hɔŋ24"	""	""	""	""	""	""	""
"亡"	"boong2"	"bɔŋ24"	""	""	""	""	""	""	""
"忘"	"boong6"	"bɔŋ22"	""	""	""	""	""	""	""
"網"	"bang6"	"baŋ22"	"白"	""	""	""	""	""	""
"網"	"boong3"	"bɔŋ53"	"文"	""	""	""	""	""	""
"望"	"bang6"	"baŋ22"	"白"	""	""	""	""	""	""
"望"	"boong6"	"bɔŋ22"	"文"	""	""	""	""	""	""
"妄"	"boong6"	"bɔŋ22"	""	""	""	""	""	""	""
"逛"	"koong5"	"kɔŋ21"	""	""	""	""	""	""	""
"匡"	"khoong1"	"kʰɔŋ44"	""	""	""	""	""	""	""
"筐"	"khing1"	"kʰiŋ44"	"白"	""	""	""	""	""	""
"筐"	"khoong1"	"kʰɔŋ44"	"文"	""	""	""	""	""	""
"狂"	"koong2"	"kɔŋ24"	""	""	""	""	""	""	""
"況"	"hoong3"	"hɔŋ53"	"俗"	""	""	""	""	""	""
"況"	"khoong3"	"kʰɔŋ53"	""	""	""	""	""	""	""
"枉"	"oong3"	"ɔŋ53"	""	""	""	""	""	""	""
"王"	"oong2"	"ɔŋ24"	""	""	""	""	""	""	""
"往"	"ing3"	"iŋ53"	"白"	""	""	""	""	""	""
"往"	"oong3"	"ɔŋ53"	"文"	""	""	""	""	""	""
"旺"	"oong6"	"ɔŋ22"	""	""	""	""	""	""	""
"郭"	"keh7"	"keʔ32"	"白"	""	""	""	""	""	""
"郭"	"kook7"	"kɔk32"	"文"	""	""	""	""	""	""
"擴"	"khook7"	"kʰɔk32"	""	""	""	""	""	""	""
"廓"	"koh7"	"koʔ32"	"白"	""	""	""	""	""	""
"廓"	"khook7"	"kʰɔk32"	"文"	""	""	""	""	""	""
"霍"	"hook7"	"hɔk32"	""	""	""	""	""	""	""
"藿"	"hook7"	"hɔk32"	""	""	""	""	""	""	""
"縛"	"pak8"	"pak4"	"白"	""	""	""	""	""	""
"縛"	"pook8"	"pɔk4"	"文"	""	""	""	""	""	""
"邦"	"pang1"	"paŋ44"	""	""	""	""	""	""	""
"綁"	"pang3"	"paŋ53"	""	""	""	""	""	""	""
"胖"	"phoong5"	"pʰɔŋ21"	""	""	""	""	""	""	""
"胖"	"phang5"	"pʰaŋ21"	""	""	""	""	""	""	""
"龐"	"pang2"	"paŋ24"	""	""	""	""	""	""	""
"棒"	"pang6"	"paŋ22"	""	""	""	""	""	""	""
"蚌"	"pang6"	"paŋ22"	""	""	""	""	""	""	""
"樁"	"tsng1"	"tsŋ44"	"白"	""	""	""	""	""	""
"樁"	"tsoong1"	"tsɔŋ44"	"文"	""	""	""	""	""	""
"撞"	"tng6"	"tŋ22"	"白"	""	""	""	""	""	""
"撞"	"toong6"	"tɔŋ22"	"文"	""	""	""	""	""	""
"撞"	"tsoong6"	"tsɔŋ22"	"文"	""	""	""	""	""	""
"窗"	"thang1"	"tʰaŋ44"	"白"	""	""	""	""	""	""
"窗"	"tshoong1"	"tsʰɔŋ44"	"文"	""	""	""	""	""	""
"雙"	"siang1"	"siaŋ44"	"白"	""	""	""	""	""	""
"雙"	"soong1"	"sɔŋ44"	"文"	""	""	""	""	""	""
"江"	"kang1"	"kaŋ44"	""	""	""	""	""	""	""
"肛"	"kang1"	"kaŋ44"	""	""	""	""	""	""	""
"肛"	"koong1"	"kɔŋ44"	""	""	""	""	""	""	""
"扛"	"kng1"	"kŋ44"	"白"	""	""	""	""	""	""
"扛"	"koong1"	"kɔŋ44"	"文"	""	""	""	""	""	""
"講"	"koong3"	"kɔŋ53"	"白"	""	""	""	""	""	""
"講"	"kang3"	"kaŋ53"	"文"	""	""	""	""	""	""
"耩"	"kang3"	"kaŋ53"	""	""	""	""	""	""	""
"港"	"kang3"	"kaŋ53"	""	""	""	""	""	""	""
"降"	"kang5"	"kaŋ21"	""	""	""	""	""	""	""
"虹"	"khing6"	"kʰiŋ22"	"白"	""	""	""	""	""	""
"虹"	"hoong2"	"hɔŋ24"	"文"	""	""	""	""	""	""
"腔"	"khiunn1"	"kʰiũ44"	"白"	""	""	""	""	""	""
"腔"	"khang1"	"kʰaŋ44"	"文"	""	""	""	""	""	""
"腔"	"khiong1"	"kʰioŋ44"	"文"	""	""	""	""	""	""
"降"	"hang2"	"haŋ24"	""	""	""	""	""	""	""
"項"	"hang6"	"haŋ22"	""	""	""	""	""	""	""
"巷"	"hang6"	"haŋ22"	""	""	""	""	""	""	""
"剝"	"pak7"	"pak32"	""	""	""	""	""	""	""
"駁"	"pook7"	"pɔk32"	""	""	""	""	""	""	""
"璞"	"phook7"	"pʰɔk32"	""	""	""	""	""	""	""
"璞"	"phak7"	"pʰak32"	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""
"雹"	"phauh8"	"pʰauʔ4"	"白"	""	""	""	""	""	""
"雹"	"pak8"	"pak4"	"文"	""	""	""	""	""	""
"卓"	"toh7"	"toʔ32"	"白"	""	""	""	""	""	""
"卓"	"took7"	"tɔk32"	"文"	""	""	""	""	""	""
"桌"	"toh7"	"toʔ32"	"白"	""	""	""	""	""	""
"桌"	"took7"	"tɔk32"	"文"	""	""	""	""	""	""
"琢"	"took7"	"tɔk32"	""	""	""	""	""	""	""
"啄"	"teh7"	"teʔ32"	"白"	""	""	""	""	""	""
"啄"	"took7"	"tɔk32"	"文"	""	""	""	""	""	""
"戳"	"tshook7"	"tsʰɔk32"	""	""	""	""	""	""	""
"戳"	"tshak7"	"tsʰak32"	""	""	""	""	""	""	""
"濁"	"tak8"	"tak4"	"白"	""	""	""	""	""	""
"濁"	"tsook8"	"tsɔk4"	"文"	""	""	""	""	""	""
"濯"	"tsook8"	"tsɔk4"	""	""	""	""	""	""	""
"捉"	"tshiook7"	"tsʰiɔk32"	""	""	""	""	""	""	""
"捉"	"tsook7"	"tsɔk32"	""	""	""	""	""	""	""
"鐲"	"siook8"	"siɔk4"	""	""	""	""	""	""	""
"鐲"	"took8"	"tɔk4"	""	""	""	""	""	""	""
"朔"	"sook7"	"sɔk32"	""	""	""	""	""	""	""
"覺"	"kak7"	"kak32"	""	""	""	""	""	""	""
"角"	"kak7"	"kak32"	""	""	""	""	""	""	""
"餃"	"kiau3"	"kiau53"	"白"	""	""	""	""	""	""
"餃"	"kau3"	"kau53"	"文"	""	""	""	""	""	""
"確"	"khak7"	"kʰak32"	""	""	""	""	""	""	""
"殼"	"khak7"	"kʰak32"	""	""	""	""	""	""	""
"嶽"	"gak8"	"ɡak4"	""	""	""	""	""	""	""
"岳"	"gak8"	"ɡak4"	""	""	""	""	""	""	""
"樂"	"gak8"	"ɡak4"	""	""	""	""	""	""	""
"學"	"oh8"	"oʔ4"	"白"	""	""	""	""	""	""
"學"	"hak8"	"hak4"	"文"	""	""	""	""	""	""
"握"	"ook7"	"ɔk32"	"白"	""	""	""	""	""	""
"握"	"ak7"	"ak32"	"文"	""	""	""	""	""	""
"崩"	"pang1"	"paŋ44"	"白"	""	""	""	""	""	""
"崩"	"ping1"	"piŋ44"	"文"	""	""	""	""	""	""
"朋"	"ping2"	"piŋ24"	""	""	""	""	""	""	""
"登"	"ting1"	"tiŋ44"	""	""	""	""	""	""	""
"燈"	"ting1"	"tiŋ44"	""	""	""	""	""	""	""
"等"	"tan3"	"tan53"	"白"	""	""	""	""	""	""
"等"	"ting3"	"tiŋ53"	"文"	""	""	""	""	""	""
"凳"	"ting5"	"tiŋ21"	""	""	""	""	""	""	""
"藤"	"tin2"	"tin24"	"白"	""	""	""	""	""	""
"藤"	"ting2"	"tiŋ24"	"文"	""	""	""	""	""	""
"騰"	"thing2"	"tʰiŋ24"	""	""	""	""	""	""	""
"疼"	"thing2"	"tʰiŋ24"	"俗"	""	""	""	""	""	""
"疼"	"thoong2"	"tʰɔŋ24"	""	""	""	""	""	""	""
"謄"	"ting2"	"tiŋ24"	""	""	""	""	""	""	""
"鄧"	"ting6"	"tiŋ22"	""	""	""	""	""	""	""
"能"	"nng2"	"nŋ24"	""	""	""	""	""	""	""
"能"	"ling2"	"liŋ24"	""	""	""	""	""	""	""
"增"	"tsing1"	"tsiŋ44"	""	""	""	""	""	""	""
"憎"	"tsing1"	"tsiŋ44"	""	""	""	""	""	""	""
"曾"	"tsan1"	"tsan44"	"白"	""	""	""	""	""	""
"曾"	"tsng1"	"tsŋ44"	"文"	""	""	""	""	""	""
"曾"	"tsing2"	"tsiŋ24"	""	""	""	""	""	""	""
"層"	"tsan2"	"tsan24"	"白"	""	""	""	""	""	""
"層"	"tsing2"	"tsiŋ24"	"文"	""	""	""	""	""	""
"贈"	"tsing1"	"tsiŋ44"	"俗"	""	""	""	""	""	""
"贈"	"tsan6"	"tsan22"	"白"	""	""	""	""	""	""
"贈"	"tsing6"	"tsiŋ22"	"文"	""	""	""	""	""	""
"僧"	"tsing1"	"tsiŋ44"	""	""	""	""	""	""	""
"僧"	"sing1"	"siŋ44"	""	""	""	""	""	""	""
"亘"	"huan2"	"huan24"	""	""	""	""	""	""	""
"肯"	"khan3"	"kʰan53"	"白"	""	""	""	""	""	""
"肯"	"khing3"	"kʰiŋ53"	"文"	""	""	""	""	""	""
"恆"	"hing2"	"hiŋ24"	""	""	""	""	""	""	""
"冰"	"ping1"	"piŋ44"	""	""	""	""	""	""	""
"憑"	"pin2"	"pin24"	"白"	""	""	""	""	""	""
"憑"	"ping2"	"piŋ24"	"文"	""	""	""	""	""	""
"凌"	"ling2"	"liŋ24"	""	""	""	""	""	""	""
"菱"	"ling2"	"liŋ24"	""	""	""	""	""	""	""
"陵"	"ling2"	"liŋ24"	""	""	""	""	""	""	""
"徵"	"tin1"	"tin44"	""	""	""	""	""	""	""
"徵"	"ting1"	"tiŋ44"	""	""	""	""	""	""	""
"澄"	"ting2"	"tiŋ24"	""	""	""	""	""	""	""
"懲"	"ting2"	"tiŋ24"	""	""	""	""	""	""	""
"橙"	"tshiam2"	"tsʰiam24"	""	""	""	""	""	""	""
"橙"	"tshiang2"	"tsʰiaŋ24"	""	""	""	""	""	""	""
"橙"	"ting2"	"tiŋ24"	""	""	""	""	""	""	""
"瞪"	"ting6"	"tiŋ22"	""	""	""	""	""	""	""
"蒸"	"tsing1"	"tsiŋ44"	""	""	""	""	""	""	""
"拯"	"tsin3"	"tsin53"	""	""	""	""	""	""	""
"拯"	"tsing3"	"tsiŋ53"	""	""	""	""	""	""	""
"證"	"tsing5"	"tsiŋ21"	""	""	""	""	""	""	""
"症"	"tsing5"	"tsiŋ21"	""	""	""	""	""	""	""
"稱"	"tshing1"	"tsʰiŋ44"	""	""	""	""	""	""	""
"稱"	"tshing5"	"tsʰiŋ21"	""	""	""	""	""	""	""
"秤"	"tshin5"	"tsʰin21"	"白"	""	""	""	""	""	""
"秤"	"tshing5"	"tsʰiŋ21"	"文"	""	""	""	""	""	""
"乘"	"sing2"	"siŋ24"	""	""	""	""	""	""	""
"繩"	"tsin2"	"tsin24"	"白"	""	""	""	""	""	""
"繩"	"sin2"	"sin24"	"白"	""	""	""	""	""	""
"繩"	"sing2"	"siŋ24"	"文"	""	""	""	""	""	""
"剩"	"sin6"	"sin22"	"白"	""	""	""	""	""	""
"剩"	"sing6"	"siŋ22"	"文"	""	""	""	""	""	""
"升"	"tsin1"	"tsin44"	"白"	""	""	""	""	""	""
"升"	"sing1"	"siŋ44"	"文"	""	""	""	""	""	""
"勝"	"sing5"	"siŋ21"	""	""	""	""	""	""	""
"承"	"sin2"	"sin24"	"白"	""	""	""	""	""	""
"承"	"sing2"	"siŋ24"	"文"	""	""	""	""	""	""
"丞"	"sin2"	"sin24"	"白"	""	""	""	""	""	""
"丞"	"sing2"	"siŋ24"	"文"	""	""	""	""	""	""
"仍"	"ling2"	"liŋ24"	""	""	""	""	""	""	""
"扔"	"ling2"	"liŋ24"	""	""	""	""	""	""	""
"兢"	"king1"	"kiŋ44"	""	""	""	""	""	""	""
"凝"	"gin2"	"ɡin24"	"白"	""	""	""	""	""	""
"凝"	"ging2"	"ɡiŋ24"	"文"	""	""	""	""	""	""
"興"	"hing1"	"hiŋ44"	""	""	""	""	""	""	""
"興"	"hing5"	"hiŋ21"	""	""	""	""	""	""	""
"應"	"ing1"	"iŋ44"	""	""	""	""	""	""	""
"鷹"	"ing1"	"iŋ44"	""	""	""	""	""	""	""
"應"	"in5"	"in21"	"白"	""	""	""	""	""	""
"應"	"ing5"	"iŋ21"	"文"	""	""	""	""	""	""
"蠅"	"sin2"	"sin24"	"白"	""	""	""	""	""	""
"蠅"	"ing2"	"iŋ24"	"文"	""	""	""	""	""	""
"孕"	"in6"	"in22"	"白"	""	""	""	""	""	""
"孕"	"ing6"	"iŋ22"	"文"	""	""	""	""	""	""
"北"	"pak7"	"pak32"	"白"	""	""	""	""	""	""
"北"	"pook7"	"pɔk32"	"文"	""	""	""	""	""	""
"墨"	"bak8"	"bak4"	"白"	""	""	""	""	""	""
"墨"	"bik8"	"bik4"	"文"	""	""	""	""	""	""
"默"	"bik8"	"bik4"	""	""	""	""	""	""	""
"德"	"tik7"	"tik32"	""	""	""	""	""	""	""
"得"	"tit7"	"tit32"	"白"	""	""	""	""	""	""
"得"	"tik7"	"tik32"	"文"	""	""	""	""	""	""
"忒"	"thik7"	"tʰik32"	""	""	""	""	""	""	""
"特"	"tik8"	"tik4"	""	""	""	""	""	""	""
"肋"	"lik8"	"lik4"	""	""	""	""	""	""	""
"勒"	"leh8"	"leʔ4"	"白"	""	""	""	""	""	""
"勒"	"lik8"	"lik4"	"文"	""	""	""	""	""	""
"則"	"tsiah7"	"tsiaʔ32"	"白"	""	""	""	""	""	""
