#a							
ɓ	[1]巴芭疤[3]飽[4]罷[5]豹霸[9]垻爸壩						
f	[2]琶杷[9]拍						
m	[1]媽[2]麻痲馬						
ɗ	[1]擔{~子}[3]膽[4]踏[9]答搭						
t	[1]三衫□{~ɓou31：女孩}[3]早[4]雜[5]炸{~彈}						
n	[2]籃拿[3]□{只}[4]那[5]哪□{更}□{剛剛，~~到}						
l	[1]拉[4]蠟臘						
s	[1]差{相~}叉莎纱沙[2]柴{训}查傻[3]炒灑[4]插						
k	[1]柑家□{~tau33：跳蚤}□{~tau24：咳嗽}□{~tsia31：背脊}□{~to33：骯髒}[3]敢絞{~爛}[4]咬合{~被：蓋被子}[5]教{~書，~育}[9]甲						
x	[1]骹{脚}[3]恰[5]敲						
ɦ	[1]他[5]孝{戴~}[9]塔						
Ø	[9]押鴨						
#o							
ɓ	[1]波玻菠[3]保寶[4]薄{厚~}[5]報[9]駁						
f	[1]坡[2]婆						
m	[1]望摸{偷偷~~}[2]毛摩魔模[4]磨膜[5]麼						
b	[2]無模[3]拇						
ɗ	[1]刀[2]逃堂{廟~}塘长{~短}腸{大~}[3]倒{打~}[5]倒{~水}當{典~}懶惰{訓“懶”}						
t	[1]装{~飾}多霜□{鼻~}□{ka44~：骯髒}[3]左鎖嫂所[4]作昨鐲助[5]素數佐[9]索						
n	[2]那[4]兩						
l	[1]囉[2]籮鑼羅騾螺						
ts	[5]座						
s	[1]倉搓梭唆初瘡[2]床傻□{傻}[3]瑣礎楚[5]錯{~雜}挫						
k	[1]哥歌扛竿{训“篙”}篙{竹竿}高戈杠[2]鵝[3]稿[5]告鋼{~鐵}[9]各閣擱□{用吸管吮吸}						
x	[1]科棵顆[2]可[5]囥{藏}						
ŋ	[1]餓[2]我蛾俄						
ɦ	[1]湯[2]何河荷和桃萄糖駝號{呼~，~數}[3]妥橢討{~錢}好{～壞}[4]諾託[5]燙套{一~衣}[9]賀托						
Ø	[1]窩{燕~}[2]荷行{一~字}[3]影[4]學						
#ɛ							
ɓ	[1]病[2]平爬耙[3]把[4]白父[5]把[9]百伯擘{撕開}						
f	[4]魄[5]帕						
m	[1]罵[2]明{~年}暝{夜}						
b	[3]馬碼[4]麥脈						
ɗ	[1]爹[2]茶[9]笮{壓}						
d	[2]螺脶□{屌}						
t	[1]生甥牲[4]舍社[5]姓性						
n	[4]奶{訓}□{奶，~~}						
l	[4]曆						
k	[1]加更{三~半夜}家傢[3]假[5]假架嫁價駕稼						
ŋ	[1]□{树枝}椏{树枝}□{liaŋ33~：蜻蜓}[2]牙芽衙[4]硬						
ɦ	[2]蝦夏[4]嚇徹{~潔：乾淨}						
Ø	[3]啞[4]廈{~門}下						
#iɛ							
ts	[1]齋爭夜[2]晴[3]者井[4]靜[5]債籍□{鈸}[9]姐姊{訓“姐”}						
s	[1]星青{~色}[3]□{此，這裡}醒史[4]巳冊						
dz	[2]也夜[3]爺野也						
x	[4]客						
#e							
ɓ	[9]□{要}						
t	[2]□{陰莖}[9]說						
ɗ	[1]代袋[3]短[5]處{訓}□{處所}□{~kai33：哪個}						
l	[2]螺腡						
ɦ	[4]歇[5]退						
#ie							
ts	[4]座坐						
s	[3]且使{大~}[4]士仕事[9]惜						
#i							
ɓ	[1]邊鞭[3]比鄙[4]備[5]痹[9]鼈閉弊幣斃臂璧避八						
f	[1]丕鼻[2]枇脾疲琵皮						
m	[1]麵[2]棉						
b	[1]味[2]謎迷[3]米						
ɗ	[2]遲抵纏[4]弟地[5]戴帝[9]□{脰~：脖子}						
t	[1]絲詩尸知蜘施[2]時匙字[3]死始[5]四世扇勢肆[9]視□{些}						
n	[1]奶{訓}□{奶，乳}[2]泥尼倪[3]女						
l	[2]離籬璃釐梨狸[3]李里理鯉禮裏旅[4]厲勵利[5]麗慮						
ts	[1]滋姿知芝支枝之□{女陰}[2]钱臍[3]子紫指止趾址梓旨[4]自治摺舌褶[5]祭際製濟劑致至箭志稚智置煎{油~}[9]接{~球}						
s	[1]資私獅詩師需思斯撕廝妻舒書鮮{新~}伺司須[2]徐雌馳池慈磁辭詞祠瓷持[3]取娶此處[4]事侍[5]趣刺次思侍試序趣[9]樹						
k	[1]支枝俱幾饑箕基拘駒居譏機[2]杞旗棋[3]舉指{~天}矩己紀[4]具忌據[5]記痣見{望~}計既即繼技[9]巨距劇{~烈，戲~}						
x	[1]欺區[2]祈奇期其[3]齒起豈其啟[5]器汽棄氣						
ŋ	[1]硯[2]疑儀宜[4]係[9]藝毅羲議						
ɦ	[1]熙天稀希犧[2]年啼□{縫}[3]喜體[4]系耳[5]戲剃[9]鐵						
Ø	[1]伊{他}醫衣依[2]圓夷姨[3]椅[9]意億燕{~子}						
dz	[1]二貳□{~龍：蚯蚓}[2]兒餘遺娛宜誼移而遺余如於愉于盂[3]雨已羽宇以語儒[4]易{容~}玉{~鐲}遇二喻異[5]預						
#ia							
ɓ	[1]兵[3]餅[4]壁[5]拼						
m	[1]命[2]名						
ɗ	[1]定庭[3]鼎{鍋}						
t	[1]射聲賒[2]城斜[3]寫捨[4]謝舍席[5]瀉[9]錫削						
l	[3]領嶺[4]搦{捉}						
ts	[1]遮正{~月}[2]情{親~}成{做~}[4]食蝕[5]蔗正{真~}[9]隻只跡						
s	[1]車[3]請[9]赤						
k	[1]嘉家加驚{怕}[2]行{~為，品~}[3]囝[4]屐[5]寄鏡						
x	[2]騎[4]徛{站}						
ɦ	[1]兄聽廳[2]耶營贏[4]瓦蟻[5]□{疼}[9]廈拆析						
Ø	[1]鴉丫[4]蝶{飛~}易{姓氏}						
dz	[2]牙雅霞[3]惹						
#u							
ɓ	[1]孵[4]部婦{新~}[5]富佈怖						
f	[1]膚敷夫[2]符俘芙[3]府腑俯普譜腐附輔甫[4]負婦{~女}[5]富傅賦副腹蝠						
m	[2]母[4]募務[5]霧幕						
b	[2]無[3]武侮鵡[9]戊						
ɗ	[1]都豬箸{筷子}[2]鋤廚[4]佇{在}[9]鍍渡杜□{捅}						
t	[1]書諸朱株蛛珠硃輸[2]薯蜍{tsio33~：癩蛤蟆}[3]主阻組堵賭煮[5]注註蛀住駐						
n	[2]奴[3]女[4]努怒						
l	[2]盧耳{虛詞}爾[3]櫓魯虜呂汝[4]露路						
s	[1]蘇酥疏蔬[2]除[3]署[4]訴						
k	[1]車估姑龜枯舅舊[2]鋤牛[3]古[5]固灸故鋸句[9]□{吸}						
ŋ	[2]吾吳[3]伍[4]悟						
x	[5]去哭						
ɦ	[1]烌{灰}呼乎虛腐[2]魚漁糊狐鬍壺圖徒途[3]滸虎[4]互護戶{家家~~}[5]副{量詞，一~牌}						
Ø	[1]烏塢污[4]有[5]惡						
#ai							
ɓ	[2]排牌[3]板擺[4]敗[5]拜						
f	[1]□{節~}[5]派						
m	[2]埋						
b	[2]眉						
ɗ	[1]第[2]埋{訓}□{埋}[3]代待[4]貸大{~夫}						
t	[1]西呆載{年~}栽知[2]前[3]宰駛使{~用}載{滿~，重~}崽指屎[4]□{扔}[5]在再						
n	[3]乃奶[4]奈耐捺						
l	[1]荔利[2]来[4]癞賴裏{哪~去}						
ts	[1]災						
s	[1]千猜柿篩鰓腮差{出~}[2]才材財柴纔蠶裁豺[3]採彩睬[5]菜赛						
k	[1]佳該肩階皆[2]個{的}[3]改揀{选择}[5]界械戒介屆蓋蓋概溉						
ɦ	[1]胎筛[2]台臺抬治{宰杀}[3]海[4]害亥[5]態泰太						
ŋ	[4]礙[2]捱						
x	[1]開[2]孩[3]楷凱[5]慨						
Ø	[1]哀[2]閒[5]爱埃						
dz	[2]涯崖						
#ue							
ɓ	[1]杯悲碑飛[2]賠[5]貝辈背{~誦}						
f	[1]妃[2]皮[4]被						
m	[1]妹[2]糜{饭}						
b	[2]媒煤梅[3]尾[4]月						
ɗ	[5]□{尋找}綴{尋找}						
t	[5]税						
s	[1]衰[3]髓						
k	[1]瓜關[3]果[4]□{dzia24-44~：這裡}[5]過[9]郭廓						
x	[1]靴[2]瘸[4]缺[5]快						
ɦ	[1]花灰[2]横{~直，蠻~}[3]火夥[5]歲化貨[9]血						
Ø	[1]畫劃划話						
#uai							
ɓ	[9]八						
b	[1]賣[3]買						
m	[3]每美						
f	[1]批飛[5]呸{吐口水}配肺佩廢費						
t	[1]□{多}多{訓}[2]齊[3]洗[9]節雪□{剁}						
ɗ	[1]低[2]題蹄[3]底[5]帝						
l	[1]例犁黎						
s	[5]砌帥						
k	[1]雞街乖縣[2]懸[3]改解{講~}[4]潔{徹~：乾淨}[5]怪						
ŋ	[4]外						
Ø	[1]歪[2]鞋[3]矮						
x	[1]溪[5]快筷契塊						
ɦ	[1]壞[2]淮懷提堤[4]蟹[5]替						
#au							
ɓ	[1]包胞[2]袍[3]保{太~}飽{~和}寶堡[4]抱鮑[5]瀑{~布}暴爆						
f	[2]刨[5]泡{水~}跑炮						
m	[2]茅矛毛錨[3]卯[4]冒貌貿茂[5]帽						
ɗ	[1]導豆脰{~ɗi53：脖子}[2]濤[3]島斗{一~米}斛[4]道盜[5]晝{日~}						
t	[1]糟遭[2]棗[3]走[4]造糙[5]掃{~地，~帚}嗽{咳~}灶						
n	[3]惱腦[4]扭{~乾}[5]鬧						
l	[1]漏[2]勞牢留流劉楼榴{石~}[4]繞{圍~}老						
s	[1]操騷鈔抄[2]曹巢槽吵[3]草						
k	[1]高膏篙羔糕膏勾鉤溝[2]猴[3]狗九搞[4]厚[5]够{吃~}遘{到}						
ɦ	[1]偷候[2]豪毫壕淘陶頭逃□{鍋}□{~羹：湯匙}[3]討[4]好{喜~}號{~碼}耗浩[5]透哭套{一~戲}						
ŋ	[2]熬[4]傲						
x	[3]口考烤[4]靠[5]扣叩						
Ø	[2]喉[4]後[9]懊奧澳						
#ua							
ɓ	[1]般[2]搬盤[4]跋{跌倒}[5]半簸{顛~}[9]撥						
f	[4]伴[5]破[9]潑						
m	[2]瞒[3]满						
b	[2]磨						
ɗ	[1]大單[5]带						
t	[1]沙抓山□{一~：一趟}[2]泉蛇[3]纸[5]傘散{分~}線[9]刷殺						
n	[1]爛[4]瀾{口水}						
l	[4]辣						
s	[1]□{带领，娶}[5]蔡閂[9]擦						
k	[1]肝官歌汗瓜棺[2]寒{冷}[3]赶果{如~}寡[5]蓋{～子}掛卦[9]割						
x	[1]科潘[5]課闊[9]渴						
ɦ	[1]花外拖華{中~，~山}[2]和[3]我[4]禍[5]炭[9]獺{手~：手腳多}						
Ø	[1]換蛙[3]碗倚瓦[4]活[5]晏{遲到}案						
dz	[4]熱{天~}						
#iau							
ɓ	[1]標彪[3]表{代~}						
f	[1]瓢漂{~泊}飄[3]嫖						
m	[2]苗描[3]渺藐秒[4]妙						
ɗ	[1]□{什麼時候}[2]條橱寮{训“橱“，豬～}[4]調{音~}[5]釣弔						
t	[1]消霄宵销萧蕭雕[3]小[5]數						
n	[2]貓[3]鳥[4]□{~囝：小孩}						
l	[2]遼療聊燎寥撩瞭[3]了[4]廖料						
ts	[1]召招昭朝{今~}[3]鳥找[4]兆趙邵[5]照韶紹						
s	[1]超搜{~家}[2]朝{~代}潮[4]少{~年}[5]臭笑						
k	[1]交郊嬌膠焦蕉驕[2]僑喬樵橋[3]繳攪剿絞[5]較校{~對}						
ɦ	[1]調{~和}[2]堯[3]巧曉[4]柱孝校[5]跳{~遠}						
Ø	[1]妖邀要{~求}腰[5]要{重~}						
dz	[2]姚謠[3]爪撓[5]耀						
#iu							
t	[1]□{鳥窩}丟梳修收[3]首守[4]授受稻壽[5]獸[9]秀鏽						
n	[3]紐扭{別~}						
l	[1]溜[2]流硫劉榴{~蓮}琉餾留[3]柳						
ts	[1]周州洲舟[3]酒[4]就舅[5]蛀						
s	[1]秋樹鬚抽羞丘[2]愁仇{姓}[3]手帚鼠[4]袖{領~}[5]厝{家}						
k	[3]久九韭[4]灸[5]救究						
x	[2]囚球求						
ɦ	[1]休[3]酉						
Ø	[1]幽憂優柚[2]油尤悠[5]幼						
dz	[1]又[2]柔由游有郵[3]友[4]右						
#uəi							
ɓ	[1]吠飯[2]肥[3]本[4]倍[5]沸						
f	[1]非[2]陪培[5]屁						
b	[5]痱						
m	[1]問[2]門						
ɗ	[4]斷[5]兌對頓{一~飯}[9]隊						
t	[1]酸磚追蓑堆[3]水[4]鑽吮罪[5]醉算最						
n	[3]軟[4]卵						
l	[1]亂[2]雷[3]累{積~}儡壘[4]累{連~}類淚						
s	[1]村崔催吹炊雖穿{屁股}[2]睡隨垂[5]喙{嘴}碎脆翠歲誰粹[9]瑞						
k	[1]規歸光龜閨[3]鬼詭幾{~個}軌[4]櫃跪[5]桂貴季						
ŋ	[2]危惠茴[4]魏						
ɦ	[1]梯揮輝恢灰徽[2]槌錘維唯惟園[3]腿偽悔毀萎委偉葦緯違[4]繪慧會[5]退褪肺匯惠慰						
x	[1]虧開[2]傀葵魁逵[5]汽氣						
Ø	[1]威[2]王皇黄圍微[3]䘼{袖子}為{~什麼}[4]位衛胃遠畏謂						
dz	[4]裕譽						
#am							
t	[1]三[3]斬[4]站						
ɗ	[1]耽擔[2]澹{濕}[4]淡						
n	[2]男南[5]□{玩}						
l	[2]藍淋[3]欖攬[4]覽艦						
s	[1]參{~加，人~}[3]慘						
k	[1]甘監{~牢}[3]感橄[5]鑑						
ŋ	[4]□{穿得剛剛好}						
Ø	[1]庵[3]飲{米湯}[5]暗						
ɦ	[1]貪[2]談潭譚痰含函咸銜[5]探歎喊						
x	[1]堪[3]砍						
#an							
ɓ	[1]班斑頒[2]便{～宜}瓶[3]版板販[4]伴扮辦拌						
f	[1]潘藩攀[2]凡煩繁[3]反[4]飯犯范範						
m	[1]慢[2]蠻[3]挽{拔}[4]饅幔漫						
b	[1]萬						
ɗ	[1]單丹釘{名詞}[2]陳[3]等[5]旦釘{動詞}						
t	[1]珊山曾{姓}[3]㾪{瘦}產						
n	[2]難{困~}[4]難{患~}						
l	[2]鱗攔蘭欄鈴零[3]染						
ts	[5]棧						
s	[1]餐刪[2]殘塍{田}[3]鏟						
k	[1]干姦乾間{中~}[3]簡[4]幹						
ŋ	[2]顏眼[4]雁岸						
ɦ	[1]攤灘[2]坦韓閒寒[5]趁{賺}趁{從哪裡來}漢[9]旱汗限翰						
Ø	[1]安鞍						
x	[1]刊牽						
#oŋ							
ɓ	[4]□{抱}						
f	[1]豐瘋風鋒烹封楓蜂[2]逢蓬縫朋[3]捧諷[4]鳳奉俸						
m	[2]蒙懵盟萌[4]夢孟[5]猛						
ɗ	[1]冬東[3]懂董[9]洞{~口}凍棟						
t	[1]中{當~}忠蹤終東綜鬃宗[2]□{蹲}[3]總[5]中{射~}縱						
n	[2]濃農						
l	[1]龍隆[3]隴壠攏[9]弄{捉~}						
ts	[1]鐘{姓}						
s	[1]聰匆囪充[2]重{~複}從從崇蟲[3]寵[5]誦頌訟						
k	[1]恭供{~養}宮弓功攻公躬[3]講{講話}[4]共[5]貢[9]□{駝子}						
x	[1]空{太~}[3]恐孔[5]控						
