[ɬi{35}]些
[fɔi{55}]卉
[fɔi{21}]吠
[vɔi{21}]穗惠慧
[tʰɔi{35}]胎
[tʰɔi{23}]抬台
[tʰɔi{21}]岱代袋黛待怠殆地
[nɔi{33}]你
[nɔi{21}]耐奈内
[lɔi{23}]厘狸梨漓璃篱离
[lɔi{33}]李理鲤里
[lɔi{21}]利俐痢蜊
[ɬɔi{35}]私丝司思鸶斯撕嘶腮鳃
[ɬɔi{33}]死
[ɬɔi{55}]四肆
[tʃɔi{35}]栽哉资
[tʃɔi{33}]子秭姊紫指宰梓
[tʃɔi{55}]再载
[tʃʰɔi{23}]豺才材财裁
[tʃʰɔi{33}]齿采彩採
[tʃʰɔi{55}]次茨蔡菜赛
[tʃʰɔi{21}]自字巳在牸
[kɔi{35}]讥机肌基箕饥
[kɔi{33}]纪己杞几改
[kɔi{55}]记暨寄盖
[kʰɔi{35}]该
[kʰɔi{23}]奇祈其棋旗麒期祺琪骑祁崎岐
[kʰɔi{33}]徛
[kʰɔi{55}]慨溉概既丐
[kʰɔi{21}]忌企
[ŋɔi{21}]艾碍
[hɔi{35}]欺希稀牺熙嬉开
[hɔi{33}]喜许海起岂
[hɔi{55}]弃汽气器戏
[hɔi{21}]害亥骇
[ɔi{35}]衣依瘀哀医
[ɔi{33}]霭蔼椅倚
[ɔi{55}]意爱
[pɐi{35}]□{跛}
[pɐi{55}]闭秘泌
[pɐi{21}]弊蔽敝
[pʰɐi{35}]批披砒
[mɐi{23}]迷咪{什么}
[mɐi{33}]米
[mɐi{55}]眯
[fɐi{55}]沸废肺费
[vɐi{35}]威媁
[vɐi{23}]韦纬苇围违涠唯维遗惟帷桅为{作～}
[vɐi{33}]伟委萎慰
[vɐi{55}]畏猬喂尉餵讳
[vɐi{21}]胃谓渭位卫为{～了}
[tɐi{35}]低姼{外祖父叫公～}呧{东西}
[tɐi{33}]诋邸底抵牴
[tɐi{55}]帝蒂缔
[tʰɐi{35}]梯锑
[tʰɐi{23}]啼堤提题蹄
[tʰɐi{33}]体
[tʰɐi{55}]剃涕替
[tʰɐi{21}]递睇弟隶逮
[nɐi{23}]泥尼呢倪霓弥猕
[nɐi{55}]腻拟
[lɐi{23}]荔犁黎
[lɐi{33}]礼
[lɐi{21}]丽厉励例吏莉
[ɬɐi{35}]西犀荽
[ɬɐi{33}]玺徙洗
[ɬɐi{55}]细婿
[tʃɐi{35}]挤剂
[tʃɐi{55}]济际祭制
[tʃɐi{21}]滞
[tʃʰɐi{35}]妻凄栖萋
[tʃʰɐi{23}]齐脐
[tʃʰɐi{55}]砌
[ʃɐi{35}]筛狮蛳
[ʃɐi{33}]驶使
[ʃɐi{55}]世势
[ʃɐi{21}]逝誓
[kɐi{35}]鸡闺龟归
[kɐi{33}]诡鬼轨
[kɐi{55}]计继髻鳜桂季贵偈
[kʰɐi{35}]盔窥亏溪稽规蹊奚
[kʰɐi{23}]葵逵奎携魁
[kʰɐi{33}]启
[kʰɐi{55}]契溃傀愧瑰
[kʰɐi{21}]柜跪
[ŋɐi{23}]危
[ŋɐi{33}]蚁
[ŋɐi{21}]魏伪艺
[hɐi{55}]喺{给予}
[hɐi{21}]系
[kʷʰɐi{55}]桧刽
[kʷʰɐi{21}]癸
[pei{33}]补
[pei{55}]布佈怖
[pʰei{35}]铺{～展}
[pʰei{23}]匍葡
[pʰei{33}]浦普脯哺甫捕圃晡谱蒲
[pʰei{55}]舖{店～}
[pʰei{21}]步埠阜部簿
[mei{35}]巫诬模
[mei{33}]母姆武侮鹉舞牡拇
[mei{21}]募慕墓暮务雾戊
[fei{35}]伕俘孵夫敷肤呼乎
[fei{23}]浮芙符扶蜉
[fei{33}]府斧俯腑釜抚
[fei{55}]富副付咐
[fei{21}]互附驸父妇负辅腐赋傅赴
[vei{35}]乌污坞
[tei{35}]都
[tei{33}]堵赌睹
[tei{55}]剁
[tʰei{23}]图徒涂途屠
[tʰei{33}]土
[tʰei{55}]兔吐
[tʰei{21}]渡镀踱度肚杜妒
[nei{23}]奴努
[nei{33}]女
[nei{21}]怒
[lei{23}]驴卢芦泸炉鸬颅庐鲈黸{黑}
[lei{33}]卤虏掳鲁橹裸
[lei{21}]路潞璐鹭露赂
[ɬei{35}]苏酥鬚
[ɬei{55}]诉素嗉絮
[tʃei{35}]租朱珠原诸诛株猪褚
[tʃei{33}]祖煮主
[tʃei{55}]注做
[tʃʰei{35}]粗蛆
[tʃʰei{23}]徐除厨储
[tʃʰei{33}]娶
[tʃʰei{55}]醋处
[tʃʰei{21}]住箸柱苎
[ȵei{23}]鱼渔
[ʃei{35}]输书抒
[ʃei{23}]蜍薯
[ʃei{33}]鼠
[ʃei{55}]戍庶数
[ʃei{21}]树
[kei{35}]姑菇孤沽鸪辜居车{车马炮}
[kei{33}]举估古股蛊鼓沽轱矩
[kei{55}]固故顾雇僱句锯
[kʰei{35}]区岖驱躯拘驹枢箍
[kʰei{23}]渠
[kʰei{21}]具惧飓巨拒炬距俱妓技据
[ŋei{23}]吴吾梧蜈娱虞
[ŋei{33}]五午伍语
[ŋei{21}]误悟
[hei{35}]枯虚嘘墟
[hei{23}]狐壶弧湖猢糊胡蝴葫
[hei{33}]虎浒苦雨
[hei{55}]库裤去
[hei{21}]护芋户沪
[jei{23}]馀
[jei{21}]喻祫
[ei{55}]恶{厌～}
[pui{35}]杯
[pui{55}]贝狈辈背{～后}
[pʰui{35}]胚西部坯
[pʰui{23}]陪培赔裴焙
[pʰui{33}]倍
[pʰui{55}]配沛佩
[pʰui{21}]背{～书}
[mui{35}]枚
[mui{23}]玫莓梅脢媒煤糜霉
[mui{33}]每美
[mui{21}]妹
[fui{35}]灰恢
[fui{33}]悔匪诽诲毁
[vui{35}]煨
[vui{23}]回茴
[vui{21}]彗汇贿惠慧会绘晦
[tui{35}]堆
[tui{55}]兑对碓
[tʰui{35}]推
[tʰui{33}]腿
[tʰui{55}]退蜕
[tʰui{21}]队
[lui{23}]雷蕾擂来
[lui{33}]磊垒吕侣旅榈履累{积～}
[lui{21}]泪类虑滤傫{劳～}
[ɬui{35}]虽尿需须绥
[ɬui{55}]碎岁
[ɬui{21}]遂隧髓绪墅瑞
[tʃui{35}]锥追椎
[tʃui{33}]嘴
[tʃui{55}]最醉
[tʃui{21}]赘
[tʃʰui{35}]崔催吹炊趋
[tʃʰui{23}]随隋槌锤搥捶陲
[tʃʰui{33}]取
[tʃʰui{55}]脆淬翠粹趣
[tʃʰui{21}]坠序叙罪聚缀
[ȵui{33}]乳蕊
[ʃui{35}]衰
[ʃui{23}]谁垂
[ʃui{33}]水
[ʃui{55}]税帅
[ʃui{21}]睡
[jui{21}]锐
[pau{35}]包苞胞
[pau{33}]饱
[pau{55}]豹鲍龅
[pʰau{35}]抛脬
[pʰau{23}]刨
[pʰau{33}]跑
[pʰau{55}]炮泡疱
[mau{35}]猫锚
[mau{23}]矛茅
[mau{33}]卯
[mau{21}]貌
[tau{33}]岛捣
[nau{21}]闹
[lau{23}]捞
[tʃau{33}]爪
[tʃau{55}]罩笊焯{油炸}
[tʃʰau{35}]抄钞
[tʃʰau{33}]炒
[tʃʰau{55}]耖
[tʃʰau{21}]櫂{使船前进}
[ʃau{35}]捎梢稍筲
[ʃau{55}]哨潲
[kau{35}]交郊胶姣{美}
[kau{33}]搞狡绞铰搅饺蛟
[kau{55}]较窖教骹校{～对}
[ŋau{23}]傲淆肴
[ŋau{33}]咬
[ŋau{21}]熬敖
[hau{35}]敲蒿
[hau{23}]姣{淫荡}
[hau{33}]考烤
[hau{55}]孝哮
[hau{21}]效校{～长}
[au{33}]袄拗{～断}
[au{55}]坳{不顺}
[miau{35}]猫{又}锚{又}
[kiau{55}]觉{睡～}
[kʰiau{35}]翘
[kʰiau{23}]撬{又}
[kʰiau{33}]巧
[kʰiau{55}]窍撬
[pou{35}]褒
[pou{33}]宝保堡葆褓
[pou{55}]报
[pʰou{23}]袍
[pʰou{21}]抱菢暴爆瀑
[mou{23}]毛无旄髦
[mou{21}]冒帽
[tou{35}]刀叨
[tou{33}]岛捣悼倒{颠～}
[tou{55}]到
[tou{21}]道导盗稻倒{～转}
[tʰou{35}]滔涛焘
[tʰou{23}]逃桃陶淘萄掏绹蹈
[tʰou{33}]讨
[tʰou{55}]套
[nou{33}]脑恼
[lou{35}]涝唠
[lou{23}]劳牢痨
[lou{33}]老
[ɬou{35}]骚臊搔
[ɬou{33}]嫂
[ɬou{55}]扫
[tʃou{35}]遭糟
[tʃou{33}]早枣藻
[tʃou{55}]灶
[tʃʰou{35}]操
[tʃʰou{23}]曹槽嘈漕巢
[tʃʰou{33}]草
[tʃʰou{55}]燥糙
[tʃʰou{21}]造
[kou{35}]羔高稿糕膏
[kou{33}]稿
[kou{55}]告诰
[kʰou{55}]靠
[hou{23}]蚝毫豪嚎壕
[hou{33}]好{～坏}
[hou{55}]耗好{爱～}
[hou{21}]浩号皓
[ou{55}]奥澳懊
[pʰɐu{33}]剖
[mɐu{23}]谋
[mɐu{33}]某亩
[mɐu{21}]茂贸
[fɐu{33}]否
[tɐu{35}]兜篼
[tɐu{33}]陡斗抖蚪
[tɐu{55}]鬥窦
[tʰɐu{35}]偷
[tʰɐu{23}]头投
[tʰɐu{33}]敨{休息}
[tʰɐu{55}]透
[tʰɐu{21}]豆逗痘
[nɐu{35}]嫐{生气}
[nɐu{33}]扭钮纽
[lɐu{35}]褛{大衣}
[lɐu{23}]楼娄喽留刘流硫瘤琉浏榴骝
[lɐu{33}]柳篓屡缕
[lɐu{21}]漏陋
[ɬɐu{35}]搜馊修羞
[ɬɐu{33}]艘
[ɬɐu{55}]秀绣锈
[tʃɐu{35}]周州洲舟邹啁{蜘蛛叫蜘～}
[tʃɐu{33}]走酒
[tʃɐu{55}]奏揍咒皱昼
[tʃʰɐu{35}]秋鳅抽
[tʃʰɐu{23}]仇筹稠酬绸畴俦踌囚泅
[tʃʰɐu{33}]丑
[tʃʰɐu{55}]臭凑
[tʃʰɐu{21}]售就袖肘纣宙骤
[ȵɐu{55}]鼼{皱}
[ʃɐu{35}]收
[ʃɐu{23}]愁
[ʃɐu{33}]手首守狩
[ʃɐu{55}]兽瘦
[ʃɐu{21}]寿受授绶
[kɐu{35}]沟勾钩佝鸠
[kɐu{33}]狗枸敬久九玖韭
[kɐu{55}]够构购垢究救
[kʰɐu{35}]抠
[kʰɐu{23}]求球裘
[kʰɐu{55}]扣叩寇臼
[kʰɐu{21}]舅旧
[ŋɐu{23}]牛
[ŋɐu{33}]偶藕朽
[hɐu{35}]丘邱蚯休
[hɐu{23}]猴侯
[hɐu{33}]口
[hɐu{21}]后厚候鲎
[jɐu{35}]优忧悠幽
[jɐu{23}]由油尤犹邮游柔揉蹂
[jɐu{33}]友有酉
[jɐu{55}]幼诱
[jɐu{21}]柚釉又右佑
[ɐu{35}]欧鸥殴瓯讴
[ɐu{33}]呕
[ɐu{55}]沤熰
[piu{35}]镖膘标熛彪飙猋滮穮
[piu{33}]裱表婊
[pʰiu{35}]飘漂
[pʰiu{23}]嫖瓢薸殍瞟
[miu{23}]锚苗描
[miu{33}]秒渺藐
[miu{21}]谬庙妙
[tiu{35}]刁凋貂碉雕彫
[tiu{33}]屌
[tiu{55}]吊钓
[tʰiu{35}]挑
[tʰiu{23}]条调{协～}
[tʰiu{55}]粜跳
[tʰiu{21}]掉调{～查}
[niu{23}]袅
[niu{33}]鸟
[liu{23}]燎瞭辽聊僚嘹寮撩鹩潦
[liu{33}]了
[liu{21}]廖料疗镣
[ɬiu{35}]萧箫潇啸宵消逍硝销霄
[ɬiu{33}]小
[ɬiu{55}]笑
[tʃiu{35}]招昭焦蕉椒朝{今～}
[tʃiu{33}]剿
[tʃiu{55}]照
[tʃʰiu{35}]超锹悄钊
[tʃʰiu{23}]瞧潮嘲樵朝{～廷}
[tʃʰiu{55}]俏峭
[tʃʰiu{21}]召兆赵诏
[ʃiu{35}]烧艄
[ʃiu{33}]少{多～}
[ʃiu{55}]少{～爷}
[ʃiu{21}]邵绍沼韶肇
[kiu{35}]浇娇骄
[kiu{33}]缴娇
[kiu{55}]叫
[kʰiu{23}]乔侨荞桥
[kʰiu{21}]轿蕌
[ŋiu{23}]饶
[ŋiu{33}]扰
[hiu{35}]跷嚣
[hiu{33}]晓侥绕
[jiu{35}]吆幺妖腰邀
[jiu{23}]遥姚窑谣摇瑶尧
[jiu{33}]舀
[jiu{55}]要
[jiu{21}]耀鹞
[tam{35}]眈耽儋担{～水}
[tam{33}]胆
[tam{55}]担{～子}
[tam{21}]啖
[tʰam{35}]贪
[tʰam{23}]谈痰谭潭
[tʰam{55}]探疸
[tʰam{21}]淡
[nam{35}]喃{念}
[nam{23}]男南楠
[nam{33}]腩漤
[lam{23}]蓝篮婪
[lam{33}]览揽榄
[lam{21}]缆舰
[ɬam{35}]三
[tʃam{35}]簪
[tʃam{33}]斩崭錾
[tʃʰam{35}]搀参
[tʃʰam{23}]蚕
[tʃʰam{33}]惨湛
[tʃʰam{55}]杉
[tʃʰam{21}]站暂
[ʃam{35}]衫
[ʃam{23}]谗
[kam{35}]监
[kam{33}]减敢橄尴
[kam{55}]鉴监
[kʰam{33}]砍
[ŋam{23}]岩癌
[ŋam{33}]啱
[ham{23}]函衔涵含撼咸
[ham{33}]喊
[ham{21}]陷
[am{35}]庵
[kʰiam{23}]钳黔嵌
[nɐm{23}]腍{食物软烂}
[nɐm{33}]谂{想}
[lɐm{23}]林临淋
[ɬɐm{35}]心
[tʃɐm{35}]针斟砧
[tʃɐm{33}]枕寝
[tʃɐm{55}]浸
[tʃʰɐm{35}]侵
[tʃʰɐm{23}]寻浔沉覃岑
[ȵɐm{23}]呤
[ȵɐm{33}]饮
[ȵɐm{21}]淫壬纴任饪
[ʃɐm{35}]深森参{人～}
[ʃɐm{33}]沈审婶
[ʃɐm{55}]渗
[ʃɐm{21}]甚
[kɐm{35}]今金
[kɐm{33}]锦
[kɐm{55}]禁襟
[kʰɐm{23}]琴禽擒蠄妗
[kʰɐm{21}]揿
[hɐm{35}]钦鑫欣
[hɐm{33}]勘
[jɐm{35}]荫音阴
[kɔm{35}]甘柑疳
[kɔm{33}]感
[hɔm{33}]勘
[hɔm{55}]堪憾
[ɔm{35}]鹌
[ɔm{33}]揞
[ɔm{55}]暗
[tim{35}]掂{把尿叫～尿}
[tim{33}]点典
[tim{55}]店
[tim{21}]掂{妥}
[tʰim{35}]添舔
[tʰim{23}]甜
[tʰim{21}]垫
[nim{35}]拈鲇黏
[nim{21}]念验
[lim{23}]廉镰帘
[lim{33}]脸殓敛
[tʃim{35}]詹瞻尖沾櫼{楔}
[tʃim{55}]佔占
[tʃʰim{35}]歼笺签骞纤籤
[tʃʰim{23}]缠挦{拔鸡毛}
[tʃʰim{21}]渐
[ȵim{23}]严俨炎阎檐焰
[ȵim{33}]掩冉染
[ʃim{23}]蟾阐婵蝉
[ʃim{33}]闪陕
[kim{35}]兼搛
[kim{33}]捡检
[kim{55}]剑
[kʰim{21}]俭
[him{35}]谦
[him{23}]嫌
[him{33}]险
[him{55}]欠歉
[jim{35}]淹阉
[jim{23}]闫盐
[jim{33}]掩魇{螺丝软盖}
[jim{55}]厌
[pan{35}]扳班颁斑
[pan{33}]板版
[pʰan{35}]攀
[pʰan{55}]盼扮
[pʰan{21}]办
[man{23}]蛮顽
[man{33}]晚
[man{21}]慢曼万漫幔
[fan{35}]番翻
[fan{23}]矾烦樊繁凡帆梵藩幡
[fan{33}]反返
[fan{55}]贩泛
[fan{21}]犯饭范
[van{35}]弯湾
[van{23}]环还
[van{33}]挽玩
[van{21}]宦患幻
[tan{35}]丹鄣箪单
[tan{55}]旦诞
[tʰan{35}]摊滩瘫
[tʰan{23}]檀弹坛昙
[tʰan{33}]坦毯
[tʰan{55}]叹炭
[tʰan{21}]但蛋惮
[nan{23}]难{困～}
[nan{21}]难{有～}
[lan{23}]兰拦栏岚
[lan{33}]懒
[lan{21}]烂滥
[ɬan{33}]伞馓
[ɬan{55}]散
[tʃan{33}]盏
[tʃan{55}]赞灒绽
[tʃʰan{35}]餐
[tʃʰan{23}]潺残渐孱禅
[tʃʰan{33}]铲产
[tʃʰan{55}]灿
[tʃʰan{21}]饯栈赚
[ʃan{35}]闩拴山删
[ʃan{23}]馋谗漦{口水叫口～}
[ʃan{55}]擅汕疝
[kan{35}]艰奸鳏关间{中～}
[kan{33}]拣柬简碱枫笕
[kan{55}]涧谏惯间{～开}
[kʰan{35}]刊
[ŋan{23}]研颜
[ŋan{33}]眼
[ŋan{21}]雁
[han{23}]闲
[han{33}]侃
[pian{33}]扁匾贬
[kɔn{35}]干肝竿
[kɔn{33}]杆秆咁{这么}
[kɔn{55}]幹
[ŋɔn{21}]岸
[hɔn{23}]寒韩
[hɔn{55}]汉汗看
[hɔn{21}]焊旱罕捍翰瀚苋
[ɔn{35}]安鞍
[ɔn{55}]按案晏
[pɐn{35}]冰宾滨槟殡鬓濒奔彬斌缤
[pɐn{33}]饼丙秉炳禀
[pɐn{55}]锛膑并柄
[pɐn{21}]笨
[pʰɐn{23}]屏瓶萍贫频颦平评坪苹
[pʰɐn{33}]品
[pʰɐn{55}]拼拚聘喷姘
[pʰɐn{21}]病
[mɐn{35}]缗蚊
[mɐn{23}]冥溟瞑螟铭酩明鸣名民文纹炆闻
[mɐn{33}]皿悯敏闽抿
[mɐn{21}]问命
[fɐn{35}]兄纷芬氛吩婚勋昏荤分{～开}
[fɐn{23}]坟焚
[fɐn{33}]粉
[fɐn{55}]粪训驯
[fɐn{21}]份奋愤忿分{成～}
[vɐn{35}]温瘟熏
[vɐn{23}]云芸耘纭晕魂浑馄
[vɐn{33}]永稳咏泳
[vɐn{21}]运韵酝蕴
[tɐn{35}]丁叮疔敦汀钉礅
[tɐn{33}]顶鼎墩
[tɐn{55}]订顿扽吨
[tɐn{21}]炖钝盾
[tʰɐn{35}]厅吞饨
[tʰɐn{23}]婷廷亭庭停蜓豚臀
[tʰɐn{55}]听
[tʰɐn{33}]挺艇
[tʰɐn{21}]定遁锭
[nɐn{23}]宁凝
[lɐn{23}]伶灵玲铃翎零龄凌陵绫鲮邻燐磷鳞麟仑伦沦轮羚軨
[lɐn{33}]笭岭领
[lɐn{55}]躏楞
[lɐn{21}]令吝蔺论
[ɬɐn{35}]星猩腥辛新薪
[ɬɐn{33}]醒笋榫
[ɬɐn{55}]姓性信讯汛迅衅囟蕈
[tʃɐn{35}]真珍津臻
[tʃɐn{33}]准攒
[tʃɐn{55}]镇晋进震振
[tʃʰɐn{35}]春亲椿鹑
[tʃʰɐn{23}]尘陈臣秦存旬询循巡
[tʃʰɐn{33}]蠢诊疹
[tʃʰɐn{55}]衬趁
[tʃʰɐn{21}]尽陈
[ȵɐn{23}]人仁
[ȵɐn{33}]忍刃韧
[ȵɐn{55}]纫
[ȵɐn{21}]认润闰孕
[ʃɐn{35}]申身呻伸绅
[ʃɐn{23}]纯唇醇神晨辰娠淳
[ʃɐn{21}]肾慎顺舜瞬
[kɐn{35}]经京猄荆惊根跟巾斤筋均钧军君
[kɐn{33}]颈景境警紧谨滚仅瑾
[kɐn{55}]径竟敬镜劲茎兢竞
[kʰɐn{35}]坤昆崑
[kʰɐn{23}]鲸琼芹勤裙
[kʰɐn{33}]捆菌
[kʰɐn{55}]困
[kʰɐn{21}]郡近
[ŋɐn{23}]银迎
[hɐn{35}]卿轻兴{～旺}
[hɐn{23}]痕
[hɐn{33}]很狠垦恳
[hɐn{55}]庆兴{高～}
[hɐn{21}]恨限
[kʷɐn{55}]棍掼謴{哄骗}
[kʷʰɐn{55}]混
[jɐn{35}]茵
[jɐn{23}]匀寅
[jɐn{33}]颖引蚓尹允瘾隐
[ɐn{35}]应英罂殷姻洇恩婴樱鹦鹰莺
[ɐn{33}]影映
[ɐn{55}]印
[pin{35}]鞭边辫
[pin{55}]变
[pʰin{35}]偏篇编蝙
[pʰin{23}]便{～宜}
[pʰin{55}]片遍骗
[pʰin{21}]辨辩汴便{方～}
[min{23}]眠绵棉
[min{33}]缅免勉娩冕渑
[min{21}]面
[tin{35}]滇颠巅癫
[tʰin{35}]天
[tʰin{23}]田填
[tʰin{21}]电佃甸淀殿靛奠
[nin{23}]年
[nin{33}]撵辇
[lin{23}]连鲢莲怜
[lin{21}]练恋炼楝
[ɬin{35}]先仙鲜宣萱喧
[ɬin{55}]线
[tʃin{35}]煎
[tʃin{33}]展翦践辗{碾}
[tʃin{55}]箭战
[tʃʰin{35}]千迁
[tʃʰin{23}]钱前潜
[tʃʰin{33}]浅
[tʃʰin{21}]贱溅
[ʃin{55}]搧扇
[kin{35}]坚肩鹃绢捐
[kin{55}]见建眷键
[kʰin{23}]乾虔
[kʰin{21}]件健腱倦
[hin{35}]牵掀轩
[hin{23}]弦贤舷玄悬眩
[hin{33}]显蚬犬遣谴
[hin{55}]宪献劝
[jin{35}]烟胭渊咽
[jin{33}]衍演
[jin{55}]宴燕彦谚艳
[jin{21}]现砚
[pun{35}]般搬
[pun{33}]本苯
[pun{55}]半
[pʰun{35}]膰
[pʰun{23}]盘盆
[pʰun{33}]拌伴
[pʰun{55}]判叛
[pʰun{21}]绊胖
[mun{23}]瞒门们扪
[mun{33}]满
[mun{21}]闷
[fun{35}]欢宽
[fun{33}]款
[vun{33}]碗宛婉腕豌皖莞
[vun{21}]换唤焕缓涣痪鲩浣宦
[tun{35}]端
[tun{33}]短
[tʰun{23}]团屯囤
[tʰun{21}]段缎毈锻煅断
[nun{33}]暖
[nun{21}]嫩
[lun{23}]挛峦栾鸾滦銮孪圞联
[lun{33}]卵
[lun{21}]乱
[ɬun{35}]孙酸
[ɬun{33}]选癣损
[ɬun{55}]算蒜
[ɬun{21}]羡逊
[tʃun{35}]专砖遵尊毡樽
[tʃun{55}]篆纂转荐钻
[tʃʰun{35}]川穿村
[tʃʰun{23}]诠椽传全痊筌泉
[tʃʰun{33}]喘
[tʃʰun{55}]串钏寸篡蹿窜
[tʃʰun{21}]旋传{～记}
[ȵun{23}]缘原源然燃延筵言
[ȵun{33}]软阮
[ȵun{21}]愿
[ʃun{23}]船
[ʃun{21}]善膳鳝
[kun{35}]观官棺冠{鸡～}
[kun{33}]捲券管卷馆
[kun{55}]贯灌罐眷桊冠{～军}
[kʰun{35}]圈
