#ɿ				
调\n声	阴 平	阳 平	上 声	去 声
ts	兹滋姿资支枝肢知蜘之芝	直值植只织职侄执汁质	子止址紫姊旨指脂纸	自字志痣至致制智置寺治
tsʰ	差{参∽}雌	磁糍慈瓷词祠辞吃赤尺迟池驰匙{∽羹}	此齿耻	次刺赐翅
s	思私司丝斯撕师狮诗施尸	十拾时石实湿适室失食释匙{锁∽}饲	死史驶使始屎	四肆似祀饲柿事市式试示视是士世势皙
#i				
调\n声	阴 平	阳 平	上 声	去 声
p	屄	必毕笔壁逼鼻	比彼	币敝弊毙闭避备被篦蔽臂秘
pʰ	批披	皮疲脾匹劈	痞鄙丕	屁
m	眯	迷密蜜觅眉	迷	谜秘{新}
t	低的{我∽}	敌笛狄荻滴的{目~、~确}	底抵	弟第地帝递隶
tʰ	梯锑	提堤题啼剔踢蹄	体	替剃涕
n	呢	泥尼宜逆疑	你	腻
l	哩	梨狸离篱犁黎厘力历立栗粒	里理李礼鲤	利例痢吏丽厉励
ts		即疾脊迹绩汁积集籍{~贯}	挤	际祭济剂
tsʰ	妻栖凄	齐脐七漆	耻齿{老}	砌
s	西犀	席息熄媳习析惜锡恤夕	洗	细
k	机饥讥基箕鸡	及吸级极急击吉激给{供~}	几己纪{年~、~律}	计季继忌记寄既技妓
kʰ	欺	其期棋旗麒奇骑	起启岂	气汽器契弃
x	希稀溪	□{随随便便，不负责任，称为∽xə53}	喜	系戏
Ø	衣依医	夷姨移遗乙亦益易译日一揖仪	以已椅	意亿异义议艺
#u				
调\n声	阴 平	阳 平	上 声	去 声
p		不	补	布部步埠文簿
pʰ	铺{床~、∽设}潽	蒲脯朴扑	普谱甫辅捕	铺{店~}
m		木目巫	母	牧幕暮慕墓
f	夫敷肤乎呼	扶符伏福幅复腹服佛胡\n肤湖糊葫壶狐忽	府腑俯腐{∽烂}斧虎	父付附妇富傅户腐{豆~}戽护副负
t	都	独毒读牍	堵赌肚{∽肺}	杜度渡镀肚{∽腹}
tʰ		徒途涂图屠突秃	土	兔吐
n		奴	努	怒
l	□{光头∽}	芦炉卢六陆鹿绿禄驴录	鲁橹卤	路露
ts	租	足族卒竹烛浊祝粥轴	阻组祖	助
tsʰ	初粗	锄触畜{~牲}筑速	楚础处{~理}	醋处{到~}
s	苏酥梳疏	叔赎属缩宿俗熟续粟嘱	数{~一~}	数{~目}素诉漱塑{又}
k	姑孤辜	谷骨	古股鼓估牯	故固雇顾
kʰ	枯	哭	苦	库裤
x	呼	胡	虎	护互户
Ø	乌呜诬	吴梧无屋握物	五伍午武舞捂	务雾误悟恶{可~}互
#y				
调\n声	阴 平	阳 平	上 声	去 声
n			女	
l	捋	律率{效~}	吕旅	虑滤
ts	朱珠株蛛猪诸		主煮	住注驻柱蛀铸著聚
tsʰ	蛆趋	出除徐厨储	取处{~分}	趣处{~所}
s	书输舒须需	畜蓄婿术述殊薯	鼠黍署	序叙绪絮树竖嗦
k	居车{~马炮}	局桔菊	举矩	句巨拒距据锯剧具
kʰ	区驱拘躯	曲屈渠菊{又}		去{文}
x	虚嘘		许	
Ø	迂	余愚如于盂娱虞鱼役疫入域予榆	雨与语乳禹	遇寓誉预豫玉喻愉
#a				
调\n声	阴 平	阳 平	上 声	去 声
p	巴疤爸叭{喇~}	八拔	把	罢霸把{∽柄}坝
pʰ	趴{~倒}	爬耙	趴{两腿张开}	怕
m	妈	麻抹	马	骂
f	发{头~}髮{头~}	法发乏罚		
t		答达搭	打	大
tʰ	他它她	踏塔塌		
n		纳拿	哪	那
l	拉	辣腊喇		□{裂缝}□{蔓延开来}
ts	渣	扎札杂闸铡炸{油~}眨	榨{~菜}□{白~~:面无血色}	乍诈榨{~油}炸{∽弹}
tsʰ	差叉衩	查茶插察擦	镲{钹}	岔
s	沙砂	杀煞刹	洒撒	
k	旮		朒{俗字，儿语称肉为~~}	架{跌份儿叫丢∽}
kʰ	咖{∽啡}		卡	胯
ŋ	桠{树∽杈}□{说，贬词}	□{~tsa:罗嗦}	哑{老}	砑{研细，切碎}
x	哈	蛤	傻{俗}	哈{表询问、应答的语气词，单用}
Ø	阿		啊{表祈使的语气词，单用}	
#ia				
调\n声	阴 平	阳 平	上 声	去   声
pʰ			□{斜，叙视}	
n	黏{粘}	□{心烦，愤懑}		
l		□{疲乏，劳累}		
s		□{插进缝里}		
k	加家嘉佳	甲匣夹	贾假	架驾嫁价稼
kʰ	卡{扼住}	洽恰掐拃		
x	虾	霞瞎辖		下{上~}夏
Ø	鸦	牙芽衙压押鸭	哑{新}雅	亚
#ua				
调\n声	阴 平	阳 平	上 声	去 声
ts	抓	□{前额突出叫~额头}	爪	
s		刷	耍	
k	瓜	刮括	寡剐	挂卦
kʰ	跨夸		垮	胯
x	花	华铧滑		化画划话
Ø	挖蛙洼	袜	瓦撤舀	
#ə				
调\n声	阴 平	阳 平	上  声	去  声
p	掰	白伯百柏北		
pʰ		拍迫		
m	□{掰开}	麦脉墨默没{文；沉~}	□{想}	
t		得德		
tʰ		特		忒副词
l		肋勒		乐得意
ts		则贼择泽摘宅责窄		
tsʰ		拆侧测厕册策		
s		色塞涩啬虱瑟骰		
k		革格隔	嗝	
kʰ		客克刻		去白
ŋ		额轭		□{锯，割}
x		黑核吓赫		□{随随便便，不负责任，称为xi~}
Ø		儿而	耳尔	二贰
#ie				
调\n声	阴 平	阳 平	上 声	去 声
p	□{背}	别鳖	瘪□{屎}	
pʰ	□{扑克牌}	撇{∽开、 ∽捺}	撤{左~子}	
m	□{母亲}	灭篾	□{因受压而凹下}	
t	爹	迭跌谍碟蝶		□{娇滴滴的样子}
tʰ		铁贴帖		
n	□{乳房}	业捏		□{表提醒的语气词，单用}
l		列烈裂劣猎		
ts	遮	节折哲浙接	姐者	借这蔗蜇
tsʰ	车	切彻撤截	且扯	算歪斜
s	些奢畲	邪舌蛇泄涉设	写舍{∽弃}	谢射泻卸舍{宿∽}赦
k		洁结杰		
kʰ		怯茄		
x		协歇		
AØ	椰	叶热页爷	也野惹冶	夜
#ye				
调\n声	阴 平	阳 平	上 声	去   声
ts		绝		
tsʰ	□{∽lie:女孩说话伶俐}			
s		雪薛说		
k		决		
kʰ		缺	□{拗折}	
x	靴	血穴		
Ø	曰	月悦阅越		
#æ				
调\n声	阴 平	阳 平	上 声	去 声
p	□{女阴}		摆	拜败稗
pʰ		排牌	㧳{量词：两臂平伸的距离}	派
m		埋	买	卖迈
t	呆		歹逮	代贷带待怠戴
tʰ	胎	台抬	大{白}	太态泰
n	奶{∽∽}		乃奶{吃~}	奈耐
l	□{差劲，次的}	来		赖
ts	灾栽斋		宰仔载{年∽}	在再债载{~重}
tsʰ	猜差{出∽}钗	才材财柴裁	采彩睬踩	菜蔡
s	腮筛			赛塞{边∽}晒
k	皆街该阶		改解	介界戒械盖
kʰ	开		楷凯	概慨溉
