汉字	音标	注释
阎	iŋ¹¹	
檐	iŋ¹¹	
艳	iŋ³¹	
叶	i³	
页	i³	
剑	kiŋ⁵³	
劫	ki⁵	
欠	kʰiŋ⁵³	
严	ŋiŋ¹¹	
业	i³	
胁	si⁵	
点	tiŋ²¹⁴	
店	tiŋ⁵³	
添	tʰiŋ³³	
帖	tʰiɛ¹²	
贴	tʰi⁵	
甜	tʰiŋ¹¹	
叠	tʰi³	
碟	tʰi³	
谍	tʰi³	
拈	ŋiŋ³³	~起，不符合古今语音演变的对应规律
念	ŋiŋ³¹	
兼	kiŋ³³	
谦	kʰiŋ³³	
歉	kʰiŋ⁵³	
嫌	hiŋ¹¹	
协	si⁵	不符合古今语音演变的对应规律
法	fɔ¹²	
泛	foŋ⁵³	
凡	foŋ¹¹	
范	foŋ³¹	
犯	foŋ³¹	
禀	pan²¹⁴	
品	pʰan²¹⁴	
林	lan¹¹	
临	lan¹¹	
立	lai³	
笠	lai³	
粒	la⁵	不符合古今语音演变的对应规律
浸	tsan⁵³	
侵	tsʰan³³	
寝	tsʰan²¹⁴	
集	tsʰai³	
心	san³³	
寻	tsʰan¹¹	
习	sai³	
沉	tsʰan¹¹	
森	san³³	
参	siaŋ³³	人~
针	tsan³³	
枕	tsan²¹⁴	~头
执	tsɿ⁵	
汁	tsai⁵	
深	tsʰan³³	不符合古今语音演变的对应规律
沈	san²¹⁴	
审	san²¹⁴	
湿	sɿ⁵	
十	sɿ³	
壬	ŋiaŋ¹¹	
任	ŋiaŋ¹¹	姓氏
入	ŋi³	
今	kiaŋ³³	
今	kiaŋ¹²	如~
金	kiaŋ³³	
锦	kiaŋ²¹⁴	
禁	kiaŋ⁵³	~止
急	ki⁵	
级	kʰi⁵	不符合古今语音演变的对应规律
琴	kʰiaŋ¹¹	
及	kʰi³	
吸	kʰi⁵	
音	iaŋ³³	
阴	iaŋ³³	
饮	ŋiaŋ²¹⁴	~酒，不符合古今语音演变的对应规律
丹	toŋ³³	
单	toŋ³³	
单	toŋ¹²	药~
旦	toŋ⁵³	
摊	tʰoŋ³³	
滩	tʰoŋ³³	
坦	tʰoŋ²¹⁴	
炭	tʰoŋ¹²	
弹	tʰoŋ¹¹	~琴
但	tʰoŋ³¹	
弹	tʰoŋ³¹	子~
达	tʰɔ³	
难	noŋ¹¹	~易
难	noŋ³¹	患~
捺	nɔ³	撇~
兰	loŋ¹¹	
栏	loŋ³¹	猪~
栏	loŋ³	牛~
懒	loŋ⁵³	
烂	loŋ³¹	
辣	lɔ³	
赞	tsoŋ⁵³	
餐	tsʰoŋ³³	
灿	tsʰoŋ⁵³	
擦	tsʰɔ⁵	
残	tsʰoŋ¹¹	
散	soŋ²¹⁴	~开
伞	soŋ⁵³	
散	soŋ⁵³	分~
干	koŋ³³	~湿
肝	koŋ³³	
秆	koŋ²¹⁴	
干	koŋ⁵	~活
割	kɔ⁵	
刊	kʰoŋ⁵³	不符合古今语音演变的对应规律
岸	ŋoŋ³¹	
汉	hoŋ⁵³	
鼾	hoŋ¹¹	
寒	hoŋ¹¹	
韩	hoŋ¹¹	
旱	hoŋ⁵³	
汗	hoŋ³¹	
安	oŋ³³	
案	oŋ⁵³	
扮	poŋ⁵³	
八	pa⁵	
盼	pʰoŋ⁵³	
办	pʰoŋ⁵³	
拔	pʰɔ⁵	不符合古今语音演变的对应规律
抹	mɔ⁵	~布，不符合古今语音演变的对应规律
盏	tsiaŋ²¹⁴	
铲	tsʰiaŋ²¹⁴	
察	tsʰɔ⁵	
山	siaŋ³³	
产	tsʰiaŋ²¹⁴	不符合古今语音演变的对应规律
杀	sa⁵	
艰	kiaŋ³³	
间	kiaŋ³³	量词
间	kiaŋ¹²	中~
简	kiaŋ²¹⁴	
拣	kiaŋ²¹⁴	
眼	ŋoŋ⁵³	
眼	ŋiaŋ⁵³	打~话
眼	ŋoŋ¹²	龙~
闲	hiaŋ¹¹	
限	hiaŋ³¹	
苋	hiaŋ³¹	
班	piaŋ³³	
扳	poŋ³³	动词
扳	poŋ²¹⁴	名词，不符合古今语音演变的对应规律
板	poŋ²¹⁴	
攀	pʰoŋ³³	
蛮	moŋ¹¹	
慢	moŋ³¹	
铡	tsʰa⁵	~刀，不符合古今语音演变的对应规律
删	siaŋ³³	
奸	koŋ³³	
谏	/	
颜	ŋoŋ¹¹	
雁	ŋa³¹	不符合古今语音演变的对应规律
瞎	ha⁵	
辖	ha³	
晏	oŋ⁵³	晚
鞭	piŋ³³	
编	pʰiŋ³³	不符合古今语音演变的对应规律
变	piŋ⁵³	
篇	pʰiŋ³³	
偏	pʰiŋ³³	
骗	pʰiŋ⁵³	
便	pʰiŋ³³	~宜
辩	pʰiŋ³¹	
便	pʰiŋ³¹	方~
别	pʰi³	离~
棉	miŋ¹¹	
免	miŋ⁵³	
面	miŋ³¹	脸~
灭	mi³	
碾	tsiŋ²¹⁴	不符合古今语音演变的对应规律
连	liŋ¹¹	
联	liŋ¹¹	
列	li³	
烈	li³	
裂	li⁵	不符合古今语音演变的对应规律
煎	tsiŋ³³	
剪	tsiŋ²¹⁴	
箭	tsiŋ⁵³	
迁	tsʰiŋ³³	
浅	tsʰiŋ²¹⁴	
钱	tsʰiŋ³	
践	tsʰiŋ³¹	
贱	tsʰiŋ³¹	
仙	siŋ³³	
鲜	siŋ³³	新~
癣	siŋ²¹⁴	
线	siŋ⁵³	
薛	si⁵	
展	tsiŋ²¹⁴	
哲	tsi⁵	
撤	tsʰi⁵	
彻	tsʰi⁵	
缠	tsʰiŋ¹¹	
战	tsiŋ⁵³	
折	tsi⁵	~断
舌	si³	
扇	siŋ⁵³	~动，不符合古今语音演变的对应规律
扇	siŋ¹²	~子
设	tsʰi⁵	不符合古今语音演变的对应规律
蝉	siŋ¹¹	
善	siŋ³¹	
折	si³	~本
然	iŋ¹¹	
燃	iŋ¹¹	
热	ŋi³	
乾	kʰiŋ¹¹	~坤
件	kʰiŋ³³	一~事
件	kʰiŋ²¹⁴	一~衣，不符合古今语音演变的对应规律
杰	kʰi³	
孽	ŋi³	
延	iŋ¹¹	
演	iŋ²¹⁴	
建	kiŋ⁵³	
揭	kʰi⁵	不符合古今语音演变的对应规律
健	kʰiŋ³¹	
言	niŋ¹¹	
掀	kʰiŋ³³	
宪	siŋ⁵³	
献	siŋ⁵³	
歇	si⁵	
边	piŋ³³	
边	piŋ¹²	侧~
扁	piŋ²¹⁴	
遍	pʰiŋ⁵³	不符合古今语音演变的对应规律
片	pʰiŋ⁵³	
片	pʰiŋ²¹⁴	尿~，不符合古今语音演变的对应规律
撇	pʰi⁵	~捺
辫	piŋ³³	不符合古今语音演变的对应规律
眠	miŋ¹¹	
面	miŋ³¹	~条
篾	mi³	
颠	tiŋ³³	
典	tiŋ²¹⁴	
天	tʰiŋ³³	
铁	tʰi⁵	
田	tʰiŋ¹¹	
填	tʰiŋ¹¹	
电	tʰiŋ³¹	
垫	tʰiŋ⁵³	不符合古今语音演变的对应规律
年	ŋiŋ¹¹	
捏	ŋi⁵	不符合古今语音演变的对应规律
怜	liŋ¹¹	
莲	liŋ¹¹	
练	liŋ³¹	
荐	tsiŋ⁵³	
节	tsi⁵	
节	tsi¹²	五月~
千	tsʰiŋ³³	
切	tsʰi⁵	
前	tsʰiŋ¹¹	
截	tsʰi³	
先	siŋ³³	
屑	si⁵	木~
肩	kiaŋ³³	~头
肩	kiŋ³³	
坚	kiŋ³³	
见	kiŋ⁵³	
结	ki⁵	
结	kiɛ¹²	死~
洁	ki⁵	
牵	kʰiŋ³³	
研	ŋiŋ²⁴	不符合古今语音演变的对应规律
显	siŋ²¹⁴	
贤	siŋ¹¹	
现	siŋ³¹	
烟	iŋ³³	
燕	iŋ⁵³	~子
燕	iŋ³	禾~仔
宴	iŋ⁵³	
般	poŋ³³	
搬	poŋ³³	
半	poŋ⁵³	
钵	pɔ¹²	
拨	pɔ⁵	
潘	pʰoŋ³³	
拼	pʰan⁵³	~命，不符合古今语音演变的对应规律
判	pʰoŋ⁵³	
泼	pʰɔ⁵	
盘	pʰoŋ¹¹	~点
盘	pʰoŋ³	
伴	pʰoŋ⁵³	不符合古今语音演变的对应规律
叛	pʰoŋ⁵³	不符合古今语音演变的对应规律
馒	moŋ¹¹	
满	moŋ⁵³	
漫	moŋ³¹	
末	mɔ³	
端	toŋ³³	
短	toŋ²¹⁴	
锻	tʰoŋ³¹	~炼，不符合古今语音演变的对应规律
脱	tʰoi⁵	
团	tʰoŋ¹¹	
断	tʰoŋ⁵³	~绝
段	tʰoŋ³¹	
缎	tʰoŋ³¹	
夺	tʰoi⁵	不符合古今语音演变的对应规律
暖	noŋ⁵³	
卵	loŋ¹²男阴	
卵	loŋ³	鸡~
乱	loŋ³¹	
钻	tsoŋ⁵³	~洞，不符合古今语音演变的对应规律
钻	tsoŋ¹²	~子
窜	tsʰoŋ⁵³	
酸	soŋ³³	
算	soŋ⁵³	
蒜	soŋ⁵³	
官	koŋ³³	
观	koŋ³³	参~
管	koŋ²¹⁴	
馆	koŋ²¹⁴	
灌	koŋ⁵³	
冠	koŋ⁵³	~军
罐	koŋ⁵³	
括	kʰɔ⁵	包~，不符合古今语音演变的对应规律
宽	kʰoŋ³³	
款	kʰoŋ²¹⁴	
阔	kʰɔ⁵	
欢	foŋ³³	
唤	hoŋ³¹	不符合古今语音演变的对应规律
完	voŋ¹¹	
丸	voŋ³	
缓	hoŋ³¹	
换	hoŋ³¹	
活	fɔ³	
碗	voŋ²¹⁴	
顽	ŋoŋ¹¹	
幻	voŋ³¹	
滑	va³	
猾	va³	
挖	va³³	
篡	tsʰoŋ⁵³	
闩	siŋ³³	动词
闩	siŋ¹²	名词
刷	soi⁵	
关	kʰoŋ³³	不符合古今语音演变的对应规律
惯	koŋ⁵³	
刮	kua⁵	
刮	ka¹²	镰~
还	viaŋ¹¹	~原
环	voŋ¹¹	
患	foŋ³¹	
弯	viaŋ³³	
恋	liŋ³¹	
劣	li³	
全	tsʰiŋ¹¹	
泉	tsʰoŋ¹¹	不符合古今语音演变的对应规律
绝	tsʰi³	
宣	siŋ³³	
选	siŋ²¹⁴	
雪	si⁵	
旋	tsʰiŋ³¹	头发~
转	tsiŋ²¹⁴	~圈，不符合古今语音演变的对应规律
传	tsʰiŋ¹¹	~达
传	tsʰiŋ¹¹	~话，不符合古今语音演变的对应规律
专	tsiŋ³³	
砖	tsiŋ³³	
穿	tsʰiŋ³³	
串	tsʰiŋ⁵³	
船	siŋ¹¹	火~
船	siŋ³	
说	soi⁵	不符合古今语音演变的对应规律
软	ŋiŋ⁵³	
卷	kiŋ²¹⁴	~起
卷	kiŋ¹²	考~
圈	kʰiŋ³³	走一~
圈	kʰiŋ¹²	画~
拳	kʰiŋ¹¹	
权	kʰiŋ¹¹	
倦	kʰiŋ³¹	
圆	iŋ¹¹	
员	iŋ¹¹	
院	iŋ¹²	
缘	iŋ¹¹	
铅	iŋ¹¹	
沿	iŋ¹¹	
阅	i³	
反	foŋ²¹⁴	
贩	foŋ⁵³	
发	fɔ⁵	
翻	foŋ³³	
烦	foŋ¹¹	
饭	foŋ³¹	
罚	fɔ³	
晚	moŋ²¹⁴	
晚	moŋ¹²	~崽
晚	moŋ³³	~姨，不符合古今语音演变的对应规律
万	voŋ³¹	
袜	mɔ³	
劝	kʰiŋ⁵³	
元	iŋ¹¹	
原	ŋiŋ¹¹	
愿	ŋiŋ³¹	
月	ŋia³	不符合古今语音演变的对应规律
冤	iŋ³³	
袁	iŋ¹¹	
园	iŋ¹¹	
远	iŋ⁵³	
越	i³	
粤	i³	
决	kʰi⁵	不符合古今语音演变的对应规律
诀	ki⁵	
缺	kʰi⁵	
血	si⁵	
悬	siŋ¹¹	
玄	siŋ¹¹	
县	iŋ³	不符合古今语音演变的对应规律
穴	si³	
渊	iŋ³³	
吞	tʰan³³	
根	kiaŋ³³	
跟	kiaŋ³³	
垦	hiaŋ²¹⁴	
痕	hiaŋ¹¹	
很	hiaŋ²¹⁴	不符合古今语音演变的对应规律
恨	hiaŋ³¹	
恩	ʔiaŋ³³	
宾	pan³³	
笔	pai¹²	
毕	pai⁵	
必	pi⁵	
匹	pʰai⁵	
贫	pʰan¹¹	
频	pʰiaŋ¹¹	
民	man¹¹	
敏	man²¹⁴	
密	mai³	
蜜	mi³	
邻	lan¹¹	
鳞	lan³³	不符合古今语音演变的对应规律
栗	lai³	
津	tsuɔn³³	
进	tsan⁵³	
亲	tsʰan³³	~戚
七	tsʰai⁵	
漆	tsʰai⁵	
秦	tsʰuɔn¹¹	
尽	tsʰan³¹	
疾	tsʰai³	
辛	san³³	
新	san³³	
信	san⁵³	动词
信	san¹²	名词
讯	san⁵³	
悉	si⁵	
膝	tsʰai⁵	不符合古今语音演变的对应规律
珍	tsan³³	
镇	tsan¹²	
陈	tsʰan¹¹	
尘	tsʰan¹¹	
阵	tsʰan³¹	
阵	tsʰan¹²	打眼~
侄	tsʰɿ³	
衬	tsʰan⁵³	
虱	si⁵	
真	tsan³³	
诊	tsan²¹⁴	
振	tsan¹²	
震	tsan⁵³	
震	tsan¹²	打硬~
质	tsɿ⁵	
神	san¹¹	
实	sɿ³	
身	san³³	
申	san³³	
伸	san³³	
失	sɿ⁵	
室	sai⁵	
晨	san¹¹	
臣	san¹¹	
肾	san³¹	
慎	san³¹	
人	niaŋ¹¹	
人	ŋiaŋ³	老tʰoŋ³~
仁	iaŋ¹¹	
仁	iaŋ³	眼珠~
忍	ŋiaŋ⁵³	
认	ŋiaŋ³¹	
日	ŋi³	
巾	kiaŋ³³	
紧	kiaŋ²¹⁴	
吉	ki⁵	
仅	kiaŋ²¹⁴	不符合古今语音演变的对应规律
银	ŋiɔn³	不符合古今语音演变的对应规律
因	iaŋ³³	
印	iaŋ⁵³	
乙	i³	
一	i⁵	
引	iaŋ²¹⁴	
引	iaŋ¹²~	火线
逸	i⁵	不符合古今语音演变的对应规律
斤	kiaŋ³³	
筋	kiaŋ³³	
谨	kiaŋ²¹⁴	
劲	kiaŋ⁵³	
勤	kʰiaŋ¹¹	
芹	kʰiaŋ¹¹	
近	kʰiɔn⁵³	远~，不符合古今语音演变的对应规律
近	kʰiɔn³¹	最~，不符合古今语音演变的对应规律
欣	iaŋ³³	不符合古今语音演变的对应规律
殷	iaŋ³³	
隐	iaŋ²¹⁴	
奔	piaŋ³³	不符合古今语音演变的对应规律
本	pan²¹⁴	
不	pu⁵	
盆	pʰan³	
笨	pan⁵³	不符合古今语音演变的对应规律
勃	pɛu⁵	不符合古今语音演变的对应规律
门	man³	
闷	man³¹	
没	mai³	沉~
墩	tan³³	
顿	tan³³	不符合古今语音演变的对应规律
盾	tʰan²¹⁴	不符合古今语音演变的对应规律
钝	tʰan²¹⁴	不符合古今语音演变的对应规律
突	tʰuoi³	
嫩	nan³¹	
论	lan³¹	议~
尊	tsuɔn³³	
卒	tsuoi⁵	
村	tsʰuɔn³³	
寸	tsʰuɔn⁵³	
存	tsʰuɔn¹¹	
孙	suɔn³³	
损	suɔn²¹⁴	
昆	kʰuɔn³³	不符合古今语音演变的对应规律
滚	kuɔn²¹⁴	
棍	kuɔn¹²	
骨	kuoi⁵	
坤	kʰuɔn³³	
捆	kʰuɔn²¹⁴	
困	kʰuɔn⁵³	
窟	fu¹²	
昏	fan³³	
婚	fan³³	
忽	fai⁵	
魂	fan¹¹	
浑	fan¹¹	
混	van³¹	相~
温	van³³	
瘟	van³³	
稳	van²¹⁴	
伦	lan¹¹	
轮	lan¹¹	
律	luoi³	
遵	tsuɔn³³	
俊	tsuɔn⁵³	
笋	suɔn²¹⁴	
迅	suɔn⁵³	
戌	si⁵	
恤	si⁵	
旬	suɔn¹¹	
巡	suɔn¹¹	
殉	suɔn¹¹	不符合古今语音演变的对应规律
准	tsuɔn²¹⁴	
春	tsʰuɔn³³	~季
春	tsʰuɔn¹²	鸡~
蠢	tsʰuɔn²¹⁴	
出	tsʰuoi⁵	
唇	suɔn¹¹	
顺	suɔn³¹	
术	suoi³	
述	suoi³	
舜	suɔn⁵³	
纯	suɔn¹¹	
闰	iɔn³¹	
均	kuɔn³³	
橘	ki⁵	
菌	kʰiɔn¹²	蘑菇
菌	kʰuɔn¹²	细~
匀	iɔn¹¹	
允	iɔn²¹⁴	
分	fan³³	
粉	fan²¹⁴	
奋	fan⁵³	
粪	fan⁵³	
纷	fan³³	
坟	fan¹¹	
愤	fan⁵³	
份	fan³¹	
佛	foi³	
文	man¹¹	
闻	man¹¹	
蚊	man³³	不符合古今语音演变的对应规律
蚊	man¹²	~帐
问	man³¹	
物	mu³	
君	kuɔn³³	
军	kuɔn³³	
屈	vai⁵	不符合古今语音演变的对应规律
群	kʰuɔn¹¹	
裙	kʰuɔn¹¹	
裙	kʰuɔn³	挡身~
掘	/	
熏	suɔn³³	
勋	suɔn³³	
训	suɔn⁵³	
云	iɔn¹¹	
运	iɔn³¹	
晕	fan¹¹	不符合古今语音演变的对应规律
帮	pɔŋ³³	
榜	pɔŋ²¹⁴	
博	pɛu⁵	
旁	pʰɔŋ¹¹	
傍	pʰɔŋ¹¹	不符合古今语音演变的对应规律
薄	pʰɛu³	
忙	mɔŋ¹¹	
蟒	mɔŋ²¹⁴	
莫	mɛu³	
膜	mɛu³	
幕	mɛu³	
当	tɔŋ³³	
当	tɔŋ¹²	别箇~
党	tɔŋ²¹⁴	
汤	tʰɔŋ³³	
烫	tʰɔŋ⁵³	
托	tʰɛu⁵	委~
托	tʰɛu⁵	~运
堂	tʰɔŋ¹¹	
唐	tʰɔŋ¹¹	
糖	tʰɔŋ¹¹	
塘	tʰɔŋ³	
荡	tʰɔŋ³¹	
诺	nɛu³	
郎	lɔŋ¹¹	
狼	lɔŋ¹¹	
廊	lɔŋ¹¹	
朗	lɔŋ³¹	不符合古今语音演变的对应规律
浪	lɔŋ³¹	
落	lɛu³	
洛	lɛu³	
乐	lɛu³	快~
络	lɛu³	
脏	tsɔŋ³³	肮~
葬	tsɔŋ⁵³	
作	tsɛu⁵	
仓	tsʰɔŋ³³	
藏	tsʰɔŋ¹¹	躲
藏	tsʰɔŋ³¹	西~
脏	tsʰɔŋ³¹	内~
凿	tsʰɛu³	
昨	tsɛu⁵	不符合古今语音演变的对应规律
桑	sɔŋ³³	
嗓	sɔŋ²¹⁴	
丧	sɔŋ⁵³	~失
索	sɛu⁵	
刚	kɔŋ³³	
缸	kɔŋ³³	
纲	kɔŋ³³	
钢	kɔŋ¹²	
各	kɛu⁵	
阁	kɛu⁵	
康	kʰɔŋ³³	
糠	hɔŋ³³	
抗	kʰɔŋ⁵³	
昂	ŋɔŋ¹¹	
行	hɔŋ¹¹	
航	hɔŋ¹¹	
鹤	hɛu³	
恶	ɛu⁵	凶~
娘	ŋiɔŋ¹¹	舅~
娘	ŋiɔn¹²	~仔
娘	ŋiɔŋ³	酒~
凉	liɔŋ¹¹	
良	liɔŋ¹¹	
量	liɔŋ¹¹	丈~
粮	liɔŋ¹¹	
两	liɔŋ⁵³	~尺
两	liɔŋ²¹⁴	二~
亮	liɔŋ³¹	
量	liɔŋ³¹	重~
略	liu³	
将	tsiɔŋ³³	~来
浆	tsiɔŋ³³	
蒋	tsiɔŋ²¹⁴	
奖	tsiɔŋ²¹⁴	
酱	tsiɔŋ⁵³	
将	tsiɔŋ⁵³	大~
爵	tsiu⁵	
雀	tsiau¹²	不符合古今语音演变的对应规律
枪	tsʰiɔŋ³³	
抢	tsʰiɔŋ²¹⁴	
墙	tsʰiɔŋ¹¹	
匠	tsʰiɔŋ³¹	
相	siɔŋ³³	互~
箱	siɔŋ³³	推~
箱	siɔŋ¹²	木~
想	siɔŋ²¹⁴	
相	siɔŋ⁵³	~片
削	siu⁵	
详	tsʰiɔŋ¹¹	
祥	tsʰiɔŋ¹¹	
象	tsʰiɔŋ³¹	
像	tsʰiɔŋ³¹	
张	tsɔŋ³³	
长	tsɔŋ²¹⁴	成~
涨	tsɔŋ⁵³	
帐	tsɔŋ¹²	
账	tsɔŋ⁵³	
胀	tsɔŋ⁵³	
着	/	~衣
畅	tsʰɔŋ⁵³	
长	tsʰɔŋ¹¹	~短
肠	tsʰɔŋ¹¹	
场	tsʰɔŋ¹¹	
丈	tsʰɔŋ⁵³	~年佬
丈	tsʰɔŋ³¹	一~
仗	tsʰɔŋ³¹	
杖	tsʰɔŋ³¹	
着	tsʰɛu³	睡~
庄	tsɔŋ³³	
装	tsɔŋ³³	
壮	tsɔŋ⁵³	
疮	tsʰɔŋ³³	
闯	tsʰɔŋ²¹⁴	
创	tsʰɔŋ⁵³	
床	tsʰɔŋ¹¹	
状	tsʰɔŋ³¹	
霜	sɔŋ³³	
爽	sɔŋ²¹⁴	
章	tsɔŋ³³	
樟	tsɔŋ³³	
掌	tsɔŋ²¹⁴	
障	tsɔŋ⁵³	
昌	tsʰɔŋ³³	
厂	tsʰɔŋ²¹⁴	
唱	tsʰɔŋ⁵³	
倡	tsʰɔŋ⁵³	
商	sɔŋ³³	
伤	sɔŋ³³	
赏	sɔŋ²¹⁴	
常	sɔŋ¹¹	
尝	sɔŋ¹¹	
上	sɔŋ⁵³	~山
尚	sɔŋ³¹	高~
尚	sɔŋ³	和~
上	sɔŋ³¹	~山
壤	ŋiɔŋ³¹	
让	ŋiɔŋ³¹	
若	iu³	
弱	ŋiu³	
疆	kiɔŋ³³	
姜	kiɔŋ³³	生~
姜	kiɔŋ³³	姓~
脚	kiu⁵	
脚	kɛu¹²残汁	
却	kʰiu⁵	
强	kʰiɔŋ¹¹	~大
强	kʰiɔŋ²¹⁴	勉~
仰	ŋɔŋ²¹⁴	
虐	ŋiu³	
香	siɔŋ³³	
乡	siɔŋ³³	
响	siɔŋ²¹⁴	
享	siɔŋ²¹⁴	
向	siɔŋ⁵³	
央	iɔŋ³³	
秧	iɔŋ³³	脱~
秧	iɔŋ¹²	菜~
约	iu⁵	~定
约	iu³	条~
羊	iɔŋ¹¹	发~倜
羊	iɔŋ³	
洋	iɔŋ¹¹	
杨	iɔŋ¹¹	
阳	iɔŋ¹¹	
养	iɔŋ⁵³	
痒	iɔŋ⁵³	
样	iɔŋ³¹	
药	iu³	
跃	iau³	不符合古今语音演变的对应规律
光	kɔŋ³³	
广	kɔŋ²¹⁴	
郭	kɛu⁵	
旷	kʰɔŋ⁵³	
扩	kʰɔŋ⁵³	不符合古今语音演变的对应规律
荒	fɔŋ³³	
慌	fɔŋ³³	
谎	fɔŋ³³	
霍	kʰɛu⁵	
黄	vɔŋ¹¹	
黄	vɔŋ³	牙~
皇	vɔŋ¹¹	
晃	fɔŋ²¹⁴	不符合古今语音演变的对应规律
镬	vɛu³	锅
汪	vɔŋ³³	姓氏
方	fɔŋ³³	
放	fɔŋ⁵³	
芳	fɔŋ³³	
妨	fɔŋ²¹⁴	不符合古今语音演变的对应规律
纺	fɔŋ²¹⁴	
仿	fɔŋ²¹⁴	
访	fɔŋ²¹⁴	
房	fɔŋ¹¹	讨填~
房	fɔŋ³	
防	fɔŋ¹¹	
亡	mɔŋ¹¹	
网	mɔŋ¹²	
忘	mɔŋ¹¹	不符合古今语音演变的对应规律
望	mɔŋ³¹	
匡	kʰuaŋ³³	
筐	kʰuaŋ³³	
狂	kʰɔŋ¹¹	
况	kʰɔŋ⁵³	
枉	vɔŋ²¹⁴	
王	vɔŋ¹¹	
往	vɔŋ²¹⁴	
旺	vɔŋ³¹	
邦	pɔŋ³³	
绑	pɔŋ²¹⁴	
剥	pɛu⁵	
驳	pɛu⁵	
胖	pʰɔŋ⁵³	
朴	pʰɛu⁵	
庞	pʰɔŋ¹¹	
棒	pɔŋ⁵³	不符合古今语音演变的对应规律
蚌	pʰɔŋ¹²	
雹	pʰɛu³	
桩	tsɔŋ³³	
桌	tsɛu¹²	
卓	tsɛu⁵	
琢	tsɛu⁵	
戳	tsʰɛu⁵	
撞	tsʰɔŋ³¹	
浊	tsʰɛi³	不符合古今语音演变的对应规律
捉	tsɛu⁵	
窗	tsʰɔŋ³³	
镯	tsʰɛu³	
双	sɔŋ³³	
朔	sɛu⁵	
江	kɔŋ³³	
讲	kɔŋ²¹⁴	
港	kɔŋ²¹⁴	
降	kɔŋ⁵³	下~
觉	kɛu⁵	感~
角	kɛu⁵	
腔	kʰɔŋ³³	
确	kʰɛu⁵	
壳	kʰɛu¹²	
岳	ŋɛu³	
乐	ŋɛu³	音~
降	kɔŋ⁵³	投~，不符合古今语音演变的对应规律
项	hɔŋ³¹	
巷	hɔŋ³¹	
学	hɛu³	
握	vɛu⁵	
崩	piaŋ³³	
北	pi⁵	
朋	pʰɛŋ¹¹	不符合古今语音演变的对应规律
墨	mi³	
默	mi³	
登	tiaŋ³³	
灯	tiaŋ³³	
等	tiaŋ²¹⁴	
凳	tiaŋ¹²	
得	ti⁵	
德	tiɛ¹²	
腾	tʰiaŋ¹¹	
藤	tʰiaŋ¹¹	
邓	tʰiaŋ³¹	
特	tʰi³	
能	niaŋ¹¹	不符合古今语音演变的对应规律
肋	li³	
勒	li³	~紧
曾	tsiaŋ³³	姓~
增	tsiaŋ³³	
则	tsi⁵	
曾	tsʰiaŋ¹¹	~经
层	tsʰiaŋ¹¹	
赠	tsiaŋ⁵³	不符合古今语音演变的对应规律
贼	tsʰi³	
僧	tsiaŋ³³	不符合古今语音演变的对应规律
塞	si⁵	~住
肯	hiaŋ²¹⁴	
刻	kʰi⁵	
克	kʰi⁵	
黑	hi⁵	
恒	hiaŋ¹¹	
冰	piaŋ³³	
逼	pi⁵	
凭	pʰiaŋ¹¹	
凌	liaŋ¹¹	
菱	liaŋ¹¹	
陵	liaŋ¹¹	
力	li³	
即	tsi⁵	
鲫	tsi⁵	
息	si⁵重孙	
息	sai⁵	
熄	si⁵	
征	tsiaŋ³³	~求
澄	tsʰiaŋ¹¹	
惩	tsʰiaŋ¹¹	
直	tsʰi³	
值	tsʰi³	
侧	tsi⁵	
测	tsʰi⁵	
色	siɛ¹²	
蒸	tsiaŋ³³	
证	tsiaŋ⁵³	
症	tsiaŋ⁵³	
织	tsi⁵	
职	tsi⁵	
称	tsʰiaŋ³³	~呼
秤	tsʰiaŋ¹²	
乘	siaŋ¹¹	
绳	siaŋ¹¹	
剩	siaŋ³¹	
食	sai³	
蚀	sai³	
升	siaŋ³³	
胜	siaŋ⁵³	~败
识	si⁵	
式	si⁵	
饰	si⁵	
承	siaŋ¹¹	
丞	siaŋ¹¹	
殖	tsʰi³	不符合古今语音演变的对应规律
植	tsʰi³	不符合古今语音演变的对应规律
扔	iaŋ³³	不符合古今语音演变的对应规律
极	kʰi³	
兴	hiaŋ³³	~旺
兴	hiaŋ⁵³	高~
应	iaŋ³³	~该
鹰	iaŋ³³	
应	iaŋ⁵³	答~
忆	i⁵	
亿	i⁵	
蝇	iaŋ³	
孕	iaŋ³¹	
翼	i³	
国	koi¹²	
弘	hɛŋ¹¹	
或	va³	
域	viɛ³	不符合古今语音演变的对应规律
百	pɔ⁵	
柏	pɔ¹²	
伯	pɔ⁵	~~
伯	pɔ¹²	叔~兄弟
迫	pi⁵	不符合古今语音演变的对应规律
拍	pʰɛu⁵	话音
拍	pʰɔ⁵	字音
魄	pʰɔ⁵	
彭	pʰiaŋ¹¹	
白	pʰɔ³	
盲	miaŋ¹¹	
猛	miaŋ²¹⁴	
孟	miaŋ²¹⁴	
打	ta³	不符合古今语音演变的对应规律
冷	liaŋ³	
撑	tsʰiaŋ³	不符合古今语音演变的对应规律
撑	/	~儿
拆	tsʰɔ⁵	~开
泽	tsʰɔ³	
择	tsʰɔ³	
窄	tsa⁵	
生	siaŋ³³	先~
生	siaŋ¹²	学~
牲	siaŋ³³	
甥	siaŋ¹²	
省	siaŋ²¹⁴	~长
省	siaŋ²¹⁴	节~
更	kiaŋ³³	五~
