	注释：白读-，文读=																																																
pʰ	[2]瓠{～子}[3]殕{食上生白毛}[6]吠{狗叫}孵																																																
t	[1]猪																																																
tʰ	[2]除厨橱{比较高的，放衣服、书、碗的}[6]住箸{～隻：筷子}																																																
l	[2]驴[3]女吕旅缕{丝～}屡{～次}[6]虑滤																																																
tɕ	[1]朱诛株珠[3]煮主拄{～拐杖}[5]注蛀驻铸																																																
tɕʰ	[1]输{～赢}[2]徐[3]鼠取娶暑{～假}[5]处{相～，办事～}树																																																
ɕ	[1]书须必{～需}舒输{运～}殊荽{芫～}[2]薯{白～}[5]竖																																																
k	[1]居拘车{～马炮}[3]举矩{规～}[5]据锯巨拒距聚具{～体}惧俱{～乐部}句继剧{戏～}																																																
kʰ	[1]区{～域}驱丘-{山～}[2]瞿[5]去={过～}[6]旧																																																
x	[1]虚墟嘘{吹～}戌嬉{玩}[3]雨许																																																
ŋ	[2]牛鱼渔愚[3]语{～文}																																																
∅	[1]淤[2]于迂盂余儒虞如娱[3]羽禹宇[6]芋喻愉预																																																
#a																																																	
p	[1]巴={～黎}芭疤粑{糍～}[3]把{～握、一～}[5]罢霸壩[6]爸{阿～：父亲}																																																
pʰ	[2]爬琶{琵～}杷{枇～}耙{～子：除草、松土的农具}扒{～手}[5]怕帕[6]耙{碎土、平地的农具}																																																
m	[2]麻{～醉}痲{～风}蟆{蛤～}拇{手～：拇指}嫲{雌性。牛～：母牛；太～：奶奶}[3]马码[5]骂																																																
l	[1]拉[2]癞{～痢}拉{～尿：小便}[3]□{舔}[6]□{(停留，住)在。～学堂：在学校}□{只有}																																																
ts	[1]渣抓{量词，一～米}[5]□{挤}诈榨{～油}炸{～弹}栅{～栏}																																																
tsʰ	[1]叉杈差{～别，～不多}[2]茶查调[5]岔{～路}																																																
s	[1]纱沙下{～(地名)}川傻[2]倽{量词，用于人；用作后缀，表示人。□aŋ44娘～：女人}[6]厦{大～}																																																
k	[1]家加枷{连～}嘉佳□{“一下”的合音。歇～：歇一会儿}茄{雪～}[3]假{真～，放～}贾{姓}[5]架驾嫁稼价蛤{～蜊}[6]□{相当于“都”，～是}																																																
kʰ	[1]揢{捕，捉，拿住}																																																
x	[1]哈[2]蛤{～蟆}虾{鱼～}霞瑕[5]嫁{再嫁，改嫁}[6]下={来一～}夏厦{～门}□{在}																																																
ŋ	[2]牙芽衙涯{天～}崖{山～}[3]雅																																																
∅	[1]阿{～哥}鸦[3]亚哑																																																
#ia																																																	
t	[1]爹{面称公公}																																																
tɕ	[1]遮[3]姐者[5]借蔗□{伯母}																																																
tɕʰ	[1]车{马～}[3]扯{～过来}[5]斜																																																
ɕ	[1]赊[2]邪[3]写舍～不得[5]泻卸赦[6]射谢麝{～香}捨{扔}舍{宿～}社																																																
kʰ	[5]胯																																																
∅	[1]耶{～稣}[2]爷{父亲的背称}																																																
#ua																																																	
k	[1]瓜[5]挂卦褂[3]寡剐{～骨子：骨头剔下的肉}																																																
kʰ	[1]夸跨[3]垮																																																
x	[1]花[2]华{中～}[5]化[6]画话={童～}划={计～}																																																
∅	[1]蛙挖[3]瓦[6]话-{说}																																																
#ə																																																	
l	[2]惹{招～}□{白眼}																																																
ts	[1]栽资咨[3]紫子{～女；名词后缀，表小}□{量词，一～花：一束花}																																																
tsʰ	[1]吹炊[2]磁词雌瓷{～器}慈{～悲}[5]菜次秩={～序}斥赐刺{～杀}[6]自																																																
s	[1]斯施{西～}私师狮司祠{～堂}饲{～料}丝-诗{新}思[2]辞[3]史使驶[6]氏士仕嗣{子～}柿{西红～}事寺侍说={话～}巳祀{祭～}																																																
kʰ	[1]□{病。taʔ2～：生病}[5]气-□{目～：睡觉}																																																
ŋ	[2]□{揉(面)}宜-{～坊(地名)}[3]蕨[5]秽{杂草}																																																
∅	[2]儿{～童节}而[3]饵																																																
#ie																																																	
p	[3]拔□{哮～：哮喘}																																																
pʰ	[1]披批{老}																																																
m	[2]□{帐～：帐檐}																																																
tʰ	[2]池[5]剃[6]妯{～娌}地{坟墓}																																																
l	[2]篱{笊～}[5]□{～□tseʔ2：这样}□{油。□ki41～：很油}																																																
s	[3]洗[5]细婿																																																
tɕ	[1]枝{荔～}□{茧子}[3]纸[5]祭{祭品}际-{童阳～：地名}																																																
tɕʰ	[1]筛[2]齐[3]且[5]钹[6]□{～死：淹死}																																																
ɕ	[2]蛇谐匙{锁～}[5]世{在～}																																																
k	[1]鸡																																																
kʰ	[1]溪[5]契[6]寄																																																
ŋ	[2]宜-{便～}[3]椅																																																
#o																																																	
p	[1]波菠玻[3]保堡宝																																																
pʰ	[1]坡藨{树莓，草莓}[2]婆浮-{～尸}□{加热一下}[5]破={～坏}																																																
m	[1]摸馍[2]磨={～蹭}魔摩摹{临～}模[6]磨{石～}莫{～名其妙}□{～有：没有}																																																
t	[1]多={～少}刀叨{唠～}□{闪～：闪电}[3]祷岛倒{颠～}导{～航}[5]到倒{～水}																																																
tʰ	[1]拖[2]驼桃萄椭[3]妥讨□{～天光：凌晨，天将亮}[6]舵道-{公～}过-{～去：走过去，表示动作}																																																
l	[2]挪罗萝{菠～}锣箩=啰{～唆；～叨：唠叨}裸{～体}骡螺{～蛳}脶{手指纹}痨{～病}□{猪～：猪油}□{～肩：溜肩}[3]脑恼[6]糯{～米}																																																
ts	[3]左佐枣[5]做																																																
tsʰ	[1]搓[2]槽{马～}[3]草[5]坐={～标}锉措{～施}错{～误}[6]座={专～}																																																
s	[1]蓑梭唆{教～}□{□kʰo22～：蜘蛛}[2]□{吃、喝}[3]锁琐{繁～}所=嫂[5]雾-																																																
k	[1]膏-糕-{炊～}哥歌锅高={清～}篙羔[3]果馃裹={包～}[5]个={～人}过={～去}[6]□{～起头：抬起头，表示状态}																																																
kʰ	[1]科窠{山～：山坳}[2]□{～□so44：蜘蛛}[3]考-{～书}可[5]课去-{动词}																																																
x	[2]壕{～坊(地名)}河何和={～平}荷{～花}[3]伙好{好～}郝{姓}[5]货霍藿{～香}荷{薄～}[6]祸																																																
ŋ	[2]蛾鹅俄熬和-{～平(地名)}[5]□{～起头：抬起头，表示动作}[6]饿																																																
∅	[1]阿{～胶}窝蜗[3]袄																																																
#io																																																	
p	[5]布{白～}																																																
tʰ	[6]□{路}																																																
tɕʰ	[1]烧[5]厝[6]□{～雨：淋雨}																																																
ɕ	[1]靴																																																
k	[2]茄{茄子}																																																
#iu																																																	
t	[1]□{把尿、把屎的动作，～尿：把尿}																																																
tʰ	[1]抽[2]绸酬筹-{～备}[3]柱																																																
l	[1]溜[2]流硫{～磺}琉{～璃}刘留榴{石～}馏柳																																																
tɕ	[1]周舟州洲鸠纠{～正}揪□{量词，一～头毛}[3]酒[5]□{扭}																																																
tɕʰ	[1]鬚{胡～}秋丘=鳅[2]愁仇[3]丑[5]臭{香～}[6]就{～是}																																																
ɕ	[1]修羞收休[3]手首守朽[5]兽秀绣锈{铁～}袖{领～}[6]受授寿售																																																
k	[3]九久韭[5]灸{针～}救究柩{出～}																																																
kʰ	[2]求球囚																																																
∅	[1]忧优悠幽[2]酉尤犹鱿由邮油蚰{蜒～}游[3]友={～谊}[6]又右佑诱釉{上～}柚幼																																																
#ai																																																	
p	[1]□{片状物，竹～：竹片，粉～：抹子}[3]摆[5]拜																																																
pʰ	[1]拍={～摄}[2]排牌[3]□{面～：腮帮子}[5]派破-{衣衫～}[6]败稗{～子}																																																
m	[2]埋磨-{～刀}[3]买[6]卖																																																
t	[1]呆多-{几～：多少；相当于“们”“些”，表示复数。这～：这些}□{～□kʰyʔ2：现在}[3]底{～下}[5]戴带																																																
tʰ	[1]胎=[2]台抬蹄[5]太态泰替[6]待代贷大{～小}逮																																																
l	[2]来={～往}犁黎{～川}泥□{(秤尾或扁担)垂、低}[6]耐赖奈癞{～蛤蟆}柰{一种类似花红的果子}																																																
ts	[1]灾斋[3]宰[5]载{年～}再债																																																
tsʰ	[1]钗差{出～}[2]猜才材财豺裁柴{姓}[3]采睬彩[5]蔡[6]寨在{～世}																																																
s	[1]沙-{～石}[3]洒撒{～手}[5]帅{元～}赛晒																																																
k	[1]皆阶该街[3]改解{讲～}[5]盖介芥界尬{尴～}届戒械漑																																																
kʰ	[1]开{～水}[3]凯楷[5]砍慨{感～}槪																																																
x	[2]鞋孩[3]海蟹[5]害亥骇{惊～}																																																
ŋ	[2]□{老鹰}[6]碍																																																
∅	[1]哀埃挨{～骂}[3]矮[5]爱={～情}还{～有}艾																																																
#uai																																																	
pʰ	[1]胚{～胎}坯{土～}[2]赔[6]背{～诵}焙																																																
m	[2]梅枚玫媒煤霉□{不要}																																																
t	[5]对-{两个。成～}																																																
tʰ	[1]胎-[6]袋																																																
l	[6]累{极困}																																																
s	[1]衰摔{～跤}[5]率{～领}																																																
k	[1]乖[3]拐裹-{～骹：裹脚}[5]怪																																																
kʰ	[1]开-{解～}[3]火[5]块快刽[6]会{～计}																																																
x	[1]灰-{骨～}□{paŋ45～：蜻蜓}[2]怀槐淮[3]□{割}[6]坏																																																
∅	[1]歪[2]禾[5]爱-{～做事}[6]外																																																
#au																																																	
p	[1]褒{～奖}包苞胞[3]饱[5]报暴豹鲍{姓，～鱼}爆抱={～歉}雹=龅{～牙}																																																
pʰ	[1]抛脬{大卵～：阴囊肿大}□{柚子}[2]袍[3]跑{～步}[5]炮{枪～}泡={～茶}[6]刨{～子，～木头，～花}																																																
m	[2]猫锚矛茅毛=[6]冒帽貌茂贸																																																
tʰ	[1]滔涛[2]淘{～汰}陶[5]套导={领～}[6]道={～德}稻盗																																																
l	[1]捞[2]劳牢饶绕{围～}[3]扰[6]涝{旱～}闹																																																
ts	[1]糟={～糕}[3]爪{手～}抓{～痒}沼{池～、～气}早={清～}[5]笊{～篱}躁燥={干～}罩□{盛稻谷用}																																																
tsʰ	[1]操糙抄钞超[2]曹巢[3]炒吵[5]造{建～}																																																
s	[1]骚稍艄臊{～气}[2]韶{～关}芍{～药}[5]找																																																
k	[1]膏=焦交郊胶骄高={～兴}糕={～点}[3]绞搅稿搞镐{刨硬地用的工具，一头尖形，一头扁形}[5]告窖教{～书}较酵珓{占卜用具}校{～对}																																																
kʰ	[1]骹{脚}[5]靠犒{～赏}[3]考={显～}烤																																																
x	[2]豪壕={～沟}毫号{呼～}[5]孝好{喜～}浩耗效[6]号{～数}校{～服}																																																
ŋ	[6]傲-{骄～}																																																
∅	[5]奥懊{～恼}拗{脾气很犟}傲={～气}																																																
#iau																																																	
p	[1]标彪鳔[3]表婊																																																
pʰ	[1]飘漂{水～}[2]嫖{～赌}[5]票{车～}□{潲雨}[6]漂{～亮}																																																
m	[2]苗描[3]藐渺秒牡[6]庙妙谬																																																
t	[1]刁雕[5]钓吊调{～动，音～}																																																
tʰ	[1]挑{～拨，一～}[2]条朝{～代}潮调{～和}[5]兆跳[6]赵																																																
l	[2]疗聊辽燎寮撩{～起}[3]了={～结}寥[5]瞭[6]料廖{姓}																																																
tɕ	[1]蕉{芭～，香～}椒召昭招朝{今～}遭[5]照诏																																																
tɕʰ	[1]锹缲{～边}[6]嚼{～烂}褯{尿布}																																																
ɕ	[1]消宵霄硝销嚣萧箫□{相当于能愿动词“能”}[2]□{捶}[3]晓淆小少{多～}[5]少{年～}笑馅{肉～}[6]绍邵																																																
k	[1]娇浇[3]狡缴{上～}侥{～幸}饺{～子}剿巧[5]叫																																																
kʰ	[2]乔桥侨荞锄{～头}[5]窍翘{～起}[6]轿																																																
∅	[1]妖邀腰要{～求}幺{～二三}[2]摇谣窑姚尧[3]杳{～无音信}[5]要{想～，重～}[6]耀尿跃																																																
#ei																																																	
m	[1]□{□ŋ44～：妈妈}[2]眉谋[3]某{～人}亩=																																																
t	[1]兜□{量词，相当于“棵”}[3]斗{量词}[5]逗斗{战～}[6]□{相当于普通话处置式的“把”}																																																
tʰ	[1]偷[2]逃投[3]□{～□kə13：呼吸}[5]透[6]豆痘																																																
l	[2]柔楼[3]篓{竹～}[6]漏陋																																																
ts	ts[1]邹糟-{酒～}[3]蚤走{～廊}鸟[5]灶皱咒奏宙昼={～夜}																																																
tsʰ	[1]筹={～钱}馊[5]凑																																																
s	[1]搜[3]□{窝。鸡～}[5]扫{～厝}嗽{咳～}瘦-{专用来形容肉，不形容人}[6]□{～□ŋie22：怎么}																																																
k	[1]勾钩沟[3]狗苟[5]够购构																																																
kʰ	[1]抠[3]口[5]寇扣{～留}																																																
x	[2]侯猴喉□{～目珠：闭眼}[5]□{鸡～：鸡冠}系={～秆：绑稻草}[6]厚={忠～}候后{以～}																																																
ŋ	[2]□{□sei45～：怎么}																																																
∅	[1]欧瓯凹{～凸不平}[3]偶{对～}藕{～粉}[5]怄{～气}																																																
#ui																																																	
p	[1]杯卑[5]贝被{～迫}[6]背{～书包}																																																
pʰ	[2]培陪[3]被{棉～}[5]配沛佩[6]辈倍																																																
m	[3]每美尾[5]妹																																																
t	[1]堆[5]对={～错}碓{水～}兑																																																
tʰ	44]推[3]腿[5]退褪[6]坠{耳～}																																																
l	[2]雷[3]儡{傀～}累{～积}垒[6]内类泪锐瑞																																																
ts	[1]追锥[3]嘴[5]最岁赘醉																																																
tsʰ	[1]催崔[2]垂[5]脆翠粹{纯～}[6]罪																																																
s	[1]虽瘦衰{□ki41～：很瘦}[2]随髓[3]水[5]碎={粉～}税隧{～道}睡□{量词，相当于“块”}																																																
k	[1]闺规龟归[3]诡轨匪鬼[5]桂贵瑰季																																																
kʰ	[1]盔亏窥奎{～宁(药名)}[2]魁傀{～儡}逵癸葵[5]愧溃扣{～扣子}□{～额：前额突出}[6]扣{～子}跪柜{比较矮的，盛放谷子、钱等}																																																
x	[1]灰={深～}恢非飞={～机}妃挥辉徽麾{～下}[2]回茴{～香}肥={合～}[3]悔毁翡{～翠}[5]废肺惠费{～用}慧讳[6]汇会{开～}彗{～星}贿{受～}																																																
∅	[1]煨微威[2]为{作～}维惟唯违围危[3]伪委萎伟苇{芦～}纬[6]为{～了}位未味魏畏慰胃谓卫																																																
#ain																																																	
p	[1]班斑颁般扳邦浜[3]板版[5]扮瓣绊伴拌																																																
pʰ	[1]潘攀[5]判叛盼[6]办																																																
m	[2]蛮[6]漫慢																																																
t	[1]丹单耽[3]□{用力摔}[5]淡旦诞但																																																
tʰ	[1]滩摊瘫[2]谈檀弹{～琴；子～}[3]坦疸毯[5]探{试～}炭叹趟																																																
l	[2]兰栏拦难{～易}然燃廊=[5]□{长～：生粉刺}[6]难{患～}烂滥																																																
ts	[1]簪沾[3]盏[5]站{车～}蘸{～酱油}占{～卜}佔{～位}赞{称～}暂={短～}																																																
tsʰ	[1]餐[2]惭残[3]缠产=铲{～秽ŋə13：铲草}[5]灿畅[6]赚暂-{～时}																																																
s	[1]山[3]陕{～西}闪=伞产-偿{赔～}[5]散{分～}膳单{姓}疝{～气}																																																
k	[1]乾{～杯}杆{笔～子}奸间{空～}肩甘={～心}肝={～炎}肛竿{钓鱼～}监{～督}[3]碱{肥皂；～性}擀{～面}简拣[5]鉴-幹{树～}																																																
kʰ	[1]刊勘{～探}[3]□{表示敲、压的动作；～□pai44：槌棒}[5]看{～守所}																																																
x	[1]憨鼾[2]含={包～}寒韩闲还-{～书}[5]撼憾汉旱={～地}[6]限苋{～菜}罕翰																																																
ŋ	[3]碾眼颜-{～色}[6]岸																																																
∅	[1]安鞍□{～多tai44：我们；～囝子：女孩子}[5]晏{姓}按案																																																
#ian																																																	
p	[1]鞭编边辫[3]贬扁蝙匾[5]变遍={一～}																																																
pʰ	[1]篇偏[2]便={～宜}[3]□{表示劈的动作，～头：斧头}[5]骗{欺～}片[6]辩辨便{方～}遍-{～地}																																																
m	[2]绵棉眠[3]免勉娩{分～}[5]面{～子；脸}[6]麵{指面条；～粉：面粉}																																																
t	[1]颠癫[3]点典[5]店																																																
tʰ	[1]添天[2]甜填[5]組缝[6]电殿奠垫																																																
l	[2]廉镰帘连联怜莲[6]练炼恋殓																																																
s	[1]仙[5]线																																																
tɕ	[1]尖歼{～灭}兼煎□{雷劈}毡[3]剪[5]战舰剑箭溅{～一身水}甑{饭～}																																																
tɕʰ	[1]签谦笺千迁={搬～}铅[2]钱乾{～坤}虔前[3]潜遣践浅={深～}[6]贱																																																
ɕ	[1]□{量具，用来量米、豆子，又作度量衡，相当于一斤左右}先鲜{新～}掀[2]衔嫌贤唇{重～目：双眼皮}[3]险鲜{朝～}癣显远-{～近}[5]扇宪献羡[6]现县陷善																																																
k	[1]艰坚[3]检俭囝{□ain44娘～：女儿；丈tiɔŋ44夫py44～：儿子}[5]建键={～盘}荐见渐饯{～行}监{太～}鉴=																																																
kʰ	[1]牵迁{～就}[5]欠歉嵌[6]件健键{关～}																																																
ŋ	[1]阉焉{心不在～}烟咽燕{～京，姓}拈{～轻惊重：拈轻怕重}[2]炎盐阎檐严颜={姓～}延蜒{蚰～}言沿黏{～人}鲇{～鱼}[3]研掩演染[5]厌艳焰砚燕{～子}筵[6]念验雁宴																																																
#uain																																																	
p	[1]搬[5]半																																																
pʰ	[2]盘																																																
m	[2]瞒蟒盲-{～肠}[3]满																																																
t	[1]端[3]短[5]顿-{量词，一～饭}																																																
tʰ	[1]吞[2]团={共青～}[5]褪{～衣衫：脱衣服}[6]□{遗失}段缎锻{～炼}断={决～}																																																
l	[2]阮鸾[3]暖[6]乱																																																
ts	[5]篆钻{木工用具}																																																
tsʰ	[1]村[3]喘{哮～}[5]篡																																																
s	[1]酸闩{门～}拴[3]卵蛋[5]算蒜僆{鸡～：未成年的小母鸡}																																																
k	[1]官棺观{参～}冠{衣～}关乾-{萝卜～}[3]赶管馆杆{一～枪}秆{植物的茎}[5]贯惯灌罐观{寺～}冠{～军}逛																																																
kʰ	[1]宽匡筐眶{眼～}[3]款[5]旷																																																
x	[1]帆欢番翻藩肝-{心～}[2]凡环烦繁还={～原}[3]反缓仿[5]唤焕换痪幻泛贩患宦[6]范犯汗焊{～铁壶}																																																
∅	[1]弯湾豌{～豆}[2]完=丸{肉～}顽圆-{～桌}[3]玩{游～}皖碗腕晚挽宛往[6]万忘																																																
#yan																																																	
tɕʰ	[2]泉																																																
ɕ	[1]宣喧[2]玄弦悬旋={～转}[3]选																																																
#ein																																																	
l	[2]□{乳房；吃～}[6]□{踮脚}																																																
tsʰ	[6]□{蒸、炖、燉}																																																
s	[5]擤{～鼻：擤鼻涕}腥																																																
x	[2]咸																																																
∅	[5]揞{盖子，盖住}																																																
#ən																																																	
p	[1]奔崩																																																
pʰ	[1]烹[2]瓶朋棚彭膨={～胀}[5]喷{～泉}																																																
m	[2]萌盟[3]猛[5]孟梦																																																
t	[1]登瞪灯钉{铁～}疔[3]等顶[5]凳订{～约}																																																
tʰ	[2]传{～染}[5]腾藤亭[6]传{～记}邓																																																
l	[1]仍[2]能零-{十～工：十几天}[3]忍={容～}																																																
ts	[1]榛砧专砖曾{姓}增憎争睁[3]转{～眼}[5]撰赠																																																
tsʰ	[1]川穿{～衣食饭}[2]全曾{～经}层{楼～}呈丞惩[5]窜趁串创																																																
s	[1]森参{人～}僧生={～产}牲笙星-{天～}[2]船旋-{～子：头上的旋}[3]省={～长}																																																
k	[1]跟根筋捐庚耕羹更{～换}[3]卷={～起}耿梗□{蚯蚓}[5]卷{试～}郡券桊{牛鼻～：穿在牛鼻里的木棍或铁环}更{～加}[6]鳜{～鱼}																																																
kʰ	[1]圈{圆～}轻{年～}[2]权[3]肯恳垦犬[5]劝																																																
x	[1]亨[2]行-{～为}痕恒衡横={～行}[3]很䘆{虫～：蚯蚓。也有人说kən41}[6]恨																																																
ŋ	[1]冤渊[2]圆={～满}员缘元原袁辕园援{～救}源芫{～荽}完-[3]软远={永～}䘼{手～：袖子}[5]怨愿[6]院																																																
∅	[1]恩																																																
#in																																																	
p	[1]冰彬乒兵宾槟{～榔}鬓[3]禀{～告}秉丙[5]粪殡并柄{把～}																																																
pʰ	[1]拼[2]贫频{～繁}评屏萍便-{～宜}凭平={～时}[3]品[5]聘[6]病={～号}姘{～头}																																																
m	[2]鸣明={～白}民名={～誉}铭[3]闽敏皿[6]命={～令}																																																
t	[1]丁珍贞																																																
tʰ	[1]汀厅={～长}[2]尘沉陈停廷庭蜓[3]挺艇[6]定阵-{量词}镇{～压}																																																
l	[2]陵凌菱凝林淋临邻磷鳞={～片}宁灵零=玲铃[3]领={～导}[6]令宁{姓}另赁租																																																
s	[1]心芯辛新薪馨星={～期天}[5]信性																																																
tɕ	[1]精晶针真斟蒸{～汽机}征侦筝[3]枕展诊疹振震拯{～救}整={～年}[5]竞政阵={～地}进镇={乡～}证症浸																																																
tɕʰ	[1]称{～呼，～重量}蛏卿清侵亲声-{～□kʰə13：声音}逞{～能}[2]秦情=[5]称{相～}秤凊{冷}[6]静{冷～}净{～食面：光吃面}																																																
ɕ	[1]身声{～带}申伸{～腰}欣升{上～}[2]神辰晨臣乘承成={姓～}城诚形刑型行{品～}□{老～□sa22：老人家}[3]沈审婶省{反～}[5]胜{～利}[6]葚{桑～}渗{～水}甚肾慎幸={～福}盛{兴～}圣																																																
k	[1]京荆鲸经惊={～蛰}今金襟津斤巾禁{～不住}莙{～荙菜}[3]景警锦紧仅谨[5]竟境敬茎径颈靖晋尽{～头}劲{有～}禁{～止}近={亲～}																																																
kʰ	[1]钦顷{～刻}倾{～向}[2]琴禽擒{～拿}勤芹[5]庆[6]顷{公～}净{纯～}近={～视}																																																
x	[1]兴{～旺}[5]兴{高～}幸-{有～}																																																
ŋ	[2]人仁银壬[3]耳[6]认任{～务}韧{坚～}																																																
∅	[1]音阴荫{树～}因姻殷鹰莺英婴樱鹦[2]龈吟淫迎盈荧[3]引={～起}饮{～料}隐={～瞒}颖寅={～时}[5]印																																																
#uən																																																	
p	[1]分-{～开}[3]本[5]笨																																																
pʰ	[2]盆[6]饭																																																
m	[2]蚊={～香}馒{～头}门明{～朝}[5]问																																																
t	[1]敦{～厚}墩蹲={～点}[3]□{苦～：猫头鹰}囤{铁制圆柱状盛谷子(分层)的大容器}[5]顿={停～}盾{矛～}钝																																																
tʰ	[2]屯囤豚臀□{蛤蟆～：蝌蚪}																																																
l	[2]仑伦沦轮[6]嫩论{议～}润闰																																																
ts	[1]尊遵																																																
tsʰ	[2]存唇={～膏}纯醇{酒～}[5]寸衬																																																
s	[1]孙[3]损笋榫{～头}																																																
k	[3]滚{～动}□{玩}[5]棍																																																
kʰ	[1]昆坤[3]捆[5]困																																																
x	[1]分={一～钱}芬纷昏婚荤[2]魂浑={～厚}焚坟[3]粉[6]混{相～}奋愤分={～数}份{一～}																																																
∅	[1]温瘟[2]文纹闻{新～}浑-{～水}唇{嘴～}[3]稳吻																																																
#yn																																																	
tɕ	[3]准[5]圳{水～：水沟}																																																
tɕʰ	[1]春[3]蠢																																																
ɕ	[2]寻荀旬循巡[5]讯迅[6]顺舜																																																
k	[1]均钧君军[3]菌[5]俊																																																
kʰ	[1]熏[2]群裙																																																
x	[1]勋[5]训衅{挑～}																																																
∅	[1]晕[2]匀云允[6]韵运孕任{姓}																																																
#aŋ																																																	
p	[1]乓浜																																																
pʰ	[2]螃{～蟹}膨-庞={～大}[3]蚌[5]胓{不饱满，用来指植物}[6]□{～□xuai44：蜻蜓}																																																
m	[1]蒙-{遮住眼睛}[2]芒{～果}明{～年}□{～瓜：丝瓜}																																																
t	[1]担{量词；担子}[3]胆																																																
tʰ	[1]贪[2]谭痰坛																																																
l	[2]南男蓝篮={～球}囊[3]览缆榄{橄～}朗壤{土～}																																																
ts	[1]㬹{手～：胳膊肘；骹～：脚跟；芋头～：后脑勺}□{表示啄、挖草、碎土的动作}[3]斩[5]□{拉，扯}																																																
tsʰ	[1]参{～军}青生-{～熟}[2]晴□{～暝：昨天}[3]惨铲-{～子；～树皮}醒[5]撑{～起}[6]撑{肚子撑}																																																
s	[1]三杉衫珊删桑甥生-{～卵：生蛋}[3]省-{节～}																																																
k	[1]泔{～水}尴{～尬}冈刚缸江□{米糊}[3]感减橄{～榄}岗埂{田～}[5]降{下～}																																																
kʰ	[1]堪坑慷{～慨}[3]坎[5]抗																																																
x	[1]酣蚶夯{𢫦～：打夯}[2]函行-{走；量词，相当于“条”，用于形容柱状物}[3]喊{大声叫}[5]喊{小声叫。～汝：叫你}																																																
ŋ	[2]岩[6]硬																																																
∅	[1]腌{～菜}□{～囝：女儿；～娘：女人}																																																
#iaŋ																																																	
pʰ	[2]平-{～房}坪[3]□{小块平地}[6]病-{生～}																																																
