i
p[1]屄{指女性生殖器}[3]匕比彼秕鄙妣[5]篦{~梳}币闭毖毙陛敝婢愎弼蓖辟{(又)~邪}碧蔽箅弊避被-{~套，夏凉~}臂{(书)}碧{(书)}
pʰ[1]批坯披[2]砒皮枇啤琵痞[3]庇包~痹纰疲脾[5]癖屁
m[1]眯{(又)沙~了眼}[2]弥迷谜咪眯{²眼睛~成一条缝}眉嵋楣咪靡糜[3]米幂谧
f[1]飞非[2]肥[3]匪绯诽[5]废肺吠沸费{~用}
v[1]微[2]帷唯惟维[5]未味-
t[1]低[3]诋抵底砥[5]地弟帝递第缔蒂谛
tʰ[1]堤梯[2]提啼题[3]体屉嚏[5]剃涕替
ȵ[2]尼泥{¹~巴}妮呢~绒倪昵[3]你[5]泥{²(又)~墙}逆匿腻溺
l[2]厘狸离篱梨犁嫠{(书)}黎罹璃[3]礼李里理娌[5]雳厉励砺蛎吏丽郦利俐莉痢例戾隶栎砾栗蜊
ʨ[1]叽{~喳}唧{～喳}[3]挤[5]济际剂祭髻
ʨʰ[1]妻栖凄[2]齐脐[5]砌彻
ɕ[1]西[2]席[3]洗[5]细
c[1]几¹{(又)~案}机肌鸡基稽讥饥姬[3]几{²~个}己[5]纪寄稷冀忌妓季既继计记伎技系{(又)～鞋带}
cʰ[1]期欺[2]萁畸歧其奇歧崎骑棋旗麒[3]岂企启起[5]气弃汽泣契器
ç[1]希牺稀犀溪曦熙[3]嬉熹玺徙喜禧蹊[5]戏系{直~}隙
Ǿ[1]衣医依揖[2]伊仪噫夷沂饴宜贻姨移遗颐疑彝[3]椅胰已以蚁倚[5]亿义艺忆议屹异抑译易驿疫弈奕谊逸肄意毅臆翼懿

u
p[1]补卜捕哺[5]布步部
pʰ[1]铺{~张}菩匍[2]脯葡蒲璞[3]普谱蹼[5]铺{店~}
m[5]苜{～蓿}
f[1]夫麸[2]肤孵敷伏凫芙扶孚拂{(书)}茯俘浮袱抚服{一~药}[3]斧府俯釜辅腐[5]符父讣付负妇附驸赴赋傅富缚
t[1]都{(又)~城}[2]椟[3]肚{(又)猪~}赌堵犊{牛~}[5]肚{~皮}杜妒度渡镀蠹
tʰ[2]图荼徒涂途屠[3]土吐[5]兔
l[2]卢芦庐炉颅[3]卤虏掳鲁撸[5]赂路潞戮{(书)}璐鹭露
ts[1]租[3]诅阻组俎祖
tsʰ[1]粗[5]醋蹙猝
s[1]苏酥稣[5]诉素塑粟夙
ʂ[2]锄
k[1]姑孤辜[3]沽估古股贾{(又)商~}蛊鼓[5]固故雇顾痼
kʰ[1]枯骷[3]苦[5]库裤酷
x[1]呼[2]乎狐弧胡核{枣~}壶湖蝴蝴糊{～涂}[3]虎浒唬琥[5]互户护沪怙库笏扈糊{~弄}
Ǿ[1]乌圬污巫呜钨诬[2]无芜吴蜈[3]屋吾五伍午忤妩武侮捂鹉舞梧[5]恶{可~}戊务悟晤焙雾寤鹜

y
ȵ[3]女
l[2]驴[3]吕侣捋旅偻屡缕褛履[5]虑滤
ʨ[5]聚
ʨʰ[1]趋[3]取娶[5]趣
ɕ[1]须{必~}[2]须{~知}需徐[5]胥序叙恤绪续絮婿
