聲母	韻母	聲調	漢字	註釋
∅	i	[6]	易	2容～
∅	i	[6]	矣	2
∅	i	[6]	異	
∅	i	[6]	□	～干:附近
p	u	[3]	補	
p	u	[3]	譜	1
p	u	[3]	簿	
p	u	[3]	篰	
p	u	[5]	布	
p	u	[5]	佈	
p	u	[5]	怖	
p	u	[9]	□	～□ɑ⁵⁵:蚌
pʰ	u	[1]	鋪	動詞
pʰ	u	[1]	譜	2
pʰ	u	[3]	普	
pʰ	u	[3]	浦	
pʰ	u	[3]	甫	
pʰ	u	[3]	脯	果～
pʰ	u	[3]	輔	1
pʰ	u	[5]	鋪	名詞
pʰ	u	[5]	捕	
b	u	[2]	蒲	
b	u	[2]	菩	
b	u	[2]	脯	胸～
b	u	[2]	葡	
b	u	[2]	荸	
b	u	[2]	匏	長～:匏子
b	u	[2]	□	圍聚
b	u	[2]	□	口～:嘴
b	u	[6]	部	
b	u	[6]	步	
b	u	[6]	埠	
b	u	[6]	伏	孵
b	u	[6]	□	曬太陽取暖
f	u	[1]	夫	
f	u	[1]	膚	
f	u	[1]	敷	
f	u	[1]	麩	
f	u	[3]	府	
f	u	[3]	腑	
f	u	[3]	俯	
f	u	[3]	脯	明～:烏賊乾
f	u	[3]	斧	
f	u	[3]	殕	上白～:食物長毛
f	u	[3]	父	1師～
f	u	[3]	釜	
f	u	[3]	腐	1豆～圓圓:一種丸子
f	u	[3]	輔	2
f	u	[3]	武	1文～
f	u	[3]	婦	1
f	u	[5]	付	
f	u	[5]	咐	
f	u	[5]	賦	
f	u	[5]	傅	
f	u	[5]	赴	
f	u	[5]	訃	
f	u	[5]	富	
f	u	[5]	副	
v	u	[2]	俘	
v	u	[2]	符	
v	u	[2]	芸	
v	u	[2]	無	2
v	u	[2]	撫	
v	u	[2]	浮	
v	u	[2]	孚	
v	u	[6]	扶	
v	u	[6]	巫	
v	u	[6]	誣	
v	u	[6]	父	2
v	u	[6]	腐	2
v	u	[6]	武	2
v	u	[6]	舞	
v	u	[6]	侮	
v	u	[6]	鵡	
v	u	[6]	附	
v	u	[6]	務	
v	u	[6]	霧	
v	u	[6]	婺	
v	u	[6]	婦	2
t	u	[1]	都	首～
t	u	[1]	都	～是
t	u	[3]	堵	1
t	u	[3]	賭	
t	u	[3]	肚	豬～
t	u	[3]	肚	1～皮
t	u	[3]	杜	1～鵑山
t	u	[5]	妒	
t	u	[5]	拄	
t	u	[5]	嘟	桑烏～:桑葚
tʰ	u	[3]	土	
tʰ	u	[3]	吐	～疲
tʰ	u	[5]	吐	嘔～
tʰ	u	[5]	兔	
d	u	[2]	徒	
d	u	[2]	屬	
d	u	[2]	途	
d	u	[2]	塗	
d	u	[2]	圖	
d	u	[6]	杜	2姓
d	u	[6]	度	
d	u	[6]	渡	
d	u	[6]	鍍	
d	u	[6]	堵	2一～牆
d	u	[6]	肚	2一～皮
d	u	[6]	□	毒害
n	u	[2]	奴	
n	u	[6]	努	
n	u	[6]	怒	
l	u	[1]	嚕	
l	u	[2]	盧	
l	u	[2]	爐	
l	u	[2]	蘆	～穄:高粱
l	u	[2]	廬	
l	u	[2]	驢	2
l	u	[3]	魯	
l	u	[3]	虜	
l	u	[3]	滷	
l	u	[3]	旅	1
l	u	[3]	濾	2
l	u	[3]	屢	
l	u	[5]	慮	1
l	u	[6]	路	
l	u	[6]	露	
l	u	[9]	鸕	～鷀
ts	u	[1]	租	
ts	u	[3]	祖	2
ts	u	[3]	組	
ts	u	[3]	阻	
tsʰ	u	[1]	粗	
tsʰ	u	[1]	初	
tsʰ	u	[3]	楚	
tsʰ	u	[3]	礎	
tsʰ	u	[5]	醋	
dz	u	[2]	鋤	2
dz	u	[2]	雛	
dz	u	[6]	助	2
s	u	[1]	蘇	
s	u	[1]	酥	
s	u	[1]	梳	
s	u	[1]	疏	
s	u	[1]	蔬	
s	u	[1]	漱	
s	u	[1]	鬚	
s	u	[3]	數	2動詞
s	u	[5]	素	
s	u	[5]	訴	
s	u	[5]	塑	
s	u	[5]	嗉	
s	u	[5]	數	名詞
s	u	[5]	□	模子
s	u	[12]	鷀	鸕～
z	u	[6]	助	1
k	u	[1]	姑	
k	u	[1]	孤	
k	u	[1]	菇	
k	u	[3]	古	
k	u	[3]	估	
k	u	[3]	牯	
k	u	[3]	股	
k	u	[3]	鼓	
k	u	[3]	羖	
k	u	[3]	鴣	
k	u	[5]	故	
k	u	[5]	固	
k	u	[5]	僱	
k	u	[5]	顧	
kʰ	u	[1]	箍	
kʰ	u	[1]	枯	
kʰ	u	[3]	苦	
kʰ	u	[5]	庫	
kʰ	u	[5]	褲	
ɡ	u	[2]	□	脹～:鼓鼓囊囊
ɡ	u	[6]	咕	
x	u	[1]	呼	
x	u	[1]	乎	之～者也
x	u	[3]	虎	
x	u	[3]	滸	
x	u	[3]	□	真～□tɕʰiu³³⁴:正宗
x	u	[5]	戽	
x	u	[5]	□	～蟻:螞蟻
∅	u	[1]	烏	
∅	u	[1]	污	
∅	u	[2]	吳	2
∅	u	[2]	蜈	
∅	u	[2]	吾	
∅	u	[2]	梧	
∅	u	[2]	胡	
∅	u	[2]	湖	
∅	u	[2]	狐	
∅	u	[2]	壺	
∅	u	[2]	乎	在～
∅	u	[2]	葫	
∅	u	[2]	鬍	
∅	u	[2]	糊	動詞
∅	u	[2]	蝴	
∅	u	[2]	無	3
∅	u	[3]	伍	隊～
∅	u	[3]	塢	
∅	u	[3]	五	2
∅	u	[3]	□	丟失
∅	u	[5]	惡	可～
∅	u	[5]	□	焚燒
∅	u	[5]	□	掩埋
∅	u	[5]	□	抵～:指望
∅	u	[6]	誤	
∅	u	[6]	悟	
∅	u	[6]	戶	
∅	u	[6]	滬	
∅	u	[6]	互	
∅	u	[6]	護	
∅	u	[6]	糊	名詞
∅	u	[10]	□	～領:領子
l	y	[3]	呂	2
l	y	[3]	旅	2
l	y	[3]	履	2
l	y	[5]	慮	2
tɕ	y	[1]	豬	
tɕ	y	[1]	諸	
tɕ	y	[1]	居	
tɕ	y	[1]	車	～馬炮
tɕ	y	[1]	誅	
tɕ	y	[1]	蛛	
tɕ	y	[1]	株	～連
tɕ	y	[1]	朱	
tɕ	y	[1]	珠	
tɕ	y	[1]	拘	
tɕ	y	[1]	駒	
tɕ	y	[1]	龜	1
tɕ	y	[1]	碣	
tɕ	y	[1]	枝	1荔～
tɕ	y	[3]	緒	1光～
tɕ	y	[3]	煮	2
tɕ	y	[3]	舉	
tɕ	y	[3]	柱	
tɕ	y	[3]	註	
tɕ	y	[3]	主	
tɕ	y	[3]	矩	
tɕ	y	[3]	雉	1
tɕ	y	[3]	跪	1
tɕ	y	[3]	鬼	2～王:男孩兒
tɕ	y	[3]	痔	1
tɕ	y	[3]	治	1古～,同～
tɕ	y	[5]	著	
tɕ	y	[5]	據	
tɕ	y	[5]	駐	1
tɕ	y	[5]	注	
tɕ	y	[5]	蛀	
tɕ	y	[5]	鑄	
tɕ	y	[5]	句	
tɕ	y	[5]	貴	1價格～
tɕ	y	[5]	至	1冬～
tɕ	y	[5]	𣥼	～飯:盛飯
tɕʰ	y	[1]	趨	
tɕʰ	y	[1]	樞	
tɕʰ	y	[1]	區	
tɕʰ	y	[1]	驅	
tɕʰ	y	[1]	吹	1
tɕʰ	y	[1]	炊	1～糕
tɕʰ	y	[1]	癡	1半～小癲兒:輕度的癲
tɕʰ	y	[3]	處	相～
tɕʰ	y	[3]	鼠	2
tɕʰ	y	[3]	取	
tɕʰ	y	[3]	娶	
tɕʰ	y	[5]	處	～所
tɕʰ	y	[5]	去	2
tɕʰ	y	[5]	趣	
dʑ	y	[2]	除	
dʑ	y	[2]	儲	
dʑ	y	[2]	渠	～道
dʑ	y	[2]	廚	
dʑ	y	[2]	櫥	
dʑ	y	[2]	瞿	
dʑ	y	[2]	衢	
dʑ	y	[2]	遲	1
dʑ	y	[2]	槌	1
dʑ	y	[2]	錘	1
dʑ	y	[2]	葵	1朝日～
dʑ	y	[2]	馗	
dʑ	y	[6]	褚	
dʑ	y	[6]	箸	
dʑ	y	[6]	巨	
dʑ	y	[6]	拒	
dʑ	y	[6]	距	
dʑ	y	[6]	駐	2
dʑ	y	[6]	住	
dʑ	y	[6]	俱	
dʑ	y	[6]	具	
dʑ	y	[6]	懼	
dʑ	y	[6]	墜	1耳朵～兒
dʑ	y	[6]	櫃	1
ȵ	y	[2]	魚	
ȵ	y	[2]	漁	
ȵ	y	[2]	愚	
ȵ	y	[2]	虞	
ȵ	y	[3]	女	男～
ȵ	y	[3]	語	
ȵ	y	[6]	御	
ȵ	y	[6]	娛	
ȵ	y	[6]	遇	
ȵ	y	[6]	寓	
ɕ	y	[1]	書	
ɕ	y	[1]	舒	
ɕ	y	[1]	虛	
ɕ	y	[1]	噓	
ɕ	y	[1]	須	
ɕ	y	[1]	需	
ɕ	y	[1]	輸	
ɕ	y	[1]	施	1～孤,～食
ɕ	y	[3]	暑	
ɕ	y	[3]	許	2應～
ɕ	y	[3]	數	1動詞
ɕ	y	[3]	聚	1
ɕ	y	[3]	豎	
ɕ	y	[3]	乳	
ɕ	y	[3]	水	
ɕ	y	[3]	□	～面:蚯蚓
ɕ	y	[5]	庶	
ɕ	y	[5]	恕	
ɕ	y	[5]	署	
ɕ	y	[5]	說	1～話:話
ɕ	y	[5]	□	梭
ɕ	y	[5]	□	嫩～:幼稚
ɕ	y	[5]	□	打眼～:打脈兒
ɕ	y	[12]	孺	1新～人:新娘
ɕ	y	[12]	薯	馬鈴～
ʑ	y	[2]	如	
ʑ	y	[2]	儒	
ʑ	y	[6]	序	
ʑ	y	[6]	敘	
ʑ	y	[6]	緒	2
ʑ	y	[6]	汝	
ʑ	y	[6]	聚	2
ʑ	y	[6]	殊	
ʑ	y	[6]	樹	
ʑ	y	[6]	侍	1陪～
ʑ	y	[6]	瑞	1三～堂
ʑ	y	[6]	穗	1紫～槐
∅	y	[1]	於	
∅	y	[1]	迂	
∅	y	[2]	余	
∅	y	[2]	餘	
∅	y	[2]	於	
∅	y	[2]	盂	
∅	y	[2]	榆	
∅	y	[2]	逾	
∅	y	[2]	愉	
∅	y	[2]	圍	1～裙
∅	y	[3]	雨	
∅	y	[3]	宇	
∅	y	[3]	禹	
∅	y	[3]	羽	
∅	y	[3]	椅	1
∅	y	[5]	與	
∅	y	[5]	籲	
∅	y	[6]	譽	
∅	y	[6]	預	
∅	y	[6]	豫	
∅	y	[6]	愈	
∅	y	[6]	芋	
∅	y	[6]	喻	
∅	y	[6]	裕	
∅	y	[6]	苧	
p	ɤa	[1]	巴	
p	ɤa	[1]	芭	
p	ɤa	[1]	疤	
p	ɤa	[1]	□	用手抓
p	ɤa	[3]	把	
p	ɤa	[5]	霸	
p	ɤa	[5]	欛	
p	ɤa	[5]	壩	1單說
p	ɤa	[5]	八	1
p	ɤa	[5]	□	老～兒:陰莖
b	ɤa	[2]	爬	
b	ɤa	[2]	琶	
b	ɤa	[2]	杷	
b	ɤa	[2]	鈀	
b	ɤa	[2]	筢	
b	ɤa	[6]	耙	
b	ɤa	[6]	拔	1
b	ɤa	[6]	䶕	牙齒外露
b	ɤa	[6]	稗	
m	ɤa	[2]	麻	
m	ɤa	[2]	痲	
m	ɤa	[2]	蟆	
m	ɤa	[3]	馬	
m	ɤa	[3]	碼	
m	ɤa	[3]	螞	
m	ɤa	[3]	□	老～兒:老婆子
m	ɤa	[6]	罵	
m	ɤa	[6]	抹	1
m	ɤa	[6]	襪	1
f	ɤa	[5]	法	1
f	ɤa	[5]	髮	1
f	ɤa	[5]	發	1
v	ɤa	[6]	伐	1
v	ɤa	[6]	罰	1
v	ɤa	[6]	□	沫兒
t	ia	[1]	爹	
t	ia	[1]	顛	1
t	ia	[1]	癲	1
t	ia	[3]	掂	2
t	ia	[3]	點	1
t	ia	[3]	簟	地～:曬糧食用的竹蓆
t	ia	[3]	典	1
t	ia	[3]	奠	1
t	ia	[5]	渧	滴
t	ia	[5]	跌	1
t	ia	[5]	掂	1
t	ia	[5]	店	1
t	ia	[5]	踮	
tʰ	ia	[1]	添	1
tʰ	ia	[1]	天	1
tʰ	ia	[3]	舔	1
tʰ	ia	[5]	帖	1
tʰ	ia	[5]	貼	1
tʰ	ia	[5]	鐵	1
tʰ	ia	[5]	掭	
tʰ	ia	[5]	□	禿～兒:光棍
d	ia	[2]	甜	1
d	ia	[2]	田	1
d	ia	[2]	填	1
d	ia	[6]	疊	1
d	ia	[6]	碟	1
d	ia	[6]	蝶	1
d	ia	[6]	電	1
d	ia	[6]	殿	1
d	ia	[6]	佃	1
d	ia	[6]	墊	1
l	ia	[2]	憐	1
l	ia	[2]	蓮	1
l	ia	[2]	鰱	
l	ia	[3]	鱧	
l	ia	[12]	□	□tshi³³哩笡～;凌亂
l	ia	[6]	練	1
l	ia	[6]	煉	1
l	ia	[6]	楝	1
l	ia	[6]	𥲁	竹簾子
l	ia	[6]	□	□ɡuəʔ²¹～:放鞭炮聲
ts	ia	[1]	湔	
ts	ia	[3]	剪	1
ts	ia	[5]	借	
ts	ia	[5]	節	1
ts	ia	[5]	□	～手:左手
tsʰ	ia	[5]	且	1
tsʰ	ia	[5]	笡	斜
tsʰ	ia	[5]	千	1
tsʰ	ia	[5]	切	1
s	ia	[1]	先	1～後
s	ia	[3]	寫	
s	ia	[3]	箲	
s	ia	[5]	瀉	
s	ia	[5]	細	小
s	ia	[5]	□	揳
z	ia	[2]	邪	
z	ia	[2]	斜	
z	ia	[2]	前	1
z	ia	[6]	謝	
z	ia	[6]	射	1～箭
z	ia	[6]	截	1
z	ia	[6]	□	晃動
tɕ	ia	[1]	遮	1
tɕ	ia	[1]	□	如果
tɕ	ia	[5]	者	1
tɕ	ia	[5]	蔗	1
tɕ	ia	[5]	眨	1
tɕ	ia	[5]	挾	1
tɕ	ia	[5]	鷓	
tɕ	ia	[5]	□	大聲吵鬧
tɕ	ia	[5]	□	嚼
tɕ	ia	[10]	□	～□ȵia⁵⁵:骯髒
tɕʰ	ia	[1]	車	1汽～
dʑ	ia	[6]	射	解大小便
ȵ	ia	[2]	嫌	2
ȵ	ia	[2]	年	1
ȵ	ia	[2]	鮎	
ȵ	ia	[2]	□	癟～:很蔫
ȵ	ia	[3]	惹	
ȵ	ia	[5]	捏	1
ȵ	ia	[12]	□	□tɕia³³～:骯髒
ȵ	ia	[6]	念	1
ȵ	ia	[6]	廿	
ɕ	ia	[1]	鰓	1
ɕ	ia	[3]	社	1～日
ɕ	ia	[5]	捨	1
ɕ	ia	[5]	赦	1
ɕ	ia	[5]	蜆	黃～兒:小蛤蜊
ɕ	ia	[5]	□	眼～毛:睫毛
ʑ	ia	[2]	蛇	1
ʑ	ia	[6]	麝	1
∅	ia	[1]	煙	1
∅	ia	[1]	胭	
∅	ia	[1]	□	叫喊
∅	ia	[2]	耶	1
∅	ia	[2]	爺	1
∅	ia	[2]	嫌	1
∅	ia	[3]	也	1
∅	ia	[3]	野	1
∅	ia	[6]	夜	1
∅	ia	[6]	現	1
∅	ia	[6]	豔	1
∅	ia	[6]	焰	1
p	ɑ	[1]	班	1
p	ɑ	[1]	斑	1
p	ɑ	[1]	頒	1
p	ɑ	[1]	扳	1
p	ɑ	[3]	擺	
p	ɑ	[3]	罷	1了
p	ɑ	[3]	板	1
p	ɑ	[3]	版	1
p	ɑ	[3]	瓣	1
p	ɑ	[5]	拜	
p	ɑ	[5]	八	3
p	ɑ	[5]	扮	1
p	ɑ	[5]	絆	2
p	ɑ	[5]	爸	
p	ɑ	[5]	壩	2大～
p	ɑ	[5]	叭	
p	ɑ	[12]	□	糠～:較粗糙的糠
pʰ	ɑ	[1]	攀	1
pʰ	ɑ	[1]	□	披
pʰ	ɑ	[5]	破	
pʰ	ɑ	[5]	怕	
pʰ	ɑ	[5]	派	
pʰ	ɑ	[5]	啪	
pʰ	ɑ	[5]	襻	
b	ɑ	[2]	排	
b	ɑ	[2]	牌	
b	ɑ	[2]	簰	
b	ɑ	[2]	爿	
b	ɑ	[6]	罷	2
b	ɑ	[6]	敗	
b	ɑ	[6]	瓣	2
b	ɑ	[6]	辦	1
m	ɑ	[1]	媽	
m	ɑ	[2]	蠻	1
m	ɑ	[3]	買	
m	ɑ	[3]	晚	1
m	ɑ	[5]	嗎	唯～:牛叫聲
m	ɑ	[6]	賣	
m	ɑ	[6]	邁	
m	ɑ	[6]	慢	1
m	ɑ	[6]	萬	麻將牌名
f	ɑ	[1]	帆	1
f	ɑ	[1]	翻	1
f	ɑ	[1]	番	1
f	ɑ	[1]	販	1
f	ɑ	[3]	犯	1
f	ɑ	[3]	反	1
