#a	1	2	3	5	7	8
0	阿丫桠{~杈}鸦{~鹊：喜鹊}		哑			
p	疤巴{~贝：麻烦}	揹{背；挎}□{~棉：质地松软}	把靶	坝霸		
pʰ	扒{~饭}	耙扒{~耳屎}爬		怕帕罢□{~哥子：溪中的一种鱼}		
m	马	嫲{雌性动物后缀}麻		骂		
f	花	划		话化画		
v	桠{树干的分枝}挖丫{张开}	□{~罗哥：戏称小孩子}		话{动词}		
t	爹{祖父}		打			
n	拿	□{头~：头}	□{脚~罂：腿肚子}			
l	拉	□{疏通}□{~kʰia2：蜘蛛}		□{kʰa5~下：胯下}□{够}□{捞起}□{拨散}□{~ca5：杂草}		
k	□{那个}家□{~liak8：晒谷的圆形器具}猳{羊~：配种的公羊}		假	嫁架价		
kʰ				胯{~la5下：两腿之间}		
ŋ	□{我的}丫{微微张开}	牙芽□{~ʃa2：开玩笑使之高兴}	瓦	□{傻}		
h	下虾			下		
ts	渣抓差{相差}			炸榨诈		
tsʰ	叉差{不对，质量差}杈	茶搽{涂抹}查		□{阻碍道路}□{la5~：杂草}		
s	沙痧{发~：中暑}	侪{指人}	洒	□{快速地拔出}□{快速吞食}		
tʃ	遮			蔗		
tʃʰ	赊车{提}车□{伸~：伸展}		扯			
ʃ		蛇	舍	射{用脚使劲地踢}射舍{阿~：娇生惯养的年轻男性}		
ʒ	野{不受约束}□{~tsia1：好事}野喏{拜~}	爷		夜		
#ia						
pʰ	□{向两边张开}					
m	□{黑暗中摸索}					
f				□{把颗粒状地东西分散着扔出去}		
v			搲{手指向掌心抓握}			
l	□{这个}	□{肚~~：肚大有子}				
k	□{~冷：冰冷}□{风~：软脚病}					
kʰ		□{抗，举}□{la2~：蜘蛛}		□{腿张开}□{禽类用爪子往后拨动}□{用扫帚扫}□{用竹子小纸条捆扎地洗锅盆的器具}		
ŋ	惹	□{上眼皮向上睁起}				
h	□{手张开}					
ts	□{~tʃaŋ1:形容时间短促}		姐{外祖母}	借		
tsʰ	□{亲家合音}	畲{荒地开垦的种植园}斜		谢{凋谢}		
s	□{篾编成的两只三层的圆形盛物器具}些{~须：少量}	邪餤{引诱}	写	卸泻谢{感谢}		
#ua						
k	□{远指}瓜		剐{被尖锐物体划刺}寡{~~：完全}	挂卦		
ŋ		□{~~vo3：大声痛哭}				
#ai						
p			摆{次}摆	拜		
pʰ	□{毛~~：披头散发}	排簰牌	派	败		
m	买			卖		
f				坏		
v	歪歪{固执}					
t	待{停留}			带带{戴}		
tʰ	拖{用棉签沾药水往皮肤涂抹}	抬{~起：起床}		大太{~公}癞{发~哥：麻风病}		
n				耐柰		
l	拉	□{躺}□{~屎：失禁}		赖□{男孩}癞{发黸~：一种皮肤病}		
k	街该{活该}	个{远指}	解{分割}	界戒解{押解}		
kʰ	荷{担}□{头~~：耷拉着头}	我		□{勉强位置}		
ŋ				外{~家：娘家}		
h		苛{使其痒}□{~~呻：不停地呻吟}	□{猜测}			
ts	栽斋灾栽{栽落}			债磜{峭壁}漈{悬崖}再		
tsʰ	猜差	财裁柴才□{记~：记性}		在		
s	□{抓痕，抓}酾{斟酒}	豺{贪吃}	徙{挪动，迁徙，放置}	晒		
#uai						
k	乖		拐□{青蛙}	怪		
kʰ		□{光~：禽类或阴部无毛}		快块		
ŋ				外		
#au						
0	凹{山~}		拗{弄弯}	拗{强辩}		
p	包		抱	暴{突出}爆豹		
pʰ	抛{把肉和调料加上少许米酒一起搅匀}	刨袍		跑□{路不平}□{动物以头角撞击}泡		
m		茅□{脾气}	藐	貌□{猜测}□{动物用嘴拱起泥土}		
t		□{涂抹}□{~子：性情}				
tʰ	饕{食量大}					
n	恼{使人不喜}		闹□{虫蜂数量多}			
l	□{游玩，探望}褛{大衣}□{~倒：完蛋；瓜分}	流{~鼻：流鼻涕}□{编织得不细密}□{~kau2：不检点}	□{骗取}□{~~讲：毫无保留直说}			
k	交教胶膏糕		搞{玩}	教		
kʰ	交{把手脚交叉}敲{~拗：较量}		考巧	靠较{比较：佢比我~高；再次}□{~得：好转}		
ŋ	咬	熬□{能干}		傲		
h	□{~~vo3：大声痛苦}			好{爱好}孝		
ts	焦{干燥}		爪	罩		
tsʰ	抄	嘈{吵}	炒	耖{翻动}		
s				哨		
tʃ	朝招			照		
tʃʰ	超	潮		□{两脚交互摩擦}		
ʃ	烧					
ʒ	□{稀薄}腰枵{饿}邀	窑摇	舀	鹞{~婆：老鹰}		
#iau						
p	飙{狂奔}标錶		表{~汗：发汗}表裱			
pʰ	飘	嫖薸{浮萍}	漂	票瘭{水泡}		
m		瞄苗描□{抢劫致死：~人}	妙渺藐	庙		
l		□{m̩2~li3：妇女邋遢}				
k	娇浇□{一~：一小捆}		缴搅	叫		
kʰ	跷{抬起}□{残疾；低能人}	桥茄荞		轿翘撬{撬动}		
ŋ	揉{揉搓}	饶	绕	猫□{嘴巴撅起}		
h	□{欺骗}	姣{风骚}		戽{用巴掌横着打}		
ts	蕉焦	嚼{狼吞虎咽}	剿	□{一~fo3：形容时间短，速度快}		
tsʰ	锹			噍{咀嚼}		
s	销消箫	□{衰~：倒霉}	小	笑鞘		
#am						
0	庵□{~胆：胆量}		□{被底部凸起得物体顶着；抵偿}	暗		
f				犯		
t	担{抬；搬；挑；伸出}	□{下垂}	胆			
tʰ	贪淡	潭痰燂{微火烘烤}谈罈{小陶罐}		探		
n		南		□{不坚实}□{淡~：平淡}		
l	篮{鸡~}揽{包揽}	蓝篮{菜~}	揽{抱}□{~sam3；随心所欲}榄	缆滥□{用绳索略为捆扎}揽{包~}		
k	甘柑监□{相互推脱}		敢橄			
kʰ	□{估算}□{手脚着地爬行}		砍{压}	墈{田坎}		
ŋ	□{碰撞}啱{刚好}颔{下巴}	岩	□{点头}□{投掷}			
h		含涵{水道}		陷		
ts			斩			
tsʰ	□{两手按地}掺参	□{牙齿露出}	惨	□{雕刻}杉站		
s	三衫		□{lam3~：随心所欲}糁{饭~：饭粒}			
tʃ	粘{~米}			占		
ʃ		□{眼睛闭上}	闪			
ʒ	阉淹	盐檐		□{摇动}		
#iam						
t	恬{速度慢}					
l	敛{募集}	帘镰		殓□{瓣}□{一觉的量词}令{tʰon2~：猜谜}		
k	兼		捡	剑间{间隔}		
kʰ	谦{~瘦：骨瘦如柴}	钳		欠□{跨}		
ŋ		严酽{茶酒浓}		染		
h	馦{酸臭味}	蝉{知了}嫌蝉{~梨子：山楂}	险			
ts	尖□{拥挤}		蘸			
tsʰ	签					
s	□{~si1：少量}					
#an						
0		□{如此}				
p	班搬		粄□{不灵巧}□{正~：完全做好}板	半扮		
pʰ	伴{做~}拌{摔打}	盘盘{搬运}盘{打~车：翻跟斗}		办盼判绊{套（在脖子上或肩上）}		
m	□{手搭在物体上}满晚{~子：最小的儿子}	蛮鳗□{拨开}		㿸		
f	翻番欢					
v	弯鲩	完□{两山间的拐弯处}	碗腕	万换		
t	单					
tʰ	滩摊	弹	毯	炭叹		
n	懒	难		难瘫{皮肤上的小脓疱}		
