漢字	聲部	韻部	調類	聲-值	韻-值	調-值	釋義
蓁	精	津	陰平	ts	ɵn	1	美盛貌
詢	心	津	陰平	s	ɵn	1	咨詢問也
諄	照	津	陰平	tʃ	ɵn	1	詳語貌又懇誠也
迍	照	津	陰平	tʃ	ɵn	1	迍邅
逡	心	津	陰平	s	ɵn	1	逡巡退卻之貌
遵	精	津	陰平	ts	ɵn	1	循也率也
郇	心	津	陰平	s	ɵn	1	郇伯郇侯
鐏	精	津	陰平	ts	ɵn	1	同上(酒樽)
䑳	來	津	陽平	l	ɵn	2	舟也
倫	來	津	陽平	l	ɵn	2	五倫又次序也又倫類等也
僯	來	津	陽平	l	ɵn	2	車之左任曰僯
唇	審	津	陽平	ʃ	ɵn	2	口唇
崘	來	津	陽平	l	ɵn	2	崐崘山名
嶙	來	津	陽平	l	ɵn	2	嶙峋
巡	清	津	陽平	tsʰ	ɵn	2	巡視行也遍也又逡巡退卻也
循	清	津	陽平	tsʰ	ɵn	2	順也又遵循撫循又循良
掄	來	津	陽平	l	ɵn	2	掄選
揗	清	津	陽平	tsʰ	ɵn	2	以手相安慰曰揗
旬	清	津	陽平	tsʰ	ɵn	2	十日曰一旬
淪	來	津	陽平	l	ɵn	2	沉淪
淳	審	津	陽平	ʃ	ɵn	2	厚也樸也
漘	審	津	陽平	ʃ	ɵn	2	河邊
潾	來	津	陽平	l	ɵn	2	水聲
焞	審	津	陽平	ʃ	ɵn	2	盛大也
焞	透	魁	陰平	tʰ	ui	1	盛貌詩嘽嘽焞焞
燐	來	津	陽平	l	ɵn	2	鬼火
犉	審	津	陽平	ʃ	ɵn	2	黃牛黑脣曰犉
璘	來	津	陽平	l	ɵn	2	玉文
磷	來	津	陽平	l	ɵn	2	薄也
秦	清	津	陽平	tsʰ	ɵn	2	國名又姓
粦	來	津	陽平	l	ɵn	2	野火
粼	來	津	陽平	l	ɵn	2	水清石見之貌
紃	清	津	陽平	tsʰ	ɵn	2	組紃
純	審	津	陽平	ʃ	ɵn	2	純粹又不雜也
綸	來	津	陽平	l	ɵn	2	比其類而合之也又經綸絲綸
脣	審	津	陽平	ʃ	ɵn	2	同上(口唇)
蓴	審	津	陽平	ʃ	ɵn	2	甘菜又音團
蜦	來	津	陽平	l	ɵn	2	黑色蛇也
螓	清	津	陽平	tsʰ	ɵn	2	似蟬而小
輪	來	津	陽平	l	ɵn	2	車輪
轔	來	津	陽平	l	ɵn	2	轔轔車聲也
遴	來	津	陽平	l	ɵn	2	慎選也
鄰	來	津	陽平	l	ɵn	2	比也近也類也
醇	審	津	陽平	ʃ	ɵn	2	酒醋味厚曰醇
馴	清	津	陽平	tsʰ	ɵn	2	善也漸也
驎	來	津	陽平	l	ɵn	2	馬黑色曰驎
鱗	來	津	陽平	l	ɵn	2	魚鱗
鶉	審	津	陽平	ʃ	ɵn	2	鳥名
麟	來	津	陽平	l	ɵn	2	麒麟牡曰麒牝曰麟
𨪦	清	津	陽平	tsʰ	ɵn	2	鐵𨪦
儘	精	津	陰上	ts	ɵn	3	皆也
准	照	津	陰上	tʃ	ɵn	3	信也實也
惷	穿	津	陰上	tʃʰ	ɵn	3	亂也
榫	心	津	陰上	s	ɵn	3	剡木入竅曰榫木牙也
準	照	津	陰上	tʃ	ɵn	3	準則平也擬也
燼	精	津	陰上	ts	ɵn	3	火燭之灰也燒後曰燼
瞬	審	津	陰上	ʃ	ɵn	3	瞬息轉盻間也又目數搖也
笋	心	津	陰上	s	ɵn	3	竹初出曰笋
筍	心	津	陰上	s	ɵn	3	同上(竹初出曰笋)
簨	心	津	陰上	s	ɵn	3	木之橫也又簟席也
藎	精	津	陰上	ts	ɵn	3	忠愛曰藎臣
蠢	穿	津	陰上	tʃʰ	ɵn	3	愚也鈍也又蟲曰蠢動
贐	精	津	陰上	ts	ɵn	3	送行之禮曰贐
踳	穿	津	陰上	tʃʰ	ɵn	3	雜也乖姓也
隼	照	津	陰上	tʃ	ɵn	3	鷙鳥
卵	來	津	陽上	l	ɵn	4	凡鳥之春皆曰卵
彖	透	津	陽上	tʰ	ɵn	4	易彖詞
楯	透	津	陽上	tʰ	ɵn	4	欄也
盾	透	津	陽上	tʰ	ɵn	4	干櫓之屬
腯	透	津	陽上	tʰ	ɵn	4	肥也
俊	精	津	陰去	ts	ɵn	5	才過千人
儁	精	津	陰去	ts	ɵn	5	知過千人
囟	心	津	陰去	s	ɵn	5	腦蓋也一曰頂門
圳	照	津	陰去	tʃ	ɵn	5	諄去聲水劣也
巽	心	津	陰去	s	ɵn	5	順也又卦名
搢	精	津	陰去	ts	ɵn	5	同上(居官曰縉紳插笏于大帶之間曰縉)
晉	精	津	陰去	ts	ɵn	5	進也又國名又卦名
晋	精	津	陰去	ts	ɵn	5	同上(進也又國名又卦名)
朘	精	津	陰去	ts	ɵn	5	削也竭也
汛	心	津	陰去	s	ɵn	5	酒也
浚	精	津	陰去	ts	ɵn	5	深也
濬	精	津	陰去	ts	ɵn	5	同上(深也)
瑨	精	津	陰去	ts	ɵn	5	美石也
畯	精	津	陰去	ts	ɵn	5	田畯治農之官
睃	精	津	陰去	ts	ɵn	5	明也
竣	精	津	陰去	ts	ɵn	5	退也宗也
縉	精	津	陰去	ts	ɵn	5	居官曰縉紳插笏于大帶之間曰縉
訊	心	津	陰去	s	ɵn	5	問也
迅	心	津	陰去	s	ɵn	5	速也
進	精	津	陰去	ts	ɵn	5	登也升也向前去也
遜	心	津	陰去	s	ɵn	5	謙讓也順也
鎸	精	津	陰去	ts	ɵn	5	雕刻也
隽	精	津	陰去	ts	ɵn	5	永也味之長也
顖	心	津	陰去	s	ɵn	5	同上(腦蓋也一曰頂門)
餕	精	津	陰去	ts	ɵn	5	食餘物也
駿	精	津	陰去	ts	ɵn	5	良馬
吝	來	津	陽去	l	ɵn	6	悔吝鄙吝慳吝
尽	精	津	陽去	ts	ɵn	6	同上(空也竭也終也悉也)
恡	來	津	陽去	l	ɵn	6	同吝
悋	來	津	陽去	l	ɵn	6	慳悋
沌	端	津	陽去	t	ɵn	6	混沌
潤	日	津	陽去	ɲ	ɵn	6	潤澤
盡	精	津	陽去	ts	ɵn	6	空也竭也終也悉也
紊	來	津	陽去	l	ɵn	6	亂也
舜	審	津	陽去	ʃ	ɵn	6	虞舜
蕣	審	津	陽去	ʃ	ɵn	6	木槿
藺	來	津	陽去	l	ɵn	6	莞屬可爲席又姓
論	來	津	陽去	l	ɵn	6	議論辯論
躙	來	津	陽去	l	ɵn	6	蹂躪踐踏也
遁	端	津	陽去	t	ɵn	6	逃遁
遯	端	津	陽去	t	ɵn	6	隱遯退避也
鈍	端	津	陽去	t	ɵn	6	遲鈍頑遁不利也
閏	日	津	陽去	ɲ	ɵn	6	閏月
順	審	津	陽去	ʃ	ɵn	6	不逆也
頓	端	津	陽去	t	ɵn	6	俯首叩地也又停頓物件也
出	穿	津入	陰入	tʃʰ	ɵt	7	外也退也生也發也
卹	心	津入	陰入	s	ɵt	7	同上又鮮少也(憐恤又憂也)
帥	審	津入	陰入	ʃ	ɵt	7	先道之也
帥	審	雖	陰去	ʃ	ɵi	5	將帥主帥又統也領也
怵	照	津入	陰入	tʃ	ɵt	7	怵惕恐懼凄愴
恤	心	津入	陰入	s	ɵt	7	憐恤又憂也
戌	心	津入	陰入	s	ɵt	7	辰名
率	審	津入	陰入	ʃ	ɵt	7	深出切循也大略也又倡率
率	來	津入	陽入	l	ɵt	8	彀率彎弓之限
蟀	精	津入	陰入	ts	ɵt	7	蟋蟀
黜	照	津入	陰入	tʃ	ɵt	7	諄入聲貶斥也
凓	來	津入	陽入	l	ɵt	8	凓冽
呐	泥	津入	陽入	n	ɵt	8	同上(南聿切言之出口艱難也)
律	來	津入	陽入	l	ɵt	8	律呂法律
慄	來	津入	陽入	l	ɵt	8	懼也竦也
术	審	津入	陽入	ʃ	ɵt	8	白术藥名
栗	來	津入	陽入	l	ɵt	8	果名又恐懼貌
溧	來	津入	陽入	l	ɵt	8	溧水縣名
潏	來	津入	陽入	l	ɵt	8	水流貌
秫	審	津入	陽入	ʃ	ɵt	8	禾名
繂	來	津入	陽入	l	ɵt	8	大繩
繘	來	津入	陽入	l	ɵt	8	汲水索
聿	來	津入	陽入	l	ɵt	8	循也惟也自也又語助詞
術	審	津入	陽入	ʃ	ɵt	8	法之巧者
訥	泥	津入	陽入	n	ɵt	8	南聿切言之出口艱難也
述	審	津入	陽入	ʃ	ɵt	8	作述
遹	來	津入	陽入	l	ɵt	8	自也遵也述也又邪僻也
霱	來	津入	陽入	l	ɵt	8	瑞雲
驈	來	津入	陽入	l	ɵt	8	驪馬白跨曰驈
鴥	來	津入	陽入	l	ɵt	8	疾飛貌
吹	穿	雖	陰平	tʃʰ	ɵi	1	風吹又吹噓
推	穿	雖	陰平	tʃʰ	ɵi	1	讓也獎也薦也又尋繹也
推	透	魁	陰平	tʰ	ui	1	透杯切盪也排擠也祛也
桵	審	雖	陰平	ʃ	ɵi	1	山木叢生有刺也
榱	審	雖	陰平	ʃ	ɵi	1	榱題椽也桷也
炊	穿	雖	陰平	tʃʰ	ɵi	1	炊爨
綏	審	雖	陰平	ʃ	ɵi	1	安也車中靶也又退軍爲綏
綏	以	雖	陽去	j	ɵi	6	冠上飾也
衰	審	雖	陰平	ʃ	ɵi	1	弱也微也
衰	清	魁	陰平	tsʰ	ui	1	齊衰喪服也
追	照	雖	陰平	tʃ	ɵi	1	追述追隨又追也
錐	照	雖	陰平	tʃ	ɵi	1	鎗劍之屬
雖	心	雖	陰平	s	ɵi	1	語助詞又不定也
騅	照	雖	陰平	tʃ	ɵi	1	馬之蒼黑者
龡	穿	雖	陰平	tʃʰ	ɵi	1	同上(風吹又吹噓)
垂	審	雖	陽平	ʃ	ɵi	2	自上垂下又幾也將及也
椎	穿	雖	陽平	tʃʰ	ɵi	2	木名
槌	穿	雖	陽平	tʃʰ	ɵi	2	同上(木名)
誰	審	雖	陽平	ʃ	ɵi	2	孰也何也誰也何詰問詞也
錘	穿	雖	陽平	tʃʰ	ɵi	2	鐵錘又秤錘
陲	審	雖	陽平	ʃ	ɵi	2	邊疆也
隋	清	雖	陽平	tsʰ	ɵi	2	國名
隨	清	雖	陽平	tsʰ	ɵi	2	從也順也
𡍮	審	雖	陽平	ʃ	ɵi	2	同上(自上垂下又幾也將及也)
嘴	精	雖	陰上	ts	ɵi	3	口唇也
惴	穿	雖	陰上	tʃʰ	ɵi	3	恐懼貌
揣	穿	雖	陰上	tʃʰ	ɵi	3	吹上聲揣度揣摩
水	審	雖	陰上	ʃ	ɵi	3	水火五行之一
遄	穿	雖	陰上	tʃʰ	ɵi	3	速也
髓	心	雖	陰上	s	ɵi	3	秀水切骨中之脂
彙	來	雖	陽上	l	ɵi	4	類也易以其彙
攂	來	雖	陽上	l	ɵi	4	攂鼓
磊	來	雖	陽上	l	ɵi	4	石衆多貌又磊落不群貌
累	來	雖	陽上	l	ɵi	4	積累曡也屢也
累	來	雖	陽去	l	ɵi	6	負累係累害也玷也
蕊	日	雖	陽上	ɲ	ɵi	4	同上(花蕋)
蕋	日	雖	陽上	ɲ	ɵi	4	花蕋
藟	來	雖	陽上	l	ɵi	4	葛藟
蠡	來	雖	陽上	l	ɵi	4	齧木蟲也
酹	來	雖	陽上	l	ɵi	4	祭而灌地曰酹酒
帨	穿	雖	陰去	tʃʰ	ɵi	5	巾帕也
最	精	雖	陰去	ts	ɵi	5	殿最前曰最後曰殿
歲	心	雖	陰去	s	ɵi	5	年歲
毳	穿	雖	陰去	tʃʰ	ɵi	5	獸毛褥也
税	審	雖	陰去	ʃ	ɵi	5	租也斂也
翠	清	雖	陰去	tsʰ	ɵi	5	翡翠鳥羽也赤曰翡青曰翠
脆	清	雖	陰去	tsʰ	ɵi	5	物易斷也又輕薄也
醉	精	雖	陰去	ts	ɵi	5	酒醉
叡	以	雖	陽去	j	ɵi	6	同上(聖也明也通也達也)
唳	來	雖	陽去	l	ɵi	6	嘹唳鶴鳴鳴之聲
墜	照	雖	陽去	tʃ	ɵi	6	落也
悴	心	雖	陽去	s	ɵi	6	困苦也
戻	來	雖	陽去	l	ɵi	6	暴戾乖戾背戾罪戾又至也
汭	以	雖	陽去	j	ɵi	6	地名
泪	來	雖	陽去	l	ɵi	6	同上(涕淚)
淚	來	雖	陽去	l	ɵi	6	涕淚
淬	心	雖	陽去	s	ɵi	6	滅火器又染也犯也
燧	心	雖	陽去	s	ɵi	6	取火之木
瑞	心	雖	陽去	s	ɵi	6	祥瑞
璲	心	雖	陽去	s	ɵi	6	瑞玉也
甤	以	雖	陽去	j	ɵi	6	甤賓律名又葉垂也
瘁	心	雖	陽去	s	ɵi	6	勞也病也
盭	來	雖	陽去	l	ɵi	6	綠色綬也又疾名又擊罪人見血也
睟	心	雖	陽去	s	ɵi	6	清和潤澤之貌
睡	審	雖	陽去	ʃ	ɵi	6	夜寢曰睡
睿	以	雖	陽去	j	ɵi	6	聖也明也通也達也
祟	心	雖	陽去	s	ɵi	6	怪祟
穗	心	雖	陽去	s	ɵi	6	禾穗
穟	心	雖	陽去	s	ɵi	6	禾茂貌
粹	心	雖	陽去	s	ɵi	6	純粹精粹美也
縋	照	雖	陽去	tʃ	ɵi	6	以繩懸物而垂下曰縋
繐	心	雖	陽去	s	ɵi	6	繐帳布細而疏也
纇	來	雖	陽去	l	ɵi	6	疵也緣飾也
芮	以	雖	陽去	j	ɵi	6	草生貌又國名
萃	心	雖	陽去	s	ɵi	6	聚也
蜹	以	雖	陽去	j	ɵi	6	蠅蜹蚊屬
裔	以	雖	陽去	j	ɵi	6	後世子孫曰苗裔
襚	心	雖	陽去	s	ɵi	6	衣被
誶	心	雖	陽去	s	ɵi	6	詬誶誚也告也又多言也
贅	照	雖	陽去	tʃ	ɵi	6	謂以物質錢也又南附女家謂之贅壻
遂	心	雖	陽去	s	ɵi	6	成也就也達也安也稱意也
邃	心	雖	陽去	s	ɵi	6	深邃
鋭	以	雖	陽去	j	ɵi	6	利銳尖銳勇銳
隊	照	雖	陽去	tʃ	ɵi	6	同上(落也)
隊	端	魁	陽去	t	ui	6	隊伍
隧	心	雖	陽去	s	ɵi	6	墓道
類	來	雖	陽去	l	ɵi	6	種類等類又似也肖也
䈑	云	科	陰平	w	ɔ	1	竹器
倭	云	科	陰平	w	ɔ	1	倭于東海日本國名
傞	清	科	陰平	tsʰ	ɔ	1	舞不止也
初	穿	科	陰平	tʃʰ	ɔ	1	始也先也
呵	曉	科	陰平	h	ɔ	1	噓氣
哥	見	科	陰平	k	ɔ	1	兄也
哿	亞	科	陰平		ɔ	1	可也
唆	心	科	陰平	s	ɔ	1	教唆詞訟
坡	幫	科	陰平	p	ɔ	1	地之藏寶者
堝	云	科	陰平	w	ɔ	1	鍊金銀之堝
多	端	科	陰平	t	ɔ	1	衆也重也過也
妸	亞	科	陰平		ɔ	1	嬌也
娑	心	科	陰平	s	ɔ	1	婆娑舞貌
媧	云	科	陰平	w	ɔ	1	女媧氏古之女皇
屙	亞	科	陰平		ɔ	1	解也放也
嵯	清	科	陰平	tsʰ	ɔ	1	嵯峨
庅	明	科	陰平	m	ɔ	1	同上(幺麽些麽之謂)
戈	古	科	陰平	kʷ	ɔ	1	干戈平頭戟
拕	透	科	陰平	tʰ	ɔ	1	同上(引也曳也)
拖	透	科	陰平	tʰ	ɔ	1	引也曳也
挱	心	科	陰平	s	ɔ	1	摩挱
挲	心	科	陰平	s	ɔ	1	同上(摩挱)
揓	透	科	陰平	tʰ	ɔ	1	同上(引也曳也)
搓	清	科	陰平	tsʰ	ɔ	1	挪然也
摩	明	科	陰平	m	ɔ	1	明波切撫摩
柯	亞	科	陰平		ɔ	1	府柄也又姓
梭	心	科	陰平	s	ɔ	1	織布之器
梳	審	科	陰平	ʃ	ɔ	1	櫛也
歌	見	科	陰平	k	ɔ	1	歌咏長聲以誦曰歌
波	幫	科	陰平	p	ɔ	1	波浪
渦	古	科	陰平	kʷ	ɔ	1	水之回處
濄	古	科	陰平	kʷ	ɔ	1	水名
玻	幫	科	陰平	p	ɔ	1	玻璃
珂	亞	科	陰平		ɔ	1	石似玉
瑳	清	科	陰平	tsʰ	ɔ	1	玉鮮白色
疏	審	科	陰平	ʃ	ɔ	1	通也達也闊也不親密也
疏	審	科	陰去	ʃ	ɔ	5	奏疏上章條陳事也
疴	亞	科	陰平		ɔ	1	沉疴病也
痾	亞	科	陰平		ɔ	1	同上(沉疴病也)
碆	幫	科	陰平	p	ɔ	1	用石爲戈
磋	清	科	陰平	tsʰ	ɔ	1	切磋所以治骨角
科	非	科	陰平	f	ɔ	1	科坎科等又科甲
窠	云	科	陰平	w	ɔ	1	鳥在木曰巢在穴曰窠
窩	云	科	陰平	w	ɔ	1	穴居也藏也密也
簻	古	科	陰平	kʷ	ɔ	1	簻軸寬大意
縒	清	科	陰平	tsʰ	ɔ	1	衣之鮮貌
艖	清	科	陰平	tsʰ	ɔ	1	舟名
芻	穿	科	陰平	tʃʰ	ɔ	1	草也
苛	曉	科	陰平	h	ɔ	1	苛刻急也又暴虐也
莎	心	科	陰平	s	ɔ	1	莎雞即蟋蟀也
菠	幫	科	陰平	p	ɔ	1	菜名
蓑	心	科	陰平	s	ɔ	1	草名可爲雨衣
蔬	審	科	陰平	ʃ	ɔ	1	蔬菜
薖	古	科	陰平	kʷ	ɔ	1	同上(簻軸寬大意)
蝌	非	科	陰平	f	ɔ	1	蝌蚪蟲名又字體也
訶	曉	科	陰平	h	ɔ	1	大言而怒也謫也責也
謌	見	科	陰平	k	ɔ	1	同上(歌咏長聲以誦曰歌)
踈	審	科	陰平	ʃ	ɔ	1	稀踈
蹉	清	科	陰平	tsʰ	ɔ	1	磋砣不及也
軻	亞	科	陰平		ɔ	1	車接軸也又孟子名軻
鍋	云	科	陰平	w	ɔ	1	鐵鍋
阿	亞	科	陰平		ɔ	1	科曲也山阿依阿又太阿劍名
麽	明	科	陰平	m	ɔ	1	幺麽些麽之謂
𥂓	明	科	陰平	m	ɔ	1	杯也
𥭋	端	科	陰平	t	ɔ	1	竹器以取魚者也
䍫	透	科	陽平	tʰ	ɔ	2	䍫絨
他	透	科	陽平	tʰ	ɔ	2	尹公之他
他	透	家	陰平	tʰ	a	1	彼也別人曰他
何	曉	科	陽平	h	ɔ	2	胡也曷也焉也奚也又姓
佗	透	科	陽平	tʰ	ɔ	2	美好貌
俄	我	科	陽平	ŋ	ɔ	2	倏也速也立刻曰俄頃
儺	泥	科	陽平	n	ɔ	2	驅疫也又徐行有度也
劘	明	科	陽平	m	ɔ	2	割也切也又音糜
吪	我	科	陽平	ŋ	ɔ	2	動也
和	云	科	陽平	w	ɔ	2	和順調和諧和溫和
和	云	科	陽去	w	ɔ	6	倡和
哦	我	科	陽平	ŋ	ɔ	2	吟哦
囮	我	科	陽平	ŋ	ɔ	2	鳥媒
囮	明	魁	陽平	m	ui	2	以鳥引鳥而取之曰鳥囮
娥	我	科	陽平	ŋ	ɔ	2	嫦娥又宮娥
婆	滂	科	陽平	pʰ	ɔ	2	老婦之稱
峨	我	科	陽平	ŋ	ɔ	2	嵯峨高山也
峩	我	科	陽平	ŋ	ɔ	2	同上(嵯峨高山也)
挪	泥	科	陽平	n	ɔ	2	搓挪
欏	來	科	陽平	l	ɔ	2	木名
沱	透	科	陽平	tʰ	ɔ	2	大雨曰滂沱
河	曉	科	陽平	h	ɔ	2	江河
皤	滂	科	陽平	pʰ	ɔ	2	白也
磨	明	科	陽平	m	ɔ	2	勘也揩也
磨	明	科	陽去	m	ɔ	6	磨穀
禾	云	科	陽平	w	ɔ	2	稻之總名
籮	來	科	陽平	l	ɔ	2	竹器
紽	透	科	陽平	tʰ	ɔ	2	絲絛
羅	來	科	陽平	l	ɔ	2	網羅綺羅
荷	曉	科	陽平	h	ɔ	2	蓮花曰荷花
荷	曉	科	陽去	h	ɔ	6	戴也
莪	我	科	陽平	ŋ	ɔ	2	草名
蘿	來	科	陽平	l	ɔ	2	蘿蒿菜名
蛾	我	科	陽平	ŋ	ɔ	2	蠶蛾
螺	來	科	陽平	l	ɔ	2	蚌屬
訛	我	科	陽平	ŋ	ɔ	2	僞也舛也謬也
詑	透	科	陽平	tʰ	ɔ	2	欺也誣也
跎	透	科	陽平	tʰ	ɔ	2	蹉跎
那	泥	科	陽平	n	ɔ	2	何也移也
那	泥	科	陽上	n	ɔ	4	何也
鄱	滂	科	陽平	pʰ	ɔ	2	鄱陽地名
酡	透	科	陽平	tʰ	ɔ	2	酒容
鉈	透	科	陽平	tʰ	ɔ	2	秤鉈
鉏	穿	科	陽平	tʃʰ	ɔ	2	同上(田器也)
鋤	穿	科	陽平	tʃʰ	ɔ	2	田器也
鑼	來	科	陽平	l	ɔ	2	銅鑼
陀	透	科	陽平	tʰ	ɔ	2	背陀不平貌
雛	穿	科	陽平	tʃʰ	ɔ	2	鳥子曰雛
馱	透	科	陽平	tʰ	ɔ	2	負載也
駝	透	科	陽平	tʰ	ɔ	2	負荷也又駱駝
騾	來	科	陽平	l	ɔ	2	驢騾
魔	明	科	陽平	m	ɔ	2	鬼魔
鮀	透	科	陽平	tʰ	ɔ	2	魚名
鵝	我	科	陽平	ŋ	ɔ	2	同上(家雁)
鵞	我	科	陽平	ŋ	ɔ	2	家雁
鼉	透	科	陽平	tʰ	ɔ	2	透和切鼉屬
龢	云	科	陽平	w	ɔ	2	同上(和順調和諧和溫和)
𤄷	來	科	陽平	l	ɔ	2	水名
伙	非	科	陰上	f	ɔ	3	家用物件曰家伙
俎	照	科	陰上	tʃ	ɔ	3	俎豆祭器
可	曉	科	陰上	h	ɔ	3	好也允也
叵	滂	科	陰上	pʰ	ɔ	3	叵測不可也
坷	曉	科	陰上	h	ɔ	3	坎坷不平貌
垛	端	科	陰上	t	ɔ	3	城墉也
夥	非	科	陰上	f	ɔ	3	夥伴
婐	來	科	陰上	l	ɔ	3	女侍也
尀	滂	科	陰上	pʰ	ɔ	3	尀耐何也
岨	照	科	陰上	tʃ	ɔ	3	險岨
左	精	科	陰上	ts	ɔ	3	左右又姓
憷	穿	科	陰上	tʃʰ	ɔ	3	辛苦痛也
所	審	科	陰上	ʃ	ɔ	3	攸也又方處也又指物之詞
朵	端	科	陰上	t	ɔ	3	花朵
果	古	科	陰上	kʷ	ɔ	3	木實也又果斷敢信也
楚	穿	科	陰上	tʃʰ	ɔ	3	國名大也高也起也又夏楚荊條也
火	非	科	陰上	f	ɔ	3	水火五行之一燒炙物也
瑣	心	科	陰上	s	ɔ	3	瑣屑細碎也又青瑣門
舸	曉	科	陰上	h	ɔ	3	大船曰舸
菓	古	科	陰上	kʷ	ɔ	3	木實也又果斷敢信也
蓏	來	科	陰上	l	ɔ	3	果名無核者
蜾	古	科	陰上	kʷ	ɔ	3	蜾蠃細腰蟲也
蠃	來	科	陰上	l	ɔ	3	蜾蠃蟲名
裸	來	科	陰上	l	ɔ	3	良果切露體也
裹	古	科	陰上	kʷ	ɔ	3	包裹纏也
趓	端	科	陰上	t	ɔ	3	同上(逃避也)
躲	端	科	陰上	t	ɔ	3	逃避也
鎖	心	科	陰上	s	ɔ	3	銅鎖
阻	照	科	陰上	tʃ	ɔ	3	阻滯阻隔險阻
頗	滂	科	陰上	pʰ	ɔ	3	可也略也利也但也
顆	非	科	陰上	f	ɔ	3	小頭物也一顆猶一個一粒也
𠩄	審	科	陰上	ʃ	ɔ	3	同上(攸也又方處也又指物之詞)
唾	透	科	陽上	tʰ	ɔ	4	吐也
妥	透	科	陽上	tʰ	ɔ	4	陀上聲妥當妥帖安也平也
我	我	科	陽上	ŋ	ɔ	4	自己之稱吾也予也
柁	透	科	陽上	tʰ	ɔ	4	同上(船舵)
舵	透	科	陽上	tʰ	ɔ	4	船舵
个	見	科	陰去	k	ɔ	5	同上(一個即一枚也)
佐	精	科	陰去	ts	ɔ	5	輔佐
個	見	科	陰去	k	ɔ	5	一個即一枚也
剉	清	科	陰去	tsʰ	ɔ	5	折也
挫	清	科	陰去	tsʰ	ɔ	5	摧折也打也
播	幫	科	陰去	p	ɔ	5	布揚
破	滂	科	陰去	pʰ	ɔ	5	敗壞也割碎也
箇	見	科	陰去	k	ɔ	5	同上(一個即一枚也)
簸	滂	科	陰去	pʰ	ɔ	5	揚米曰簸
脞	清	科	陰去	tsʰ	ɔ	5	叢脞又細碎無大略也
詛	照	科	陰去	tʃ	ɔ	5	竹過切咒詛
課	非	科	陰去	f	ɔ	5	說課又試也第也計也程也
貨	非	科	陰去	f	ɔ	5	貨財凡物可交易皆曰貨
过	古	科	陰去	kʷ	ɔ	5	同上(失課也又經過也又度越也勝也)
過	古	科	陰去	kʷ	ɔ	5	失課也又經過也又度越也勝也
銼	清	科	陰去	tsʰ	ɔ	5	與剉同
𥭭	清	科	陰去	tsʰ	ɔ	5	斬草也
䃺	明	科	陽去	m	ɔ	6	同上(磨穀)
䄀	云	科	陽去	w	ɔ	6	同上(灾禍殃禍害也)
助	照	科	陽去	tʃ	ɔ	6	輔助益也
卧	我	科	陽去	ŋ	ɔ	6	睡寢也
坐	精	科	陽去	ts	ɔ	6	止也居也
墮	端	科	陽去	t	ɔ	6	墮落墜也
嶞	端	科	陽去	t	ɔ	6	山之狹而長者
座	精	科	陽去	ts	ɔ	6	位也
怠	端	科	陽去	t	ɔ	6	懈怠
惰	端	科	陽去	t	ɔ	6	同上(懈怠)
愞	泥	科	陽去	n	ɔ	6	同上罷弱也(柔懦)
懦	泥	科	陽去	n	ɔ	6	柔懦
盉	云	科	陽去	w	ɔ	6	調味也
禍	云	科	陽去	w	ɔ	6	灾禍殃禍害也
糯	泥	科	陽去	n	ɔ	6	糯米
賀	曉	科	陽去	h	ɔ	6	以儀物舉慶于人也
邏	來	科	陽去	l	ɔ	6	良助切巡邏
餓	我	科	陽去	ŋ	ɔ	6	飢也
𣟖	明	科	陽去	m	ɔ	6	同上(磨穀)
𥘑	云	科	陽去	w	ɔ	6	同上(灾禍殃禍害也)
三	心	緘	陰平	s	am	1	數名
三	心	緘	陰去	s	am	5	宿喊切再三
儋	端	緘	陰平	t	am	1	同上又儋耳郡名(負荷也肩曰擔背曰荷)
儋	端	緘	陰去	t	am	5	儋但鑒切儋石
叄	心	緘	陰平	s	am	1	同上(數名)
嗿	透	緘	陰平	tʰ	am	1	嗿其飲食
嗿	透	緘	陽上	tʰ	am	4	徒覽切飲食之聲
尷	見	緘	陰平	k	am	1	尷尬言進退兩難
担	端	緘	陰平	t	am	1	同上(負荷也肩曰擔背曰荷)
担	端	緘	陰去	t	am	5	同上(兩籮曰擔)
擔	端	緘	陰平	t	am	1	負荷也肩曰擔背曰荷
擔	端	緘	陰去	t	am	5	兩籮曰擔
椷	見	緘	陰平	k	am	1	木篋也又音函
監	見	緘	陰平	k	am	1	臨下也又狗囚之所
監	見	緘	陰去	k	am	5	視也
簪	精	緘	陰平	ts	am	1	首飾也又聚也
紞	端	緘	陰平	t	am	1	冕前垂者
緘	見	緘	陰平	k	am	1	束篋繩也又緘默不言也
耽	端	緘	陰平	t	am	1	過于樂也
聃	端	緘	陰平	t	am	1	老子名聃
衫	審	緘	陰平	ʃ	am	1	小襦上衣也
貪	透	緘	陰平	tʰ	am	1	貪婪
躭	端	緘	陰平	t	am	1	同上(過于樂也)
酖	端	緘	陰平	t	am	1	嗜酒
驂	清	緘	陰平	tsʰ	am	1	駕車外兩馬曰驂馬
㘅	曉	緘	陽平	h	am	2	口中物
㮀	曉	緘	陽平	h	am	2	植也
䜛	清	緘	陽平	tsʰ	am	2	同上(讒佞也毀譖良善曰讒)
函	曉	緘	陽平	h	am	2	包也容也
劖	清	緘	陽平	tsʰ	am	2	錐也刺也
南	泥	緘	陽平	n	am	2	南北
咸	曉	緘	陽平	h	am	2	皆也
