id	ini	fn	pt	单字	IPA	注释、
2870	ŋ	ɐk	055	握	ŋɐk5	握手
2871	p	ɐŋ	213	崩	pɐŋ213	山崩
2872	p	ɐk	055	北	pɐk5	北方
2873	pʰ	ɐŋ	21	朋	pʰɐŋ21	朋友
2874	m	ɐk	022	墨	mɐk2	笔墨
2875	m	ɐk	022	默	mɐk2	默写
2876	t	ɐŋ	213	登	tɐŋ213	登山
2877	t	ɐŋ	213	燈	tɐŋ213	灯光
2878	t	ɐŋ	35	等	tɐŋ35	高等
2879	t	ɐŋ	33	凳	tɐŋ33	凳子
2880	t	ɐk	055	得	tɐk5	得到
2881	t	ɐk	055	德	tɐk5	道德
2882	tʰ	ɐŋ	21	騰	tʰɐŋ21	奔腾
2883	tʰ	ɐŋ	21	藤	tʰɐŋ21	藤椅
2884	tʰ	ɐŋ	21	疼	tʰɐŋ21	疼痛
2885	t	ɐŋ	22	鄧	tɐŋ22	姓
2886	tʃʰ	ɐŋ	21	澄	tʃʰɐŋ21	澄清
2887	t	ɐk	022	特	tɐk2	特别
2888	l	ɐŋ	21	能	lɐŋ21	才能
2889	l	iə̯ŋ	21	棱	liə̯ŋ21	棱角
2890	l	ɐk	022	肋	lɐk2	肋骨
2891	l	ɐk	022	勒	lɐk2	勒索
2892	tʃ	ɐŋ	213	曾	tʃɐŋ213	姓
2893	tʃ	ɐŋ	213	增	tʃɐŋ213	增加
2894	tʃ	ɐŋ	213	憎	tʃɐŋ213	憎恨
2895	tʃ	ɐk	055	則	tʃɐk5	否则
2896	tʃ	ɐŋ	213	曾	tʃɐŋ213	曾经
2897	tʃʰ	ɐŋ	21	層	tʃʰɐŋ21	层次
2898	tʃ	ɐŋ	22	贈	tʃɐŋ22	赠送
2899	tʃʰ	ɐk	022	賊	tʃʰɐk2	做贼
2900	tʃ	ɐŋ	213	僧	tʃɐŋ213	唐僧
2901	ʃ	ɐk	055	塞	ʃɐk5	阻塞
2902	h	ɐŋ	35	肯	hɐŋ35	肯定
2903	h	ɐk	055	刻	hɐk5	刀刻，雕刻
2904	h	ɐk	055	刻	hɐk5	时刻
2905	h	ɐk	055	克	hɐk5	克服
2906	h	ɐk	055	黑	hɐk5	黑白
2907	h	ɐŋ	21	恒	hɐŋ21	永恒
2908	p	iə̯ŋ	213	冰	piə̯ŋ213	结冰
2909	p	ek	055	逼	pek5	被逼
2910	pʰ	ɐŋ	21	憑	pʰɐŋ21	文凭
2911	l	ek	022	匿	lek2	匿名
2912	l	iə̯ŋ	21	陵	liə̯ŋ21	陵园
2913	l	iə̯ŋ	21	凌	liə̯ŋ21	冰凌；凌厉
2914	l	iə̯ŋ	21	菱	liə̯ŋ21	菱角
2915	l	ek	022	力	lek2	力量
2916	tʃ	ek	055	即	tʃek5	立即
2917	tʃ	ek	055	鯽	tʃek5	鲫鱼
2918	ʃ	ek	055	息	ʃek5	休息
2919	ʃ	ek	055	熄	ʃek5	熄灭
2920	ʃ	ek	055	媳	ʃek5	媳妇
2921	tʃ	ɐŋ	213	徵	tʃɐŋ213	征求
2922	tʃʰ	ɐŋ	21	澄	tʃʰɐŋ21	水浑，澄一澄
2923	tʃʰ	ɐŋ	21	懲	tʃʰɐŋ21	惩罚
2924	tʃʰ	ɛŋ	35	橙	tʃʰɛŋ35	橙子
2925	t	ɐŋ	35	瞪	tɐŋ35	瞪眼
2926	tʃ	ek	022	直	tʃek2	直接
2927	tʃ	ek	022	值	tʃek2	价值
2928	tʃ	ɐk	055	側	tʃɐk5	侧面
2929	tʃʰ	ɐk	055	測	tʃʰɐk5	测量
2930	ʃ	ek	055	色	ʃek5	色彩
2931	ʃ	ek	055	嗇	ʃek5	吝啬
2932	tʃ	ɐŋ	213	蒸	tʃɐŋ213	蒸发
2933	tʃ	ɐŋ	35	拯	tʃɐŋ35	拯救
2934	tʃ	ɐŋ	33	證	tʃɐŋ33	证明
2935	tʃ	ɐŋ	33	症	tʃɐŋ33	病症
2936	tʃ	ek	055	織	tʃek5	织布
2937	tʃ	ek	055	職	tʃek5	职务
2938	tʃʰ	ɐŋ	213	稱	tʃʰɐŋ213	称呼；称重量
2939	tʃʰ	ɐŋ	33	稱	tʃʰɐŋ33	相称，称心
2940	tʃʰ	ɐŋ	33	秤	tʃʰɐŋ33	一杆秤
2941	ʃ	ɐŋ	21	乘	ʃɐŋ21	乘法
2942	ʃ	ɐŋ	21	繩	ʃɐŋ21	麻绳
2944	ʃ	ɐŋ	22	剩	ʃɐŋ22	剩余
2945	ʃ	ek	022	食	ʃek2	食物
2946	ʃ	ɐk	022	蝕	ʃɐk2	月蚀，腐蚀
2947	ʃ	ɐŋ	213	升	ʃɐŋ213	升级
2948	ʃ	ɐŋ	33	勝	ʃɐŋ33	胜败，战胜
2949	ʃ	ɐŋ	33	勝	ʃɐŋ33	胜任
2950	ʃ	ek	055	識	ʃek5	认识
2951	ʃ	ek	055	式	ʃek5	式样
2952	ʃ	ek	055	飾	ʃek5	装饰
2953	ʃ	ɐŋ	21	承	ʃɐŋ21	继承
2954	ʃ	ɐŋ	21	丞	ʃɐŋ21	丞相
2955	tʃ	ek	022	殖	tʃek2	繁殖
2956	tʃ	ek	022	植	tʃek2	植物
2957		iɐŋ	21	仍	iɐŋ21	仍然
2958		iɐŋ	213	扔	iɐŋ213	扔掉
2959	kʰ	ek	055	棘	kʰek5	棘手
2960	k	ek	022	極	kek2	南极
2961		ieŋ	21	凝	ieŋ21	凝固
2962	h	ɐŋ	213	興	hɐŋ213	兴旺
2963	h	ɐŋ	33	興	hɐŋ33	高兴
2964		iɐŋ	213	應	iɐŋ213	应对，响应
2965		iə̯ŋ	213	鷹	iə̯ŋ213	老鹰
2966		iə̯ŋ	213	應	iə̯ŋ213	应该
2967		iek	055	憶	iek5	回忆
2968		iek	055	億	iek5	亿万
2969		iek	055	抑	iek5	压抑
2970		iɐŋ	213	蠅	iɐŋ213	苍蝇
2971		iɐn	22	孕	iɐn22	怀孕
2972		iek	022	翼	iek2	机翼
2973	k	uok	033	國	kuok3	中国
2974		uɐŋ	21	弘	uɐŋ21	弘扬
2975		uɐk	022	或	uɐk2	或者
2976		uɐk	022	惑	uɐk2	迷惑
2977		uɐk	022	域	uɐk2	地域
2978	p	ɛk	033	百	pɛk3	百姓
2979	pʰ	ɛk	033	柏	pʰɛk3	柏树
2980	p	ɛk	033	伯	pɛk3	伯父
2981	p	ek	055	迫	pek5	迫害
2982	pʰ	ɐŋ	213	烹	pʰɐŋ213	烹调
2983	pʰ	oŋ	33	碰	pʰoŋ33	碰到
2984	pʰ	ɛk	033	拍	pʰɛk3	拍球
2985	pʰ	ɛk	033	珀	pʰɛk3	琥珀
2986	pʰ	ɛk	033	魄	pʰɛk3	魂魄
2987	pʰ	ɛŋ	21	彭	pʰɛŋ21	姓
2988	pʰ	ɛŋ	21	膨	pʰɛŋ21	膨胀
2989	p	ɛk	022	白	pɛk2	白色；白吃白喝
2990	pʰ	ɛk	033	帛	pʰɛk3	财帛
2991	m	ɛŋ	21	盲	mɛŋ21	盲人，文盲
2992	m	ɛŋ	21	虻	mɛŋ21	牛虻
2993	m	ɛŋ	35	猛	mɛŋ35	凶猛
2994	m	ɛŋ	22	孟	mɛŋ22	孟子
2995	m	ɐk	022	陌	mɐk2	陌生
2996	t	a	35	打	ta35	打针
2997	l	ɛŋ	33	冷	lɛŋ33	天冷
2998	tʃʰ	ɛŋ	213	撑	tʃʰɛŋ213	支撑
2999	tʃʰ	ɛk	033	拆	tʃʰɛk3	拆开
3000	tʃ	ɛk	022	澤	tʃɛk2	毛泽东
3001	tʃ	ɛk	022	擇	tʃɛk2	择菜；选择
3002	tʃ	ɛk	022	宅	tʃɛk2	住宅
3003	tʃ	ɛk	033	窄	tʃɛk3	狭窄
3004	ʃ	ɛŋ	213	生	ʃɛŋ213	生活；生小孩
3005	ʃ	ɛŋ	213	牲	ʃɛŋ213	牺牲；畜牲
3006	ʃ	ɛŋ	213	笙	ʃɛŋ213	乐器
3007	ʃ	ɛŋ	213	甥	ʃɛŋ213	外甥
3008	ʃ	ɛŋ	35	省	ʃɛŋ35	省长
3009	ʃ	ɛŋ	35	省	ʃɛŋ35	节省
3010	k	ɐŋ	33	更	kɐŋ33	更加
3011	k	ɛŋ	213	庚	kɛŋ213	庚子，庚款
3012	k	ɛŋ	213	羹	kɛŋ213	调羹
3013	kʰ	ɐŋ	35	哽	kʰɐŋ35	骨哽在喉
3014	k	ɛŋ	213	埂	kɛŋ213	田埂
3015	k	uɛŋ	35	梗	kuɛŋ35	菜梗
3016	k	ɛŋ	213	更	kɛŋ213	三更；更换
3017	k	ɛk	033	格	kɛk3	格子
3018	h	ɛŋ	213	坑	hɛŋ213	坑害
3019	h	ɛk	033	客	hɛk3	客人
3020	ŋ	ɛŋ	21	硬	ŋɛŋ21	软硬
3021	ŋ	ɛk	022	額	ŋɛk2	名额
3022	h	ɐŋ	213	亨	hɐŋ213	大亨
3023	h	ɛk	033	赫	hɛk3	显赫
3024	h	ɛk	033	嚇	hɛk3	吓一跳
3025	h	ɛŋ	21	行	hɛŋ21	行走；行为
3026	h	ɐŋ	21	衡	hɐŋ21	平衡
3027	h	ɐŋ	22	杏	hɐŋ22	杏仁
3028	h	ɛŋ	21	行	hɛŋ21	品行
3029	p	iə̯ŋ	213	浜	piə̯ŋ213	沙家浜
3030	p	ɐŋ	213	繃	pɐŋ213	绷带
3031	pʰ	iə̯ŋ	33	迸	pʰiə̯ŋ33	迸裂
3032	p	ɐi	33	擘	pɐi33	用手擘开
3034	pʰ	ɛŋ	21	棚	pʰɛŋ21	瓜棚
3035	p	œŋ	35	蚌	pœŋ35	蚌壳
3036	m	ɐŋ	21	萌	mɐŋ21	萌芽
3037	m	ɛŋ	21	氓	mɛŋ21	流氓
3038	m	ɛk	022	麥	mɛk2	大麦
3039	m	ɐk	022	脈	mɐk2	把脉
3040	tʃ	ɛk	033	摘	tʃɛk3	文摘；摘花
3041	tʃʰ	ɛŋ	35	橙	tʃʰɛŋ35	橙子，脐橙
3042	tʃ	ɛŋ	213	争	tʃɛŋ213	争吵，战争
3043	tʃ	ɐŋ	213	筝	tʃɐŋ213	风筝
3044	tʃ	ɐŋ	213	睁	tʃɐŋ213	睁眼
3045	tʃ	ɛŋ	213	踭	tʃɛŋ213	脚后跟
3046	tʃ	ɛk	033	責	tʃɛk3	责任
3047	tʃʰ	ɛk	033	策	tʃʰɛk3	策略
3048	tʃʰ	ɛk	033	册	tʃʰɛk3	书册
3049	k	ɛŋ	213	耕	kɛŋ213	耕田
3050	k	ɐn	35	耿	kɐn35	耿耿于怀
3051	k	ɛk	033	革	kɛk3	革命；皮革
3052	k	ɛk	033	隔	kɛk3	隔开，隔壁
3053	k	iə̯ŋ	33	莖	kiə̯ŋ33	花茎
3054	h	ɐŋ	22	幸	hɐŋ22	幸福
3055	h	ɐt	022	核	hɐt2	果核
3056	h	ɐt	022	核	hɐt2	核对
3057		iə̯ŋ	213	鶯	iə̯ŋ213	黄莺
3058		iə̯ŋ	213	鸚	iə̯ŋ213	鹦鹉
3059		iə̯ŋ	213	櫻	iə̯ŋ213	樱桃
3060	ŋ	ɐk	055	扼	ŋɐk5	扼杀
3061		ɛk	033	軛	ɛk3	牛轭（牛耕田时套的工具）
3062	p	iə̯ŋ	213	兵	piə̯ŋ213	当兵
3063	p	iə̯ŋ	35	丙	piə̯ŋ35	甲乙丙丁
3064	p	iə̯ŋ	35	秉	piə̯ŋ35	秉公办事
3065	p	iə̯ŋ	33	柄	piə̯ŋ33	把柄
3066	p	ek	055	碧	pek5	碧玉
3067	pʰ	iə̯ŋ	21	平	pʰiə̯ŋ21	平时
3068	pʰ	iə̯ŋ	21	坪	pʰiə̯ŋ21	草坪
3069	pʰ	iə̯ŋ	21	評	pʰiə̯ŋ21	批评
3070	p	iə̯ŋ	22	病	piə̯ŋ22	生病
3071	m	iə̯ŋ	21	鳴	miə̯ŋ21	鸣叫
3072	m	iə̯ŋ	21	明	miə̯ŋ21	明年
3073	m	ɐŋ	21	盟	mɐŋ21	同盟
3074	m	ɐn	33	皿	mɐn33	器皿
3075	m	iə̯ŋ	22	命	miə̯ŋ22	命令；一条命
3076	k	iə̯ŋ	213	京	kiə̯ŋ213	北京
3077	k	iə̯ŋ	213	荆	kiə̯ŋ213	荆州
3078	k	iə̯ŋ	213	驚	kiə̯ŋ213	吃惊，好惊
3079	k	iə̯ŋ	35	境	kiə̯ŋ35	境界
3080	k	iə̯ŋ	35	景	kiə̯ŋ35	景色
3081	k	iə̯ŋ	35	警	kiə̯ŋ35	警察
3082	k	iə̯ŋ	33	敬	kiə̯ŋ33	敬爱
3083	k	iə̯ŋ	35	竟	kiə̯ŋ35	竟然
3084	k	iə̯ŋ	33	鏡	kiə̯ŋ33	镜子，圆镜
3085	k	ek	055	戟	kek5	方天画戟
3086	h	iə̯ŋ	213	卿	hiə̯ŋ213	人名用字；爱卿
3087	h	iə̯ŋ	33	慶	hiə̯ŋ33	庆祝
3088	k	iə̯ŋ	33	擎	kiə̯ŋ33	举起
3089	kʰ	iə̯ŋ	21	鯨	kʰiə̯ŋ21	鲸鱼
3090	k	iə̯ŋ	33	競	kiə̯ŋ33	竞争
3091	kʰ	iə̯k	022	劇	kʰiə̯k2	剧烈
3092	kʰ	iə̯k	022	劇	kʰiə̯k2	戏剧
3093	kʰ	iə̯k	022	屐	kʰiə̯k2	木屐
3094		iə̯ŋ	21	迎	iə̯ŋ21	欢迎
3095		iek	022	逆	iek2	逆风
3096		iə̯ŋ	213	英	iə̯ŋ213	英雄
3097		iə̯ŋ	35	影	iə̯ŋ35	电影
3098		iə̯ŋ	35	映	iə̯ŋ35	反映
3099	p	iə̯ŋ	35	餅	piə̯ŋ35	饼干
3100	pʰ	iə̯ŋ	33	併	pʰiə̯ŋ33	合并
3101	p	ek	055	璧	pek5	玉璧
3102	pʰ	iə̯ŋ	33	聘	pʰiə̯ŋ33	聘请
3103	pʰ	ek	055	僻	pʰek5	偏僻
3104	pʰ	ek	055	癖	pʰek5	癖好，怪癖
3105	pʰ	ek	055	辟	pʰek5	开辟
3106	m	iə̯ŋ	21	名	miə̯ŋ21	名字
3107	l	iə̯ŋ	33	領	liə̯ŋ33	领钱；衣领
3108	l	iə̯ŋ	33	嶺	liə̯ŋ33	山岭，岭南
3109	l	iə̯ŋ	22	令	liə̯ŋ22	令人
3110	tʃ	iə̯ŋ	213	精	tʃiə̯ŋ213	精神
3111	tʃ	iə̯ŋ	213	晶	tʃiə̯ŋ213	水晶
3112	tʃ	iə̯ŋ	213	睛	tʃiə̯ŋ213	眼睛
3113	tʃ	iə̯ŋ	35	井	tʃiə̯ŋ35	一口井；井井有条
3114	tʃ	ek	055	積	tʃek5	积极
3115	tʃ	ek	055	跡	tʃek5	笔迹
3116	tʃ	iə̯k	033	脊	tʃiə̯k3	背脊
3117	tʃʰ	iə̯ŋ	213	清	tʃʰiə̯ŋ213	清洁，水很清
3118	tʃʰ	iə̯ŋ	35	請	tʃʰiə̯ŋ35	请人，邀请
3119	tʃʰ	iə̯ŋ	21	情	tʃʰiə̯ŋ21	情节
3120	tʃʰ	iə̯ŋ	21	晴	tʃʰiə̯ŋ21	天晴
3121	tʃ	iə̯ŋ	22	静	tʃiə̯ŋ22	安静
3122	tʃ	iə̯ŋ	22	净	tʃiə̯ŋ22	净重；干净
3123	tʃ	ek	022	籍	tʃek2	籍贯
3124	tʃ	ek	022	藉	tʃek2	狼藉
3125	ʃ	iə̯ŋ	35	省	ʃiə̯ŋ35	反省
3126	ʃ	iə̯ŋ	33	性	ʃiə̯ŋ33	性别
3127	ʃ	iə̯ŋ	33	姓	ʃiə̯ŋ33	姓名
3128	ʃ	ek	055	惜	ʃek5	可惜
3129	ʃ	ek	055	昔	ʃek5	今昔
3130	tʃ	iə̯k	022	席	tʃiə̯k2	酒席；主席
3131	tʃ	iə̯k	022	蓆	tʃiə̯k2	草席
3132	tʃ	ek	022	夕	tʃek2	夕阳
3133	tʃ	iə̯ŋ	213	貞	tʃiə̯ŋ213	贞节
3134	tʃ	iə̯ŋ	213	偵	tʃiə̯ŋ213	侦察
3135	tʃʰ	iə̯ŋ	21	逞	tʃʰiə̯ŋ21	得逞
3136	tʃʰ	iə̯ŋ	21	呈	tʃʰiə̯ŋ21	呈现
3137	tʃʰ	iə̯ŋ	21	程	tʃʰiə̯ŋ21	程度；姓
3138	tʃ	ɛŋ	22	鄭	tʃɛŋ22	姓；郑重
3139	tʃ	ɛŋ	22	擲	tʃɛŋ22	掷骰子
3140	tʃ	ɐŋ	213	正	tʃɐŋ213	正月
3141	tʃ	ɐŋ	213	征	tʃɐŋ213	长征；征兵
3142	tʃ	ɐŋ	35	整	tʃɐŋ35	整体
3143	tʃ	iə̯ŋ	33	正	tʃiə̯ŋ33	正直，方正
3144	tʃ	iə̯ŋ	33	政	tʃiə̯ŋ33	政治
3145	tʃ	iə̯k	033	隻	tʃiə̯k3	一只
3146	tʃ	iə̯k	033	炙	tʃiə̯k3	炙手可热
3147	tʃʰ	iə̯k	033	赤	tʃʰiə̯k3	赤脚
3148	tʃʰ	ek	055	斥	tʃʰek5	排斥
3149	tʃʰ	iə̯k	033	尺	tʃʰiə̯k3	尺寸，一把尺
3150	ʃ	ei	22	射	ʃei22	射箭
3151	ʃ	iə̯ŋ	213	聲	ʃiə̯ŋ213	声音
3152	ʃ	iə̯ŋ	33	聖	ʃiə̯ŋ33	神圣
3153	ʃ	ek	055	適	ʃek5	合适
3154	ʃ	ek	055	釋	ʃek5	解释
3155	ʃ	iə̯ŋ	21	成	ʃiə̯ŋ21	完成
3156	ʃ	iə̯ŋ	21	城	ʃiə̯ŋ21	县城
3157	ʃ	iə̯ŋ	21	誠	ʃiə̯ŋ21	诚心
3158	ʃ	ɐŋ	22	盛	ʃɐŋ22	兴盛；姓
3159	ʃ	iə̯k	022	石	ʃiə̯k2	石头
3160	k	iə̯ŋ	35	頸	kiə̯ŋ35	头颈
3161	k	iə̯ŋ	33	勁	kiə̯ŋ33	有劲
3162	h	iə̯ŋ	213	輕	hiə̯ŋ213	轻重
3163		iə̯ŋ	213	嬰	iə̯ŋ213	婴儿
3164		iə̯ŋ	213	纓	iə̯ŋ213	红缨枪
3165		iek	055	益	iek5	利益
3166		ieŋ	21	盈	ieŋ21	盈利
3167		iə̯ŋ	21	贏	iə̯ŋ21	输赢
3168		iek	022	亦	iek2	亦可
3169		iek	022	譯	iek2	翻译
3170		iek	022	易	iek2	交易
3171		iek	022	液	iek2	液体
3172		iek	022	腋	iek2	腋下
3173	p	iə̯k	033	壁	piə̯k3	墙壁
3174	pʰ	iə̯ŋ	33	拼	pʰiə̯ŋ33	拼音，拼图
3175	pʰ	iə̯k	033	劈	pʰiə̯k3	雷劈，刀劈
3176	pʰ	iə̯ŋ	21	瓶	pʰiə̯ŋ21	瓶子
3177	pʰ	iə̯ŋ	21	屏	pʰiə̯ŋ21	屏风
3178	pʰ	iə̯ŋ	21	萍	pʰiə̯ŋ21	萍水相逢；萍乡
3179	p	iə̯ŋ	33	並	piə̯ŋ33	并且
3180	m	iə̯ŋ	21	銘	miə̯ŋ21	铭刻
3181	m	iə̯ŋ	21	冥	miə̯ŋ21	冥王，冥钞
3182	m	ek	022	覓	mek2	寻觅
3183	t	iə̯ŋ	213	丁	tiə̯ŋ213	甲乙丙丁；姓
3184	t	iə̯ŋ	213	釘	tiə̯ŋ213	钉书（动）
3185	t	iə̯ŋ	213	疔	tiə̯ŋ213	疔疮
3186	t	iə̯ŋ	213	叮	tiə̯ŋ213	蚊子咬
3187	t	iə̯ŋ	35	頂	tiə̯ŋ35	顶好；山顶
3188	t	iə̯ŋ	35	鼎	tiə̯ŋ35	鼎盛
3189	t	iə̯ŋ	213	釘	tiə̯ŋ213	铁钉（名）
3190	t	iə̯ŋ	22	訂	tiə̯ŋ22	订合同，预订
3191	t	ek	055	的	tek5	目的
3192	t	iə̯k	033	滴	tiə̯k3	滴水
3193	t	iə̯k	033	嫡	tiə̯k3	嫡系，嫡亲
3194	tʰ	iə̯ŋ	33	聽	tʰiə̯ŋ33	听见，听话
3195	tʰ	iə̯ŋ	213	廳	tʰiə̯ŋ213	客厅
3196	t	iə̯ŋ	213	汀	tiə̯ŋ213	汀州
3197	tʰ	iə̯ŋ	33	聽	tʰiə̯ŋ33	听任
3198	tʰ	iə̯k	033	踢	tʰiə̯k3	踢球
3199	tʰ	ek	055	剔	tʰek5	挑剔
3200	tʰ	iə̯ŋ	21	亭	tʰiə̯ŋ21	凉亭
3201	tʰ	iə̯ŋ	21	停	tʰiə̯ŋ21	停下
3202	tʰ	iə̯ŋ	21	廷	tʰiə̯ŋ21	朝廷
3203	tʰ	iə̯ŋ	21	庭	tʰiə̯ŋ21	家庭
3204	tʰ	iə̯ŋ	21	蜓	tʰiə̯ŋ21	蜻蜓
3205	tʰ	iə̯ŋ	35	艇	tʰiə̯ŋ35	潜艇
3206	tʰ	iə̯ŋ	35	挺	tʰiə̯ŋ35	挺胸
3207	t	iə̯ŋ	22	錠	tiə̯ŋ22	银锭
3208	t	iə̯ŋ	22	定	tiə̯ŋ22	坚定
3209	t	iə̯k	022	笛	tiə̯k2	笛子
3210	t	ek	022	敵	tek2	敌人
3211	t	ek	022	狄	tek2	姓
3212	t	iə̯k	022	糴	tiə̯k2	籴米（买米）
3213	l	iə̯ŋ	21	寧	liə̯ŋ21	安宁
3214	l	iə̯ŋ	21	寧	liə̯ŋ21	宁可
3215	l	ek	022	溺	lek2	溺死
3216	l	iə̯ŋ	21	靈	liə̯ŋ21	灵活
3217	l	iə̯ŋ	21	零	liə̯ŋ21	零碎；零分；十零个
3218	l	iə̯ŋ	21	鈴	liə̯ŋ21	风铃
3219	l	eŋ	21	伶	leŋ21	伶俐；伶仃
3221	l	iə̯ŋ	33	翎	liə̯ŋ33	翎毛
3222	l	iə̯ŋ	33	另	liə̯ŋ33	另外
3223	l	ek	022	歷	lek2	经历，历史
3224	l	iə̯k	022	曆	liə̯k2	日历，历书
3225	l	ek	055	礫	lek5	瓦砾
3226	tʃ	ek	055	績	tʃek5	成绩
3227	tʃʰ	iə̯ŋ	213	青	tʃʰiə̯ŋ213	青年；青色
3228	tʃʰ	iə̯ŋ	213	蜻	tʃʰiə̯ŋ213	蜻蜓
3229	tʃʰ	iə̯k	033	戚	tʃʰiə̯k3	亲戚
3230	tʃ	ek	022	寂	tʃek2	寂寞
3231	ʃ	iə̯ŋ	213	星	ʃiə̯ŋ213	星星
3232	ʃ	iə̯ŋ	213	腥	ʃiə̯ŋ213	腥臭
3233	ʃ	iə̯ŋ	35	醒	ʃiə̯ŋ35	醒来，清醒
3234	ʃ	iə̯ŋ	33	錫	ʃiə̯ŋ33	无锡；锡纸
3235	ʃ	ek	055	析	ʃek5	分析
3236	k	iə̯ŋ	213	經	kiə̯ŋ213	经济
3237	k	iə̯ŋ	33	徑	kiə̯ŋ33	半径
3238	k	iə̯ŋ	213	經	kiə̯ŋ213	经纬
3239	k	ek	055	擊	kek5	击败
3240	k	ek	055	激	kek5	激动
3241	h	iə̯k	033	喫	hiə̯k3	吃东西；吃亏
3242	h	iə̯ŋ	213	馨	hiə̯ŋ213	温馨
3243		iə̯ŋ	21	形	iə̯ŋ21	形状
3244		iə̯ŋ	21	型	iə̯ŋ21	型号
3245		iə̯ŋ	21	刑	iə̯ŋ21	刑法
3246	kʰ	œŋ	33	礦	kʰœŋ33	煤矿
3247		uɛŋ	21	横	uɛŋ21	横直
3248		uɛŋ	21	横	uɛŋ21	蛮横
3249	k	uɐŋ	213	轟	kuɐŋ213	轰炸
3250		uɐŋ	21	宏	uɐŋ21	宏大
3251		uœk	022	獲	uœk2	获得
3252		uɛk	022	劃	uɛk2	计划
3253	h	iə̯ŋ	213	兄	hiə̯ŋ213	兄弟
3254		uiə̯ŋ	21	榮	uiə̯ŋ21	光荣
3255		uiə̯ŋ	13	永	uiə̯ŋ13	*借調，永远
3256		uiə̯ŋ	33	泳	uiə̯ŋ33	游泳
3257		uiə̯ŋ	33	咏	uiə̯ŋ33	歌咏
3258	kʰ	iə̯ŋ	213	傾	kʰiə̯ŋ213	倾向
3259	kʰ	iə̯ŋ	213	頃	kʰiə̯ŋ213	顷刻
3260	kʰ	iə̯ŋ	21	瓊	kʰiə̯ŋ21	琼楼
3261		iə̯ŋ	21	營	iə̯ŋ21	营养
3262		ueŋ	21	穎	ueŋ21	新颖
3263		iek	022	疫	iek2	疫苗
3264		iek	022	役	iek2	战役
3265		iə̯ŋ	21	螢	iə̯ŋ21	萤火虫
3266	p	ok	055	卜	pok5	占卜
3267	pʰ	œk	033	撲	pʰœk3	扑灭
3268	pʰ	ok	055	仆	pʰok5	仆倒
3269	pʰ	oŋ	21	篷	pʰoŋ21	帐篷
3270	pʰ	oŋ	21	蓬	pʰoŋ21	蓬勃；蓬蒿；蓬莱
3271	p	ok	022	僕	pok2	仆人，奴仆
3272	p	au	22	曝	pau22	曝光
3273	p	au	22	瀑	pau22	瀑布
3274	m	oŋ	21	蒙	moŋ21	蒙古
3275	m	oŋ	35	懵	moŋ35	懵懂
3276	m	ok	022	木	mok2	木头
3277	t	oŋ	213	東	toŋ213	东方
3278	t	oŋ	35	董	toŋ35	姓
3279	t	oŋ	35	懂	toŋ35	懂了；懵懂
3280	t	oŋ	33	凍	toŋ33	冻死
3281	t	oŋ	22	棟	toŋ22	栋梁
3282	tʰ	oŋ	213	通	tʰoŋ213	通过
3283	tʰ	oŋ	35	桶	tʰoŋ35	木桶
3284	tʰ	oŋ	35	捅	tʰoŋ35	捅破了
3285	tʰ	oŋ	33	痛	tʰoŋ33	痛苦
3286	tʰ	ɐt	055	秃	tʰɐt5	秃顶
3287	tʰ	oŋ	21	同	tʰoŋ21	同学
3288	tʰ	oŋ	21	銅	tʰoŋ21	铜器
3289	tʰ	oŋ	21	桐	tʰoŋ21	梧桐
3290	tʰ	oŋ	21	筒	tʰoŋ21	电筒
3291	tʰ	oŋ	21	童	tʰoŋ21	儿童
3292	tʰ	oŋ	21	瞳	tʰoŋ21	瞳孔
3293	t	oŋ	22	動	toŋ22	动作
3294	t	oŋ	22	洞	toŋ22	山洞
3295	t	ok	022	獨	tok2	独立
3296	t	ok	022	讀	tok2	读书
3297	l	oŋ	21	籠	loŋ21	牢笼
3298	l	oŋ	21	聾	loŋ21	耳聋
3299	l	oŋ	21	嚨	loŋ21	喉咙
3300	l	oŋ	35	攏	loŋ35	靠拢
3301	l	oŋ	22	弄	loŋ22	弄错
3302	l	ok	022	鹿	lok2	鹿茸
3303	l	ok	022	禄	lok2	福禄寿
3304	tʃ	oŋ	213	棕	tʃoŋ213	棕色
3305	tʃ	oŋ	213	鬃	tʃoŋ213	马鬃
3306	tʃ	oŋ	35	總	tʃoŋ35	总计
3307	tʃ	oŋ	33	粽	tʃoŋ33	粽子
3308	tʃʰ	oŋ	213	聰	tʃʰoŋ213	聪明
3309	tʃʰ	oŋ	213	匆	tʃʰoŋ213	匆忙
3310	tʃʰ	oŋ	213	葱	tʃʰoŋ213	香葱
3311	tʰ	oŋ	213	囱	tʰoŋ213	烟囱
3312	tʃʰ	oŋ	21	叢	tʃʰoŋ21	树丛
3313	tʃ	ok	022	族	tʃok2	民族
3314	ʃ	oŋ	33	送	ʃoŋ33	送客
3315	tʃʰ	ok	055	速	tʃʰok5	速度
3316	k	oŋ	213	公	koŋ213	公文
3317	k	oŋ	213	蚣	koŋ213	蜈蚣
3318	k	oŋ	213	工	koŋ213	工人
3319	k	oŋ	213	功	koŋ213	功课
3320	k	oŋ	213	攻	koŋ213	攻击
3321	k	oŋ	33	貢	koŋ33	贡献
3322	k	ok	055	穀	kok5	稻谷
3323	k	ok	055	谷	kok5	山谷
