[tsɿ{54}]梓
[su{24}]塑诉
[su{33}]叔淑酥扫
[ku{51}]高篙孤膏羔糕姑鸪
[ku{24}]固顾锢
[ku{33}]古估牯告雇股鼓辜
[ku{42}]故
[kʰu{51}]箍枯
[kʰu{31}]酷
[kʰu{54}]考拷苦
[kʰu{33}]库靠
[ŋu{31}]梧熬
[hu{51}]蒿
[hu{31}]毫豪侯
[hu{54}]好{～坏}
[hu{33}]耗好{爱～}
[hu{42}]号
[ju{31}]褥
[u{31}]吴蜈芋
[u{54}]武午伍侮鹉
[u{24}]务坞戊悟
[u{33}]巫诬污吾
[u{42}]误
[ly{31}]率{效～}
[ly{54}]旅稆履吕缕
[ly{24}]虑
[tsy{51}]珠硃朱{～红色}
[tsy{31}]徐蜍厨橱储橘除{清～}
[tsy{54}]主煮
[tsy{24}]著拄苎驻柱蛀铸
[tsy{33}]注註具诸
[tsy{42}]树惧聚薯
[tsʰy{31}]瞿
[tsʰy{54}]娶取
[tsʰy{24}]趣处{到～}
[tsʰy{33}]趋
[sy{51}]书舒输
[sy{31}]殊术述蟀旭恤蓄
[sy{54}]水暑署鼠许
[sy{24}]绪恕庶婿絮
[sy{33}]虚嘘需戍枢
[sy{42}]竖序叙
[ky{31}]局菊鞠
[ky{54}]举
[ky{24}]巨拒俱据距
[ky{33}]剧
[kʰy{31}]曲
[ŋy{31}]鱼渔
[y{51}]迂淤
[y{31}]余於馀如儒盂娱欲郁于
[y{54}]语汝乳擩与宇羽禹
[y{24}]疫役愉逾榆虞雨狱浴预域寓裕愈誉豫御
[y{33}]玉
[y{42}]遇喻
[pa{31}]杷爬耙琶
[pa{54}]爸把
[pa{24}]北霸白
[pa{33}]百柏怕巴芭疤笆
[pa{42}]罢
[ma{31}]麻痲
[ma{24}]马码袜
[ma{33}]骂妈
[fa{51}]花
[fa{31}]华伐阀猾
[fa{33}]化
[ta{51}]他
[tʰa{31}]塔獭榻踏
[na{31}]纳
[na{54}]乸
[na{42}]那
[la{51}]拉
[la{54}]哪了{语气词}
[tsa{51}]楂渣
[tsa{31}]茶察查厏擦{又}
[tsa{24}]昨
[tsa{33}]榨诈炸
[tsʰa{51}]杈汊岔差{～别}
[tsʰa{24}]茬
[sa{51}]沙杉纱
[sa{31}]洒卅霎疝
[sa{54}]耍
[ka{51}]加家痂傢嘉
[ka{54}]假卡贾
[ka{33}]价驾架嫁暇
[ka{42}]稼
[ŋa{51}]桠
[ŋa{31}]牙芽厊
[ŋa{54}]哑
[ŋa{33}]瓦
[ŋa{42}]砑
[ha{51}]霞遐虾
[ha{31}]蝦{蛤蟆}
[ha{54}]夏厦下
[ha{33}]哈
[a{51}]鸦
[a{54}]丫阿{～哥}
[a{33}]阿{～胶}
[kia{33}]佳
[kʰia{31}]恰洽
[ŋia{24}]惹
[ia{31}]衙
[ia{24}]野雅
[ia{42}]夜
[tsua{51}]抓
[kua{51}]瓜
[kua{54}]寡
[kua{24}]卦
[kʰua{54}]垮
[kʰua{33}]夸胯跨
[ŋua{24}]瓦
[ua{33}]蛙洼
[ua{42}]话
[po{31}]菩玻婆薄{～荷}
[po{24}]播
[po{33}]波菠
[po{42}]簸
[pʰo{51}]坡
[pʰo{33}]破颇
[mo{31}]漠末沫陌寞膜模{～范}磨{～刀}
[mo{33}]摸摩魔
[mo{42}]磨{石～}
[fo{31}]佛活
[fo{54}]伙
[fo{33}]货或
[vo{31}]禾狐
[vo{24}]祸
[to{51}]多
[to{31}]砣驮
[to{54}]躲
[to{24}]舵惰踱垜堕
[tʰo{51}]拖
[tʰo{31}]驼託紽
[tʰo{54}]椭妥
[tʰo{42}]唾
[no{51}]搓捼
[no{31}]诺挪
[no{24}]懦
[no{42}]妇糯
[lo{51}]裸
[lo{31}]罗脶锣螺萝箩骡洛络骆
[lo{33}]摞啰
[tso{31}]琢灼浊酌
[tso{24}]坐座
[tso{33}]左佐
[tsʰo{51}]初
[tsʰo{24}]措挫
[so{51}]梳疏蔬梭蓑
[so{31}]朔硕
[so{54}]琐锁所
[so{33}]唆
[ko{51}]哥歌
[ko{31}]阁
[ko{54}]果餜裹
[ko{24}]个
[ko{33}]过戈搁
[kʰo{54}]可搉
[kʰo{33}]课坷苛科蝌
[ŋo{31}]饿讹俄鹅蛾鄂腭
[ŋo{24}]卧我
[ho{31}]何鹤和{～气}荷{～花}穫{收获}
[ho{54}]火
[ho{24}]藿豁惑霍
[ho{33}]荷{薄～}
[ho{42}]贺
[o{33}]莴窝蜗倭涡沃
[pio{31}]瓢鹁
[mio{24}]蟆
[nio{31}]谑
[sio{33}]修
[kio{31}]瘸
[kʰio{31}]觉{感～}
[io{31}]跃若
[tsɤ{31}]泽
[kɤ{31}]革
[kʰɤ{54}]揢
[ɤ{31}]儿而
[pe{31}]鳖{又}
[me{54}]□{肉}
[me{33}]孭
[ve{51}]挖
[te{51}]爹
[te{31}]谍
[ne{31}]业聂镊蹑□{乳}
[ne{33}]呢
[le{31}]猎列劣烈裂
[tse{31}]浙捷
[tse{54}]者姐
[tse{33}]蔗鹧
[tsʰe{51}]车{～辆}
[tsʰe{31}]厕
[tsʰe{54}]扯且
[se{51}]佘些畲{旱地}
[se{31}]蛇说邪胁斜谐携泄屑
[se{54}]写捨
[se{24}]社
[se{33}]泻卸舍奢嗜细蝎
[se{42}]谢射麝赊
[ke{31}]杰洁竭茄妾
[je{51}]椰噎
[je{31}]爷
[je{54}]也
[e{54}]饵
[tsye{31}]爵镢
[sye{51}]靴
[ye{51}]乐{音～}
[ye{31}]越岳阅粤
[ye{33}]约嶽
[tœ{33}]吐
[kœ{33}]□{蟾蜍～：癞蛤蟆}
[tɔi{51}]猪朱{姓}
[tɔi{31}]箸
[tsʰɔi{51}]蛆
[kɔi{51}]矩居拘驹车{～马炮}
[kɔi{24}]柜癸鳜刽佢
[kɔi{33}]锯句鎅
[kʰɔi{51}]区
[kʰɔi{54}]妓
[hɔi{51}]墟
[ɔi{51}]医
[pai{31}]牌排簰
[pai{54}]摆
[pai{24}]迈
[pai{33}]拜派
[pai{42}]败稗
[mai{24}]买米
[fai{31}]怀淮槐
[fai{33}]快
[vai{51}]歪
[tai{31}]题啼蹄
[tai{54}]底抵牴
[tai{24}]代逮怠弟
[tai{33}]带待贷戴帝呆
[tai{42}]第大{～夫}
[tʰai{51}]梯
[tʰai{54}]体
[tʰai{24}]态泰剃替嚏
[tʰai{33}]隶太
[nai{31}]泥尼
[nai{54}]乃
[nai{24}]耐捺奈
[nai{33}]奶
[lai{31}]犁黎
[lai{24}]李攋赖蜊鲤例
[lai{42}]癞
[tsai{51}]斋
[tsai{31}]柴齐
[tsai{54}]崽宰载{年～}
[tsai{33}]祭灾
[tsai{42}]寨载{满～}
[tsʰai{51}]猜钗差{出～}
[tsʰai{31}]豺
[tsʰai{54}]采睬揣
[tsʰai{33}]砌
[sai{51}]西溪腮鳃
[sai{31}]犀
[sai{54}]洗使
[sai{24}]帅
[sai{33}]世赛筛晒
[kai{51}]街鸡基肌阶
[kai{54}]解楷
[kai{24}]届界尬丐溉介戒芥疥械
[kai{33}]髻
[kʰai{51}]揩
[kʰai{54}]凯
[kʰai{33}]块概
[ŋai{51}]爱哀挨
[ŋai{31}]涯埃硙捱{挨打}
[ŋai{54}]蔼
[ŋai{24}]隘蚁
[ŋai{42}]艾
[hai{51}]奚
[hai{31}]鞋孩
[hai{24}]亥骇碍懈
[ai{54}]矮
[kuai{51}]乖
[kuai{54}]拐
[kuai{33}]怪
[uai{42}]坏
[pəi{51}]杯陂{坡,坝}
[pəi{31}]皮疲脾匹蓖纰
[pəi{54}]比彼
[pəi{33}]备卑悲滗
[pəi{42}]鼻闭敝箅蔽篦泪
[pʰəi{51}]批披
[pʰəi{31}]裴
[pʰəi{24}]沛辔
[pʰəi{33}]屁
[məi{31}]眉
[məi{54}]尾每美
[məi{24}]寐
[məi{33}]谜迷泌没{～有}
[məi{42}]味
[fəi{51}]飞非灰
[fəi{31}]肥
[fəi{54}]匪翡毁
[fəi{24}]汇痱穗
[fəi{33}]费妃废肺
[fəi{42}]□{发情}
[vəi{31}]为{作～}
[vəi{42}]位为{～了}
[təi{51}]知
[təi{42}]地
[nəi{24}]尔你
[ləi{31}]离厘梨狸栗
[ləi{54}]屡儡
[ləi{24}]里裏礼理
[ləi{42}]利厉吏励荔痢
[tsəi{31}]脐
[tsəi{54}]挤
[tsəi{42}]字坠缀雌
[səi{51}]司思师识丝私蛳厮撕
[səi{54}]死
[səi{24}]锐肆隧
[səi{33}]瑞四虽
[kəi{51}]饥
[kəi{54}]几
[kəi{24}]徛{站立}
[kəi{33}]机季契计记继寄
[kʰəi{51}]欺
[həi{54}]喜起
[həi{33}]餵
[əi{54}]椅以
[əi{33}]意
[pui{51}]碑胚坯
[pui{54}]蟹
[pui{24}]贝
[pui{33}]倍辈
[pui{42}]吠
[pʰui{31}]陪培赔
[pʰui{24}]佩
[pʰui{33}]配
[mui{31}]媒媒莓枚玫梅脢楣煤霉弥
[mui{33}]妹
[fui{51}]挥恢
[fui{31}]茴
[fui{54}]悔晦
[fui{24}]慧讳绘贿彗惠
[fui{33}]辉徽
[vui{42}]会{开～}
[tui{51}]堆
[tui{31}]锤苔臺槌
[tui{33}]队对兑碓
[tui{42}]袋
[tʰui{51}]推胎颓
[tʰui{54}]腿
[tʰui{33}]退蜕褪{退色}
[nui{24}]女
[nui{42}]内
[lui{31}]雷擂来律瘰
[lui{54}]累{积～}
[lui{42}]类滤傫{劳累}
[tsui{51}]追锥
[tsui{31}]才材财裁
[tsui{54}]嘴
[tsui{24}]赘
[tsui{33}]醉再最
[tsui{42}]罪
[tsʰui{51}]吹炊崔催
[tsʰui{54}]彩
[tsʰui{33}]菜脆翠蔡
[sui{51}]衰
[sui{31}]随遂
[sui{24}]秽率{～领}
[sui{33}]岁碎垂淬粹税嗉
[kui{51}]该皆
[kui{54}]改规诡轨鬼
[kui{33}]贵桂归圭龟闺
[kui{42}]跪
[kʰui{51}]亏盔
[kʰui{31}]葵奎逵
[kʰui{54}]傀
[kʰui{24}]愧
[kʰui{33}]窥魁慨麾
[kʰui{42}]溃
[ŋui{31}]危
[ŋui{42}]外
[hui{51}]开
[hui{54}]海
[hui{24}]会{～计}
[hui{33}]去
[hui{42}]害
[ui{51}]威煨
[ui{31}]围维回微违桅唯惟
[ui{54}]伟纬苇委萎
[ui{24}]卫未畏胃谓猬慰魏伪
[pau{54}]堡
[pau{24}]雹抱鲍暴
[mau{54}]卯
[mau{24}]冒
[tau{51}]兜蔸
[tau{31}]头
[tau{54}]导祷抖斗{北～星}
[tau{33}]叨窦鬥{争斗,遇}
[tau{42}]豆痘逗
[tʰau{51}]偷
[tʰau{31}]陶淘萄逃
[tʰau{33}]涛滔
[tʰau{42}]盗
[lau{51}]捞
[lau{31}]唠
[lau{54}]搂{～抱}
[lau{42}]漏露
[tsau{54}]枣走
[tsau{24}]皂躁
[tsau{33}]救昭咒昼造
[tsau{42}]袖
[tsʰau{51}]抽搊
[tsʰau{31}]酬筹
[tsʰau{33}]臭凑
[sau{51}]臊
[sau{24}]韶
[sau{33}]瘦嗽
[sau{42}]寿兽受
[kau{51}]勾沟钩鸠阄
[kau{54}]狗搞稿
[kau{33}]够
[kau{42}]旧
[kʰau{51}]抠□{掏}
[kʰau{42}]扣寇
[ŋau{51}]欧瓯鸥
[ŋau{31}]牛
[ŋau{24}]藕
[hau{31}]姣{淫乱}
[hau{54}]后後
[hau{24}]浩厚郝
[hau{42}]候校{学～}
[au{54}]呕
[au{33}]沤
[au{42}]怄
[tiau{33}]雕貂
[tʰiau{42}]粜
[liau{31}]辽
[tsiau{24}]醮
[tsʰiau{33}]俏稍
[siau{24}]较酵
[kiau{24}]教{～育}
[kiau{33}]娇骄
[iau{31}]饶尧肴
[iau{54}]扰
[iau{24}]耀淆
[iau{33}]锈
[pɛu{51}]包苞胞
[pɛu{31}]刨
[pɛu{54}]饱
[tɛu{51}]刁
[tʰɛu{51}]挑{～食}
[tsɛu{33}]照罩
[sɛu{24}]秀
[kɛu{51}]交郊浇胶纠{～纷}
[kɛu{31}]桥乔侨荞
[kɛu{54}]剿狡绞饺铰缴姣{貌美}
[kɛu{24}]究
[kɛu{33}]窖窍教{～书}觉{睡～}
[kɛu{42}]轿
[kʰɛu{51}]敲
[kʰɛu{54}]巧□{男根}
[kʰɛu{33}]翘
[kʰɛu{42}]叩
[ŋɛu{54}]挠
[ŋɛu{24}]咬
[hɛu{51}]嚣
[hɛu{33}]孝效校{～对}
[ɛu{54}]拗{折断}
[ɛu{33}]坳傲要{重～}拗{不听话}
[pʰɐu{54}]剖
[mɐu{31}]谋
[mɐu{24}]贸某亩
[mɐu{33}]踎
[mɐu{42}]茂
[fɐu{54}]否
[tɐu{31}]图投
[tɐu{54}]赌陡
[tɐu{24}]肚
[tɐu{42}]住镀度□{在}
[tʰɐu{31}]徒屠
[tʰɐu{54}]土
[tʰɐu{33}]兔
[tʰɐu{42}]透
[nɐu{31}]奴
[nɐu{54}]纽钮扭
[lɐu{51}]溜搂{掏取}骝{马～：猴子}
[lɐu{31}]刘流留柳楼炉琉硫榴路鹭
[lɐu{24}]篓陋
[tsɐu{51}]租州舟周洲邹
[tsɐu{31}]绸仇囚稠
[tsɐu{54}]酒
[tsɐu{24}]就纣宙胄骤
[tsɐu{33}]做
[tsʰɐu{51}]秋鳅鞦雏粗
[tsʰɐu{54}]丑{子～}醜{～陋}
[tsʰɐu{33}]醋
[sɐu{51}]收须鬚搜艘苏
[sɐu{54}]手守首数{动词}
[sɐu{24}]售授
[sɐu{33}]素数{名词}
[kɐu{31}]求球
[kɐu{54}]久韭九灸
[kɐu{24}]舅构购臼柩
[ŋɐu{24}]偶
[ŋɐu{33}]殴
[hɐu{31}]喉
[jɐu{51}]悠幽忧
[jɐu{31}]油游尤由犹邮
[jɐu{54}]酉
[jɐu{24}]友祐诱鼬柚
[jɐu{33}]优
[jɐu{42}]右又釉
[tsʰiɐu{51}]丘蚯纠{～察}
[siɐu{51}]休
[iɐu{24}]有幼
[piu{51}]标褒彪猋滮膘瀌
[piu{31}]嫖
[piu{54}]褒表
[piu{33}]爆豹
[pʰiu{51}]飘抛脬漂{～浮}
[pʰiu{54}]跑
[pʰiu{33}]票鳔炮漂{～白}
[miu{31}]苗描瞄
[miu{54}]秒
[miu{24}]渺藐
[miu{33}]猫锚
[miu{42}]庙妙谬
[viu{33}]叫
[tiu{31}]条
[tiu{54}]屌
[tiu{33}]钓掉悼吊调{腔～}
[tʰiu{31}]调{～动}
[tʰiu{33}]跳
[niu{51}]揪
[niu{42}]尿
[liu{31}]疗聊僚嘹撩燎镣鹩瞭
[liu{54}]缭了{～解}
[liu{42}]料廖
[tsiu{51}]蕉鬏焦遭椒召{～集}
[tsiu{31}]樵瞧朝{今～}
[tsiu{54}]爪
[tsiu{33}]赵招兆焯{油炸}
[tsiu{42}]召{号～}
[tsʰiu{51}]钞锹缲
[tsʰiu{54}]炒
[siu{51}]烧宵消逍萧硝销箫霄悄梢
[siu{54}]少{多～}宿{星～}
[siu{33}]笑鞘
[siu{42}]绍邵
[jiu{51}]吆
[iu{51}]腰妖邀要{～求}
[iu{31}]姚窑谣遥柔辱
[iu{54}]舀
[iu{42}]鹞
[tam{31}]罎
[tam{33}]担{名词}
[nam{31}]男
[tsam{31}]站
[tsam{54}]斩
[tsʰam{51}]参{～加}
[tsʰam{54}]惨
[sam{51}]三衫
[kam{54}]敢
[ŋam{31}]岩
[ham{31}]衔
[ham{33}]□{嗅}
[tɐm{51}]敦墩
[tɐm{31}]囤（{贮积}）
[tʰɐm{33}]哄
[lɐm{31}]林临淋凌陵绫菱
[tsɐm{51}]津精
[tsɐm{31}]存
[tsɐm{54}]枕
[tsɐm{33}]沁
[tsʰɐm{51}]椿
[sɐm{51}]深心荀
[sɐm{31}]纯醇寻驯
[sɐm{54}]损榫省{反～}
[sɐm{42}]逊
[kɐm{51}]今金
[kɐm{31}]柑蟾
[kʰɐm{31}]琴秦禽勤
[kʰɐm{54}]寝
[kʰɐm{33}]襟□{埋头}
[kʰɐm{42}]擒揿
[ŋɐm{31}]银
[jɐm{51}]音姻因阴殷
[jɐm{31}]淫吟寅
[jɐm{42}]闰窨荫
[tem{31}]沉
[lem{42}]敛
[tsem{51}]针
[pan{51}]班般颁斑扳
[pan{54}]板版
[pan{33}]盼扮
[pan{42}]办
[pʰan{33}]攀
[man{31}]蛮
[man{24}]馒曼幔漫蔓
[man{42}]万
[fan{31}]烦蕃凡矾繁环桓
[fan{54}]反返
[fan{24}]泛藩
[fan{33}]翻贩帆番
[fan{42}]饭犯范{姓}範{模范}
[van{31}]丸顽
[van{54}]晚宛挽婉皖腕
[tan{51}]丹单担{动词}
[tan{31}]痰诞谈谭潭檀弹{～琴}
[tan{54}]胆疸
[tan{24}]淡旦但
[tan{33}]耽
[tan{42}]弹{子～}
[tʰan{51}]贪摊滩瘫
[tʰan{54}]坦毯
[tʰan{33}]炭探坍叹
[nan{31}]南难{～易}
[nan{42}]难{灾～}
[lan{31}]兰烂
[lan{54}]览揽榄
[lan{24}]懒缆滥
[lan{42}]栏拦蓝篮
[tsan{24}]栈绽
[tsan{33}]暂赞簪錾瞻
[tsan{42}]禅{～让}
[tsʰan{51}]餐搀馋
[tsʰan{31}]残蚕惭蝉禅{～宗}
[tsʰan{24}]灿
[san{54}]散
[san{33}]伞珊
[kʰan{54}]坎侃砍
[kʰan{33}]刊勘龛堪
[ŋan{24}]按雁
[ŋan{33}]庵鹌晏
[han{31}]韩函含寒还
[han{54}]罕
[han{24}]憾
[han{33}]鼾酣憨
[luan{31}]鸾銮
[tsuan{54}]纂
[kuan{33}]鳏
[huan{24}]幻宦患焕
[veŋ{33}]□{稀}
[teŋ{42}]□{直}
[nɛn{54}]撚
[lɛn{31}]恋
[lɛn{54}]碾
[tsɛn{54}]盏辗
[tsʰɛn{54}]践
[sɛn{51}]山
[sɛn{54}]显
[kɛn{51}]奸间{中～}姦{奸淫}
[kɛn{54}]俭茧笕趼涧谏
[kɛn{24}]建健舰键
[kɛn{33}]剑监见腱间{～开}
[kʰɛn{24}]芡
[ŋɛn{24}]眼
[ŋɛn{33}]研
[hɛn{31}]闲贤嫌
[hɛn{42}]县现馅
[ɛn{51}]咽
[ɛn{31}]延炎阎筵援猿
[ɛn{54}]演衍
[ɛn{24}]艳谚宪献砚宴
[ɛn{33}]焉
[syɛn{51}]删拴
[kyɛn{51}]关{～心}冠{鸡～花}
[ŋyɛn{24}]眼
[pɐn{51}]槟攽{给予}
[pɐn{33}]奔
[pɐn{42}]笨
[pʰɐn{33}]喷
[mɐn{31}]文纹蚊
[mɐn{24}]闷
[mɐn{42}]问
[fɐn{51}]婚吩纷芬荤昏分{～开}
[fɐn{31}]坟焚
[fɐn{54}]粉
[fɐn{24}]粪奋忿愤
[fɐn{33}]瞓{拜人～：打盹}
[fɐn{42}]份混分{本～}
[vɐn{51}]瘟馄
[vɐn{31}]云魂
[vɐn{54}]稳
[vɐn{33}]温熨
[tɐn{31}]尘
[tɐn{42}]盾
[tʰɐn{51}]吞
[tʰɐn{31}]豚
[tʰɐn{33}]饨褪
[lɐn{31}]轮伦燐磷鳞论{～语}
[lɐn{54}]□{啃，咬}
[lɐn{24}]论{议～}□{满}
[tsɐn{51}]真珍贞侦尊
[tsɐn{31}]陈覃臣辰
[tsɐn{54}]准
[tsɐn{33}]浸砧斟臻赚
[tsʰɐn{51}]春亲参{～差}
[tsʰɐn{54}]蠢
[tsʰɐn{33}]衬趁
[sɐn{51}]新薪申伸身
[sɐn{31}]唇辛晨娠神
[sɐn{54}]审婶沈笋省{节～}
[sɐn{24}]甚
[sɐn{33}]信讯迅森顺
[kɐn{51}]斤根跟巾筋
[kɐn{54}]紧仅锦梗
[kɐn{24}]近谨
[kʰɐn{54}]肯垦恳
[ŋɐn{51}]恩
[ŋɐn{31}]人
[ŋɐn{24}]忍腻
[ŋɐn{33}]韧
[ŋɐn{42}]认
[hɐn{31}]痕
[hɐn{54}]很
[hɐn{42}]恨
[jɐn{31}]匀
[jɐn{33}]任刃
[kuɐn{31}]群裙
[kuɐn{54}]滚
[kuɐn{33}]棍
[kʰuɐn{54}]捆
[kʰuɐn{24}]昆崑坤困
[pin{51}]边蝙鞭宾
[pin{31}]便{～宜}
[pin{54}]扁匾贬秉
[pin{24}]辫辨汴
[pin{33}]变辩
[pin{42}]殡鬓便{方～}
[pʰin{51}]篇偏编
[pʰin{54}]品
[pʰin{33}]片骗遍
[min{31}]民眠绵棉冥
[min{54}]敏皿抿闽悯
[min{24}]免勉娩缅
[min{42}]慢面螟
[vin{51}]弯湾耘豌
[tin{51}]癫颠
[tin{31}]田
[tin{54}]点典
[tin{33}]殿
[tin{42}]电垫淀奠靛店□{直}
[tʰin{51}]天添甜填
[tʰin{54}]舔腆
[nin{51}]黏撵
[nin{31}]年严
[nin{33}]掂鲇辇
[nin{42}]念验
[lin{31}]连莲帘廉鲢镰棱邻联怜
[lin{24}]满吝
[lin{33}]蔫
[lin{42}]练炼鍊殓楝
[tsin{51}]尖歼煎毡纤
[tsin{54}]展剪诊疹
[tsin{24}]镇震攒阵郑晋佔振侵
[tsin{33}]箭尽颤饬甑占荐侭
[tsin{42}]贱忏
[tsʰin{51}]迁签笺千铅韆
[tsʰin{31}]钱前丞承诚逞潜
[tsʰin{54}]浅产铲
[tsʰin{33}]渐钦
[sin{51}]先仙
[sin{31}]旬媳巡循
[sin{54}]闪陕险
[sin{24}]肾渗慎舜幸
[sin{33}]线扇衅膳鳝羡鏾欣馨
[sin{42}]善骟殉
[kin{51}]耕坚肩艰搛
[kin{31}]钳乾嵌虔
[kin{54}]简拣柬检碱
[kin{33}]禁坑
[kin{42}]件
[kʰin{31}]岑芹
[kʰin{54}]顷遣
[kʰin{33}]欠歉兼谦
[ŋin{54}]染
[hin{51}]牵兴{兴旺}
[hin{31}]咸衡恒鹹{咸鱼}
[hin{33}]亨哼苋
[hin{42}]兴{高～}
[jin{24}]引
[jin{33}]印
[in{51}]烟胭阉应{～当}
[in{31}]盐然仍言萤营仁壬颜檐
[in{54}]隐冉蚓
[in{24}]嚥
[in{33}]英燕掩厌堰莺婴缨樱鹦应{响～}
[pun{51}]本搬瘢
[pun{31}]盆盘
[pun{24}]伴
[pun{33}]半绊
[pun{42}]拌
[pʰun{51}]潘
[pʰun{24}]判叛
[mun{31}]门瞒
[fun{51}]欢
[vun{54}]碗
[tun{24}]遁
[tun{33}]端
[lun{42}]乱
[tsʰun{33}]寸
[kun{51}]甘肝观泔官棺军杆干{～涉}
[kun{54}]管橄擀馆减竿赶感秆{禾～}桿{笔杆}
[kun{33}]贯灌罐鉴冠{～军}幹{干部}
[kʰun{54}]款
[hun{54}]缓
[hun{24}]旱汉
[hun{42}]汗焊撼翰限陷
[un{51}]安鞍
[un{33}]暗案
[un{42}]换
[vyn{31}]元员园圆原袁缘辕
[vyn{33}]酝
[vyn{42}]运润孕韵晕
[tyn{31}]团糰
[tyn{54}]短
[tyn{24}]断
[tyn{42}]段缎锻
[nyn{24}]暖
[nyn{42}]嫩
[lyn{51}]□{蘸}
[tsyn{51}]砖专钻{～研}
[tsyn{31}]船全泉传{～达}
[tsyn{54}]转{～运}
[tsyn{33}]篆遵转{轮子～}钻{～子}
[tsyn{42}]传{～记}旋{～风}
[tsʰyn{51}]窗川穿
[tsʰyn{54}]喘
[tsʰyn{33}]串窜篡
[syn{51}]酸鲜闩栓孙
[syn{31}]弦涎舷玄悬旋{～转}
[syn{54}]选癣
[syn{24}]训
[syn{33}]算蒜轩楦宣喧勋
[syn{42}]眩
[kyn{51}]捐
[kyn{31}]权拳颧
[kyn{54}]捲
[kyn{24}]倦
[kyn{33}]均钧绢鹃君
[kyn{42}]券眷俊郡骏圈{猪～}
[kʰyn{51}]圈{圆～}
[kʰyn{54}]犬
[kʰyn{33}]劝
[ŋyn{24}]软阮
[hyn{51}]掀
[yn{51}]冤
[yn{31}]源沿
[yn{54}]映允尹颖
[yn{24}]远咏泳怨
[yn{33}]院鸳渊唤
[yn{42}]愿
[maŋ{31}]亡
[maŋ{54}]莽蟒
[maŋ{33}]氓
[faŋ{31}]肪
[vaŋ{31}]横
[vaŋ{33}]汪
[vaŋ{42}]忘
[taŋ{33}]铛
[laŋ{54}]冷
