"tsɿ"	"1"	"姿兹滋资咨"	""	"#来源：《宜黄县志·方言》"
"tsɿ"	"5"	"□[长麻丝]"	""	"#转录者：跳跳老鼠（Pekkhak有修改）"
"tsɿ"	"3"	"紫姊子梓"	""	"#声调"
"tsʰɿ"	"1"	"雌"	""	""
"tsʰɿ"	"2"	"瓷糍慈磁疵"	""	""
"tsʰɿ"	"3"	"此"	""	""
"tsʰɿ"	"5"	"剌次厕"	""	""
"tsʰɿ"	"6"	"自字巳"	""	""
"sɿ"	"1"	"斯撕私司丝师狮思"	""	""
"sɿ"	"2"	"辞祠词"	""	"#符号说明"
"sɿ"	"3"	"史使死"	""	""
"sɿ"	"5"	"赐四肆驶"	""	"#音系说明 "
"sɿ"	"6"	"似祀寺士柿事饲俟"	""	""
"hŋ̍"	"1"	"通-"	""	""
"hŋ̍"	"2"	"铜筒同"	""	""
"hŋ̍"	"3"	"桶-"	""	""
"hŋ̍"	"5"	"痛-"	""	""
"hŋ̍"	"6"	"洞-"	""	""
"ŋ̍"	"1"	"翁"	""	""
"ŋ̍"	"2"	"吴"	""	""
"ŋ̍"	"3"	"五伍血"	""	""
"ŋ̍"	"5"	"啊"	""	""
"ŋ̍"	"6"	"吾"	""	""
"ɘ"	"2"	"如而儿儒"	""	""
"ɘ"	"3"	"汝乳耳尔"	""	""
"ɘ"	"6"	"二腻贰"	""	""
"pi"	"1"	"卑悲碑"	""	""
"pi"	"3"	"彼比鄙"	""	""
"pi"	"5"	"闭秘蔽"	""	""
"pʰi"	"1"	"批披被"	""	""
"pʰi"	"2"	"疲皮脾"	""	""
"pʰi"	"5"	"屁譬"	""	""
"pʰi"	"6"	"备币避蓖"	""	""
"mi"	"1"	"瞇"	""	""
"mi"	"2"	"迷眉"	""	""
"mi"	"3"	"美米"	""	""
"mi"	"5"	"瞇"	""	""
"mi"	"6"	"谜"	""	""
"fi"	"1"	"挥辉徽非飞"	""	""
"fi"	"2"	"肥"	""	""
"fi"	"3"	"匪卉毁菲"	""	""
"fi"	"5"	"废痱讳肺"	""	""
"fi"	"6"	"惠吠慧"	""	""
"vi"	"1"	"威"	""	""
"vi"	"2"	"为惟维违遗围"	""	""
"vi"	"3"	"伟苇委尾诿"	""	""
"vi"	"5"	"喂畏"	""	""
"vi"	"6"	"未卫味胃谓位为"	""	""
"ti"	"1"	"低"	""	""
"ti"	"2"	"梨黎离篱厘"	""	""
"ti"	"3"	"抵李里理鲤旅底吕礼"	""	""
"ti"	"5"	"帝蹄狸"	""	""
"ti"	"6"	"例厉励丽利隶痢吏虑泪"	""	""
"tɕi"	"1"	"知蜘肢枝脂之芝"	""	""
"tɕi"	"3"	"纸只旨指姊-止址挤嘴"	""	""
"tɕi"	"5"	"制智致至志痣置祭际济剂醉脐"	""	""
"tɕi"	"6"	"吱"	""	""
"tɕʰi"	"1"	"凄妻聚"	""	""
"tɕʰi"	"2"	"池驰恃持齐迟"	""	""
"tɕʰi"	"3"	"齿取耻"	""	""
"tɕʰi"	"5"	"翅趣脆滞娶"	""	""
"tɕʰi"	"6"	"稚悴聚治"	""	""
"ȵi"	"1"	"□[颓废～起来]"	""	""
"ȵi"	"2"	"尼宜疑愚虞娱凝泥呢"	""	""
"ȵi"	"3"	"语蚁拟女"	""	""
"ȵi"	"5"	"艺义议遇寓毅"	""	""
"ɕi"	"1"	"须希虽西尸诗施牺稀嘻熙弟-是-墟"	""	""
"ɕi"	"2"	"徐提时兮啼题匙"	""	""
"ɕi"	"3"	"洗喜矢屎徙始禧豕"	""	""
"ɕi"	"5"	"戏世细剃试拭势"	""	""
"ɕi"	"6"	"是地弟第系市视逝"	""	""
"ki"	"1"	"几机饥拘居鸡俱"	""	""
"ki"	"2"	"几己纪举"	""	""
"ki"	"5"	"计继寄记既驹据剧句锯"	""	""
"kʰi"	"1"	"溪区驱欺"	""	""
"kʰi"	"2"	"奇骑其期棋麒祈旗企"	""	""
"kʰi"	"3"	"起岂启"	""	""
"kʰi"	"5"	"契器弃气汽去"	""	""
"kʰi"	"6"	"技妓忌巨拒距具渠"	""	""
"i"	"1"	"衣医依于誉迂伊"	""	""
"i"	"2"	"移夷姨余愉怡榆"	""	""
"i"	"3"	"倚椅已以与雨羽矣"	""	""
"i"	"5"	"意亿盂噎"	""	""
"i"	"6"	"易异预裕肄"	""	""
"pu"	"3"	"补谱"	""	""
"pu"	"5"	"布怖"	""	""
"pʰu"	"1"	"簿铺"	""	""
"pʰu"	"2"	"蒲葡脯"	""	""
"pʰu"	"3"	"捕普甫"	""	""
"pʰu"	"5"	"埠铺"	""	""
"pʰu"	"6"	"步部"	""	""
"mu"	"2"	"模摹"	""	""
"mu"	"3"	"母"	""	""
"mu"	"6"	"暮慕墓募"	""	""
"fu"	"1"	"夫肤麦麸孵腹呼"	""	""
"fu"	"2"	"徒途涂图屠湖扶胡狐葫符"	""	""
"fu"	"3"	"府腑俯斧虎抚土"	""	""
"fu"	"5"	"副富付吐兔赴赋傅"	""	""
