如东兵房沙地话（初稿）								
	字表来源：《如东沙地方言研究》 注：字表以中新派口音为底，参考论文内容向老派靠近。							
	注释：							
	1、阴平	2、阳平	3、阴上	4、阳上	5、阴去	6、阳去	7、阴入	8、阳入
	53	24	423	31	334	213	4	23
tsɿ	蜘硃租猪蛛株诛珠朱朱知支枝肢栀（～子花）咨资姿雉脂兹滋辎芝之		祖阻煮主紫只纸姊指旨子梓址止趾嘴		稚着驻注蛀铸滞制智致至置志痣			
tsʰɿ	眵（眼~：眼屎）嗤痴吹疵雌差（参～）		褚楚处鼠此侈耻齿		伺处刺翅次厕赐			
dzɿ		橱雏锄厨池驰瓷糍迟磁慈辞词祠持除匙		痔		峙拄痔治储助柱住		
sɿ	蛳疏梳书舒枢输殊斯撕厮施私师狮尸司丝思诗尿		暑黍矢屎史使驶始水薯		嗣饲戍势世誓逝四肆嗜试			
szɿ		时鲥如（譬~）		是竖巳乳（~腐）		仕逝树自示视字祀似寺士柿事市氏		
pi	屄		比彼鄙		闭臂譬蔽庇痹秘泌			
pʰi	丕批披砒		譬		屁			
bi		皮疲啤坒		被（棉~，~絮）		俾鄙蔽婢陛敝币弊避毙鐾脾		
mi	眯咪	迷谜糜弥靡眉		米		味（~道）		
fi	妃非飞菲		匪翡		肺沸费废吠			
fvi		肥						
vi		唯维惟微				味吠未尾		
ti	堤低		抵底		渧（~水）帝蒂			
tʰi	梯		体		涕剃剔屜替			
di		提蹄题啼		弟		地第递		
li	捚（提）	梨犁璃黎厘离篱驴	屡	李礼		虑滤厉励例履利痢理里鲤吕侣旅缕丽隶吏		
tɕi	车肌饥屐姬基箕机讥饥鸡羁几虮拘居驹期俱矩		举距拒聚挤己纪几既		济既纪忌锯据巨句祭际穄济剂计继系寄冀记季贵			
tɕʰi	妻凄淒悽欺区蛆岖躯驱墟趋		企岂起启砌取娶杞		气弃汽器砌契趣			
dʑi		徛（站立）岐奇齐荠瞿衢祁其萁棋旗骑鳍祈期		聚跪跽		技妓忌巨距拒具惧		
ɕi	西希奚稀犀溪熙嘻嬉牺虚须墟需嘘须靴髓		许死徙喜禧玺序		细戏胥婿系絮			
ɕʑi		徐		绪				
ȵi	腻（头脑不清楚：~夹夹）	疑呢尼泥倪（姓）宜谊愚娱虞	拟	女你		寓毅芋遇议义二语御蚁耳尾腻（眼睛~）		
ki	□（这，那）							
kʰi					去			
gi		佢（他）渠（他）						
ʔi	伊衣依医已倚椅迂怡		以已矣		毅意异诣			
ɦi		于余盂俞娱逾愉榆虞愚渔移夷姨仪遗他		雨屿与		芋喻裕愈誉遇肄豫寓禹宇羽艺毅预		
pu	波菠玻跛		补谱		布佈怖簸			
pʰu	颇坡铺（~设）潽（溢）		普浦甫剖遍-（一~）		破铺（店~）			
