a
kʰ  [53]僵疆缰羌腔[33]强｛勉～｝
 ŋ [22]硬
h [21]行｛走｝[22]幸
ŋj [13]仰[22]壤让
＃uŋ
p [21]蓬篷[33]榜[22]□｛～火：烤火｝
pʰ [33]捧[35]碰
m[53]□｛粉而面｝[21]蒙[13]网懵妄[22]忘｛打～记｝望梦
f [53]方芳风疯枫丰封峰锋蜂[21]妨防房冯逢缝[33]仿纺访[35]放[22]凤奉俸
t [53]东冬[21]同桐铜童筒瞳｛眼～：瞳仁儿｝犝｛牛～：牛犊｝[33]董懂[13]□｛懵～：糊涂｝[35]冻[22]栋动洞
tʰ [53]通[33]桶捅统[35]痛
n[53]□｛煳｝[21]农脓浓[13]□｛推｝[35]□｛毛线｝
l [53]□｛嘈，吵｝[21]笼聋隆龙[13]拢[35]□｛～路：迷路｝[22]弄
ts [53]桩棕鬃宗综中忠衷终踪盅钟锺[21]丛虫崇从松重[33]总肿种[13]重｛轻～｝[35]粽中众纵纵种[22]撞仲讼诵颂
tsʰ [53]匆葱聪充冲春[33]宠[35]铳｛～子：鸟枪｝
θ [53]双松｛～柏，轻～｝嵩[35]送宋[22]□｛～θet22θet22：傻乎乎｝
k [53]光工公蚣功攻弓宫躬供恭[21]穷[33]广巩拱[35]贡供[22]共
kʰ  [33]孔恐
h [53]荒慌谎空烘凶兇胸[21]皇黄蝗簧王弘宏红洪虹鸿[33]哄[13]往[35]空控[22]旺
ʔ [53]翁壅[33]枉拥｛推｝□｛牛～：牛襻颈｝[35]瓮蕹｛～菜｝
ŋj[21]雄熊
j[53]雍[21]荣戎绒融茸容溶熔[13]勇涌[22]用
＃ap
p[35]□｛动词，糊：～牛粪｝
m[35]□｛mau53～：虚浮｝[22]□｛火燎：～中头发；火～裤裆——闹热｝
f [33]法[22]乏｛～喇：缺少营养｝
t [33]搭答[22]沓｛一～纸｝
tʰ  [33]塔踏｛～实｝
n[35]□｛夹（住）｝[35]纳
l [33]□｛聚集｝[35]腊蜡
ts [33]眨[22]杂闸铡
tsʰ  [33]插
θ [33]圾｛垃～｝[22]煠｛～番薯｝
k [35]夹｛～住（有意）｝[33]鸽蛤佮｛～伙：合伙｝甲胛[22]夹｛～紧（无意）｝
h[22]合盒洽
ʔ [33]押鸭压
ŋj[35]□｛心～：心烦｝□｛不光滑｝
j[35]□｛一～：一拃｝[33]峡狭
＃ip
t [22]谍蝶叠碟
tʰ [33]贴｛～标语｝帖｛字～｝
n [35]聂镊业
l [33]□｛～谷：秕谷｝[35]猎
ts[33]接摺
θ [33]摄｛～石：磁石｝
k [33]劫□｛味涩｝
h [33]怯｛～场：害怕｝[35]叶页协
ʔ [33]腌｛～咸菜｝
＃ep
t[35]□｛鱼～子：手上像沾上的鱼鳞似的肉痣；鸡～子｝
tʰ [35]□｛盯梢｝
n [35]镊｛～菜：搛菜｝
l [33]□｛栏，圈：鸡～，鸭～｝
θ [35]□｛～钱：怕出钱｝[33]□｛楔入｝
k [22]□｛～蛇：壁虎｝夹｛～子，～过来｝
＃ɐp
p[55]□｛～子筒：一种简易的自制玩具｝
t[55]□｛～头出来：探头出来｝[22]□｛～衫棒：槌洗衣服的棒槌｝
tʰ [55]□｛套入：～笔｝
n[55]粒｛量词，一～米｝[22]□｛不赚钱｝
l [55]笠[35]立｛～正｝
ts [55]执｛一～毛：一撮毛｝[33]执汁[22]集习袭
tsʰ[33]辑
θ [33]湿[22]十什拾
k [33]急[22]及
kʰ[55]□｛～凳：一种小凳子｝□｛盖｝[33]级吸
ŋ [55]噏｛胡说｝
h [55]□｛欺负｝
ŋj [55]□｛拈（起来）｝[35]入
j[35]□｛（将头）缩入｝
＃at
p[33]八[22]拔
m [35]□｛味涩｝[35]抹袜
f [33]发｛头～，～钱｝[22]乏伐罚
β [33]窟｛屎～：肛门｝[22]滑猾
t [33]笪｛洞～：踅子｝[22]达
tʰ [33]塌｛～方｝
n [33]焫｛烫｝[35]捺
l [35]□｛烫｝□｛～了：一种植物｝[33]□｛打｝[35]辣
ts [35]□｛土狗｝[33]扎札
tsʰ[35]□｛鸦～：喜鹊｝[33]擦察獭刷
θ [35]□｛～竹：破竹子｝[33]萨杀
k [33]割葛
ŋ [22]□｛开～～：张开的样子｝
h  [33]喝[22]辖
ʔ [33]压
j[35]逸｛逃走｝[33]逸
ku [33]刮
＃it
p[33]鳖必[22]别｛离～，区～｝
pʰ[33]撇
m[35]灭篾
f[55]□｛光亮：～头｝
β [33]血[35]月
t[33]跌
tʰ [33]铁
l  [33]□｛～髻子：捏弄或编发髻｝[35]列烈裂劣
ts [33]哲折浙节[22]捷绝
tsʰ [33]彻撤切[22]□｛哄骗｝
θ [35]□｛吸气声｝[33]泄薛设雪说[22]涉舌折
k [33]揭洁结[22]杰
ŋ[35]热
h [33]歇｛～困：休息｝[35]阅粤越
ʔ [33]乙
kw [33]蕨｛～根：蕨类植物｝
kʰw [33]决诀缺
＃et
pʰ[55]□｛吐：～口水｝
m[35]□｛～中手：刺了手了｝
β[35]□｛摇动：～凳｝[33]挖[35]穴
t [22]□｛鸡头～：藏老蒙儿｝
tʰ [33]□｛～θot33纸：擦屁股的纸｝
l [33]□｛～火：引燃茅草｝
ts [35]□｛溅射｝雀｛麻～儿：麻雀｝
θ [35]□｛ŋet35～：吝啬｝[22]□｛θuŋ22～～：傻乎乎｝
ŋ[35]□｛～θet35：吝啬｝
j[35]曰
ku [33]□｛割掉｝
＃ut
p [33]钵
pʰ[33]泼[22]勃拨钹
m [35]末沫抹没
t [33]敠[22]夺
tʰ[33]脱
l [33]□｛聚集成堆：～肥｝[35]捋
tsʰ [35]□｛过头：刁～难｝[33]□｛撮取｝
h [33]阔
ʔ [22]活
＃ot
m[35]□｛～水：打水｝
θ [35]□｛哄骗｝[33]□｛tʰet33～纸：擦屁股的纸｝
h [22]核｛～仁，～对｝
＃ɐt
p [33]笔毕不
pʰ[33]匹
m [33]□｛掐：～菜｝[35]密蜜物勿
f [55]□｛甩：～手｝[22]佛
β [33]域掘屈｛委～｝[35]□｛搅：～浆糊｝[22]活
t [55]□｛蹲｝[22]突
tʰ [33]□｛蹦跳：～～跳跳｝
l [55]甩｛脱落：～链｝[33]□｛摘取｝[35]栗律率
ts [33]质卒[22]疾侄
tsʰ [33]七漆
θ [33]膝虱失室戌[22]实术述
k [33]吉桔[22]□｛（粥等）稠｝
kʰ[55]□｛一～甘蔗：一节甘蔗｝
ŋ[22]□｛～开台去：把桌子移开｝
h [33]乞吃
ʔ[33]一
ŋj [35]日｛～头：太阳｝
j [33]□｛～民：闲人｝
ku [33]骨[22]屈｛秃：～尾｝
＃œt
p [33]碧璧辟壁[22]鼻
pʰ[33]僻劈
m[33]□｛～气：霉气｝
f [55]□｛～翻千：翻跟头｝
β [33]役疫
t[33]的滴嫡[22]敌笛
tʰ[33]剔踢
n[35]逆
l [35]力歷历曆
ts[33]即只织职迹积脊隻｛一～鸡｝绩[22]直值植植殖籍夕席□｛肚滞～～：消化不良｝
tsʰ[33]出尺斥赤戚
θ [33]悉熄息识式饰昔惜适释析锡[22]蚀食石
k [33]激[22]极履剧｛戏～｝□｛扛｝
kʰ[33]剧｛～烈｝击
h[35]易｛交～｝
ʔ [33]亿忆益
j[35]翼液译
kʰu [33]□｛牛用角挑｝
＃ak
p [33]剥
m [33]掰｛～开。又mek33｝
β [22]或划｛计～｝获
t [22]度｛～衫：量衣服｝
tʰ[33]托｛委～｝
l [35]□｛kʰuak35～：范围｝[33]□｛麻｝[35]烙乐洛络骆落
ts [35]□｛～头：锄头｝[33]作[22]凿｛木～：木工凿｝
θ [35]□｛新～～：很新｝[33]索朔
k [33]搁阁各角[22]□｛窄｝
kʰ [33]霍觉｛知～｝确
ŋ [35]鄂额｛名～｝
h[33]壳[22]鹤学
ʔ  [33]恶｛～人｝
ŋj[33]岳｛～飞｝
kʰu [35]□｛～lak35：范围｝[33]□｛用棍子敲打：～果｝
＃ɐk
p [35]□｛敲打｝[33]北[22]雹｛～子｝蔔｛蘿～｝
pʰ[33]□｛级：楼梯～｝
m[33]□｛掰｝[35]墨默
β [22]□｛招（手）｝
t [55]□｛敲打｝[33]得德[22]特
tʰ [33]□｛一种蝗虫｝
n[55]□｛粒｝
l [55]□｛削竹节｝[33]落｛行～来：走下来｝[35]勒肋簕｛～根：带刺儿的树｝
ts [33]则鲫侧｛～门：旁门儿｝
tsʰ[33]测[22]贼
θ [33]塞色
kʰ [33]克刻
ŋ[55]呃｛坑骗｝[35]扼｛～要｝
h[33]黑
j[35]药
＃ek
p [33]百伯[22]白
pʰ [33]迫拍魄
m [33]掰｛又mak33｝[35]麦脉
t[55]□｛ʔɯ35～：这些｝
l[35]略掠
ts [33]着｛～衫：穿衣服｝窄责[22]着｛睡～｝择泽
tsʰ[33]雀｛麻～：麻将｝鹊拆坼册策
θ [33]削
k [33]脚格革隔
kʰ[33]却
ŋ [35]额｛～前头：额头｝弱
h [33]客嚇
ʔ[35]□｛ko21～：腋窝｝[33]轭
j [33]约｛～定｝[35]若
＃uk
p [55]□｛打｝[33]博驳[22]薄□｛～子：柚子｝
pʰ[55]□｛木头腐烂｝[33]朴扑僕仆｛～住睡：趴着睡｝
m [55]□｛雾｝□｛打｝[35]膜莫幕寞木目牧
f [33]福复腹覆复[22]缚伏服
t [55]啄□｛～头：奔头儿｝[33]啄｛～木雀：啄木鸟｝督[22]读独毒
tʰ[33]□｛扽｝
n [55]□｛推（醒）｝
l[55]□｛薄～kue33：蝌蚪｝[35]鹿禄六陆录绿
ts [33]桌琢捉竹粥祝足烛[22]浊族续
tsʰ[33]镯速畜蓄促触束
θ [33]缩叔粟嗍[22]熟赎属俗
k [33]郭廓国谷穀菊[22]局
kʰ [33]扩酷麴曲
h [33]哭
ʔ[33]握屋
ŋj [55]喐｛动｝[35]肉玉狱
j[35]育辱浴欲
