聲母	韻母	聲調	漢字	註釋
k	ɛ	[1]	更	五～
k	ɛ	[1]	羹	
k	ɛ	[1]	耕	
k	ɛ	[1]	□	鑽進去
k	ɛ	[3]	哽	
k	ɛ	[3]	梗	2桔～:中藥名
kʰ	ɛ	[1]	坑	
ɡ	ɛ	[2]	埂	地～:壟溝
ŋ	ɛ	[6]	硬	
x	ɛ	[1]	亨	
x	ɛ	[1]	□	格～:這樣
∅	ɛ	[1]	鸚	
∅	ɛ	[1]	櫻	
∅	ɛ	[2]	行	～頭
∅	ɛ	[2]	桁	檩
∅	ɛ	[6]	杏	
∅	ɛ	[11]	核	1～桃
k	uɛ	[1]	驚	1怕
k	uɛ	[3]	梗	1菜～
x	uɛ	[3]	□	歪,斜,不直
∅	uɛ	[1]	歪	
∅	uɛ	[2]	橫	
p	ʌ	[1]	班	
p	ʌ	[1]	斑	
p	ʌ	[1]	扳	
p	ʌ	[1]	幫	
p	ʌ	[1]	邦	
p	ʌ	[3]	板	2
p	ʌ	[3]	版	
p	ʌ	[3]	榜	
p	ʌ	[3]	綁	
p	ʌ	[5]	扮	
p	ʌ	[9]	□	□tʰe³³～:差、不好
pʰ	ʌ	[1]	攀	
pʰ	ʌ	[5]	襻	
pʰ	ʌ	[9]	胖	米～:炒米
b	ʌ	[2]	爿	
b	ʌ	[2]	防	1～備
b	ʌ	[2]	龐	1
b	ʌ	[4]	瓣	
b	ʌ	[4]	棒	
b	ʌ	[6]	辦	
m	ʌ	[2]	蠻	
m	ʌ	[3]	板	1～㔶:鍋蓋
m	ʌ	[6]	慢	
f	ʌ	[1]	翻	
f	ʌ	[1]	番	1
f	ʌ	[1]	方	
f	ʌ	[1]	芳	
f	ʌ	[1]	妨	
f	ʌ	[3]	反	
f	ʌ	[3]	紡	
f	ʌ	[3]	訪	
f	ʌ	[5]	泛	
f	ʌ	[5]	販	
f	ʌ	[5]	放	
f	ʌ	[9]	畈	地～:農田
v	ʌ	[2]	凡	
v	ʌ	[2]	范	姓
v	ʌ	[2]	礬	
v	ʌ	[2]	煩	
v	ʌ	[2]	繁	
v	ʌ	[2]	房	
v	ʌ	[2]	防	2
v	ʌ	[2]	亡	
v	ʌ	[4]	犯	1
v	ʌ	[6]	飯	
v	ʌ	[6]	萬	2數詞
t	ʌ	[1]	擔	2動詞
t	ʌ	[1]	丹	
t	ʌ	[1]	單	
t	ʌ	[1]	當	～午時:中午
t	ʌ	[3]	膽	
t	ʌ	[3]	撣	
t	ʌ	[3]	黨	
t	ʌ	[5]	擔	名詞
t	ʌ	[5]	旦	1
t	ʌ	[5]	當	～店
tʰ	ʌ	[1]	坍	
tʰ	ʌ	[1]	灘	
tʰ	ʌ	[1]	攤	
tʰ	ʌ	[1]	湯	
tʰ	ʌ	[3]	坦	
tʰ	ʌ	[3]	毯	
tʰ	ʌ	[3]	躺	
tʰ	ʌ	[5]	炭	
tʰ	ʌ	[5]	嘆	
tʰ	ʌ	[5]	燙	
tʰ	ʌ	[14]	耥	秧～
tʰ	ʌ	[12]	□	新～官:新郎
d	ʌ	[2]	談	
d	ʌ	[2]	痰	
d	ʌ	[2]	檀	
d	ʌ	[2]	壇	
d	ʌ	[2]	彈	～琴
d	ʌ	[2]	堂	
d	ʌ	[2]	棠	
d	ʌ	[2]	唐	
d	ʌ	[2]	糖	
d	ʌ	[2]	塘	
d	ʌ	[4]	淡	
d	ʌ	[10]	蕩	～街兒:逛街
n	ʌ	[1]	擔	1動詞
n	ʌ	[2]	難	形容詞
n	ʌ	[6]	難	遭～
l	ʌ	[2]	藍	
l	ʌ	[2]	蘭	
l	ʌ	[2]	攔	
l	ʌ	[2]	欄	
l	ʌ	[2]	郎	
l	ʌ	[2]	廊	
l	ʌ	[4]	懶	
l	ʌ	[6]	濫	
l	ʌ	[6]	爛	
l	ʌ	[6]	浪	
l	ʌ	[9]	螂	□guo¹¹～:螳螂
l	ʌ	[11]	莨	～萁殼:蕨
ts	ʌ	[1]	裝	
ts	ʌ	[1]	樁	
ts	ʌ	[1]	妝	
ts	ʌ	[1]	□	砍
ts	ʌ	[3]	斬	
ts	ʌ	[3]	贊	
ts	ʌ	[3]	盞	
ts	ʌ	[5]	蘸	
ts	ʌ	[5]	葬	
ts	ʌ	[5]	壯	
tsʰ	ʌ	[1]	摻	
tsʰ	ʌ	[1]	倉	
tsʰ	ʌ	[1]	蒼	
tsʰ	ʌ	[1]	瘡	
tsʰ	ʌ	[1]	闖	
tsʰ	ʌ	[3]	餐	一～飯:一頓飯
tsʰ	ʌ	[3]	產	2
dz	ʌ	[4]		
dz	ʌ	[4]	狀	2～元
dz	ʌ	[6]	暫	
dz	ʌ	[6]	站	車～
dz	ʌ	[6]	𧸖	錯
dz	ʌ	[6]	撞	
dz	ʌ	[9]	□	□dzɜʔ²-:蛙的一種,生活在山澗裏
s	ʌ	[1]	三	
s	ʌ	[1]	杉	
s	ʌ	[1]	衫	
s	ʌ	[1]	山	
s	ʌ	[1]	桑	
s	ʌ	[1]	喪	婚～
s	ʌ	[1]	舂	
s	ʌ	[3]	散	鞋帶～哇
s	ʌ	[3]	磉	
s	ʌ	[3]	爽	
s	ʌ	[5]	□	扔
s	ʌ	[9]	傘	雨～
s	ʌ	[9]	□	聲～:嗓子啞
s	ʌ	[12]	□	～破哇:打破了
z	ʌ	[2]	牀	
z	ʌ	[4]	賺	
z	ʌ	[6]	狀	1告～
k	ʌ	[1]	監	2～生
k	ʌ	[1]	間	房～
k	ʌ	[1]	官	
k	ʌ	[1]	棺	
k	ʌ	[1]	關	2～係
k	ʌ	[1]	剛	1～剛兒
k	ʌ	[1]	鋼	1
k	ʌ	[1]	缸	1
k	ʌ	[1]	光	
k	ʌ	[1]	江	
k	ʌ	[1]	扛	
k	ʌ	[1]	豇	
k	ʌ	[1]	港	
k	ʌ	[3]	礆	
k	ʌ	[3]	管	
k	ʌ	[3]	館	
k	ʌ	[3]	講	
k	ʌ	[3]	廣	
k	ʌ	[5]	間	～一日:隔一天
k	ʌ	[5]	灌	強制灌注
k	ʌ	[5]	觀	寺～
k	ʌ	[5]	槓	
k	ʌ	[5]	降	下～
k	ʌ	[5]	鑑	
k	ʌ	[12]	胛	肩～□muo³³:頭:肩膀頭
k	ʌ	[12]	肛	～腸頭:大腸的末端
kʰ	ʌ	[1]	寬	閑;～～慢兒食:慢慢兒地喫
kʰ	ʌ	[1]	鉛	
kʰ	ʌ	[1]	糠	
kʰ	ʌ	[1]	匡	
kʰ	ʌ	[1]	壙	量詞,用於墳墓
kʰ	ʌ	[1]		
kʰ	ʌ	[1]	㦿	～門:窗戶
kʰ	ʌ	[3]	礦	
kʰ	ʌ	[5]	囥	藏放
kʰ	ʌ	[0]	款	匯～
ɡ	ʌ	[6]	摜	扔
ɡ	ʌ	[6]	□	器物上的提樑
x	ʌ	[1]	歡	
x	ʌ	[1]	荒	
x	ʌ	[1]	慌	
x	ʌ	[5]	喚	
x	ʌ	[5]	況	
x	ʌ	[12]	莧	～菜
∅	ʌ	[1]	彎	
∅	ʌ	[1]	灣	
∅	ʌ	[1]		
∅	ʌ	[1]	□	～節:現在
∅	ʌ	[2]	鹹	
∅	ʌ	[2]	閑	
∅	ʌ	[2]	還	動詞
∅	ʌ	[2]	環	
∅	ʌ	[2]	行	銀～
∅	ʌ	[2]	杭	
∅	ʌ	[2]	絎	
∅	ʌ	[2]	皇	
∅	ʌ	[2]	黃	
∅	ʌ	[2]	王	
∅	ʌ	[3]	碗	
∅	ʌ	[3]	往	
∅	ʌ	[4]	餡	
∅	ʌ	[4]	限	
∅	ʌ	[4]	緩	
∅	ʌ	[6]	換	
∅	ʌ	[9]	笐	竹～:曬衣服用的竹竿
∅	ʌ	[11]	隍	城～殿
l	iʌ	[2]	良	
l	iʌ	[2]	涼	
l	iʌ	[2]	量	動詞
l	iʌ	[2]	糧	
l	iʌ	[2]	梁	1
l	iʌ	[2]	楊	1～柳樹
l	iʌ	[4]	兩	～個
l	iʌ	[6]	亮	
l	iʌ	[6]	諒	
l	iʌ	[15]	兩	幾～
l	iʌ	[9]	量	質～
tɕ	iʌ	[1]	將	～來
tɕ	iʌ	[1]	漿	
tɕ	iʌ	[1]	蔣	
tɕ	iʌ	[1]	張	姓;量詞
tɕ	iʌ	[1]	章	
tɕ	iʌ	[1]	樟	
tɕ	iʌ	[1]	僵	
tɕ	iʌ	[1]	姜	
tɕ	iʌ	[1]	薑	
tɕ	iʌ	[1]	□	鐵-:鐵鏽
tɕ	iʌ	[1]	□	飯煮得很硬
tɕ	iʌ	[3]	獎	
tɕ	iʌ	[3]	槳	
tɕ	iʌ	[3]	長	動詞;～輩
tɕ	iʌ	[3]	漲	
tɕ	iʌ	[3]	脹	
tɕ	iʌ	[3]	仗	
tɕ	iʌ	[3]	掌	
tɕ	iʌ	[5]	醬	
tɕ	iʌ	[5]	將	大～
tɕ	iʌ	[5]	帳	
tɕ	iʌ	[5]	賬	
tɕ	iʌ	[5]	瘴	
tɕʰ	iʌ	[1]	槍	
tɕʰ	iʌ	[1]	昌	
tɕʰ	iʌ	[1]	菖	1
tɕʰ	iʌ	[1]	腔	1
tɕʰ	iʌ	[3]	搶	
tɕʰ	iʌ	[3]	□	跑
tɕʰ	iʌ	[5]	唱	
dʑ	iʌ	[2]	長	～短
dʑ	iʌ	[2]	腸	
dʑ	iʌ	[2]	場	
dʑ	iʌ	[2]	常	2
dʑ	iʌ	[2]	償	
dʑ	iʌ	[4]	丈	一～;～人
dʑ	iʌ	[4]	上	～去
dʑ	iʌ	[4]	上	1～頂:上面
ȵ	iʌ	[2]	娘	
ȵ	iʌ	[4]	仰	
ȵ	iʌ	[6]	釀	
ȵ	iʌ	[6]	讓	
ȵ	iʌ	[12]	樣	2～樣子兒:上下,左右
ȵ	iʌ	[11]	□	～□tɕʰiəʔ⁴⁵:臉
ɕ	iʌ	[1]	相	互～
ɕ	iʌ	[1]	箱	
ɕ	iʌ	[1]	廂	
ɕ	iʌ	[1]	鑲	
ɕ	iʌ	[1]	商	
ɕ	iʌ	[1]	傷	
ɕ	iʌ	[1]	香	
ɕ	iʌ	[1]	鄉	
ɕ	iʌ	[3]	想	
ɕ	iʌ	[3]	鮝	
ɕ	iʌ	[3]	賞	
ɕ	iʌ	[3]	享	
ɕ	iʌ	[3]	響	
ɕ	iʌ	[5]	相	～貌
ɕ	iʌ	[5]	向	
ʑ	iʌ	[2]	牆	
ʑ	iʌ	[2]	詳	
ʑ	iʌ	[2]	祥	
ʑ	iʌ	[2]	常	1
ʑ	iʌ	[2]	嘗	
ʑ	iʌ	[2]	裳	
ʑ	iʌ	[4]	象	
ʑ	iʌ	[4]	像	
ʑ	iʌ	[10]	上	2～年:去年
ʑ	iʌ	[6]	匠	
ʑ	iʌ	[6]	尚	1和～
∅	iʌ	[1]	央	
∅	iʌ	[1]	秧	
∅	iʌ	[1]	殃	
∅	iʌ	[1]	□	撒嬌
∅	iʌ	[2]	羊	
∅	iʌ	[2]	洋	
∅	iʌ	[2]	烊	
∅	iʌ	[2]	楊	2姓;～柳樹
∅	iʌ	[2]	陽	
∅	iʌ	[2]	揚	
∅	iʌ	[2]	降	～伏
∅	iʌ	[4]	養	
∅	iʌ	[4]	癢	
∅	iʌ	[6]	樣	1
∅	iʌ	[6]	巷	
s	uʌ	[1]	霜	
s	uʌ	[1]	雙	
p	e	[1]	悲	
p	e	[1]	碑	
p	e	[1]	蓖	～麻
p	e	[1]	杯	
p	e	[5]	簸	～米
p	e	[5]	貝	
p	e	[5]	輩	2長～
p	e	[5]	背	～脊
pʰ	e	[1]	胚	
pʰ	e	[1]	坯	
pʰ	e	[5]	配	
b	e	[2]	培	
b	e	[2]	陪	
b	e	[2]	賠	
b	e	[4]	倍	
b	e	[6]	背	～書
b	e	[6]	焙	
b	e	[6]	備	
b	e	[9]	□	棕櫚～:棕樹的葉子
m	e	[2]	梅	
m	e	[2]	枚	
m	e	[2]	媒	
m	e	[2]	煤	
m	e	[2]	黴	
m	e	[2]	巍	～山:地名
m	e	[4]	每	
m	e	[4]	美	
m	e	[4]	渼	
m	e	[10]	□	～年兒:往年
m	e	[6]	妹	
t	e	[1]	堆	
t	e	[3]	𠡒	撕;拔
t	e	[5]	對	
t	e	[5]	碓	
t	e	[5]	戴	2姓
t	e	[5]	□	～躐～講:邊走邊說
tʰ	e	[1]	胎	
tʰ	e	[1]	台	天～
tʰ	e	[1]	苔	舌～
tʰ	e	[1]	梯	
tʰ	e	[1]	煺	用滾水燙後除毛
tʰ	e	[1]	□	～□pʌ⁵⁴:差、不好
tʰ	e	[3]	腿	
tʰ	e	[3]	退	2一～屋:一座房子
tʰ	e	[3]	□	雞用爪挖
tʰ	e	[5]	態	
tʰ	e	[5]	退	1～轉去：退回去
d	e	[2]	臺	
d	e	[2]	檯	～櫃:桌子
d	e	[2]	抬	
d	e	[4]	待	
d	e	[4]	怠	
d	e	[6]	代	
d	e	[6]	袋	
d	e	[6]	貸	
d	e	[6]	隊	
d	e	[6]	兌	
d	e	[0]	□	鑊～:鍋巴
d	e	[9]	鮐	鮎～:鮎魚
n	e	[4]		
n	e	[4]	內	～家:女人
l	e	[2]	來	
l	e	[2]	雷	
l	e	[4]	累	1積～
l	e	[6]	𨀤	倒下,摔,跌;躺;擀
ts	e	[1]	災	
ts	e	[1]	栽	
ts	e	[3]	最	
ts	e	[3]	宰	
ts	e	[5]	載	
ts	e	[5]	再	
tsʰ	e	[1]	猜	
tsʰ	e	[1]	催	
tsʰ	e	[3]	彩	
tsʰ	e	[3]	採	
tsʰ	e	[3]	睬	
tsʰ	e	[5]	菜	
tsʰ	e	[12]	□	～□兒təɯn³³⁵:蚌
dz	e	[2]	才	
dz	e	[2]	材	
dz	e	[2]	財	
dz	e	[2]	纔	
dz	e	[4]	在	
s	e	[1]	鰓	
s	e	[3]	碎	
s	e	[5]	賽	
s	e	[5]	帥	
s	e	[9]	棲	雞～:雞屋
z	e	[2]	裁	
z	e	[4]	罪	
z	e	[11]	□	～□tɜʔ⁴⁵:如果
k	e	[1]	該	
k	e	[3]	改	
k	e	[3]	概	
k	e	[12]	蓋	～印
kʰ	e	[1]	開	
kʰ	e	[3]	凱	
ɡ	e	[4]	徛	站立
ŋ	e	[2]	呆	
ŋ	e	[6]	礙	
ŋ	e	[6]	外	2～公
x	e	[3]	海	
∅	e	[1]3	哀	
∅	e	[4]	亥	
∅	e	[5]	愛	
∅	e	[6]	害	～農:害人
kʰ	ue	[1]	盔	
kʰ	ue	[1]	魁	
kʰ	ue	[5]	塊	
x	ue	[1]	恢	
x	ue	[1]	灰	
x	ue	[5]	悔	
∅	ue	[1]	煨	
∅	ue	[2]	回	
∅	ue	[2]	茴	
∅	ue	[10]	匯	～款
∅	ue	[5]	畏	食～:喫膩
∅	ue	[6]	慧	
∅	ue	[6]	會	開～
∅	ue	[6]	會	～騎車
p	ɤ	[1]	標	1
p	ɤ	[1]	搬	
p	ɤ	[3]	表	1
p	ɤ	[3]	錶	1
p	ɤ	[5]	半	
p	ɤ	[5]	糞	欄～:廄肥
p	ɤ	[5]	拚	掃進簸箕裏
pʰ	ɤ	[1]	飄	
pʰ	ɤ	[1]	潘	
pʰ	ɤ	[3]	漂	1
pʰ	ɤ	[5]	票	
pʰ	ɤ	[5]	判	
b	ɤ	[2]	瓢	
b	ɤ	[2]	薸	～兒:浮萍
b	ɤ	[2]	嫖	
b	ɤ	[2]	盤	
b	ɤ	[4]	伴	
b	ɤ	[4]	拌	
m	ɤ	[2]	錨	
m	ɤ	[2]	苗	
m	ɤ	[2]	瞞	
m	ɤ	[2]	饅	
m	ɤ	[2]	鰻	
m	ɤ	[4]	滿	
m	ɤ	[6]	廟	
t	ɤ	[1]	刁	
t	ɤ	[1]	端	～午
t	ɤ	[3]	鳥	
t	ɤ	[3]	短	
t	ɤ	[5]	釣	
t	ɤ	[5]	吊	
t	ɤ	[5]	頓	
tʰ	ɤ	[1]	挑	
tʰ	ɤ	[1]	貪	
tʰ	ɤ	[1]	吞	
tʰ	ɤ	[5]	跳	
tʰ	ɤ	[5]	粜	
tʰ	ɤ	[5]	探	
tʰ	ɤ	[12]	□	1～狗佬兒:狼
d	ɤ	[2]	條	
d	ɤ	[2]	笤	
d	ɤ	[2]	調	
d	ɤ	[2]	潭	
d	ɤ	[2]	團	
d	ɤ	[4]	斷	2斷絕
d	ɤ	[10]	掉	～龍:舞龍燈
d	ɤ	[6]	段	
d	ɤ	[6]	緞	
d	ɤ	[6]	椴	
n	ɤ	[2]	南	
n	ɤ	[2]	男	
n	ɤ	[6]	嫩	
l	ɤ	[2]	撈	
l	ɤ	[2]	撩	
l	ɤ	[4]	了	1
l	ɤ	[4]	卵	
l	ɤ	[6]	料	
l	ɤ	[6]	亂	2
ts	ɤ	[1]	焦	
ts	ɤ	[1]	蕉	1
ts	ɤ	[1]	椒	
ts	ɤ	[1]	朝	明～:明天
ts	ɤ	[1]	昭	
ts	ɤ	[1]	招	
ts	ɤ	[1]	簪	
ts	ɤ	[1]	鑽	動詞
ts	ɤ	[5]	釀	
ts	ɤ	[5]	照	1
ts	ɤ	[5]	鑽	□tɕʰi³³～:鑽,名詞
tsʰ	ɤ	[1]	超	1
tsʰ	ɤ	[1]	氽	焯
tsʰ	ɤ	[1]	村	
tsʰ	ɤ	[3]	忖	想
tsʰ	ɤ	[5]	笑	
tsʰ	ɤ	[5]	篡	
tsʰ	ɤ	[5]	寸	
dz	ɤ	[2]	朝	2～代
dz	ɤ	[2]	潮	
dz	ɤ	[4]	趙	1
dz	ɤ	[4]	紹	1～興
s	ɤ	[1]	消	1
s	ɤ	[1]	銷	1
s	ɤ	[1]	燒	
s	ɤ	[1]	簫	
s	ɤ	[1]	蕭	1～山:地名
s	ɤ	[1]	酸	
s	ɤ	[1]	閂	
s	ɤ	[1]	孫	1孫子;侄子
s	ɤ	[3]	小	
s	ɤ	[3]	少	多～
s	ɤ	[5]	算	
s	ɤ	[5]	蒜	
z	ɤ	[2]	蠶	
z	ɤ	[11]	朝	1～日葵:向日葵
z	ɤ	[11]	□	～□兒loun⁴⁵:蜥蜴
k	ɤ	[1]	甘	
k	ɤ	[1]	泔	
k	ɤ	[1]	干	夜快～兒:傍晚;～支
k	ɤ	[1]	肝	
k	ɤ	[1]	竿	
k	ɤ	[1]	乾	～溼
k	ɤ	[3]	感	1
k	ɤ	[3]	㔶	～起來:蓋起來
k	ɤ	[3]	敢	
k	ɤ	[3]	杆	
k	ɤ	[3]	稈	
k	ɤ	[0]	鴿	鵓～:鴿子
k	ɤ	[0]	□	弗拿～:捨不得
k	ɤ	[9]	幹	1事～:事情
kʰ	ɤ	[1]	看	1～牛
kʰ	ɤ	[9]	磡	田～:田邊的坎子
ŋ	ɤ	[6]	岸	
x	ɤ	[1]	鼾	
x	ɤ	[3]	罕	
x	ɤ	[5]	鱟	虹
x	ɤ	[5]	漢	1
x	ɤ	[5]	熯	在飯甑里加熱
x	ɤ	[14]	䘆	螞～:蚯蚓
∅	ɤ	[1]	庵	
∅	ɤ	[1]	安	
∅	ɤ	[1]	鞍	
∅	ɤ	[2]	含	
∅	ɤ	[2]	寒	
∅	ɤ	[2]	韓	
∅	ɤ	[4]	旱	
∅	ɤ	[5]	案	
∅	ɤ	[6]	汗	
∅	ɤ	[6]	焊	
∅	ɤ	[6]	翰	
p	uo	[1]	巴	1尾～兒
p	uo	[1]	芭	
p	uo	[1]	疤	
p	uo	[1]	壩	
p	uo	[3]	把	
p	uo	[5]	霸	
b	uo	[2]	爬	
b	uo	[10]	□	～牙兒:跋牙
b	uo	[6]	耙	犁～
b	uo	[9]	巴	2下～
b	uo	11	扒	～相:扒手
b	uo	11	耙	～□lɑ⁵⁴:耙子
m	uo	[2]	麻	
m	uo	[2]	痲	
m	uo	[2]	蟆	蛤～袋子兒:蝌蚪
m	uo	[4]	馬	
m	uo	[4]	碼	
m	uo	[6]	襪	
m	uo	[15]	媽	2阿～:祖母
m	uo	[0]	□	老～:妻子
m	uo	[9]	罵	爭相～:吵嘴
m	uo	[9]	萬	1麻將牌名
m	uo	[12]	□	肩胛～頭:肩膀頭
m	uo	[11]	螞	～䘆:蚯蚓
n	uo	[4]	女	1兒～
ts	uo	[1]	豬	1
ts	uo	[5]	炸	
tsʰ	uo	[1]	叉	
tsʰ	uo	[1]	杈	
tsʰ	uo	[1]	差	～別
tsʰ	uo	[5]	岔	
dz	uo	[2]	茶	
dz	uo	[2]	搽	
dz	uo	[2]	查	動詞
s	uo	[1]	紗	
s	uo	[1]	痧	
s	uo	[1]	疏	
s	uo	[5]	曬	
s	uo	[12]	釤	～䥛:鐮刀
z	uo	[2]	鋤	
z	uo	[11]	□	～涎:口水
z	uo	[11]	□	～佛兒:打盹兒
k	uo	[1]	家	1
k	uo	[1]	加	
k	uo	[1]	嘉	
k	uo	[1]	傢	
k	uo	[3]	假	真～
k	uo	[3]	假	放～
k	uo	[5]	枷	
k	uo	[5]	駕	
k	uo	[5]	嫁	
k	uo	[5]	價	
k	uo	[5]	架	
k	uo	[5]	□	橘子瓣兒
kʰ	uo	[5]	揢	捉,拿
ɡ	uo	[2]	茄	2～兒
ɡ	uo	[4]	□	～農:硌人
ɡ	uo	11	□	～螂:螳螂
ŋ	uo	[2]	牙	
ŋ	uo	[2]	芽	
ŋ	uo	[2]	衙	
ŋ	uo	[2]	巖	2～頭:岩石
ŋ	uo	[4]	瓦	
ŋ	uo	[6]	研	
ŋ	uo	[11]	鏊	～盤:平底鍋
∅	uo	[1]	鴉	
∅	uo	[1]	丫	
∅	uo	[1]	椏	
∅	uo	[2]	蛤	～蟆袋子兒:蝌蚪
∅	uo	[3]	啞	
∅	uo	[4]	下	2方位
∅	uo	[5]	掗	強迫給人
∅	uo	[6]	夏	～天
p	ʊ	[1]	波	
p	ʊ	[1]	菠	
p	ʊ	[1]	坡	
p	ʊ	[1]	玻	～璃
pʰ	ʊ	[5]	破	2
b	ʊ	[2]	婆	
m	ʊ	[2]	魔	
m	ʊ	[2]	磨	～刀
m	ʊ	[2]	忙	
m	ʊ	[6]	磨	名詞
m	ʊ	[6]	忘	
m	ʊ	[6]	望	1看
t	ʊ	[1]	多	
t	ʊ	[3]	朵	1耳～
t	ʊ	[9]	朵	2一～花
tʰ	ʊ	[1]	拖	2
tʰ	ʊ	[3]	妥	
tʰ	ʊ	[6]	唾	
tʰ	ʊ	[12]	□	2～狗佬兒:狼
d	ʊ	[2]	馱	拿
d	ʊ	[4]	惰	
d	ʊ	[4]	駝	駱～
d	ʊ	[6]	大	1形容詞
n	ʊ	[4]		
n	ʊ	[4]	糯	～米
l	ʊ	[2]	羅	
l	ʊ	[2]	鑼	
l	ʊ	[2]	騾	
l	ʊ	[2]	螺	
l	ʊ	[2]	腡	
l	ʊ	[9]	蘿	天～:絲瓜
ts	ʊ	[1]	專	
ts	ʊ	[1]	磚	
ts	ʊ	[3]	轉	～眼
ts	ʊ	[6]	做	
ts	ʊ	[6]	□	糯米曬得乾透
tsʰ	ʊ	[1]	搓	
tsʰ	ʊ	[1]	川	
tsʰ	ʊ	[1]	穿	2着衣
tsʰ	ʊ	[5]	銼	
tsʰ	ʊ	[5]	莝	砍
dz	ʊ	[2]	傳	～達
dz	ʊ	[2]	纏	盤～
dz	ʊ	[2]	全	
dz	ʊ	[2]	泉	
dz	ʊ	[2]	橡	
dz	ʊ	[2]	□	拴
dz	ʊ	[6]	篆	
dz	ʊ	[6]	傳	～記
s	ʊ	[1]	梭	
s	ʊ	[1]	宣	
s	ʊ	[3]	鎖	
s	ʊ	[3]	所	
s	ʊ	[3]	陝	～西
s	ʊ	[3]	選	
z	ʊ	[2]	船	
z	ʊ	[2]	□	下沉
z	ʊ	[4]	坐	
z	ʊ	[4]	座	
z	ʊ	[6]	旋	頭髮旋
k	ʊ	[1]	歌	
k	ʊ	[1]	哥	
k	ʊ	[1]	鍋	
k	ʊ	[3]	果	
k	ʊ	[3]	裹	
k	ʊ	[3]	餜	
k	ʊ	[5]	過	
k	ʊ	[9]	個	4真～:非常
kʰ	ʊ	[1]	科	
kʰ	ʊ	[1]	窠	
kʰ	ʊ	[3]	可	
kʰ	ʊ	[5]	課	
ŋ	ʊ	[2]	鵝	
ŋ	ʊ	[2]	俄	
ŋ	ʊ	[2]	訛	
ŋ	ʊ	[4]	我	
x	ʊ	[3]	火	
x	ʊ	[3]	夥	
x	ʊ	[5]	貨	
x	ʊ	[12]	□	～背:佝僂
x	ʊ	[12]	□	□ʊ¹¹～頭:晚上
∅	ʊ	[1]	阿	2～膠
∅	ʊ	[1]	蝸	
∅	ʊ	[2]	河	
∅	ʊ	[2]	何	
∅	ʊ	[2]	荷	～花
∅	ʊ	[2]	和	
∅	ʊ	[2]	禾	
∅	ʊ	[4]	禍	
∅	ʊ	[5]	涴	屎
∅	ʊ	[14]	窩	燕～
∅	ʊ	[6]	賀	
∅	ʊ	[9]	□	葛萁～:蕨的嫩芽
∅	ʊ	[11]	□	～□xʊ³³頭:晚上
tɕ	iʊ	[1]	驕	
tɕ	iʊ	[1]	澆	1
tɕ	iʊ	[1]	捐	
tɕ	iʊ	[3]	繳	1
tɕ	iʊ	[3]	□	擦,抹
tɕ	iʊ	[5]	叫	鳥啼;狗叫;小孩哭
tɕ	iʊ	[5]	眷	
tɕ	iʊ	[5]	卷	
tɕ	iʊ	[5]	絹	
tɕʰ	iʊ	[1]	圈	
tɕʰ	iʊ	[1]	□	揩
tɕʰ	iʊ	[3]	犬	1
tɕʰ	iʊ	[5]	竅	
tɕʰ	iʊ	[5]	勸	
tɕʰ	iʊ	[5]	券	
dʑ	iʊ	[2]	橋	
dʑ	iʊ	[2]	蕎	
dʑ	iʊ	[2]	拳	
dʑ	iʊ	[2]	權	
dʑ	iʊ	[2]	顴	
dʑ	iʊ	[6]	轎	
ȵ	iʊ	[2]	饒	
ȵ	iʊ	[2]	元	
ȵ	iʊ	[2]	原	
ȵ	iʊ	[2]	源	
ȵ	iʊ	[4]	軟	
ȵ	iʊ	[6]	繞	
ȵ	iʊ	[6]	願	
ɕ	iʊ	[1]	靴	
ɕ	iʊ	[3]	曉	
ɕ	iʊ	[5]	楦	
∅	iʊ	[1]	妖	
∅	iʊ	[1]	腰	
∅	iʊ	[1]	幺	
∅	iʊ	[1]	冤	
∅	iʊ	[1]	淵	
∅	iʊ	[2]	搖	
∅	iʊ	[2]	謠	1
∅	iʊ	[2]	窯	
∅	iʊ	[2]	完	
∅	iʊ	[2]	丸	
∅	iʊ	[2]	圓	
∅	iʊ	[2]	員	
∅	iʊ	[2]	緣	
∅	iʊ	[2]	袁	
∅	iʊ	[2]	園	
∅	iʊ	[2]	援	
∅	iʊ	[2]	玄	
∅	iʊ	[3]	舀	～水
∅	iʊ	[4]	遠	
∅	iʊ	[5]	怨	
∅	iʊ	[5]	甽	水溝
∅	iʊ	[6]	鷂	
∅	iʊ	[6]	院	
∅	iʊ	[6]	縣	
∅	iʊ	[12]	要	1～緊
l	ei	[4]	累	（文）2積～
l	ei	[6]	類	（文）
ts	ei	[1]	追	（文）
s	ei	[1]	衰	（文）
s	ei	[3]	雖	（文）
z	ei	[6]	瑞	（文）
tɕ	iei	[5]	戒	（文）2
∅	iei	[6]	械	（文）
k	uei	[1]	規	
k	uei	[1]	歸	2當～
k	uei	[1]	軌	
k	uei	[3]	鬼	2
k	uei	[3]	詭	
k	uei	[3]	癸	
k	uei	[5]	會	～計
k	uei	[5]	檜	
k	uei	[5]	繪	
k	uei	[5]	劊	
k	uei	[5]	貴	2
k	uei	[5]	桂	～花,肉～
kʰ	uei	[1]	虧	
ɡ	uei	[2]	葵	2
ɡ	uei	[2]	逵	
ɡ	uei	[6]	櫃	2
x	uei	[1]	揮	
x	uei	[1]	輝	
x	uei	[1]	徽	
