



陰平44陽平51去聲213
5納捺
l1拉(~車)
2拉(~肉,用刀割)
5蠟臘辣落(~下)拉(~肚子)
ts1渣楂
2閘鍘雜砸煠咱咋這
5榨詐吒詫灹眨紮柵咂
tsʰ1叉差(~價)
2查茶搽茬察䜺(包穀~子)
5差(學習~)岔杈插擦
s1沙鯊紗砂
2灑撒薩
5殺趿颯煞啥
ʂ2儍=
ɻ2熱(~斯,確實、實在,止用於借詞)
k2尬尕尜蹶(尥~子)
kʰ2揩卡(~車)
x1哈(~氣)蝦(~腰)
5瞎-嚇-下(~去)

ia
p1蹁(摔)揙(甩)
pʰ2□(兩腳分開伸直)
m1咩
tɕ1家傢嘉痂加佳夾
2假(真~)賈(姓)甲
5假(放~)架駕嫁稼價挾裌
tɕʰ2□(跨)卡(髮~)洽
5掐𢟉袷(~袢)恰
ȵ2□(人家合)
ɕ1蝦
2霞暇遐瑕匣峽狹轄
5夏廈(~門)下(~火)瞎=嚇=
q1丫鴉椏
2牙芽衙崖涯伢啞亞雅
5壓押鴨軋(被車~)

ua
tsf2□(做啥合)
tʂf1抓髽
2爪
tʂfʰ1歘
kf1瓜
2寡刮
5卦掛褂蝸(~~牛)颳
kfʰ1夸誇
2垮侉
5跨胯
x1花
2華划滑猾
5話畫化華(~山)樺劃(計~)

ɤ
p1波菠玻餑
2跛簸脖薄駁勃缽泊=博帛
5薄(~荷)撥剝□（不要合）
pʰ1坡頗
2婆叵
5破剖迫魄潑
m1摸沫
2墓模(~範)魔磨(~刀)饃抹膜
5磨莫默末寞陌(~生)沒(沈~)墨=
f2佛佛勺(~子)芍
5說
v1窩倭踒
2我
5臥餓-握(~手)弱若
t2德得=
tʰ5特
l5樂勒(庫爾~,地名)
ts2澤擇=(選~)則責
tsʰ5廁(~所)測側策冊
s2□(喝令牲口後退聲)
5色=
tʂ2蔗者摺折(~斷)浙哲蜇(海~)
5遮蜇(蟲齩)
tʂʰ1車(~馬)
2撦
5徹撤
ʂ1賒奢
2佘蛇舌折(弄~了)捨
5舍赦麝射社設涉攝
ɻ2惹
5熱
k1歌哥戈疙
2格骼閣隔=革
5箇個各擱胳葛割鴿角-
kʰ1棵顆科柯苛蝌殼
2可
5課渴磕克刻=(時~)客=
ŋ1阿(~膠)
2俄鵝蛾訛額
5惡厄鄂扼餓=
x1豁(~命)
2禾和(~平)荷(~花)何河核(~對)盒合蝦(~蟆)
5賀和荷(薄~)赫喝欱鶴

iɤ
p1憋鱉
2別癟
5蹩□(進裂)
pʰ3撇(~開)
5撇（~油 又淋)
t1爹
2諜蝶牒碟疊□(猛喫)
5跌
tʰ5鐵貼帖
l2咧
5列烈獵
tɕ1階皆街=
2姐解=捷潔結節截傑劫
5借結(~冰)藉(~故)介界芥屆戒械接揭
tɕʰ2茄□（銜）
5褯笡且切妾竊
ȵ1苶涅(~貼兒,施捨)
5捏孽聶鑷躡
ɕ1些(~許)蠍歇楔
2斜衺諧鞋=寫協
5謝卸瀉解(姓)泄脅屑=(不~)血-
q1椰噎
2爺耶也野冶
5夜業頁葉液腋

uɤ
tf1多
3朵躲奪鐸掇
5剁垛馱(~子)舵踱
tfʰ1拖托
2馱駝砣妥惰
5脫拓
n2挪
5諾
l1囉(~嗦)
2羅籮鑼騾螺蝸□(用刀割)
5摞裸糯洛酪駱烙落絡
tsf1嘬撮
2左佐昨鑿
5坐座作柞
tsfʰ1搓磋
2矬
5措錯(~誤 ~雜)銼
s1唆梭蓑縮
2所鎖瑣索
5欶嗍
tʂf2拙著鐲濁卓琢啄涿酌
5捉桌
tʂfʰ5綽戳
kf1鍋郭(姓)
2□(給我合)果裹馃
5過國
kfʰ5擴闊括廓
x1豁(~口)劐
2和(~麪)火夥活
5貨禍或惑霍藿鑊=獲

yɤ
l2掠
5略劣
tɕ1掘㔢
2絕爵嚼訣決橛
5倔角覺(知~)鐝腳
tɕʰ2瘸雀鵲
5卻怯缺確
ɕ1鞾靴
2學
5恤薛穴雪削血=
q5樂(音~)岳嶽躍-鑰藥約瘧虐粵曰越噦月閱悅

ai
p1擘伯=
2擺白=百=柏=
5拜稗敗
pʰ1拍=
2牌排
5派湃
m2埋買
5賣邁脈=麥=
f1摔衰
2甩
5帥率(~領)蟀
v1竵
2舀崴
5外
t1嬯(~子)
2歹逮
5待怠殆戴貸代袋帶大(~夫)
tʰ1胎苔(舌~)
2臺薹(蒜~)擡抬
5態太泰汰
n2嬭奶乃
5耐奈
l2來
5賴癩
ts1災栽齋□齩哉
3宰載宅翟摘窄
5再在債寨
tsʰ1猜差(出~)釵拆
2才材財裁豺柴彩採采
5菜蔡
s1腮鰓篩塞(瓶~兒)
5賽曬塞(邊~)
k1該稭街-
2改解-(~開)
5蓋丐概溉
kʰ1開
2凱慨楷
ŋ2獃(~板)捱
5礙艾
x1咍咳(~喲)
2孩海鞋-
5害駭亥
q1哀埃挨
2藹矮
5愛隘

uai
tʂ2轉(~牌子)
5𢶀
tʂʰ1揣
5拐膪(~皮)
k1乖
2拐拐鿍壞
5怪
kʰ2塊
5塊(~頭兒)會(~計)蒯快筷
x2懷槐淮
5壞

ei
p1杯背(~槍)碑卑悲百-
2白-伯-
5貝輩背(後~)膊(胳~)被(~迫)焙鐾北
pʰ1胚坯丕披拍
2培陪賠裴
5配佩沛倍
m1麥-墨-脈-
2梅枚媒煤眉楣黴每美
5妹昧媚寐魅
f1飛非妃扉菲
2肥匪榧翡水
5廢肺吠費痱稅睡
v1微煨威維(~囊,跳民族舞)
2桅為(作為)維惟唯巍韋違圍萎委偽尾偉葦緯□(挪動)
5衛魏慰畏位味未餒為(~啥)胃渭謂蝟蕊銳瑞
t1得(~到)
2□(吆喝牲口聲)
5得(一定~去)
n1那(~達)
5內
l1勒-肋-
5累(工作~)
ts1窄-這摘-
2賊擇-(~菜)
tsʰ1拆
s1塞-澀-色-嗇-蝨-
2誰-
k1隔-
2給
kʰ1客-刻-剋-
x1黑

uei
tf1堆
2碓(撞)
5對兌隊
tfʰ1推
3腿頹
5退蛻
l2雷擂儡壘磊屢
5累(連~)類淚
tsf2嘴
5最罪醉
tsfʰ1崔摧催炊
5脆粹翠
s1雖綏尿荽
2隨髓隧祟遂
5歲碎穗
tʂf1追錐椎
5綴贅墜縋
tʂfʰ1吹
2垂錘捶槌
kf1圭閨規歸龜
2鬼詭軌癸
5桂鱖跪櫃貴
kfʰ1盔虧
2魁傀奎逵葵窺
5潰愧
x1灰恢揮輝麾徽
2回迴茴悔毀潰(~膿)
5賄檜晦會繪惠慧彗穢諱匯

ɔ
p1包胞苞
3保飽褒堡寶
5抱鮑爆報豹暴菢鉋雹曝
pʰ1拋泡(鬆軟)脬(尿~)
2跑刨袍麅
5泡(~茶)礮
m2毛貓錨矛茅卯
5冒帽貌茂貿
t1刀叨
2倒(打~)島禱導搗
5稻道到倒(~水)盜悼
tʰ1掏滔
2濤桃逃萄陶淘討
5套
n2撓鐃惱腦
5鬧□(擦雪花膏~油)藥(用藥毒:~老鼠)
l1撈嘮
2牢勞癆老
5澇□(拉、拽)
ts1糟遭
3早爪澡棗
5蚤造皂糙竈躁罩笊(~籬)
tsʰ1操抄鈔
2槽曹巢吵炒
5糙
s1臊(~臭)騷捎梢稍艄
3嫂掃(~地)
5掃(~帚)臊(害~)哨潲
tʂ1朝(今~)昭召招
5著(~涼)兆趙詔照
tʂʰ1超
2朝(~代)潮
ʂ1燒
2韶少□傻
5少(~年)邵紹
ɻ2饒橈=繞(圍~)擾
5繞(~線)
k1羔糕膏高
2搞稿
5告膏(~油)
kʰ1拷
3烤考
5靠犒銬
ŋ2熬(~藥)坳
5傲鏊
x1蒿薅
2豪壕毫號(呼~)嚎好(~壞)郝(姓)
5浩皓好(喜~)號(~碼)
q1澳
2襖
5懊奧

iɔ
p1標膘彪鏢
2俵表婊裱
5鰾
pʰ1飄漂(~浮)
2嫖瓢
5票漂(~亮)
m1喵
2苗描秒藐渺
5妙廟
t1刁貂雕凋叼
3鳥屌
5釣吊掉調(~動)
tʰ1挑(~水)
2條調(~和)迢挑(~戰)
5跳糶
l2撩療燎聊遼寥了(~結)瞭
5料尥廖鐐撂
tɕ1教(~書)膠郊交椒焦蕉嬌驕澆
3攪鉸狡絞剿僥矯繳餃角=
5教(~育)校(~對)較酵窖覺(睡~)轎叫
tɕʰ1敲繰(~邊)鍬悄
2樵喬橋蕎僑巧
5俏竅撬
ȵ2鳥齩-
5溺尿
ɕ1消宵霄硝銷逍囂蕭瀟簫肴
3小曉
5孝效校(學~)笑鞘
q1要(~求)腰妖邀幺(~二三)吆
2肴搖謠窯姚堯舀杳齩=
5靿要(重~)耀鷂

ɤu
t1兜都(~去)
2斗抖陡
5鬥鬭豆逗痘
tʰ1偷
2頭投敨
5透
l1摟(~錢)
2樓爐摟(~抱)簍耬
5漏瘺
ts1鄒謅
2走
5皺驟奏
tsʰ1搊
2愁瞅
5湊
s1搜餿颼蒐
2嗾擻
5瘦嗽(咳~)
tʂ1周舟謅州洲粥
2肘掫□(脾氣~)㨄
5晝紂宙咒
tʂʰ1抽
2綢稠籌仇酬醜
5臭
ʂ1收
2手首守
5受獸壽授售
ɻ1悠-
2柔揉
5肉
k1勾溝鉤
2狗苟垢
5購構夠彀
kʰ1摳瞘
2口
5叩扣寇
ŋ2藕偶耦
x1齁
2侯喉猴瘊吼
5后後厚候
q1歐毆
2嘔(~吐)
5慪

iɤu
t1丟
l1溜(~走了)
2琉硫榴留瘤劉流柳
5溜餾遛六
tɕ1揪髻鳩鬮糾
2酒九久韭灸
5臼舅咎救究就舊柩㾭
tɕʰ1秋靴囚泅丘蚯酋鞧
2求球仇(姓)毬糗=
ȵ1女妞
2牛紐扭鈕
5謬
ɕ1修羞休
2朽宿(星~)羞(~光)
5秀繡鏽袖
q1尤憂優悠=幽=
2郵由油遊猶有友酉
5莠誘又右祐柚釉幼

an
p1班斑頒般搬扳
3板版阪
5伴拌半絆扮辦瓣
pʰ1攀潘
2盤蟠磐袢(袷~)
5判叛盼襻
m2蠻瞞饅滿鏝(砍土~,一種勞動工具)
5慢漫幔墁鏝
f1帆藩番翻栓閂
2凡煩繁反返
5范範犯販泛飯涮
v1豌剜灣彎
2完丸玩頑宛皖晚挽綰軟阮
5萬蔓(瓜~)腕
t1丹單耽擔(~任)
2膽撣疸
5淡誕旦但擔(挑~)蛋彈(子~)
tʰ1貪灘攤癱坍
2壇檀彈痰談罈潭譚毯坦袒
5歎炭探
n2南男難(~易)
5難(患~)
l2蘭欄藍籃覽攬欖懶漤
5濫纜爛
ts1簪
2斬盞攢
5贊讚攢暫鏨站蘸
tsʰ1餐參摻攙
2蠶殘慚讒饞慘產鏟
5燦□(開線)
s1三山衫杉珊
2散饊傘
5散(分~)
tʂ1粘霑瞻氈
2展輾
5占佔戰棧綻顫(打~)湛
tʂʰ2蟬纏蟾嬋
5懺顫=(~抖)□蘸
ʂ1搧刪
2閃陝
5善疝扇騸膳單(姓)鄯擅釤(~鐮)苫
ɻ2燃然粘(~飯)染冉
k1乾(~溼)竿肝甘柑泔尷
2稈杆擀感敢撖趕
5幹(~活)贛
kʰ1看(~守)刊堪龕勘
2砍坎侃
5看(~見)瞰(鳥~)
ŋ5岸
x1鼾頇憨酣涎(~水)
2邗鹹-(~菜)寒韓含函罕喊還
5旱漢汗鍀翰撼憾
q1安鞍庵
5按案揞暗

ian
p1編鞭邊蝙
3貶扁匾
5辯辨變汴便辮遍
pʰ1偏篇翩
2便(~宜)諞
5騙片
m2棉綿娩勉免澠緬眠
5面麪
t1掂顛癲巔
2典點
5墊佃奠殿電店踮
tʰ1天添
2填田甜闐舔腆
l2廉鐮簾聯連蓮憐臉
5斂殮戀練楝鏈
tɕ1鑯尖殲監兼搛間(空~)艱奸煎堅肩
3減鹻檢儉簡襇柬揀剪繭趼
5鑒鑒艦漸劍間(~斷)諫澗鐧踐犍腱健建鍵薦見
tɕʰ1鹐簽謙遷乾箋千牽鉛
2鉗潛錢虔掮前淺遣
5欠歉縴=(~夫)芡=
ȵ1蔫
2鯰黏拈年碾輦攆撚
5念
ɕ1杴仙鮮掀先鍁
2咸鹹=銜嫌閑賢弦險顯
5陷餡限莧線羨憲獻現縣
q1淹醃閹焉嫣煙燕(~京)胭
2巖炎鹽閻嚴言延研沿掩儼眼演兗魘
5驗厭豔焰釅堰雁晏諺硯燕(~子)嚥宴

uan
t1端
3短
5椴緞段鍛斷踹(~出去)
tʰ2團
n2暖
l2鑾巒欒□(說，胡~)卵
5亂
ts1鑽(~研)
2□(髮髻,~~子)
5鑽(~洞)攥纂
tsʰ1汆
2攢(堆,~墳)欑
5竄篡
s1酸
5算蒜
tʂ1專磚
2轉(~告)
5撰篆轉(~圈)傳(~記)
tʂʰ1川穿
2傳(~達)椽船喘
k1冠(衣~)觀(參~)棺官鰥關
2管館
5貫灌罐觀(道~)冠(~軍)慣
kʰ1寬
2款
x1歡
2桓還(~原)環緩
5喚煥換幻患宦

yan
tɕ1捐娟涓鵑
2捲
5圈(豬~)眷卷(書~)倦
tɕʰ1圈(圓~)
2全泉拳權顴蜷犬
5勸券
ɕ1軒宣喧
2玄懸眩旋癬選
5旋(~喫~做)楦楥(鞋~)鏇
q1冤淵鴛
2袁轅園援圓員緣元原源遠
5怨院顧愿

ɑŋ
p1幫邦浜
2榜綁
5謗棒蚌
pʰ1滂
2螃旁膀(~胱)龐耪(~地)
5胖
m2忙芒茫盲莽蟒
f1方芳霜孀雙
2房肪防妨訪倣仿訪彷爽
5放雙(~生)
v1汪
2亡王枉往
5忘妄望旺
t1當(~時)襠
2黨擋(阻~)
5蕩當(上~)檔宕碭(~山)
tʰ1湯
2堂棠蝶唐糖塘倘躺淌
5燙趟
n1瀼(泥濘)
2囊饢攮
5齉
l2郎廊狼螅朗
5浪
ts1贓髒
5藏(西~)臟葬
tsʰ1倉蒼艙昌(~吉,地名)
2藏
s1桑喪(婚~)
2嗓搡
5喪(~失)
tʂ1張章樟
2漲掌長
5丈仗杖帳賬脹障瘴
tʂʰ1昌(~盛)菖娼
2長(~短)腸常嘗償廠場敞氅
5暢唱倡
ʂ1商傷墒
2裳晌賞
5上尚
ɻ2瓤壤嚷攘
5讓
k1鋼剛綱缸肛扛
2崗港
5鋼(~刀)虹杠□(強,脾氣~)
kʰ1康糠慷腔
2扛(~木頭)
5抗炕渴□(煎)
ŋ2昂卬
x1夯
2行(~幾)航杭
5巷
q1肮

iɑŋ
l2良涼量(~長)糧梁粱兩
5亮諒涼(~一下)輛量(數~)
tɕ1將(~來)漿薑韁礓薑疆江豇
3蔣獎槳講耩(~地)
5醬將(大~)匠降(下~)強
tɕʰ1槍羌腔=
2牆強搶
5嗆
ȵ2娘
5釀
ɕ1相箱廂湘襄鑲香鄉
2詳祥降(投~)想享響餉
5象像橡相向項
q1央秧殃
2羊洋烊楊陽揚瘍養癢仰
5樣漾

uɑŋ
tʂf1莊裝妝樁
2奘
5狀壯
tʂfʰ1瘡窗
2牀闖
5創撞
kf1光
2廣
5桄逛
kfʰ1筺筐匡
2狂
5曠眶況框礦
x1荒慌肓
2黃簧皇蝗凰謊晃(~眼)幌
5㨪

ɤŋ
p1錛崩蹦(跳~子)繃
3本
5笨奔蚌迸蹦
pʰ1噴烹澎怦抨
pʰ2盆膨彭棚朋蓬捧
pʰ5噴(~嚏)碰
m1悶(不通氣)蒙(~騙)
2門們虻=(牛~)萌盟蒙(~古)蠓
5悶(煩~）夢孟
f1分芬紛吩封峯峰蠭蜂豐瘋楓風
2焚墳逢縫馮粉
5憤忿糞奮份奉縫(一條~)俸鳳諷順舜
v1溫瘟翁嗡
2文紋蚊聞穩吻刎榮融茸容絨戎
5問甕閏潤
t1登燈蹬鐙
2等戥(~子)
5扽凳鄧瞪澄(水渾,~一~)
tʰ1熥吞
2騰謄藤疼
n2能
l2冷楞棱
5愣
ts1增曾(姓）爭箏睜
2怎
5憎贈掙
tsʰ1撐鐺(餅~)
2參(~差)岑層曾(~經)
5襯倀鋥牚蹭磣(~牙)
s1森薓僧生牲笙甥
2省(節~)
5滲□(潮冷，~人)
tʂ1針斟珍榛臻真征正(~月)蒸貞偵
2枕診疹丞拯整
5鎮陣振震鄭政正(~直)證症
tʂʰ1抻稱(~呼)蟶(~子)胂
2沈陳塵辰晨臣澄乘(~除)承程城成誠懲逞呈
5趁稱(相~)秤趁(~車)
ʂ1深身申伸紳呻升聲
2沈神繩審嬸
5腎甚慎剩勝盛(~大)聖
ɻ1扔
2壬任(姓)人仁忍
5任(~務)紝(縫~)刃認勒
k1跟根更(~改)庚耕羹
2梗埂哽耿
5更(~加)
kʰ1坑
2墾懇齦肯啃
5坑(陷,車~住了)
ŋ5摁
x1亨哼
2痕恒橫衡很
5恨杳橫(蠻~)
q1嗯恩

iŋ
p1賓彬檳冰兵
2稟秉丙餅
5殯鬢柄病併並
pʰ1拼
2頻貧憑平坪評萍屏瓶品
5聘姘牝
m2民明名鳴銘閩憫抿敏皿
5命
t1丁釘(鐵~)疔叮
2頂鼎
5錠釘(~住)訂定
tʰ1聽廳汀
2亭停廷庭艇挺
5停(~牌)
l1拎
2林淋鄰臨鱗燐陵淩靈零鈴伶翎檁領嶺
5賃吝零令另
tɕ1今金禁(~住)襟斤筋巾津兢更(打~)晴晶驚鯨京荊經
2莖頸境錦僅謹儘(~前)緊井警
5禁(~止)妗盡近進晉勁靜靖敬竟鏡淨經
tɕʰ1侵欽親清卿輕傾青蜻
2琴禽擒秦勤芹情晴擎寢請頃
5沁浸撳親(~家)磬慶凊(凝固)
ȵ2凝寧擰
5硬寧(~可)佞
ɕ1心欣辛新薪興(~旺)星腥馨
2行(~為)形型刑省(反~)醒擤(~鼻子)
5興(高~)信幸姓性
q1音陰殷吟淫因姻洇鶯鸚櫻英應鷹蠅嬰纓
2銀寅齦蠅迎盈贏營塋螢飲(~酒)引蚓隱尹影穎
5印飲(~馬)窨(地~子)映應(響~)

uŋ
tf1敦墩蹲東冬𢛔(癡嬯貌)
2盹董懂挏(搞髒,搞亂)
5盾沌頓鈍遁燉洞棟凍動
tfʰ1通
2屯豚飩臀同銅桐童瞳筒桶捅統
5褪慟痛
n2膿
5嫩弄
l2論(~語)侖輪淪倫隆龍農聾隴壟攏籠
5論(理~)
tsf1遵尊鬃宗蹤綜
2總
5粽縱慫
tsfʰ1村皴聰匆蔥囪從(~容)
2存從(跟~)叢
5寸
s1孫松鬆嵩
3𩩺損筍榫
5遜(托克~,地名)送宋訟頌誦訴-(告~)
tʂf1諄中忠衷終鐘忠
2準塚種(~類)腫
5重(輕~)中(射~)仲眾種(~樹)
tʂfʰ1春椿衝沖充舂
2脣純醇重(~複)崇蟲蠢寵
5沖(~子)
kf1公蚣工功攻弓躬宮供(~不起)恭
2滾龔鞏拱汞
5棍供貢共
kfʰ1昆崑坤空
2捆孔恐
5困睏控空(~缺)
x1昏婚葷轟揈烘
2渾魂餛宏弘虹=鴻洪紅訇(阿~)哄(~騙)
5混

yŋ
tɕ1軍君均鈞
2菌炯迥
5俊駿竣窘郡
tɕʰ2群裙瓊窮□(~~子,食品)
ɕ1熏薰勳兄凶胸匈洶
2尋旬荀循巡雄熊
5訊迅殉訓
q1暈擁臃雍庸
2雲勻耘隕永泳詠甬(~道)勇湧
5韻熨運暈(~車)孕用傭












