a
p[1]巴芭疤把八[2]拔[3]把[5]霸把{(勺子~)}坝爸耙罢[0]琶{(琵~)}
pʰ[1]趴[2]爬钯[5]怕帕
m[1]妈[2]麻[3]马码[5]骂[0]蟆{(蛤~)}
f[1]发{(~展)}[2]乏伐筏罚[3]法发{(理~)}
t[1]搭[2]答沓达[3]打[5]大
tʰ[1]塌塌踏={(~实)}[3]他獭塔榻榻踏-{(脚~实地)}[5]踏{(~板)}
n[2]拿[5]哪纳捺那=
l[1]拉[2]拉{(割)}[5]腊蜡辣
ʦ[1]扎-[2]杂[3]咋
ʦʰ[1]擦
s[1]撒[3]洒-[5]卅
tʂ[1]楂渣札扎=[2]闸炸{(油~)}铡[3]眨诈[5]榨炸{(爆~)}乍栅[0]蔗-{(甘~)}
tʂʰ[1]叉差{(~别)}插[2]茶搽查茬察[3]衩[5]杈岔差{(学习着~。)}
ʂ[1]沙纱杀[2]啥[3]傻洒[5]厦{(大~)}沙{(摇动，使东西里的杂物集中，以便清除:把米里的沙了~一~)}
k[1]嘎{(拟声词)}[3]嘎{(调皮)}尬-[5]尬=
kʰ[3]卡{(~车)}
x[1]哈[2]蛤=[5]那-
∅[1]阿

ia
p[1]吧{(~唧:嘴唇开合做声)}
ʨ[1]夹家加嘉佳[3]甲假{(真~、放~)}痂贾胛[5]架稼嫁价驾
ʨʰ[1]掐[3]卡{(发~)}卡{(夹在中间不能动:嗓了里~住咧个鱼刺。)}[5]洽
ɕ[1]虾瞎[2]匣霞瑕遐暇狭峡辖[5]下夏厦{(~门)}
∅[1]丫鸭押压[2]牙衙芽伢涯=崖=[3]雅哑[5]亚轧[0]呀=

ua
tʂ[1]抓=[3]爪
tʂʰ[1]欻{(形容短促迅速的声音:~就把信撕咧。)}抓-{(突然扑过去逮住:鸡找狗~死咧。)}
ʂ[1]刷[2]刷{(挑拣:~咧两次。)}[3]耍
ʐ[3]□{(身体虚弱)}
k[1]瓜刮[3]寡[5]挂卦
kʰ[1]夸[3]垮侉{(语音不正，特指口音跟本地语音不同:张老师是外地的，说话着~。)}[5]胯跨
x[1]花华[2]铧划{(~洋火)}滑猾[5]化话画桦华{(姓)}划{(计~)}
∅[1]蛙洼挖[3]瓦[5]袜

o
p[1]菠玻钵拨饽[2]驳博薄=伯=[3]簸{(动词，~米)}帛剥=[5]勃簸{(名词，~箕)}泊
pʰ[1]波坡泼[2]婆[3]跛[5]破迫=魄=
