	资料来源：《戴南镇志》	参考资料：《兴化方言地理语言学研究》	音系说明：阴平作前字和所有声调连读由21变22，阳平作前字和所有声调连读由45变55，上声作前字和所有声调连读由213变23。入声字在零声母字前会失去喉塞尾音，阴入调值由4变44，跟去声相同，阳入调值由45变为21，跟阴平相同。			
	阴平	阳平	上声	去声	阴入	阳入
	21	45	213	443	4	5
pɿ	屄		比譬鄙	臂毙-		
pʰɿ	批胚坯痱披被-	陪赔裴琵皮便（~宜）疲脾	丕痞	配-屁		
mɿ	妹-	迷谜眉弥糜	米美			
tɿ	低=		底=抵=	帝=弟=第=地=		
tʰɿ	梯=	堤=提=题=啼=蹄=	体=	替=剃=屉=递=		
nɿ	痢	尼泥犁梨黎倪离篱璃	礼李里理鲤	例-厉-励丽隶腻利吏		
tsɿ	资姿兹滋之芝知蜘支枝肢脂栀鸡机基饥几（~何）低-		旨指子止址趾梓紫纸姊几（~个、茶~）挤己纪底-抵-	志痣字=忌=至致置智制济计记继季既系（~带子）寄翅		
tsʰɿ	自痴嗤（~笑）寺字-雌差（参~）妻溪期欺忌-梯-弟-第-地-	瓷迟慈糍辞词祠持池驰齐脐祁鳍棋旗祈奇骑堤-提-题-啼-蹄-	此耻匙侈（奢~）启砌起体岂	刺疵赐次器弃气汽替-涕剃-屉-（抽~）递-		
sɿ	市柿事斯撕施司私师诗西熙希稀嬉	时鲥	史使始死矢洗喜嬉屎	势逝四示视嗜似祀士仕伺饲侍试细戏系氏		
ɿ	伊医衣依	夷姨疑饴沂宜谊仪移遗	已以倚椅蚁	艺肆拟意乙忆臆异毅义议易翼		
pu	㚴（~~：姑母）		补捕哺	布部		
pʰu	铺簿步孵潽	蒲菩	普谱甫脯辅	铺（店~）		
fu	夫肤麸（麦~）衭父妇互户副（一~）	胡湖猢壶符扶巫诬浮俘	虎浒戽（~水）腐府	沪付赋傅赴讣附负富副（正~）		
tu	都（首~）		都（~是）赌堵肚（~子）	杜妒度渡镀		
tʰu	肚（~里）	徒屠途涂塗图	土吐	唾兔		
lu	路露	庐炉芦	鲁卤	赂		
tsu	租猪诸朱诛蛛株珠		主拄祖阻煮	注住=蛀著助铸		
tsʰu	住-粗初	除储锄厨雏殊（特~）	楚处（相~）暑鼠	醋处		
su	苏书梳舒枢输竖		薯数（动词）	素诉塑蔬署数（名词）漱		
ʐu		如儒	汝乳			
ku	姑孤箍		古股鼓估（~计）	故固锢雇顾		
kʰu	枯		苦	库		
u		吴蜈梧无	五伍午武舞侮鹉	焐悟务雾戊		
ty	堆-			对-队-兑-句（又读）帝-		
tʰy	推-		腿-体-	退-蜕-		
ny		驴雷-	女吕旅缕屡儡-（傀~）	虑滤内-累-类-泪		
tɕy	居车（~马炮）拘驹追-锥-堆-（又读）句-		举嘴-矩	巨拒距据踞锯具俱聚惧罪-最-醉-句-坠-队-（又读）		
tɕʰy	蛆聚-区驱催-崔-吹-炊-	徐渠瞿随-槌锤-捶-	取娶腿-（又读）	去趣脆-翠-退（又读）		
ɕy	虚墟嘘须需虽-尿-	髓垂谁	许水-	序叙绪婿碎-岁-税-睡-遂隧穗		
y	淤与吁遇玉	鱼渔余愚虞俞逾愉榆于盂	雨宇羽禹语	御誉预豫喻裕寓		
pa	巴芭疤		把	霸坝爸罢把（~子）		
pʰa	趴	爬杷耙琶（琵~）		怕		
ma	妈骂	麻吗	马码把（给）			
ta	大-	打		大=		
tʰa	他她它					
na	拉	拿	哪	那		
tsa	渣遮		咱渣（碎）	炸诈榨		
tsʰa	叉杈差车	茶搽查	扯	岔		
sa	沙纱	蛇佘	洒舍（~得）傻	舍（~儿）赦		
ʐa			惹			
ka	家-枷-			嫁-		
kʰa	□（塞）	□（争：~强）	卡	揢（持）		
xa	下-虾-（~儿）	还				
a	丫桠砑（压平）	牙-芽-	哑也			
ia	爹（~~：祖父）		嗲			
tɕia	家=加枷=痂嘉稼佳		假贾姐	价驾嫁=借		
tɕʰia		茄邪斜		笡（倾斜）		
ɕia	下=（~降）虾=夏厦谢-	霞瑕遐	写-	些泻卸		
ia	鸦夜	牙=伢=衙涯崖	野雅	亚		
kua	瓜		寡剐	挂卦		
kʰua	夸垮		侉	跨		
xua	画话花化（兴~）	华划=		画（~儿）化		
ua	蛙搲画（~招：认错）	划-	瓦			
tɕya	抓		爪			
tɕʰya		瘸				
ɕya	靴		耍			
ya	𦚢（~爪儿）					
pɛ	爸-（~~：父亲）		摆	拜败=		
pʰɛ	败-	牌	□（踩）	派		
mɛ	卖	埋	买	迈		
vɛ	外歪		崴䠚（摇摆）	喂		
tɛ	呆		歹逮	怠戴代贷带		
tʰɛ	胎苔待态袋汰	台抬	怠（疲惫）	太		
nɛ	赖癞	来	乃奶	耐奈		
tsɛ	灾斋栽		者宰载	再债寨		
tsʰɛ	猜在钗差（出~）	才材财裁柴豺	采採彩踩䜺	蔡菜		
sɛ	腮鳃筛	奢		社射麝赛晒		
kɛ	该皆阶-秸街		改解-（~救）	慨溉盖丐介疥届戒界-		
kʰɛ	开揩	□（~气）	凯楷慨（慷~）	慨（感~）楷隑（倚也）		
xɛ	害-亥骇解（姓）懈-	孩鞋谐-	蟹海	害=		
ɛ	哀挨（~次儿）碍艾	挨（遭受）癌呆（~滞）	矮蔼	爱		
tɕiɛ	阶=		解=（~放）	介=界=芥械		
ɕiɛ		谐=	写=	谢=懈=		
iɛ				液（~体）		
kuɛ	乖		拐	怪		
kʰuɛ	㧟（挎）			块快筷会（~计）刽（~子手）桧		
xuɛ		怀槐淮	□（挥动）	坏		
tɕyɛ			跩（高傲）			
tɕʰyɛ	揣					
ɕyɛ	衰摔		甩	帅率（~领）		
pɔ	包胞		保褒堡宝饱	报暴（风~）爆豹		
pʰɔ	抱菢（~小鸡）抛鲍（姓）	跑袍		泡炮		
mɔ	冒帽□（霉~）	毛矛茅猫	卯铆	貌（礼~）		
tɔ	刀叨		祷岛捣倒（~台）	道=到倒（颠~）导=盗		
tʰɔ	滔掏道-（~士）稻导-	桃逃淘陶萄	讨	套		
lɔ	闹	劳捞涝牢	老脑恼			
tsɔ	召招遭		早枣蚤澡沼	兆灶照诏罩躁		
tsʰɔ	操抄赵超皂造-	曹槽巢朝（~代）潮	草吵炒	造=糙		
sɔ	烧骚臊梢稍捎邵	绍韶	少（多~）嫂扫	少（~年）（快~）		
ʐɔ	绕（~线）	饶	扰挠	绕（~圈子）		
kɔ	高膏篙羔糕教-茭（~瓜）		稿搞搅	告膏（~油）觉-（睡~）酵（面~）窖-		
kʰɔ	敲-		考烤拷	靠犒		
xɔ	号（~码）薅浩	号（~叫）豪壕嚎	好（~坏）	好（爱~）耗孝-（穿~）		
ɔ	□（夸赞）	熬	懊（~恼）咬袄	傲奥澳		
piɔ	标膘镖彪		表			
pʰiɔ	飘漂（~流）	瓢嫖	漂（~白）	票漂（~亮）		
miɔ	庙	苗描瞄	秒藐渺	妙缪		
tiɔ	刁貂雕		屌	吊钓调掉=		
tʰiɔ	挑（~担）掉-（~头）	条调（~和）	挑（~拨）	跳		
niɔ	料撂	燎撩僚疗辽聊	鸟了（~结）	寥尿=（~素）		
tɕiɔ	交郊胶蛟焦蕉椒骄娇浇		绞狡饺皎剿缴搅=	教=（~育）校（~对）较觉=（睡~）叫窖=		
tɕʰiɔ	锹轿敲=	乔侨挢（~舀）桥荞（~麦）	巧悄	俏翘		
ɕiɔ	肖消霄硝销宵嚣萧箫校（学~）效-	肴淆	小筱晓	笑孝=酵（发~）啸效=		
iɔ	妖要（~求）腰邀吆	尧姚摇谣窑	舀杳	要耀		
po	坡波菠玻		跛			
pʰo		婆	颇剖笸（~箩）	破		
mo	磨（~面）	模摹谋磨（~刀）	母拇亩牡某	暮慕墓募茂贸		
to	多		朵躲	惰剁		
tʰo	拖舵大（~小）楕（~圆）垛	驮驼	妥	毻（~毛）		
no	啰（~嗦）糯	罗锣箩螺脶奴挪	努裸	那-怒		
tso			左佐	坐=座=做		
tsʰo	坐-座-搓	矬（矮、瘫）		锉措错		
so	唆梭		锁琐所			
ko	哥歌-戈锅		果裹	过		
kʰo	科棵窠颗		可	课锞		
xo	贺祸呵煆	禾和荷（~花）	火伙	货		
o	饿窝	俄鹅蛾讹	我（又读）	卧		
pəi	杯悲卑碑			贝敝蔽弊毙=币辈背倍备被=		
pʰəi	蓖（~麻）	培		沛佩配=		
məi		梅玫	每	妹=		
fəi	飞非妃	肥	匪菲翡	废肺吠费䕠		
vəi	为（~了）萎煨魏威卫-味-	危桅维惟唯韦违围微	委伪伟苇纬	卫=位未味=畏胃谓慰		
tuəi	堆=			对=队=兑=		
tʰuəi	推=		腿=	退=蜕=（~化）		
nuəi		雷=	儡=（傀~）垒	内=累=类=		
tsuəi	追=锥=		嘴=	罪=最=醉=坠=		
tsʰuəi	崔=催=摧吹=炊=聚=	随=锤=捶=		脆=翠=悴		
suəi	虽=尿=	随=垂谁	水=	碎=岁=税=睡=瑞-		
ʐuəi				瑞=芮锐		
kuəi	圭规龟归闺		鬼诡轨	桂贵		
kʰuəi	亏盔跪	奎葵魁逵	傀（~儡）	溃愧		
xuəi	灰恢会（~得）挥辉徽	回茴蛔	悔毁	会（开~）绘蕙慧贿		
fɤɯ			否			
tɤɯ	兜		斗（升~）抖陡	斗（~争）逗		
tʰɤɯ	偷豆	头投		透		
nɤɯ	漏	楼	篓搂	陋肉-（猪~）		
tsɤɯ	舟周州洲		走肘	奏宙邹绉骤咒纣		
tsʰɤɯ	抽	稠绸筹愁仇酬	丑	臭凑		
sɤɯ	受寿收馊搜	□（吮吸）	手守首			
ʐɤɯ		柔揉				
kɤɯ	歌=勾钩沟		苟狗	个够构购		
kʰɤɯ	抠		口	扣（~留）寇		
xɤɯ	后厚候-（伺~）	喉猴瘊	吼	候=䞧（跳越、跛行）鲘（~鱼：乌鳢）		
ɤɯ	欧殴	牛-（~子，~𦅊）	呕偶藕	沤怄		
niɤɯ	溜（水急）	牛=刘留榴流硫琉	扭纽柳	溜（~冰）馏熘（醋~、~炒）蹓（~冰）六（读数字）		
tɕiɤɯ	揪纠鸠阄鬏		九久灸酒韭	救枢舅=		
tɕʰiɤɯ	秋丘旧臼舅-就	求球囚泅仇（姓）	揪（又读）			
ɕiɤɯ	修休羞		朽	秀绣锈袖嗅		
iɤɯ	优忧幽又右悠	由油邮游尤犹	友有莠酉	诱幼		
ɚ	二贰	儿而	尔耳			
piɪ̃	边鞭编鳊蝙		贬扁匾	辨辩变		
pʰiɪ̃	篇偏辫			骗遍片		
miɪ̃	面命	棉绵	免勉娩缅			
tiɪ̃	掂颠		点典	店电殿奠佃		
tʰiɪ̃	天添垫	甜田填	舔	掭		
niɪ̃	念	粘年	碾辇			
liɪ̃		廉镰帘连莲联怜	敛殓脸	练炼楝恋令		
tɕiɪ̃	尖歼兼搛煎肩坚		检剪	见建健键饯贱=溅=剑箭		
tɕʰiɪ̃	千迁件牵签笺谦贱-溅-	缠前潜钱禅蝉	浅遣	欠歉		
ɕiɪ̃	先仙鲜煽掀县杏（~子）	嫌贤弦	陕-闪-险宪显	线羡扇献现		
iɪ̃	验淹阉腌烟	盐沿言严炎然燃研檐阎	染掩演冉	厌艳谚燕宴堰		
pɛ̃	班斑颁般扳		板版	扮办绊瓣		
pʰɛ̃	攀	□（步涉水）				
mɛ̃	慢漫=	蛮				
fɛ̃	帆番翻饭范（姓）	凡繁烦	反返	范（模~）犯泛贩		
vɛ̃	弯湾万	玩	晚挽	畹（田块：~子）		
tɛ̃	耽担（~任）丹单		胆掸	旦但担（挑~）弹（子~）蛋=		
tʰɛ̃	贪坍淡滩瘫蛋-	弹（~琴）谈痰坛潭谭	坦毯	叹炭探		
lɛ̃	烂滥-	南=男=难蓝篮兰拦栏	两（~个）览揽缆懒	滥=		
tsɛ̃			斩盏	暂錾站战蘸赞栈		
tsʰɛ̃	参搀餐	惭残馋	产铲惨	颤忏		
sɛ̃	三山杉衫珊		陕=（~西）闪=散（~开）伞	散（分~）善疝		
kɛ̃	甘柑泔尴干=肝=竿=间-		感敢橄拣	干（~活）		
