字	音	调	注释									
日	ŋit	5	日头									
头	tʰeu	2										
月	ŋiat	7	原文为:月ʃiat7 月娘ŋiat1niɔŋ2			1	2	3	4	5	6	7
娘	niɔŋ	2				阴平	阳平	上声	去声	阴入	中阴入	阳入
河	ho	2	河溪:银河			22	254	31	55	132	214	43
溪	kʰe	1				˨˨	˨˥˦	˧˩	˥˥	˩˧˨	˨˩˦	˦˧
星	sen	1	星过弓:流星									
过	ko	3										
弓	kiuŋ	1										
起	kʰi	3	起风:刮风									
风	fuŋ	1										
鸣	miaŋ	2	鸣雷:打雷									
雷	lui	2										
□	ŋiap	5	ŋiap5len3闪电,原文为左目右聂									
链	len	3										
落	loʔ	7	落雨:下雨									
雨	vu	3	西北雨:雷阵雨									
西	se	1										
北	pet	5										
浸	tsim	3	浸濛:起雾									
濛	mɔŋ	2										
做	tso	3	做旱:天旱									
作	tsoʔ	6	作田:种地									
旱	hon	1										
天	tʰæn	1	天晴									
晴	tsʰiaŋ	2										
烧	ʃieu	1	烧暖:暖和									
暖	non	1										
水	fi	3	烧水:热水									
凉	liɔŋ	2										
火	fo	3										
烟	dzæn	1	火烟:炊烟									
唇	fin	2	旁边,边缘:溪唇,唇头(原文做舷)									
舷	fin	2	旁边,边缘:溪舷,舷头(应为唇)									
山	san	1	出山:出殡									
墩	tun	1										
子	tsɿ	3	山墩子,番子火(原文记音同时出现i和l,本人猜测为ɿ)									
崠	tuŋ	3	山崠:山顶									
岽	tuŋ	3	山崠:山顶									
沟	keu	1										
涵	ham	2	涵空:阴沟									
空	kʰuŋ	1										
地	tʰi	4	坟墓									
冷	len	1										
滚	kun	3	滚水									
冰	pen	1										
霜	sɔŋ	1										
雾	vu	4	雾濛									
虹	kʰiuŋ	4	彩虹(原文为共)									
狗	keu	3										
食	ʃet	7	天狗食日:日食									
大	tʰai	4	做大水									
大	tua	4	阿大(闽南语借音)									
旧	kʰiu	4	旧年									
年	læn	2	年头									
新	sin	1										
正	tʃiaŋ	1	新正:春节									
三	sam	1										
十	ʃip	7										
暗	am	3										
晡	pʰu	1	三十暗晡:除夕									
晡	pu	1	食暗晡顿:吃晚饭									
半	pan	3	正月半:元宵									
归	kui	1	归日:整天									
今	kin	1	今日:今天									
今	kim	1	现在									
小	seu	3										
早	tso	3	小早:明天									
早	tʃiu	3	食清早顿:吃早饭									
昨	tsʰa	1	昨日:昨天									
后	heu	4	后日:后天									
时	ʃi	2	时节:时候									
节	tsiat	5										
现	hian	4										
在	tsʰai	4										
岁	se	3										
夜	dzia	4	暗夜:晚上(长乐为暗晡头)									
透	tʰeu	3	透夜:通宵									
清	tsʰin	1	清早头:清早,干净:清气									
清	tsʰiaŋ	1	光溜溜的:清清									
当	tɔŋ	1	当昼:中午									
昼	tʃiu	3	当昼,下昼									
下	ha	1	屋下:我家,灶下:厨房									
下	ha	2	下昼:下午									
下	ha	4	一下子:一会儿									
讨	tʰɔ	3	讨暗:傍晚									
一	dzit	5	一字钟:五分钟									
字	tsʰɿ	4	纸字:钞票									
钟	tʃiuŋ	1										
左	tso	3	左片:左边									
片	pʰæn	3	左片,右片									
右	dziu	4	右片:右边									
中	tsuŋ	1	中间									
间	kæn	1	单间屋子									
外	ŋuai	4	十外年:十几年									
里	le	3	外里:外边									
初	tsʰu	1	年初一:大年初一									
七	tsʰit	5	七月半									
历	let	7	过时月历:黄历									
冬	tuŋ	1	年冬:年景									
屋	vuʔ	6	整座房子									
门	mun	2										
深	tsʰim	1										
井	tsiaŋ	3	深井:天井									
上	ʃioŋ	4										
坎	kʰam	3	上坎:台阶									
梁	liɔŋ	2	屋梁:屋脊									
坪	pʰiaŋ	2	坪崠:天台									
柱	tʃʰy	1	柱子									
学	hoʔ	7	学堂									
堂	tʰɔŋ	2										
灶	tso	3	灶下:厨房									
屎	ʃi	3	乌蝇屎:雀斑									
缸	kɔŋ	1	屎缸:厕所									
猪	tʃy	1										
岫	seu	3	猪岫:猪圈									
牛	ŋiu	2										
栏	lan	2	牛栏:牛棚									
瓦	ŋuã	3	瓦片									
巷	hɔŋ	4										
番	huan	1	番子油,番子火									
番	fan	1	又									
油	dziu	2	番子油:煤油									
竹	tʃuʔ	6										
篙	ko	1	竹篙									
脚	kioʔ	6	脚踏车									
踏	tap	5										
车	tʃʰa	1										
电	tʰæn	4	电火:手电筒,电油:电池									
锅	vo	1										
煎	tsæn	1										
匙	ʃi	2	煎匙:锅铲									
箕	kʰi	2	箕头:炊帚									
箸	tʃʰy	4										
篓	lui	3	箸篓:筷笼(原文为箸累)									
匏	pʰu	2	匏勺:瓢									
勺	ʃioʔ	7										
调	tʰæu	1										
羹	ken	1	调羹:汤匙									
米	mi	3										
筛	tsʰe	1	米筛:筛子									
砧	tiam	1	案板									
罐	kuan	3	电罐:热水瓶									
瓶	pʰen	2										
管	kuan	3	管子:瓶子									
牙	ŋa	2	牙蕉:香蕉									
抿	min	3	牙抿:牙刷									
酒	tsiu	3										
瓯	eu	1	酒杯									
眠	min	2	眠床									
床	sɔŋ	2	眠床,笼床									
交	kau	1										
椅	dzi	3	交椅:靠背椅子									
墨	miʔ	7	墨盘:砚台									
盘	pʰan	2										
桌	tsoʔ	6	桌柜拖:抽屉									
柜	kʰui	4										
拖	tʰo	1										
面	mian	3										
盆	pʰun	2	面盆:脸盆									
帕	pʰa	3	面帕:毛巾									
蜡	lap	7	肥皂									
䀁	fui	2	陶瓷									
缶	fui	2	陶瓷									
笼	luŋ	2	笼床:蒸笼									
笼	liuŋ	2	火笼:手炉									
拔	pʰat	7										
桶	tʰuŋ	3	拔桶:吊桶									
索	soʔ	6	索子:绳子									
书	ʃy	1	书本									
毛	mɔ	2										
笔	pit	5	毛笔(霞北,大溪,长乐用水笔)									
批	pʰe	1	书信									
壳	kʰoʔ	6	批壳:信封									
粗	tʃʰu	1										
纸	tʃi	3	粗纸:手纸,纸票,纸字									
纸	tʃʰi	3	纸鴞:风筝									
鴞	dzeu	1	纸鴞:风筝,鴞婆:老鹰									
铳	tʃʰiuŋ	3										
烛	tʃuʔ	6	蜡烛:洋蜡									
灯	ten	1	灯火:油气灯									
盏	tsan	3	灯盏:油灯									
白	pʰaʔ	7	白火:汽灯									
洗	se	3										
衫	sam	1										
枋	piɔŋ	1	洗衫枋:搓板儿									
箍	kʰeu	1	圆篾,量词,元(钱)									
臭	tʃʰiu	3										
丸	vian	2	臭丸:樟脑丸									
票	pʰeu	3	纸票:钞票									
银	ŋyn	2	白银,大银:银元									
蒔	ʃit	6	蒔田:插秧									
埘	ʃit	6	埘田:插秧									
田	tʰæn	2	埘田:插秧									
汁	tʃip	5	米汁:泔水(原文汁为tip5)									
捉	tsoʔ	6										
鱼	m	2										
笠	liʔ	7	笠婆:斗笠									
婆	pʰo	2	家婆:婆婆									
家	ka	1										
畜	hiuʔ	6	家畜									
生	saŋ	1	后生:儿子,惊生分:怕见生人									
生	sen	1	做生理人:生意人									
卵	lon	3	生卵:下蛋									
懒	lan	4	懒尸:懒惰									
懒	lai	4	(替字)lai4伏:抱窝									
伏	pʰu	4	lai4伏:抱窝									
镰	liam	2	镰子:镰刀									
镢	kioʔ	6	镢头:锄头									
棕	tsuŋ	1										
蓑	sui	1	棕蓑:蓑衣									
牯	ku	3	牯头:公猪,牛牯:公牛									
哥	ko	1	猪哥:种猪									
鸡	ke	1										
公	kuŋ	1	鸡公									
公	kɔŋ	1	老公:丈夫									
髻	ki	3	鸡髻:鸡冠									
腎	kʰin	1	鸡腎:鸡胗									
鸟	tæu	3										
鸟	tsiau	3	鸟岫:鸟窝(原文记作爪岫)									
爪	tsiau	3	爪岫:鸟窝									
翼	dzit	7	翅膀									
楼	leu	2										
雀	tsʰiaʔ	5	楼雀:麻雀									
禾	vɔ	2	禾必子:麻雀(原文ɔ和o都有)									
必	pit	5	禾必子:麻雀									
阿	a	1										
鹊	siaʔ	6	阿鹊:喜鹊									
鹰	en	1	鹰子									
黄	voŋ	2										
蚁	ŋi	3	黄蚁:蚂蚁									
虫	tʃʰiuŋ	2										
䘆	fian	3	虫䘆:蚯蚓									
蜂	pʰuŋ	1										
炎	dzam	4	火炎虫:萤火虫(长乐,大溪,霞北用火炎公)									
蠓	muŋ	1	蚊子									
蝇	dzin	2	乌蝇:苍蝇									
虱	set	5	狗虱:跳蚤									
老	lo	3										
蟹	he	3	老蟹									
泥	ni	2										
鳅	tsʰiu	1										
松	tsʰiuŋ	1										
柏	paʔ	6										
檑	lui	2	松柏檑:松球									
桑	sɔŋ	1										
柑	kam	1										
橘	kit	5										
檨	suaĩ	1	芒果									
梨	li	2	番梨:菠萝									
秆	kon	3	稻草									
谷	kuʔ	6										
糯	nu	4										
屑	sia	2	米口									
麦	maʔ	7	番麦:玉米									
麻	ma	2	乌麻:芝麻									
薰	fun	1	烟草									
薯	ʃy	2	番薯									
豆	tʰeu	4	番豆:花生,豆油:酱油									
茄	kʰeu	2										
葱	tsʰuŋ	1	北葱:洋葱									
蕹	vuŋ	3	蕹菜:空心菜									
菜	tsʰue	3	菜头									
角	koʔ	6	角子菜:菠菜									
红	fuŋ	2	红菜头									
椒	tseu	1	椒子:辣椒									
金	kim	1										
瓜	kua	1	金瓜:南瓜									
蕉	tseu	1										
姜	kiɔŋ	1										
嫲	ma	2	姜嫲:姜									
花	fa	1	鸡髻花:鸡冠花									
男	nam	2	男子人:男人									
人	ŋin	2										
妇	pu	2	妇娘人:已婚女人									
妇	pu	1	妇娘:妻子									
娘	ŋiɔŋ	2	老妇娘人:老太婆									
细	se	3	细子:小孩									
细	ɕe	3	担杂细:货郎(原文为tse3)									
伙	fo	3	老伙子:老人家									
妃	pʰe	1	新妃子:童养媳,新妃:儿媳妇									
妹	mue	3	妹子:女孩子									
𡢃	kan	3	妹子𡢃:童养媳									
主	tʃy	3	屋主:房东									
担	tam	1										
杂	tsʰap	7										
隔	kaʔ	5	隔壁									
壁	piaʔ	6										
匠	tʃʰiɔŋ	4	水匠:泥水匠									
道	tʰo	4										
士	ʃɿ	4										
师	se	1	师公:道士									
客	kʰaʔ	6	人客:客人									
亲	tsʰin	1										
房	fɔŋ	2	亲房:堂亲									
乞	ket	5	乞食:乞丐									
斑	pæn	1	斑皮:麻脸									
皮	pʰi	2										
青	tsʰiaŋ	1										
盲	miaŋ	2	青盲:盲人									
哑	a	3										
口	keu	3	哑口:哑巴									
口	kʰeu	3	喷口:打鼾									
耳	ŋi	3	耳子:耳朵									
聋	luŋ	2	臭耳聋:聋子									
跛	pai	3	跛脚:瘸子									
自	tsʰɿ	1	自家人:自己人									
理	li	3	做生理人:生意人									
爸	pa	1	阿爸									
爷	dza	2	阿爷:父亲									
𡟓	ue	1	𡟓奶:母亲									
娭	ue	1	娭奶:母亲									
奶	ni	3	娭奶:母亲									
奶	ne	3	阿奶:母亲									
爹	ta	1	阿爹:祖父									
妈	ma	3	外妈:外祖母									
兄	hiã	1	阿兄:哥哥									
兄	ʃiuŋ	1	结拜兄弟:把兄弟									
弟	tʰe	1	老弟:弟弟									
姊	tsi	3	阿姊:姐姐									
伯	paʔ	6	阿伯:伯父									
姆	m	3	阿姆:伯母(长乐,大溪,霞北)									
叔	ʃuʔ	6										
婶	sim	3	阿婶:叔母(长乐,大溪,霞北)									
郎	lɔŋ	2										
婿	se	3	婿郎:女婿									
舅	kʰiu	1	阿舅									
丈	tʃʰiɔŋ	4										
夫	pu	1	丈夫									
官	kuan	1	家官:公公									
契	kʰe	3	契子:干儿子									
结	kiat	5										
拜	pai	3										
姑	ku	1										
姨	dzi	2										
身	ʃin	1										
体	tʰi	3										
目	muʔ	6										
眉	mi	2	目眉									
毛	mu	1	目眉毛:眉毛									
脑	nau	1	头脑皮,头脑毛									
䫌	pʰe	3	嘴䫌:腮帮									
珠	tʃu	1	目珠:眼睛									
仁	dzin	2	目珠仁:眼珠									
须	ʃy	1	嘴须:胡须									
颈	kiaŋ	3	颈骨:脖子									
骨	kut	5										
腹	puʔ	5	屎腹头:屁股									
手	ʃiu	3										
背	pe	1	背手:左手									
正	tsin	3	正手:右手									
脊	tsiaʔ	6	背脊:背部									
肚	tu	3	腹肚:肚子,大屎肚:怀孕贬称									
脐	tsi	2	腹脐:肚脐									
膝	tsʰit	5	膝头:膝盖									
掌	tʃiaŋ	3	脚掌:脚跟(霞北,长乐,大溪用后掌)									
病	pʰiaŋ	4	病子:害喜									
怀	huai	2										
孕	dzin	4										
巴	pa	1	巴嘴:打哈欠									
发	put	5	起发寒:发疟子									
寒	hon	2										
出	tʃʰyt	5	出麻:出麻疹									
喷	pʰun	3	喷口:打鼾									
喊	hon	3	喊口:打鼾(霞北,大溪)									
舌	ʃet	4	大舌:口吃									
痧	sa	1	发痧:中暑									
癞	tʰai	1	癞哥:麻风									
疕	pʰi	3	结疕:结痂									
葬	tsɔŋ	3	出葬:出葬									
讨	tʰu	3	讨新妇:娶媳妇									
贴	tʰæp	5	屎贴子:尿布									
饭	pʰon	4										
糜	mue	2										
饮	dzim	3	米汤									
线	sian	3	面线									
炸	tsa	1										
粿	kue	3	油炸粿:油条									
腐	fu	4										
乳	dzy	3	豆腐乳:酱豆腐									
糖	tʰɔŋ	2	乌糖:红糖									
条	tʰeu	2	霜条:冰棍									
灰	fue	1	灰卵:松花蛋									
茶	tʃʰia	2	茶米:茶叶									
袖	tsʰiu	4	衫袖:袖子									
澜	lan	4	澜衣:围嘴巾									
衣	dzi	1										
筒	tʰuŋ	2	薰筒:旱烟筒									
鞋	he	2										
枵	iau	1	饿									
顿	tun	3										
号	vo	3	苦									
咬	ŋau	4										
吐	tʰu	3										
嗍	soʔ	6										
供	kiuŋ	1	供饭:喂饭									
提	tʰeʔ	7	(训)拿,原文为扌带									
装	tsɔŋ	1	盛饭									
滕	tʰen	2	滕茶:倒茶									
斟	tsim	1	斟茶:倒茶									
炊	tsʰe	1	蒸									
治	tʃʰi	2	杀									
毒	tʰeu	4	毒杀									
着	tsoʔ	6	着衣:穿衣									
戴	tue	3	戴帽子									
戴	tai	3	戴眼镜									
寻	tsʰim	2	寻找									
走	tseu	3	跑									
刺	tsʰiaʔ	6	刺毛衣:打毛衣									
蹽	leu	2	跋涉,蹽水:涉水									
拄	tu	3	支撑									
嫽	leu	4	玩									
讲	kɔŋ	3	讲白贼:撒谎									
贼	tsʰet	7										
罔	mɔŋ	3	罔讲:闲谈									
浴	dzyʔ	7	洗浴									
煠	sap	7	用开水煮肉									
趁	tʰan	3	趁钱:赚钱									
钱	tsʰian	2										
咒	tsiu	3										
知	ti	1	知道									
见	kian	3										
笑	seu	3	见笑:丢人.惭愧									
想	siɔŋ	4	想念,思念,巴望									
受	ʃiu	4	受气:生气									
斗	teu	3	斗手:帮忙,门斗:门槛									
博	poʔ	6	幸得									
毋	m	4	毋甘:舍不得(原文为呣)									
甘	kam	1										
惊	kiaŋ	1										
吹	tsʰe	1	吹凉:乘凉									
屙	o	1	屙尿,屙屎									
尿	neu	4										
放	piɔŋ	3	放棋:下棋,天放:忘记									
棋	kʰi	2	放棋,捉棋:下棋									
气	kʰi	3										
味	mi	4										
睡	fe	4										
高	ko	1										
低	te	1										
矮	e	3										
幼	dziu	3										
弯	van	1										
竭	kʰiat	8	浓稠:竭粥									
酽	ŋiam	2	浓:酽茶,酽酒									
薄	pʰoʔ	7	薄:薄茶,薄酒									
阔	kʰuat	5	宽阔									
焦	tsau	1	干燥:焦土									
乌	vu	1	黑									
肥	pʰui	2	肥胖									
匀	vin	2	匀称									
尸	ʃi	1	懒尸:懒惰									
识	sit	5	晓得,懂得									
闹	nau	4	闹热									
热	niat	7	闹热									
热	ŋiat	7	翕热:闷热									
精	tsiaŋ	1	美									
𠢕	ŋau	2	能干									
嘴	tse	3										
渴	kʰat	5	嘴渴:口渴									
翕	hip	5	翕热:闷热									
疾	tsʰit	7	痛									
分	fun	1	惊生分:怕见生人									
分	pun	1	给									
我	ŋai	2										
渠	ky	2	渠大家:他们									
几	ki	1										
多	to	1	几多:多少									
兜	teu	1	量词,块(饼)									
支	ki	1	量词,块(手帕)									
只	tʃiaʔ	6	量词,只(鸡),张(桌)									
把	pa	3	量词,座(房子)									
张	tʃiɔŋ	1	量词,把(刀)									
帖	tʰæp	5	量词,服(药)									
葩	pʰau	1	量词,盏(灯)									
辆	liɔŋ	2	量词,辆(车)									
架	ka	3	量词,辆(车)									
蕊	lui	3	量词,朵(花)									
套	tʰo	3	量词,套(礼服)									
鼠	tʃʰy	3										
窗	tsʰuŋ	1										
桷	koʔ	6	椽子									
桁	haŋ	2	檩条									
刷	sot	5										
痱	pui	3										
石	ʃiaʔ	7										
滥	lam	4	头滥废:最坏									
废	fui	3	头滥废:最坏									
勇	dzuŋ	3										
长	tʃiɔŋ	2										
短	ton	3										
镭	lui	1	钱									
䁐	ŋiaŋ	3										
表	piau	3										
扬	iaŋ	2										
杯	pue	1										
破	pʰo	3										
