id	ini	fn	pt	middeng	middiao	midini	midkaihe	midyun	单字	ipa调值	ipa调号	注释
3215	pʰ	ɐn	213	三	平	並	開	庚	平	pʰɐn213	pʰɐn2	和～，～时[文]
3216	pʰ	ian	213	三	平	並	開	庚	平	pʰian213	pʰian2	～头，～地[白]
3217	pʰ	ɐn	213	三	平	並	開	庚	坪	pʰɐn213	pʰɐn2	草～
3218	pʰ	ɐn	213	三	平	並	開	庚	評	pʰɐn213	pʰɐn2	批～，～论
3219	pʰ	ian	21	三	去	並	開	庚	病	pʰian21	pʰian3	～人
3220	m	ɐn	213	三	平	明	開	庚	鳴	mɐn213	mɐn2	～叫
3221	m	ɐn	213	三	平	明	開	庚	明	mɐn213	mɐn2	～白，清～[文]
3222	m	ɐn	213	三	平	明	開	庚	明	mɐn213	mɐn2	清～[白]
3223	m	ɐn	213	三	平	明	開	庚	盟	mɐn213	mɐn2	同～，～友
3224	m	ɐn	21	三	上	明	開	庚	皿	mɐn21	mɐn3	器～
3225	m	ian	21	三	去	明	開	庚	命	mian21	mian3	～令[文]
3226	m	ian	21	三	去	明	開	庚	命	mian21	mian3	～运，算～[白]
3227	k	iɐn	33	三	平	見	開	庚	京	kiɐn33	kiɐn1a	北～，～剧
3228	k	iɐn	33						荊	kiɐn33	kiɐn1a	～州（地名）[文]
3229	k	iɐt	045						荊	kiɐt45	kiɐt7	布～子（中药）[白]
3230	k	iɐn	33	三	平	見	開	庚	驚	kiɐn33	kiɐn1a	害怕；～蛰
3231	k	iɐn	21	三	上	見	開	庚	境	kiɐn21	kiɐn3	环～，～界
3232	k	iɐn	21	三	上	見	開	庚	景	kiɐn21	kiɐn3	～色，风～
3233	k	iɐn	21	三	上	見	開	庚	警	kiɐn21	kiɐn3	～察，报～
3234	k	iɐn	451	三	去	見	開	庚	敬	kiɐn451	kiɐn5	尊～，～酒
3235	k	iɐn	21	三	去	見	開	庚	竟	kiɐn21	kiɐn3	～然
3236	k	ian	451	三	去	見	開	庚	鏡	kian451	kian5	镜子
3237	h	iɐn	33	三	平	溪	開	庚	卿	hiɐn33	hiɐn1a	～家；人名用字
3238	h	iɐn	451	三	去	溪	開	庚	慶	hiɐn451	hiɐn5	～祝
3239	k	iɐn	21	三	平	群	開	庚	擎	kiɐn21	kiɐn3	举起，～旗
3240	k	iɐn	33	三	平	群	開	庚	鯨	kiɐn33	kiɐn1a	～鱼
3241	k	iɐn	451	三	去	群	開	庚	競	kiɐn451	kiɐn5	～争，～赛
3242	kʰ	iɛt	021	三	入	群	開	陌	劇	kʰiɛt21	kʰiɛt8a	～烈，京～[文]
3243	kʰ	iɛt	021	三	入	群	開	陌	劇	kʰiɛt21	kʰiɛt8a	快[白]
3244	kʰ	iɛp	021	三	入	群	開	陌	屐	kʰiɛp21	kʰiɛp8a	木～
3245	ŋ	ɐn	213	三	平	疑	開	庚	迎	ŋɐn213	ŋɐn2	～接，欢～
3246	ŋ	iɐt	021	三	入	疑	開	陌	逆	ŋiɐt21	ŋiɐt8a	～风
3247	j	in	33	三	平	影	開	庚	英	jin33	jin1a	～雄；～国（国名）
3248	j	ɐn	21	三	上	影	開	庚	影	jɐn21	jɐn3	电～
3249	j	ɐn	21	三	去	影	開	庚	映	jɐn21	jɐn3	反～
3250	p	ian	21	三	上	幫	開	清	餅	pian21	pian3	～干
3251	pʰ	ɐn	451	三	去	幫	開	清	併	pʰɐn451	pʰɐn5	合～
3252	p	iɐt	021	三	入	幫	開	昔	璧	piɐt21	piɐt8a	美玉，珠联～合
3253	pʰ	ɐn	451	三	去	滂	開	清	聘	pʰɐn451	pʰɐn5	～请，特～
3254	pʰ	ɐt	021	三	入	滂	開	昔	僻	pʰɐt21	pʰɐt8a	偏～，～静
3255	pʰ	ɐt	021	三	入	並	開	昔	闢	pʰɐt21	pʰɐt8a	开～，复～
3256	m	ian	213	三	平	明	開	清	名	mian213	mian2	姓～
3257	l	ian	33	三	上	來	開	清	領	lian33	lian1a	～导，衫～（衣领）
3258	t	ian	33	三	上	來	開	清	嶺	tian33	tian1a	～南[文]
3259	l	ian	33	三	上	來	開	清	嶺	lian33	lian1a	～岗[白]
3260	l	iɐn	33	三	去	來	開	青	令	liɐn33	liɐn1a	命～，口～
3261	ʦ	iɐn	33	三	平	精	開	清	精	ʦiɐn33	ʦiɐn1a	～神
3262	ʦ	iɐn	33	三	平	精	開	清	晶	ʦiɐn33	ʦiɐn1a	水～
3263	ʦ	iɐn	33	三	平	精	開	清	睛	ʦiɐn33	ʦiɐn1a	眼～
3264	ʦ	ian	21	三	上	精	開	清	井	ʦian21	ʦian3	～水，～～有条
3265	ʦ	iɛt	021	三	入	精	開	昔	積	ʦiɛt21	ʦiɛt8a	～极，累～
3266	ʦ	iɛt	021	三	入	精	開	昔	跡	ʦiɛt21	ʦiɛt8a	～象，痕～[文]
3267	ʦ	iɛt	021	三	入	精	開	昔	跡	ʦiɛt21	ʦiɛt8a	脚～，油～[白]
3268	ʦ	iɛt	021	三	入	精	開	昔	脊	ʦiɛt21	ʦiɛt8a	～椎，背～
3269	ʦʰ	iɐn	33	三	平	清	開	清	清	ʦʰiɐn33	ʦʰiɐn1a	～楚，～水[文]
3270	ʦʰ	iɐn	33	三	平	清	開	清	清	ʦʰiɐn33	ʦʰiɐn1a	～明[白]
3271	ʦʰ	ian	21	三	上	清	開	清	請	ʦʰian21	ʦʰian3	～人，邀～
3272	ʦʰ	iɐn	213	三	平	從	開	清	情	ʦʰiɐn213	ʦʰiɐn2	感～，～节[文]
3273	ʦʰ	iɐn	33	三	平	從	開	清	情	ʦʰiɐn33	ʦʰiɐn1a	亲～（亲戚）[白]
3274	ʦʰ	iɐn	213	三	平	從	開	清	晴	ʦʰiɐn213	ʦʰiɐn2	天～
3275	tʰ	iɐn	21						靜	tʰiɐn21	tʰiɐn3	安～
3276	tʰ	iɐn	21	三	上	從	開	清	靖	tʰiɐn21	tʰiɐn3	李～（人名）
3277	ʦʰ	ian	21						淨	ʦʰian21	ʦʰian3	干～
3278	ʦʰ	iɐt	021	三	入	從	開	昔	籍	ʦʰiɐt21	ʦʰiɐt8a	祖～，～贯
3279	ʦʰ	iɐt	021	三	入	從	開	昔	藉	ʦʰiɐt21	ʦʰiɐt8a	狼～
3280	ɬ	ɐn	21	二	上	生	開	庚	省	ɬɐn21	ɬɐn3	反～
3281	ɬ	iɐn	451	三	去	心	開	清	性	ɬiɐn451	ɬiɐn5	～别，天～
3282	ɬ	ian	451	三	去	心	開	清	姓	ɬian451	ɬian5	～名
3283	ɬ	iɐt	021	三	入	心	開	昔	惜	ɬiɐt21	ɬiɐt8a	疼爱[白]
3284	ɬ	iɐt	021	三	入	心	開	昔	惜	ɬiɐt21	ɬiɐt8a	可～，珍～[文]
3285	ɬ	iɐt	021	三	入	心	開	昔	昔	ɬiɐt21	ɬiɐt8a	～日，今～
3286	ʦʰ	iɐt	021	三	入	邪	開	昔	席	ʦʰiɐt21	ʦʰiɐt8a	酒～，主～
3287	ʦʰ	iɛt	021	三	入	邪	開	昔	蓆	ʦʰiɛt21	ʦʰiɛt8a	草～
3288	ʦʰ	iɐt	021	三	入	邪	開	昔	夕	ʦʰiɐt21	ʦʰiɐt8a	～阳
3289	ʦ	ɐn	33	三	平	知	開	清	貞	ʦɐn33	ʦɐn1a	～节
3290	ʦ	ɐn	33	三	平	徹	開	清	偵	ʦɐn33	ʦɐn1a	～察，刑～
3291	ʦʰ	ɐn	213	三	上	徹	開	清	逞	ʦʰɐn213	ʦʰɐn2	～能，得～
3292	ʦʰ	ɐn	213	三	平	澄	開	清	呈	ʦʰɐn213	ʦʰɐn2	～现，辞～
3293	ʦʰ	ɐn	213	三	平	澄	開	清	程	ʦʰɐn213	ʦʰɐn2	～度，路～[文]
3294	ʦʰ	ɐn	213	三	平	澄	開	清	程	ʦʰɐn213	ʦʰɐn2	姓[白]
3295	ʦʰ	ian	21	三	去	澄	開	清	鄭	ʦʰian21	ʦʰian3	～重；姓
3296	ʦ	ɐn	33	三	去	章	開	清	正	ʦɐn33	ʦɐn1a	～月
3297	ʦ	iɐn	33	三	平	章	開	清	征	ʦiɐn33	ʦiɐn1a	长～，特～
3298	ʦ	iɐn	21	三	上	章	開	清	整	ʦiɐn21	ʦiɐn3	～体，完～[文]
3299	ʦ	iɐn	21	三	上	章	開	清	整	ʦiɐn21	ʦiɐn3	修理，～车[白]
3300	ʦ	iɐn	451	三	去	章	開	清	正	ʦiɐn451	ʦiɐn5	立～，～直[文]
3301	ʦ	iɐn	451	三	去	章	開	清	正	ʦiɐn451	ʦiɐn5	～好，～来[白]
3302	ʦ	iɐn	451	三	去	章	開	清	政	ʦiɐn451	ʦiɐn5	行～，～治
3303	ʦ	ɐt	045	三	入	章	開	昔	隻	ʦɐt45	ʦɐt7	两～
3304	ʦ	iɐt	021	三	入	章	開	昔	炙	ʦiɐt21	ʦiɐt8a	烤火，～火
3305	ʦʰ	iɐt	045	三	入	昌	開	昔	赤	ʦʰiɐt45	ʦʰiɐt7	～色，～脚
3306	ʦʰ	iɐt	045	三	入	昌	開	昔	斥	ʦʰiɐt45	ʦʰiɐt7	排～，～责
3307	ʦʰ	ɐk	045	三	入	昌	開	昔	尺	ʦʰɐk45	ʦʰɐk7	～寸
3308	s	a	21	三	去	船	開	麻	射	sa21	sa3	～箭，发～
3309	s	ɐn	33	三	平	書	開	清	聲	sɐn33	sɐn1a	～音，笑～
3310	s	iɐn	213	三	去	書	開	清	聖	siɐn213	siɐn2	神～，～水
3311	ɬ	iɐt	045	三	入	書	開	昔	適	ɬiɐt45	ɬiɐt7	～应，合～
3312	ɬ	iɐt	021	三	入	書	開	昔	釋	ɬiɐt21	ɬiɐt8a	解～
3313	s	ɐn	213	三	平	禪	開	清	成	sɐn213	sɐn2	～功，完～[文]
3314	s	ɐn	213	三	平	禪	開	清	成	sɐn213	sɐn2	两～[白]
3315	s	ɐn	213	三	平	禪	開	清	成	sɐn213	sɐn2	事成，做～[白]
3316	s	ɐn	213	三	平	禪	開	清	城	sɐn213	sɐn2	～市，县～
3317	s	ɐn	213	三	平	禪	開	清	誠	sɐn213	sɐn2	真～，～实
3318	s	iɐn	451	三	去	禪	開	清	盛	siɐn451	siɐn5	兴～，茂～
3319	s	ɐt	021	三	入	禪	開	昔	石	sɐt21	sɐt8a	～头，～榴
3320	k	ian	21	三	上	見	開	清	頸	kian21	kian3	脖子
3321	h	ian	33	三	平	溪	開	清	輕	hian33	hian1a	年～，～松[文]
3322	h	ian	33	三	平	溪	開	清	輕	hian33	hian1a	不重；年～，～松[白]
3323	j	in	33	三	平	影	開	清	嬰	jin33	jin1a	～儿
3324	j	in	33	三	平	影	開	清	纓	jin33	jin1a	红～枪
3325	j	iɐt	045	三	入	影	開	昔	益	jiɐt45	jiɐt7	得～，有～
3326	ȵ	ɐn	213	三	平	以	開	清	盈	ȵɐn213	ȵɐn2	～利，～亏
3327	j	ɐn	213	三	平	以	開	清	贏	jɐn213	jɐn2	～输
3328	j	iɐt	021	三	入	以	開	昔	亦	jiɐt21	jiɐt8a	～可以
3329	j	iɐt	021	三	入	以	開	昔	譯	jiɐt21	jiɐt8a	翻～
3330	j	iɐt	021	三	去	以	開	支	易	jiɐt21	jiɐt8a	交～，贸～
3331	j	iɐt	021	三	入	以	開	昔	液	jiɐt21	jiɐt8a	～体，输～
3332	j	iɐt	021	三	入	以	開	昔	腋	jiɐt21	jiɐt8a	～下
3333	p	ɐt	021	四	入	幫	開	錫	壁	pɐt21	pɐt8a	墙～
3334	pʰ	ɐn	33	三b	平	滂	開	真	拼	pʰɐn33	pʰɐn1a	～音
3335	pʰ	iɛt	021	四	入	滂	開	錫	劈	pʰiɛt21	pʰiɛt8a	～开，用刀～，雷～
3336	pʰ	iɐt	045	四	入	滂	開	錫	霹	pʰiɐt45	pʰiɐt7	～雳舞
3337	pʰ	ɐn	213	四	平	並	開	青	瓶	pʰɐn213	pʰɐn2	热水～
3338	pʰ	ɐn	213	四	平	並	開	青	屏	pʰɐn213	pʰɐn2	～风，～障
3339	pʰ	ɐn	213	四	平	並	開	青	萍	pʰɐn213	pʰɐn2	薸[训]
3340	pʰ	ɐn	213	四	平	並	開	青	萍	pʰɐn213	pʰɐn2	～水相逢；人名用字
3341	pʰ	ɐn	451	四	上	並	開	青	並	pʰɐn451	pʰɐn5	～且，～排
3342	m	ian	213	四	平	明	開	青	銘	mian213	mian2	～文，～刻
3344	t	ɐn	33	四	平	端	開	青	丁	tɐn33	tɐn1a	天干；姓
3345	t	ɐn	33	四	平	端	開	青	釘	tɐn33	tɐn1a	铁～[名]
3346	t	ian	21	四	上	端	開	青	頂	tian21	tian3	山～[白]
3347	t	ɐn	33	四	上	端	開	青	頂	tɐn33	tɐn1a	～唔得（顶不住）[文]
3348	t	ɐn	33	四	上	端	開	青	鼎	tɐn33	tɐn1a	～盛
3349	t	ɐn	33	四	平	端	開	青	釘	tɐn33	tɐn1a	～铁钉[动]
3350	t	ɐn	451	四	去	端	開	青	訂	tɐn451	tɐn5	预～，～房间
3351	t	ɐt	045	四	入	端	開	錫	的	tɐt45	tɐt7	目～，～确
3352	t	ɐt	045	四	入	端	開	錫	滴	tɐt45	tɐt7	～水，两～
3353	t	iɐt	045	四	入	端	開	錫	嫡	tiɐt45	tiɐt7	～系，～亲，～子
3354	tʰ	ɐn	33	四	平	透	開	青	聽	tʰɐn33	tʰɐn1a	～话
3355	tʰ	ɐn	33	四	平	透	開	青	廳	tʰɐn33	tʰɐn1a	客～，～长
3356	t	ɐn	33	四	平	透	開	青	汀	tɐn33	tɐn1a	长～，～江（地名）
3357	tʰ	ɐn	33	四	平	透	開	青	聽	tʰɐn33	tʰɐn1a	听任，～佢（随他）
3358	tʰ	ɐt	021	四	入	透	開	錫	踢	tʰɐt21	tʰɐt8a	～球
3359	tʰ	iɐt	045	四	入	透	開	錫	剔	tʰiɐt45	tʰiɐt7	挑～
3360	tʰ	ɐn	213	四	平	定	開	青	亭	tʰɐn213	tʰɐn2	凉～
3361	tʰ	ɐn	213	四	平	定	開	青	停	tʰɐn213	tʰɐn2	～止
3362	tʰ	ɐn	213	四	平	定	開	青	廷	tʰɐn213	tʰɐn2	朝～
3363	tʰ	ɐn	213	四	平	定	開	青	庭	tʰɐn213	tʰɐn2	家～，～院
3364	tʰ	ɐn	213	四	平	定	開	青	蜓	tʰɐn213	tʰɐn2	蜻～
3365	tʰ	ɐn	21	四	上	定	開	青	艇	tʰɐn21	tʰɐn3	快～，潜～
3366	tʰ	ɐn	213	四	上	定	開	青	挺	tʰɐn213	tʰɐn2	坚～，叶～[文]
3367	tʰ	ɐn	213	四	上	定	開	青	挺	tʰɐn213	tʰɐn2	～起来[白]
3368	tʰ	ɐn	213	四	去	定	開	青	定	tʰɐn213	tʰɐn2	稳～；永～（地名）
3369	tʰ	ɐt	021	四	入	定	開	錫	笛	tʰɐt21	tʰɐt8a	笛子
3370	tʰ	ɐt	021	四	入	定	開	錫	敵	tʰɐt21	tʰɐt8a	～人
3371	tʰ	ɐt	021	四	入	定	開	錫	狄	tʰɐt21	tʰɐt8a	姓，～青
3372	tʰ	ɐt	021	四	入	定	開	錫	糴	tʰɐt21	tʰɐt8a	～米（买米）
3373	n	ɐn	213	四	平	泥	開	青	寧	nɐn213	nɐn2	安～；～波（地名）
3374	n	ɐn	213	四	平	泥	開	青	寧	nɐn213	nɐn2	～可
3375	n	ɐt	045	四	入	泥	開	錫	溺	nɐt45	nɐt7	～爱，～死
3376	l	iɐn	213	四	平	來	開	青	靈	liɐn213	liɐn2	～活
3377	l	iɐn	213	四	平	來	開	青	零	liɐn213	liɐn2	十～个，～头
3378	l	iɐn	213	四	平	來	開	青	鈴	liɐn213	liɐn2	～声，风～
3379	l	iɐn	213	四	平	來	開	青	伶	liɐn213	liɐn2	聪明～俐[文]
3380	l	iɐn	213	四	平	來	開	青	伶	liɐn213	liɐn2	～俐（干净）[白]
3382	l	ɐn	21	四	去	來	開	青	另	lɐn21	lɐn3	～外
3383	l	ɐt	021	四	入	來	開	錫	歷	lɐt21	lɐt8a	～史，经～
3384	l	ɐt	021	四	入	來	開	錫	曆	lɐt21	lɐt8a	日～，～书
3385	ʦ	ɐt	021	四	入	精	開	錫	績	ʦɐt21	ʦɐt8a	成～
3386	ʦʰ	ɐn	33	四	平	清	開	青	青	ʦʰɐn33	ʦʰɐn1a	～色，～年
3387	ʦʰ	ɐn	33	三	平	清	開	青	蜻	ʦʰɐn33	ʦʰɐn1a	～蜓
3388	ʦʰ	ɐt	021	四	入	清	開	錫	戚	ʦʰɐt21	ʦʰɐt8a	亲～；姓，～继光
3389	ʦʰ	ɐt	021	四	入	從	開	錫	寂	ʦʰɐt21	ʦʰɐt8a	～寞
3390	ɬ	ɐn	33	四	平	心	開	青	星	ɬɐn33	ɬɐn1a	火～，～～[文]
3391	ɬ	ɐn	33	四	平	心	開	青	星	ɬɐn33	ɬɐn1a	～夜[白]
3392	ɬ	ɐn	33	四	平	心	開	青	腥	ɬɐn33	ɬɐn1a	～味[文]
3393	ɬ	ɐn	33	四	平	心	開	青	腥	ɬɐn33	ɬɐn1a	菜腥味，臭～[白]
3394	ɬ	ɐn	33	四	平	心	開	青	腥	ɬɐn33	ɬɐn1a	～味，臭镬～[白]
3395	ɬ	ɐn	33	四	平	心	開	青	猩	ɬɐn33	ɬɐn1a	大～～
3396	ɬ	ian	21	四	上	心	開	青	醒	ɬian21	ɬian3	清～，～过来
3397	ɬ	ɐt	045	四	入	心	開	錫	錫	ɬɐt45	ɬɐt7	～纸；无～（地名）
3398	ɬ	ɐt	021	四	入	心	開	錫	析	ɬɐt21	ɬɐt8a	分～[文]
3399	ɬ	ɐt	021	四	入	心	開	錫	析	ɬɐt21	ɬɐt8a	量词，一～（一片）[白]
3400	k	iɐn	33	四	平	見	開	青	經	kiɐn33	kiɐn1a	念～，～济[文]
3401	k	iɐn	451	四	去	見	開	青	徑	kiɐn451	kiɐn5	半～
3402	k	iɐn	33	四	平	見	開	青	經	kiɐn33	kiɐn1a	～纬，～线[文]
3403	k	iɐn	33	四	平	見	開	青	經	kiɐn33	kiɐn1a	～丝（蜘蛛织网）[白]
3404	k	iɐn	33	四	平	見	開	青	經	kiɐn33	kiɐn1a	～开；绊倒[白]
3405	k	iɐt	021	四	入	見	開	錫	擊	kiɐt21	kiɐt8a	～中，打～
3406	k	iɐt	021	四	入	見	開	錫	激	kiɐt21	kiɐt8a	～动
3407	h	iɐn	33	四	平	曉	開	青	馨	hiɐn33	hiɐn1a	温～
3408	j	ɐn	213	四	平	匣	開	青	形	jɐn213	jɐn2	～状，地～
3409	j	iɐn	21	四	平	匣	開	青	型	jiɐn21	jiɐn3	～号，类～
3410	j	iɐn	213	四	平	匣	開	青	刑	jiɐn213	jiɐn2	判～，～法
3411	kʰ	ɔŋ	451	二	上	見	合	庚	礦	kʰɔŋ451	kʰɔŋ5	煤～，～工
3412	v	ɐŋ	213						橫	vɐŋ213	vɐŋ2	～直
3413	m	ɐŋ	213						橫	mɐŋ213	mɐŋ2	蛮～[文]
3415	kʰ	ɐn	33	二	平	曉	合	耕	轟	kʰɐn33	kʰɐn1a	～炸
3416	v	ɐn	213	二	平	匣	合	耕	宏	vɐn213	vɐn2	～大
3417	v	æk	045	二	入	匣	合	麥	獲	væk45	væk7	收～
3418	v	æk	045	二	入	匣	合	麥	獲	væk45	væk7	～奖
3419	v	æk	045	二	入	匣	合	麥	劃	væk45	væk7	计～，～线
3420	h	iɐn	33	三	平	曉	合	庚	兄	hiɐn33	hiɐn1a	～弟
3421	j	ian	213	三	平	雲	合	庚	榮	jian213	jian2	光～，～誉
3422	v	iɐn	21	三	上	雲	合	庚	永	viɐn21	viɐn3	～远
3423	v	iɐn	21	三	去	雲	合	庚	泳	viɐn21	viɐn3	游～
3424	v	iɐn	21	三	去	雲	合	庚	詠	viɐn21	viɐn3	歌～
3425	kʰ	iɐn	33	三	平	溪	合	清	傾	kʰiɐn33	kʰiɐn1a	～向，左～
3426	kʰ	iɐn	21	三	上	溪	合	清	頃	kʰiɐn21	kʰiɐn3	千～，～刻
3427	kʰ	iɐn	213	三	平	群	合	清	瓊	kʰiɐn213	kʰiɐn2	～楼；人名用字
3428	j	ɐn	213	三	平	以	合	清	營	jɐn213	jɐn2	国～，～养[文]
3429	j	ɐn	213	三	平	以	合	清	營	jɐn213	jɐn2	～长[白]
3430	v	iɐn	21	三	上	以	合	清	穎	viɐn21	viɐn3	新～；邓～超（人名）
3431	j	iɐt	021	三	入	以	合	昔	疫	jiɐt21	jiɐt8a	～苗，防～站
3432	j	iɐt	021	三	入	以	合	昔	役	jiɐt21	jiɐt8a	战～
3433	j	ɐn	213	四	平	匣	合	青	螢	jɐn213	jɐn2	～火虫
3434	k	ua	451	一	入	幫	合	屋	卜	kua451	kua5	占～；姓
3435	pʰ	æk	033	一	入	幫	合	屋	卜	pʰæk33	pʰæk8b	萝～
3436	pʰ	ɔk	021	一	入	滂	合	屋	撲	pʰɔk21	pʰɔk8a	反～，～灭
3437	pʰ	ɔk	021	一	入	滂	合	屋	仆	pʰɔk21	pʰɔk8a	倒下
3438	pʰ	on	213	一	平	並	合	東	篷	pʰoŋ213	pʰoŋ2	帐～
3439	f	on	213	一	平	並	合	東	蓬	foŋ213	foŋ2	～勃；～莱（地名）
3440	p	ok	045	一	入	並	合	屋	僕	pok45	pok7	奴～，～人
3441	pʰ	u	21	一	入	並	合	屋	曝	pʰu21	pʰu3	～光，一～十寒
3442	pʰ	u	21	一	入	並	合	屋	瀑	pʰu21	pʰu3	～布
3443	m	on	213	一	平	明	合	東	蒙	moŋ213	moŋ2	～蔽，天～～，～古（地名）
3444	m	on	21	一	上	明	開	東	懵	moŋ21	moŋ3	～懂
3445	m	ok	021	一	入	明	合	屋	木	mok21	mok8a	～工
3446	t	on	33	一	平	端	合	東	東	toŋ33	toŋ1a	东南西北
3447	t	oŋ	21	一	上	端	合	東	董	toŋ21	toŋ3	古～；姓，～存瑞
3448	t	on	21	一	上	端	合	東	懂	toŋ21	toŋ3	懵～，唔懂（不懂）
3449	t	oŋ	451	一	去	端	合	東	凍	toŋ451	toŋ5	冰～，～伤
3450	t	oŋ	451	一	去	端	合	東	棟	toŋ451	toŋ5	～梁；两～
3451	tʰ	on	33	一	平	透	合	東	通	tʰoŋ33	tʰoŋ1a	～过，～风，打～
3452	tʰ	on	21	一	上	透	合	東	桶	tʰoŋ21	tʰoŋ3	水～
3453	tʰ	on	21	一	上	透	合	東	捅	tʰoŋ21	tʰoŋ3	～破
3454	tʰ	on	451	一	去	透	合	東	痛	tʰoŋ451	tʰoŋ5	～苦
3455	tʰ	ok	045	一	入	透	合	屋	禿	tʰok45	tʰok7	～头
3456	tʰ	on	213	一	平	定	合	東	同	tʰoŋ213	tʰoŋ2	相～，～学
3457	tʰ	on	21	一	平	定	合	東	銅	tʰoŋ21	tʰoŋ3	金银～铁
3458	tʰ	on	213	一	平	定	合	東	桐	tʰoŋ213	tʰoŋ2	～油，梧～
3459	tʰ	on	213	一	平	定	合	東	筒	tʰoŋ213	tʰoŋ2	电～，话～
3460	tʰ	on	213	一	平	定	合	東	童	tʰoŋ213	tʰoŋ2	～年，儿～
3461	tʰ	on	213	一	平	定	合	東	瞳	tʰoŋ213	tʰoŋ2	～孔
3462	tʰ	on	21	一	上	定	合	東	動	tʰoŋ21	tʰoŋ3	～作[文]
3463	tʰ	on	21	一	上	定	合	東	動	tʰoŋ21	tʰoŋ3	～来～去[白]
3464	tʰ	on	21	一	去	定	合	東	洞	tʰoŋ21	tʰoŋ3	山～，～察
3465	tʰ	ok	021	一	入	定	合	屋	獨	tʰok21	tʰok8a	单～，～立
3466	tʰ	ok	021	一	入	定	合	屋	讀	tʰok21	tʰok8a	～书，阅～
3467	l	on	213	一	平	來	合	東	籠	loŋ213	loŋ2	鸟～，～罩
3468	l	on	213	一	平	來	合	東	聾	loŋ213	loŋ2	耳～
3469	l	on	213	一	上	來	合	東	攏	loŋ213	loŋ2	靠～，～总（一共）
3470	l	on	21	一	去	來	合	東	弄	loŋ21	loŋ3	玩～
3471	l	ok	021	一	入	來	合	屋	鹿	lok21	lok8a	～角，梅花～
3472	ʦ	oŋ	33	一	平	精	合	東	椶	ʦoŋ33	ʦoŋ1a	～树，～色
3473	ʦ	oŋ	33	一	平	精	合	東	鬃	ʦoŋ33	ʦoŋ1a	马～，猪～
3474	ʦ	oŋ	21	一	上	精	合	東	總	ʦoŋ21	ʦoŋ3	～共，汇～
3475	ʦ	oŋ	451	一	去	精	合	東	糉	ʦoŋ451	ʦoŋ5	粽子
3476	ʦ	oŋ	33	一	平	清	合	東	聰	ʦoŋ33	ʦoŋ1a	～明
3477	ʦʰ	oŋ	33						蔥	ʦʰoŋ33	ʦʰoŋ1a	葱
3478	ʦʰ	oŋ	33	一	平	清	合	東	囪	ʦʰoŋ33	ʦʰoŋ1a	烟～
3479	ʦʰ	oŋ	213	一	平	從	合	東	叢	ʦʰoŋ213	ʦʰoŋ2	草～，～书
3480	ʦʰ	ok	021	一	入	從	合	屋	族	ʦʰok21	ʦʰok8a	～长，民～
3481	ɬ	oŋ	451	一	去	心	合	東	送	ɬoŋ451	ɬoŋ5	～人
3482	tʰ	ok	045	一	入	心	合	屋	速	tʰok45	tʰok7	～度
3483	k	oŋ	33	一	平	見	合	東	公	koŋ33	koŋ1a	～安，办～
3484	k	oŋ	33	一	平	見	合	東	蚣	koŋ33	koŋ1a	蜈～
3485	k	oŋ	33	一	平	見	合	東	工	koŋ33	koŋ1a	～人，打～
3486	k	oŋ	33	一	平	見	合	東	功	koŋ33	koŋ1a	～夫，成～
3487	k	oŋ	33	一	平	見	合	東	攻	koŋ33	koŋ1a	～击，进～
3488	k	oŋ	451	一	去	見	合	東	貢	koŋ451	koŋ5	～献
3489	k	ok	021	一	入	見	合	屋	穀	kok21	kok8a	五～
3490	k	ok	021	一	入	見	合	屋	谷	kok21	kok8a	山～
3491	k	oŋ	33	一	平	溪	合	東	空	koŋ33	koŋ1a	～虚，天～
3492	h	oŋ	33	一	平	溪	合	東	空	hoŋ33	hoŋ1a	～缺
3493	h	oŋ	21	一	上	溪	合	東	孔	hoŋ21	hoŋ3	钻～；姓，～子
3494	h	oŋ	451	一	去	溪	合	東	控	hoŋ451	hoŋ5	～制
3495	k	iau	451	一	入	溪	合	屋	哭	kiau451	kiau5	～泣
3496	h	oŋ	451	一	平	曉	合	東	烘	hoŋ451	hoŋ5	～干
3497	h	oŋ	451	一	上	曉	合	東	哄	hoŋ451	hoŋ5	～骗
3498	h	oŋ	213	一	平	匣	合	東	紅	hoŋ213	hoŋ2	～色
3499	h	oŋ	213	一	平	匣	合	東	洪	hoŋ213	hoŋ2	～水；姓，～秀全
3500	f	oŋ	213	一	平	匣	合	東	鴻	foŋ213	foŋ2	大展～图
3501	k	oŋ	451	一	上	匣	合	東	汞	koŋ451	koŋ5	水银，～柱
3502	f	ok	045	一	入	匣	合	屋	斛	fok45	fok7	石～（中药）
3503	j	ioŋ	45	一	平	影	合	東	翁	jioŋ45	jioŋ1b	白头～；姓
3504	ʔ	ɐn	33	一	去	影	合	東	甕	ʔɐn33	ʔɐn1a	小口大肚陶器
3505	ʔ	ok	021	一	入	影	合	屋	屋	ʔok21	ʔok8a	老～
3506	t	oŋ	33	一	平	端	合	冬	冬	toŋ33	toŋ1a	过～，～节（冬至）
3508	t	ok	021	一	入	端	合	沃	督	tok21	tok8a	～促，监～
3509	tʰ	oŋ	21	一	上	透	合	冬	統	tʰoŋ21	tʰoŋ3	～一，总～
3510	tʰ	ok	045	一	入	定	合	沃	毒	tʰok45	tʰok7	中～，～药
3511	n	oŋ	45	一	平	泥	合	冬	農	noŋ45	noŋ1b	～村
