i
音节	i
音节	阴平44	阳平42	阴上35	阳上13	阴去21	阳去33	入声55
p	屄				弊币毙闭焙(~干)	别	鄙(卑~)必逼鳖□(陡)
pʰ	批披	□(~痰，吐痰)	□(~过脑牯：歪着脑袋，转过头去)				撇
m	眯	□(sɯə42:是不是)		米		秘泌灭	秕(~谷)□(连词，相当于ʰ和ʰ)□(~~nei55:非常粘)
ɸ	□(~~:口哨声)		□(~~喊：象声词，风很大的声音)		废费惠贿悔
t		堤题提蹄啼	□(象声词，唤鸭子的声音)	弟		第(~一)递□(寻找)
tʰ	梯		体		剔替剃屉隶(奴~)		铁折(~本)贴
n	呢	尼泥			□(~tie42:脏了)	业热孽逆聂镊(~子)	□(相当于结构助词ʰ得ʰ,讲~来：讲得来)
l	低	犁黎	底抵	礼	帝劣第(门~)	丽荔力列烈裂隶=吏律	□(嗑：~瓜子)□(~开：撬开)
ts	□(tsʰoŋ35pa33~一种腌菜，把菜晾干再煮一下)	齐捡			践济剂	缉截捷	鲫接节
tsʰ	妻凄				砌		切撤
s	西		洗		细(小)		析息媳涉薛
ʨ	鸡饥(饿)肌基机今几(茶~)讥	祁其棋期旗奇骑	几(~个)己纪(~律)赞(~成)	倚(站立)	制计继系(~鞋带)寂技妓寄记忌季际冀既迹痣	直值植殖极执置蛰(惊~)	质击激吸杞织职劫揭急结洁哲折(~断)吉级籍疾杰浙侄□(编)□(叠)
ʨʰ	欺	□(跳)	岂企		契(~约)器弃气汽		秩彻戚斥
ȵ		仪疑宜	语	耳(~ʨie55:耳朵)饵	□(引，逗)	义议艺毅谊	□(~ȵyai²1ȵyai21:拟状词，形容摇摇晃晃的样子)
ɕ	伤-食(粮~)希稀嬉牺熙溪=	携	启起喜		世戏系(~统)	徙	室协袭设歇识式饰摄胁□(~ɕyai5⁵~ɕyai⁵⁵:老鼠等小动物发出的细小声音)
k			□(宰杀)
kʰ		□(象声词，嬉笑声)					□(象声词，一喊：形容突然笑出声来)
Ø	医依	移姨遗	椅	已以	易(交~)意异忆亿焰	易(容~)毅刃翼叶译肄(~业)	一页腌乙液抑揖

u
音节	u
音节	阴平44	阳平42	阴上35	阳上13	阴去21	阳去33	入声55
p	晡(ie33~:吃午饭)	婆玻蒲菩琶	补	部抱杷	布讣破=薄(厚~)	怖(恐~)步薄(~荷)簿(~子)□(水开了冒泡)	□ (人坏)博(腹kuaŋ35:肚子)
pʰ	坡铺(~设)		普谱浦辅甫捕(巡~)卜		簸铺(店~)
m		魔磨(~刀)摩馍麻模(~子，~范)摹膜		马码		磨(石~)慕墓募目穆牧木莫幕寞麦脉末沫抹	□(~lɯə55~lɯə55:不用牙齿咬直接把东西吞下去的样子)
