字	片	区	小片	方言点	声母	韵母	调值	调类	备注
傷	闽中区			沙县(城关话)	s	iŋ	33	阴平	
傾	闽中区			沙县(城关话)	kʰ	ɛiŋ	33	阴平	
僅	闽中区			沙县(城关话)	k	ɛiŋ	21	阴上	
僆	闽中区			沙县(城关话)	s	uɪ̃	24	去声	鸡～：小母鸡。
僑	闽中区			沙县(城关话)	k	io	31	阳平	
僞	闽中区			沙县(城关话)	g	ui	24	去声	
僵	闽中区			沙县(城关话)	k	iŋ	33	阴平	
價	闽中区			沙县(城关话)	k	a	24	去声	
僻	闽中区			沙县(城关话)	pʰ	ɛ/ia/e	212	入声	
儀	闽中区			沙县(城关话)	ŋ	ɪ̃	31	阳平	
儂	闽中区			沙县(城关话)	l	ɔuŋ	31	阳平	
億	闽中区			沙县(城关话)	0	i	24	去声	
儉	闽中区			沙县(城关话)	k	ɪ̃	53	阳上	
儕	闽中区			沙县(城关话)	ts	e	31	阳平	
償	闽中区			沙县(城关话)	s	iŋ	21	阴上	
優	闽中区			沙县(城关话)	0	iu	33	阴平	
儲	闽中区			沙县(城关话)	t	y	31	阳平	
兀	闽中区			沙县(城关话)	g	ue	212	入声	
允	闽中区			沙县(城关话)	0	yɛiŋ	21	阴上	
元	闽中区			沙县(城关话)	ŋ	ɪ̃	31	阳平	
兄	闽中区			沙县(城关话)	s	iɔ̃	33	阴平	
充	闽中区			沙县(城关话)	tsʰ	œyŋ	33	阴平	
先	闽中区			沙县(城关话)	s	ɔɪ̃/ɪ̃	33	阴平	文读，白读。
光	闽中区			沙县(城关话)	k	ŋ	33	阴平	
克	闽中区			沙县(城关话)	kʰ	ai	212	入声	
免	闽中区			沙县(城关话)	m	ẽ	21	阴上	
兒	闽中区			沙县(城关话)	0	i	31	阳平	
兔	闽中区			沙县(城关话)	tʰ	u	24	去声	
兜	闽中区			沙县(城关话)	t	au	33	阴平	
入	闽中区			沙县(城关话)	ŋ	ɪ̃	53	阳上	
全	闽中区			沙县(城关话)	ts	ɪ̃	31	阳平	
兩	闽中区			沙县(城关话)	l	iŋ	21	阴上	
八	闽中区			沙县(城关话)	p	e	212	入声	
公	闽中区			沙县(城关话)	k	ɔuŋ	33	阴平	
六	闽中区			沙县(城关话)	l	y	53	阳上	
兰	闽中区			沙县(城关话)	n	uɪ̃	31	阳平	
关	闽中区			沙县(城关话)	k	uɪ̃	33	阴平	
兴	闽中区			沙县(城关话)	x	ɛiŋ	33	阴平	
兵	闽中区			沙县(城关话)	p	ɛiŋ	33	阴平	
具	闽中区			沙县(城关话)	k	y	53	阳上	
典	闽中区			沙县(城关话)	t				
兹	闽中区			沙县(城关话)	ts	ɿ	31	阳平	
兼	闽中区			沙县(城关话)	k	ɪ̃	33	阴平	
冀	闽中区			沙县(城关话)	0	i	24	去声	
冈	闽中区			沙县(城关话)	k	aŋ	33	阴平	
冊	闽中区			沙县(城关话)	tsʰ	a	212	入声	
册	闽中区			沙县(城关话)	tsʰ	a	212	入声	
再	闽中区			沙县(城关话)	ts	ai	24	去声	
写	闽中区			沙县(城关话)	s	ia	21	阴上	
军	闽中区			沙县(城关话)	k	uɪ̃	33	阴平	
农	闽中区			沙县(城关话)	l	ɔuŋ	31	阳平	
冢	闽中区			沙县(城关话)	tʰ	œyŋ	21	阴上	
冤	闽中区			沙县(城关话)	0	yɪ̃	33	阴平	
冥	闽中区			沙县(城关话)	b/m	ɛiŋ/ɔ̃	31	阳平	文读，夜。
冰	闽中区			沙县(城关话)	p	ɔɪ̃/ɛiŋ	33	阴平	
冲	闽中区			沙县(城关话)	tsʰ	œyŋ	33	阴平	
冶	闽中区			沙县(城关话)	0	ia	21	阴上	
冷	闽中区			沙县(城关话)	n	ɔɪ̃	21	阴上	
准	闽中区			沙县(城关话)	ts	œyŋ	21	阴上	
凋	闽中区			沙县(城关话)	t	io	33	阴平	
凝	闽中区			沙县(城关话)	l	ɛiŋ	31	阳平	
几	闽中区			沙县(城关话)	k	e	21	阴上	
凡	闽中区			沙县(城关话)	x	uɪ̃	31	阳平	
凤	闽中区			沙县(城关话)	x	ɔuŋ	53	阳上	
凯	闽中区			沙县(城关话)	kʰ	ai	21	阴上	
凱	闽中区			沙县(城关话)	kʰ	ai	21	阴上	
凶	闽中区			沙县(城关话)	x	œyŋ	33	阴平	
击	闽中区			沙县(城关话)	k	e	212	入声	
函	闽中区			沙县(城关话)	x	ɔ̃	31	阳平	
凿	闽中区			沙县(城关话)	tsʰ	o/u	212/53	入声/阳上	文读，刺也，单字读。
刀	闽中区			沙县(城关话)	t	o	33	阴平	
刁	闽中区			沙县(城关话)	tʰ	io	33	阴平	
分	闽中区			沙县(城关话)	x	uɪ̃	33	阴平	
切	闽中区			沙县(城关话)	tsʰ	uɛ/iɛ	212	入声	文读，切菜。
刊	闽中区			沙县(城关话)	kʰ	ɔɪ̃	33	阴平	
刑	闽中区			沙县(城关话)	x	œyŋ	31	阳平	
刘	闽中区			沙县(城关话)	l	iu	31	阳平	
则	闽中区			沙县(城关话)	ts	ai	212	入声	
刚	闽中区			沙县(城关话)	k	aŋ	33	阴平	
初	闽中区			沙县(城关话)	tsʰ	u	33	阴平	
删	闽中区			沙县(城关话)	s	uɪ̃	33	阴平	
判	闽中区			沙县(城关话)	pʰ	uɪ̃	53	阳上	
刪	闽中区			沙县(城关话)	s	uɪ̃	33	阴平	
刮	闽中区			沙县(城关话)	k	ua	212	入声	
到	闽中区			沙县(城关话)	t	o	24	去声	
刴	闽中区			沙县(城关话)	t	o	212	入声	
刷	闽中区			沙县(城关话)	s	ue	212	入声	
券	闽中区			沙县(城关话)	k	yɪ̃	24	去声	
刻	闽中区			沙县(城关话)	kʰ	ai	212	入声	
剁	闽中区			沙县(城关话)	t	o	212	入声	
剃	闽中区			沙县(城关话)	tʰ	ie	24	去声	
則	闽中区			沙县(城关话)	ts	ai	212	入声	
削	闽中区			沙县(城关话)	s	ia/iɔ	212	入声	文读，白读。
前	闽中区			沙县(城关话)	tsʰ	ɪ̃	31	阳平	
剎	闽中区			沙县(城关话)	s	ua	212	入声	
剐	闽中区			沙县(城关话)	k	ua	21	阴上	
剔	闽中区			沙县(城关话)	tʰ	e	212	入声	
剛	闽中区			沙县(城关话)	k	aŋ	33	阴平	
剝	闽中区			沙县(城关话)	p	o/ɔ	212	入声	文读，白读。
剧	闽中区			沙县(城关话)	k	ia	53	阳上	
剩	闽中区			沙县(城关话)	s	ɛiŋ	24	去声	
剪	闽中区			沙县(城关话)	ts	ɔɪ̃	21	阴上	
剮	闽中区			沙县(城关话)	k	ua	21	阴上	
割	闽中区			沙县(城关话)	k	ua	212	入声	
劃	闽中区			沙县(城关话)	g	ui	53	阳上	计划。
劇	闽中区			沙县(城关话)	k	ia	53	阳上	
劈	闽中区			沙县(城关话)	pʰ	iɛ	212	入声	
劉	闽中区			沙县(城关话)	l	iu	31	阳平	
劍	闽中区			沙县(城关话)	k	ɪ̃	24	去声	
劒	闽中区			沙县(城关话)	k	ɪ̃	24	去声	
劔	闽中区			沙县(城关话)	k	ɪ̃	24	去声	
劝	闽中区			沙县(城关话)	kʰ	yɪ̃	24	去声	
办	闽中区			沙县(城关话)	p	ɔɪ̃	24	去声	
功	闽中区			沙县(城关话)	k	ɔuŋ	33	阴平	
加	闽中区			沙县(城关话)	k	a	33	阴平	
务	闽中区			沙县(城关话)	0	u	24	去声	
劣	闽中区			沙县(城关话)	l	uɛ	212	入声	
动	闽中区			沙县(城关话)	t	ɔuŋ	53	阳上	
助	闽中区			沙县(城关话)	ts	u	24	去声	
劫	闽中区			沙县(城关话)	k	iɛ	212	入声	
励	闽中区			沙县(城关话)	l	i	24	去声	
劲	闽中区			沙县(城关话)	k	ɛiŋ	24	去声	
劳	闽中区			沙县(城关话)	l	o	31	阳平	
势	闽中区			沙县(城关话)	s	ie	24	去声	
勁	闽中区			沙县(城关话)	k	ɛiŋ	24	去声	
勇	闽中区			沙县(城关话)	0	yɛiŋ	21	阴上	
勉	闽中区			沙县(城关话)	m	ẽ	21	阴上	
勋	闽中区			沙县(城关话)	ʃ	yɪ̃	33	阴平	
務	闽中区			沙县(城关话)	0	u	24	去声	
勛	闽中区			沙县(城关话)	ʃ	yɪ̃	33	阴平	
勞	闽中区			沙县(城关话)	l	o	31	阳平	
勢	闽中区			沙县(城关话)	s	ie	24	去声	
勤	闽中区			沙县(城关话)	k	uɪ̃	31	阳平	
勵	闽中区			沙县(城关话)	l	i	24	去声	
勸	闽中区			沙县(城关话)	kʰ	yɪ̃	24	去声	
勺	闽中区			沙县(城关话)	ts/tsʰ	iɔ/ia	212/53	入声/阳上	
勿	闽中区			沙县(城关话)	g	ui	53	阳上	
包	闽中区			沙县(城关话)	p	au	33	阴平	
匍	闽中区			沙县(城关话)	pʰ	o	212	入声	
匏	闽中区			沙县(城关话)	p	u	31	阳平	原书作「瓠」。
化	闽中区			沙县(城关话)	x	ua	24	去声	
北	闽中区			沙县(城关话)	p	ai	212	入声	
匙	闽中区			沙县(城关话)	s	ie	31	阳平	
匠	闽中区			沙县(城关话)	ts	iŋ	24	去声	
匡	闽中区			沙县(城关话)	kʰ	iŋ	33	阴平	
匪	闽中区			沙县(城关话)	ʃ	ye	21	阴上	
匳	闽中区			沙县(城关话)	n	ɪ̃	31	阳平	
匹	闽中区			沙县(城关话)	pʰ	e	212	入声	
区	闽中区			沙县(城关话)	kʰ	y	33	阴平	
匾	闽中区			沙县(城关话)	p	ẽ	21	阴上	
區	闽中区			沙县(城关话)	kʰ	y	33	阴平	
十	闽中区			沙县(城关话)	s	ɿ	53	阳上	
升	闽中区			沙县(城关话)	s	ɛiŋ	33	阴平	
午	闽中区			沙县(城关话)	g	o	21	阴上	
半	闽中区			沙县(城关话)	p	uɪ̃	24	去声	
协	闽中区			沙县(城关话)	s	ie	53	阳上	
卑	闽中区			沙县(城关话)	p	i	33	阴平	
卓	闽中区			沙县(城关话)	ts	ɔ	212	入声	
協	闽中区			沙县(城关话)	s	ie	53	阳上	
卖	闽中区			沙县(城关话)	m	e	24	去声	
南	闽中区			沙县(城关话)	n	ɔ̃	31	阳平	
卜	闽中区			沙县(城关话)	p	o	212	入声	
卢	闽中区			沙县(城关话)	l	u	31	阳平	
卦	闽中区			沙县(城关话)	k	ua	24	去声	
印	闽中区			沙县(城关话)	0	iɛiŋ	24	去声	
即	闽中区			沙县(城关话)	ts	e	212	入声	
卵	闽中区			沙县(城关话)	n/s	uẽ/uɪ̃	21/53	阴上/阳上	文读，白读。
卸	闽中区			沙县(城关话)	s	ia	24	去声	
卻	闽中区			沙县(城关话)	kʰ	iɔ	212	入声	
卿	闽中区			沙县(城关话)	kʰ	ɛiŋ	33	阴平	
厅	闽中区			沙县(城关话)	tʰ	iɔ̃	33	阴平	
历	闽中区			沙县(城关话)	l	ia/i	53	阳上	文读，白读。
厉	闽中区			沙县(城关话)	l	i	24	去声	
压	闽中区			沙县(城关话)	0	a	212	入声	
厚	闽中区			沙县(城关话)	k/x	au	53	阳上	文读，厚薄。
原	闽中区			沙县(城关话)	0	yɪ̃	31	阳平	
厲	闽中区			沙县(城关话)	l	i	24	去声	
县	闽中区			沙县(城关话)	k/ʃ	uɪ̃/yɪ̃	31	阳平	文读，高。
又	闽中区			沙县(城关话)	0	iu	24	去声	
及	闽中区			沙县(城关话)	k	i	53	阳上	
友	闽中区			沙县(城关话)	0	io	21	阴上	
发	闽中区			沙县(城关话)	p	uɛ	212	入声	
叔	闽中区			沙县(城关话)	ʃ	ø	212	入声	
取	闽中区			沙县(城关话)	tʃʰ	ø	21	阴上	
受	闽中区			沙县(城关话)	s	iu	53	阳上	
变	闽中区			沙县(城关话)	p	ɪ̃	24	去声	
叛	闽中区			沙县(城关话)	pʰ	uɪ̃	53	阳上	
口	闽中区			沙县(城关话)	kʰ	au	21	阴上	
叫	闽中区			沙县(城关话)	k	iau	24	去声	
可	闽中区			沙县(城关话)	kʰ	ɔ	21	阴上	
史	闽中区			沙县(城关话)	s	ɤ	21	阴上	
司	闽中区			沙县(城关话)	s	ɿ	33	阴平	
叼	闽中区			沙县(城关话)	t	io	33	阴平	
叽	闽中区			沙县(城关话)	k	i	33	阴平	
吁	闽中区			沙县(城关话)	ʃ	y	33	阴平	吁叹。
各	闽中区			沙县(城关话)	k	ɔ	212	入声	
合	闽中区			沙县(城关话)	x	o	53	阳上	合格。
吉	闽中区			沙县(城关话)	k	e	212	入声	
同	闽中区			沙县(城关话)	t	ɔuŋ	31	阳平	
名	闽中区			沙县(城关话)	m	iɔ̃	31	阳平	
吏	闽中区			沙县(城关话)	l	i	24	去声	
吓	闽中区			沙县(城关话)	x	ai	212	入声	
君	闽中区			沙县(城关话)	k	uɪ̃	33	阴平	
吝	闽中区			沙县(城关话)	l	ɛiŋ	24	去声	
吞	闽中区			沙县(城关话)	tʰ	uɪ̃	33	阴平	
吟	闽中区			沙县(城关话)	l	ɛiŋ	31	阳平	
吠	闽中区			沙县(城关话)	p/ʃ	ui/yi	24	去声	文读，白读。
否	闽中区			沙县(城关话)	pʰ	au	21	阴上	
吨	闽中区			沙县(城关话)	t	uɪ̃	24	去声	
含	闽中区			沙县(城关话)	k/x	ɔ̃	31	阳平	文读，白读。
吮	闽中区			沙县(城关话)	ts	ɪ̃	53	阳上	
吸	闽中区			沙县(城关话)	s	e	212	入声	
吹	闽中区			沙县(城关话)	tʃʰ	ye	33	阴平	
吾	闽中区			沙县(城关话)	g	u	31	阳平	
呂	闽中区			沙县(城关话)	l	ø	21	阴上	
呃	闽中区			沙县(城关话)	0	ai	212	入声	
呈	闽中区			沙县(城关话)	tʰ	iɔ̃	31	阳平	
告	闽中区			沙县(城关话)	k	o	24	去声	
员	闽中区			沙县(城关话)	0	yɪ̃	31	阳平	
周	闽中区			沙县(城关话)	ts	iu	33	阴平	
呪	闽中区			沙县(城关话)	ts	iu	24	去声	
味	闽中区			沙县(城关话)	0	yi	24	去声	
呻	闽中区			沙县(城关话)	s/tsʰ	ɛiŋ/ɔɪ̃	33	阴平	文读，白读。
呼	闽中区			沙县(城关话)	x	u	31	阳平	
命	闽中区			沙县(城关话)	b/m	ɛiŋ/iɔ̃	24	去声	文读，白读。
咎	闽中区			沙县(城关话)	k	iu	24	去声	
咨	闽中区			沙县(城关话)	ts	ɿ	33	阴平	
咸	闽中区			沙县(城关话)	x	ɔ̃/aŋ	31	阳平	
咽	闽中区			沙县(城关话)	0	iɛiŋ	33	阴平	
哀	闽中区			沙县(城关话)	0	ai	33	阴平	
品	闽中区			沙县(城关话)	pʰ	ɛiŋ	21	阴上	
員	闽中区			沙县(城关话)	0	yɪ̃	31	阳平	
哥	闽中区			沙县(城关话)	k	o	33	阴平	
哭	闽中区			沙县(城关话)	kʰ	o	21	阴上	
唆	闽中区			沙县(城关话)	s	o	33	阴平	
唐	闽中区			沙县(城关话)	t	aŋ	31	阳平	
售	闽中区			沙县(城关话)	s	iu	24	去声	
唱	闽中区			沙县(城关话)	tsʰ	iŋ	24	去声	
唳	闽中区			沙县(城关话)	l	ui	24	去声	
唵	闽中区			沙县(城关话)	0	ɔ̃	33	阴平	唵娘。
唾	闽中区			沙县(城关话)	tʰ	o	24	去声	
問	闽中区			沙县(城关话)	ŋ	uɪ̃	24	去声	学问。
啓	闽中区			沙县(城关话)	kʰ	e	21	阴上	
啖	闽中区			沙县(城关话)	t	ɔ̃	53	阳上	
啟	闽中区			沙县(城关话)	kʰ	e	21	阴上	
啧	闽中区			沙县(城关话)	ts	iɛ	212	入声	
啼	闽中区			沙县(城关话)	tʰ	ie	31	阳平	
喉	闽中区			沙县(城关话)	0	o/au	31	阳平	
喊	闽中区			沙县(城关话)	x	ɔ̃	21	阴上	
喋	闽中区			沙县(城关话)	t	e	53	阳上	
喘	闽中区			沙县(城关话)	tsʰ	ue/uẽ	21	阴上	
喚	闽中区			沙县(城关话)	x	uɪ̃	24	去声	
喜	闽中区			沙县(城关话)	s	e	21	阴上	
喧	闽中区			沙县(城关话)	s	ɪ̃	33	阴平	
喪	闽中区			沙县(城关话)	s	aŋ	24	去声	丧失。
單	闽中区			沙县(城关话)	t	uɪ̃	33	阴平	
喻	闽中区			沙县(城关话)	0	y	24	去声	
嘉	闽中区			沙县(城关话)	k	a	33	阴平	
嘖	闽中区			沙县(城关话)	ts	iɛ	212	入声	
嘗	闽中区			沙县(城关话)	s	iŋ	31	阳平	
嘰	闽中区			沙县(城关话)	k	i	33	阴平	
嘱	闽中区			沙县(城关话)	tʃ	ø	212	入声	
嘻	闽中区			沙县(城关话)	s	i	33	阴平	
噓	闽中区			沙县(城关话)	ʃ	y	33	阴平	
器	闽中区			沙县(城关话)	kʰ	i	24	去声	
噩	闽中区			沙县(城关话)	g	ɔ	212	入声	
噸	闽中区			沙县(城关话)	t	uɪ̃	24	去声	
嚇	闽中区			沙县(城关话)	x	ai	212	入声	
嚴	闽中区			沙县(城关话)	ŋ	ɪ̃	31	阳平	
嚻	闽中区			沙县(城关话)	s	io	33	阴平	
嚼	闽中区			沙县(城关话)	ts	io	53	阳上	
囂	闽中区			沙县(城关话)	s	io	33	阴平	
囑	闽中区			沙县(城关话)	tʃ	ø	212	入声	
囚	闽中区			沙县(城关话)	ts	iu	31	阳平	
四	闽中区			沙县(城关话)	s	i	24	去声	
回	闽中区			沙县(城关话)	x	ui	31	阳平	
因	闽中区			沙县(城关话)	0	iɛiŋ	33	阴平	
团	闽中区			沙县(城关话)	tʰ	uɪ̃	31	阳平	
困	闽中区			沙县(城关话)	kʰ	uɪ̃	24	去声	
固	闽中区			沙县(城关话)	k	u	24	去声	
国	闽中区			沙县(城关话)	k	ue	212	入声	
图	闽中区			沙县(城关话)	t	u	31	阳平	
圆	闽中区			沙县(城关话)	0	yɪ̃	31	阳平	
