#ɿ							
p	[1]蓖蜱卑蜱啡[2]啤脾[3]彼妣[4]敝弊币斃陛鐾被避秘泌备[5]蔽闭箅臂比庇痹						
pʰ	[1]批披纰鼻篦[2]皮疲脾琵枇[3]鄙痞疕[4]婢[5]譬秕鼻						
b	[1]未味[2]迷谜弥靡[3]米[4]覕沕						
t	[1]猪低堤知蜘[2]除箸池迟持痔[3]底抵[4]在滞弟第递娣缔地治[5]戴帝蒂智稚置						
tʰ	[1]梯[2]储题提蹄啼[3]体[4]雉[5]嚏替涕剃						
l	[2]驴犁黎丽篱璃梨蜊厘狸[3]女吕稆汝礼履你李里理鲤俚娌[4]旅虑滤例厉励丽隶荔离利痢二贰吏笠						
ts	[1]诸诛株朱硃珠姕蜘脂字[2]薯蜍糍粢鹚[3]煮鼠主只姊旨指止址[4]助滞自巳[5]著苎聚驻註注铸制製紫智致至志誌帜						
tsʰ	[1]蛆初趋鳃疵鳍痴嗤筅[2]徐除储锄雌池驰踟茨持痔[3]处杵取娶此眵侈耻[4]市恃[5]褚处趣刺翅伺试						
s	[1]书须需输厮撕施豉狮蛳嗜司丝诗[2]殊辞时[3]绪暑玺徙豕死尸矢屎始[4]序叙署树誓逝匙是氏示视似寺侍[5]絮庶数世势四试						
h	[1]墟虚嘘牺嬉熙希稀[2]鱼渔奚兮[3]许喜[5]戏						
Ø	[1]淤迁盂医衣依[2]於于逾移姨疑[3]雨宇禹羽倚椅己以[4]与誉豫愈易肄矣异[5]御禦缢意						
#ɿʔ							
p	[7]鳖						
pʰ	[7]瘪						
b	[8]篾						
t	[8]掷						
tʰ	[7]铁						
ts	[7]摺褶隻[8]舌						
tsʰ	[7]拭						
Ø	[8]易						
#ɯ							
k	[1]居车裾拘驹支枝肢栀饥肌几姬基几机讥饑[2]荠奇岐棋期旗[3]举矩麂已杞[4]巨拒距俱具惧技妓忌剧[5]据锯砌冀痣纪记既						
kʰ	[1]区驱欺[2]渠佢瞿骑歧琵枇祁其麒祈沂[3]企齿起岂[4]柿[5]去器弃气汽						
g	[2]余馀儒愚虞娱榆愉倪霓儿宜仪蚁夷而遗[3]语[4]预遇寓喻裕艺刈尔谊义议						
#i							
p	[1]揹						
b	[1]卖昧[2]微[4]𣍐{不会，“毋解”合音}□{不会，“毋解”合音}						
t	[1]袋[4]□{在}						
n	[2]尼呢[3]染[4]腻						
l	[1]漉{训，涉水}□{涉水}[2]螺离						
ts	[2]□{多}多{训}齐[3]挤[4]坐座[5]祭际济剂						
tsʰ	[1]妻凄淒栖切[2]撮						
k	[1]街鸡稽[3]几[5]计继						
kʰ	[1]溪[5]契						
g	[2]如						
s	[1]梳疏西犀[2]旋[3]洗[5]细税						
h	[4]系繫係						
Ø	[2]鞋[4]解会{训“解”}						
#u							
p	[1]菠跛播坡玻薄夫苑孵菢{孵}[2]婆脯瓠孵符[3]补[4]步捕父妇□{原文无注}[5]布佈舖怖傅报富						
pʰ	[1]波颇坡铺[2]婆蒲烰菩葡扶芙浮[3]谱圃普浦脯殕甫脯辅剖[4]部簿皰抱皰[5]破						
b	[1]模[2]无巫诬无[3]斧抚武舞侮鹉某亩牡母拇[4]务雾鹜戊						
t	[1]多都蛛刀叨[2]驼鮀屠途涂图厨橱[3]朵躲剁垛堵赌肚睹岛[4]驮舵惰杜度渡镀[5]妒						
tʰ	[1]拖[2]砣徒茶涂桃萄[3]土[5]吐兔套						
l	[1]路[2]罗锣箩萝骡螺脶囉萝卢炉芦鸬庐如[3]裸鲁橹虏卤乳[4]糯懦摞赂擩[5]露鹭						
ts	[1]租诛蛛朱硃珠资姿咨兹滋辎之芝[2]瓷慈磁槽[3]祖组阻拄主子梓[4]坐座柱住自[5]做驻註注蛀铸次咒						
tsʰ	[1]搓粗初树臊[2]厨橱雏[3]楚础帚手[4]蓆[5]挫锉醋措错错						
k	[1]歌哥锅戈姑孤鸪辜菰膏篙羔糕舅旧痀[2]糊[3]古估牯股鼓沽九久[4]怙臼柩[5]故固锢雇顾句灸						
kʰ	[1]苛科窠棵蝌颗箍枯坵[3]苦许韭[5]课库裤						
g	[1]阿[2]蛾鹅讹吴蜈梧[3]吾五伍午[4]饿误悟牛						
s	[1]梭唆莎苏酥梳疏蔬舒枢输斯私师司思骚艘收䟶[2]殊辞词祠[3]数首守[4]树祀嗣饲士仕事受寿授[5]素诉塑嗉恕数竖赐四肆						
h	[1]贺呼夫肤敷麸腐号烌[2]河何荷和禾胡湖狐壶乎葫蝴糊鬍瑚俘孵符扶芙豪浮[3]虎浒府腑俯甫脯斧抚腐辅[4]祸和埠户沪互护傅父釜附驸雨妇负鹤[5]荷戽付赋咐赴讣富副						
Ø	[1]倭窝涡莴乌污钨盂芋[2]俄蠔[3]踒[4]有[5]坞恶						
#ɛ							
Ø	[4]下厦						
#a							
p	[1]巴芭疤笆爸[3]把饱[4]罢[5]霸欛壩坝豹						
pʰ	[1]脬泡[2]爬琶杷耙[5]怕帕						
t	[1]焦{训}						
tʰ	[1]他它[2]□{积累}						
l	[1]拉[2]□{稍微搅拌}[4]惹[5]□{稍微晒一下}						
ts	[1]楂渣查[2]丈[3]鹧早[5]诈榨蔗						
tsʰ	[1]叉杈差岔茬车差[2]茶查柴[3]炒吵[5]炸汊						
k	[1]胶教铰[2]虼[3]绞搅[4]咬[5]酵						
kʰ	[1]茭敲骸尻骹[3]卡巧[5]敲						
s	[1]沙纱奢赊佘射[3]捨傻[4]射麝社煠[5]赦舍						
h	[1]哈						
Ø	[1]阿鸦						
#aʔ							
b	[7]肉{训}						
pʰ	[7]拍						
ts	[7]隻[8]食						
tʰ	[7]塔[8]沓						
k	[7]甲胛						
tsʰ	[7]赤						
Ø	[7]鸭押						
#o							
p	[3]保堡宝						
t	[3]倒[5]堕						
tʰ	[3]妥椭讨[4]□{傻}痑{傻}[5]唾						
l	[3]老						
ts	[3]左佐枣少						
tsʰ	[3]草						
k	[3]果裹餜{闽南传统糕点}稿[5]个过告						
kʰ	[3]可坷考烤拷						
ŋ	[2]俄[4]卧						
g	[2]熬						
s	[3]锁琐所嫂						
h	[3]火夥伙好[5]货						
Ø	[3]袄						
#ai							
p	[1]蓖{虱~}□{虱~}[2]排牌簰[3]跛摆[4]稗败[5]拜						
pʰ	[1]屄{女阴}□{女阴}						
b	[2]眉[3]歹{不好}否{不好}□{不好}						
t	[1]呆[2]台埋鲤[3]滓[4]大贷待怠殆代袋逮大[5]戴带						
tʰ	[1]胎苔筛[2]台臺苔拾治[3]癞{麻风病}□{原文无注}[5]态太泰						
l	[1]利[2]来梨李[4]里裹						
ts	[1]灾栽崽斋知[2]财脐[3]宰载指趾[4]在寨[5]再载债						
tsʰ	[1]猜钗差[2]才材财裁豺柴[3]彩采睬[5]菜蔡						
k	[1]该皆阶陔秸[3]改解[5]个溉盖丐介界芥尬疥届戒械解						
kʰ	[1]开[3]凯楷[5]概慨						
s	[1]腮鳃筛师狮姒[3]屎使[5]载赛晒婿						
h	[1]害□{形容物体很大}[2]孩谐鞋[3]海[4]亥害骇械						
Ø	[1]哀埃挨[3]矮[4]隘[5]爱蔼						
#au							
p	[1]褒包胞苞[3]保堡宝饱[4]抱暴鲍[5]报豹爆						
pʰ	[1]抛枹{柚子}鲍枹雹[2]袍鉋庖[3]跑[4]刨[5]炮泡						
b	[2]谋[3]卯铆[4]贸						
m	[2]毛茅锚谋矛[4]冒帽貌茂						
t	[1]刀叨兜[2]投{向别人抱怨}[3]祷岛倒捣斗抖蚪陡[4]道稻盗导悼豆逗痘[5]到倒鬥昼						
tʰ	[1]滔掏涛偷[2]桃逃淘陶萄头投毒{毒杀}[3]讨敨{解开}[5]套透						
n	[3]脑恼[4]闹						
l	[1]涝[2]劳捞牢唠痨铙挠闹饶桡挠楼搂耧搂漏[3]老姥扰篓[4]绕陋[5]落{东西丢了}						
ts	[1]遭糟朝召昭招邹搊[3]早蚤澡藻爪找笊走[4]皂赵兆肇召皱绉骤[5]灶造罩欋照奏						
tsʰ	[1]操糙抄钞超[2]曹槽嘲朝潮愁[3]草炒吵[5]躁燥凑						
k	[1]高膏篙羔糕交勾钩沟[2]猴[3]稿狡搞狗苟[4]厚[5]到{训}遘{到}告教垢够构购勾媾						
kʰ	[1]箍抠阄□{目~：眼眶}眶{训}[3]考烤拷口[5]靠犒叩扣寇						
g	[2]□{夸人有本事}						
ŋ	[2]熬[3]藕偶[4]傲偶						
s	[1]骚臊搔捎稍潲烧[2]巢剿韶搜飕[3]扫少[4]绍邵售[5]扫嗽						
h	[1]蒿薅候[2]豪壕毫嚎侯猴瘊[3]吼否[4]浩号厚后候[5]好耗酵孝效校						
Ø	[1]坳凹欧瓯鸥殴瓯[2]鏊喉[3]袄呕[4]後后[5]奥懊沤怄拗						
#un							
p	[1]奔锛分[2]㖹{吹}[3]本[4]笨[5]粪						
pʰ	[1]潘{给牲畜吃的剩饭剩菜}喷[2]盆[3]□{鱼离开水后在地面上挣扎的跳动}[5]喷						
b	[2]门文纹蚊闻[3]吻[4]闷刎问璺						
t	[1]敦墩钝蹲[2]唇[3]盾[4]钝盹遁[5]顿扽						
tʰ	[1]吞[2]屯豚饨臀囤沌豶						
l	[1]韧[2]论崙唇伦轮[3]忍[4]刃嫩论						
ts	[1]阵尊撙遵[2]船[3]准準[5]俊骏竣						
tsʰ	[1]村伸皴椿春[2]存鹑[3]忖蠢[5]寸						
k	[1]悬县军光[2]拳群裙𤉙[3]捲滚[4]郡[5]卷棍						
kʰ	[1]昆崑坤鲲[3]捆菌[5]睏困						
g	[1]温瘟[2]浑云耘黄[3]阮稳[4]妹运[5]揾酝						
s	[1]孙[2]荀旬循巡驯纯醇[3]选损笋榫[4]殉顺[5]逊舜						
h	[1]薰昏婚分芬纷熏勋薰荤晕荒[2]园魂馄焚坟横[3]粉[4]远混愤忿份分横[5]粪奋						
#ia							
ts	[1]谢[3]姐者[4]藉						
