"#来源:湖南绥宁河口湘语方言音系，李康澄，方言 2019年第4期 434—445页"	""	""	""
"#转录者：DaiDzao"	""	""	""
"IPA"	"調號"	"調類"	"單字"
"tsɿ"	"1"	"31"	"资姿咨兹滋辎"
"tsɿ"	"2"	"42"	"糍磁祠"
"tsɿ"	"3"	"24"	"紫姊子籽梓滓"
"tsɿ"	"5"	"45"	"自="
"tsɿ"	"6"	"12"	"自-巳字牸"
"tsʰɿ"	"1"	"31"	"摛[(涂抹、擦)]"
"tsʰɿ"	"2"	"42"	"雌池驰词辞瓷慈此饲"
"tsʰɿ"	"5"	"45"	"刺次赐"
"sɿ"	"1"	"31"	"斯厮撕私师狮司丝思厕[茅～]"
"sɿ"	"3"	"24"	"死"
"sɿ"	"5"	"45"	"四寺肆士=仕嗣"
"sɿ"	"6"	"12"	"柿士-事侍祀"
"ʧʅ"	"1"	"31"	"知蜘支枝肢之芝"
"ʧʅ"	"2"	"42"	"迟"
"ʧʅ"	"3"	"24"	"纸旨脂指止址执织职"
"ʧʅ"	"5"	"45"	"滞制智翅致稚至志痣痔趾置治质秩只[～有]"
"ʧʰʅ"	"1"	"31"	"痴嗤"
"ʧʰʅ"	"2"	"42"	"持"
"ʧʰʅ"	"3"	"24"	"侈耻尺"
"ʧʰʅ"	"5"	"45"	"直值植殖赤侄"
"ʃʅ"	"1"	"31"	"施尸诗"
"ʃʅ"	"2"	"42"	"匙时"
"ʃʅ"	"3"	"24"	"豕矢屎史使始湿失识"
"ʃʅ"	"5"	"45"	"世势逝誓豉示视嗜试蛰十实室食蚀式饰适释石"
"ʃʅ"	"6"	"12"	"是氏市恃"
"pi"	"2"	"42"	"皮疲脾琵枇"
"pi"	"3"	"24"	"彼鄙比秕臂笔毕必壁"
"pi"	"5"	"45"	"婢蔽敝弊幣斃闭泌痹备避弼陛碧"
"pi"	"6"	"12"	"被鼻蓖"
"pʰi"	"1"	"31"	"批披"
"pʰi"	"3"	"24"	"丕譬痞"
"pʰi"	"5"	"45"	"屁"
"mi"	"2"	"42"	"弥眉靡迷"
"mi"	"3"	"24"	"米"
"mi"	"5"	"45"	"谜密蜜觅秘"
"mi"	"6"	"12"	"□[(酷爱:～书)]"
"ti"	"1"	"31"	"爹低堤"
"ti"	"2"	"42"	"蹄啼"
"ti"	"3"	"24"	"底抵嫡敌狄"
"ti"	"5"	"45"	"帝第="
"ti"	"6"	"12"	"弟第-递地的[目～]"
"tʰi"	"1"	"31"	"梯"
"tʰi"	"2"	"42"	"题提=[～出]"
"tʰi"	"3"	"24"	"体剔"
"tʰi"	"5"	"45"	"替剃替"
