多	1	tɤɯ	
拖	1	tʰɤɯ	
驼	2	tɤɯ	
大	5	ta	
罗	2	lɤɯ	
锣	2	lɤɯ	
箩	2	lɤɯ	
左	3	tsɤɯ	
搓	1	tsʰɤɯ	
歌	1	kɤɯ	
哥	3	kɤɯ	
个	1	ko	
可	3	kʰɤɯ	
鹅	2	ŋɤɯ	
我	7	ŋɤɯ	
饿	5	ŋɤɯ	
河	2	hɤɯ	
何	2	hɤɯ	
荷	2	hɤɯ	
贺	5	hɤɯ	
茄	2	kʰio	
波	1	pɤɯ	
菠	1	pɤɯ	
簸	5	pɤɯ	
播	1	po	
玻	1	pɤɯ	
坡	1	pɤɯ	
破	5	pʰɤɯ	
婆	2	pɤɯ	
魔	2	mo	
磨	2	mɤɯ	{磨刀}
磨	5	mɤɯ	{石磨}
朵	3	tɤɯ	
妥	3	tʰɤɯ	
糯	5	nɤɯ	
螺	2	lɤɯ	
坐	3	tsʰɤɯ	
座	3	tsʰɤɯ	
蓑	1	sɤɯ	
锁	3	sɤɯ	
锅	1	kɤɯ	
果	3	kɤɯ	
过	5	kɤɯ	
科	1	kʰɤɯ	
课	5	kʰɤɯ	
卧	5	ŋo	
火	3	hɤɯ	
货	5	kʰɤɯ	
和	2	hɤɯ	{和气}
禾	2	uɤɯ	
祸	5	hɤɯ	
窝	1	ɤɯ	
靴	1	ʃiɤɯ	
巴	1	po	
疤	1	po	
把	3	pa	{把握}
霸	5	po	
把	3	po	{刀把}
坝	5	po	
爬	2	pio	
麻	2	mo	
马	3	mo	
骂	5	mo	
拿	1	no	
茶	2	tʃʰo	
搽			
渣	1	tʃo	
榨	5	tʃo	
叉	1	tʃʰo	
差	1	tʃʰo	
查	2	tʃʰo	
沙	1	ʃo	
纱	1	ʃo	
家	1	ko	
加	1	ko	
假	3	ko	{真假}
架	5	ko	
嫁	5	ko	
价	5	ko	
牙	2	ŋo	
芽	2	ŋo	
雅	3	ia	
虾	1	ho	
霞	5	ʃia	{丹霞}
下	3	ho	{山下}
哑	3	o	
亚	2	ia	
姐	3	tsio	
借	5	tsio	
且	3	tsʰie	
写	3	sio	
泻	5	sio	
邪	2	tsʰio	
斜	2	tsʰio	
谢	5	tsʰio	
遮	1	tʃo	
者	7	tsɛi	
蔗	5	tʃo	
车	1	tʃʰo	
扯	3	tʃʰo	
蛇	2	ʃo	
赊	1	ʃo	
舍	3	ʃo	{舍得}
社	2	ʃɛi	
惹	3	ŋio	
爷	2	io	
野	3	io	
夜	5	io	
瓜	1	ko	
寡	3	ko	
夸	1	kʰua	
垮	3	kʰua	
跨	2	kʰia	
瓦	3	o	
花	1	ho	
化	5	ho	
华	2	ho	
划	5	ho	{划船}
蛙			
补	3	pu	
布	5	pu	
铺	1	pʰu	{铺设}
