多	t	uo	45	
多	t	u	45	
拖	tʰ	uo	45	
大	t	a	213	
锣	n	uo	31	
左	ts	u	42	
左	ts	uo	42	
歌	k	ɤ	45	
个	k	ɤ	213	
可	kʰ	ɑo	42	
鹅	Ǿ	uo	31	
饿	Ǿ	uo	213	
河	x	u	31	
河	x	uo	31	
茄	tɕʰ	i	31	
破	pʰ	uo	213	
婆	pʰ	u	31	
婆	pʰ	uo	31	
磨	m	uo	31	
磨	m	uo	213	
躲	t	uo	42	
螺	n	uo	31	
坐	ts	uo	213	
坐	ts	u	213	
锁	s	uo	42	
锁	s	u	42	
果	k	uo	42	
果	k	u	42	
过	k	uo	213	
过	k	u	213	
课	kʰ	ɑo	213	
火	x	uo	42	
货	x	uo	213	
祸	x	uo	213	
靴	ɕ	y	45	
把	p	a	42	
爬	pʰ	a	31	
马	m	a	42	
骂	m	a	213	
茶	tsʰ	a	31	
沙	s	a	45	
假	tɕ	ia	42	
嫁	tɕ	ia	213	
牙	Ǿ	ia	31	
虾	ɕ	ia	45	
下	ɕ	ia	213	
下	x	a	213	白，动量
夏	ɕ	ia	213	
哑	Ǿ	ia	42	
姐	tɕ	i	42	
借	tɕ	i	213	
写	ɕ	i	42	
斜	ɕ	i	31	
斜	ɕ	ia	31	又读
谢	ɕ	i	213	
车	tsʰ	ei	45	
蛇	s	ei	31	
射	s	ei	213	
爷	Ǿ	i	31	
野	Ǿ	i	42	
夜	Ǿ	i	213	
瓜	k	ua	45	
瓦	Ǿ	ua	42	
花	x	ua	45	
化	x	ua	213	
华	x	ua	31	
谱	pʰ	u	42	
布	p	u	213	
铺	pʰ	u	45	
簿	p	u	213	
步	p	u	213	
赌	t	u	42	
土	tʰ	u	42	
土	tʰ	uo	42	
图	tʰ	u	31	
杜	t	u	213	
奴	n	u	31	
路	n	u	213	
租	ts	u	45	
做	ts	u	213	
错	tsʰ	uo	213	
错	tsʰ	u	213	
箍	kʰ	u	45	
古	k	u	42	
古	k	uo	42	
苦	kʰ	u	42	
苦	kʰ	uo	42	
裤	kʰ	u	213	
吴	v	uᶹ	31	
五	v	uᶹ	42	
虎	f	uᶹ	42	
壶	f	uᶹ	31	
户	f	uᶹ	213	
乌	v	uᶹ	45	
女	ȵ	y	42	
吕	n	y	42	
徐	ɕ	y	31	
猪	ts	u	45	
除	tsʰ	u	31	
初	tsʰ	u	45	
锄	tsʰ	u	31	
所	s	u	42	
书	s	u	45	
鼠	s	u	42	
如	z	u	31	
举	tɕ	y	42	
锯	tɕ	y	213	
去	tɕʰ	y	213	
渠	tɕʰ	y	31	
鱼	Ǿ	y	31	
许	ɕ	y	42	
余	Ǿ	y	31	
府	f	uᶹ	42	
付	f	uᶹ	213	
父	f	uᶹ	213	
武	v	uᶹ	42	
雾	v	uᶹ	213	
取	tɕʰ	y	42	
柱	ts	u	213	
住	ts	u	213	
数	s	u	42	
数	s	u	213	
主	ts	u	42	
输	s	u	45	
竖	s	u	213	
树	s	u	213	
句	tɕ	y	213	
区	tɕʰ	y	45	
遇	Ǿ	y	213	
雨	Ǿ	y	42	
芋	Ǿ	y	213	
裕	Ǿ	y	213	
胎	tʰ	æe	45	
台	tʰ	æe	31	
袋	t	æe	213	
来	n	æe	31	
菜	tsʰ	æe	213	
财	tsʰ	æe	31	
该	k	æe	45	
改	k	æe	42	
开	kʰ	æe	45	
海	x	æe	42	
爱	ŋ	æe	213	
贝	p	ei	213	
带	t	æe	213	
盖	k	æe	213	
害	x	æe	213	
拜	p	æe	213	
排	pʰ	æe	31	
埋	m	æe	31	
摆	p	æe	42	
派	pʰ	æe	213	
牌	pʰ	æe	31	
买	m	æe	42	
卖	m	æe	213	
柴	tsʰ	æe	31	
晒	s	æe	213	
街	k	æe	45	
解	tɕ	iɛe	42	文读
解	k	æe	42	白读
介	tɕ	iɛe	213	
鞋	x	æe	31	
蟹	x	æe	42	螃~
矮	ŋ	æe	42	
败	p	æe	213	
币	p	i	213	
制	ts	ɿ	213	
世	s	ɿ	213	
艺	ȵ	i	213	
米	m	i	42	
低	t	i	45	
梯	tʰ	i	45	
剃	tʰ	i	213	
弟	t	i	213	
递	t	i	213	
泥	ȵ	i	31	
犁	n	i	31	
西	ɕ	i	45	
洗	ɕ	i	42	
鸡	tɕ	i	45	
溪	tɕʰ	i	45	
契	tɕʰ	i	213	
系	ɕ	i	213	
杯	p	ei	45	
配	pʰ	ei	213	
赔	pʰ	ei	31	
背	p	ei	213	
煤	m	ei	31	
妹	m	ei	213	
对	t	uei	213	
