例字	(陈平)	(思陇)	(甘棠)			
多	tø35	tɔ35	tɔ54			
娑		ʃa35	ɬɔ54		陈平	阴平35 阳平213 阴上33 阳上22 阴去55 阳去42 上阴入5 下阴入3 阳入2
歌	kø35	kɔ35	kɔ54		思陇	阴平35 阳平213 阴上33 阳上22 阴去55 阳去53 上阴入5 下阴入3 上阳入42 下阳入2
哥	kø35	kɔ35	kɔ54		甘棠	阴平53 阳平31 阴上35 阳上23 阴去55 阳去33 上阴入5 下阴入35 上阳入23 下阳入2
呵	hø35	hɔ35	hɔ54			
阿	ʔø35	ʔa33	ʔɔ54			
阿	ʔa33	ʔa35	ʔa54			
拖	tʰø35	tʰɔ35	tʰɔ54			
他	tʰa35	tʰa35	tʰa54			
它	tʰa35	tʰa35	tʰa54			
驼	tø213	tʰɔ213	tɔ31			
鸵	tø213	tʰɔ213	tɔ31			
磋	tʃʰø35		tʃʰɔ54			
轲	kʰø35		kʰɔ54			
河	hø213	hɔ213	hɔ31			
何	hø213	hɔ213	hɔ31			
苛	kʰø35		hɔ54			
挪	nø213	nɔ213	nɔ31			
罗	lø213	lɔ213	lɔ31			
逻	lø213	lɔ213	lɔ31			
锣						
箩						
鹅	ŋø213	ŋɔ213	ŋɔ31			
俄	ŋø213	ŋɔ213	ŋɔ31			
蛾						
左	tsø42	tʃa55	tʃɔ35			
可	hø33	hɔ33	kʰɔ35			
坷	kʰø35					
舵	tø213	tɔ213	tɔ31			
荷	ʔø35	ʔɔ35	hɔ55			
哪	na22	na33	na31			
我	ŋø33	ŋa33	ŋɔ23			
佐	tsø55		tʃɔ35			
做	tsəu55	tʃɔ55	tʃɐu55			
个	kø55	ka55	kɔ54			
荷	ø55	hɔ213	hɔ55			
大	tai42	tai42	tai33			
驮	tø213	tɔ213				
贺	hø42		hɔ33			
那	na33	na42	na31			
饿	ŋø42	ŋɔ42	ŋɔ33			
茄	kɛ213	kɛ213	ki31			
波	pø35	pɔ35	pɔ54			
菠	pø35	pɔ35	pɔ54			
脶						
梭	ɬø35	ʃɔ35	ɬɔ54			
莎	ʃa35	ʃa35	ʃa54			
过	ku55	ku55	ku54			
锅	kəu35	ku35	ku54			
戈	ku35		kuɔ54			
窝	ʔəu35		ʔu54			
颇	pʰəu35	pʰɔ35	pʰɔ54			
涡	kəu35		ʔu54			
倭						
莴						
坡	pø35	pɔ213	pʰɔ54			
玻	pø35	pɔ35	pɔ54			
科	həu35	hu35	hu54			
棵	kʰø33	kʰɔ55	hɔ54			
婆	pəu213	pu213	pu31			
摹						
摩						
和	həu213	hu213	hu31			
禾	həu213	hu213	hu31			
魔	mø35	mɔ35	mɔ54			
磨	məu42	mu42	mu31			
砣						
挼						
螺	ləu213	lu213	ly31			
啰	lø35	lɔ35	lɔ54			
唆						
窠						
讹	ŋø213					
跛	pɐi35	pɔ35	pei35			
簸	pəu55	pɔk33	pʰu35			
朵	təu33	tu33	tɔ35			
躲	tø33		tɔ35			
锁	ɬəu33	ɬu33	ɬy35			
琐	ɬəu33	ɬu33	ɬy35			
果	kø33	kɔ33	kɔ35			
裹	kʰø33	kɔ33	kɔ35			
火	həu33	hu33	hu35			
伙	həu33	hu33	hu35			
颇	pʰəu33		pʰɔ55			
妥	tʰø33	tʰɔ33	tʰɔ35			
颗	kʰø33	kʰɔ33	hɔ55			
椭						
堕	tø42	tɔ42	tɔ33			
惰	tø42	tɔ22	tɔ33			
坐	tʃəu22	tʃu33	tʃy23			
祸	həu22	hu22	hu23			
裸	kʰø33		lɔ23			
簸	pok2	pɔk2	pɔk2			
播	pəu55	pəu55	pɔ55			
剁	təu55	tɔ55				
挫	tsʰø55		tʃʰɔ55			
过	kəu55	ku55	ku55			
货	həu55	hu55	hu55			
涴	ʔəu55		ʔu55			
破	pʰəu55	pʰu55	pʰɔ55			
唾		tʰu55	tʰy54			
锉	tʃʰø55		tʃʰɔ55			
到	tʃʰø55		tʃʰɔ55			
课	həu55	hɔ55	hu55			
薄	pok2	pɔ213	pɔ31			
座	tʃəu42	tʃu22	tʃy33			
坐	tʃəu22	tʃu22	tʃy23			
和	hu213	hu213	hu31			
和	hu213	hu213	hu31			
磨	mu42	mu42	mu33			
糯	nu42	nu42	ny31			
懦	ʃui213	nɔ42	ɬui33			
摞	lak2		lɔk35			
卧	ŋəu42	ŋɔ42	mu33			
靴			hø54			
瘸		kʰuk33	wɛ35			
巴	pa35	pa35	pa54			
芭	pa35	pa35	pa54			
疤						
笆						
钯						
杷						
琶						
楂	tʃa213	tʃa213	tʃa54			
渣	tʃa35	tʃa35	tʃa54			
沙	ʃa35	ʃa35	ʃa54			
纱	ʃa35	ʃa35	ʃa54			
家	tʃa35	tʃa35	ka54			
加	tʃa35	tʃa35	ka54			
痂						
嘉						
虾	ha35	ha35	ha54			
哈	ha35	ha35	ha54			
鸦	ʔa35	ʔa35	ʔa54			
丫	ja35	ja35	ʔa54			
葩	pa213		pa54			
叉	tʃʰa35	tʃʰa35	tʃʰa54			
差	tʃʰa35	tʃʰa35	tʃʰa54			
爬	pa213	pa213	pa31			
茶	tʃa213	tʃa213	tʃa31			
茬		tʃa213				
搽						
杈						
查	tʃa213	tʃa213	tʃa31			
霞	ha213	ha213	ja31			
遐	ha213	ha213				
蛤	ha213					
麻	ma213	ma213	ma31			
麻	ma213	ma213	ma31			
妈	ma35	ma35	ma54			
拿	na213	na213	na31			
桠						
牙	ȵa213	ȵa213	ŋa31			
芽						
衙	ȵa213	ȵa213	na31			
把	pa33	pa33	pa35			
洒	ʃa55	ʃa55	ʃa55			
假	tʃa33	tʃa33	ka35			
贾	tʃa55	tʃa33	ka35			
哑	ʔa33	ʔa33	ʔa35			
下	ja22	ja22	ja33			
夏						
厦	ja42	ja42	ja35			
马	ma22	ma22	ma31			
码	ma22	ma33	ma31			
雅	ȵa22	ȵa33	ŋa23			
霸	pa55	pa55	pa55			
爸	pa35	pa55	pa55			
把						
坝						
咤	tʃa55		tʃa54			
诈	tʃa55	tʃa55	tʃa55			
炸						
榨	tʃa55	tʃa55	tʃa55			
厦	ʃa33	ʃa213	ʃa35			
嫁	tʃa55	tʃa55	ka55			
稼						
价	tʃa55	tʃa55	ka55			
吓	hak3	hak3	hak35			
亚	ja55	ja55	ʔa55			
怕	pʰa55	pʰa55	pʰa55			
帕	pʰak3	pʰek3	pʰak35			
岔	tʃʰa55	tʃʰa55	tʃʰa55			
耙	pa213	pa213	pa31			
驾						
架						
假						
乍	tʃa55	tʃa55	tʃa55			
下	ja22	ja22	ja33			
夏	ja42	ja42	ja33			
暇	ja213	ha213	ma33			
骂	ma42	ma42				
讶	ȵa42	ja55	ŋa33			
些	ɬɛ35	ɬɛ35	ɬɛ54			
爹	tɛ35	tɛ35	tɛ54			
遮	tʃɛ35	tʃɛ35	tʃi54			
奢	ʃi35					
车	tʃʰi35	tʃʰi35	tʃʰi54			
赊						
佘						
邪	tʃʰɛ213	tʃɛ213	tʃɛ31			
斜	tʃi213	tʃɛ213	tʃi54			
蛇	ʃi213	ʃi213	ʃi31			
椰	jɛ35	jɛ22	jɛ31			
爷	ji35	ʔi35	jɛ31			
耶	jɛ35	jɛ35	jɛ54			
姐	tsɛ33	tʃɛ33	tʃɛ35			
写	ɬɛ33	ɬɛ33	ɬi35			
者	tʃɛ33	tʃɛ33	tʃɛ35			
舍	ʃi33	ʃɛ33	ʃɛ35			
且	tʃʰit3	tʃʰit3	tʃʰɛ35			
扯	tʃʰi33	tʃʰi33	tʃʰɛ35			
社	ʃi22	ʃi33	ʃɛ35			
惹		jɛ33	jɛ23			
也	jɛ22	jɛ33	jɛ23			
野	ji22	hi33	jɛ23			
借	tsɛ55	tʃɛ55	tʃi55			
笡						
泻	ɬɛ55	ɬɛ55	ɬi55			
卸	ɬɛ55	ɬɛ55	ɬ155			
蔗	tʃɛ55	tʃɛ55	tʃi55			
舍	ʃi55	ʃi55	ʃi55			
赦	ʃi55		ʃip35			
笡		tʃʰi55	tʃʰɛ55			
藉	tʃit2	tʃek2	tʃət23			
鹧						
谢	tʃɛ42	tʃɛ42	tʃɛ33			
射	ʃit42	ʃit22	ʃɛ33			
麝	ʃit42	ʃit33	ʃi33			
夜	jɛ42	jɛ42	hi33			
瓜	kua35	kua35	kua54			
蜗	kəu35	wɔ35	ʔu54			
娲	kəu35	wɔ35	wa54			
花	wa35	wa35	wa54			
哗	wa213	wa42	wa31			
蛙	wa35	wa35	wa54			
洼	wa35	wa35	wa54			
夸	kʰua35	kʰua35	kʰua54			
华	wa213	wa213	wa31			
铧						
划	wa42	wak2	wak23			
傻	ɬø33	ɬɔ213	ɬɔ31			
耍	ʃa33	ʃa33	ʃa35			
剐						
寡	kua33	kua33	kua35			
垮	kʰua35	kʰua55	kʰua54			
瓦	wa22	ŋua22	wa31			
化	wa55	wa55	wa55			
跨	kʰua35	kʰua55	kʰua54			
华	wa213	wa42	wa31			
桦	wa35	wa42	wa31			
瓦	ŋua22	ŋua22	wa31			
逋	pu35					
都	təu35	tu35	tu54			
都	təu35	tu35	tu54			
租	tsəu35	tʃɔ35	tʃu54			
苏	ɬəu35	ɬɔ35	ɬu54			
酥	ɬəu35	ɬɔ35	hu54			
姑	kəu35	ku35	ku54			
孤	kəu36	ku35	ku54			
呼	həu35	hu35	hu54			
鸪						
辜						
箍						
乌	ʔəu35	ʔu35	ʔu54			
污	ʔəu55	ʔu35	ʔu54			
铺	pʰu35	pʰu35	pʰu54			
粗	tʃʰəu35	tʃʰu35	tʃʰu54			
枯	kəu35	ku35	hu54			
脯						
菩						
蒲	pu213	pʰəu33	pʰu35			
葡	pu213	pu213	pu31			
徒	təu213	tɔ213	tu31			
图	təu213	tɔ213	tu31			
涂						
途						
屠						
乎	həu35	hu35	hu54			
狐						
胡	həu35	hu35	hu31			
壶						
湖						
葫						
糊						
蝴						
瓠						
模	mu35	mɔ35	mu54			
模	mu213	mɔ35	mu54			
摹		mɔ35	mu54			
奴	nəu213	nɔ213	nu31			
萝	lø213	lɔ213	lu31			
卢	ləu213	lɔ13	lu31			
炉	ləu213	lɔ213	lu31			
鸬						
