#ɿ
ts [1]知蜘智支枝肢哆~资姿咨兹滋锱{~重}芝汁□{~□ sɿ⁴²（钱串子）}□{□ tʰɿ⁴²~（打听）}[3]之紫纸姊脂旨指子止趾址籽{菜~}吱{咯~窝}[5]滞制赐自致稚至梓字置治志痣
tsʰ [1]疵{吹毛求~}池驰瓷迟兹{又}慈磁{文}辞词祠嗣痴持嗤{~笑}[3]雌此侈{奢~}耻齿[5]刺赐又翅次伺斥□{□ pʰɿ⁴²~（小的石鸡）}
s [1]斯厮撕嘶{~气了（馊了）}私师狮尸司丝思饲诗时拾{~起来}□{荞麦~子（小蜥蜴）}[3]施死屎使史驶始[5]世势誓逝匙{汤~}是氏四肆示视嗜似巳寺士仕柿事试市侍侍饰祀

#i
p [1]屄{牛~匠（爱吹牛的人）}[3]比秕毙[5]蔽敝弊币闭陛鐾{~刀}布彼俾臂又婢避鄙庇{~护}备篦
pʰ [1]批坯{土~}披皮疲庇{又。包~}丕琵{~琶}枇{~杷}[3]脾痹匹{一~布}[5]屁
m [1]迷谜糜{~子}弥靡眉楣{门~}媚明{白。精~（聪明）}□{腰~子（□袋）}[3]米女{~猫儿（母猫）}[5]秘泌觅
t [1]低敌[3]底抵□{□ tuoŋ⁴²~（丢人）}[5]帝弟第递地□{~捕（抓捕）}
tʰ [1]堤梯涕题提蹄啼[3]体[5]替剃屉{抽~}嚏{打一喷（打喷嚏）}
l [1]犂黎雷离{~别｜~开半寸}篱{~笆}璃梨厘狸粒[3]礼李里{公~｜~面}理鲤累{积~}[5]例厉励丽隶累{（极困）｜连~}娌荔利痢俐{伶~}吏泪笠历{经~｜黄~}立{~柜}
tɕ [1]鸡稽饥{~饿｜~荒}肌几{茶~｜~乎}基机讥精{白。~明}□{~盔（锅盔）}集{白。赶~}[3]挤几{~个}己虮{~子（虱卵）}[5]祭际济剂{一~药}计继系{~鞋带}寄技妓冀纪记忌既季寂
tɕʰ [1]妻齐脐契畦{菜~}奇骑岐祁鳍箕欺杞其棋期旗岂泣膝{圪~盘（碌盘）}讫{又}□{春~~（春天）}[3]启企起栖[5]气汽戚又去{出~}器弃
ɕ [1]西犀溪奚兮徙牺熙稀夕[3]希洗玺嬉{~皮笑脸}喜蟢{~子}擤{白。~脓带（擤鼻涕）}[5]细系{院~｜联~｜关~}携戏
ȵ [1]泥倪尼[3]你您[5]腻拟匿逆{又。~子}溺{~死}佞{白}
k [3]给{供~}
Ø [1]移伊姨胰{~子（肥皂）}疑医矣衣依遗揖{作~}[3]倚椅已以尾{白。~巴}乙[5]艺刈缢瞖宜谊义议仪蚁易夷肄{~业}意异沂{~河}毅逸忆亿抑翼益译疫役

#u
p [3]补捕堡{又。~垒}卜{~卦}[5]布怖{恐~}部簿步
pʰ [1]铺{~设}菩脯{~~}扑{~克}仆{（倒）}葡[3]谱普浦蒲捕甫脯{杏~}朴{~素}仆{~人}[5]铺{店~}
m [1]模{~子}谋[3]某亩母拇[5]暮慕墓募幕目穆姓牧
f [1]夫肤赋敷孵{~小鸡}麸{麦~子}抚{~养}符扶芙{~蓉}浮[3]府腑俯斧釜腐{又。~败}辅否阜[5]付傅赴讣{~告}父附富副妇负
t [1]都{~城}□{圪~（拳头）}□{圪~（依靠着）}[3]堵赌肚{鱼~}[5]杜肚{腹~}度渡镀踱□{把~汉（又胖又矮的人）}
tʰ [1]徒屠途涂图[3]土吐{~痰｜呕~}[5]兔
n [1]奴[3]努[5]怒
l [1]噜啦~
ts [1]租猪诛蛛株朱珠□{扁~~（一种野菜）}[3]祖组阻煮拄主[5]著{显~}助诸姓驻注柱住蛀铸
tsʰ [1]租除初锄厨雏帚又橱[3]褚{姓}储{~蓄}楚础处{相~}杵[5]醋猝{仓~}处{~所}
s [1]苏酥梳疏蔬书舒枢输{~血｜运~}殊俗{又}[3]暑鼠黍署薯数{（动词）}术{金兀~}粟属{又}[5]素诉塑嗉{鸡~子}庶恕数{（名词）}戍竖树漱{~口}述淑
z [1]如[3]汝儒乳擂{~进去}辱{又}
k [1]姑孤箍菇[3]古估{~旧}股故牯□{三□lo55~（种食物）}[5]故固雇顾
kʰ [3]枯苦[5]库裤酷
x [1]呼浒胡湖狐壶乎瓠{~卢}糊核{杏~}蝴[3]虎□{白毛~□ tu⁴² 雪（鹅毛大雪）}[5]户沪互护□{浑}
Ø [1]蜈{~蚣}梧{~桐}乌坞无侮{~辱}屋[3]吴吾五伍午武舞鹉{鹦~}捂[5]误悟污恶{可~}巫诬务雾戊

#y
l [3]吕{又}垒{~墙}捋{~袖}
tɕ [1]居车{~马炮}拘驹局锔{~碗}□{鼻~（牛轭，穿在牛鼻子里的铁环）}[3]举[5]据锯巨拒距聚俱{家~}矩{规~}句具俱剧
tɕʰ [1]蛆渠趋区驱瞿{姓}[3]取娶趣[5]去
ɕ [1]墟{~市}虚嘘{吹~}须{必~｜胡~}吁[3]徐许{姓}需[5]絮序叙绪续婿{女~}
ȵ [3]女
Ø [1]鱼渔于{~此}淤余舁{（抬）}与愚迂{~腐}盂榆逾愈{病~}喻裕蔚{~蓝}郁□{叫~~（蝈蝈）}[3]语寓雨宇禹羽蔚{~县}[5]御誉预豫虞娱遇愉玉狱欲浴

#ər
Ø [1]儿[3]尔耳饵[5]二贰而

#ᴀ
p [1]巴芭疤拔叭{喇~~花（牵牛花）}[3]把{一~}[5]霸把{（柄）}坝爸耙{犁~}罢
pʰ [1]帕爬琶{琵~}杷{枇~}钯{~子}[5]怕
m [1]麻癞蟆{蛤~}妈[3]马码妈□{大~哥（大拇指）}[5]骂
f [1]乏{（累了）}[3]乏{（没劲）｜（人软）}
t [1]□{（爸爸）}[3]打[5]大
tʰ [1]他□{~鼻（嗅觉不灵）}
n [1]拿□{~糕（一种食物）}□{~□ io⁴²（形容人或物顶事、管用、有能力）}[3]哪那[5]纳{~鞋底}
l [1]拉垃腊{十冬~月}辣{~椒}酱[3]喇{~叭花}喇{~蛄（蝼蛄）}[5]蜡{文}
ts [1]楂渣炸{用油~}□{~石（过河踩的石头）}臜{腌~}杂砸浞{（投衣服）}喳{山~~（知了）}□{圪~（锅巴）}□{~衣裳}咋{~写}[3]闸拃{一~（张开大拇指到中指的距离）}□{~面（拿水揉面）}铡眨{又}[5]诈榨{~油}炸{~弹}乍栅{~栏}
tsʰ [1]茶搽叉杈{枝~}差{~乎（在乎）}茬{头~}韭菜查□{崖~（山崖）}擦{~脚布}□{胸~（胸脯）}□{绿~~（贬义，形容人恼怒，不欢喜）}[3]衩{裤~}镲{月~}[5]差{~不多}岔{三~路}
s [1]沙纱撒{~手}萨砂□ {tsɒʔ⁴² 螫~（蚰蜒的一种，腿比蚰蜒的腿长，益虫）}□{□ uɒ⁴²~（钱串子）}□{挑~（挑拣）}[3]洒厦傻撒{~种}[5]□{~了（虫子蛀了）}煞{黑残~（满脸的黑点）}
k [3]□{叫~子（公驴）}
x [1]哈{~腰}
ŋ [1]腌{~臜}[3]我{~们}

#iᴀ
l [3]俩
tɕ [1]家加痂嘉佳[3]假{真~}贾{姓}甲[5]假{放~}架驾嫁稼又价
tɕʰ [1]掐{~脖子}[3]恰卡{~住}[5]洽掐{~兔子}
ɕ [1]虾霞瑕遐{文。闻名~迩}狭峡辖{~区}匣[5]吓{~~跳}下夏厦{~门}
ȵ [3]□{~的（你的）}□{人~（人家，别人）}
Ø [1]牙芽衙伢（小孩子）鸦丫{~头}桠{枝~}涯{天~}崖{山~}[3]雅哑[5]亚押压

#uᴀ
ts [1]髽{~髻（梳在头前部两端的发髻）}抓[3]爪{鸡~子}
s [3]耍
k [1]瓜刮{文}[3]寡剐□{~气（物成人不怎么样）}[5]挂卦褂
kʰ [1]夸[3]侉垮[5]跨
