#i				
ŋ	[13]藕[21]校{～对｜学～}咬			
h	[55]酵敲[24]姣{～猫多叫，～人多跳}[33]考[53]孝			
j	[13]有酉			
∅	[33]拗{～断。又au53}[53]坳拗{～口。又au33}			
#əu				
pʰ	[53]穮{不饱满，不结实}泡{鱼～：鱼鳔。又pʰau55、pʰau53}			
m	[55]□{～心：糠心}[24]谋[13]亩[21]贸牡戊			
f	[33]否			
t	[55]兜蔸[24]头投[33]斗抖陡[53]斗{争～}窦{蜂～：蜂窝}[21]豆痘			
tʰ	[55]偷[53]敨透			
n	[13]扭纽			
ɬ	[55]修[33]搜[53]秀绣锈			
l	[55]□{米～鱼：泥鳅}[24]楼刘流留琉硫榴[13]柳[21]漏			
ts	[55]蛛邹州舟周洲[24]绸稠筹求球[33]韭九[13]臼舅[53]昼咒救[21]就袖旧			
tsʰ	[55]秋抽[33]丑丑[53]凑臭			
ȵ	[24]牛[53]皱			
s	[55]收[24]愁仇酬[33]手守首[53]瘦兽[21]受寿			
k	[55]勾沟纠鸠[33]狗苟[53]彀购够究[21]嚿{一～泥：一团泥}			
kʰ	[55]抠[53]扣寇			
ŋ	[55]钩□{蹲}[13]朽{又jəu33}			
h	[24]侯喉猴[33]口[13]厚[55]睺{盯（上）}[21]后后候			
j	[55]丘休优忧悠幽[24]柔尤邮由油游[33]朽诱[13]友[53]幼[21]又右佑			
∅	[55]欧瓯[33]呕怄{～气}□{～血：淤血}[53]沤			
#eu				
pʰ	[53]龅{～齿}			
m	[55]猫			
n	[55]□{粘}			
l	[55]撩[33]鹩{～哥：八哥}			
k	[33]绞{又kʰeu33}			
kʰ	[33]绞{～丝旁．又keu33}[53]窍□{～脚：足抬高}			
∅	[55]吆{叫}			
#ɔu				
p	[55]褒[24]袍[33]宝保堡[13]抱[53]布报[21]部簿步埠菢暴爆			
pʰ	[53]铺{店～}			
m	[24]毛[21]务雾冒帽			
f	[53]富[21]付傅腐父附负			
t	[55]刀[24]逃桃绹陶淘[33]岛倒捣[53]倒{～水}到[21]杜度渡镀道稻导盗			
tʰ	[55]滔涛[33]讨[53]吐兔套			
n	[13]恼脑			
ɬ	[55]骚臊[33]嫂[53]诉素扫			
l	[55]捞[24]劳牢[13]老佬[21]露路鹭			
ts	[55]遭糟[24]曹槽嘈[33]早枣[13]造[53]做灶			
tsʰ	[55]操[33]草[53]醋糙			
s	[53]数{~字。又su33}			
k	[55]高膏糕[33]稿[53]固故雇告			
kʰ	[53]顾{照～}靠			
∅	[55]薅蒿[24]毫豪[33]好[53]库裤戽好{爱～}耗[21]互护芋浩号			
ŋ	[24]熬摮{摇动}[21]傲			
#iu				
p	[55]标表彪熛{水、火星等飞溅}[24]嫖瓢薸{浮～：浮萍}[33]表			
pʰ	[55]飘[53]漂票			
m	[24]苗描[13]秒[21]妙庙			
t	[55]刁雕丢[24]调{～和。又tiu21}条跳{跳动}[33]鸟{交合}[53]吊钓[21]掉调{音～。又tiu24}			
tʰ	[55]挑雕刻[53]跳			
ɬ	[55]宵消硝霄萧箫[33]小[53]笑			
l	[24]燎疗辽聊[13]了{～结}[21]料廖			
ts	[55]椒焦蕉朝{到～早：清晨。又tsiu24}招昭召[24]朝{～代．又tsiu55}潮[53]照[21]兆赵			
tsʰ	[55]锹超[53]啾{打笨～：打喷嚏}			
s	[55]烧[24]韶[33]少{多～。又siu53}[53]少{～年．又siu33}[21]绍邵			
k	[55]娇骄缴[24]乔侨桥[13]□{～羹：羹匙}[53]叫[21]轿			
kʰ	[33]巧			
h	[55]嚣[24]摇[33]晓[21]鹞			
ø	[55]妖腰邀要{又iu53}[53]要{重～。又iu55}			
#am				
p	[21]湴{烂泥}			
t	[55]耽担[24]谭潭谈痰坛燂[33]胆[13]淡[53]担[21]啖{一～：一口}			
tʰ	[55]贪[53]探			
n	[55]喃[24]男南腩{肚～}[53]□{一～：一拃}			
ɬ	[55]三[33]糁{撒}			
l	[55]爁[24]蓝篮[13]览揽[53]□{跨迈}[21]缆滥舰			
ts	[55]簪[24]蚕惭劖{刺入}[33]斩[21]暂站{车～}			
tsʰ	[55]参杉[33]惨𥮾{～箕}			
s	[55]衫[24]谗馋			
k	[55]监[33]减[53]鉴			
ŋ	[55]啱{刚好}[24]岩			
h	[24]咸咸衔[53]喊[21]陷			
#əm				
t	[33]□{～手印：按手印｜～一拳：打一拳}[53]□{脚～：小腿}[21]□{～脚：跺脚}			
tʰ	[53]□{骗}			
n	[55]□{～眼：眨眼}[24]腍{软烂}[13]谂{想，思考}[21]□{行动慢}			
ɬ	[55]心			
l	[24]林临淋			
ts	[55]针斟[24]寻沉□{吟～：呻吟}□{层}[33]枕锦[13]妗{～娘：舅母}[53]浸禁{～止。又kəm55}[21]沉{使沉}			
tsʰ	[55]侵森襟{连～。又kʰəm55}掺{～水：兑水}			
s	[55]参{人～}深[24]蟾{～蜍}[33]沈审婶			
ȵ	[24]壬[21]任			
k	[55]今金[24]岑琴擒[13]□{仆～睡：趴着睡}[21]□{挨鬼～：被鬼按压住}			
kʰ	[55]襟{又tsʰəm55禁～用：耐用。又tsəm53}[33]□{盖：～被｜～住}			
ŋ	[55]□{～腰：弯腰}[24]吟{～tsəm24：呻吟}			
h	[55]钦			
j	[55]阴音荫[33]饮隐			
∅	[33]揞{又ɔm33，瘖～佬：哑巴}			
#em				
n	[55]□{白～佬：扒手}[33]□{蔫皮}[53]□{牛～：牛虻}			
k	[24]钳[13]□{舔}			
#im				
t	[24]甜[33]点典[13]簟[53]店[21]掭{～笔}			
tʰ	[55]添[33]舔			
n	[55]黏[24]鲇[21]验念			
l	[24]帘廉镰			
ts	[55]尖沾[24]潜挦{～毛：拔毛}[53]占{～领}[21]渐			
tsʰ	[55]歼签钎{刺入，捅入}			
s	[33]陕			
k	[53]剑[21]俭			
kʰ	[55]兼[33]检			
ŋ	[24]严[13]染			
h	[55]谦[24]檐嫌盐燃[33]险[53]欠歉			
ø	[55]阉[33]掩厣{螺蛳～｜结～：结痂}[53]厌淹			
#ɔm				
l	[55]□{掏摸：～衫袋}[53]□{坍塌}			
k	[55]甘[33]感敢咁{这么，那么}			
ŋ	[13]□{用牙龈咬}			
h	[24]含函[33]□{碰撞}[53]磡{险岸}			
∅	[33]揞{又əm33}[53]暗			
#an				
p	[55]班斑颁扳[24]□{爬}[33]板版[21]办			
pʰ	[55]攀[53]扮襻			
m	[55]摱{～鸡：扳机}[24]蛮[13]晚[21]慢漫万			
f	[55]番翻[24]凡帆矾烦繁[33]反返[13]犯[53]泛贩范[21]饭			
t	[55]丹单[24]弹{～琴。又tan21}檀坛[53]诞[21]旦但弹{子～。又tan24}蛋			
tʰ	[55]摊滩[33]毯坦[53]叹炭			
n	[24]难{又nan21}[21]难{苦～。又nan24}			
ɬ	[33]散{又ɬan53}[53]伞散{分～。又ɬan33}			
l	[24]兰拦栏[21]懒烂			
ts	[24]残[33]盏□{悭～：吝啬}[53]赞[21]赚栈攒			
tsʰ	[55]餐[33]产			
s	[55]山删闩			
k	[55]间{又kan53}艰奸[33]简枧{肥皂}[53]间{～断。又kan55}			
kʰ	[53]□{烟劲大}			
ŋ	[24]颜[13]眼[21]雁			
h	[55]悭{～tsan33：吝啬}[24]闲[33]刊[13]旱[21]限苋			
w	[55]弯湾[24]顽还环鲩[21]幻患			
∅	[53]晏			
#uan				
k	[55]关[53]惯			
#ən				
p	[55]宾彬奔[24]贫频[21]笨			
pʰ	[33]品[53]喷			
m	[55]蚊[24]民闽文纹闻蚊[33]□{～屎共kɪŋ21：蜣螂}[13]敏抿[53]呇{～水：泉水}[21]问			
f	[55]分[24]坟[33]粉[53]奋粪芬[21]愤份			
t	[55]敦墩[24]屯臀[33]墩□{撞～出：脱肛}[53]顿□{倒～：倒过来头朝下}[21]盾炖			
tʰ	[55]吞[53]褪{～车：倒车}			
n	[55]□{绳子搓得紧}[33]撚{又nin33}			
ɬ	[55]辛新薪[33]笋[53]信讯榫迅			
l	[55]□{讲～你：告诉你}[24]邻磷鳞伦轮[33]□{沾上，染上}[13]□{溢出}[53]□{掉落}[21]论			
ts	[55]津珍真樽瓶子[24]秦尘陈[33]诊准准[13]尽[53]进晋镇振震[21]阵			
tsʰ	[55]亲伸{痴邻切，臻开三平真彻。又sən55}春[33]蠢[53]亲{～家趁～墟：赶集衬}			
ȵ	[24]人仁[33]□{发～：发抖}[13]忍[53]□{踹}[21]认闰润孕			
s	[55]申伸{又tsən55}身[24]神辰晨唇纯[13]肾□{～崽：二百五}[53]呻{怨叹}[21]慎顺			
k	[55]根跟巾斤筋[24]芹勤[33]紧仅谨[13]劲近			
kʰ	[33]垦			
ŋ	[55]奀{小}[24]银			
h	[55]欣[24]痕□{痒}[13]很[21]恨			
j	[55]□{～水：凉水}[24]寅[13]引			
w	[55]昏婚温瘟勋熏[24]魂馄{～饨}匀云云[33]稳揾{找寻}[13]允[53]训[21]运韵			
∅	[55]恩因姻[53]印			
#uən				
k	[55]军君[24]裙群[13]菌□{崴：～着脚}[53]棍□{骗取}			
kʰ	[55]昆坤均[33]滚捆混[53]困			
#en				
p	[33]贬[53]□{车～：车轮}			
pʰ	[55]□{拨开}			
m	[55]□{拨开}[53]□{边缘}			
f	[33]□{～膊：换肩}			
t	[53]□{轻触}			
l	[55]□{喉咙想吐的感觉}[13]□{蛤～鱼：蝌蚪}[53]□{滚压，碾}			
n	[53]□{蒂：慈姑～}			
tsʰ	[33]铲			
ŋ	[24]研			
h	[33]蚬{一种贝}			
w	[55]悬{又yn24}			
j	[33]□{踮：～脚}			
ø	[33]躽{腆：～胸｜～肚}			
#ɔn				
tsʰ	[55]□{玩耍，游逛}[33]铲			
k	[55]干{～湿。又kin24}肝竿杆[33]赶杆秆[53]干{～部}			
ŋ	[21]岸			
h	[24]寒韩[13]旱[53]看汉[21]汗			
∅	[55]安鞍[53]按案			
#in				
p	[55]鞭边[24]便{～宜。又pin21}[33]扁[53]变[21]辨辩便{方～。又pin24}			
pʰ	[55]编偏{让（开）：～开｜～路}篇[33]片{将肉等切成片儿}[53]骗遍片[21]辫			
m	[55]□{细}[24]绵棉眠[13]免勉[21]面面			
t	[55]颠[24]田填[21]电垫			
tʰ	[55]天			
n	[24]年[33]撚{又nən33}			
ɬ	[55]仙鲜先[53]线			
l	[24]连联怜莲[21]练炼楝			
ts	[55]煎毡荐[24]钱前[33]剪展[53]箭战[21]贱			
tsʰ	[55]迁笺千[33]浅			
ŋ	[24]言然			
s	[53]扇扇[21]善膳			
k	[55]肩[24]乾{～坤。又kɔn55}[33]茧[53]建键见[21]件健			
kʰ	[55]□{掀揭，掀开}			
h	[55]轩牵[24]延弦贤[33]演显[53]宪献[21]现			
∅	[55]烟[53]燕			
#un				
p	[55]般搬[24]盘盆[33]本[53]半伴			
pʰ	[55]潘[53]判叛拼{～烂：玩命}			
m	[55]□{猪～泥：猪拱泥}[24]门[13]满[21]闷			
t	[55]端墩{ȵɔŋ33～：蒲团}[24]团[33]短[13]断[21]锻段缎			
n	[13]暖[21]嫩			
ɬ	[55]酸孙[33]损[53]蒜算			
l	[24]仑仑[21]乱			
ts	[55]钻{又tsun53}尊[24]存[53]钻{又tsun55}			
tsʰ	[55]村[53]寸			
k	[55]观官棺冠[24]□{圆}□{扛}[33]馆管[53]冠贯灌罐			
h	[55]宽欢[33]款[53]缓[21]换			
∅	[33]碗			
#yn				
ɬ	[55]宣[24]旋[33]癣选			
l	[55]联{缝合}[24]鸾[53]恋			
ts	[55]专砖遵[24]全泉传{又tsyn21}[33]转[53]转[21]漩{水～：漩涡传～记。又tsyn24}			
tsʰ	[55]川穿[53]串			
ŋ	[24]元原源[13]软[21]愿现{～成饭：现饭}			
s	[24]船			
k	[55]捐[24]权拳[33]卷[53]绢券			
h	[55]圈[24]完丸员园圆铅袁悬{又wen55}[33]犬[13]远[53]劝楦[21]院缘阮县			
∅	[55]冤渊[53]怨			
#aŋ				
p	[55]乓[24]朋彭膨棚凭{又pɪŋ24}			
pʰ	[33]□{一～：一庹}			
m	[24]盲[13]猛[21]孟			
l	[13]冷			
ts	[55]争筝[24]□{麻～：麻雀}			
tsʰ	[55]撑铛{炒菜锅}			
s	[55]生牲甥[33]省{～长。又ɬɪŋ33}			
k	[55]更{～换}庚羹耕			
ŋ	[21]硬			
h	[55]坑[24]衡			
w	[24]横[21]横{椅～：椅子橕}			
∅	[55]罂{沙～：砂锅}			
#əŋ				
p	[55]崩			
m	[55]掹{扯}[24]萌[33]□{钝}			
f	[53]□{扔；甩}			
t	[55]灯登[24]腾藤茼{～蒿}[33]等[53]凳[21]邓瞪□{相称，平衡}			
n	[24]能[53]□{na55～：连带}			
ɬ	[53]□{～极：玩耍}			
l	[55]□{豆～：筛子}[24]□{侧～睡：侧身睡}[33]□{半～kʰəŋ33：一半；半途中}			
ts	[55]曾增[24]层曾橙{～子}[21]赠			
tsʰ	[33]□{～箕：粪箕}			
s	[53]□{尿骚味}[21]上尚{和～}			
ȵ	[53]韧			
k	[33]梗耿[13]□{硌}[53]更			
kʰ	[33]哽{～颈：噎住了}			
h	[24]恒[33]肯[21]幸			
∅	[33]哽{～屎：大便时闭气使力}			
#uəŋ				
k	[33]纩{挂绊，套住}			
w	[21]□{日头带～：日晕}			
#eŋ				
n	[55]娘{老～：母亲}[24]娘{伯母}			
ɬ	[55]相厢箱湘镶[33]想[53]相{～貌}			
l	[24]良凉梁粮粱量[13]两[53]靓{美；漂亮}[21]亮谅量			
ts	[55]将{又tseŋ53}浆张章樟[24]墙详祥长{～短。又tseŋ33}肠场[33]奖桨蒋长{～辈。又tseŋ24}掌[13]象[53]将{又tseŋ55}酱帐胀账障[21]匠像丈仗杖			
tsʰ	[55]枪昌倡[33]抢[53]唱橕{椅子～：椅子腿上的横木}			
s	[55]伤商[24]常[33]赏			
k	[55]姜姜[24]强{又keŋ53、kek53}□{这么}[33]□{木～：树的根须}[53]强{倔～。又keŋ24、kek53}[21]□{nɪŋ53～：怎么（做）}			
kʰ	[55]疆[53]强{勉～．又keŋ24、keŋ53}			
ŋ	[24]□{牙～：牙垢}[13]仰[21]让			
h	[55]乡香[33]享响[53]向			
ø	[55]央殃秧莺[24]羊阳[13]养[21]样			
#ɪŋ				
p	[55]冰兵乒[24]凭{又paŋ24}平评坪屏瓶萍[33]丙饼[53]柄并{合～}[21]病			
pʰ	[55]□{pʰuŋ33～：是非}[53]聘拼			
m	[24]明鸣名铭[21]命			
t	[55]丁钉[24]廷亭庭停艇[33]顶鼎[53]钉订[21]锭定			
tʰ	[55]厅汀[53]听			
n	[24]宁[53]□{～keŋ21：怎么（做）}			
ɬ	[55]星腥[33]省{反～。又saŋ33}醒[53]姓性鉎{锈}			
l	[24]凌陵菱灵铃零[13]岭领[53]□{陡}□{车～：车轮}[21]令另□{打～：闪电}			
ts	[55]征蒸睛精侦征正{～月。又tsɪŋ53}[24]橙情晴程[33]井整[13]静[53]证正{又tsɪŋ55}政[21]净郑			
tsʰ	[55]称{～呼。又tsʰɪŋ53}清青[33]请[53]称{相～。又tsʰɪŋ55}秤			
s	[55]升声[24]绳成诚城堘[53]胜圣[21]乘剩承盛			
k	[55]京经[24]琼[33]景警颈[53]境竟敬镜竞[21]□{mən33屎共～：蜣螂}			
kʰ	[55]倾{～偈：聊天}			
ŋ	[24]迎盈			
h	[55]兴{～旺。又hɪŋ53}轻[24]赢刑形型[53]兴{高～。又hɪŋ53}庆			
w	[55]兄[24]荣[13]永泳			
∅	[55]应{～当。又ɪŋ53}鹰蝇莺英婴[24]营[33]影映[53]应{～付。又ɪŋ55}			
#uɪŋ				
kʰ	[53]□{牛羊用角左右击打或挑}			
#ɔŋ				
p	[55]帮邦[24]旁螃庞□{～pəi21：蜻蜓}[33]榜绑[21]谤□{一～酒：一坛酒}			
m	[24]忙芒亡网忘[53]蟒[21]望			
f	[55]方芳[24]妨防房[33]倣纺访[53]放			
t	[55]当{应～。又tɔŋ53}[24]唐堂棠塘糖[33]挡党[53]当{又tɔŋ55}[21]荡			
tʰ	[55]汤[33]躺趟[53]烫			
n	[55]□{腻}[24]囊瓤{《集韵》唐韵奴当切：“当瓤瓜瓣”}			
ɬ	[55]桑[33]嗓[53]丧			
l	[24]郎狼廊[13]朗[21]浪晾			
ts	[55]赃{～物}庄装桩[24]藏[53]葬壮[21]藏脏撞			
tsʰ	[55]仓苍疮窗[33]闯厂[53]创			
ȵ	[33]□{～堆：草堆儿}			
s	[55]霜双[24]床[33]爽[21]状			
k	[55]纲缸钢{又kɔŋ53}光晃江[24]狂□{马郎～：螳螂}[33]广港讲[53]钢{～菜刀。又kɔŋ55}杠虹{又huŋ24降下～}			
kʰ	[55]筐框[53]抗旷况矿轰			
ŋ	[24]昂			
h	[55]康糠[24]杭航行{走}弘[21]项巷			
w	[55]荒汪[24]皇黄蝗王[33]谎枉[13]往[21]旺			
#uŋ				
p	[24]蓬篷[21]□{聚集在……上}			
pʰ	[55]□{粉而面}[33]捧□{～pʰɪŋ55：是非}[53]□{过～：过笼}			
m	[55]□{粉而面}[24]蒙[13]懵[21]梦			
f	[55]风疯枫丰封峰锋蜂[24]冯逢缝[33]讽[21]凤奉			
t	[55]东冬[24]同桐铜童瞳筒[33]董懂[13]动[53]冻栋[21]洞			
tʰ	[55]通[33]桶统[53]痛			
n	[55]㶶焦糊[24]农脓浓侬{～儿：小孩儿}			
ɬ	[55]松[53]送宋			
l	[55]窿[24]笼聋隆龙[13]拢笼[21]弄			
ts	[55]棕鬃宗中{又tsuŋ53}忠终踪盅钟锺衷[24]丛虫崇从重{又tsuŋ13松～木}[33]总肿种{又tsuŋ53}[13]重{轻～。又tsuŋ24}[53]粽中{打～。又tsuŋ55}众纵种{又tsuŋ33}[21]仲诵			
tsʰ	[55]匆葱聪充冲舂[33]宠[53]铳			
ȵ	[55]□{松～：松针}			
k	[55]工公功攻弓宫躬供{～应。又kuŋ53}恭[24]穷[33]汞巩拱[53]贡供{～养。又kuŋ55}[21]共			
h	[55]空烘凶凶胸[24]宏红洪虹{又kɔŋ53}鸿[33]孔哄恐[53]空控			
j	[55]翁雍[24]绒雄熊融茸容熔[33]拥[13]勇涌[21]用			
∅	[55]壅[33]□{推}[53]瓮蕹			
#ap				
t	[33]搭答[21]踏沓			
tʰ	[33]塔錔{笔～：笔帽}			
n	[21]纳			
ɬ	[33]恰圾{垃～}			
l	[33]□{扫视}□{～做堆：收拢成堆}[21]腊蜡镴垃{～圾}			
ts	[33]□{～落去：掖进去}[21]杂闸			
tsʰ	[33]插			
ȵ	[33]□{粗糙，不光滑}			
