#a		
p	[1]巴芭疤壩[3]□{paʔ7lu2～；蛤蟆}	
m	[1]馬{2，～上}媽{1，母親}[3]碼媽{2，祖母}[2]麻{1，～煩}□{～tau1；蠶豆}	
n	[3]哪[2]□{只}	
l	[1]拉	
ts	[3]紙{1，報～}	
k	[1]加架家{1，～具}□{a1～；叔叔}□{～ma6kɔ1；蘆葦}[6]價假{放～}[2]□{在}	
h	[1]□{～naŋ1；短衫}□{u2～；嬰兒}蝦{2，～蛄}	
∅	[1]阿{了；完成貌標記}□{食～頭；吃早飯}[3]啞	
#e		
p	[1]背{～負}[3]跛擺	
t	[1]低□{～公；岳父}[3]底{2，到～}[6]第弟{2，徒～}[2]□{一～歌}	
tʰ	[1]替□{鞋底}[3]體	
n	[1]奶{母親面稱}[6]耐[2]尼□{u2～；蜻蜓}	
l	[3]禮裏{2，地～底}	
ts	[1]□{kaʔ7laʔ7～；側睡}[2]齊	
tsʰ	[1]妻{1，夫～}	
s	[1]西細{2，～心}□{～he2；前面}	
kʰ	[1]妻{2，～mɔ3；內弟媳}	
ŋ	[1]□{花瓣}[3]椏	
#ø		
t	[3]朵	
l	[6]慮[2]腡{手指螺紋}	
ts	[6]住{3，對不～}	
tsʰ	[1]初	
k	[3]□{用力叫}	
h	[6]□{氣喘}	
#ɔ		
p	[3]把[2]爬□{手～tɔ1；腋下}	
pʰ	[1]坡破{～竹}[2]婆□{糞坑}	
m	[1]罵馬{1，騎～}□{a2～；嬸嬸}□{kʰiʔ8～；蛞蝓}[2]饃{饅頭}麻{2，芝～}□{捶}□{ŋi3～；舅媽}	
t	[1]多[3]□{船靠之岸}	
tʰ	[1]拖	
n	[6]□{頭～；腦袋}	
l	[1]□{找}□{逛逛}□{手套}□{nai6～；油條}[2]羅蘿勞癆{～in6；人得的瘟疫}	
ts	[1]做[3]左皂棗	
tsʰ	[1]搓坐差[2]茶	
s	[3]鎖[6]沙	
k	[1]歌哥家掛家{2，自～}□{mui3～；尾巴}□{落頭～；禿頭}□{粽子}[3]假{真～}	
kʰ	[1]靠□{外邊}□{靴}[3]可	
ŋ	[1]□{仰頭}[3]瓦{瓷}[6]傲[2]鵝牙芽	
h	[1]有□{haŋ2～；水合流}[3]夥蝦{1，魚～}[6]下夏	
∅	[1]鴉	
#i		
p	[3]斧比□{肉}	
pʰ	[1]批{1，～貨}屁匹[3]髀匪[6]被{名詞}鼻{鼻子鼻涕聞}[2]脾皮{1}	
m	[1]尾{1}秘{削皮}[2]謎	
t	[3]漲{淹}[6]地{1，土～公}[2]遲櫥□{裏面}□{嘴～；下巴}	
tʰ	[3]□{歡喜}[6]地{2，～裏底}	
l	[1]□{橡皮筋}[3]裏{1，哪～}理李[6]利{銳}[2]籬狸□{們}	
ts	[1]珠棲{雞～；雞籠}□{～kiaŋ3；麻雀}[3]姊趾指子止紙{2，～牌}[6]自	
tsʰ	[1]鰓嚏□{痕跡}[3]杵{1，鏟～}[6]字牸[2]臍匙{1，飯～}	
s	[1]俬絲司是隙{嫌～}世{1，過～}去{2，～年}□{～裙；圍裙}[3]屎{肚～；肚子}[6]豉[2]匙{2，鎖～}時	
k	[1]雞芥街{1}系寄痣季記計{1}技沏機[3]幾{1}麂[2]旗棋葵□{laŋ2～；熱鬧}	
kʰ	[1]徛{站}攲{陡}氣{3，憋～}[3]企[2]奇騎	
ŋ	[1]你□{tsin1～；真的}[3]蟻耳{1}那[6]二[2]宜疑人{2，lou3～；老人}	
h	[1]希飛{2，～機}[3]起	
∅	[3]以□{～ma1；祖母}[6]意{1，有～；有趣}□{味道}[2]姨胰□{副詞標記}	
#u		
p	[1]布晡部夫{2，～娘；妻子}[3]補{再}□{蛀朽}[2]□{老～ki3；青蛙}□{tsoi1～ki1；嘴唇皮}	
pʰ	[1]烳{炸}[6]步[2]菩{～薩}	
t	[1]都[3]賭肚拄[2]徒塗圖□{房間}	
tʰ	[1]兔[3]土	
m	[1]摸{a2～；伯母}[3]母姆[2]磨	
n	[6]糯	
l	[1]露鹵□{突起}[6]路辱[2]蘆	
ts	[1]租	
tsʰ	[3]杵{2}[6]住{1}	
s	[1]須輸施{～糊；做泥水}[6]舐[2]磁	
k	[1]過句蛄顧故姑{1，～未；還沒}[3]果牯姑{2，阿～}□{paʔ7laʔ8～；蝌蚪}	
kʰ	[1]□{～u2tau1；貓頭鷹}[3]苦{2，辛～}	
h	[1]庫褲赴呼夫{1，～妻}[3]火虎苦{1，～味}[6]腐父咐副互芋後{1，～生}[2]和葫扶糊狐	
ŋ	[3]午	
∅	[1]烏汙[3]舞[2]吳猶{～ho1；還有}	
#y		
t	[1]□{puʔ8～；壁虎}	
tʰ	[2]槌捶錘	
n	[3]女	
l	[3]旅{1，～舍}[6]荔淚	
ts	[1]豬醉[3]煮[6]住{2}	
tsʰ	[1]舒[6]箸苧[2]鋤璩	
