#a							
ɓ	[1]巴疤芭[2]饱[3]摆缚绑{训“缚”}[5]霸坝[4]卜[7]簸北幅爸						
pʰ	[2]琶杷[3]葩{朵}朵{训“葩”}[4]曝晒{训“曝”}[7]拍打{训“拍”}						
m	[2]麻{脚麻了}[4]目						
v	[4]墨						
ɗ	[1]担[3]胆[4]踏毒[7]搭						
t	[1]昨[3]早[4]杂[7]扎						
tʰ	[4]沓读						
n	[1]□{只有}只{训，只有}[5]哪那						
l	[2]篮箩{训“篮”}[4]蜡六□{猪～：猪圈}栏{训，猪～：猪圈}[7]落						
ts	[1]楂渣[5]诈榨炸[7]烛{新派}						
tsʰ	[1]叉岔差{差别}钗[2]查柴{训}[3]炒[4]凿咳{训}□{咳}[7]插						
s	[1]衫三						
k	[1]咳铰[2]搅敢[3]□{扔}弃{训，扔}[5]教[4]咬[7]甲角桷{椽}椽{训“桷”}						
kʰ	[1]骹{脚}脚{训}[3]巧[7]壳						
h	[4]鹤						
Ø	[1]阿亚[7]沃{浇}浇{训}鸭押闸						
#o							
ɓ	[1]波菠玻[3]保宝榜[5]报[4]薄[7]博泊驳柏						
pʰ	[1]坡[2]婆[4]颇抱[7]朴扑仆仆{伏，倒}伏{训}醭{霉菌}霉{训}						
m	[1]望[2]毛摩[3]魔[5]磨{碾}膜[4]馍沫默[7]寞穆牧□{躲藏}躲{训}						
v	[2]无[4]复覆服[7]福						
ɗ	[1]刀[2]塘长{长短}肠[3]着[4]丈特独[7]卓督独田{训}□{田}独□{刺}剔{训，刺}						
t	[1]装[2]堂[3]阻左佐[4]椭助族朵[7]做作粥						
tʰ	[1]汤[2]妥糖棠[3]讨驼[5]烫[4]杖[7]托						
n	[2]挪[4]两腻{训“两”}二{训“两”}贰{训“两”}诺匿						
l	[1]啰[2]罗锣[4]落禄录[7]乐{快乐}陆洛						
ts	[4]蜀[7]祝						
tsʰ	[1]仓疮[2]础桌{训“床”}床[3]楚[5]锉措错糙[7]鹊畜蓄促触						
s	[1]蔬霜疏[3]锁所嫂[5]朔塑[4]俗属[7]索绳{训“索”}速缩束肃						
k	[1]杠篙杆{训“篙”}歌哥戈扛竿缸[3]稿[5]告钢阁虹[7]各国						
kʰ	[1]糠[3]可[4]局[7]藿确						
ŋ	[1]饿[2]鹅俄[4]蛾[7]鄂叩						
h	[1]号[2]河何[3]好{好坏}[4]贺或惑						
Ø	[1]荷鸦蜗秧[3]□{扭}扭{训}影[5]恶[4]学[7]恶握						
#ɛ							
ɓ	[1]病[2]钯耙{划平}[5]柄[4]父白[7]剥{训“擘”}百伯擘{掰，剥}掰{训“擘”}						
pʰ	[2]爬[5]帕[7]魄□{扑克牌}牌{训，扑克牌}						
m	[1]骂[2]暝夜{训“暝”}[4]灭[7]□{辫子}辫{训}□{原文无注}						
v	[3]马码[4]麦脉						
ɗ	[1]爹袋[2]茶[3]短[5]□{量词，块、处所}处{训读，处长}块{训}[4]敌[7]谍德滴矺						
t	[1]斋争[3]井[5]债[4]坐莝座						
tʰ	[1]筛{筛米}[7]帖贴澈洁{训“澈”}						
n	[4]□{掐，捏}掐{训}馅{俗}捏扼逆[7]孽						
l	[2]脶螺[4]历粒列[7]列烈裂劣肋勒						
ts	[1]积姐[3]者[4]值职[7]逝{俗}捷折{打折}汁铡哲浙泽责积夕斥{斥责}绩						
tsʰ	[1]青{瞎}星[3]且醒[4]砌[7]刺妾切策册戚侧测彻撤						
s	[1]纱生甥[5]性姓[4]谢社舍懈[7]涉袭涩薛设说色						
k	[1]加更[3]假哽{噎}[5]假架驾嫁价[4]决遐{俗}[7]劫杰揭诀劫{抢}格革隔						
kʰ	[1]□{枝，杈}[4]狭{窄}峡搛夹[7]刻克客						
ŋ	[2]蜈牙芽衙[4]业硬[7]□{眨}眨{训}						
h	[1]虾[4]胁协[7]吓歇赫宿{训“歇”}						
Ø	[2]喉[3]哑而[4]下[7]隘益						
#i							
ɓ	[1]边[2]脾鄙[3]比[5]蔽敝弊币毙闭痹[4]被{被人打了}备弊[7]笔毕必逼碧						
pʰ	[1]胚鼻{嗅}[2]疲[3]疕{痂}[4]丕庇[7]撇匹辟避						
m	[1]面[2]迷谜糜弥棉[7]密						
v	[1]味[3]米						
ɗ	[2]迟[5]戴帝[4]直{直，竖}弟递地[7]得						
t	[4]弟						
tʰ	[1]添天[2]苔蜓啼{哭}[3]体[5]剃[7]铁						
n	[2]倪尼[3]女[7]□{些}些{训}						
l	[1]滤[2]吕旅离篱璃厘[3]李礼狸理[5]虑隶吏栗励丽梨[4]厉利立[7]痢						
ts	[1]支之脂诸[2]痔脐钱池驰持[3]紫椒姊姐{训“姊”}旨指止址[5]挤著际济制智致稚至置治痣箭炙[4]舌舐滞[7]继接集蛰执疾织寂叔淑殖植聚						
ɕ	[1]殊妻施资姿咨师寺饲鲜趋[2]盂{俗}[5]趣次柿试{尝}式[4]市□{逐，驱}[7]缉辑揖七膝						
tsʰ	[3]取						
s	[1]扇舒需输犀尸丝诗[2]时始史[3]死[5]泄序叙绪世势四[4]羽{俗}习实侍是氏翅[7]悉失息熄媳矢视						
k	[1]居拘驹饥几{几乎}基机[2]棋旗记[3]举己纪[5]计技既见戟[4]巨拒距据俱具惧祀忌□{稠}及极矩[7]急级橘吸结{结婚，打结}吉剧击激						
kʰ	[1]枢区驱欺[2]启奇渠企{企鹅}期[3]齿其起祈[5]企{企业}气{生气}[4]□{居住}[7]□{赐，给}乞						
ŋ	[2]仪疑凝{俗}拟[4]艺义议						
h	[1]墟虚牺希稀砚[2]年[3]许{允许}喜[5]系戏[4]耳						
Ø	[1]伊医[3]椅[5]亿[7]姨乙忆						
z	[1]饵[2]语遗于淤余儿[3]儒已娱宇谊[5]玉愉毅喻[4]入日易郁欲冀御预易豫[7]释译						
#ia							
ɗ	[4]鹿						
tʰ	[7]□{掸}掸{训}						
l	[4]绿						
ts	[7]烛{老派}嘱						
tsʰ	[4]戳						
ɕ	[7]粟谷{训“粟”}						
s	[4]赎熟						
k	[1]佳[7]菊						
kʰ	[7]曲						
z	[1]亦[3]雅惹[5]誉[4]蜀{一}一{训}						
#u							
ɓ	[1]孵[5]怖[4]部埠[7]吻{训}□{吻}						
pʰ	[1]敷[2]蒲谱普俘麸脯辅浮甫菩模[4]甫						
m	[5]幕雾暮募[4]肤						
v	[1]夫[2]符扶腐侮牛抚[3]府腑武俯[5]戊富副妇[4]付赋附务负						
ɗ	[1]都{首都}猪箸[2]厨[3]赌[5]渡镀[4]度□{在}伫{在}[7]拄杜						
t	[1]书朱珠字[3]煮主[5]驻注						
tʰ	[2]徒屠途涂图[5]杜						
n	[4]努怒女						
l	[1]捞[2]卢芦鸬鲁虏庐驴						
ts	[2]组						
tsʰ	[1]酥[2]徐除锄{锄头}[5]厝						
s	[1]苏斯厮私狮司思嗣[2]署薯瓷兹慈辞词祠磁[5]素诉肆士仕室[4]恕自事						
k	[1]旧孤枯估故{故乡}龟[2]股[5]故{故意}句固锢顾锯[4]舅						
kʰ	[4]臼酷						
ŋ	[2]吾[3]梧[4]悟						
h	[1]呼[2]胡湖狐壶乎胡鱼渔[3]浒[5]去[4]沪互护						
Ø	[1]乌污[4]有						
#ai							
ɓ	[1]败[2]排牌{招牌}[5]拜[4]别						
pʰ	[5]派						
m	[5]迈{迈步}□{示}示{训}[4]□{母}母{训}[7]迈{澄迈}						
v	[2]眉媚[3]密[7]别{懂得，认识}知{训“别”}法识{训“别”}						
ɗ	[2]□{埋}埋{训}[5]贷[4]待代袜[7]答□{乞丐}丐{训}达						
t	[1]灾□{茧}茧{训}知[2]前[3]宰[5]再载[4]十[7]节{一节课}						
tʰ	[1]胎筛{筛子}[2]台治{杀}[5]态太泰[7]塔榻踢□{堵}堵{训}						
n	[1]奶[3]仍{俗}[4]耐奈纳						
l	[1]荔[5]癞赖{姓赖}[4]力内{训“里”}里[7]腊猎						
tsʰ	[1]猜千差[2]才材财[3]彩睬[5]菜蔡[4]贼[7]察漆						
s	[1]西先[3]屎使驶[5]赛[7]寨塞						
k	[1]该皆阶肩[2]个{的}[3]拣[5]盖介芥届戒械[7]鸽合						
kʰ	[1]楷[5]概溉慨[4]遇{俗}						
ŋ	[1]碍[2]獃{愚，傻}呆{愚，傻}[5]艾						
h	[3]海孩谐[5]□{疲劳}辖{俗}[4]亥害骇						
Ø	[1]哀埃[2]闲暇{训“闲”}欲{训“爱”？}[3]□{卧，躺}偃{训，卧，躺}蔼[5]爱[4]盒						
z	[2]崖涯						
#oi							
ɓ	[1]杯{杯珓}□{砌，给墙抹上水泥的动作，瓦工}瓦{训，瓦工}稗无碑卑婢悲砌{训}[3]□{把，被}把{训}被{训}[5]贝背{后背}辈佩[4]□{拈}拈{训}拔[7]八						
pʰ	[1]批坯潘[2]培陪剖						
m	[2]枚美[7]妹						
v	[1]卖非妃[2]梅媒煤微翡[3]买尾[5]废费勿[4]月匪						
ɗ	[1]第低[2]题蹄[3]底[7]啄豚{俗}						
t	[1]□{多}多{训}[3]濯[2]齐[5]祭[4]截[7]节{过节}						
tʰ	[2]堤提[5]替						
l	[1]例[2]犁黎[4]笠						
tsʰ	[1]初[5]砌翠筑{训“砌”}						
s	[1]梳虽[5]细小{训“细”}[4]誓						
k	[1]街鸡蛙{训}[3]改矫{训“改”}几{几个}解[5]界						
kʰ	[1]溪[5]契喫{啃}啃{训}[7]瞌{睡}睡{训}						
h	[4]蟹会						
Ø	[1]□{推}推{训}[2]鞋[3]矮䘼{衫}[4]会						
#au							
ɓ	[1]包雹[2]袍堡[3]褒[4]暴爆曝瀑[7]鲍						
pʰ	[2]跑[5]炮泡						
m	[2]茅矛毛[3]牡卯[5]帽[4]冒貌藐						
v	[3]否						
ɗ	[1]豆[2]涛祷岛[3]倒斗{一斗米}[5]导逗[4]道						
t	[1]遭糟[3]枣蚤走跑[5]灶[4]造						
tʰ	[1]滔偷[2]逃淘头[3]桃萄[5]套透						
n	[3]脑恼[5]闹						
l	[1]漏陋[2]劳牢楼流留涝[4]老						
ts	[1]焦召招沼韶[4]赵兆						
tsʰ	[1]操抄钞超搜[2]曹剿朝潮□{移}移{训}吵[3]草[5]躁						
k	[1]膏羔糕勾钩沟[2]猴[3]九韭狗[5]遘{到}到{训}够{够了}[4]厚						
kʰ	[1]敲[3]考烤口[5]靠						
ŋ	[2]□{酿}酿{训}[3]偶藕寓{俗}[5]挠□{抠，挖}抠{训}剜{训}[4]傲						
h	[1]耗[2]豪壕毫[5]浩好{爱好}酷[4]候						
Ø	[2]喉呕[5]熬奥懊怄沃[4]后後						
#eu							
ɓ	[1]哺{嚼}嚼{训}[3]补斧[5]布						
pʰ	[5]铺{店铺}						
m	[1]墓[2]谋摸[3]亩某[5]茂贸谬[4]舞						
v	[2]模						
ɗ	[3]肚[5]斗{斗争}[7]竹						
t	[1]租[3]祖						
tʰ	[2]塗投土{训“塗”}[5]吐兔[3]土地{训“土”}						
n	[2]奴						
l	[1]都路露[2]炉[3]缕屡						
ts	[5]奏昼						
