字	片	区	小片	方言点	声母	韵母	调值	调类	备注
一	闽东区	福宁片		福安	0	eik	5	阴入	
丁	闽东区	福宁片		福安	t	eiŋ	332	阴平	
七	闽东区	福宁片		福安	tsʰ	eik	5	阴入	
丈	閩東區	福寧片		福安	t/tʰ	ioŋ	23	陽去	
三	闽东区	福宁片		福安	s	aŋ	332	阴平	
上	闽东区	福宁片		福安	s	ioŋ	23	阳去	
下	闽东区	福宁片		福安	0	a	23	阳去	下山。
丐	闽东区	福宁片		福安	k	ai	35	阴去	
丑	闽东区	福宁片		福安	tʰ/tsʰ	ieu	42	上声	
专	闽东区	福宁片		福安	ts	uŋ	332	阴平	
且	闽东区	福宁片		福安	tsʰ	e	42	上声	
丕	闽东区	福宁片		福安	pʰ	i	332	阴平	
世	闽东区	福宁片		福安	s	i	35	阴去	
丗	闽东区	福宁片		福安	s	i	35	阴去	
丘	閩東區	福寧片		福安	kʰ	ou/eu	332	陰平	
丙	闽东区	福宁片		福安	p	iŋ	42	上声	
业	闽东区	福宁片		福安	ŋ	ik	2	阳入	
东	闽东区	福宁片		福安	t	œŋ/ouŋ	332	阴平	
丝	闽东区	福宁片		福安	s	ei	332	阴平	
丞	闽东区	福宁片		福安	s	eiŋ	22	阳平	
两	闽东区	福宁片		福安	l	aŋ	23	阳去	
严	闽东区	福宁片		福安	ŋ	iaŋ	22	阳平	
丧	闽东区	福宁片		福安	s	ɔuŋ	35	阴去	丧失。
丫	闽东区	福宁片		福安	0	a	332	阴平	
中	闽东区	福宁片		福安	t	ouŋ	332	阴平	
丰	闽东区	福宁片		福安	h	ouŋ	332	阴平	
临	闽东区	福宁片		福安	l	eiŋ	22	阳平	
丹	閩東區	福寧片		福安	t	aŋ	332	陰平	
主	闽东区	福宁片		福安	ts	u/i	42	上声	
丼	闽东区	福宁片		福安	ts	aŋ/iŋ	42	上声	
丽	闽东区	福宁片		福安	l	ɛ	23	阳去	
举	闽东区	福宁片		福安	k	i	42	上声	
乃	闽东区	福宁片		福安	n	ai	42	上声	
久	闽东区	福宁片		福安	k	ieu	42	上声	
义	闽东区	福宁片		福安	ŋ	i	23	阳去	
之	闽东区	福宁片		福安	ts	i	332	阴平	
乌	闽东区	福宁片		福安	0	ou	332	阴平	
乍	闽东区	福宁片		福安	ts	a	35	阴去	
乏	闽东区	福宁片		福安	h	uak	2	阳入	
乐	闽东区	福宁片		福安	ŋ	ɔuk	2	阳入	音乐。
乔	闽东区	福宁片		福安	k	ieu	22	阳平	
乖	閩東區	福寧片		福安	k	uai	332	陰平	
乗	闽东区	福宁片		福安	s	eiŋ	22	阳平	
乘	闽东区	福宁片		福安	s	eiŋ	22	阳平	
乙	闽东区	福宁片		福安	0	eik	5	阴入	
九	闽东区	福宁片		福安	k	ou/ieu	42	上声	
乞	闽东区	福宁片		福安	kʰ	øk	5	阴入	
也	闽东区	福宁片		福安	j	a/e	332/23	阴平/阳去	
习	闽东区	福宁片		福安	ts	eik	2	阳入	
乡	闽东区	福宁片		福安	h	ioŋ	332	阴平	
书	闽东区	福宁片		福安	ts	øi	332	阴平	
买	闽东区	福宁片		福安	m	ɛ	42	上声	
乱	闽东区	福宁片		福安	l	ɔuŋ/uaŋ	23	阳去	
乾	闽东区	福宁片		福安	k	iŋ	22	阳平	乾坤。
亂	闽东区	福宁片		福安	l	ɔuŋ/uaŋ	23	阳去	
了	闽东区	福宁片		福安	l	ieu	42	上声	
事	闽东区	福宁片		福安	s	ou	23	阳去	
二	闽东区	福宁片		福安	n	ei	23	阳去	
亏	闽东区	福宁片		福安	kʰ	øi	332	阴平	
互	闽东区	福宁片		福安	h	ou	23	阳去	
五	闽东区	福宁片		福安	ŋ	ou/u	23/42	阳去/上声	
井	闽东区	福宁片		福安	ts	aŋ/iŋ	42	上声	
亚	闽东区	福宁片		福安	0	a	35	阴去	
亞	闽东区	福宁片		福安	0	a	35	阴去	
亡	闽东区	福宁片		福安	w	uŋ	22	阳平	
交	闽东区	福宁片		福安	k	au	332	阴平	
亥	闽东区	福宁片		福安	h	ai	23	阳去	
亦	閩東區	福寧片		福安	0	eik	2	陽入	
产	闽东区	福宁片		福安	s	aŋ	42	上声	
亨	闽东区	福宁片		福安	pʰ	œŋ	332	阴平	
享	闽东区	福宁片		福安	h	ioŋ	42	上声	
京	闽东区	福宁片		福安	k	eiŋ	332	阴平	
亭	闽东区	福宁片		福安	t	eiŋ	22	阳平	
亮	闽东区	福宁片		福安	l	ioŋ	23	阳去	
亲	閩東區	福寧片		福安	tsʰ	eiŋ	332	陰平	
亵	闽东区	福宁片		福安	s	ik	5	阴入	
人	閩東區	福寧片		福安	j	eiŋ	22	陽平	
亿	闽东区	福宁片		福安	0	ei	35	阴去	
什	闽东区	福宁片		福安	s	ik	2	阳入	
仁	闽东区	福宁片		福安	j/n	eiŋ	22	阳平	
仄	闽东区	福宁片		福安	ts	ak	5	阴入	
仅	闽东区	福宁片		福安	k	iŋ	42	上声	
仇	闽东区	福宁片		福安	s	eu	22	阳平	
今	闽东区	福宁片		福安	k	eiŋ	332	阴平	
介	闽东区	福宁片		福安	ŋ	ai	35	阴去	
仑	闽东区	福宁片		福安	l	ouŋ	22	阳平	
仓	闽东区	福宁片		福安	tsʰ	ɔuŋ	332	阴平	
仕	闽东区	福宁片		福安	s	ou	23	阳去	
他	閩東區	福寧片		福安	tʰ	a	332	陰平	
仗	闽东区	福宁片		福安	tʰ	ioŋ	23	阳去	
付	閩東區	福寧片		福安	h	ou	35	陰去	
仙	闽东区	福宁片		福安	s	iŋ	332	阴平	
仞	闽东区	福宁片		福安	j	eiŋ	23	阳去	
代	闽东区	福宁片		福安	t	ɔi/ai	23	阳去	
令	闽东区	福宁片		福安	l	eiŋ	23	阳去	
以	闽东区	福宁片		福安	0	i	42	上声	
仪	閩東區	福寧片		福安	ŋ	ei	22	陽平	
仰	闽东区	福宁片		福安	ŋ	ioŋ	42	上声	
仲	闽东区	福宁片		福安	t	ouŋ	23	阴平	
件	闽东区	福宁片		福安	k	iŋ	23	阳去	
任	闽东区	福宁片		福安	j	eiŋ	23	阳去	
企	闽东区	福宁片		福安	kʰ	i	42	上声	
伊	閩東區	福寧片		福安	0	ei	332	陰平	
伍	闽东区	福宁片		福安	ŋ	u	42	上声	
伏	闽东区	福宁片		福安	h/p	ouk	2	阳入	
休	闽东区	福宁片		福安	h	eu	332	阴平	
伞	闽东区	福宁片		福安	s	aŋ	42	上声	
伟	闽东区	福宁片		福安	0	uoi	42	上声	
传	闽东区	福宁片		福安	t	uŋ	23	阳去	自传。
伤	闽东区	福宁片		福安	s	ioŋ	332	阴平	
伦	闽东区	福宁片		福安	l	ouŋ	22	阳平	
伪	闽东区	福宁片		福安	ŋ	øi			
伯	闽东区	福宁片		福安	p	œk	5	阴入	
估	闽东区	福宁片		福安	k	u	42	上声	
伱	闽东区	福宁片		福安	n	i	42	上声	
伴	闽东区	福宁片		福安	pʰ	uaŋ	23	阳去	
伶	闽东区	福宁片		福安	l	eiŋ	22	阳平	
伸	闽东区	福宁片		福安	s	eiŋ	332	阴平	
似	闽东区	福宁片		福安	s	ou	23	阳去	
位	闽东区	福宁片		福安	w	øi	23	阳去	
低	闽东区	福宁片		福安	t	ɛ	332	阴平	
住	闽东区	福宁片		福安	t/ts	eu/øi	23	阳去	
佑	闽东区	福宁片		福安	j	ieu	23	阳去	
余	閩東區	福寧片		福安	j	øi	22	陽平	
佚	闽东区	福宁片		福安	0	eik	2	阳入	
