tsɿ1姿咨资孜之支芝枝知诛肢朱珠
tsɿ3子籽紫梓仔纸指脂旨趾齿主
tsɿ5志痣至制智注蛀驻筑置
tsɿ6烛竹竺粥
tsʰɿ1雌痴哧
tsʰɿ2池祠瓷兹磁滋慈鹚辞驰词饲迟持稚除厨橱侈□{~鸡、猪：杀鸡、猪}
tsʰɿ3此址扯耻柱
tsʰɿ5次处翅
tsʰɿ6自剌吃住浊治□{抖}
sɿ1丝尸师斯诗梳司思书舒戍输殊
sɿ2匙辞{~了：辞去}
sɿ3使史屎始暑署曙竖墅□{推给}
sɿ5施赐寺试市示矢氏视誓逝巳
sɿ6字士事柿树豉熟塾赎属莳□{家~：工具}
pe1杯悲卑□{那儿}
pe3□{差劲}
pe5贝钡狈辈□{倒贴；付给}□{~画：贴画}
pe6北
pʰe1佩
pʰe2培陪裴肥{~肉}
pʰe3呸
pʰe5倍沛配
pʰe6迫焙粕
me1尾哞{小牛、羊叫声}
me2梅枚煤霉糜晦酶□{婶}
me3每美镁
me5昧寐□{皮肤糜伤}
me6墨默昧墨□{潜水}
fe1飞非妃扉蜚霏啡菲痱
fe2肥{~料}
fe3匪诽□{脚~一下：脚歪一下}
fe5肺费废
ve1微卫威渭
ve2为围唯惟帷维苇
ve3委伟韦违纬诿萎慰蔚
ve5畏喂胃渭猬
ve6未味位
te1低□{厚}
te3抵邸底砥□{赢了，赚了}
te5对队□{注油，油状物坠下}
te6得德□{较~：好点了}□{力气}□{滤}
tʰe1推娣□{弟：老~}
tʰe2啼蹄
tʰe3兑舔
tʰe5退剃替□{倒掉}
tʰe6特踢剔
tse1追猪最□{扔，丢}
tse2这
tse3仔崽煮
tse5醉赘坠□{雨淅沥}□{浮肿}
tse6则侧仄积织职绩
tsʰe1崔催摧炊吹
tsʰe2垂捶陲锤□{齐}□{味}
tsʰe3□{苧麻}扯{拉~}
tsʰe5翠粹萃瘁脆□{蔓延，传染}
tsʰe6贼测殖植蛰
se1虽□{撕}
se2隋随髓遂谁□{~仔：男仆}
se3洗水□{舐}
se5细婿祟穗
se6色塞识蚀{腐~}式食瑞席{主~}
ne2泥□{涂抹}
ne6内
le1□{~子：铜板}□{辗，冲撞}
le2雷擂擂镭蕾
le3篓累儡垒磊□{大}
le5□{粘粉}
le6力肋勒类荔
ke1鸡□{扎带}
ke2□{~泥，这样}
ke5锯□{刀切}
ke6革□{害怕}
kʰe2□{愚笨}
kʰe5契
kʰe6克刻
ŋe6额
xe1溪
xe2嘿
xe3嘿
xe5嘿
xe6黑核□{是}
ɦe2□{内}
e1欸
e2□{~泥：这样}
e3□{下力}
e5□{傻乎乎的；胖大}
e6□{语气词}
pæ3摆
pæ5拜
pʰæ2排牌徘
pʰæ3派
pʰæ6败
mæ2埋迈
mæ3买
mæ6卖
væ1歪□{凶}
væ2□{叫}
væ3□{大声喊叫}
tæ1呆
tæ3歹逮
tæ5带戴
tʰæ1□{轻拖一下}
tʰæ3态□{逶迤}
tʰæ5太泰
tʰæ6大
tsæ1灾斋
tsæ3宰载{年~}
tsæ5债再
tsʰæ1猜搓
tsʰæ3采彩踩睬
tsʰæ5蔡
tsʰæ6寨
sæ1筛□{~酒：斟酒}
sæ2柴豺□{肚缺油水；淫欲至极}
sæ3甩□{打、揍}
sæ5晒
sæ6□{赖~：脏}
næ1奶{祖母}
næ3乃奶{吃~}□{踩}
næ6耐奈
læ1□{拉}
læ2□{~出：伸出}□{无力}□{~尿：尿床}
læ3睐
læ5□{烫}
læ6赖
kæ1皆阶
kæ2□{这}
kæ3解
kæ5介界芥尬疥届蚧戒诫
kʰæ1揩
kʰæ3楷概溉凯
kʰæ5筷
ŋæ2我皑癌□{老鹰}
ŋæ5艾□{刀砍}
ŋæ6□{咀嚼}□{~寨：横蛮}
xæ1谐
xæ2孩鞋
xæ3蟹咳
xæ5械□{~一刀：拖切一刀}
xæ6骇懈谐{~音}
æ1埃挨娭{母亲}唉
æ3矮蔼唉{叹气声}
æ5捱隘
pa1巴疤粑芭笆□{打~：交配}
pa2柏
pa3把靶罢
pa5坝霸
pa6爸百伯陌
pʰa1趴
pʰa2爬琶杷耙扒
pʰa5怕帕
pʰa6白鲌
ma1妈
ma2麻蟆玛蚂嬷{母的禽、畜}
ma3马码
ma5骂{文读}
ma6麦脉吗□{~开：打开}□{严实}
va1娃洼蛙
va2□{形声}
va6哇{说话}
ta1□{唠叨}
ta3打
ta6嗒
tsa1抓吒渣楂遮
tsa2怎
tsa3者□{~该：走这}
tsa5炸闸榨诈蔗□{偏向}
tsa6摘轧炙
tsʰa1叉杈奢差□{推让礼物}车□{钻}
tsʰa2查茶搽□{流水声}
tsʰa3扯
tsʰa5岔□{往热锅洒水}
tsʰa6尺册□{荆束}□{~园：围菜园}
sa1沙赊
sa2佘畲蛇
sa3舍社{~会}
sa5赦舍{房~}□{形声}
sa6射□{酒~：酒罈}石
na1拿{文读}
na2喇
na3哪
la1拉啦
la2□{探视}
la6□{索}
ka1家枷嘉佳袈侬加稼
ka3假□{一~：一畦，一瓣}
ka5嫁架贾驾嘎
ka6格隔膈
kʰa1咖
kʰa2□{引痰声}□{肚~~：肚子大}
kʰa3卡
kʰa1客揢
