#调值[1]55[1b]35[2]11[3]323[3b]13[4]31[5]53[5b]453[6]33[7]55[7b]35[9]24[9b]13[8]21[10]31

杯 pəi [1]
表 pjiu [3]
豹 peu [5]
变 pjin [5]
半 pən [6]
平 pjiŋ [2]
扁 pje [3]
别 pi [4]
份 pən [6]
伯 pu [4]
八 pet [9]
笔 pjət [7]
百 pek [9]
剥 pok [9]
逼 pik [9]
卜 pek [10]
派 pʰai [5b]
炮 pʰeu [5b]
飘 pʰu [1b]
泼 pʰok [7b]
拍 pʰek [9b]
破 pʰa [5b]
爬 pa [2]
耙 pa [2]
杷 pa [2]
皮 pi [2]
跑 pjeu [5]
伴 pan [4]
琶 pa [2]
赔 pɐi [3]
病 pjiŋ [6]
彭 poŋ [2]
白 pak [10]
苗 mjiu [1]
庙 mjiu [6]
抹 mat [9]
棉 mjin [2]
卯 məu [4]
命 mjiŋ [6]
木 mɐi [4]
墨 mɐk [8]
脉 mek [10]
飞 pən [3]
发 pjɐm [1]
父 pu [4]
粉 pən [5]
翻 pʰja [3b]
肥 pui [2]
雾 mun [2]
蚊 mjuŋ [4]
未 mi [4]
肚 tu [4]
底 te [3]
带 tai [5]
冬 toŋ [1]
凳 tɐŋ [5]
单 tan [1]
顶 tən [3]
滴 ȶik [9]
钓 ȶeu [5]
铁 kʰwət [7b]
替 ȶʰi [5b]
脱 tʰot [9b]
挑 ȶʰiu [1b]
贪 tʰɐm [1b]
探 tʰam [5b]
添 ȶʰim [1b]
踢 ȶʰik [9b]
桶 tʰoŋ [3b]
滩 nan [6]
褪 tʰoi [5b]
独 tok [10]
肚 tu [4]
渡 ta [6]
地 ti [6]
袋 tɐi [6]
桃 tui [1]
碟 tip [8]
叠 təp [7]
糖 taŋ [2]
蜓 tən [6]
笛 ȶik [8]
铜 toŋ [2]
同 toŋ [2]
塘 taŋ [2]
爹 ȶa [6]
尿 ȵeu [5]
年 ȵin [2]
闹 ȵau [3]
捻 ȵep [9]
念 ȵən [6]
梨 jəi [2] /ji [2]
捞 ȶeu [5]
礼 li [3]
料 ljau [1]
漏 ləu [6]
老 lau [4]
龙 ljoŋ [2]
辣 ljan [6]
冷 ljɐk [7b]
六 ljok [8]
栗 lət [8]
角 ɕut [9]
接 sip [9]
浸 səm [5]
子 səi [3] {~丑}
钱 sin [2]
尖 səm [1b]
睫 ɕəp [7]
尽 ȶən [4] /ɕən [4]
姐 ȶai [4]
千 sin [1b]
踩 ɕai [2]
七 sət [7b]
村 sən [1]
撮 sot [9b]
寸 sən [5b]
漆 sət [7b]
罪 soi [4]
就 su [6]
搓 sa [1b]
匠 saŋ [6]
坐 sui [5]
洗 sak [7]
三 sam [1b]
四 səi [5b]
信 sən [5b]
姓 siŋ [5b]
散 san [5b]
线 san [5]
蒜 son [5b]
送 sun [4]
腥 siŋ [1b]
心 səm [1b]
塞 sɐk [7]
细 səi [5b]
荽 ɕui [1]
戌 ɕət [7b]
修 ɕau [5b]
辛 ɕən [6]
旋 ɕon [6]
像 ɕoŋ [3]
站 ȶən [2]
条 ȶiu [2]
调 ȶeu [5]
爹 ȶa [6]
转 ɕon [5]
张 ɕaŋ [1] {~良,~美}
撑 ɕeŋ [1b]
丑 ɕəu [2] {子丑}
茶 ɕə [2]
箸 ɕo [6]
丈 ɕaŋ [6]
沉 jɐm [1]
绸 ɕəu [2]
捉 sɐp [7b]
事 səi [6]
窄 sok [7b]
初 ɕu [1b]
愁 sɐu [2]
床 ɕaŋ [2]
插 ɕəp [9b]
筛 ɕai [6]
沙 ɕe [1b]
矖 ɕa [5b]
涩 sik [3b]
山 ȶən [2]
刷 sat [9b]
遮 ɕa [1]
珠 ɕu [1]
照 ɕiu [5b]
主 ɕu [3]
州 ɕu [1]
纸 ɕi [3]
正 ɕiŋ [1]
车 ɕa [1b]
尺 ɕik [9b]
春 ɕən [1b]
赎 ɕok [8]
实 ɕət [8] {老实}
水 ɕui [3b] {水族}
收 ɕəu [1b]
守 ɕəu [2]
深 jɐm [1]
身 ɕən [2]
试 ɕi [5b]
申 ɕən [1b]
时 ɕi [2]
熟 ɕok [8]
拾 ȶəp [7]
十 ɕəp [8]
辰 ɕən [2]
城 ɕiŋ [2]
二 ȵi [6]
揉 ȵo [2] /ȵui [2]
歌 qa [1]
公 qoŋ [3]
盖 qəp [8]
嫁 qe [5]
各 qak [3]
架 qa [5]
姑 qu [1]
故 qu [5]
街 qai [1]
教 qeu [3]
交 qeu [1]
竿 qan [6]
敢 qam [3]
勾 qɐu [1]
间 qen [1]
刮 kwet [4]
瓜 kwe [1]
光 kwaŋ [1]
鬼 ȶui [3]
九 ȶu [3]
结 ȶit [9] /tut [9] {结冰；打结}
江 kaŋ [1]
金 ȶəm [1]
工 qoŋ [1]
公 qoŋ [3]
勾 qɐu [1]
羹 qeŋ [1]
锯 ȶo [5]
裤 qʰəu [5b]
口 qʰəu [9b]
客 qʰet [9b]
开 kʰɐi [1b]
恰 kʰa [3]
壳 kʰok [9b]
扣 kʰu [1b]
起 ȶʰi [3b]
劝 ȶʰen [5b]
茄 ȶa [2]
舅 ȶu [2]
桥 ȶiu [2]
屐 ȶak [9]
强 ȶaŋ [1] {倔强}
鹅 ŋan [6] {侗语里雁、鹅均读作}
雁 ŋan [6] {侗语里雁、鹅均读作}
牙 ŋe [2]
瓦 ŋwe [4]
午 ŋo [2]
五 ŋo [4]
艾 ŋai [6]
芽 ŋe [2]
月 ŋwet [8]
银 ȵɐn [2]
吼 həu [4]
吓 ha [1b]
海 hɐi [3b]
歪 je [1b]
孝 jeu [5b]
香 jaŋ [1b]
夏 ha [5b]
害 hai [5b]
