列1	列2	列3	列4	湖州话字表					
悉	悉	ɕiəʔ⁵	shiq7						
膝	膝	ɕiəʔ⁵	shiq7						
戌	戌	ɕiəʔ⁵	shiq7						
恤	恤	ɕiəʔ⁵	shiq7						
息	息	ɕiəʔ⁵	shiq7						
熄	熄	ɕiəʔ⁵	shiq7						
媳	媳	ɕiəʔ⁵	shiq7	~妇					
惜	惜	ɕiəʔ⁵	shiq7						
昔	昔	ɕiəʔ⁵	shiq7						
錫	锡	ɕiəʔ⁵	shiq7						
析	析	ɕiəʔ⁵	shiq7						
集	集	ʑiəʔ²³	zhiq8						
習	习	ʑiəʔ²³	zhiq8						
襲	袭	ʑiəʔ²³	zhiq8						
截	截	ʑiəʔ²³	zhiq8						
絕	绝	ʑiəʔ²³	zhiq8						
疾	疾	ʑiəʔ²³	zhiq8						
寂	寂	ʑiəʔ²³	zhiq8						
藉	借	ʑiəʔ²³	zhiq8	~故					
褯	褯	ʑiəʔ²³	zhiq8						
捷	捷	ʑiəʔ²³	zhiq8						
籍	籍	ʑiəʔ²³	zhiq8						
席	席	ʑiəʔ²³	zhiq8						
夕	夕	ʑiəʔ²³	zhiq8						
聶	聂	ȵɦiəʔ²³	gniq8	姓					
鑷	镊	ȵɦiəʔ²³	gniq8						
躡	蹑	ȵɦiəʔ²³	gniq8						
業	业	ȵɦiəʔ²³	gniq8						
熱	热	ȵɦiəʔ²³	gniq8						
日	日	ȵɦiəʔ²³	gniq8	白					
孽	孽	ȵɦiəʔ²³	gniq8						
逆	逆	ȵɦiəʔ²³	gniq8						
弱	弱	ȵɦiəʔ²³	gniq8						
匿	匿	ȵɦiəʔ²³	gniq8	文					
隘	隘	ʔiəʔ⁵	iq7						
靨	靥	ʔiəʔ⁵	iq7						
揖	揖	ʔiəʔ⁵	iq7						
噎	噎	ʔiəʔ⁵	iq7						
乙	乙	ʔiəʔ⁵	iq7						
一	一	ʔiəʔ⁵	iq7						
益	益	ʔiəʔ⁵	iq7						
液	液	ʔiəʔ⁵	iq7						
縊	缢	ʔiəʔ⁵	iq7						
葉	叶	ɦiəʔ²³	yiq8						
頁	页	ɦiəʔ²³	yiq8						
悅	悦	ɦiəʔ²³	yiq8						
月	月	ɦiəʔ²³	yiq8						
越	越	ɦiəʔ²³	yiq8						
曰	曰	ɦiəʔ²³	yiq8						
粵	粤	ɦiəʔ²³	yiq8						
穴	穴	ɦiəʔ²³	yiq8						
逸	逸	ɦiəʔ²³	yiq8						
譯	译	ɦiəʔ²³	yiq8						
閱	阅	ɦiəʔ²³	yiq8						
拽	拽	ɦiəʔ²³	yiq8						
骨	骨	kuəʔ⁵	kueq7						
國	国	kuəʔ⁵	kueq7						
窟	窟	kʰuəʔ⁵	khueq7						
闊	阔	kʰuəʔ⁵	khueq7						
忽	忽	huəʔ⁵	hueq7						
活	活	ɦuəʔ²³	weq8						
𣝗	𣝗	ɦuəʔ²³	weq8	果子~					
或	或	ɦuəʔ²³	weq8						
惑	惑	ɦuəʔ²³	weq8						
獲	获	ɦuəʔ²³	weq8						
佰	百	paʔ⁵	paq7						
伯	伯	paʔ⁵	paq7						
柏	柏	paʔ⁵	paq7						
擘	擘	paʔ⁵	paq7	採摘，掰					
檗	檗	paʔ⁵	paq7						
泊	泊	pʰaʔ⁵	phaq7						
拍	拍	pʰaʔ⁵	phaq7						
魄	魄	pʰaʔ⁵	phaq7						
帕	帕	pʰaʔ⁵	phaq7						
拔	拔	baʔ²³	baq8						
白	白	baʔ²³	baq8						
抹	抹	mɦaʔ²³	maq8						
襪	襪	mɦaʔ²³	maq8						
𢫦	𢫦	mɦaʔ²³	maq8	~打					
陌	陌	mɦaʔ²³	maq8						
麥	麦	mɦaʔ²³	maq8						
脈	脉	mɦaʔ²³	maq8						
法	法	faʔ⁵	faq7						
髮	发	faʔ⁵	faq7						
發	发	faʔ⁵	faq7						
乏	乏	vaʔ²³	vaq8						
伐	伐	vaʔ²³	vaq8						
筏	筏	vaʔ²³	vaq8						
罰	罚	vaʔ²³	vaq8						
答	答	taʔ⁵	taq7						
搭	搭	taʔ⁵	taq7	~dʑi讲：对他说					
搨	搨	tʰaʔ⁵	thaq7						
榻	榻	tʰaʔ⁵	thaq7						
塔	塔	tʰaʔ⁵	thaq7						
獺	獭	tʰaʔ⁵	thaq7						
沓	沓	daʔ²³	daq8						
達	达	daʔ²³	daq8						
踏	踏	daʔ²³	daq8						
踱	踱	daʔ²³	daq8						
蠟	蜡	lɦaʔ²³	laq8						
臘	腊	lɦaʔ²³	laq8						
鑞	鑞	lɦaʔ²³	laq8						
辣	辣	lɦaʔ²³	laq8						
札	札	tsaʔ⁵	tsaq7						
紮	紮	tsaʔ⁵	tsaq7						
着	着	tsaʔ⁵	tsaq7	~衣					
酌	酌	tsaʔ⁵	tsaq7						
隻	只	tsaʔ⁵	tsaq7						
炙	炙	tsaʔ⁵	tsaq7						
摘	摘	tsaʔ⁵	tsaq7						
插	插	tsʰaʔ⁵	tshaq7						
察	察	tsʰaʔ⁵	tshaq7						
綽	绰	tsʰaʔ⁵	tshaq7						
拆	拆	tsʰaʔ⁵	tshaq7						
㿭	㿭	tsʰaʔ⁵	tshaq7						
赤	赤	tsʰaʔ⁵	tshaq7						
尺	尺	tsʰaʔ⁵	tshaq7						
策	策	tsʰaʔ⁵	tshaq7						
冊	册	tsʰaʔ⁵	tshaq7						
擦	擦	tsʰaʔ⁵	tshaq7						
着	着	dzaʔ²³	dzaq8	困~					
眨	眨	saʔ⁵	saq7	~眼					
薩	萨	saʔ⁵	saq7						
殺	杀	saʔ⁵	saq7						
柵	栅	saʔ⁵	saq7						
涮	涮	saʔ⁵	saq7						
芍	芍	zaʔ²³	zaq8						
若	若	zaʔ²³	zaq8						
弱	弱	zaʔ²³	zaq8						
閘	闸	zaʔ²³	zaq8						
宅	宅	zaʔ²³	zaq8						
石	石	zaʔ²³	zaq8	阶沿~					
鍘	铡	zaʔ²³	zaq8	~铡刀					
夾	夹	kaʔ⁵	kaq7	白					
袂	袂	kaʔ⁵	kaq7						
甲	甲	kaʔ⁵	kaq7	白					
胛	胛	kaʔ⁵	kaq7						
挾	挟	kaʔ⁵	kaq7						
格	格	kaʔ⁵	kaq7	白					
隔	隔	kaʔ⁵	kaq7						
掐	掐	kʰaʔ⁵	khaq7						
客	客	kʰaʔ⁵	khaq7						
揢	揢	kʰaʔ⁵	khaq7						
軋	轧	gaʔ²³	gaq8						
額	额	ŋɦaʔ²³	ngaq8	白					
扼	扼	ŋɦaʔ²³	ngaq8	白					
齾	齾	ŋɦaʔ²³	ngaq8	~口，碗等的缺口					
瞎	瞎	haʔ⁵	haq7						
嚇	吓	haʔ⁵	haq7						
赫	赫	haʔ⁵	haq7	~芝。白					
阿	阿	ʔaʔ⁵	aq7	~哥					
鴨	鸭	ɦaʔ²³	ghaq8						
押	押	ɦaʔ²³	ghaq8						
壓	压	ɦaʔ²³	ghaq8						
狹	狭	ɦaʔ²³	ghaq8						
匣	匣	ɦaʔ²³	ghaq8						
也	也	ɦaʔ²³	ghaq8	~可以					
掠	掠	liaʔ²³	liaq8						
略	略	liaʔ²³	liaq8						
獵	猎	liaʔ²³	liaq8						
峽	峡	tɕiaʔ⁵	ciaq7						
甲	甲	tɕiaʔ⁵	ciaq7	文					
爵	爵	tɕiaʔ⁵	ciaq7						
腳	脚	tɕiaʔ⁵	ciaq7						
甲	甲	tɕiaʔ⁵	ciaq7						
夾	夹	tɕiaʔ⁵	ciaq7	文					
恰	恰	tɕʰiaʔ⁵	chiaq7						
怯	怯	tɕʰiaʔ⁵	chiaq7						
雀	雀	tɕʰiaʔ⁵	chiaq7						
鵲	鹊	tɕʰiaʔ⁵	chiaq7						
卻	却	tɕʰiaʔ⁵	chiaq7						
轄	辖	ɕiaʔ⁵	shiaq7						
削	削	ɕiaʔ⁵	shiaq7						
嚼	嚼	ʑiaʔ²³	zhiaq8						
捏	捏	ȵɦiaʔ²³	gniaq8						
虐	虐	ȵɦiaʔ²³	gniaq8						
瘧	疟	ȵɦiaʔ²³	gniaq8						
匿	匿	ȵɦiaʔ²³	gniaq8	白					
械	械	ɦiaʔ²³	yaq8						
協	协	ɦiaʔ²³	yaq8						
洽	洽	ɦiaʔ²³	yaq8						
約	约	ɦiaʔ²³	yaq8						
藥	药	ɦiaʔ²³	yaq8						
鑰	钥	ɦiaʔ²³	yaq8						
躍	跃	ɦiaʔ²³	yaq8						
括	括	kuaʔ⁵	kuaq7						
刮	刮	kuaʔ⁵	kuaq7						
聒	聒	kuaʔ⁵	kuaq7						
轄	辖	huaʔ⁵	huaq7						
豁	豁	huaʔ⁵	huaq7						
挖	挖	ʔuaʔ⁵	uaq7						
剜	剜	ʔuaʔ⁵	uaq7						
滑	滑	ɦuaʔ²³	waq8						
猾	猾	ɦuaʔ²³	waq8						
劃	划	ɦuaʔ²³	waq8						
剝	剥	poʔ⁵	poq7						
駁	驳	poʔ⁵	poq7						
北	北	poʔ⁵	poq7						
博	博	poʔ⁵	poq7						
八	八	poʔ⁵	poq7						
卜	卜	poʔ⁵	poq7						
樸	朴	pʰoʔ⁵	phoq7						
撲	扑	pʰoʔ⁵	phoq7						
醭	醭	pʰoʔ⁵	phoq7						
僕	仆	pʰoʔ⁵	phoq7						
覆	覆	pʰoʔ⁵	phoq7	~laʔ困，~t'aʔ困：俯睡					
薄	薄	boʔ²³	boq8						
木	木	moʔ²³	moq8						
目	目	moʔ²³	moq8						
穆	穆	moʔ²³	moq8						
牧	牧	moʔ²³	moq8						
莫	莫	moʔ²³	moq8						
寞	寞	moʔ²³	moq8						
摸	摸	moʔ²³	moq8						
膜	膜	moʔ²³	moq8						
復	复	foʔ⁵	foq7						
福	福	foʔ⁵	foq7						
幅	幅	foʔ⁵	foq7						
蝠	蝠	foʔ⁵	foq7						
複	複	foʔ⁵	foq7						
腹	腹	foʔ⁵	foq7						
覆	覆	foʔ⁵	foq7						
縛	缚	voʔ²³	voq8						
服	服	voʔ²³	voq8						
伏	伏	voʔ²³	voq8						
栿	栿	voʔ²³	voq8						
篤	笃	toʔ⁵	toq7						
督	督	toʔ⁵	toq7						
厾	厾	toʔ⁵	toq7	投擲					
宕	宕	tʰoʔ⁵	thoq7						
託	讬	tʰoʔ⁵	thoq7						
托	托	tʰoʔ⁵	thoq7						
禿	秃	tʰoʔ⁵	thoq7						
獨	独	doʔ²³	doq8						
讀	读	doʔ²³	doq8						
牘	牍	doʔ²³	doq8						
犢	犊	doʔ²³	doq8						
鐸	铎	doʔ²³	doq8						
毒	毒	doʔ²³	doq8						
諾	诺	nɦoʔ²³	noq8						
落	落	lɦoʔ²³	loq8						
烙	烙	lɦoʔ²³	loq8						
酪	酪	lɦoʔ²³	loq8						
洛	洛	lɦoʔ²³	loq8						
絡	络	lɦoʔ²³	loq8						
樂	乐	lɦoʔ²³	loq8	快~					
駱	骆	lɦoʔ²³	loq8						
六	六	lɦoʔ²³	loq8						
陸	陆	lɦoʔ²³	loq8						
綠	绿	lɦoʔ²³	loq8						
錄	录	lɦoʔ²³	loq8						
鹿	鹿	lɦoʔ²³	loq8						
祿	禄	lɦoʔ²³	loq8						
賂	赂	lɦoʔ²³	loq8						
捉	捉	tsoʔ⁵	tsoq7						
作	作	tsoʔ⁵	tsoq7	工~					
竹	竹	tsoʔ⁵	tsoq7						
築	筑	tsoʔ⁵	tsoq7						
祝	祝	tsoʔ⁵	tsoq7						
粥	粥	tsoʔ⁵	tsoq7						
足	足	tsoʔ⁵	tsoq7						
燭	烛	tsoʔ⁵	tsoq7						
囑	嘱	tsoʔ⁵	tsoq7						
卓	卓	tsoʔ⁵	tsoq7						
桌	桌	tsoʔ⁵	tsoq7						
琢	琢	tsoʔ⁵	tsoq7						
啄	啄	tsoʔ⁵	tsoq7						
畜	畜	tsʰoʔ⁵	tshoq7	~生					
促	促	tsʰoʔ⁵	tshoq7						
戳	戳	tsʰoʔ⁵	tshoq7						
觸	触	tsʰoʔ⁵	tshoq7						
昨	昨	dzoʔ²³	dzoq8						
蜀	蜀	dzoʔ²³	dzoq8						
濁	浊	dzoʔ²³	dzoq8						
朔	朔	soʔ⁵	soq7						
宿	宿	soʔ⁵	soq7						
索	索	soʔ⁵	soq7						
速	速	soʔ⁵	soq7						
肅	肃	soʔ⁵	soq7						
縮	缩	soʔ⁵	soq7						
叔	叔	soʔ⁵	soq7						
粟	粟	soʔ⁵	soq7						
束	束	soʔ⁵	soq7						
塑	塑	soʔ⁵	soq7						
勺	勺	zoʔ²³	zoq8	汤~					
鑿	凿	zoʔ²³	zoq8						
族	族	zoʔ²³	zoq8						
熟	熟	zoʔ²³	zoq8						
淑	淑	zoʔ²³	zoq8						
俗	俗	zoʔ²³	zoq8						
續	续	zoʔ²³	zoq8						
贖	赎	zoʔ²³	zoq8						
屬	属	zoʔ²³	zoq8						
辱	辱	zoʔ²³	zoq8						
角	角	koʔ⁵	koq7						
各	各	koʔ⁵	koq7						
閣	阁	koʔ⁵	koq7						
穀	谷	koʔ⁵	koq7						
谷	谷	koʔ⁵	koq7						
郭	郭	koʔ⁵	koq7						
擱	搁	koʔ⁵	koq7						
覺	觉	koʔ⁵	koq7	白					
殼	壳	kʰoʔ⁵	khoq7						
哭	哭	kʰoʔ⁵	khoq7						
酷	酷	kʰoʔ⁵	khoq7						
擴	扩	kʰoʔ⁵	khoq7						
廓	廓	kʰoʔ⁵	khoq7						
確	确	kʰoʔ⁵	khoq7						
鄂	鄂	ŋɦoʔ²³	ngoq8						
獄	狱	ŋɦoʔ²³	ngoq8	白					
嶽	岳	ŋɦoʔ²³	ngoq8	白					
岳	岳	ŋɦoʔ²³	ngoq8	白					
鶴	鹤	ŋɦoʔ²³	ngoq8						
霍	霍	hoʔ⁵	hoq7						
藿	藿	hoʔ⁵	hoq7						
握	握	ʔoʔ⁵	oq7						
惡	恶	ʔoʔ⁵	oq7	可~					
屋	屋	ʔoʔ⁵	oq7						
沃	沃	ʔoʔ⁵	oq7						
學	学	ʔoʔ⁵	oq7	~堂。白					
鑊	镬	ɦoʔ²³	ghoq8	~子：锅子					
斛	斛	ɦoʔ²³	ghoq8						
惡	恶	ɦoʔ²³	ghoq8	善~					
覺	觉	tɕioʔ⁵	cioq7	知~。文					
菊	菊	tɕioʔ⁵	cioq7						
掬	掬	tɕioʔ⁵	cioq7						
確	确	tɕʰioʔ⁵	chioq7						
麴	麴	tɕʰioʔ⁵	chioq7						
曲	曲	tɕʰioʔ⁵	chioq7						
鐲	镯	dʑioʔ²³	jioq8						
逐	逐	dʑioʔ²³	jioq8						
軸	轴	dʑioʔ²³	jioq8						
局	局	dʑioʔ²³	jioq8						
畜	畜	ɕioʔ⁵	shioq7	~牧					
蓄	蓄	ɕioʔ⁵	shioq7	储~					
肉	肉	ȵɦioʔ²³	gnioq8						
褥	褥	ȵɦioʔ²³	gnioq8						
玉	玉	ȵɦioʔ²³	gnioq8						
獄	狱	ȵɦioʔ²³	gnioq8	文					
嶽	岳	ȵɦioʔ²³	gnioq8	文					
岳	岳	ȵɦioʔ²³	gnioq8	文					
樂	乐	ɦioʔ²³	yoq8	音~					
學	学	ɦioʔ²³	yoq8	~校					
域	域	ɦioʔ²³	yoq8						
疫	疫	ɦioʔ²³	yoq8						
役	役	ɦioʔ²³	yoq8						
鬱	郁	ɦioʔ²³	yoq8						
育	育	ɦioʔ²³	yoq8						
慾	欲	ɦioʔ²³	yoq8						
欲	欲	ɦioʔ²³	yoq8						
浴	浴	ɦioʔ²³	yoq8						
耳	耳	n̩³¹	n4	白					
尾	尾	n̩³¹	n4	白					
二	二	n̩³⁵	n5	白					
儞	你	n̩³⁵	n5						
嘸	呒	m̩¹²	m2						
母	母	m̩⁴²	m3						
姆	姆	m̩⁴²	m3						
魚	鱼	ŋ̩¹²	ng̩2	白					
吳	吴	ŋ̩¹²	ng̩2	吴江：地名。白					
午	午	ŋ̩³¹	ng̩4	白					
五	五	ŋ̩³¹	ng̩4	白					
伍	伍	ŋ̩³¹	ng̩4	白					
我	我	ŋ̩³¹	ng̩4	白					
虀	虀	tɕiᶽ⁴⁴	ci1	~糟：麻煩					
槧	椠	tɕʰi⁴⁴	chie1	~腳：修~					
忍	忍	ȵin⁴²	gnin3	眼泪不流，要~牢					
是	是	zəʔ²³	zeq8	~n，~ŋ，~dʑi：你，我，他					
𠏕	𠏕	ɕioʔ⁵	shioq7	~：不要					
伽	伽	dʑia¹²	jia2	~：他們					
著	着	dzaʔ²³	dzaq8	~末排，最后一排					
伢	伢	ŋa⁴²	nga⁴²	~：我們。					
？	？	ɕiəʔ⁵	shiq7	tei~：随它去					
？	？	ɕiəʔ⁵	shiq7	惊~：惊愕					
？	？	ɦnɔ¹²	nau2	~！：提醒別人					
？	？	ʑiɔ³¹	zhiau4	~：在地上痛苦地滾來滾去					
？	？	pʰən⁴²	phen3	~~松：把棉絮拍拍松					
虛	虚	hei⁴⁴	hei1	~dE：腫了					
？	？	hoʔ⁵	hoq7	~ɦloʔ肢					
？	？	tɕiəʔ⁵	ciq7	~kuaʔ：翅膀					
？	？	ɦiã¹²	yan2	~sɿ t'aʔ：蝉					
？	？	la⁴⁴	la1	~ta鬍子：連鬢鬍子					
？	？	ʔəʔ⁵	eq7	~təʔ：打嗝təŋ					
？	？	la³⁵	la5	~伏雞：抱窩雞					
？	？	pʰiᶽ⁴²	phi3	~草：除草					
捱	捱	ŋa³⁵	nga5	~辰光：故意拖時間					
？	？	dɔ̃¹²	daon2	~大：完全是个傻子					
？	？	zᴇ²⁴	ze6	~得快：跑步					
？	？	gei³¹	gei4	~得嘞！：故意拖拉時間					
？	？	pei⁴²	pei3	~掉：送掉					
？	？	ɦiəʔ²³	yiq8	~发：孩儿发					
碰	碰	pʰã⁴⁴	phan1	~风：伤风					
？	？	sɔ³⁵	sau5	~雞毛：戲劇裡演員用的裝飾羽毛					
？	？	gua¹²	gua2	~腳：扭傷腳					
潜	潜	dʑi¹²	jie2	~龍：壁虎					
？	？	gøʏ¹²	geu2	~攏來：靠緊點					
？	？	gɔ³¹	gau4	糾葛					
攪	搅	gɔ²⁴	gau6	~亂：糾纏在一起					
？	？	guᴇ⁴²	gue3	~毛巾：挂毛巾					
擔	担	tᴇ⁴⁴	te1	~門關上：把					
？	？	kəʔ⁵	keq7	~蠓：蝗虫					
？	？	miᶽ⁴²	mi3	~米：玉米					
？	？	ȵɦioʔ²³	gnioq8	~面：和面					
解	解	ka⁴²	ka3	~木頭：鋸木頭					
？	？	dza²⁴	dza6	~尿：大小便					
？	？	sɔ̃³⁵	saon5	~起来：水尸浮上来					
？	？	hã⁴²	han3	~起来：抓出血印，麻子~起来：发火得不得了（骂人话）					
？	？	taʔ⁵	taq7	~亲眷：认亲					
？	？	tʰøʏ⁴²	theu3	~清爽：把灰塵撣掉					
？	？	tei⁴²	tei3	~渠xiq：隨它去					
？	？	guᴇ⁴²	gue3	~人？：誰？					
？	？	zəu¹²	zou2	~殺dE：似乎要困著來，沒有精神					
？	？	gã¹²	gan2	~上去：粘上；摩擦					
？	？	həʔ⁵	heq7	~暑：中暑					
？	？	høʏ⁴⁴	heu1	~思：著急					
？	？	to⁴⁴	to1	~湯					
？	？	dã²⁴	dan6	~头：神经病					
？	？	mei⁴⁴	mei1	~頭：色迷迷的人					
？	？	møʏ⁴⁴	meu1	~頭：色迷迷的人					
？	？	lɔ̃³⁵	laon5	~腿：抖腿					
？	？	ɦiəʔ²³	yiq8	~蟋：蟋蟀					
？	？	tʰin³⁵	thin5	~下来：剩下来					
？	？	ʑiɔ¹²	zhiau2	~一~：攪拌					
？	？	lɔ³⁵	lau5	~一把：假公濟私					
？	？	lɔ̃⁴⁴	laon1	~一把：拿一把					
？	？	tʰən³⁵	then5	~轉來：輪流					
？	？	ɕin³⁵	shin5	~子臭：狐臭气					
？	？	hən³⁵	hen5	~子臭：狐臭氣					
？	？	ɦloʔ²³	loq8	hoʔ~肢					
？	？	mã³⁵	man5	kəʔ~：蝗虫					
？	？	tʰaʔ⁵	thaq7	poʔ~困：俯睡					
？	？	kuaʔ⁵	kuaq7	tɕieʔ~：翅膀					
？	？	ȵia⁴²	gnia3	椅子~一~：移動					
？	？	dʑi¹²	jie2	百腳~人：咬，俗寫鉗					
？	？	ɕin⁴⁴	shin1	屄~子：骂人话，这小子					
？	？	dɔ̃²⁴	daon6	波~：波涛					
？	？	diᶽ¹²	di2	蟬~：蟬。黑色的蟬，體型大。可能為蟬啼/蟬蝶。白綠小蟬為楊師太					
？	？	dᴇ³¹	de4	吃飯~：了					
？	？	kʰən⁴⁴	khen1	抽斗里去~：為了尋找什麼亂翻					
？	？	sᴇ⁴⁴	se1	答~頭：搭碴兒，接著別人的話說話					
？	？	kʰən³⁵	khen5	發~：不靈活					
？	？	gən³¹	gen4	發~：牛脾氣					
？	？	bo³¹	bo4	掘~筍：挖其年最後的筍=以此為止					
？	？	dɔ̃¹²	daon2	凌~：冰锤儿					
？	？	toʔ⁵	toq7	木~：木鱼					
？	？	ɕin⁴⁴	shin1	木~~：不灵巧					
？	？	boŋ³¹	bon4	鸟拍打翅膀飞来飞去					
？	？	la³⁵	la5	耙~：耙子，傘被風吹翻					
？	？	lã⁴⁴	lan1	骑~~马：骑木马					
？	？	ha³⁵	ha5	稀~：稀縫（行業話）					
？	？	mã⁴²	man3	稀~：稀密					
？	？	tən⁴²	ten3	橡~子：橡栗					
？	？	dzᴇ²⁴	dze6	尋~頭：挑眼					
？	？	guən	guen	一~柴：量词					
？	？	sɿ⁴⁴	sy1	音楊師太：白綠色的蟬，體型小，黑色大蟬稱蟬di					
？	？	toʔ⁵	toq7	嘴巴~出来：翘起嘴巴					
？	？	dʑia¹²	jia2	健康					
？	？	guaʔ²	guaq8	用棒打入或動動；用竹編籬笆					
穹	穹	tɕʰioŋ⁴⁴	chion1						
掷	掷								
熯	熯	hᴇ³⁵	he5						
哇	哇	uɔ⁴²	uau3						
