#ɿ
ts [1]知蜘桅脂之芝支枝肢资姿恣咨兹滋缁锱辎只{~手} [2]直值植殖栉陟置质执挚侄织职帜汁掷指{手∽头}[5]自字制智稚雉至致志痣痔治翅[3]只咫指纸旨止址趾子籽紫姊梓滓
tsʰ [1]痴龁魑蚩嗤媸差{参∽} [2]吃尺篪池驰迟持赤斥雌瓷秩慈糍磁辞词叱[5]次滞刺赐饬侈敕伺{~侯}[3]此齿耻
s [1]诗师狮蛳尸司私思丝斯撕施嘶厮厕{茅~} [2]十什拾食失湿室实蚀石识时适释[5]四世示氏士仕势逝誓视市柿试事豉寺侍驷似祀饰嗜谥饲嗣噬峙拭式[3]史使驶始屎矢豕死
z [2]日

#ɚ
Ø [1]儿{嬉~} [2]儿而 [3]耳洱饵尔[5]二贰

#ʑᵉ
p [1]尻[2]笔必毕鼻逼壁璧碧筚跸弼[5]闭币闭敝弊蓖避备[3]比妣彼匕
pʰ [2]皮疲脾啤匹琵枇劈辟僻霹[5]屁[3]痞鄙
m [1]咪眯□{∽∽：乳}[2]迷眉楣觅密泌秘弥猕谧幂[5]谜{∽语} [3]米
t [1]低 [2]迪笛敌滴嫡狄涤的{∽确} [3]底抵砥底邸[5]帝弟第递涕地棣隶
tʰ [1]梯 [2]提堤题啼蹄惕踢屉 [5]替剃剔 [3]体
n [1]狸{狐~} [2]尼泥昵呢{∽子}旎倪霓离漓篱璃梨犁黎厘宜谊仪疑逆溺匿睨立粒笠栗力历雳律率[5]厉励砺丽俪利俐例痢吏议砾腻[3]你拟礼李里理鲤
tɕ [1]鸡几{茶∽}叽机讥肌饥基箕稽荠{荸∽}脐{肚∽眼}姬奇{∽数}畸犄嵇羁畿[2]及级极岌吸汲集辑缉给{供∽}吉即鲫疾积激绩迹稷籍击棘脊瘠急寂亟戟[5]季悸计祭际济剂霁继技伎妓寄记忌既嫉系{∽鞋带}冀纪{∽念} [3]己纪挤几虮
tɕʰ [1]期欺栖妻凄溪蹊[2]齐脐{∽带}其麒旗綦骐歧奇崎骑七祈芪耆鳍乞讫迄戚漆[5]弃契器气汽企[3]启起杞岂
ɕ [1]羲曦熹嘻嬉熙西牺奚希稀兮犀[2]惜锡悉塞息熄夕席檄袭媳习析淅[5]系戏细[3]喜洗徙玺
Ø [1]衣依漪医伊[2]一乙沂夷姨颐遗彝怡贻邑液益溢懿抑挹逸译驿绎[5]亿忆苡意臆易蜴义议屹刈诣肄毅艺呓熠羿异翼[3]已矣椅

#i
k [1]叽{∽∽咕咕}
kʰ [5]去
x [1]嘻{∽∽哈哈}

#v̩
p [2]不[5]布怖捕哺堡部簿步[3]补
pʰ [1]铺[2]卜仆扑朴菩蒲葡脯璞噗瀑曝[5]铺[3]普谱甫浦
m [2]木沐目苜睦牧穆牟眸模谟没[5]募幕慕暮墓[3]母姆拇
f [1]夫肤麸呼俘孵敷[2]乎芙扶福辐幅蝠匐伏袱符凫服佛拂沸胡湖蝴糊壶狐忽惚囫复覆馥腹和麻将用语[5]户扈沪护怙互父傅缚富副赴赋负付附驸妇[3]虎浒琥唬府俯腐甫辅抚斧釜戽{∽水}
t [1]都{首∽}嘟[2]独读渎犊牍毒督笃[3]堵睹赌肚{∽子}[5]度渡镀杜肚妒蠢
tʰ [2]突凸秃徒屠图涂途荼[3]土吐[5]兔
n [1]□{新∽∽}  [2]奴驽卢炉庐芦卢泸六陆鹿录绿碌禄戮[3]努弩卤虏掳鲁橹[5]怒路露鹭赂
ts [1]朱洙诛珠株蛛侏诸猪租[2]烛触逐筑竹妯轴祝[3]祖组阻主煮[5]助伫贮驻注炷柱蛀住著铸做
tsʰ [1]初粗刍雏[2]出厨橱除锄储矗黜畜{∽生}蹴促[3]楚础杵处{∽理}拄[5]醋处{∽所}
s [1]苏酥梳疏蔬殊输抒舒书枢[2]熟赎秫术述束叔淑属嘱赎续蜀[3]暑署薯曙墅黍鼠数{~钱}[5]数{∽学}树竖庶恕塑素诉漱
z [1]擩{塞入}[2]入如茹肉儒濡孺辱褥[3]汝乳
k [1]姑沽咕孤辜[2]骨谷□{大口猛喝}酷[3]古估牯蛄鼓股蛊[5]雇顾故固痼梏
kʰ [1]枯箍[2]哭窟[3]苦[5]库裤
Ø [1]乌巫诬污[2]无吴吾梧勿物毋屋[3]五伍午忤鹉侮舞[5]误悟捂焐务雾戊恶{厌∽}

#iu
tɕ [2]侷局足菊掬鞠橘
tɕʰ [2]曲屈倔掘族黢
ɕ [2]速畜{∽牧}蓄俗粟宿肃旭戍夙谡
Ø [2]育欲浴郁域役狱

#a
p [1]巴芭粑疤吧笆扒[2]八捌拔跋[5]霸坝罢耙把{刀~}[3]把靶□{小儿}□{大便}
pʰ [1]杷琶 [2]爬趴扒{∽手} [5]怕帕
m [1]妈蟆{干蛤∽} [2]麻抹{∽桌布} [5]骂 [3]马蚂码玛
f [2]法发罚乏伐阀筏
t [1]他{口语}瘩{疙∽} [2]达鞑答搭搭[5]大[3]打
tʰ [1]它[2]塔沓獭塌蹋榻[3]□{∽眼皮}
n [1]拉娜旯  [2]拿捺衲呐纳钠腊蜡辣邋[5]那[3]喇啦哪
ts [1]渣查{姓}喳 [2]杂扎札轧闸铡眨砸咂匝咱炸{∽油条}[5]乍咋诈炸{∽弹}榨栅楂{山∽} [3]鲊
tsʰ [1]差叉杈[2]茶搽插查察擦[5]岔詫汊[3]衩{∽口}
s [1]沙莎纱裟砂杉鲨萨[2]飒杀刹煞霎卅[5]啥□{挑选，淘汰} [3]洒撒傻
k [3]朒{~~：肉(儿语)}□{(球类运动)防卫}
kʰ [1]旮□{∽油}[5]胯[3]卡□{∽长}
ŋ [1]压[5]压
x [1]哈下{一∽∽,一会儿}□{声音沙哑}□{腊肉变味}□{用爪(手)翻弄}[2]搳{搔人腋下}[5]下{等一~,等一会儿} [3]傻

#ia
p [3]瘪
pʰ [3]□{腿脚成八字分开}□{下垂}□{象声词，黄∽∽} 
n [2]□{嬉皮笑脸，吊二朗当}
tɕ [1]家稼加枷嘉佳嗟[2]甲夹挟[5]架驾嫁价假{∽期}[3]假{真~}贾{姓}
tɕʰ [2]恰洽掐□{跨}
ɕ [1]虾□{开裂}[2]霞瑕遐抖侠峡狭狎瞎辖[5]下夏
Ø [1]丫桠鸦[2]牙芽蚜讶押衙鸭涯睚[5]亚娅压[3]哑雅呀

#ua
ts [1]抓□{束}  [2]啄□{踢} [3]爪{手不灵活}
s [2]刷[3]耍厦
z [2]挼{揉}
k [1]瓜呱[2]刮括[5]挂卦褂[3]寡剐
kʰ [1]夸[5]跨[3]垮胯
x [1]花划{∽玻璃}化{叫∽子} [2]搳{∽拳}滑猾华哗铧划{∽船}[5]化{∽学}画话划{计∽}桦{∽槁树}
Ø [1]挖娃娲[2]娃袜[5]洼凹鸱{老~} [3]瓦

#o
p [1]波菠玻褒包苞胞[2]脖博搏缚薄{厚∽}剥驳拨钵[5]播薄{∽荷}报暴爆豹抱雹刨{∽床}[3]簸宝保褓葆堡饱
pʰ [1]抛泡{灯∽}脬{尿∽} [2]婆袍刨{∽坑坑}[5]破炮泡{浸~}[3]颇剖跑
m [1]摸摩么{什∽}猫[2]磨{∽刀}魔莫漠膜寞末沫毛矛茅[5]磨{石∽}冒帽貌□{水沸腾}[3]抹{涂}卯铆□{有矛盾}
t [1]多哆[2]夺铎咄[5]舵惰堕驮{∽子}剁跺[3]躲朵
tʰ [1]拖[2]陀驼驮{∽马}鸵砣拓脱托[3]妥唾椭□{∽神}軃{下垂，∽肚}
n [1]傩{∽戏}啰{∽唆}[2]罗萝箩锣逻骡螺腦腡{指纹}乐{快∽}洛烙络骆落酪[5]懦糯诺{∽言}摞{一∽书}[3]裸
ts [2]作昨捉卓桌酌琢佐{∽料}着{衣∽} [5]坐座[3]左佐{辅∽}□{交换}
tsʰ [1]搓磋[2]凿戳撮绰□{强化某种状态：昏∽∽,霉∽∽屎∽~}□{被责难，训斥}[5]措错挫锉
s [1]梭唆蓑嗦{啰∽}□{溜走}娑[2]索缩朔率{∽领}蜂勺芍硕说烁[3]所锁琐
z [2]若箬弱
k [1]哥歌戈锅[2]郭廓各阁鸽角{牛∽}葛割[5]过个[3]果馔裹
kʰ [1]科棵苛柯坷轲疴[2]壳渴磕瞌[5]课骒搁[3]可颗
ŋ [2]恶㷈{∽豆豉}[3]我
x [1]喝和{∽哄}豁{∽嘴}[2]禾和何河合阖荷涸鸽盒貉鹤豁{∽达}霍藿盍曷蠚{∽麻}[5]贺货祸荷{负∽}和{∽稀泥}[3]火伙夥
Ø [1]窝涡蜗莴局倭阿{∽胶}[2]俄蛾鹅峨娥鄂腭鳄沃握龌[5]饿

#io
n [2]略掠虐疟
tɕ [2]脚觉{知∽}爵角{一∽钱}
tɕʰ [1]悄[2]却雀鹊确
ɕ [2]学[3]□{∽投篮}
Ø [2]约药岳钥乐{音∽}

#ᴇ
p [2]北白伯陌百柏帛
pʰ [2]拍迫魄培赔陪裴
m [2]麦脉墨默梅玫媒煤霉枚[5]妹昧寐媚
t [2]得德
tʰ [2]特
n [1]的[2]肋勒[3]嘞{语助词}
ts [1]遮[2]折哲浙则侧责摘窄贼摺褶仄蜘{∽蛛}[5]这蔗[3]者
tsʰ [1]车[2]策册宅测侧泽择裁{∽职}彻撤澈辙拆[3]扯
s [1]奢赊腮[2]舌色蛇设骰涩塞{堵∽}涉摄啬虱佘瑟折{∽本}[5]舍社赦射麝塞{要∽}赛[3]舍{∽弃}
z [2]热[3]惹
k [2]革格隔疙{∽蚤} [3]给嗝
kʰ [1]□{批评}[2]克刻客咳蛤{∽蟆}[5]□{∽∽刻痕，界限}
ŋ [2]扼额[3]□{压}
x [2]黑吓赫核骇

#iᴇ
p [1]憋[2]别鳖[5]瘪[3]蹩{~脚}
pʰ [2]劈撇瞥[3]秕{∽谷}苯{∽蓝}□{左} [5]孬{不好}
m [1]□{灭}[2]灭蔑
t [1]爹[2]碟蝶谍迭叠跌
tʰ [2]铁贴帖
n [2]列烈裂猎劣业聂镊捏孽蘖
tɕ [2]节洁结杰接揭竭截劫{浩∽}妾[5]借[3]姐
tɕʰ [2]切捷怯劫{抢∽}窃[3]且
ɕ [1]些[2]协胁邪歇泄亵隙血恤穴[5]谢卸泻解{姓}懈蟹[3]写
Ø [1]耶椰[2]页叶爷谒曳[5]夜[3]也野冶

#uᴇ
k [2]国
kʰ [2]扩阔奎葵逵

#ae
p [5]拜败稗湃[3]摆 [1]跛{∽子，瘸子}
pʰ [2]排徘牌[5]派[3]㧳{双臂平伸长度}
m [2]埋[5]迈卖劢[3]买
t [1]呆[5]代袋贷岱玳黛带怠殆待戴大{∽夫}[3]歹逮
tʰ [1]胎□{手捧，试着}[2]抬苔台[5]太汰泰态
n [1]奶{祖母}[2]来睐[5]耐奈赖癞[3]乃奶{牛~}
ts [1]栽哉斋灾[5]在再寨载{~重}被子[3]宰载{一年半∽}
tsʰ [1]猜钗差{出∽} [2]才财材豺柴裁{∽剪}[5]菜蔡[3]采睬踩彩
s [1]筛[5]晒
k [1]街该赅皆阶[5]介芥界丐钙盖尬届戒诫械[3]改解{~放}
kʰ [1]开揩[5]概慨溉[3]凯恺楷闿
ŋ [1]哀埃{尘∽}挨{∽近}[2]岩崖呆{∽板}挨{∽整}癌[5]爱艾碍隘[3]矮蔼霭
x [1]奒{巨大}[2]孩鞋还{~有}[5]害亥[3]海蟹{螃∽}

#uae
ts [1]栽{白，摔，倒。∽瞌睡，∽跟斗。}[2]拙{笨∽} [5]拽{抛掷} [3]跩{傲慢}
tsʰ [1]揣{装入} [5]□{撒泼} [3]揣{∽摩}喘
s [1]衰□{刁难，∽摆}[5]帅 [3]甩摔
k [1]乖 [2]拐{脚步不健捷，走路一∽一∽的}[5]怪[3]拐{∽卖}
x [2]怀淮槐徊惑或获[5]坏
Ø [1]歪[2]□{巨大}[5]外[3]崴

#eɪ
p [1]杯卑碑悲背{∽名}[5]贝背{∽箩}倍焙臂辈秘{∽密}被{∽子}陛婢裨
