ID	汉字	注释	拼音	声母	韵母	声调
649	巫	巫字村，潮南区红场镇一村庄	=E604&F604&G604	ng	u	5
650	誣		=E605&F605&G605	bv	u	5
651	無	白读	=E606&F606&G606	b	o	5
652	無	文读	=E607&F607&G607	bv	u	5
653	無	南无阿弥陀佛，老派文读	=E608&F608&G608	m	u	5
654	舞	白读	=E609&F609&G609	bv	u	2
655	舞	舞虎狮，白读	=E610&F610&G610	m	ou	6
656	侮		=E611&F611&G611	bv	u	2
657	武		=E612&F612&G612	bv	u	2
658	鵡		=E613&F613&G613	bv	u	2
659	霧		=E614&F614&G614	bv	u	7
660	務		=E615&F615&G615	bv	u	6
661	縷		=E616&F616&G616	l	u	2
662	屢		=E617&F617&G617	l	u	2
663	趨		=E618&F618&G618	tsh	u	1
664	取		=E619&F619&G619	tsh	u	2
665	取	带领，训读，本字一说是“拽”，俗写作“揣”	=E620&F620&G620	tsh	ua	7
666	取		=E621&F621&G621	tsh	iu	2
667	娶		=E622&F622&G622	tsh	u	2
668	娶	训读	=E623&F623&G623	tsh	ua	7
669	趣		=E624&F624&G624	tsh	u	3
670	聚		=E625&F625&G625	ts	u	6
671	需		=E626&F626&G626	s	u	1
672	須		=E627&F627&G627	s	u	1
673	須	胡须	=E628&F628&G628	tsh	iu	1
674	鎢		=E629&F629&G629		u	1
675	續		=E630&F630&G630	s	ok	8
676	續		=E631&F631&G631	s	iok	8
677	蛛		=E632&F632&G632	t	u	1
678	蛛		=E633&F633&G633	th	u	1
679	株		=E634&F634&G634	ts	u	1
680	誅		=E635&F635&G635	ts	u	1
681	駐		=E636&F636&G636	ts	u	6
682	注		=E637&F637&G637	ts	u	3
683	厨		=E638&F638&G638	t	ou	5
684	柱		=E639&F639&G639	th	iau	6
685	住	文读	=E640&F640&G640	ts	u	6
686	住	白读	=E641&F641&G641	t	iu	7
687	芻		=E642&F642&G642	tsh	u	1
688	雛		=E643&F643&G643	tsh	u	1
689	數	白读	=E644&F644&G644	s	iau	3
690	數	文读	=E645&F645&G645	s	u	3
691	數	屡次	=E646&F646&G646	s	ok	4
695	珠		=E647&F647&G647	ts	u	1
696	珠	目珠	=E648&F648&G648	ts	iu	1
697	朱		=E649&F649&G649	ts	u	1
698	主		=E650&F650&G650	ts	u	2
700	鑄		=E651&F651&G651	ts	u	3
701	樞		=E652&F652&G652	kh	u	1
702	輸		=E653&F653&G653	s	u	1
703	戍		=E654&F654&G654	s	ue	3
704	戍	古戍，潮阳地名，今名古帅	=E655&F655&G655	tsh	ui	3
705	戍	房子，俗写作“厝”	=E656&F656&G656	tsh	u	3
707	殊		=E657&F657&G657	s	u	5
708	豎		=E658&F658&G658	s	u	6
709	樹	白读	=E659&F659&G659	tsh	iu	7
710	樹	树立，文读	=E660&F660&G660	s	u	6
711	儒		=E661&F661&G661	dz	u	5
712	乳	文读	=E662&F662&G662	dz	u	2
713	乳	白读	=E663&F663&G663	l	u	2
714	乳	白读，训做“奶”字	=E664&F664&G664	n	i	6
715	拘		=E665&F665&G665	kh	u	1
716	駒		=E666&F666&G666	kh	u	1
717	俱		=E667&F667&G667	k	u	6
718	矩		=E668&F668&G668	k	u	2
719	句		=E669&F669&G669	k	u	3
720	區		=E670&F670&G670	kh	u	1
721	區	姓	=E671&F671&G671		au	1
722	驅		=E672&F672&G672	kh	u	1
723	瞿		=E673&F673&G673	kh	u	5
724	瞿		=E674&F674&G674	k	u	6
725	具		=E675&F675&G675	k	u	6
726	具	玩具、文具	=E676&F676&G676	k	u	3
727	懼		=E677&F677&G677	k	u	6
728	虞		=E678&F678&G678	ng	u	5
729	愚		=E679&F679&G679	ng	u	5
730	娛		=E680&F680&G680	ng	u	5
731	遇		=E681&F681&G681	ng	u	6
732	遇		=E682&F682&G682	ng	o	6
733	遇		=E683&F683&G683	m	u	6
734	遇		=E684&F684&G684	m	ung	6
735	寓		=E685&F685&G685	ng	u	6
736	吁		=E686&F686&G686	dz	u	6
737	迂		=E687&F687&G687		u	1
738	于		=E688&F688&G688		i	1
739	于		=E689&F689&G689		u	1
740	盂	文读	=E690&F690&G690	h	u	5
741	盂	铜盂，潮阳地名，白读	=E691&F691&G691		u	5
742	盂	铜钵盂，潮阳地名，白读	=E692&F692&G692		ou	5
743	雨	白读	=E693&F693&G693	h	ou	6
744	雨	文读	=E694&F694&G694		u	2
745	禹		=E695&F695&G695		u	2
746	宇		=E696&F696&G696		u	2
747	羽		=E697&F697&G697		u	2
748	芋		=E698&F698&G698		ou	7
750	逾		=E699&F699&G699	dz	u	5
751	榆		=E700&F700&G700	dz	u	5
752	愉		=E701&F701&G701	dz	u	5
753	愉		=E702&F702&G702	dz	u	1
754	愈	韩愈	=E703&F703&G703	dz	u	6
755	愈	愈来愈	=E704&F704&G704	dz	u	2
756	喻		=E705&F705&G705	dz	u	6
757	裕		=E706&F706&G706	dz	u	6
758	獃		=E707&F707&G707	t	ai	1
759	獃		=E708&F708&G708	ng	ai	1
760	戴	文读	=E709&F709&G709	t	ai	3
761	戴		=E710&F710&G710	t	i	3
762	戴	姓	=E711&F711&G711	t	o	3
763	戴	俗读	=E712&F712&G712	t	ua	3
764	胎	白读	=E713&F713&G713	th	o	1
765	胎	文读	=E714&F714&G714	th	ai	1
766	台		=E715&F715&G715	th	ai	5
767	台	風颱	=E716&F716&G716	th	ai	1
768	台	烛台	=E717&F717&G717	t	ai	5
769	態		=E718&F718&G718	th	ai	3
770	貸		=E719&F719&G719	t	ai	3
771	臺		=E720&F720&G720	th	ai	5
772	臺	風颱	=E721&F721&G721	th	ai	1
773	臺	烛台	=E722&F722&G722	t	ai	5
774	苔	文读	=E723&F723&G723	th	ai	5
775	苔	白读	=E724&F724&G724	th	o	1
776	苔	白读	=E725&F725&G725	th	i	5
777	抬		=E726&F726&G726	th	ai	5
778	殆		=E727&F727&G727	t	ai	6
779	待		=E728&F728&G728	th	ai	6
780	待	招待所，峡山一地名	=E729&F729&G729	th	ai	3
781	待	让	=E730&F730&G730	h	ai	6
782	怠		=E731&F731&G731	t	ai	6
783	代	文读	=E732&F732&G732	t	ai	3
784	代	训读，本字“替”	=E733&F733&G733	th	oi	3
785	代	白读	=E734&F734&G734	t	o	7
786	袋		=E735&F735&G735	t	o	7
787	乃		=E736&F736&G736	n	ai	2
788	耐		=E737&F737&G737	n	ai	6
789	來		=E738&F738&G738	l	ai	5
790	災	文读	=E739&F739&G739	ts	ai	1
791	災	鸡灾，鸡瘟，白读	=E740&F740&G740	ts	o	1
792	栽		=E741&F741&G741	ts	ai	1
793	宰		=E742&F742&G742	ts	ai	2
794	載		=E743&F743&G743	ts	ai	3
795	再		=E744&F744&G744	ts	ai	3
797	猜		=E745&F745&G745	tsh	ai	1
798	采		=E746&F746&G746	tsh	ainn	2
799	睬		=E747&F747&G747	tsh	ainn	2
800	彩		=E748&F748&G748	tsh	ainn	2
801	菜		=E749&F749&G749	tsh	ai	3
802	裁		=E750&F750&G750	tsh	ai	5
803	材		=E751&F751&G751	tsh	ai	5
804	才		=E752&F752&G752	tsh	ai	5
805	才	秀才	=E753&F753&G753	ts	ai	5
806	纔		=E754&F754&G754	tsh	ai	5
807	財		=E755&F755&G755	tsh	ai	5
808	在		=E756&F756&G756	t	o	6
809	在		=E757&F757&G757	ts	ai	6
810	腮	白读	=E758&F758&G758	tsh	i	1
811	腮	文读	=E759&F759&G759	s	ai	1
812	賽		=E760&F760&G760	s	ai	3
813	該		=E761&F761&G761	k	ai	1
814	改		=E762&F762&G762	k	oi	2
815	溉		=E763&F763&G763	kh	ai	3
816	溉		=E764&F764&G764	k	ai	3
817	概		=E765&F765&G765	kh	ai	3
818	開	文读	=E766&F766&G766	kh	ai	1
819	開	白读	=E767&F767&G767	kh	ui	1
820	凱		=E768&F768&G768	kh	ai	2
821	愷		=E769&F769&G769	kh	ai	2
822	慨		=E770&F770&G770	kh	ai	3
823	呆		=E771&F771&G771	t	ai	1
824	呆		=E772&F772&G772	ng	ai	1
825	礙		=E773&F773&G773	g	ai	6
826	礙		=E774&F774&G774	g	ai	7
827	礙		=E775&F775&G775	ng	ai	6
828	海		=E776&F776&G776	h	ai	2
829	孩		=E777&F777&G777	h	ai	5
830	亥		=E778&F778&G778	h	ai	6
831	哀		=E779&F779&G779		ai	1
832	埃		=E780&F780&G780		ai	1
833	唉		=E781&F781&G781		ai	1
834	唉		=E782&F782&G782		oi	1
835	愛		=E783&F783&G783		ainn	3
836	貝		pfue3	pf	ue	6
838	沛		=E785&F785&G785	ph	ai	3
839	帶		=E786&F786&G786	t	ua	3
840	泰		=E787&F787&G787	th	ai	3
841	太		=E788&F788&G788	th	ai	3
842	大	文读	=E789&F789&G789	t	ai	6
843	大	白读	=E790&F790&G790	t	ua	7
846	奈		=E791&F791&G791	n	ai	6
847	賴	文读	=E792&F792&G792	l	ai	6
848	賴	白读	=E793&F793&G793	l	ua	7
849	賴	图赖，撒娇、耍小孩子脾气	=E794&F794&G794	th	ai	2
850	癩		=E795&F795&G795	l	ai	6
851	癩	癞瘑	=E796&F796&G796	th	ai	2
852	蔡		=E797&F797&G797	tsh	uann	3
853	蓋	白读	=E798&F798&G798	kh	ainn	3
854	蓋	文读	=E799&F799&G799	k	ai	3
855	蓋	白读	=E800&F800&G800	k	ua	3
856	蓋		=E801&F801&G801	kh	ap	4
857	蓋		=E802&F802&G802	kh	op	4
858	蓋	盖被子	=E803&F803&G803	k	ah	4
859	蓋		=E804&F804&G804	kh	am	3
860	丐		=E805&F805&G805	k	ai	3
861	艾	文读	=E806&F806&G806	ng	ai	6
862	艾	文读	=E807&F807&G807		ainn	3
863	艾		=E808&F808&G808	h	iann	7
864	害		=E809&F809&G809	h	ai	7
865	藹		=E810&F810&G810		ai	2
866	靄		=E811&F811&G811		ai	2
867	拜		=E812&F812&G812	p	ai	3
868	拜	拜拜	=E813&F813&G813	p	ai	1
869	排		=E814&F814&G814	p	ai	5
870	排	排场	=E815&F815&G815	ph	ai	5
871	埋		=E816&F816&G816	m	ai	5
872	齋		tse1	ts	e	1
873	風	风俗	hiong1	h	iong	1
874	豺		=E819&F819&G819	tsh	ai	5
875	皆		=E820&F820&G820	k	ai	1
876	偕		=E821&F821&G821	k	ai	1
877	偕		=E822&F822&G822	h	ai	5
878	稭		=E823&F823&G823	k	iak	4
879	稭		=E824&F824&G824	k	ai	1
880	街		=E825&F825&G825	k	oi	1
881	階		=E826&F826&G826	k	ai	1
882	戒		=E827&F827&G827	k	ai	3
883	芥	文读	=E828&F828&G828	k	ai	3
884	尬		=E829&F829&G829	k	ai	3
885	界		=E830&F830&G830	k	ai	3
886	介		=E831&F831&G831	k	ai	3
887	疥		=E832&F832&G832	k	oi	3
888	疥		=E833&F833&G833	k	ai	3
889	届		=E834&F834&G834	k	ai	3
890	揩		=E835&F835&G835	kh	ai	1
891	楷		=E836&F836&G836	kh	ai	2
892	諧		=E837&F837&G837	k	ai	1
893	諧		=E838&F838&G838	kh	ai	1
894	諧		=E839&F839&G839	h	ai	5
895	駭		=E840&F840&G840	h	ai	6
896	械		=E841&F841&G841	h	ai	6
897	械		=E842&F842&G842	h	ai	5
898	挨		=E843&F843&G843		ai	1
899	挨		=E844&F844&G844		oi	1
900	挨		=E845&F845&G845	ng	ai	5
901	擺		=E846&F846&G846	p	ai	2
902	派		=E847&F847&G847	ph	ai	3
903	牌		=E848&F848&G848	p	ai	5
904	罷		=E849&F849&G849	p	a	6
905	稗		phoi7	ph	oi	7
906	稗	又	=E851&F851&G851	ph	ainn	7
907	買		=E852&F852&G852	b	oi	2
908	賣		=E853&F853&G853	b	oi	7
909	奶		=E854&F854&G854	n	i	6
910	奶		ne6	n	e	6
911	奶		=E856&F856&G856	n	ai	2
912	奶	陈店音，奶奶	=E857&F857&G857	n	i	2
913	債		=E858&F858&G858	ts	e	3
914	釵		=E859&F859&G859	tsh	e	1
915	釵		=E860&F860&G860	th	oi	1
916	差	差别	=E861&F861&G861	tsh	a	1
917	差	出差	=E862&F862&G862	tsh	e	1
919	柴	训读	=E863&F863&G863	tsh	a	5
920	篩	白读	=E864&F864&G864	th	ai	1
921	篩	文读	=E865&F865&G865	s	ai	1
923	曬	文读	=E866&F866&G866	s	ai	3
924	佳		=E867&F867&G867	k	ia	1
926	解	解开	=E868&F868&G868	k	oi	2
927	解	解押	=E869&F869&G869	k	oi	3
928	解	姓	=E870&F870&G870	k	ai	2
929	解	解元	=E871&F871&G871	k	ai	3
930	解	劝解	=E872&F872&G872	k	ainn	3
931	解	解甲归田	=E873&F873&G873	h	ai	6
932	解	会的本字	=E874&F874&G874		oi	6
933	涯		=E875&F875&G875	ng	ai	5
934	崖		=E876&F876&G876	ng	ai	5
935	鞋		=E877&F877&G877		oi	5
936	蟹		=E878&F878&G878	h	oi	6
944	懈		=E879&F879&G879	h	ai	6
945	矮		=E880&F880&G880		oi	2
946	隘		=E881&F881&G881		ai	2
947	敗		=E882&F882&G882	p	ai	7
948	邁		=E883&F883&G883	m	ai	3
949	寨		=E884&F884&G884	ts	e	7
950	蔽	疑似阳上变调错乱	=E885&F885&G885	p	i	3
951	斃		pi7	p	i	7
952	敝	疑似阳上变调错乱	=E887&F887&G887	p	i	3
953	幣	疑似阳上变调错乱	=E888&F888&G888	p	i	3
954	弊		=E889&F889&G889	p	i	7
955	厲		=E890&F890&G890	l	i	6
956	勵		=E891&F891&G891	l	i	6
957	例		=E892&F892&G892	l	i	7
958	祭		=E893&F893&G893	ts	i	3
959	祭	音变	=E894&F894&G894	ts	ɿ	3
960	際		=E895&F895&G895	ts	i	3
961	穄		=E896&F896&G896	ts	i	3
962	滯		=E897&F897&G897	th	i	3
963	制		=E898&F898&G898	ts	i	3
964	製		=E899&F899&G899	ts	i	3
965	勢		=E900&F900&G900	s	i	3
966	勢	惯势、倚势	=E901&F901&G901	s	inn	3
967	勢	行势kiann5-tsua7，走势、趋势的意思，本字未必是“势”	=E902&F902&G902	ts	ua	7
968	世	白读	=E903&F903&G903	s	i	3
969	世	观世音，老派文读	=E904&F904&G904	s	u	3
970	世	接着、接下来，白读	=E905&F905&G905	s	ua	3
971	誓		=E906&F906&G906	s	i	7
972	誓	咒誓，白读	=E907&F907&G907	ts	ua	7
973	逝		=E908&F908&G908	s	i	7
974	逝	次	=E909&F909&G909	ts	ua	7
975	藝	白读	=E910&F910&G910	g	oi	7
976	藝	文读	=E911&F911&G911	ng	i	6
977	囈		=E912&F912&G912	g	oi	7
978	囈		=E913&F913&G913	ng	i	3
979	刈		=E914&F914&G914	ng	i	6
980	閉		=E915&F915&G915	p	i	6
981	閉	闭路	=E916&F916&G916	p	i	3
982	箅		=E917&F917&G917	p	i	3
983	批		=E918&F918&G918	ph	oi	1
984	陛		=E919&F919&G919	p	i	6
985	迷		=E920&F920&G920	m	i	5
986	米		=E921&F921&G921	b	i	2
987	謎		=E922&F922&G922	m	i	6
988	堤		=E923&F923&G923	t	oi	1
989	低		=E924&F924&G924	t	i	1
990	底	白读	=E925&F925&G925	t	oi	2
991	底	文读	=E926&F926&G926	t	i	2
992	抵	白读	=E927&F927&G927	t	oi	2
993	抵	文读	=E928&F928&G928	t	i	2
994	帝		=E929&F929&G929	t	i	3
995	梯		=E930&F930&G930	th	ui	1
996	體	文读	=E931&F931&G931	th	i	2
997	體	白读	=E932&F932&G932	th	oi	2
998	替	文读	=E933&F933&G933	th	i	3
999	替	白读，此音训给了“代”字	=E934&F934&G934	th	oi	3
1000	涕		=E935&F935&G935	th	i	3
1001	剃		=E936&F936&G936	th	i	3
1002	提		=E937&F937&G937	th	i	5
1003	題		=E938&F938&G938	t	oi	5
1004	蹄		=E939&F939&G939	t	oi	5
1005	啼		=E940&F940&G940	th	i	5
1006	弟		=E941&F941&G941	t	i	6
1007	第	白读	=E942&F942&G942	t	oi	6
1008	第	门第，文读	=E943&F943&G943	t	i	6
1009	遞		=E944&F944&G944	t	i	3
1010	遞		=E945&F945&G945	t	i	7
1011	泥		=E946&F946&G946	n	i	5
1012	泥	滞泥	=E947&F947&G947	n	i	6
1013	犁	白读	=E948&F948&G948	l	oi	5
1014	犁	文读	=E949&F949&G949	l	i	5
1015	黎	白读	=E950&F950&G950	l	oi	5
1016	黎	文读	=E951&F951&G951	l	i	5
1017	禮	白读	=E952&F952&G952	l	oi	2
1018	禮	文读	=E953&F953&G953	l	i	2
1019	禮	无体无礼，白读	=E954&F954&G954	l	oi	6
1020	禮	无体无礼，井都文读	=E955&F955&G955	l	i	6
1021	麗		=E956&F956&G956	l	i	6
1022	麗		=E957&F957&G957	l	i	5
1023	麗	高丽菜	=E958&F958&G958	l	e	5
1024	隸	直隶	=E959&F959&G959	l	i	6
1025	隸	奴隶	=E960&F960&G960	l	i	7
1026	隸	隶书	=E961&F961&G961	l	oi	6
1027	擠		=E962&F962&G962	ts	inn	3
1028	濟		=E963&F963&G963	ts	i	3
1029	濟	多，替字	=E964&F964&G964	ts	oi	7
1030	妻		=E965&F965&G965	tsh	i	1
1031	凄		=E966&F966&G966	tsh	i	1
1032	砌		=E967&F967&G967	k	ih	4
1033	齊	白读	=E968&F968&G968	ts	oi	5
1034	齊	文读	=E969&F969&G969	tsh	i	5
1035	齊	整齐	=E970&F970&G970	ts	oih	8
1036	臍	脐带	=E971&F971&G971	ts	ai	5
1037	臍	肚脐	=E972&F972&G972	ts	ainn	5
1038	薺		=E973&F973&G973	tsh	i	5
1039	薺	荠葱	=E974&F974&G974	ts	inn	5
1040	西	白读	=E975&F975&G975	s	ai	1
1041	西	文读	=E976&F976&G976	s	i	1
1042	棲		=E977&F977&G977	tsh	i	1
1043	犀	犀牛，白读	=E978&F978&G978	s	ai	1
1044	犀	犀利，文读	=E979&F979&G979	s	i	1
1045	洗	白读	=E980&F980&G980	s	oi	2
1046	洗	姓，文读	=E981&F981&G981	s	iang	2
1047	細		=E982&F982&G982	s	oi	3
1048	婿		=E983&F983&G983	s	ai	3
1049	雞		=E984&F984&G984	k	oi	1
1050	稽		=E985&F985&G985	k	i	1
1051	計	白读	=E986&F986&G986	k	oi	3
1052	計	文读	=E987&F987&G987	k	i	3
1053	繼		=E988&F988&G988	k	i	3
1054	繋		=E989&F989&G989	h	i	6
1055	溪		=E990&F990&G990	kh	oi	1
1056	啟		=E991&F991&G991	kh	i	2
1057	契		=E992&F992&G992	kh	oi	3
1058	倪	姓，白读	=E993&F993&G993	g	oi	7
1059	倪	文读	=E994&F994&G994	ng	i	5
1060	詣		=E995&F995&G995	ng	i	6
1061	兮		=E996&F996&G996	h	i	1
1062	奚		=E997&F997&G997	h	i	5
1063	系		=E998&F998&G998	h	i	6
1064	繫		=E999&F999&G999	h	i	6
1065	係		=E1000&F1000&G1000	h	i	6
1066	縊		=E1001&F1001&G1001		i	3
1067	瞖		=E1002&F1002&G1002		i	3
1068	杯		=E1003&F1003&G1003	pf	ue	1
1069	輩		=E1004&F1004&G1004	pf	ue	3
1070	背	背后	=E1005&F1005&G1005	pf	ue	3
1071	背	背诵	=E1006&F1006&G1006	pf	ue	6
1072	背	背书包	=E1007&F1007&G1007	p	i	3
1073	坯		=E1008&F1008&G1008	pfh	ue	1
1074	胚		=E1009&F1009&G1009	pfh	ue	1
1075	配		=E1010&F1010&G1010	pfh	ue	3
1076	培		=E1011&F1011&G1011	pfh	ue	5
1077	陪		=E1012&F1012&G1012	pfh	ue	5
1078	賠		=E1013&F1013&G1013	pf	ue	5
1079	倍		=E1014&F1014&G1014	pf	ue	6
1080	佩		=E1015&F1015&G1015	pf	ue	6
1081	媒		=E1016&F1016&G1016	bv	ue	5
1082	枚		=E1017&F1017&G1017	bv	ue	5
1083	玫		bvung5	bv	ung	5
1084	梅		=E1019&F1019&G1019	bv	ue	5
1085	每		=E1020&F1020&G1020	m	ue	2
1086	昧		=E1021&F1021&G1021	m	ue	6
1087	妹		=E1022&F1022&G1022	m	ue	7
1088	堆		=E1023&F1023&G1023	t	ui	1
1089	對		=E1024&F1024&G1024	t	ui	3
1090	推		=E1025&F1025&G1025	tsh	ui	1
1091	推	推荐	=E1026&F1026&G1026	th	ui	1
1092	推	推辞	=E1027&F1027&G1027	th	o	1
1093	推		=E1028&F1028&G1028	th	u	1
1094	腿		=E1029&F1029&G1029	th	ui	2
1095	退		=E1030&F1030&G1030	th	o	3
1096	頽		=E1031&F1031&G1031	th	ue	5
1097	隊		=E1032&F1032&G1032	t	ui	7
1098	餒		=E1033&F1033&G1033	n	ue	2
1099	内		=E1034&F1034&G1034	l	ai	6
1100	内	入内，入新宅	=E1035&F1035&G1035	l	ai	7
1101	雷		=E1036&F1036&G1036	l	ui	5
1102	儡		=E1037&F1037&G1037	l	ui	2
1103	催		=E1038&F1038&G1038	tsh	ui	1
1104	崔		=E1039&F1039&G1039	tsh	ui	1
1105	罪		=E1040&F1040&G1040	ts	ue	3
1106	碎		=E1041&F1041&G1041	tsh	ui	3
1107	瑰		=E1042&F1042&G1042	k	ui	3
1108	盔		=E1043&F1043&G1043	kh	ue	1
1109	魁		=E1044&F1044&G1044	kh	ue	1
1110	詼		=E1045&F1045&G1045	kh	ue	1
1111	恢		=E1046&F1046&G1046	h	ue	1
1112	恢		=E1047&F1047&G1047	kh	ue	1
1113	傀		=E1048&F1048&G1048	k	ui	2
1114	塊	白读	=E1049&F1049&G1049	k	o	3
1115	塊	一块钱，老派文读	=E1050&F1050&G1050	kh	uai	3
1116	塊		=E1051&F1051&G1051	t	o	3
1117	桅		=E1052&F1052&G1052		ui	5
1118	灰	文读	=E1053&F1053&G1053	h	ui	1
1119	灰	白读	=E1054&F1054&G1054	h	ue	1
1120	灰	训读	=E1055&F1055&G1055	h	u	1
1121	悔		=E1056&F1056&G1056	h	ue	3
1122	賄		=E1057&F1057&G1057	h	ue	3
1123	賄		=E1058&F1058&G1058		iu	6
1124	晦		=E1059&F1059&G1059	h	ue	3
1125	回		=E1060&F1060&G1060	h	ue	5
1126	匯		=E1061&F1061&G1061	h	ue	6
1127	潰		=E1062&F1062&G1062	kh	ui	6
1128	兑		=E1063&F1063&G1063	t	ue	6
1129	最		=E1064&F1064&G1064	ts	ue	3
1130	劊	峡山音	=E1065&F1065&G1065	k	uai	3
1131	會	文读	=E1066&F1066&G1066	h	ue	6
1132	會	会计	=E1067&F1067&G1067	k	ue	3
1133	會	白读	=E1068&F1068&G1068		oi	6
1134	外		=E1069&F1069&G1069	g	ua	7
1138	繪	峡山音	=E1070&F1070&G1070	h	ue	6
1139	繪	陈店音	=E1071&F1071&G1071	k	uai	3
1140	繪	普宁东练腔音	=E1072&F1072&G1072	k	ue	3
1141	乖		=E1073&F1073&G1073	k	uai	1
1142	怪	文读	=E1074&F1074&G1074	k	uai	3
1143	怪	白读	=E1075&F1075&G1075	k	ue	3
1144	蒯		=E1076&F1076&G1076	kh	uai	3
1148	淮		=E1077&F1077&G1077	h	uai	5
1149	懷		=E1078&F1078&G1078	h	uai	5
1150	槐		=E1079&F1079&G1079	h	uai	5
1151	壞		=E1080&F1080&G1080	h	uai	6
1152	拐		=E1081&F1081&G1081	k	uai	2
1153	掛		=E1082&F1082&G1082	kh	ua	3
1154	掛	交挂	=E1083&F1083&G1083	k	ua	3
1155	掛	挂纸	=E1084&F1084&G1084	k	ue	3
1156	卦		=E1085&F1085&G1085	k	ue	3
1157	歪	训读	=E1086&F1086&G1086	tsh	ua	2
1158	歪	文读	=E1087&F1087&G1087		uai	1
1159	畫		=E1088&F1088&G1088		ue	7
1161	快	文读	=E1089&F1089&G1089	kh	uai	3
1162	快	白读	=E1090&F1090&G1090	kh	ue	3
1163	筷		=E1091&F1091&G1091	kh	uai	6
1164	話		=E1092&F1092&G1092		ue	7
1165	脆		=E1093&F1093&G1093	tsh	ui	3
1166	脆	干脆	=E1094&F1094&G1094	tsh	ui	2
1167	脆	干脆	=E1095&F1095&G1095	ts	ui	2
1168	脆	干脆	=E1096&F1096&G1096	tsh	iu	2
1169	歲	白读	=E1097&F1097&G1097	h	ue	3
1170	歲	文读	=E1098&F1098&G1098	s	ue	3
1171	彗		=E1099&F1099&G1099	h	ui	6
1172	綴	白读	=E1100&F1100&G1100	t	ue	3
1173	綴	文读	=E1101&F1101&G1101	tsh	uak	4
1174	贅		=E1102&F1102&G1102	ts	ue	3
1175	税		=E1103&F1103&G1103	s	ue	3
1176	説		=E1104&F1104&G1104	s	ueh	4
1177	鱖		=E1105&F1105&G1105	k	ue	3
1178	鱖		=E1106&F1106&G1106	kh	uak	4
1179	衛		=E1107&F1107&G1107		ue	6
1180	鋭		=E1108&F1108&G1108	dz	ue	6
1181	廢		=E1109&F1109&G1109	h	uak	4
1182	肺		=E1110&F1110&G1110	h	ui	3
1183	吠		pfui7	pf	ui	7
1184	穢		=E1112&F1112&G1112		ue	3
1185	圭		=E1113&F1113&G1113	k	ui	1
1186	閨		=E1114&F1114&G1114	k	ui	1
1187	桂		=E1115&F1115&G1115	k	ui	3
1188	奎		=E1116&F1116&G1116	k	ui	5
1189	携		=E1117&F1117&G1117	h	i	6
1190	慧		=E1118&F1118&G1118	h	ui	6
1191	惠		=E1119&F1119&G1119	h	ui	6
1192	卑	尊卑，白读	=E1120&F1120&G1120	p	i	1
1193	碑		=E1121&F1121&G1121	p	i	1
1194	裨		=E1122&F1122&G1122	p	i	1
1195	彼		=E1123&F1123&G1123	p	i	2
1196	俾		=E1124&F1124&G1124	p	i	2
1197	臂		=E1125&F1125&G1125	p	i	3
1198	披		=E1126&F1126&G1126	ph	i	1
1199	譬		=E1127&F1127&G1127	ph	inn	3
1200	皮	白读	=E1128&F1128&G1128	pfh	ue	5
1201	皮	文读	=E1129&F1129&G1129	ph	i	5
1202	疲		=E1130&F1130&G1130	ph	i	5
1203	脾	脾胃	=E1131&F1131&G1131	p	i	5
1204	脾	脾气	=E1132&F1132&G1132	ph	i	5
1205	被	被子	pfhue	pfh	ue	6
1206	被	被动	pi6	p	i	6
1207	婢		=E1135&F1135&G1135	p	i	6
1208	避		=E1136&F1136&G1136	p	i	7
1209	糜	文读	=E1137&F1137&G1137	m	i	5
1210	糜	粥，白读	=E1138&F1138&G1138	m	ue	5
1211	彌	弥补	=E1139&F1139&G1139	n	i	2
1212	彌	阿弥陀佛	=E1140&F1140&G1140	n	i	5
1213	彌	弥勒佛	=E1141&F1141&G1141	m	i	5
1214	靡		=E1142&F1142&G1142	m	ui	2
1215	靡		=E1143&F1143&G1143	m	i	2
1216	籬		=E1144&F1144&G1144	l	i	5
1217	離		=E1145&F1145&G1145	l	i	5
1218	離	离远	=E1146&F1146&G1146	l	i	6
1219	離	毋离，不尽、不及	=E1147&F1147&G1147	l	i	7
1220	璃		=E1148&F1148&G1148	l	i	5
1224	荔	文读	=E1149&F1149&G1149	l	i	6
1225	荔	白读	=E1150&F1150&G1150	n	ai	7
1226	荔	荔湾区	=E1151&F1151&G1151	l	ai	7
1227	荔	荔湾区，又读，怀疑是读成“茄”	kia1	k	ia	1
1228	紫		=E1153&F1153&G1153	ts	i	2
1229	紫	紫菜	=E1154&F1154&G1154	ts	inn	2
1230	雌		=E1155&F1155&G1155	tsh	u	5
1231	此	文读	=E1156&F1156&G1156	tsh	u	2
1232	此	白读	=E1157&F1157&G1157	ts	i	2
1233	刺		=E1158&F1158&G1158	tsh	i	3
1234	刺		=E1159&F1159&G1159	tsh	iah	4
1235	疵		=E1160&F1160&G1160	tsh	u	5
1236	斯		=E1161&F1161&G1161	s	u	1
1237	撕		=E1162&F1162&G1162	s	u	1
1238	厮		=E1163&F1163&G1163	s	u	1
1239	璽		=E1164&F1164&G1164	dz	u	2
1240	徙	白读	=E1165&F1165&G1165	s	ua	2
1241	徙	文读	=E1166&F1166&G1166	s	i	2
1242	賜		=E1167&F1167&G1167	s	u	3
1243	知	白读	=E1168&F1168&G1168	ts	ai	1
