#a	
p	[1]爸巴疤笆芭[2]爬杷琶扒耙{一种农具}[3]把饱[5]霸壩[6]爸罢
pʰ	[1]脬{膀胱：尿～}[5]帕泡{水～}鳔
m	[1]妈□{五指取物，抓，原文作“摣”}[2]麻猫蔴蚂{～蟥蜞：水蛭}[3]马妈{又，祖母}码{～头}[5]骂
t	[1]焦{干燥}□{干燥}□{食𣍐～，原文作“消”}[2]茶[3]打{量词，十二个为一打}□{～lik5：特意}
tʰ	[1]他她[5]䖳{海蜇皮}□{～被：踢被子}
n	[2]拉{排泄屎尿}[3]娜[6]□{副词，仅仅，只，原文作“㑚”}
l	[1]拉啦[2]鲮{～鲤：穿山甲}□{用于动词后表尝试，相当于北京话的“一下”：看～，原文作“囇”}[3]喇{～叭}
ts	[1]查渣[2]喳煠{油～}[3]早[5]榨诈炸
tsʰ	[1]岔叉差杈瘥{病情好转。《玉篇》：“病愈也”}[2]柴[3]炒吵
s	[1]沙师纱痧{中暑}捎{不加选择地捞取}[5]□{媾合，原文作“𠚺”}
k	[1]加家嘉佳铰{～刀}膠笳交{～拉叉}[3]假{真～}搅{捣乱}橄{～榄}虼{～蚤：跳蚤}[5]假{请～}架嫁稼价教贾驾[6]咬□{～lak7：捉弄、捣乱}
kʰ	[1]骹{脚}鲛{马～鱼}[5]卡敲{叩击}
ŋ	[2]牙芽衙[3]雅
h	[1]哈[2]霞虾□{哑声}[5]孝{戴～}[6]下夏
∅	[1]阿[3]亚哑拗[6]下{又}
#ɛ	
p	[2]排牌[3]摆
pʰ	[5]稗
m	[2]䱝{黄～：青蛙}□{黄～：青蛙}[3]买髀{面～：腮帮子}□{面～：腮帮子}[6]卖𣍐{不会}
t	[1]低[2]蹄题[3]底抵[5]帝[6]弟第
tʰ	[3]体[5]替屉
n	[1]□{慢吞吞，磨磨蹭蹭，原文作“妮”}[2]尼泥{～刀：抹墙用的器具；涂抹，原文作“埿”}[3]奶
l	[1]璃{玻璃}□{tsʰy33～：用来驱赶、鞭打的枝条}[2]犁黎[3]礼[6]励丽
ts	[1]斋[2]齐[3]挤{排～}[5]剂济□{～布：苎麻织的布，原文作“纃”}笊{笊篱}[6]□{量词，蜀～：一截}
tsʰ	[1]妻凄差{出差}[5]粞{～粉}
s	[1]西[3]洗[5]细[6]□{多，原文作“侈”}
k	[1]街阶{台阶}[3]解[5]疥戒{八戒}□{大叫}
kʰ	[1]溪□{衣襟，原文作“䙎”}[3]□{①用门牙咬有壳的或硬的东西；②一点点地往下咬，原文作“䶞”}[5]快
ŋ	[1]桠[2]倪霓[6]□{挤压}睨{仔细看，仔细鉴别}□{仔细看，仔细鉴别}
h	[1]□{舌麻}□{裂开}[3]□{斜视；怒视，原文作“睎”}[6]蟹
∅	[1]挨{磨蹭，耽误}[2]鞋[3]矮[6]解{会}
#œ	
p	[2]□{倾倒}□{液体、气味等猛然喷射而出或上升}
m	[2]□{糊涂，模糊}
t	[6]苎
tʰ	[5]□{①斜着躺下；②滑下去，原文作“䖙”}□{头脑糊涂}
n	[1]□{关节松动}[2]□{用拇指或食指捻碎}[3]□{这～：这里；许～：那里}[5]□{口腔遇酸的感觉}
l	[2]驴□{超出}[3]□{老糊涂}[5]急鑢{锯～}□{～下去}
ts	[1]□{粗心，马虎，健忘}[6]助
tsʰ	[1]初[2]□{训斥，呵斥。《广韵》：“呵斥人也”，原文作“𠿝”}[5]锉□{丝瓜，原文作“𰱗”}□{擦拭，原文作“⿰扌苴”}
s	[1]梳疏稀[2]□{上排的牙齿向外突出，原文作“⿰齒虘”}[3]□{向外倾泼液体}[5]疏{读～}
k	[3]□{搅扰}[5]告
kʰ	[2]□{傻}
h	[2]□{吹气，原文作“呵”}喉{～咙}
∅	[5]□{大声叫}
#ɔ	
p	[1]玻褒{鼓励}[2]婆袍[3]堡保宝[5]报播[6]暴抱爆
pʰ	[1]波坡[5]破
m	[1]□{蚊子咬成的包}馍{～～：圆形的馒头}[2]无毛摩[3]母{雌性的}[5]□{敲打，原文作“𢯾”}[6]冒帽磨
t	[1]多刀[2]逃舵驼掏驮陶坨{量词，用于黏稠结块的东西}[3]倒{打～}岛捣祷[5]倒{～水}到[6]惰导道稻盗
tʰ	[1]滔{原文缺声调}涛{原文缺声调}韬{原文缺声调}[2]桃[3]讨[5]套
n	[2]挪[3]脑恼[6]糯
l	[2]罗箩牢锣劳捞{将面条等放进沸水里略煮后捞起来}[3]箩姥老{又}[6]涝□{寻找，原文作“⿰目劳”}
ts	[2]曹[3]枣左[5]做造[6]坐座皂
tsʰ	[1]臊搓[3]草[5]错
s	[1]梭□{鸭子啄食}[2]槽[3]锁琐嫂[5]燥
k	[1]歌哥高糕羔膏篙[3]稿搞[5]告
kʰ	[1]苛敲柯□{诅咒}[3]可考[5]靠烤铐□{经过加工的鱼干，原文作“鲄”}
ŋ	[2]敖熬鳌俄娥遨[3]我[6]饿傲熬{又}
h	[1]呵[2]豪毫嚎何[3]好[5]好{喜～}[6]贺号浩皓灏
∅	[1]阿{～弥陀佛}[2]河[3]袄[5]澳澳
#i	
p	[1]卑碑悲捭{用指头捏着轻轻一提或拔}[2]脾[3]比譬[5]痹泌秘[6]箅备敝蔽弊毙
pʰ	[1]披[2]皮{调～}疲[3]匪鄙疕{伤口或创口结的痂}[5]鼻
m	[1]咪[2]眉楣迷维惟唯微糜弥[3]米美耳{木～}[5]眯[6]味
t	[1]知[2]迟驰[3]抵抵[5]智致置[6]地痔治
tʰ	[1]□{粘，原文作“漦”}[2]苔{青～}提持
n	[1]□{不是，“伓是”的合音}[2]呢{一种布料}[5]饵[6]二腻
l	[2]来梨狸{～猫}[3]李里狸[5]利{顺～}[6]利{刀子快}吏厉痢
ts	[1]□{女阴，原文作“姕”}[3]子{日～}止指址祉[5]姊志痣詰至[6]字自{自豪}
tsʰ	[1]痴□{头发绑起}[5]饲试[6]市
s	[1]丝诗尸撕司{公～}[2]时糍{糍粑，原文作“𬖞”}[3]死[5]试肆四[6]是寺恃视示
k	[1]肌基饥期幾{～乎}机讥箕[2]其旗葵棋奇麒[3]几己{妲～，原文作“妃”}麂纪{年～}[5]记既骥纪{～念}[6]技忌妓
kʰ	[1]欹欺[2]蟣{水蛭}[3]企齿起[5]气汽器弃[6]柿
ŋ	[2]谊宜疑仪[6]耳
h	[1]稀飞牺希非[3]喜[5]□{甩去}
∅	[1]伊{他}衣依医[2]儿夷姨胰而[3]以已[5]意亿臆忆薏懿肄[6]异易{容～}
#u	
p	[2]蒲{～扇}匏{瓠子}炮{煨}[5]富[6]腐妇{新～}孵{～卵}
pʰ	[2]浮烰{用油炸}菩{～萨}[3]殕{发霉}
m	[3]亩母姆{伯～}
t	[1]都嘟[2]途徒塗[3]肚{腹～}赌堵□{口袋}[6]度镀渡杜肚{猪～}
tʰ	[2]塗{泥土}[3]土{本地的；不时髦的}[5]吐兔
n	[2]奴[3]努呶[6]怒□{用脚蹬}
l	[2]炉卢芦鸬[3]鲁卤[5]露[6]□{盐～}鹭
ts	[1]租[3]祖阻组[5]蛀咒
tsʰ	[1]粗初[3]楚础[5]醋
s	[1]苏酥蔬[3]所{派出～}[5]数素
