汉字	注释	音标
区		tʃʰy1
具		tʃʰy6
雨		y3
芋		y6
戴		tɐ5
台		tʰɐ2
待		tʰɐ6
代		tʰɐ6
袋		tʰɐ6
来		nɐ2
栽		tsɐ1
菜		tsʰɐ5
财		tsʰɐ2
该		tʃɐ1
改		tʃɐ3
开		tʃɐ1
碍		ŋɐ6
海		xɐ3
哀		ŋɐ1
爱		ŋɐ5
贝		pɐi5
带		tɐ5
太		tʰɐ5
蔡		tsʰɐ5
盖		tʃɐ5
害		xɐ6
拜		pɐ5
排		pʰɐ2
埋		mɐ2
阶		tʃɐ1
界		tʃɐ5
械		tʃɐ5
挨	~着	ŋɐ1
摆		pɐ3
派		pʰɐ6
牌		pʰɐ2
稗		pʰɐ6
买		mɐ3
卖		mɐ6
奶		nɐ3
债		tsɐ5
筛		sɐ1
晒		sɐ5
街		tʃɐ1
鞋		xɐ2
蟹		xɐ6
矮		ŋɐ3
败		pʰɐ6
毙		pɐi6
例		nɐi6
祭		tsɐi5
世		sɿ3
闭		pʰɐi5
批		pʰɐi1
米		mɐi3
低		tɐi1
堤		tʰɐi2
梯		tʰɐi1
体		tʰɐi3
替		tʰɐi5
题		tʰɐi2
提		tʰɐi2
弟		tʰɐi6
第		tʰɐi6
泥		ȵi2
犁		nɐi3
礼		nɐi3
妻		tsʰɐi1
齐		tsʰɐi2
西		sɐi1
洗		sɐi3
细		sɐi5
鸡		tʃi1
启		tʃʰi3
杯		pɐi1
背	~脊	pɐi5
配		pʰɐi5
赔		pʰɐi2
倍		pʰɐi6
梅		mɐi2
妹		mɐi6
堆		tɐi1
对		tɐi5
推		tʰɐi1
腿		tʰɐi3
退		tʰɐi5
队		tɐi5
雷		nɐi2
催		tsʰɐi1
罪		tsʰɐi6
碎		tsʰɐi5
块		kʰuɐ5
灰		xuɐi1
悔		xuɐi5
回		xuɐi2
汇		xuɐi6
最		tsɐi5
外		vɐ6
会	开~	xuɐi6
会	~不~	xuɐi6
乖		kuɐ1
怪		kuɐ5
怀		xuɐ2
坏		xuɐ6
柺		kuɐ3
挂		kuɑ5
歪		vɐ1
画		xuɑ6
快		kʰuɐ5
话		xuɑ6
岁		sɐi5
税		ʃyɐi5
卫		vɐi6
肺		fɐi5
桂		kɐi5
碑		pɐi1
披		pʰɐi1
皮		pɐi2
被	~子	pʰɐi6
被	~迫	pʰɐi6
紫		tsɿ3
此		tsʰɿ3
知		tsɿ1
池		tsʰɿ2
支		tsɿ1
纸		tsɿ3
是		sɿ6
儿		zɿ2
寄		tʃi5
骑		tʃʰi2
义		ȵi6
议		ȵi6
戏		ɕi5
椅		i3
移		i2
易	容~	i6
悲		pɐi1
比		pɐi3
备		pʰɐi6
鼻		pʰɐi7
眉		mɐi2
霉		mɐi2
美		mɐi3
地		tʰɐi6
梨		nɐi2
利		nɐi6
资		tsɿ1
瓷		tsʰɿ2
自		tsʰɿ6
私		sɿ1
死		sɿ3
四		sɿ5
迟		tsʰɿ2
师		sɿ1
指	动、名	tsɿ3
示		sɿ6
尸		sɿ1
屎		sɿ3
二		zɿ6
器		tʃʰi5
姨		i2
李		nɐi3
里	~面	nɐi3
子		tsɿ3
慈		tsʰɿ2
字		tsʰɿ6
丝		sɿ1
祠		tsʰɿ2
饲		tsʰɿ2
痴		tsʰɿ1
耻		tsʰɿ3
士		sɿ6
柿		tsʰɿ6
事		sɿ6
使		sɿ3
之		tsɿ1
止		tsɿ3
志		tsɿ5
痣		tsɿ5
齿		tsʰɿ3
诗		sɿ1
始		sɿ3
试		sɿ5
时		sɿ2
市		sɿ6
而		zɿ2
耳		zɿ3
基		tʃi1
欺		tʃʰi1
起		tʃʰi3
旗		tʃʰi2
记		tʃi5
疑		ȵi2
喜		ʃi3
医		i1
意		i5
以		i3
机		tʃi1
几	~个	tʃi3
气		tʃʰi5
衣		i1
随		sɐi2
吹		tʃʰyɐi1=/tʃʰy1-
规		kuɐi1
亏		kʰuɐi1
跪		kʰuɐi3
毁		xuɐi3
委		uɐi3
类		nɐi6
泪		nɐi6
醉		tsɐi5
追		tʃyɐi1
锤		tʃʰyɐi2=/tʃʰy2-
帅		sɐ5
水		ʃyɐi3=/ʃy3-
龟		kuɐi1
季		tʃi5
葵		kʰuɐi3
柜		kʰuɐi6
位		uɐi6
飞		fɐi1
匪		fɐi3
费		fɐi5
肥		fɐi2
尾		uɐi3
味		uɐi6
归		kuɐi1
鬼		kuɐi3
贵		kuɐi5
魏		uɐi6
威		uɐi1
围		uɐi2
伟		uɐi3
胃		uɐi6
宝		pɒ3
报		pʰɒ5
袍		pʰɒ2
抱		pʰɒ6
暴		pɒ6
毛		mɒ2
帽		mɒ6
刀		tɒ1
到		tɒ5
讨		tʰɒ3
套		tʰɒ5
桃		tʰɒ2
道		tʰɒ6
稻		tʰɒ6
脑		nɒ3
牢		nɒ2
捞		nɒ1
老		nɒ3
糟		tsɒ1
早		tsɒ3
造		tsʰɒ6
操	体~	tsʰɒ1
草		tsʰɒ3
曹		tsʰɒ2
造		tsʰɒ6
臊		sɒ1
扫	~地	sɒ3
嫂		sɒ3
扫	~帚	sɒ5
高		kɒ1
稿		kɒ3
告		kɒ5
考		kʰɒ3
靠		kʰɒ5
熬		ŋɒ2
傲		ŋɒ6
好	~坏	xɒ3
号	~数	xɒ6
袄		ŋɒ3
包		pɒ1
饱		pɒ3
豹		pɒ5
炮		pʰɒ5
跑		pʰɒ3
猫		mɒ1
闹		nɒ6
罩		tsɒ5
抄		tsʰɒ1
炒		tsʰɒ3
巢		tsʰɒ2
交		tʃɒ1
搅		tʃɒ3=/kɒ3-
搞		kɒ3
教	~育	tʃɒ5=/kɒ5-
咬		iɒ3
孝		ʃɒ5
效		ʃɒ6
标		pʰiø1
表		piø3
飘		pʰiø1
瓢		pʰiø2
苗		miø2
秒		miø6
庙		miø6
妙		miø6
椒		tsiø1
消		siø1
小		siø3
笑		siø1
朝	今~	tsø1
超		tsʰø1
潮		tsʰø2
赵		tsʰø6
招		tsø1
照		tsø5
烧		sø1
少	多~	sø3
绍		sø6
饶		nø2
骄		tʃø1
桥		tʃʰø2
轿		tʃø6
腰		iø1
要	需~	iø5
摇		iø2
窑		iø2
舀		iø3
耀		iø6
鸟		ȵiø3
钓		tsiø5
挑		tsʰiø1
跳		tsʰiø5
条		tsʰiø5
调	音~	tsʰiø2
尿		ȵiø5
了		niø3
料		niø6
萧		ʃø1
缴		tʃø3
叫		tʃø5
晓		ʃø3
亩		mø3
母		mu3
兜		tø1
斗	一~	tø3
斗	~争	tø5
偷		tʰø1
透		tʰø3
头		tʰø2
豆		tʰø6
楼		nø2
篓		nø3
漏		nø6
走		tsø3
沟		tʃø1
阄		tʃø1
狗		tʃø3
够		tʃø5
口		tʃʰø3
扣		tʃʰø5
藕		ȵiø3
喉		xø2
猴		xø2
后	前~	xø6
厚		xø6
呕		ȵiø3
沤		ȵiø5
富		fu5
浮		fø2
妇		fu6
谋		mø1
矛		mø1
纽		ȵiu3
流		niu2
刘		niu2
留		niu2
柳		niu3
酒		tsiu3
秋		tsʰiu1
就		tsʰiu6
修		ʃiu1
绣		ʃiu5
袖		tsʰiu6
昼		tsəu5
抽		tsʰəu1
绸		tsʰəu2
绉		tsø5
愁		tsʰø2
搜		sø1
瘦		sø5
周		tsəu1
州		tsəu1
帚		tsəu3
咒		tsəu5
臭		tsʰəu5
收		səu
手		səu3
守		səu3
仇		tsʰəu2
受		səu6
寿		səu6
九		tʃəu3
久		tʃəu3
救		tʃəu5
丘		tʃʰəu1
球		tʃʰəu2
舅		tʃʰəu6
旧		tʃʰəu6
牛		ȵiəu2
休		ʃəu1
忧		iəu1
有		iəu3
右		iəu6
油		iəu2
彪		piø1
纠		tʃəu1
幼		iəu5
答		tɐ7
搭		tɐ7
贪		tʰə̃1
探		tʰə̃5
踏		tʰɐ7
潭		tʰə̃2
南		nə̃2
男		nə̃2
纳		nɐ7
参	~加	tsʰə̃1
蚕		tsʰə̃2
杂		tsʰɐ7
感		kə̃3
鸽		xo7
含		xə̃2
合		xo7
暗		ŋə̃5
担	~任	tɐ̃1
胆		tɐ̃3
担	挑~	tɐ̃5
塌		tʰɐ7
塔		tʰɐ7
痰		tsʰɐ̃2
淡		tʰɐ̃6
篮		nɐ̃2
腊		nɐ7
蜡		nɐ7
甘		kə̃1
柑		kə̃1
敢		kə̃3
喊		xɐ̃3
站	车~	tsɐ̃5
赚		tʃʰyẽ6
斩		tsɐ̃3
插		tsʰɐ7
杉		sɐ̃1
减		tʃɐ̃3
咸		xɐ̃2
狭		ʃɐ7
衫		sɐ̃1
甲		tʃɐ7
衔		ʃɐ̃2=/xɐ̃2-
舰		tʃɐ̃5
鸭		iɐ7=/ŋɐ7-
压		iɐ7
贬		piẽ3
粘	~性	ȵiẽ2
镰		niẽ2
猎		nie7
尖		tsiẽ1
接		tsie7
签		tsʰiẽ1
占	~领	tsɐ̃5
折	~叠	tse7
闪		sẽ3
染		nẽ3
检		tʃẽ3
钳		tʃʰẽ2
验		ȵiẽ6
险		ʃẽ3
厌		iẽ5
盐		iẽ2
檐		iẽ2
叶		ie7
剑		tʃẽ5
欠		tʃʰẽ5
严		ȵiẽ2
业		ȵie7
点		tsiẽ3
店		tsiẽ5
跌		tsie7
添		tsʰiẽ1
贴		tsʰie7
甜		tsʰiẽ2
叠		tsʰie7
拈		ȵiẽ1
念		ȵiẽ6
兼		tʃẽ1
谦		tʃʰẽ1
嫌		ʃẽ1
协		ʃe7
凡		fɐ̃2
犯		fɐ̃6
乏		fɐ7
法		fɐ7
泛		fɐ̃5
品		pʰin3
林		nin2
笠		nɐi7
粒		nɐi7
浸		tsin5
集		tsʰɐi6
心		ʃin1
寻		ʃin2
习		sɐi7
沉		tsʰən2
参	人~	sən1
森		sən1
针		tsən1
汁		tsɿ7
深		sən1
沈		sən3
湿		sɿ7
十		sɿ7
任	责~	nən6
入		zɿ7
金		tʃən1
锦		tʃən3
禁	~止	tʃən5
急		tʃi7
级		tʃi7
琴		tʃʰən2
及		tʃʰi7
吸		ʃi7
阴		iən1
单		tɐ̃1
摊		tʰɐ̃1
炭		tʰɐ̃5
弹	~琴	tʰɐ̃2
蛋		tʰɐ̃6
达		tʰɐ7
难	~易	nɐ̃2
兰		nɐ̃2
懒		nɐ̃3
烂		nɐ̃6
辣		nɐ7
赞		tsɐ̃5
餐		tsʰɐ̃1
擦		tsʰɐ7
残		tsʰɐ̃2
伞		sɐ̃3
散	分~	sə̃5
肝		kə̃1
杆		kə̃3
干	~活	kə̃5
割		tʃe7
看	~见	kʰə̃5
岸		ŋə̃6
汉		xɐ̃5
寒		xə̃2
旱		xə̃6
汗		xə̃6
安		ŋə̃1
案		ŋə̃5
扮		pɐ̃5
八		pɐ7
办		pʰɐ̃6
拔		pʰɐ7
抹		mɐ7
盏		tsɐ̃3
铲		tsʰɐ̃3
察		tsʰɐ7
山		sɐ̃1
产		tsʰɐ̃3
杀		sɐ7
间	中~	tʃɐ̃1
拣		tʃẽ3
眼		ȵiɐ̃3
闲		ʃɐ̃2
限		ʃɐ̃6
苋		ʃɐ̃6
班		pɐ̃1
板		pɐ̃3
蛮	野~	mɐ̃2
慢		mɐ̃6
奸		tʃɐ̃1
颜		iɐ̃2
瞎		xɐ7
晏	晚也	ŋɐ̃5
鞭		piẽ1
变		piẽ5
偏		pʰiẽ1
骗		pʰiẽ5
辩		pʰiẽ6
别		pʰie7
棉		miẽ2
免		miẽ3
面	~上	miẽ6
灭		mie7
连		niẽ2
裂		nie7
煎		tsiẽ1
剪		tsiẽ3
箭		tsiẽ5
迁		tsʰiẽ1
浅		tsʰiẽ3
钱		tsʰiẽ2
贱		tsʰiẽ6
仙		ʃẽ1
癣		ʃẽ3
线		̃ʃẽ5
薛		̃ʃe7
展		tsẽ3
缠		tsʰẽ2
战		tsẽ5
折	~断	tse7
舌		se7
扇	~子	sẽ5
设		se7
善		sẽ6
折	~本	se7
然		zẽ2
热		ze7
件		tʃʰẽ5
杰		tʃe7
孽		ȵie7
延		iẽ2
演		iẽ3
建		tʃẽ5
健		tʃʰẽ6
言		iẽ2
掀		̃ʃẽ1
献		̃ʃẽ5
歇		̃ʃe7
边		piẽ1
扁		piẽ3
遍		pʰiẽ5
片		pʰiẽ5
撇		pʰie7
辫		pʰiẽ6
面	~条	miẽ6
篾		mie7
颠		tsiẽ1
天		tsʰiẽ1
铁		tsʰie7
田		tsʰiẽ2
填		tsʰiẽ2
电		tsʰiẽ5
垫		tsʰiẽ6
年		ȵiẽ2
捏		ȵie7
莲		niẽ2
炼		niẽ6
节		tsie7
千		tsʰiẽ1
切		tsʰie7
前		tsʰiẽ2
先		ʃẽ1
肩		tʃẽ1
见		tʃẽ5
结		tʃe7
牵		tʃʰẽ1
现		̃ʃẽ6
烟		iẽ1
燕		iẽ6
搬		pə̃1
半		pə̃5
潘		pʰə̃1
判		pʰə̃5
泼		pʰo7
盘		pʰə̃2
伴		pʰə̃6
叛		pʰə̃5
满		mə̃3
末		mo7=/mɐ7-
端		tə̃1
短		tə̃3
脱		tʰo7
团		tʰə̃2
断	折~	tʰə̃6
缎		tʰə̃6
夺		tʰo7
暖		nə̃3
乱		nə̃6
捋		no7
酸		sə̃1
算		sə̃5
官		kə̃1
管		kə̃3
灌		kuə̃5
括		kuɐ7
宽		kʰə̃1
阔		kʰo7
欢		xuə̃1
完		uə̃2
丸		uə̃2
换		xuə̃5
活		xo7=/ue7-
碗		uə̃3
顽		uɐ̃2
猾		xuɐ7
挖		uɐ7
闩		sə̃1
刷		sɐ7
关		kuɐ̃1
惯		kuɐ̃5
刮		kuɐ7
还	归~	uɐ̃2
弯		uɐ̃1
全		tsʰiẽ2
绝		tsʰie7
雪		ʃe7
转	~身	tʃyẽ3
传	~达	tʃʰyẽ2
砖		tʃyẽ1
穿		tʃʰyẽ1
船		tʃʰyẽ2
说	小~	ʃye7
软		nyẽ3
卷	~起	tʃyẽ3
圈	圆~	tʃʰyẽ1
拳		tʃʰyẽ2
权		tʃʰyẽ2
圆		yẽ2
缘		yẽ2
反		fɐ̃3
发		fɐ7
翻		fɐ̃1
烦		fɐ̃2
饭		fɐ̃6
罚		fɐ7
万		uɐ̃6
袜		uɐ7
劝		tʃʰyẽ3
元		yẽ2
原		yẽ2
月		ye7
冤		yẽ2
远		yẽ3
决		tʃye7
缺		tʃʰye7
血		ʃe7
县		ʃẽ6
穴		ʃe7
吞		tʰən2
根		kən=/tʃẽ-
痕		xən2
恨		xən6
恩		ŋən1
宾		pin1
笔		pɐi7
匹		pʰɐi7
贫		pʰin2
民		min2
敏		min3
密		mɐi7
蜜		mɐi7
麟		nin2
栗		nɐi7
进		tsin5
亲		tsʰin1
七		tsʰɐi7
尽		tsʰin6
新		ʃin1
信		ʃin5
镇		tsən5
陈		tsʰən2
真		tsən1
质		tsɿ7
神		sən2
实		sɿ7
身		sən1
失		sɿ7
肾		sən6
人		nən2
忍		nən3
认		nən6
日		zɿ7
巾		tʃən1
紧		tʃən3
银		ȵiən2
因		iən1
印		iən5
一		i7
引		iən3
斤		tʃən1
筋		tʃən1
勤		tʃʰən2
近		tʃʰən6
本		pən3
不		pu7
盆		pʰən2
笨		pʰən6
门		mən2=/min2-
墩		tən1
顿		tən5
突		tʰəu7
嫩		nən6
论		nən6
尊		tsən1
卒		tsəu7
村		tsʰən1
寸		tsʰən6
孙		sən1
滚		kuən3
骨		ku7
綑		kʰuən3
困		kʰuən5
昏		xuən1
忽		xu7
混		xuən6
温		uən1
律		lɐi7
遵		tsən1
笋		sən3
榫		sən3
准		tʃən3
春		tʃʰən1
出		tʃʰy7
顺		ʃyən6
纯		ʃyən2
闰		nən6
橘		tʃy7
菌		tʃyən5
允		yən3
分		fən1
粪		fən5
坟		fən2
佛		fu7
蚊		uən2
问		uən6
物		u7
军		tʃyən1
屈		tʃʰy7
裙		tʃʰyən2
熏		ʃyən1
勋		ʃyən1
训		ʃyən5
云		yən1
运		yən6
帮		pɔ̃1
博		po7
薄		pʰo7
忙		mɔ̃2
莫		mo7
膜		mo7
摸		mo1
党		tɔ̃3
汤		tʰɔ̃1
托		tʰo7
堂		tʰɔ̃2
糖		tʰɔ̃2
荡		tʰɔ̃6
郎		nɔ̃2
狼		nɔ̃2
浪		nɔ̃6
落		no7
葬		tsɔ̃5
作		tso7
仓		tsʰɔ̃1
凿		tsʰo7
桑		sɔ̃1
钢		kɔ̃1
各		ko7
糠		kʰɔ̃1
抗		kʰɔ̃5
行	银~	xɔ̃2
航		xɔ̃2
恶	善~	ŋo7
娘		ȵiɔ̃2
凉		niɔ̃2
粮		niɔ̃2
两	~个	niɔ̃3
两	几~	niɔ̃3
浆		tsiɔ̃1
蒋		tsiɔ̃3
酱		tsiɔ̃5
雀		tsio7
枪		tsʰiɔ̃1
抢		tsʰiɔ̃3
墙		tsʰiɔ̃2
箱		ʃɔ̃1
想		ʃɔ̃3
削		ʃo7
象		ʃɔ̃6
像	~不~	tsʰiɔ̃6
张		tsɔ̃1
长	生~	tsɔ̃3
帐		tsɔ̃5
着	穿~	tso7
着	睡~	tso7
长	~短	tsʰɔ̃2
肠		tsʰɔ̃2
丈		tsʰɔ̃6
装		tsɔ̃2
壮		tsɔ̃5
疮		tsʰɔ̃1
床		tsʰɔ̃2
霜		sɔ̃1
爽		sɔ̃3
章		tsɔ̃1
掌		tsɔ̃3
昌		tsʰɔ̃1
厂		tsʰɔ̃3
唱		tsʰɔ̃5
瓤		zɔ̃2
让		zɔ̃6
弱		zɔ7
伤		sɔ̃1
常		sɔ̃2
尝		sɔ̃2
上	~山	sɔ̃6
上	~面	sɔ̃6
姜	生~	tʃɔ̃1
脚		tʃo7
强	~大	tʃʰɔ̃2
香		ʃɔ̃1
乡		ʃɔ̃1
响		ʃɔ̃3
向		ʃɔ̃5
秧		iɔ̃1
约		iɔ̃1
羊		iɔ̃2
杨		iɔ̃2
痒		iɔ̃3
样		iɔ̃6
光		kɔ̃1
郭		ko7
荒		xɔ̃1
谎		xɔ̃3
黄		xɔ̃2=/uɔ̃2-
方		fɔ̃1
放		fɔ̃5
纺		fɔ̃3
房		fɔ̃2
网		uɔ̃3
望		uɔ̃6
筐		tʃɔ̃1
狂		kʰuɔ̃2
王		uɔ̃2
绑		pɔ̃3
剥		po7
桌		tso7
戳		tsʰo7
捉		tso7
窗		tsʰɔ̃1
双		sɔ̃1
江		tʃɔ̃1
港		kɔ̃3
角		ko7
壳		kʰo7
巷		xɔ̃6
学		ʃo7
北		pe7
墨		me7
灯		tən
等		tən3
得		te7
藤		tʰẽ2
特		tʰe7
能		nən2=/nẽ2-
层		tsʰẽ2
贼		tsʰe7
肯		kʰẽ3
刻		tʃe7
黑		xe7
冰		pin1
逼		pɐi7
力		nɐi7
熄		sɐi7
直		tsʰɿ7
色		se7
蒸		tsən1
证		tsən5
织		tsɿ7
称	一杆~	tsʰən5
绳		sən2
食		sɿ7
升		sən1
识		sɿ7
极		tʃʰi7
兴	~旺	ʃən1
兴	高~	ʃən5
应	~当	iən1
应	~对	iən5
蝇		iən2
国		kue7
百		pe7
伯		pe7
彭		pʰən2=/pʰɑ̃2-
白		pʰe7
猛		məŋ3
孟		məŋ6
撑		tsʰɑ̃1
拆		tsʰe7=/tsʰɑ7-
生		sən1=/sɑ̃1-
省		sən3=/sɑ̃3-
格		tʃe7
坑		kʰɑ̃1
客		tʃʰe7
硬		ŋẽ6=/ŋɑ̃6-
额		ŋe7
吓		xɑ7
行	~走	ʃən2
棚		pʰəŋ2=/pʰɑ̃2-
麦		me7=/mɑ7-
脉		me7
摘		tse7=/tsɑ7-
争		tsən1=/tsɑ̃1-
隔		tʃe7
兵		pin1
柄		pin3
平		pʰin2=/pʰiɑ̃2-
病		pʰin6=/pʰiɑ̃6-
明		min2=/miɑ̃2-
命		min6=/miɑ̃6-
镜		tʃɑ̃5
迎		niən2
逆		ni7
影		iən3
饼		pin3=/piɑ̃3-
名		min2=/miɑ̃2-
领		nin3=/niɑ̃3-
岭		niɑ̃3
精		tsin1=/tsiɑ̃1-
井		tsin3=/tsiɑ̃3-
脊		tsɐi7
清		tsʰin1=/tsʰiɑ̃1-
请		tsʰin3=/tsʰiɑ̃3-
情		tsʰin2
晴		tsʰin2=/tsʰiɑ̃2-
静		tsʰin6
姓		sin5
惜		sɐi7
程		tsʰən2
正		tsən5=/tsɑ̃-
只	一~鸡	tsɑ7
尺		tsʰɿ7=/tsʰɑ7-
声		sən1
成		tsʰən2
石		sɿ7=/sɑ7-
颈		tʃən3=/tʃɑ̃3-
轻		tʃʰən1=/tʃʰɑ̃1-
赢		iən2=/iɑ̃2-
壁		pɐi7=/piɑ7-
瓶		pʰin2
钉	铁~	tsin1=/tsiɑ̃1-
滴		tɐi7
听	~见	tsʰiɑ̃
踢		tʰɐi7=/tsʰiɑ7-
停		tsʰin1
定		tsʰin6
笛		tʰɐi7
敌		tʰɐi7
灵		nin2
青		tsʰin1=/tsʰiɑ̃1-
星		ʃin1=/ʃɑ̃1-
醒		ʃin3=/ʃɑ̃3-
锡		sɐi7=/ʃɑ7-
经		tʃən1
形		ʃən2
矿		kʰuɔ̃5=/kɔ̃5-
横	~直	xuən2
轰		xəŋ1
兄		ʃəŋ1
荣		ən2
永		ən3
倾		tʃʰyən1
琼		/
营		iən2
役		y7
篷		pʰəŋ2
蒙		məŋ2
木		məu7
东		təŋ1
懂		təŋ3
冻		təŋ5
通		tʰəŋ1
桶		tʰəŋ3
痛		tʰəŋ5
铜		tʰəŋ2
动		tʰəŋ6
洞		tʰəŋ6
独		tʰəu7
读		tʰəu7
笼		nəŋ2
麓		nəu7
棕		
粽		tsəŋ5
葱		tsʰəŋ1
送		səŋ5
公		kəŋ1
工		kəŋ1
谷		kəŋ7
空	~虚	kʰəŋ1
红		xəŋ2
翁		əŋ1
蕹		/
屋		u7
冬		təŋ1
毒		tʰəu7
农		nəŋ2
脓		nəŋ2
宗		tsəŋ1
松	~紧	səŋ1
风		fəŋ1
福		fu7
冯		fəŋ2
凤		fəŋ6
服		fu7
梦		məŋ6
目		məu7
六		nəu7
肃		ʃø7
中	~间	tsəŋ1
竹		tsəu7
虫		tsʰəŋ2
众		tsəŋ5
粥		tsəu7
铳		tsʰəŋ5
叔		səu7
熟		səu7
绒		zəŋ2
肉		zəu7
弓		kəŋ1
宫		kəŋ1
菊		tʃəu7
穷		tʃʰəŋ2
畜	~牧	ʃəu7
熊		ʃəŋ2
封		fəŋ1
蜂		fəŋ1
缝	裁~	fəŋ2
浓		nəŋ2
龙		nəŋ2
绿		nəu7
足		tsəu7
从	~来	tsʰəŋ2
松	~树	səŋ2
俗		səu7
重	~复	tsʰəŋ2
重	轻~	tsʰəŋ6
钟		tsəŋ1
肿		tsəŋ3
烛		tsəu7
冲		tsʰəŋ1
舂		təŋ1
辱		zəu7
供	~应	kəŋ1
拱		kəŋ3
恐		kʰəŋ3
曲		tʃʰəu7
共		kʰəŋ6
局		tʃy7
玉		y7
胸		ʃəŋ1
凶		ʃəŋ1
容		əŋ2
用		əŋ6
欲		əu7
