cid	character	initial	final	tone	note
1	多	t	uə	41	
2	拖	th	uə	41	
3	大	t	a	52	
4	锣	l	uə	24	
5	左	ts	uə	213	
6	歌	k	ɤ	41	
7	个	k	ɤ	52	
8	可	kh	ɤ	213	
9	鹅	∅	ɤ	24	
10	饿	∅	ɤ	52	
11	河	x	ɤ	24	
12	茄	tɕh	ie	24	
13	破	ph	ɤ	52	
14	婆	ph	ɤ	24	
15	磨	m	ɤ	24	～刀
15	磨	m	ɤ	52	～豆腐
16	磨	m	ɤ	52	
17	躲	t	uə	213	
18	螺	l	uə	24	
19	坐	ts	uə	52	
20	锁	s	uə	213	
21	果	k	uə	213	
22	过	k	uə	52	
23	课	kh	ɤ	52	
24	火	x	uə	213	
25	货	x	uə	52	
26	祸	x	uə	52	
27	靴	ɕ	ye	41	
28	把	p	a	213	
29	爬	ph	a	24	
30	马	m	a	213	
31	骂	m	a	52	
32	茶	tsh	a	24	
33	沙	s	a	41	
34	假	tɕ	ia	213	
35	嫁	tɕ	ia	52	
36	牙	∅	ia	24	
37	虾	ɕ	ia	41	
38	下	ɕ	ia	52	
39	夏	ɕ	ia	52	
40	哑	∅	ia	213	
41	姐	tɕ	ie	213	
42	借	tɕ	ie	52	
43	写	ɕ	ie	213	
44	斜	ɕ	ie	24	
45	谢	ɕ	ie	52	
46	车	tsh	ɤ	41	
47	蛇	s	ɤ	24	
48	射	s	ɤ	52	
49	爷	∅	ie	24	
50	野	∅	ie	213	
51	夜	∅	ie	52	
52	瓜	k	ua	41	
53	瓦	∅	ua	213	
54	花	x	ua	41	
55	化	x	ua	52	
56	华	x	ua	24	
57	谱	ph	u	213	
58	布	p	u	52	
59	铺	ph	u	41	
61	步	p	u	52	
62	赌	t	u	213	
63	土	th	u	213	
64	图	th	u	24	
65	杜	t	u	52	
66	奴	n	u	24	
67	路	l	u	52	
68	租	ts	u	41	
69	做	ts	ou	52	白
69	做	ts	uə	52	文
70	错	tsh	uə	52	
71	箍	k	u	41	
72	古	k	u	213	
73	苦	kh	u	213	
74	裤	kh	u	52	
75	吴	∅	u	24	
76	五	∅	u	213	
77	虎	x	u	213	
78	壶	x	u	24	
79	户	x	u	52	
80	乌	∅	u	41	
81	女	ȵ	y	213	
82	吕	l	y	213	
83	徐	ɕ	y	24	
84	猪	ts	u	41	
85	除	tsh	u	24	
86	初	tsh	u	41	
87	锄	tsh	u	24	
88	所	s	uə	213	
89	书	s	u	41	
90	鼠	s	u	213	
91	如	∅	y	24	
92	举	tɕ	y	213	
93	锯	tɕ	y	52	
94	去	tɕh	y	52	
95	渠	tɕh	y	24	
96	鱼	∅	y	24	
97	许	ɕ	y	213	
98	余	∅	y	24	
99	府	f	u	213	
100	付	f	u	52	
101	父	f	u	52	
102	武	∅	u	213	
103	雾	∅	u	52	
104	取	tɕh	iou	213	白
104	取	tɕh	y	213	文
105	柱	ts	u	52	
106	住	ts	u	52	
107	数	s	u	213	
108	数	s	u	52	
109	主	ts	u	213	
110	输	s	u	41	
111	竖	s	u	52	
112	树	s	u	52	
113	句	tɕ	y	52	
114	区	tɕh	y	41	
115	遇	∅	y	52	
116	雨	∅	y	213	
117	芋	∅	y	52	
118	裕	∅	y	52	
119	胎	th	ai	41	
120	台	th	ai	24	
121	袋	t	ai	52	
122	来	l	ai	24	
123	菜	tsh	ai	52	
124	财	tsh	ai	24	
125	该	k	ai	41	
126	改	k	ai	213	
127	开	kh	ai	41	
128	海	x	ai	213	
129	爱	∅	ai	52	
130	贝	p	ei	52	
131	带	t	ai	52	
132	盖	k	ai	52	
133	害	x	ai	52	～人～己
133	害	x	ai	24	～怕，～臊
134	拜	p	ai	52	
135	排	ph	ai	24	
136	埋	m	ai	24	用土～
136	埋	m	an	24	～怨
137	戒	tɕ	ie	52	
138	摆	p	ai	213	
139	派	ph	ai	52	
140	牌	ph	ai	24	
141	买	m	ai	213	
142	卖	m	ai	52	
143	柴	tsh	ai	24	
144	晒	s	ai	52	
145	街	k	ai	41	白
145	街	tɕ	ie	41	文
146	解	k	ai	213	白
146	解	tɕ	ie	213	文
147	鞋	ɕ	ie	24	
148	蟹	ɕ	ie	52	
149	矮	∅	ai	213	
150	败	p	ai	52	
151	币	p	i	52	
152	制	ts	ɿ	52	
153	世	s	ɿ	52	
154	艺	∅	i	52	
155	米	m	i	213	
156	低	t	i	41	
157	梯	th	i	41	
158	剃	th	i	52	
159	弟	t	i	52	
160	递	t	i	52	
161	泥	m	i	24	白
161	泥	ȵ	i	24	文
162	犁	l	i	24	
