汉字	注释	音标
带		tai5
太		tʰai5
蔡		tsʰoi5
盖		koi5
害		hoi5
拜		pai5
排		pʰai2
埋		mai2
阶		kai1
界		kai5
械		kai5
挨	~着	ŋai1
摆		pai3
派		pʰai5
牌		pʰai2
稗		pʰa5
买		mai3
卖		mai5
奶		lai3
债		tsai5
筛		sai1
晒		sa5
街		kai1
鞋		hai2
蟹		hai3
矮		ŋai3
败		pʰai5
毙		pʰi5
例		li5
祭		tɕi5
世		sɿ5
闭		pi5
批		pʰi1
米		mi3
低		ti1
堤		tʰi2
梯		tʰi1
体		tʰi3
替		tʰi5
题		tʰi2
提		tʰi2=/tʰia2-
弟		tʰi5
第		tʰi5
泥		ȵi2
犁		li2
礼		li3
妻		tɕʰi1
齐		tɕʰi2
西		ɕi1
洗		ɕi3
细		ɕi5
鸡		tɕi1
启		tɕʰi3
杯		pei1
背	~脊	pei5
配		pʰei5
赔		pʰei2
倍		pʰei5
梅		mei2
妹		mei5=/moi5-
堆		tei1
对		tei5
推		tʰei1
腿		tʰei3
退		tʰei5
队		tei5
雷		lei2
催		tsʰei1
罪		tsʰei5
碎		tsʰei5
块		kʰuai5
灰		fei1
悔		fei3
回		fei2
汇		fei5
最		tsei5
外		voi5
会	开~	fei5
会	~不~	fei5
乖		kuai1
怪		kuai5
怀		fai2
坏		fai5
柺		kuai3
挂		kua5
歪		vai1
画		fa5
快		kʰuai5
话		fa5=/va5-
岁		ɕi5
税		ɕyei5
卫		vei5
肺		fei5
桂		kuei5
碑		pei1
披		pʰi1
皮		pʰi2
被	~子	pʰi5
被	~迫	pʰi5
紫		tsɿ3
此		tsʰɿ
知		tsɿ1
池		tsʰɿ2
支		tsɿ1
纸		tsɿ3
是		sɿ5
儿		e2
寄		tɕi5
骑		tɕʰi2
义		ȵɿ5
议		ȵi5
戏		tɕʰi5
椅		i3
移		i2
易	容~	i5
悲		pei1
比		pi3
备		pʰi5
鼻		pʰi7
眉		mei2
霉		mei2
美		mei3
地		tʰi5
梨		li2
利		li5
资		tsɿ1
瓷		tsʰɿ2
自		tsʰɿ5
私		sɿ1
死		sɿ3
四		sɿ2
迟		tsʰɿ2
师		sɿ1
指	动、名	tsɿ3
示		sɿ5
尸		sɿ1
屎		sɿ3
二		e5
器		tɕʰi5
姨		i2
李		li3
里	~面	li3
子		tsɿ3
慈		tsʰɿ2
字		tsʰɿ5
丝		sɿ1
祠		tsʰɿ2
饲		sɿ5
痴		tsʰɿ1
耻		tsʰɿ3
士		sɿ5
柿		sɿ5
事		sɿ5
使		sɿ3
之		tsɿ1
止		tsɿ3
志		tsɿ5
痣		tsɿ5
齿		tsʰɿ3
诗		sɿ1
始		sɿ3
试		sɿ5
时		sɿ2
市		sɿ5
而		e2
耳		e3
基		tɕi1
欺		tɕʰi1
起		tɕʰi3
旗		tɕʰi2
记		tɕi5
疑		ȵi2
喜		ɕi3
医		i1
意		i5
以		i3
机		tɕi1
几	~个	tɕi3
气		tɕʰi5
衣		i1
随		ɕei2
吹		tɕʰyei1=/kʰy1-
规		kuei1
亏		kʰuei1
跪		kʰuei3
毁		fei3
委		vei3
类		lei5
泪		lei5
醉		tɕi5
追		kuei1
锤		kʰy2
帅		sai5
水		ɕy3
龟		kuei1
季		tɕi5
葵		kʰuei2
柜		kʰuei5
位		vei5
飞		fei1
匪		fei3
费		fei5
肥		fei2
尾		vei3
味		vei5
归		kuei1
鬼		kuei3
贵		kuei5
魏		vei5
威		vei1
围		vei2
伟		vei3
胃		vei5
宝		pau3
报		pau5
袍		pʰau2
抱		pʰau5
暴		pʰau5
毛		mau2
帽		mau5
刀		tau1
到		tau5
讨		tʰau3
套		tʰau5
桃		tʰau2
道		tʰau5
稻		tʰau5
脑		lau3
牢		lau2
捞		lau1
老		lau3
糟		tsau1
早		tsau3
造		tsʰau5
操	体~	tsʰau1
草		tsʰau3
曹		tsʰau2
造		tsʰau5
臊		sau1=/lau1-
扫	~地	sau5
嫂		sau3
扫	~帚	sau5
高		kau1
稿		kau3
告		kau5
考		kʰau3
靠		kʰau5
熬		ŋau2
傲		ŋau5
好	~坏	hau3
号	~数	hau5
袄		ŋau3
包		pau1
饱		pau3
豹		pau5
炮		pʰau5
跑		pʰau3
猫		mau1
闹		lau5
罩		tsau5
抄		tsʰau1
炒		tsʰau3
巢		tsʰau2
交		tɕiau1=/kau1-
搅		tɕiau3=/kau3-
搞		kau3
教	~育	tɕiau5=/kau5-
咬		ŋau3
孝		ɕiau5=/hau5-
效		ɕiau5
标		piau1
表		piau3
飘		pʰiau1
瓢		pʰiau2
苗		miau2
秒		miau3
庙		miau5
妙		miau5
椒		tɕiau1
消		ɕiau1
小		ɕiau3
笑		ɕiau5
朝	今~	tei1
超		tʰei1
潮		tʰei2
赵		tʰei5
招		tei1
照		tei5
烧		sei1
少	多~	sei3
绍		sei5
饶		ȵiau2
骄		tɕiau1
桥		tɕʰiau2
轿		tɕʰiau5
腰		iau1
要	需~	iau5
摇		iau2
窑		iau2
舀		iau3
耀		iau5
鸟		tiau3
钓		tiau5
挑		tʰiau1
跳		tʰiau2
条		tʰiau2
调	音~	tʰiau5
尿		ȵiau5
了		liau3
料		liau5
萧		ɕiau1
缴		tɕiau3
叫		tɕiau5
晓		ɕiau3
亩		mei3
母		mu3
兜		tei1
斗	一~	tei3
斗	~争	tei5
偷		tʰei1
透		tʰei5
头		tʰei2
豆		tʰei5
楼		lei2
篓		lei3
漏		lei5
走		tsei3
沟		kei1
阄		kei1
狗		kei3
够		kei5
口		kʰei3
扣		kʰei5
藕		ŋei3
喉		hei2
猴		hei2
后	前~	hei5
厚		hei5
呕		ŋei3
沤		ŋei5
富		fu5
浮		fu2=/pʰau2-
妇		fu5
谋		mei2
矛		mau2=/miau2-
纽		ȵiəu3
流		liəu2
刘		liəu2
留		liəu2
柳		liəu3
酒		tɕiəu3
秋		tɕʰiəu1
就		tɕʰiəu5
修		ɕiəu1
绣		ɕiəu5
袖		tɕʰiəu5
昼		təu5
抽		tʰəu1
绸		tsəu2
绉		tsei5
愁		tsʰei2
搜		sei1
瘦		sei5
周		təu1
州		təu1
帚		təu3
咒		təu5
臭		tʰəu5
收		səu1
手		səu3
守		səu3
仇		tʰəu2
受		səu5
寿		səu5
九		tɕiəu3
久		tɕiəu3
救		tɕiəu5
丘		tɕʰiəu1
球		tɕʰiəu2
舅		tɕʰiəu5
旧		tɕʰiəu5
牛		ȵiəu2
休		ɕiəu1
忧		iəu1
有		iəu3
右		iəu5
油		iəu2
彪		piau1
纠		tɕiəu1
幼		iəu5
答		ta7
搭		ta7
贪		tʰaŋ1
探		tʰaŋ5
踏		tʰa7
潭		tʰaŋ2
南		laŋ2
男		laŋ2
纳		la7
参	~加	tsʰaŋ1
蚕		tsʰaŋ
杂		tsʰa7
感		kõŋ3
鸽		ho7
含		hõŋ2
合		ho7
暗		ŋõŋ5
担	~任	taŋ1
胆		taŋ3
担	挑~	taŋ5
塌		tʰa7
塔		tʰa7
痰		tʰaŋ2
淡		tʰaŋ5
篮		laŋ2
腊		la7
蜡		la7
甘		kõŋ1
柑		kõŋ1
敢		kõŋ3
喊		haŋ3
站	车~	tsaŋ5
赚		tsʰaŋ5
斩		tsaŋ3
插		tsʰa7
杉		sa1
减		kaŋ3
咸		haŋ2
狭		ha7
衫		san1
甲		ka7
衔		haŋ2
舰		kaŋ5
鸭		ŋa7
压		ŋa7
贬		piẽŋ3
粘	~性	ȵiẽŋ2
镰		liẽŋ2
猎		lie7
尖		tɕiẽŋ1
接		tɕie7
签		tɕʰiẽŋ1
占	~领	tẽŋ5
折	~叠	te7
闪		sẽŋ3
染		iẽŋ3
检		tɕiẽŋ3
钳		tɕʰiẽŋ2
验		ȵiẽŋ5
险		ɕiẽŋ3
厌		iẽŋ5
盐		iẽŋ2
檐		iẽŋ2
叶		ie7
剑		tɕiẽŋ5
欠		tɕʰiẽŋ5
严		ȵiẽŋ2
业		ȵie7
点		tiẽŋ3
店		tiẽŋ5
跌		tie7
添		tʰiẽŋ1
贴		tʰie7
甜		tʰiẽŋ2
叠		tʰie7
拈		ȵiẽŋ1
念		ȵiẽŋ5
兼		tɕiẽŋ1
谦		tɕʰiẽŋ1
嫌		ɕiẽŋ2
协		ɕie7
凡		faŋ2
犯		faŋ5
乏		fa7
法		fa7
泛		faŋ5
品		pʰiəŋ3
林		liəŋ2
笠		li7
粒		tʰi7
浸		tɕiəŋ7
集		tɕʰi7
心		ɕiəŋ1
寻		tɕʰiəŋ2
习		ɕi7
沉		tʰəŋ2
参	人~	sẽŋ1
森		sẽŋ1
针		təŋ1
汁		tsɿ7
深		səŋ1
沈		səŋ3
湿		sɿ7
十		sɿ7
任	责~	ləŋ5
入		i7
金		tɕiəŋ1
锦		tɕiəŋ3
禁	~止	tɕiəŋ5
急		tɕi7
级		tɕi7
琴		tɕʰiəŋ2
及		tɕʰi7
吸		tsʰaŋ5
阴		iəŋ1
单		taŋ1
摊		tʰaŋ1
炭		tʰaŋ5
弹	~琴	tʰaŋ2
蛋		tɕʰi7=/tɕi7-
达		tʰa7
难	~易	laŋ2
兰		laŋ2
懒		laŋ3
烂		laŋ5
辣		la7
赞		tsaŋ5
餐		tsʰaŋ1
擦		tsʰa7
残		tsʰaŋ2
伞		saŋ3
散	分~	saŋ5
肝		kõŋ1
杆		kõŋ3
干	~活	kõŋ5
割		ko7
看	~见	kʰõŋ5
岸		ŋõŋ5
汉		hoŋ5
寒		hõŋ2
旱		hõŋ5
汗		hõŋ5
安		ŋõŋ1
案		ŋõŋ5
扮		paŋ5
八		pa7
办		pʰaŋ5
拔		pʰa7
抹		mo7
盏		tsaŋ3
铲		tsʰaŋ3
察		tsʰa7
山		saŋ1
产		tsʰaŋ3
杀		sa7
间	中~	kaŋ1
拣		kaŋ3
眼		ŋaŋ3
闲		haŋ2
限		haŋ5
苋		haŋ5
班		paŋ1
板		paŋ3
蛮	野~	man2
慢		maŋ5
奸		kaŋ1
颜		ŋaŋ2
瞎		ha7
晏	晚也	ŋaŋ5
鞭		piẽŋ1
变		piẽŋ5
偏		pʰiẽŋ1
骗		pʰiẽŋ5
辩		pʰiẽŋ5
别		pʰie7
棉		miẽŋ2
免		miẽŋ3
面	~上	miẽŋ5
灭		mie7
连		liẽŋ2
裂		lie7
煎		tɕiẽŋ1
剪		tɕiẽŋ3
箭		tɕiẽŋ5
迁		tɕʰiẽŋ1
浅		tɕʰiẽŋ3
钱		tɕʰiẽŋ2
贱		tɕʰiẽŋ5
仙		ɕiẽŋ1
癣		ɕiẽŋ3
线		ɕiẽŋ5
薛		ɕie7
展		tẽŋ3
缠		tʰẽŋ2
战		tẽŋ5
折	~断	te7
舌		se7
扇	~子	sẽŋ5
设		se7
善		sẽŋ5
折	~本	se7
然		iẽŋ2
热		ȵie7
件		tɕʰiẽŋ5
杰		tɕʰie7
孽		ȵie7
延		iẽŋ2
演		iẽŋ3
建		tɕiẽŋ5
健		tɕʰiẽŋ5
言		ȵiẽŋ2
掀		ɕiẽŋ1
献		ɕiẽŋ5
歇		ɕie7
边		pieəŋ1
扁		piẽŋ
遍		pʰiẽŋ5
片		pʰiẽŋ5
撇		pʰie7
辫		pʰiẽŋ5
面	~条	miẽŋ5
篾		mie7
颠		tiẽŋ1
天		tʰiẽŋ1
铁		tʰie7
田		tʰiẽŋ2
填		tʰiẽŋ2
电		tʰiẽŋ5
垫		tʰiẽŋ5
年		ȵiẽŋ2
捏		ȵie7
莲		liẽŋ2
炼		liẽŋ5
节		tɕie7
千		tɕʰiẽŋ1
切		tɕie7
前		tɕʰiẽŋ2
先		ɕiẽŋ1
肩		tɕiẽŋ1
见		tɕiẽŋ5
结		tɕie7
牵		tɕʰiẽŋ1
现		ɕiẽŋ5
烟		iẽŋ1
燕		iẽŋ5
搬		põŋ1
半		põŋ5
潘		pʰõŋ1
判		pʰõŋ5
泼		pʰo7
盘		põŋ2
伴		pʰõŋ5
叛		pʰõŋ5
满		mõŋ3
末		mo7
端		tõŋ1
短		tõŋ3
脱		tʰo7
团		tʰõŋ2
断	折~	tʰõŋ5
缎		tʰõŋ5
夺		tʰo7
暖		lõŋ3
乱		lõŋ5
捋		lo7
酸		sõŋ1
算		sõŋ5
官		kõŋ1
管		kõŋ3
灌		kõŋ5
括		kua7
宽		kʰõŋ1
阔		kʰo7
欢		fõŋ1
完		võŋ2=/yẽŋ2-
丸		yẽŋ2
换		fõŋ5=/võŋ5-
活		fo7=/vo7-
碗		võŋ3
顽		vaŋ2
猾		va7
挖		va7
闩		sõŋ1
刷		so7
关		kuaŋ1
惯		kuaŋ5
刮		kua7
还	归~	faŋ2=/vaŋ2-
弯		vaŋ1
全		tɕʰiẽŋ2
绝		tɕʰie7
雪		ɕie7
转	~身	kyẽŋ3
传	~达	kʰyẽŋ2
砖		kyẽŋ1
穿		kʰyẽŋ1
船		kʰyẽŋ2
说	小~	ɕye7
软		ŋyẽŋ3
卷	~起	kyẽŋ3
圈	圆~	kʰyẽŋ1
拳		kʰyẽŋ2
权		kʰyẽŋ2
圆		yẽŋ2
缘		ẽŋ3
反		faŋ3
发		fa7
翻		faŋ1
烦		faŋ2
饭		faŋ5
罚		fa7
万		vaŋ5
袜		ua7
劝		kʰyẽŋ5
元		ŋyẽŋ2
原		ŋyẽŋ2
月		ŋye7
冤		ẽŋ1
远		yẽŋ3
决		kye7
缺		kʰye7
血		ɕye7
县		ɕiẽŋ5
穴		kʰie7
吞		tʰẽŋ1
根		kẽŋ1
痕		hẽŋ2
恨		hẽŋ5
恩		ŋẽŋ1
宾		piəŋ1
笔		pi7
匹		pʰi7
贫		pʰiəŋ2
民		miəŋ2
敏		miəŋ3
密		mi7
蜜		mi7
麟		liəŋ2
栗		li7
进		tɕiəŋ5
亲		tɕʰiəŋ1
七		tɕʰi7
尽		tɕʰiəŋ5
新		ɕiəŋ1
信		ɕiəŋ5
镇		təŋ5
陈		tʰəŋ2
真		təŋ1
质		tsɿ7
神		səŋ2
实		se7=/sɿ7-
身		səŋ1
失		se7
肾		səŋ5
人		ȵin2
忍		ȵiəŋ3
认		ȵiəŋ5
日		ȵi7
巾		tɕiəŋ1
紧		tɕiəŋ3
银		ȵiəŋ2
因		iəŋ1
印		iəŋ5
一		i7
引		iəŋ3
斤		tɕiəŋ1
筋		tɕiəŋ1
勤		tɕʰiəŋ2
近		tɕʰiəŋ5
本		pəŋ3
不		pu7
盆		pʰəŋ2
笨		pəŋ5
门		məŋ2
墩		təŋ1
顿		təŋ5
突		tʰŋu7
嫩		ləŋ5
论		ləŋ5
尊		tsəŋ1
卒		tsei7
村		tsʰəŋ1
寸		tsʰəŋ5
孙		səŋ1
滚		kuəŋ3
骨		ku7
綑		kʰuəŋ3
困		kʰuəŋ5
昏		fəŋ7
忽		fu7
混		vəŋ5
温		vəŋ1
律		li7
遵		tsəŋ1
笋		səŋ3
榫		səŋ3
准		kyəŋ3
春		kʰyəŋ1
出		kʰy7
顺		ɕyəŋ5
纯		ɕyəŋ2
闰		yəŋ5
橘		ky7
菌		kʰyəŋ5
允		yəŋ3
分		fəŋ1
粪		fəŋ5
坟		fəŋ2
佛		fu7
蚊		uəŋ2=/məŋ2-
问		uəŋ5
物		u7
军		kyəŋ1
屈		kʰye7
裙		kʰyəŋ2
熏		ɕyəŋ1
勋		ɕyəŋ1
训		ɕyəŋ5
云		əŋ2
运		yəŋ5
帮		põŋ1
博		po7
薄		pʰo7
忙		moŋ2
莫		mo7
膜		mo7
摸		mo1
党		tõŋ3
汤		tʰõŋ1
托		tʰo7
堂		tʰõŋ2
糖		tʰõŋ2
荡		tʰõŋ5
郎		lõŋ2
狼		lõŋ2
浪		lõŋ5
落		lo7
葬		tsõŋ5
作		tso7
仓		tsʰõŋ1
凿		tsʰo7
桑		sõŋ1
钢		kõŋ1
各		ko7
糠		kʰõŋ1
抗		kʰõŋ5
行	银~	hõŋ2
航		hõŋ2
恶	善~	ŋo7
娘		ȵiõŋ2
凉		liõŋ2
粮		liõŋ2
两	~个	liõŋ3
两	几~	liõŋ3
浆		tɕiõŋ1
蒋		tɕiõŋ3
酱		tɕiõŋ5
雀		tɕʰio7
枪		tɕʰiõŋ1
抢		tɕʰiõŋ3
墙		tɕʰiõŋ2
箱		ɕiõŋ1
想		ɕiõŋ3
削		ɕio7
象		ɕiõŋ5
像	~不~	tɕʰiõŋ5
张		tõŋ1
长	生~	tõŋ3
帐		tõŋ5
着	穿~	to7
着	睡~	tʰo7
长	~短	tʰõŋ2
肠		tʰõŋ2
丈		tʰõŋ5
装		tsõŋ1
壮		tsõŋ5
疮		tsʰõŋ1
床		tsʰõŋ2
霜		sõŋ1
爽		sõŋ3
章		tõŋ1
掌		tõŋ3
昌		tʰõŋ1
厂		tʰõŋ3
唱		tʰɣ̃ŋ5
瓤		lõŋ2
让		lõŋ5=/ȵiõŋ5-
弱		lo7=/ȵio7-
伤		sõŋ1
常		sõŋ2
尝		sõŋ2
上	~山	sõŋ5
上	~面	sõŋ5
姜	生~	tɕiõŋ1
脚		tɕio7
强	~大	tɕʰiõŋ2
香		ɕiõŋ1
乡		ɕiõŋ1
响		ɕiõŋ3
向		ɕiõŋ5
秧		iõŋ1
约		io7
羊		iõŋ2
杨		iõŋ2
痒		iõŋ3
样		iõŋ5
光		kõŋ1
郭		ko7
荒		fõŋ1
谎		fõŋ3
黄		fõŋ2=/võŋ2-
方		fõŋ1
放		fõŋ5
纺		fõŋ5
房		fõŋ2
网		võŋ3
望		võŋ5=/mõŋ5-
筐		kʰõŋ1
狂		hõŋ2
王		võŋ2
绑		põŋ3
剥		po7
桌		tso7
戳		tsʰo7
捉		tso7
窗		tsʰõŋ1
双		sõŋ1
江		tɕiõŋ1=/kõŋ1-
港		kõŋ3
角		ko7
壳		kʰo7
巷		hõŋ5
学		ho7
北		pe7
墨		me7
灯		tẽŋ1
等		tẽŋ3
得		te7
藤		tʰẽŋ2
特		tʰe7
能		lẽŋ2
层		tsʰẽŋ2
贼		tsʰe7
肯		kʰẽŋ3
刻		kʰe7
黑		he7
冰		piəŋ1
逼		pi7
力		li7
熄		ɕi7
直		tsɿ7
色		se7
蒸		təŋ1
证		təŋ5
织		tsɿ7
称	一杆~	tʰəŋ5
绳		səŋ2
食		sɿ7
升		səŋ1
识		sɿ7
极		tɕʰi7
兴	~旺	ɕiəŋ1
兴	高~	ɕiəŋ5
应	~当	iəŋ1
应	~对	iəŋ5=/ŋiəŋ5-
蝇		iəŋ2
国		ko7
百		pe7
伯		pa7
彭		pʰẽŋ2
白		pʰe7=/pʰa7-
猛		məŋ3
孟		məŋ5
撑		tsʰaŋ1
拆		tsʰa7
生		sẽŋ1/saŋ1-
省		sẽŋ3=/saŋ3-
格		kie7
坑		kʰaŋ1
客		kʰie7=/kʰa7-
硬		ŋaŋ5
额		ŋie7
吓		ha7
行	~走	ɕiəŋ2
棚		pʰẽŋ2=/pʰaŋ2-
麦		me7
脉		me7
摘		tsa7
争		tsẽŋ1=/tsaŋ1-
隔		ka7
兵		piəŋ1
柄		piəŋ3
平		pʰiəŋ2=/pʰiaŋ2-
病		pʰiəŋ5=/pʰiaŋ5-
明		miəŋ2=/miaŋ2-
命		miəŋ5=/miaŋ5-
镜		tɕiəŋ5=/tɕiaŋ5-
迎		iəŋ2
逆		ȵi7
影		iəŋ3=/iaŋ3-
饼		piəŋ3=/piaŋ3-
名		miəŋ2=/miaŋ2-
领		liəŋ3=/liaŋ3-
岭		liəŋ3=/liaŋ3-
精		tɕiəŋ1=/tɕiaŋ1-
井		tɕiəŋ3=/tɕiaŋ3-
脊		tɕia7
清		tɕʰiəŋ1=/tɕʰiaŋ1-
请		tɕʰiəŋ3=/tɕʰiaŋ3-
情		tɕʰiəŋ2=/tɕʰiaŋ2-
晴		tɕʰiəŋ2=/tɕʰiaŋ2-
静		tɕʰiəŋ5
姓		ɕiəŋ5=/ɕiaŋ5-
惜		ɕi5
程		tʰəŋ2
正		təŋ5=/taŋ5-
只	一~鸡	ta7
尺		tʰa7
声		səŋ1=/saŋ1-
成		tʰəŋ2
石		sa7
颈		tɕiaŋ3
轻		tɕʰiəŋ1=/tɕʰiaŋ1-
赢		iəŋ2=/iaŋ2-
壁		pi7=/pia7-
瓶		pʰiaŋ2=/pʰiəŋ2-
钉	铁~	tiaŋ1
滴		ti7
听	~见	tʰiəŋ1=/tʰiaŋ1-
踢		tʰi7
停		tʰiəŋ2
定		tʰiəŋ5=/tʰiaŋ5-
笛		tʰi7
敌		tʰi7
灵		liəŋ2
青		tɕʰiəŋ1=/tɕʰiaŋ1-
星		ɕiəŋ1=/ɕiaŋ1-
醒		ɕiəŋ3=/ɕiaŋ3-
锡		ɕi7=/ɕia7-
经		tɕiəŋ1
形		ɕiəŋ2
矿		kʰõŋ5
横	~直	fəŋ2=/vaŋ2-
轰		fəŋ1
兄		ɕyəŋ1=/ɕiaŋ1-
荣		yəŋ2
永		yəŋ3
倾		kʰyəŋ1
琼		kʰyəŋ2
营		yəŋ2
役		y7
篷		pʰəŋ2
蒙		məŋ2=/məŋ1-
木		mu7
东		təŋ1
懂		təŋ3
冻		təŋ5
通		tʰəŋ1
桶		tʰəŋ3
痛		tʰəŋ5
铜		tʰəŋ2
动		tʰəŋ5
洞		tʰəŋ5
独		tʰəu7
读		tʰəu7
笼		ləŋ2
麓		ləu7
棕		tsəŋ1
粽		tsəŋ5
葱		tsʰəŋ1
送		səŋ5
公		kuəŋ1
工		kuəŋ1
谷		ku7
空	~虚	kʰuəŋ1
红		fəŋ2
翁		uəŋ1
蕹		uəŋ5
屋		u7
冬		təŋ1
毒		tʰəu7
农		ləŋ2
脓		ləŋ2
宗		tsəŋ1
松	~紧	səŋ1
风		fəŋ1
福		fu7
冯		fəŋ2
凤		fəŋ5
服		fu7
梦		məŋ5
目		mu7
六		ləu7
肃		səu7
中	~间	təŋ1
竹		təu7
虫		tʰəŋ2
众		təŋ5
粥		təu7
铳		tʰəŋ5
叔		səu7
熟		səu7
绒		iəŋ2
肉		ȵiəu7
弓		kuəŋ1
宫		kuəŋ1
菊		ky7
穷		tɕʰiəŋ2
畜	~牧	ɕiəu7
熊		ɕiəŋ2
封		fəŋ1
蜂		fəŋ1
缝	裁~	fəŋ2
浓		ləŋ2
龙		ləŋ2
绿		ləu7
足		tsəu7
从	~来	tsʰəŋ2
松	~树	tsʰəŋ2
俗		səu7
重	~复	tʰəŋ2
重	轻~	tʰəŋ5
钟		təŋ1
肿		təŋ3
烛		təu7
冲		tʰəŋ1
舂		/
辱		iəu7
供	~应	kuəŋ1=/təŋ1-
拱		kuəŋ3
恐		kʰuəŋ3
曲		tʰəu7
共		kʰuəŋ5
局		ky7
玉		y5
胸		ɕiəŋ1
凶		ɕiəŋ1
容		iəŋ2
用		iəŋ5
欲		iəu7
