#i			
tsʰ	[1]樞-{～密院：樞密院}蛆-□{斜}[5]疵{小～之人：怪人}玼[2]鼠取處此[3]厝-{屋}趣次[7]□{滑動}		
s	[1]師輸思私斯[5]辭-詞嗣{絶～：没有後人}[2]署{～理：主持，執行}使史暑庶{～幾將近：幾乎}璽[3]使恕思絮{～～：絮絮叨叨}四賜肆{～誣話：侮辱性語言}[7]事士似祀序嶼{海～：海島}伺賜		
k	[1]龜居裾{衣服的下擺}𬺞[2]舉矩久-[3]灸{燒灼}句據鋸拒□{品牌}[7]俱{石～：章魚}具距{假蹄，上爪}舊舅		
kʰ	[1]拘驅坵-{一～：一塊田}[5]□{蹲下}[7]臼{窩，穴}懼{～怕}		
ɡ	[5]愚漁牛-[2]語[7]寓禦遇		
h	[1]夫膚烰{木頭、骨頭腐朽}麩{粉末}墟虚[5]扶符[2]府俯腑[3]付賦副赴{～時：準時}咐[7]父附阜負腐-		
∅	[1]迂{～拘：頑强地}[5]輿餘[2]羽宇[3]澳-{水灣}塢{《辭典》寫作：“澳”：船塢}汙□{烙，原文作“⿱的灬”}[7]預豫有-		
#a			
p	[1]巴笆[2]把{～持：精明的}飽-[3]霸豹[7]罷		
pʰ	[1]葩-{歸～：整串葡萄}抛-{～椗：抛錨}[7]泡-{顆粒丸藥}𤿈-{水泡}泡{水泡}		
m	[2]馬		
b	[5]麻-貓{菓子～：進食水果的貓科動物}□-{～面：臉上有麻子的，麻點的}蝥[7]覔{～厝：打聽房子信息}		
t	[3]罩{蓋}		
n	[5]蘿{紅～葡：胡蘿蔔}[2]拿		
l	[5]膋-{魚～：充滿精液的雄魚生殖腺}閙-{講～涼：講笑話}䖻-{～蜈：長腿大蜘蛛}[7]撈{相～}□{攪拌均勻}		
ts	[2]早-[3]詐[7]昨		
tsʰ	[1]叉[5]柴-[2]吵炒		
s	[1]砂{～芢}沙{～門：沙漠}[2]灑{～溜：狡猾}[7]沙{～叫：颯颯響}		
k	[1]膠-{明膠}加家佳茄嘉鉸{剪}袈鮫鵁□{～轆：車阻，滑輪}䑪-{前～槁：前桅最下部的帆桁}[2]假絞㽱-{～痛：抽痛}[3]𤀺{糊稀的}教架{～篙：帆桁}駕□{淡薄的，稀落的}[7]咬-		
kʰ	[1]尻-{～川：肛門}花{～生油：花生油}[2]巧-{更無～：不是很好的}		
h	[5]瑕[3]孝{脱～：脱去喪服}[7]下厦{～島：厦門島}暇{從容閑～：若無其事，不激動}		
∅	[1]阿鴉亞[2]抑-{或者}[3]亞{不～：不服從}		
#ia			
t	[1]爹		
dz	[1]遮[2]惹[7]揖-{作～：拜謁}		
ts	[2]姐-赭{代～石：赤鐵礦}者[3]蔗鷓{～鴣}		
tsʰ	[1]車吵{～鬧：爭吵}奢□{起身}[5]斜		
s	[1]賒[5]蛇{～母：艾菊}邪[2]捨寫[3]射赦瀉卸[7]社射麝謝卸		
k	[1]迦[3]寄-[7]崎-		
kʰ	[5]騎-		
ɡ	[5]蜈鵝		
h	[1]靴[7]瓦蟻		
∅	[1]埃-{飛～：灰塵}[5]椰耶爺[2]野也-[3]厭-{倦怠}[7]夜		
#ua			
p	[3]簸-		
pʰ	[3]破-		
m	[5]麻-		
b	[5]磨-		
t	[3]帶-[7]舵大		
tʰ	[1]拖-[7]汏豸{蟲～：昆蟲}		
l	[7]賴瀬{急流，湍流}		
ts	[5]蛇-[2]帋-[7]誓		
s	[1]沙-鯊痧[2]徙-		
k	[1]瓜歌-[3]掛卦蓋過褂		
kʰ	[1]誇[2]可{小～：少許}		
ɡ	[2]我-[7]外-□{驚喜}		
h	[1]華花-嘩[5]華[3]化[7]畫樺譁		
#ɔ			
p	[1]晡□{腐朽}埔[5]暴-{～辱：侮辱}蒲□{愚弄}[2]餔{乳～：乳房膿腫}補斧-□{蔫了}[3]布播-[7]暴{凶～：蠻横的}部捕步		
pʰ	[1]鋪麱{小麥}[5]扶-菩[2]譜頗浦普[3]舖{總～：船上的厨房}[7]簿-		
b	[5]蟆{蝦～：癩蛤蟆}模謀漠-{陰霾/霧}[2]某牡畆[7]茂{秀～：身姿優美}慕暮{昨～日：昨天}		
t	[1]都[5]屠塗徒途圖[2]堵賭[3]渡鬥妒𪐞{～紙：吸水紙}[7]度鍍豆{～蔻：肉豆蔻}杜渡{傳染}		
tʰ	[5]塗-[2]土{～生者：土生土長的}[3]吐兎		
l	[1]癆-{著～：牲畜患疥癬的}[5]蘆樓{海市蜃～}螺-爐鱸鸕奴[2]魯[7]陋露櫓賂{布～：賄賂}路鷺		
ts	[1]租[2]祖阻詛{咒～：詛咒}[3]奏[7]助		
tsʰ	[1]初粗□{糞，原文作“⿸尸粗”}[3]醋		
s	[1]搜{～家：抄家}酥穌蘇-[2]所[3]數素訴		
k	[1]姑孤菰{發霉}辜鴣枯{～槁：乾枯}䑩{大～：貨運船}[2]苟估姑古股鼓蠱{愛～脹：水腫}□{茶～：水壺}[3]覯{～人怨：惹人厭惡}固故顧僱		
kʰ	[1]篐寇[2]苦口[3]庫褲蔻		
ɡ	[5]蜈-{～蜞：血吸蟲}[7]誤悮		
h	[5]侯弧狐楜-鬍[2]虎[3]□{硞硞～：牙疼得直發抖}[7]厚{～重：穩重的}後户護雨-		
∅	[1]烏窩{～家：窩點}䉩-[5]壺湖鶘[3]惡{可～}[7]芋		
#o			
p	[1]褒{吹嘘}玻[5]婆[2]保寶[3]報鄱[7]暴		
pʰ	[1]波坡[7]部{歸～：整部書}抱-破		
b	[5]無-[2]某[7]磨帽-		
t	[1]刀多都[5]佗逃萄陀駝淘[2]禱島[3]到[7]惰盜道		
tʰ	[1]韜㗖-{狼吞虎嚥，大口大口地吃}[5]桃[2]討[3]妥套		
l	[1]覶{糾纏不休的}[5]蘿牢囉羅鑼騾-□{辛苦}朥𨣃{粘～：稀飯滑口的}𪈰{鷝～：百舌鳥，伯勞鳥}□{液體稠度高}[2]老腦惱瑙胬{～肉攀精：翼狀胬肉}[3]潦□{高，原文作“高”白读，应为训读}[7]澇{花～～：模糊}□{燒～：温暖，微熱，原文作“⿱的灬”}□{囉嗦}		
ts	[1]慒遭[5]槽嘈{～哫：煩擾的}[2]左-棗[3]做-[7]造坐座皂{～莢樹}		
tsʰ	[5]箠-{牛～：趕牲口用的刺棒}[2]楚-草[3]錯-剉譟-{～耳：刺耳}		
s	[1]唆梭搔-[5]趖{慢慢走，拖拉}[2]嫂鎖[3]掃{糞～：垃圾}燥[7]唆-		
k	[1]膏歌羔高篙戈哥槁{前䑪～：前桅最下部的帆桁}糕□-{癩～：麻風病}[2]稿粿古[3]告過		
kʰ	[1]科珂[2]可考洘□{液體稠度高}[3]課靠		
ɡ	[5]鵝遨熬俄峨[7]餓-		
h	[5]何和荷毫豪河瑚-[2]好[7]號禍-賀		
∅	[1]鍋{十～萊：什錦濃湯，雜燴}□{喊聲}窩[5]蠔[2]襖[3]澳奥		
#io			
p	[1]標鏢[2]錶[3]表-		
pʰ	[3]漂票		
b	[5]□{描繪}[7]廟		
t	[3]弔釣-[7]□{害怕得發抖}		
tʰ	[1]挑		
dz	[7]尿-		
ts	[1]椒蕉招[3]照		
tsʰ	[1]超-□{動物性欲强}[3]笑-		
s	[1]燒相[2]小-[3]鞘-		
k	[5]茄橋[3]呌-[7]轎-		
∅	[1]麽腰[5]摇窯		
#e			
p	[1]飛-[5]鈀爬琶賠[2]把靶[3]背褙[7]背-陛倍佩焙{和油一塊兒悶}弊		
pʰ	[1]胚-[5]皮-[3]帕配[7]被-		
b	[5]迷糜-[2]馬尾瑪[7]未妹		
t	[5]茶-[3]滯-帝[7]弟地第埭袋		
tʰ	[1]銻推胎[5]提鵜[2]體[3]退-[7]䖳		
l	[5]麗藜螺璃坭[2]禮[7]隸例勵礪		
ts	[1]劑-渣[5]齊[3]祭濟製債-[7]寨坐-座罪-際		
tsʰ	[1]吹炊-叉妻[5]箠-[2]髓-[3]厠切脆		
s	[1]魦砂紗西[5]垂-[3]誓世勢税賽[7]謚		
k	[1]鷄加家閨{～門：女性住所}[5]枷-[2]假粿[3]解過計繼架髻嫁價[7]下-		
kʰ	[1]稽科-[5]𤷄{～腳：跛行}[2]啟[3]課契		
ɡ	[5]衙牙芽□{大困惑}[7]藝		
h	[1]灰-[5]和回蝦[2]火夥[3]貨歲[7]係會-下夏薈		
∅	[1]碨-[2]啞-□{“喂”或“嘿”的喊聲}[7]下厦禍{災～：災難}裔		
#ue			
p	[1]杯[5]培-陪[3]輩[7]背狽倍佩		
pʰ	[1]批胚[2]□{髖關節}[3]配[7]稗-		
b	[5]梅[2]買-[7]賣-		
t	[5]蹄題[2]貯底[7]苧-遞地-兑		
tʰ	[1]釵[3]替-		
l	[5]犁-[2]餒{小～：害羞的，謙遜的}[3]鑢-[7]内		
ts	[1]□{麵團}[5]齊-[3]作-贅做-[7]罪		
tsʰ	[1]初-{～一}[3]□{擦亮}□{大米做的面皮}𬖴-{思不過～：懊悔的，悔恨的}		
s	[1]衰梳蔬□{填補裂縫}疏-[2]黍洗[3]帥税*歲細-		
k	[1]雞街瓜[5]鮭-[2]解改[3]過獪疥界怪		
kʰ	[1]盔[3]契-快{～便：容易}喫-		
ɡ	[7]外藝		
h	[1]灰花[5]回廻[2]悔[3]廢化-貨[7]會蟹-滙		
∅	[1]挨-[5]鞋-□{回答“喂”}[2]矮-[3]穢-[7]話-衛		
#iu			
b	[7]謬		
t	[1]丢[5]綢稠籌躊[2]肘{蒲～：雲雀}[7]宙		
tʰ	[1]抽[2]醜		
l	[1]□{竊取秘密}[5]留瘤流旒{冕～：鳳冠}榴-□{解開}琉[2]柳扭狃{～攝：杜撰}紐鈕[3]溜□{脱下帽子}□{～皮：擦傷皮膚}溜		
dz	[5]硫-柔揉{～□：拖把}		
ts	[1]州周洲賙{～濟：救濟窮人}睭{目～：眼睛}[2]酒帚[3]咒蛀-[7]就鷲		
tsʰ	[1]秋鞦鬚-[5]愁[7]樹-		
s	[1]收修饈[5]讎囚泅[3]獸袖鞘-秀綉[7]壽受袖		
k	[1]丩□{擲去～來：扔出去後猛拉回來}[5]仇犰求毬[2]久九[3]究救[7]舊		
kʰ	[5]□{縮拳頭}		
ɡ	[5]牛		
h	[5]裘[2]朽		
∅	[1]憂[5]油猶由遊[2]酉誘有友[3]幼[7]柚右又佑		
#ui			
p	[5]肥-[7]吠-		
pʰ	[3]屁		
m	[5]梅		
t	[1]隊追堆[3]對[5]搥[7]墜{墜落，用字见原文}		
tʰ	[1]梯-[5]槌鎚[2]腿[3]替-[7]		
l	[5]雷檑擂[2]累誄{～辭：哀悼詞如唱挽歌}蕊縷-{濫～：破爛，襤褸}[7]類淚-彙		
ts	[1]椎錐□{凸狀的，隆起的}[5]□{～頭：殺頭}[3]醉[7]誰-		
tsʰ	[1]催[2]揣{～摩：調查}[3]翠碎		
s	[1]蓑雖荽-[5]垂隨遂[3]睡[7]瑞遂{偏～：癱痪}穗		
k	[1]龜閨規歸{報償，報應}歸{整個}機晷-窺[5]葵懷[2]幾-鬼[3]劊-桂貴掛[7]跪櫃		
kʰ	[1]開-[2]詭[3]氣-		
ɡ	[5]危[7]僞魏		
h	[1]非妃揮嶶[2]誹匪翡毁[3]費[7]惠慧緯{緯綫}		
∅	[1]衣{胎盤}威□{穿孔}□-{～帶：臍帶}[5]桅遺{補～}爲圍違[2]委偉葦[3]畏慰[7]畫-爲位胃□{爲着}□{偎着}		
#ai			
p	[1]□{餡餅}[5]牌排[2]跛-擺[3]拜[7]敗		
pʰ	[3]派		
m	[2]買-		
b	[5]埋眉楣[2]□{死～：死氣沉沉}[7]□{偷看}		
t	[1]懛{～～：呆的}獃{傖～：俗氣}[5]臺[3]帶戴[7]大舵-代怠玳黸{烏～：逮魚}		
tʰ	[1]苔胎颱[3]太泰態[7]待		
l	[5]來梨-[7]利-內{訓讀“裏”，原文作白讀}裏		
ts	[1]栽災[5]才材-財臍-[3]哉{該～：幸好}再儎[7]在儎		
tsʰ	[1]猜[5]豺裁[2]采綵採-倸[3]萊		
s	[1]獅西私{～腳錢：私房錢}司犀[2]使駛屎[3]使-賽婿		
k	[1]垓{十～：一百萬兆}該[2]解[3]蓋界芥介誡		
kʰ	[1]開[2]楷凱[3]慨概		
ɡ	[7]礙{障礙}		
h	[1]□{駭人的}[5]孩骸諧械[2]海[7]害		
∅	[1]唉埃哀[5]唉[3]隘愛唉-		
#uai			
ts	[7]□{猛扭，扭轉，猛擰}		
k	[1]乖[2]拐[3]獪-{狡～：狡猾}怪[7]乖-□{猛扭，扭轉，猛擰}		
kʰ	[3]快		
h	[5]槐懷[7]壞		
∅	[1]歪[2]□{～的：跛行地}		
#au			
p	[1]胞包苞		
pʰ	[2]跑[3]泡袍炮		
b	[5]鍪[2]卯昴		
t	[1]兜-㨮[5]投骰[2]斗-[3]到鬥[7]荳-		
tʰ	[1]偷-[5]頭-[3]透□{不參雜别物}[7]毒{下毒}		
n	[7]閙		
l	[5]留瘤{風～：皮疹}樓流[2]老荖{～葉子：檳榔}[3]溜-[7]漏老-		
ts	[1]憔-{～心：憂愁}糟-[5]巢剿[2]走-[3]灶奏[7]找-		
tsʰ	[1]抄操-[2]吵草[3]臭湊{～抵巧：碰巧}		
s	[1]捎□{疏鬆的，腐朽的}[3]掃哨嗽		
k	[1]交郊茭鈎溝[5]猴-[2]九狗狡口{啞～：啞巴}[3]到-夠教較校[7]厚-		
kʰ	[1]勾䰗{鬮/輪替}[2]口-[3]扣-叩哭-		
ŋ	[5]□{煨，燉}		
h	[2]吼哮-[3]孝[7]效鱟侯-		
∅	[1]漚甌[5]喉-[2]啞懊拗毆嘔[3]拗[7]後-		
#iau			
p	[2]表婊		
pʰ	[1]標漂飄[5]嫖		
b	[2]藐杳[7]廟-妙		
t	[1]貂雕嘲{放～：威脅}[5]朝調鵰[3]召弔[7]兆調		
tʰ	[1]刁佻挑[5]庣-{～仔：膿瘡}[3]跳[7]柱-		
l	[1]㾭{腳手～：手足無措}[5]僚聊寮[2]了[7]料		
dz	[2]攪[5]饒		
ts	[1]譙[5]憔[2]鳥-㞠{□～：陰莖}[3]照詔		
tsʰ	[1]超[3]笑		
s	[1]梢宵消硝銷霄簫□{下～：差勁的，原文作“⿸厂肖”}[2]小[3]笑{見～：丢臉，原文作“誚”}數-肖{不～：墮落，退化}		
k	[1]嬌驕[2]繳攪[7]□{撬}		
kʰ	[1]蹻-蹺{踏～：踩高蹺}[2]巧-[3]竅		
ŋ	[1]□{覺得癢，使覺得癢}		
ɡ	[5]訝{～疑：疑問}堯{～天舜日：黄金時代}		
h	[1]僥{挪用，虧空}[2]曉		
∅	[1]妖[5]摇遥謡[2]猶-{～未和：未和解}夭[3]要[7]耀		
#m			
h	[5]媒-{～人}		
∅	[2]姆{衣～仔：洗衣工}[5]梅-{樹～：楊梅}		
#im			
t	[5]沉[3]□{顔色暗}		
tʰ	[1]琛□{陰～：陰險狡猾，原文作“琛”}[3]頓-{～首：點頭}□{扔}		
l	[5]臨淋{石～：結石}林㽸{大～：相當大的}[2]凜		
dz	[2]忍[7]任		
ts	[1]斟箴[5]蟳-[2]嬸枕[3]浸-		
tsʰ	[1]深[2]淺-		
s	[1]參{～星：牛郎星}心鱘[2]審[7]甚靜{～～：靜止}		
k	[1]今金[3]禁[7]□{拿在手上}		
kʰ	[1]襟衾{棺廓衣～：棺材和壽衣}欽[5]擒琴禽		
ɡ	[5]吟[2]錦[7]□{拿在手上}		
h	[1]欣[5]熊-		
∅	[1]淹陰音[5]淫[2]飲[3]蔭-		
#am			
t	[1]擔□{用手指試味道}[5]□{濕漉漉}談[2]膽{～礬：硫酸鐵鹽}[3]□{投降，認輸}[7]淡		
tʰ	[5]潭痰[3]探		
l	[5]藍淋-男南楠[2]覽襤-{～爛：懶惰的}攬膦{體弱}[7]濫		
ts	[5]巉-{～巖：堅定的}讒-{破嘴～：挫敗，反對，阻礙}[2]斬[7]鏨站䜛{破～：排斥，阻礙}		
tsʰ	[1]叅[2]慘[3]讖		
s	[1]杉三[2]糝{淡～仔：小吃，零嘴}[3]鬖{暗～路：墮落的生活}糝{～香：噴香水}		
k	[1]甘柑疳{～瘡：下疳}[2]敢感□{帆～}[3]監鑒		
kʰ	[1]堪龕[5]𲇬{鈸}[2]砍㒈{悾～：傻子，白癡/無禮的}[3]勘磡{瀑布}		
ɡ	[5]巖{巉～：堅定的}[7]戇		
h	[1]蚶[5]莟含衘㮀[7]陷		
∅	[1]庵□{鷄～：養雞舍}[5]□{溝～：路旁的溝渠，明溝，下水道}[3]暗[7]頷		
#iam			
t	[1]砧-[5]沉[2]點[3]店玷[7]墊		
tʰ	[1]添[7]沉-諂{～媚之人：奉承者}		
l	[1]拈{岡～：桃金娘科植物}[5]廉粘臁[2]臉斂[3]撚-□{擰轉}[7]撚{夾，捏}念		
dz	[2]染		
ts	[1]尖針[3]占[7]漸		
tsʰ	[1]簽		
s	[1]暹{～羅：新羅}[2]閃陝[3]滲		
k	[5]鹹-[2]減檢[3]劍		
kʰ	[1]謙[3]欠[7]儉		
ɡ	[5]嚴閻[2]儼[7]騐		
h	[5]嫌[2]險[3]喊-		
∅	[1]陰-{半～陽：雌雄同體}閹[5]鹽[2]掩[3]厭[7]燄{熾熱的}艷炎		
#ɔm			
s	[1]參{海～}		
#in			
p	[1]彬賓濱梹-[5]鬢屏貧憑[2]稟		
pʰ	[5]□{輕快地飛}[2]品		
b	[5]民岷{～～：坡緩}眠明[2]憫敏[7]面-		
t	[1]津{～液：分泌物}珍[5]陣塵籐-[3]鎮[7]陣		
l	[5]燐鄰麟憐玲綾[2]恁[3]吝軠□{原文無註釋}[7]吝		
dz	[5]人仁芢[7]認		
ts	[1]津升-{品脱}真珍[5]承-{副～：領頭}繩-榛[2]拯[3]進賑[7]盡		
tsʰ	[1]親[3]濪-{～氷氷：冷冰冰}凊-{冷}□{原文作“⿰冫靘”}		
s	[1]娠身伸申紳新[5]蜃臣辰承-{接住}神蠅[3]汛-迅信訊[7]慎腎剩-汛		
k	[1]今[2]緊謹[3]絹[7]近		
kʰ	[1]輕-[5]擒-[2]淺-		
ɡ	[5]□{看起來很生氣}		
h	[5]眩-		
∅	[1]姻茵[5]寅[2]引允-[3]應-印[7]孕韻-		
#un			
p	[2]本[3]糞[7]㤒		
pʰ	[1]奔□{泔水，沖洗}[5]盆		
b	[5]聞門文紋[2]吻[7]問悶		
t	[1]鈍墩[5]唇[2]屯頓{～鈔號收：噸税收據}[3]頓{安～得宜：安排妥當的}[7]屯沌鈍		
tʰ	[1]吞[5]黗{～～：模糊的顔色}豚-[2]腯-{肥～：肥碩}		
l	[5]倫崙淪輪[2]輪忍[3]潤{～氣：濕氣}[7]論崙潤-閏		
dz	[7]媆-{吝嗇的}		
ts	[1]鱒尊[5]船-[2]撙{～節：適度}準[3]俊[7]陣-□{顫抖}銌{扭曲}		
tsʰ	[1]春鶉伸[5]□{通知}[2]蠢[3]寸□{捏、掐某人/擰乾}		
s	[1]孫[5]純巡旬馴[2]損筍榫[3]舜遜[7]順		
k	[1]斤根跟巾筋君均軍[5]裙羣拳-□{煮爛}[2]頸-滚[3]棍[7]近郡{宅～：胡志明市}		
kʰ	[1]崑[5]芹勤[2]窘墾-捆綑[3]困睏		
ɡ	[5]銀		
h	[1]紛渾薰昏婚勳燻[5]墳痕熊-魂[2]粉-忿{發～：發揮}[3]奮訓[7]份恨混殙{驚至～去：嚇暈了}		
∅	[1]緼{～縐：弄皺}恩温慇冤-□{懶洋洋地躺臥}瘟[2]允蚓-隱穩[3]藴*[7]運韻		
#an			
p	[1]頒班斑[5]瓶-[2]板[7]便-辦辮		
pʰ	[1]攀{胬肉～精：（眼科）翼狀胬肉}		
b	[5]閩蠻[2]挽-[7]曼慢萬辦-		
t	[1]彈丹[2]等-[3]旦[7]但		
tʰ	[1]蟶-[2]袒疸毯-□{鋪～：溜鬚拍馬}[3]炭趁-		
l	[1]蘭[5]零攔蘭鱗難[2]懶[7]難□{燦爛□～胞：陰囊腫大}		
ts	[5]層-[3]棧層贊		
tsʰ	[1]餐[3]襯{鞋～：鞋跟護甲}		
s	[1]山星-删[2]産[3]疝散		
k	[1]矸{瓶}間杆幹橄奸姦艱諫[2]簡揀-[3]間{～計：離間計}幹諫		
kʰ	[1]牽-看[3]看		
ɡ	[2]眼[5]顔[7]雁		
h	[1]番-[5]閒寒[3]漢傼{好～：肥碩}[7]限汗翰旱{～魃：吃雨的靈獸}		
∅	[1]阿-{～公：爺爺}安[2]阿-{～官：父親}[3]案按		
#ian			
p	[1]編-鞭邊[2]蝙匾貶[3]變遍[7]便辯		
pʰ	[1]篇[3]片騙		
b	[5]綿[2]娩敏免勉冕{～旒：鳳冠}[7]面緬		
t	[1]顛癲[5]躔{～度：（物理學）電子軌道}田[2]典碘[7]佃奠{灌～：奠酒，祭奠用的酒}殿{坐～：觀衆}甸電		
tʰ	[1]天[5]填-		
l	[5]蓮憐-連聯鰱年[2]臉{失～：羞恥}輦□{穿孔}[7]練鍊煉		
dz	[5]然		
ts	[1]煎氈{地～：地毯}鸇{～烏：秃鷹}[5]前[2]剪[3]棧薦戰[7]賤		
tsʰ	[1]千遷韆[2]淺		
s	[1]山先珊仙[5]禪{～床：沙發}蟬{～人：蜥蜴}[2]鮮癬[3]搧{打，摑}□{～馬：閹割馬}[7]腎-{～子：睾丸}善疝{水～：陰囊積水}羨-		
k	[1]肩堅[5]凝-[2]繭[3]見建毽[7]健{～乖：古怪的}		
kʰ	[1]牽[5]虔[3]譴□{攪拌均勻}		
ɡ	[5]言[3]䯡-{消瘦}		
h	[1]掀-[5]弦賢玄懸[2]撼-{推翻，使倒塌}[3]獻[7]限-現		
∅	[1]胭煙淵鵪-[5]莞-{～荽子：香菜種子}涎延鉛沿筵緣[2]演蝘[3]宴燕		
#uan			
p	[7]叛		
b	[2]輓滿晚		
t	[1]端[2]短[3]斷[7]傳緞		
tʰ	[5]傳團[3]篆		
l	[5]戀鑾[2]軟[7]亂		
ts	[1]專[5]全[2]轉[7]撰鑽		
tsʰ	[1]川穿[5]□{傳召}[2]喘舛-{懶～：倦怠的，懶洋洋的}[3]篡串		
s	[1]喧宣[2]選[3]蒜-算		
k	[1]關觀冠官鵑捐[5]權[2]管舘[3]貫灌顴		
kʰ	[1]寬欵[5]綣鐶-[3]勸		
ɡ	[5]原源[2]玩[7]願		
h	[1]番繙翻吩-[5]繁凡煩礬翻還[2]反[3]販泛幻唤[7]犯患		
∅	[1]冤彎灣[5]莞丸完灣圓[2]苑遠*碗-[3]怨[7]緩爰		
#ŋ			
p	[2]榜-[7]傍飯		
m	[1]莓濛[5]門-[2]晚-[7]問-		
t	[1]當-[5]長腸唐堂塘[2]轉-[3]頓-[7]撞-蕩斷		
tʰ	[1]湯-[5]糖-[3]褪-[7]□{燙}碭{釉}		
n	[5]榔郎[2]軟-[7]卵二		
ts	[1]莊裝賍粧[5]全-[3]狀鑽[7]狀䰖		
tsʰ	[1]川穿瘡倉村艙[5]床-[3]串-		
s	[1]霜喪桑痠酸栓□{樞軸/門栓}[2]損-[3]蒜算		
k	[1]光矼扛[2]廣礦管[3]鋼貫槓		
kʰ	[1]孔糠-[3]曠勸		
h	[1]方坊荒[5]園-[7]遠-		
∅	[1]央-[5]黄-[2]影-[3]仰-[7]暈-{月～～：月光昏暗}		
#iŋ			
p	[1]氷兵[5]平朋硼[2]反-[3]柄[7]病		
pʰ	[5]評鵬[3]聘		
b	[5]盟名明銘螟{～者：養子}[2]猛[7]命孟		
t	[1]丁釘登燈仃叮[5]澄重-廷亭庭-[2]等頂戥[3]釘訂中-□{被蜂蜇}[7]定靛{水～：靛藍色液體}椗		
tʰ	[5]程騰停[2]挺艇㨩{～性：任性的，頑固的}[3]蹬聽		
l	[5]棱稜凌陵羚鈴鴒靈龍-能寧嚀[2]冷領伶[7]零領苓□{松地}另		
ts	[1]曾睛精增㧿{用拳頭擊打}僧鐘-貞爭[5]情前-松[2]種-整腫[3]正衆-政證症諍[7]淨靜		
tsʰ	[1]蒼青清千[5]棈-{□～：無禮的，唐突的/發育不良}松-[2]請□-{撲撲～：心砰砰直跳}□{使形成羽毛狀}[3]銃-稱□{魚躍}[7]穿-勝		
s	[1]笙身-生牲甥陞先-星[5]丞承成誠-乘[2]省[3]聖姓性[7]盛-{放縱孩子}		
k	[1]供-經庚京驚矜{驕～：驕傲}兢宫肩間耕弓鯨莖[5]窮-[2]揀-儆景境繭-□{褶皺帶}襇-[3]徑竟敬		
kʰ	[1]筐-[2]肯[3]慶		
ɡ	[5]凝[2]研-		
