汉字	注释	音标
袖		ɕiəo5
抽		tsʰəo1
愁		tsʰəo2
周		tsʰəo1
寿		səo5
九		tɕiəo3
休		ɕiəo1
油		iəo2
彪		piɔ1
幼		iəo5
贪		tʰã1
南		nã2
参	~加	tsʰã1
感		kã3
坎		kʰã3
含		xã2
答		ta2
纳		na2
杂		tsa2
喝	~水	xuo1
胆		tã3
谈		tʰã2
蓝		lã2
三		sã1
敢		kã3
喊		xã3
塔		tʰa1
磕		kʰuo5
站		tsã5
斩		tsã3
减		tɕiã3
咸	~味	ɕiã2
插		tsʰa1
夹	~袄	tɕia1
狭	~窄	ɕia2
甲		tɕia2
鸭		ia1
衫		sã1
监	~牢	tɕiã1
衔		ɕiã2
帘		liã2
尖		tɕiã1
闪		sã3
验		iã5
接		tɕie1
涉		sə5
叶		ie1
剑		tɕiã5
腌		iã1
业		ie2
点		tiã3
甜		tʰiã2
念		niã5
歉		tɕʰiã5
嫌		ɕiã2
贴		tʰie2
凡		xuã2
范		xuã5
法		xua2
品		pʰiɪ̃3
林		liɪ̃2
心		ɕiɪ̃1
沉		tsʰə̃2
深		tsʰə̃
针		tsʰə̃1
任	~务	zə̃5
金		tɕiɪ̃1
音		iɪ̃1
集		tɕi2
十		sɿ2
入		zu1
急		tɕi2
丹		tã1
难	困~	nã2
兰	~花	lã2
伞		sã3
肝		kã1
寒		xã2
达		ta2
辣		la1
擦		tsʰa1
渴		kʰuo1
办		pã5
山		sã1
产		tsʰã3
间	中~	tɕiã1
眼		iã3
拔		pa2
杀		sa1
班		pã1
慢		mã5
奸		tɕiã1
雁		iã5
铡		tsa2
瞎		ɕia1
鞭		piã1
棉		miã2
钱		tɕʰiã2
线		ɕiã5
展		tsã3
善		sã5
然		zã3
件		tɕiã5
灭		mie1
薛		ɕye1
哲		tsə2
舌		sə2
热		zə1
杰		tɕie2
建		tɕiã5
言		iã2
歇		ɕie1
扁		piã3
辫		piã5
典		tiã3
年		niã2
先		ɕiã1
肩		tɕiã1
贤		ɕiã2
铁		tʰie1
节		tɕie2
结		tɕie2
盘		pʰã2
满		mã3
短		tuã3
暖		nuã3
酸		suã1
官		kuã1
宽		kʰuã1
碗		uã3
末		mo1
脱		tʰuo1
阔		kʰuo2
活		xuo2
滑		xua2
挖		ua1
闩		suã1
关		kuã1
弯		uã1
刷		sua1
刮		kua1
泉		tɕʰyã2
宣		ɕyã1
传	宣~	tsʰuã2
砖		tsʰuã1
船		tsʰuã2
权		tɕʰyã2
圆		yã2
绝		tɕye2
雪		ɕye1
说		suo1
软		zuã3
反		xuã3
饭		xuã5
原		yã2
远		yã3
发		xua1
袜		ua1
月		ye2
越		ye2
犬		tɕʰyã3
县		ɕiã5
缺		tɕʰye2
血		ɕie1
吞		tʰə̃1
根		kə̃1
恩		ɣə̃1
贫		pʰiɪ̃2
邻		liɪ̃2
进		tɕiɪ̃5
新		ɕiɪ̃1
陈		tsʰə̃2
衬		tsʰə̃5
真		tsʰə̃1
人		zə̃2
紧		tɕiɪ̃3
因		iɪ̃1
笔		pi2
七		tɕʰi2
失		sɿ2
日		zɿ2
一		i2
斤		tɕiɪ̃1
近		tɕiɪ̃5
本		pə̃3
门		mə̃2
屯		tʰə̃2
论	讨~	lə̃5
村		tsʰə̃1
滚		kuə̃3
婚		xuə̃1
不		pu2
骨		ku2
核	~桃	xu2
俊		tɕyɪ̃5
循		ɕyɪ̃2
春		tsʰuə̃1
顺		suə̃5
闰		zuə̃5
均		tɕyɪ̃1
匀		yɪ̃2
律		ly5
出		tsʰu1
橘		tɕy2
分	~开	xuə̃1
坟		xuə̃2
蚊		uə̃2
君		tɕyɪ̃1
训		ɕyɪ̃5
运		yɪ̃5
帮		pɑ̃1
忙		mɑ̃2
唐		tʰɑ̃2
浪		lɑ̃5
桑		sɑ̃1
钢		kɑ̃1
杭		xɑ̃2
薄		po2
落		luo1
索		suo3
各		kə2
恶	~人	uo2
娘		niɑ̃2
良		liɑ̃2
枪		tɕʰiɑ̃2
像		ɕiɑ̃5
张		tsɑ̃1
丈		tsɑ̃5
床		tsʰuɑ̃2
厂		tsʰɑ̃3
瓤		zɑ̃2
强	~壮	tɕʰiɑ̃2
羊		iɑ̃2
嚼		tɕyo2
着	睡不~	tsuo2
弱		zuo2
脚		tɕyo1
药		yo1
光		kuɑ̃1
汪		uɑ̃1
郭		kuo1
方		xuɑ̃1
房		xuɑ̃2
网		uɑ̃3
狂		kʰuɑ̃2
王		uɑ̃2
邦		pɑ̃1
胖		pʰɑ̃5
窗		tsʰuɑ̃1
双		suɑ̃1
讲		tɕiɑ̃3
项		ɕiɑ̃5
剥		po1
桌		tsuo1
捉		tsuo2
确		tɕʰyo2
朋		pʰəŋ2
等		tə̃3
能		nə̃2
增		tsə̃1
肯		kʰə̃3
北		pə2
德		tə2
贼		tsəɪ2
刻		kʰə2
黑		xə1
冰		piɪ̃1
凭		pʰiɪ̃2
菱		liɪ̃2
蒸		tsə̃1
升		sə̃1
兴	高~	ɕiɪ̃5
鹰		iɪ̃1
力		li2
息		ɕi2
直		tsɿ2
色		sə2
织		tsɿ1
极		tɕi2
国		kuo2
或		xuo2
域		y5
彭		pəŋ2
猛		məŋ3
打		ta3
冷		lə̃3
生		sə̃1
坑		kʰə̃1
硬		ɣə̃5
百		pə1
白		pə2
窄		tsə1
客		kʰə2
棚		pʰəŋ2
耕		kə̃1
麦		mə1
摘		tsə2
策		tsʰə2
革		kə2
兵		piɪ̃1
病		piɪ̃5
镜		tɕiɪ̃5
迎		iɪ̃2
碧		pi5
饼		piɪ̃3
领		liɪ̃3
清		tɕʰiɪ̃1
静		tɕiɪ̃5
程		tsʰə̃2
正	~月	tsə̃1
声		sə̃1
轻		tɕʰiɪ̃1
瓶		pʰiɪ̃2
听	~见	tʰiɪ̃1
星		ɕiɪ̃1
灵		liɪ̃2
经		tɕiɪ̃1
壁		pi2
踢		tʰi1
吃		tsʰɿ1
横	~竖	xoŋ5
宏		xoŋ2
获		uo2
兄		ɕioŋ1
荣		ioŋ2
顷		tɕʰiɪ̃3
疫		i2
篷		pʰəŋ2
通		tʰoŋ1
动		toŋ5
葱		tsʰoŋ1
公		koŋ1
红		xoŋ2
翁		uoŋ1
木		mu1
鹿		lu1
哭		kʰu1
屋		u1
冬		toŋ1
松	~紧	soŋ1
毒		tu2
沃		uo2
丰		xoŋ1
凤		xoŋ5
虫		tsʰoŋ2
充		tsʰoŋ1
绒		zoŋ2
弓		koŋ1
雄		ɕioŋ2
福		xu2
六		iəu5
竹		tsu2
熟		su2
肉		zəu5
菊		tɕy2
育		y5
蜂		xoŋ1
浓		noŋ2
龙		loŋ2
松	~树	soŋ1
重	轻~	tsoŋ5
钟		tsoŋ1
恭		koŋ1
共		koŋ5
用		ioŋ5
俗		su2
烛		tsu2
局		tɕy2
浴		y1
