火	果合一上果曉	hɔi31	hue451					
貨	果合一去戈曉	hɔi44	hue31					
禾	果合一平戈匣	hɔ22						
禍	果合一上果匣	ua42	uo24					
靴	果合三平戈曉	hɛ53	he45					
疤	假開二平麻幫	pa33	na45					
把	假開二上馬幫	pa31	——					
霸	假開二去禡幫	pa44	——					
怕	假開二去禡滂							
驚		kia33	kia45					
爬	假開二平麻並	pia22	pe24					
(耙犁～)	假開二去禡並	pia22	pe443					
麻	假開二平麻明	mua22	ɓe24					
馬	假開二上馬明	wia31	ɓe451					
罵	假開二去禡明	mia33	ɓe24					
拿	假開二平麻泥	(niam53（訓）/na22)	pʰe24（訓）					
茶	假開二平麻澄	tia22	te24					
榨	假開二去禡莊	tsa44	kʰe451					
叉	假開二平麻初	tsʰia33	tsʰie45					
(查調～)	假開二平麻崇	tsʰa22	tsʰie24					
沙	假開二平麻生	ɬua33	sua45					
家	假開二平麻見	kia33	ke45					
加	假開二平麻見	kia33	ke45					
(假真～)	假開二上馬見	kia31	ke451					
嫁	假開二去禡見	kia44	ke31					
牙	假開二平麻疑	kia22	ŋe24					
蝦	假開二平麻曉	hia33	he45					
(下方位)	假開二上馬匣	ia42	e443					
(下動詞)	假開二去禡匣							
下			ke443					
啞	假開二上馬影	ia31						
姐	假開三上馬精	tsiɛ53	tsia451					
借	假開三去禡精	tsiau53	tsyo451					
寫	假開三上馬心	ɬia31	sia451					
瀉	假開三去禡心	——	sia31					
邪	假開三平麻邪	tsʰia22	tsʰia24					
斜	假開三平麻邪	tsʰia22	tsʰia24					
謝	假開三去禡邪	tsia33/ɬia42（文）	tsia331					
遮	假開三平麻章	tsa42	ia45（訓）					
蔗	假開三去禡章	tsia44	tsia31					
車	假開三平麻昌	tsʰia33	tsʰia45					
扯	假開三上馬昌	——	ɓan451（訓）					
蛇	假開三平麻船	ʣua22	tsua24					
射	假開三去禡船	ɬia42	tsua443					
賒	假開三平麻書	ɬia33	sia24					
(舍～不得)	假開三上馬書	ɬia31	sia451					
社	假開三上馬禪	ɬia42	sia443					
惹	假開三上馬日	ia31	ia451					
爺	假開三平麻以	koŋ53（訓“公”）	ia24					
野	假開三上馬以	ia31	ia451					
夜	假開三去禡以	(mia22（訓）)	(ɓe24（訓）)					
瞑		mia22	ɓe24					
也	假開三上馬以	jia33	ia24					
瓜	假合二平麻見	kɔi33	kue45					
垮	假合二上以溪	kʰua31	lam31					
瓦	假合二上馬疑	ŋa31	hia443					
花	假合二平麻曉	hɔi33	hue45					
化	假合二去禡曉	hua44	hua31					
華	假開三平麻匣	hua22	hua24					
補	遇合一上姥幫	pɛu31	pou451					
布	遇合一去暮幫	pɛu44	pou31					
菩	遇合一平模並	pɔ22	pʰu24					
鋪	遇合一平模滂	pɛu33	pʰou45					
部	遇合一上姥並	pu42	pou443					
(簿賬～)	遇合一上姥並	pɛu42	pou443					
步	遇合一去暮並	pu42	pou443					
墓	遇合一去暮明	mɛu33	ɓou443					
都	遇合一平模端	tɛu33	tu45					
賭	遇合一上姥端	tu31	tou451					
(肚豬～)	遇合一上姥端	tɛu31	tou443					
土	遇合一上姥透	tʰɛu22（訓“塗”）	tʰou451					
兔	遇合一去暮透	tʰɛu44	tʰu451					
塗	遇合一平模定	tʰɛu22（土）／tʰu22	tʰou24					
圖	遇合一平模定	tʰu22	——					
杜	遇合一上姥定	tu42	tou443					
(肚腸～)	遇合一上姥定	tɛu31	tou443					
度	遇合一去暮定	tɔk2	kue31					
爐	遇合一平模平	lɛu22	lou24					
奴	遇合一平模泥	nɛu22	nou24					
鹵	遇合一上姥來	——	iap5（訓）					
路	遇合一去暮來	lɛu33	lou443					
露	遇合一去暮來	lɛu44	lou443					
租	遇合一平模精	tsɛu33	tsou45					
祖	遇合一上姥精	tsɛu31	tsu451					
做	遇合一去暮清	tsɔ53	tso31					
粗	遇合一平模清	tsʰɛu33	tsʰou45					
醋	遇合一去暮清	tsʰɛu44	tsʰu31					
錯	遇合一去暮清	tsʰɔ44	tsʰo31					
厝	遇開一去暮清	tsʰu44（屋）	tsʰu31（屋）					
蘇	遇合一平模心	ɬu33	sou45					
姑	遇合一平模見	(ku33（文）/kɛu33)	kou45					
箍	遇合一平模見	kʰɛu33	kʰou45					
鼓	遇合一上姥見	ku31	kou451					
枯	遇合一平模溪	ɬem53（訓）	ɓau451（訓）					
苦	遇合一上姥溪	kʰɛu31	kou451					
褲	遇合一去墓溪	kʰɛu44	kʰou31					
吳	遇合一平模疑	kɛu22	ŋou24					
五	遇合一上姥疑	ŋɛu42	ŋou443					
虎	遇合一上姥曉	hɛu31	hou451					
胡	遇合一平模匣	hu22	ou24					
戶	遇合一上姥匣	hɛu42	ou24					
烏	遇開一平模影	ɛu33/u33	ou45					
汝	遇合三上語日	lu31						
女	遇合三上語泥	ni31	ly451					
廬	遇合三平魚來	lɛu22	lou24					
呂	遇合三上語來	li31	ly451					
慮	遇合三去禦來	li42	ly443					
徐	遇合三平魚邪	tsʰu22	ti24					
豬	遇合三平魚知	tu33	ti45					
除	遇合三平魚澄	tsʰu22	ti24					
阻	遇合三去語莊	tsɔ31	tso451					
箸	遇合三去禦澄	tu33	ti443					
初	遇合三平魚初	tsʰɔ33	tsʰei45					
鋤	遇合三平魚崇	——	tsʰo31					
助	遇合三去禦崇	tsɔ42	tso443					
梳	遇合三平魚生	ɬɔi33	sɐi45					
煮	遇合三上語章	tsu31	tsi451					
書	遇合三平魚書	tsu33	tsie451					
鼠	遇合三上語書	tsʰu31	tsʰi451					
薯	遇合三去禦禪	——	sy451					
(車～馬炮)	遇合三平魚見	ku33	ky45					
鋸	遇合三去禦見	ku44	ku31					
去	遇合三去禦溪	kʰu44	kʰi31					
魚	遇合三平魚疑	hu22	hi24					
語	遇合三上語疑	ji31	ny451					
墟	遇合三平魚溪	hu33	hi45					
虛	遇合三平魚曉	hi33	hy45					
許	遇合三上語曉	hi31	kʰi451					
餘	遇合三平魚以	ji22	——					
無	遇合三平虞明	ɓɔ22	ɓo24					
夫	遇合三平虞非	hu33	hou45					
斧	遇合三上虞非	pɛu31	pʰu451					
符	遇合三平虞奉	hu22	hu22					
扶	遇合三平虞奉	hu31	hua443					
輔	遇合三上虞奉	hu42	hu443					
舞	遇合三上虞微	mu31	ɓu451					
霧	遇合三去遇微	ɓɛu22	ɓu443					
娶	遇合三上虞清	tɔ31	lo451					
(須胡～)	遇合三平虞心	tsʰiu33	tsʰiu45					
蛛	遇合三平虞知	——	——					
廚	遇合三平虞澄	tu22	tou22					
柱	遇合三上麌澄	tʰiau42	kʰiau443					
住	遇合三去遇澄	tiu33	he451					
企								
數	遇合三去遇生	ɬiau44	siau31					
朱	遇合三平虞章	tsu33	ti45					
主	遇合三上麌章	tsu31	tsou451					
注	遇合三去遇章	tsu44	tsy31					
輸	遇合三平虞書	ɬu33	su45					
豎	遇合三上麌禪	(tik2（訓“直”）)	toŋ443（訓）					
戍	遇合三去遇書	——	——					
樹	遇合三去遇禪	tsʰiu33	tsʰiu443					
句	遇合三去遇見	ku44	ky31					
區	遇合三平虞溪	kʰi33	kʰy45					
具	遇合三去遇群	ki42	ky443					
雨	遇合三去遇雲	hɛu42	hou443					
芋	遇合三去遇雲	ɛu33	ou443					
戴	蟹開一去代端	ti44	tua31（訓“帶”）					
臺	蟹開一平咍定	tʰai22	to31					
待	蟹開一上海定	tai42	tai443					
代	蟹開一去代定	tai42	te443					
袋	蟹開一去代定	tia33	te443					
來	蟹開一平咍來	lai22	lai24					
災	蟹開一平咍精	tsai33	tsai45					
再	蟹開一去代精	tsai44	tsai31					
在	蟹開一上海從	tsai42	ti443					
鰓	蟹開一平咍心	tsʰi33	soi45					
菜	蟹開一去代清	tsʰai44	tsʰai31					
財	蟹開一平咍從	tsai22	tsai24					
該	蟹開一平咍見	kai33	kai45					
改	蟹開一上海見	kɔi31	kai451					
開	蟹開一平咍溪	kʰui33	kʰui45					
礙	蟹開一去代疑	ai42	ŋai443					
海	蟹開一上海曉	hai31	hai451					
哀	蟹開一平臺影	ai33	ai45					
愛	蟹開一去代影	ai44	kye451					
貝	蟹開一去泰幫	pui44	pye31					
帶	蟹開一去泰端	tua44	tua31					
太	蟹開一去泰透	tʰai44	tʰai31					
蔡	蟹開一去泰清	tsʰua44	tsʰai31					
亥	蟹開一平咍見	hai42	——					
蓋	蟹開一去泰見	kua44	kua31					
害	蟹開一去泰匣	hai42	hai31					
拜	蟹開二去怪幫	pai44	pai31					
排	蟹開二平皆並	pai22	pai24					
埋	蟹開二平皆明	mai22	ɐm45					
階	蟹開二平皆見	kai33	kai45					
界	蟹開二去怪見	kai44	kai31					
械	蟹開二去怪匣	hai22	ai24					
(挨～著)	蟹開二平皆影	pɔk2	na45					
捱		——	ŋai443					
擺	蟹開二上蟹幫	pai31	pai451					
派	蟹開二去怪滂	pʰai44	pʰai31					
牌	蟹開二平佳並	pai22	pai24					
稗	蟹開二去卦並	——	pɐi31					
買	蟹開二上蟹明	ɓɔi31	ɓei451					
賣	蟹開二去卦明	ɓɔi42	ɓei443					
奶	蟹開二上蟹泥	ma31	nai451					
債	蟹開二去卦莊	tsia44	tsai31					
篩	蟹開二平佳生	ɬɔi33	tʰai45					
曬	蟹開二去卦生	pʰak2（訓“曝”）	pʰak2（訓“曝”）					
街	蟹開二平佳見	kɔi33	kɐi45					
鞋	蟹開二平佳匣	ɔi22	ai24					
蟹	蟹開二上蟹匣	hɔi42	he443					
解	蟹開二上蟹匣	ɔi42	ɐi443					
矮	蟹開二上蟹影	ɔi31	ke31					
敗	蟹開二去夬並	pai42	pai443					
斃	蟹開三去祭並	pi42	——					
例	蟹開三去祭來	lɔi33	——					
祭	蟹開三去祭精	tsi44	——					
滯	蟹開三去祭澄	——	——					
制	蟹開三去祭章	tsɔ i44	tsai31					
世	蟹開三去祭書	ɬi44	sai31					
藝	蟹開三去祭疑	kai42	ŋɐi443					
閉	蟹開四去霽幫	pi44	tsua31					
批	蟹開四平齊滂	pʰɔi33	pʰɐi45					
米	蟹開四上齊明	wi31	ɓi451					
低	蟹開四上薺端	tɔi33	ke443（訓“下”）					
堤	蟹開四平齊端	ti33	——					
梯	蟹開四平齊透	tʰui33	tʰui45					
體	蟹開四上薺透	tʰi31	tʰɐi451					
替	蟹開四去霽透	tʰɔi44	tʰɐi443					
題	蟹開四平齊定	tɔi22	tʰɐi24					
提	蟹開四平齊定	tʰi22	tʰɐi22					
弟	蟹開四上薺定	ti53	ti443					
第	蟹開四去霽定	tɔi33	——					
泥	蟹開四平齊泥	tʰɛu22	tʰou24					
犁	蟹開四平齊來	lɔi22	lai24					
禮	蟹開四上薺來	lɔi31	lɐi451					
妻	蟹開四平齊清	mai31	wou451					
齊	蟹開四平齊從	tsɔ i22	tsʰɐi24					
西	蟹開四平齊心	ɬai33	sɐi45					
洗	蟹開四上薺心	ɬɔi31	sɐi451					
細	蟹開四去霽心	ɬɔi44	sɐi31					
(系聯～)	蟹開四去霽匣	hi44	hai31					
雞	蟹開四平齊見	kɔi33	kɐi45					
杯	蟹合一平灰幫	pui53	pye45					
輩	蟹合一去隊幫	pɔi44	pye31					
(背～脊)	蟹合一去隊幫	pɔi44	pye31					
配	蟹合一去隊滂	pʰɔi44	pʰye31					
賠	蟹合一平灰並	pɔi22	pye24					
倍	蟹合一上隊並	pɔi42	pye24					
梅	蟹合一平灰明	wɔi22	——					
妹	蟹合一去隊明	mui53	ɓoi443					
堆	蟹合一平灰端	tui53	tui45					
隊	蟹合一去隊端	tui42	tui443					
推	蟹合一平灰透	tʰui33	tʰui45					
腿	蟹合一上賄透	tʰui31	tui451					
退	蟹合一去隊透	tʰui44	tʰui31					
雷	蟹合一平灰來	lui22	lui24					
催	蟹合一平灰清	tsʰui33	——					
罪	蟹合一上賄從	tsɔ i42	tsui443					
碎	蟹合一去隊心	tsʰui44	sui31					
塊	蟹合一去隊溪	kau22	kʰuoi31					
灰	蟹合一平灰曉	hui33	hye45					
悔	蟹合一上賄曉	hui31	hye443					
回	蟹合一平灰匣	tui31（訓）	tui451（訓）					
匯	蟹合一上賄匣	hui42	——					
最	蟹合一去泰精	tsui44	tsui31					
外	蟹合一去泰疑	hua33	ŋai443					
(會開～)	蟹合一去泰匣	hui42	hye443					
(會～不～)	蟹合一去泰匣	ɔi42（訓“解”）	ɐi443（訓“解”）					
乖	蟹合二平皆見	(ɔ53（訓）)	kuai24					
怪	蟹合二去怪見	kuai44	kuoi31					
懷	蟹合二平皆匣	huai22	——					
壞	蟹合二去怪匣	uai33	wai443					
拐	蟹合二上蟹見	kuai31	kuoi451					
掛	蟹合二去卦見	kua44	kʰau31					
蛙	蟹合二平佳影	kap5	kap5					
畫	蟹合二去卦匣	ɔi42	——					
快	蟹合二去夬溪	kʰuai44	kʰuoi31					
話	蟹合二去夬匣	ɔi33	hye443					
歲	蟹合三去祭心	hɔi44	hye31					
稅	蟹合二去祭書	ɬui44	se31					
衛	蟹合二去祭雲	ui42	ui443					
銳	蟹合三去祭以	jiui42	li443					
肺	蟹合三去廢敷	hui44	hui31					
吠	蟹合三去廢奉	pui33	pui31					
桂	蟹合四去霽見	kui44	kui31					
慧	蟹合四去霽匣	jui42	——					
碑	止開三平支幫	pui33	pi24					
披	止開三平支滂	pʰɔi33	pʰi45					
皮	止開三平支並	pɔi22	pʰye24					
(被～子)	止開三上紙並	pʰɔi42	pʰye443					
(被～迫)	止開三去置並	pi42	——					
紫	止開三上紙精	tsi31	tsi451					
此	止開三上紙清	tsʰi31	——					
知	止開三平支知	tsai33	tsai45					
池	止開三平支澄	tsʰi22	tsʰi24					
支	止開三平支章	tsi33	tsi45					
紙	止開三上紙章	tsua31	tsua451					
是	止開三上紙禪	ɬi42	si443					
兒	止開三平支日	lu22	kia451					
奇	止開三平支群	kʰi22	kʰi24					
寄	止開三去置見	kia44	ki31					
騎	止開三平支群	kʰia22	kʰia24					
宜	止開三平支疑	ji22	——					
蟻	止開三上紙疑	hia42	hia443					
議	止開三去置疑	ji42	ŋi451					
戲	止開三去置曉	hi44	hi31					
犧	止開三平支曉	hi33	hi45					
椅	止開三上紙影	i31	ia451					
移	止開三平支以	ji22	i22					
(易容～)	止開三去置以	ji42	i443					
悲	止開三平脂幫	pui33	pei45					
比	止開三上旨幫	pi31	pi451					
備	止開三去至並	pi42	pei443					
鼻	止開三去至並	pʰi33	pʰi443					
眉	止開三平脂明	mui22	ɓi22					
糜	止開三平支明	——	moi24（粥）					
黴	止開三平脂明	pʰɔk5	ɓye24					
美	止開三上旨明	(liaŋ44 （訓“靚”）)	lieŋ31（訓“靚”）					
地	止開三去至定	ti42	tɐi443					
梨	止開三平脂來	li22	li24					
利	止開三去至來	li42	lai443					
資	止開三平脂精	ɬu33	tsi45					
次	止開三去自清	tsʰi44	tʰoŋ443					
瓷	止開三平脂從	tsʰi22	tsʰi24					
自	止開三去至從	ɬu42	ti31					
私	止開三平脂心	ɬi33	si45					
死	止開三上旨心	ɬi31	si451					
四	止開三去至贈	ɬi31	si31					
遲	止開三平脂澄	ti22	ɓui451					
師	止開三平脂生	ɬi33	su45					
指	止開三上旨章	tsi31	tsi451					
示	止開三去至船	ɬu44	si443					
屍	止開三平脂書	ɬi33	si45					
屎	止開三上旨書	ɬai31	sai451					
二	止開三去至日	ji33	(no443（訓“兩”）)					
器	止開三去至溪	kʰi44	hi31					
伊	止開三平脂影	i33	i45					
姨	止開三平脂以	ji53	i24					
李	止開三上止來	li31	li451					
(裏～面)	止開三上止來	lai42	li451					
子	止開三上止精	(kia31（訓“囝”）)	(kia451（訓“囝”）)					
囝		kia31	kia451					
慈	止開三平之從	tsʰi22	tsʰi22					
字	止開三去志從	tsu33	ji443					
絲	止開三平之心	ɬi33	si45					
磁	止開三平之從	tsʰi22	tsʰi24					
辭	止開三平之邪	tsʰi22	tsʰi24					
祠	止開三平之邪	tsʰi22	tsi24					
飼	止開三去志邪	tsʰi22	tsi24					
癡	止開三平之徹	tsʰi53	ji22					
治	止開三去志從	tsi42	tsi443／tʰai45（殺）					
恥	止開三上止徹	tsʰi31	tsʰi451					
士	止開三上止崇	ɬu42	si443					
柿	止開三上止崇	ɬiap5（訓）	tsʰi24					
事	止開三去志崇	ɬu42	su443					
使	止開三上止生	ɬai31	sai451					
之	止開三平之章	ɬu33	tsi45					
止	止開三上止章	tsi31	tsi451					
志	止開三去志章	tsi44	tsi31					
痣	止開三去志章	ki44	tsi31					
齒	止開三上止昌	tsʰi31	tsʰi451					
詩	止開三平之書	ɬi33	si45					
始	止開三上止書	ɬi31	tsʰi451					
試	止開三去志書	tsi44	si24					
時	止開三平之禪	ɬi22	si22					
市	止開三上止禪	ɬi42	tsʰi443					
而	止開三平之日	lu22	——					
耳	止開三上止日	hi42	hi443					
基	止開三平之見	ki33	ki55					
欺	止開三平之溪	kʰa33	hi45					
起	止開三上止溪	kʰi31	kʰi451					
旗	止開三平之群	ki22	kʰi24					
記	止開三去志見	ki44	ki31					
疑	止開三平之疑	ji22	ji22					
喜	止開三上止曉	hi31	kʰi451					
醫	止開三平之影	i33	i45					
意	止開三去志影	i44	i31					
以	止開三上止以	ji31	i24					
機	止開三平微見	ki33	ki45					
(幾～個)	止開三上尾見	kui31	kui451					
氣	止開三去未溪	kʰi44	kʰui31					
衣	止開三平微影	i33	i45					
隨	止合三平支邪	tsʰui22	tsʰui21					
吹	止合三平支昌	(pun22（訓）)	(pun45（訓）)					
規	止合三平支見	kui33	kʰui45					
虧	止合三平支溪	kʰui33	kʰui45					
跪	止合三上紙群	kui42	kui443					
毀	止合三上紙曉	hui31	ui451					
委	止合三上紙影	ui31	ui451					
類	止合三去至來	lui42	lui451					
淚	止合三去至來	lui42	lui24					
醉	止合三去至精	tsui44	tsui31					
追	止合三平脂知	lui53/tsui453	ik5					
錘	止合三平脂澄	tʰui22	tʰui24					
瑞	止合三去置禪	jiui42	——					
帥	止合三去至生	ɬuk5	sui31					
水	止合三上旨書	tsui31	tsui451					
龜	止合三平脂見	kui33	kui45					
季	止合三去至見	kui44	kui31					
葵	止合三平脂群	kʰui22	kʰui24					
櫃	止合三去至群	kui42	kui443					
位	止合三去至雲	ui33	ui443					
飛	止合三平微非	pɔi33	pye45					
匪	止合三上尾非	hui31	fi451					
費	止合三去未敷	hui44	hui31					
肥	止合三平微奉	pui22	pui24					
尾	止合三止尾微	ɓɔi31	ɓye451					
味	止合三去未微	mi33	ɓi443					
歸	止合三平微見	kui33	tui451					
鬼	止合三上尾見	kui31	kui451					
貴	止合三去未見	kui44	kui31					
魏	止合三去未疑	ŋai22	ŋai443					
威	止合三平疑影	ui33	ui45					
圍	止合三平微雲	ui22	ui24					
偉	止合三上尾雲	ui31	ui451					
胃	止合三去未雲	ui42	ui443					
寶	效開一上皓幫	pɔ31	po451					
報	效開一去號幫	pɔ44	po31					
袍	效開一平豪並	pau22	pʰou24					
抱	效開一上皓並	pʰɔ42	pʰo443					
暴	效開一去號並	pau42	pau31					
毛	效開一平豪明	moŋ22	ɓo24					
帽	效開一去號明	lɔi42（訓“笠”）	ɓo443					
笠		lɔi42						
刀	效開一平豪端	tɔ33	to45					
到	效開一去號端	tau44	kau31					
討	效開一上皓透	tʰɔ31	tʰou451					
套	效開一去號透	tʰɔ44	tʰau31					
桃	效開一平豪定	tʰɔ22	tʰau24					
道	效開一上皓定	tau42	tau443					
稻	效開一上皓定	tiu42	tau443					
腦	效開一上皓泥	nau31	ɗiu451					
牢	效開一平豪來	lau22	lou24					
撈	效開一平豪來	lau33	lau45					
老	效開一上皓來	(lau31（文）/lau42)	lau443					
糟	效開一平豪精	tsau33	tsau45					
早	效開一上皓精	tsa31	tsa451					
灶	效開一去號精	tsau44	tsau31					
(操體～)	效開一平豪清	tsʰau33	tsʰou45					
草	效開一上皓清	tsʰau31	tsʰau451					
曹	效開一平豪從	tsʰau22	tsʰou21					
造	效開一上豪從	tsau42	tsou443					
騷	效開一平豪心	ɬau33	sau45					
(掃～地)	效開一上皓心	ɬau44	sau31					
嫂	效開一上皓心	ɬɔ31	so451					
(掃～帚)	效開一去號心	ɬau44	sau31					
高	效開一平豪見	(kuai22（訓“懸”）)	(kuon22（訓“懸”）)					
懸		(kuai22（白）)	(kuon22（白）)					
稿	效開一上皓見	kɔ31	kau451					
告	效開一去號見	kau44	kou31					
考	效開一上皓溪	kʰau31	kʰo451					
靠	效開一去號溪	kʰau44	kʰau31					
熬	效開一平豪疑	——	ŋai443（訓“捱”）					
傲	效開一去號疑	ŋau42	ŋou24					
(好～壞)	效開一上皓曉	hɔ31	ho451					
(號～數)	效開一去號匣	hɔ33	ho443					
奧	效開一上皓影	ɔ44	au31					
包	效開一平肴幫	pau33	pau45					
飽	效開二上巧幫	pa31	pa451					
豹	效開二去效幫	pau44	pau31					
炮	效開二去效滂	pʰau44	pʰau31					
跑	效開二平肴並	pʰau31	tsau451（訓“走”					
鬧	效開二去效泥	nau42	nau443					
罩	效開二去效知	tsa44	ta31					
抄	效開二平肴初	tsʰau33	tsʰau45					
炒	效開二上巧初	tsʰa31	tsʰa451					
巢	效開二平肴崇	tau44（訓）	siu443（訓）					
交	效開二平肴見	kiau33	kau45					
攪	效開二上巧見	ka31	kieu451					
搞	效開二上巧見	ka31	ka451					
(教～育)	效開二去效見	ka44	ka31					
骹	效開二平肴溪	kʰa33	kʰa45					
咬	效開二上巧疑	ka42	ka31					
孝	效開二去效曉	hiɛu44	hau31					
效	效開二去效匣	hiɛu42	hau31					
標	效開三平宵幫	piɛu33	pyo45					
表	效開三上小幫	piɛu31	pieu451					
飄	效開三平宵滂	pʰiɛu33	pʰyo45					
嫖	效開三平宵並	pʰiɛu22	pʰiau24					
苗	效開三平宵明	wiɛu22	ɓyo22					
秒	效開三上小明	miɛu31	ɓiau451					
廟	效開三去笑明	wiɛu33	ɓyo443					
妙	效開三去笑明	miɛu42	ɓiau451					
椒	效開三平宵精	tsiɛu33	tsyo45					
消	效開三平宵心	ɬiɛu33	siau45					
小	效開三上小心	ɬiɛu31	tsyo451					
笑	效開三去笑心	tsʰiɛu44	tsʰyo31					
(朝今～)	效開三平宵知	tsiɛu33	tsa451					
超	效開三平宵徹	tsʰiɛu33	tsʰieu45					
潮	效開三平宵澄	tsʰiɛu22	tsʰieu24					
趙	效開三上小澄	tsiɛu42	tsieu443					
招	效開三平宵章	tsiɛu33	tsyo45					
照	效開三去笑章	tsiɛu44	tsyo31					
燒	效開三平宵書	ɬiɛu33	hia24（訓“燃”）					
(少多～)	效開三上小書	tsiɛu31	tsyo451					
紹	效開三上小禪	ɬiɛu42	siau443					
饒	效開三平宵日	——	——					
驕	效開三平宵見	kiɛu33	kieu45					
橋	效開三平宵群	kiɛu22	kyo24					
轎	效開三去笑群	kiɛu33	kyo443					
腰	效開三平宵影	iɛu33	yo45					
(要需～)	效開三去笑影	iɛu44	yo451					
搖	效開三平宵以	iɛu22	yo24					
窯	效開三平宵以	iɛu22	ka31					
舀	效開三上小以	——	yo451					
耀	效開三去笑以	iɛu42	iau443					
(鳥陰莖)	效開四上篠端	tsiɛu31	lan443（訓）					
釣	效開四去嘯端	tiɛu44	tiau31					
挑	效開四平蕭透	tʰiɛu33	tʰyo45					
跳	效開四去嘯透	tiɛu22	tʰiau31					
條	效開四平蕭定	tiɛu22	tiau24					
(調音～)	效開四去嘯定	tiɛu42	tiau443					
尿	效開四去嘯來	iɛu33	yo443					
了	效開四上篠來	liɛu31	lieu451					
料	效開四去嘯來	liɛu31	liau443					
簫	效開四平蕭心	ɬiɛu22	siau45					
繳	效開四上篠見	kiɛu31	kieu451					
叫	效開四去嘯見	kiɛu44	hiam31					
曉	效開四上篠曉	hiɛu31	hieu451					
畝	流開一上厚明	mau31	ɓau451					
母	流開一上厚明	mu31	wo451					
兜	流開一平侯端	tau53	tau45					
(鬥一～)	流開一上厚端	tau31	tau31					
(鬥～爭)	流開一去候端	tau44	tau31					
偷	流開一平侯透	tʰau33	tʰau45					
透	流開一去候透	tʰau44	tʰau31					
頭	流開一平侯定	tʰau22	tʰau24					
豆	流開一去候定	tau33	tau443					
樓	流開一平侯來	lau22	lau24					
簍	流開一上厚來	——	——					
漏	流開一去候來	lau44	lau443					
走	流開一上厚精	tsau31	tsau451					
溝	流開一平侯見	kau33	kau45					
狗	流開一上厚見	kau31	kau451					
夠	流開一上候見	kau44	kau31					
口	流開一上厚溪	kʰau31	kʰau451					
扣	流開一去候溪	kʰau53	kʰau31					
藕	流開一上厚疑	ŋau31	ŋau443					
喉	流開一平侯匣	au22	au24					
猴	流開一平侯匣	hau22	au24					
(後前～)	流開一上厚匣	au42	au22					
厚	流開一上厚匣	(hau42（文）/kau42)	kau443					
