tsɿ	1	资姿滋咨恣		
tsɿ	2	直=植=值=殖=		
tsɿ	3	子籽梓紫姊只=旨指止址纸		
tsɿ	5	做制至志痔痣翅致置稚		
tsʰɿ	2	词祠饲池袖磁瓷辞慈迟持时驰脐		
tsʰɿ	3	此齿耻 □[搅拌]		
tsʰɿ	5	次刺伺砌赐		
tsʰɿ	6	字自寺治柿莳		
sɿ	1	思丝私司师狮尸诗斯		
sɿ	3	死始史使屎驶是		
sɿ	5	四肆世逝试		
sɿ	6	事士势豉[豆～]市誓视氏饰		
pi	1	蓖屄[女阴]		
pi	3	比毕笔鄙鳖逼		
pi	5	毙备闭痹婢被[介词]壁=滗[倒水出]		
pʰi	1	批披劈=砒		
pʰi	2	皮啤脾枇		
pʰi	3	痞被		
pʰi	5	屁辟		
pʰi	6	避篦[木制短梳]		
mi	1	咪眯		
mi	2	迷谜眉媚楣弥		
mi	3	米美搣		
mi	5	秘蜜沕[潜水]		
mi	6	密蔑[竹片]		
fi	1	飞非菲妃		
fi	2	肥		
fi	3	匪		
fi	5	废费肺沸		
vi	1	微威危魏		
vi	2	围维唯惟		
vi	3	伟委萎		
vi	5	胃		
vi	6	为位未味卫畏谓		
ti	1	爹=低这		
ti	3	底抵狄迪的=		
ti	5	□[量词，一些]		
tʰi	1	梯剔踢=		
tʰi	2	提=题堤蹄		
tʰi	3	体贴帖铁跌		
tʰi	5	剃替帝		
tʰi	6	第递弟地		
li	2	离犁梨黎篱厘璃漓		
li	3	里李礼理锂鲤		
li	5	栗粒=狸隶鹂		
li	6	力=厉利=痢荔		
tsi	1	荠		
tsi	3	接挤		
tsi	5	际剂济祭□[～～，儿语，男性生殖器]		
tsʰi	1	妻		
tsʰi	2	齐		
tsʰi	3	切		
si	1	西犀		
si	3	洗		
si	5	细		
ȵi	1	尼泥仪人-疑宜谊拟倪		
ȵi	3	你		
ȵi	5	腻		
ȵi	6	义议艺-刈[一～田]		
tʃi	1	鸡机支芝基击箕		
tʃi	3	几纪		
tʃi	5	记季继寄妓计		
tʃʰi	1	欺期溪		
tʃʰi	2	棋旗其奇骑		
tʃʰi	3	起=启企		
tʃʰi	5	气=汽戏=器技弃		
ʃi	1	希稀熙夕		
ʃi	3	起-喜		
ʃi	5	气-系隙戏-		
i	1	衣依医		
i	2	移遗姨		
i	3	已以椅		
i	5	意亿忆毅译易异艺=		
pu	3	补晡[夜～，夜晚]		
pu	5	布怖		
pʰu	1	敷铺		
pʰu	2	菩蒲葡		
pʰu	3	普谱辅扑朴		
pʰu	5	铺[～子]		
pʰu	6	部步□[一～，一堆]		
mu	2	暮穆墓睦		
mu	3	母姆目木愐		
fu	1	夫肤呼忽=		
fu	2	壶浮=湖糊[～涂]胡姓扶符葫弧		
fu	3	虎斧浒苦府腐福复抚		
fu	5	富负附付涪		
fu	6	服傅袱父副幅妇户护互		
vu	1	乌污		
vu	2	吴无梧=糊[～墙]胡[～子]		
vu	3	屋五=舞午=武伍		
vu	5	务雾物=喂		
vu	6	误		
tu	1	督嘟		
tu	3	肚赌堵		
tʰu	1	突秃		
tʰu	2	图涂途徒屠		
tʰu	3	土		
tʰu	5	兔吐杜		
tʰu	6	毒读度渡独		
lu	2	炉庐卢炉驴奴		
lu	3	努怒录鹿鲁禄卤		
lu	5	露鹭		
lu	6	路陆		
tsu	1	租		
tsu	3	祝阻祖组菊烛竹=		
tsu	6	住=		
tsʰu	1	初粗出=		
tsʰu	2	锄		
tsʰu	3	楚畜触础		
tsʰu	5	醋		
tsʰu	6	助促族		
su	1	苏蔬梳疏酥		
su	2	熟=俗赎		
su	3	数[动词]叔=属缩宿速		
su	5	数[名词]塑素漱续		
ku	1	姑估箍孤		
ku	3	古鼓谷骨=股=牯[牛～，公牛]		
ku	5	故雇顾固		
kʰu	1	枯窟		
kʰu	3	哭股-苦[辛～]		
kʰu	5	库裤酷		
kɯ	3	渠[第三人称单数]		
xɯ	5	去		
ȵy	3	女语		
tʃy	1	猪朱珠株蛛居鞠矩车[～马炮]		
tʃy	2	桔		
tʃy	3	主煮举=		
tʃy	5	剧锯句距据巨著蛀注拒炬具		
tʃʰy	1	吹-区趋屈躯		
tʃʰy	2	渠[～道]薯除-锤徐厨局		
tʃʰy	3	举-柱储曲处[～理]		
tʃʰy	5	处[办事～]去=		
tʃʰy	6	住-橱		
ʃy	1	虚墟需=书舒输殊枢		
ʃy	2	徐=		
ʃy	3	水-许暑鼠		
ʃy	5	竖婿绪旭		
ʃy	6	树序		
y	1	淤		
y	2	于鱼=余如愚娱		
y	3	雨羽宇禹		
y	5	浴		
y	7	遇喻寓愉裕欲玉预誉芋狱		
pa	3	摆		
pa	5	拜		
pʰa	2	牌排		
pʰa	3	捭		
pʰa	5	派		
pʰa	6	败稗		
ma	2	埋		
ma	3	买		
ma	5	卖		
ta	3	打歹		
ta	5	带戴		
ta	6	□[动词兼介词，给]		
tʰa	2	台抬胎苔		
tʰa	5	太泰钛态		
tʰa	6	大代贷待袋=		
la	2	来-莱落[～东西]		
la	3	哪奶		
la	5	热-		
la	6	辣=耐奈赖那=		
tsa	1	斋灾		
tsa	3	宰		
tsa	5	债在=再载=		
tsʰa	1	钗差[出～]		
tsʰa	2	才财豺材裁柴		
tsʰa	3	踩采彩		
tsʰa	5	菜=蔡		
tsʰa	6	寨猜		
sa	1	筛		
sa	5	晒赛		
ka	1	该街结[～绳]		
ka	3	解改		
ka	5	概介-疥钙界-届戒-械-截盖=		
kʰa	1	开揩		
kʰa	3	凯楷		
kʰa	5	慨		
xa	2	还鞋-孩		
xa	3	海		
xa	6	亥害怀		
ŋa	1	挨哀阿		
ŋa	2	癌呆		
ŋa	3	矮		
ŋa	5	爱碍=		
kua	3	拐□[女阴]		
kua	5	怪		
kʰua	3	垮跨		
kʰua	5	快块筷会[～计]		
xua	2	淮槐		
xua	6	坏		
ŋua	3	我[第一人称复数，我们的]		
ua	1	挖		
ua	3	歪		
ua	6	外=		
po	1	波玻播菠		
po	3	百-剥钵博驳薄[～荷]		
po	5	簸[～箕]		
pʰo	1	坡		
pʰo	2	婆		
pʰo	3	泼		
pʰo	5	剖破薄[形容词]		
pʰo	6	白-卜		
mo	1	摸		
mo	2	磨[动词]魔膜模摩馍		
mo	6	麦-末墨=沫漠陌慕磨		
to	1	多		
to	3	夺朵躲		
to	5	剁啄		
tʰo	1	托拖脱=		
tʰo	2	驼驮鸵坨		
tʰo	3	妥椭		
tʰo	6	拓		
lo	1	蘸		
lo	2	罗萝锣箩骡		
lo	3	摞卵[～石]		
lo	5	啰		
lo	6	乐落烙络糯		
tso	2	昨=		
tso	3	桌卓捉作左		
tso	5	座		
tsʰo	1	搓		
tsʰo	2	巢		
tsʰo	3	坐挫		
tsʰo	5	错		
tsʰo	6	铿凿浊戳		
so	1	蓑嗦说=		
so	3	锁所索		
so	5	□[紧贴地面滑行]		
ȶo	1	周州洲粥舟		
ȶo	3	守-久九角觉[～得]韭脚斫砍		
ȶo	5	救究		
ȶʰo	1	轴抽		
ȶʰo	2	球求愁仇绸酬		
ȶʰo	3	丑舅确		
ȶʰo	5	臭		
ȶʰo	6	就旧着		
ȵo	2	牛		
ȵo	3	肉		
ȵo	6	弱		
ʃo	1	收		
ʃo	2	学		
