#ɑ							
	阴	阳	上	去	入		
p	巴芭疤琶		把	霸懦壩爸八			
pʰ		爬筏		怕帕			
m	蟆	麻痂	馬碼	罵			
f				法乏发伐筏罰			
t				大达答			
tʰ	他						
n	他{白}	拿		纳			
ts/tʂ	渣			詐榨炸乍扎紮杂闸			
tsʰ/tʂʰ	叉差岔	茶搽查		詫岔插察擦			
s/ʂ	紗沙薩		洒厦傻	杀			
(X)	下{下∽儿}			嚇下{白，一∽}			
k			朒{俗字，肉}				
#iɑ							
	阴	阳	(上)	去	入		
tɕ	家加嘉傢佳嗟		假賈	架駕嫁稼价甲夾			
tɕʰ							
ɕ	蝦	霞瑕遐斜		下夏暇峡辖			
Ø	丫鸦桠	牙芽衙涯	雅啞	亞訝迓鸭押			
#uɑ							
	(阴)	(阳)	(上)	(去)	(入)		
ts/tʂ	(抓)		爪{~手子}				
tsʰ/tʂʰ							
s/ʂ			(耍)				
(k)	(瓜)		(寡)	(掛卦)			
kʰ	(誇)		(垮)	(跨)			
x	(花)	华		化画話划{规~}			
Ø	蛙窪	(娃)	(瓦)				
#ɤ̜							
	阴	阳	上	去	入		
k	歌哥戈				个割葛各閣胳角		
kʰ	轲科棵		可	課{上~}	課瞌渴殻{～头}		
ŋ			我		恶{作~}鄂鳄		
x		和禾			贺盍喝曷紇{回~}鹤霍藿		
#o							
	阴	阳	上	去	入		
p	波玻		跛簸	播	播钵撥鲅脖博薄缚剥駁		
pʰ	坡		颇剖		破潑勃渤		
m	摩	魔磨			磨{~面}末沫抹没莫膜幕寞摸		
t	多		朵		舵駄{∽子}惰堕夺鐸度踱		
tʰ	拖	駝陀馱	妥	唾	脱托託		
n	囉{~唆}	挪罗罐籮骡螺腡	裸		落烙駱酪洛貉乐		
ts/tʂ	·		左		坐銼座作昨着{~衣}酌桌卓琢啄濁捉		
tsʰ/tʂʰ	搓矬				錯措撮凿着{睡~}濁灌戳		
s/ʂ	娑梭蓑唆		所鎖鎖		率蟀索勺芍縮		
z/ʐ					諾若弱		
k	鍋		果裹	个	过郭		
kʰ					廓		
ŋ	□{~在水头}		我				
x		何河荷和{~平}禾	火	货{百~}禍	禍货或惑获		
Ø	窠倭窩	蛾鹅俄訛			饿臥斡握		
#e							
	(阴)	(阳)	(上)	(去)	(入)		
(t)				德{道~}			
ts/tʂ	(遮)		(者)				
tsʰ/tʂʰ	(車)			(扯)			
s/ʂ	(奢賒)	(蛇)	(捨)	(社射舍舌塞)			
z/ʐ			(惹)				
#ie							
	阴	阳	上	去	入		
p					别		
pʰ					撇		
m					灭		
t	爹				帖牒蝶諜迭
跌		
tʰ					貼鉄		
n					聶镊{～子}獗业列烈裂孽捏		
tɕ	皆		姐解	介界芥疥届戒	借藉接妾傑孑揭竭节截{半~}結洁籍		
tɕʰ			且		捷切劫怯截		
ɕ	些	邪斜孩諧	寫	懈	卸謝薛胁襲泄歇蠍竭血穴		
Ø	耶椰	爷	也野冶	夜	夜靨{洒∽}叶噎		
#ye							
	阴	阳	上	去	入		
tɕ					絕		
ɕ					雪削屑薛		
#ɿ							
	阴	阳	上	去	入		
ts	姿滋蜘知支枝肢資咨脂兹之芝		紫姊子紙只旨指辎梓止趾址滓	刺{铁藜~}	字織治自滞制裂智翅稚隻炙蛰{惊~}炙至痔置志詰痣执汁質职殖植直值擲		
tsʰ	癡嗤	迟雌瓷糍慈磁辞詞祠池驰持	此疵侈恥齿	刺{~激}	尺刺賜次秩饬赤斥		
s	思师施斯撕私司森厮氏是獅尸屍	匙	死矢屎使史駛始豕	四肆	湿似寺飼世势誓逝嗜豉四肆示視士仕峙柿俟市恃伺嗣飼事十拾什实失室食式飾適釋石		
z					日		
#i							
	阴	阳	上	去	入		
p			比	蔽敝幣斃	蔽敝弊整斃閉篦被避泌笔毕必逼碧璧壁庇备鼻俾		
pʰ		皮脾疲琵痺	鄙		譬屁撇匹{一~布}僻闢霹劈避		
m		迷謎糜弥眉篾	米		密蜜凳		
t	低		底抵		弟帝第递隶地的滴嫡笛敌狄		
tʰ	梯	堤题提	体	剃涕替	替涕剃踢剔
惕		
n	的{白}	泥犁黎倪离籬璃丽{高~}宜仪誼尼梨釐疑	礼你李里理鲤裹拟狸		例厉励艺囈 例荔义議腻利痢吏毅立粒栗力逆溺历		
tɕ	鷄稽羈企飢肌基姬紀几{~乎}机譏饑		挤几己起{白，买∽}	技妓祭际济	去祭际称薺济計繼繫{~鞋带}紀{年~}技妓寄記忌既季輯及汲吸給繼級急結疾吉即鲫稷极戟积跡脊積寂击激		
tɕʰ	妻凄欺	茄齐臍奇骑岐祁其棋旗祈耆	启起岂		砌契器棄期气汽七漆乞迄戚		
ɕ	西牺棲犀攜嘻禧嬉熙希稀绥兮		洗喜徙		細婿系係繋{速~}戲习悉膝息熄媳隙昔惜席夕錫析襲泣		
Ø	伊医衣依	仪移夷姨贻怡	椅蟻矣以已也里{白，∽头}		縊医义冀懿肄意乙一逸忆亿抑益亦陴易		
#u							
	阴	阳	上	去	入		
p			补		部簿布怖步捕不		
pʰ	鋪	蒲菩脯	譜普浦輔		鋪訃勃璞幞朴僕瀑曝渤		
m		模	母拇牡		墓暮慕募没木沐目穆牧		
t	都		堵睹肚		杜肚妬度渡独毒督瞭		
tʰ		徒屠途塗图	吐土		兔突禿		
n		奴盧爐廬	努鲁橹滷虜		怒路赂露律鹿禄六陸戮綠录		
ts/tʂ	租猪諸珠蛛株誅朱硃		祖組阻煮主带帚{扫~}		做箸著助柱註住注綴卒竹筑逐軸祝粥足促燭嘱触鑄		
tsʰ/tʂʰ	粗初芻	除储鋤厨	楚处褚		猝出族畜牲		
s/ʂ	苏酥梳疏蔬書舒樞翰殊		暑鼠黍墅署薯数	叔	素訴塑嗉疏 {~注}庶恕竖籁数戍輸树漱速肃宿夙叔淑熟粟俗束蜀屬		
z/ʐ		如儒	汝乳	辱	褥入肉辱		
k	姑辜孤		古估賈股鼓		故固顧雇骨
毂谷		
kʰ	枯箍		苦		庫裤窟哭酷		
x	呼	胡湖狐壺瓠鬍	虎群		户泥互护瓠忽核{桃~}		
Ø			五				
#uᶹ							
	阴	阳	上	去	入		
f	夫虜敷俘	符扶浮{~起來}	府腑俯甫斧釜腐		屏父付赋傅 赴附沸妇弗佛拂負富復福幅蝠複腹覆服伏		
v	烏汙塢	吴梧吾无巫誣	伍五午武舞侮鹉	(
)誤	誤悟务霧戊物勿屋		
#y							
	阴	阳	上	去	入		
n		驢	女呂旅屡履		虑滤		
tɕ	居車拘驹俱		举矩		巨拒矩据鋸聚娶句具惧橘剧菊局		
tɕʰ	蛆趋区軀	瘸渠瞿	取		去趣橛{~子}屈倔掘橛曲		
ɕ	靴墟虚嘘须需鬚虽	徐	許髓璽		序緒叙絮遂隧穗畜蓄旭		
Ø	淤迂	鱼漁余於餘愚娱虞于盂檢邂渝愈{~来~好}	語与雨宇禹羽		御禦与{参~}誉预豫寓芋愈吁{呼~}遇喻裕慰鬱{忧∽}役疫育玉欲慾浴郁		
#ɚ							
	(阴)	(阳)	(上)	(去)	(入)		
Ø		(兒而)	(尔耳)	(二贰)			
#æe							
	阴	阳	上	去	入		
p			摆	拜稗敗			
pʰ		排牌		派			
m		埋	买	卖迈			
t	呆			待怠殆戴貸
代袋带			
tʰ	胎苔{舌~}	台抬臺		态太泰			
n		來	乃奶	耐奈賴痢			
ts/tʂ	災栽斋		宰載{年∽}	再載{∽重}債寨			
tsʰ/tʂʰ	猜釵差{出~}	才財裁纔豺柴	彩採睬	菜蔡			
s/ʂ	腮篩			賽晒			
k	該階街		改解{~索索}	盖丏			
kʰ	开		凯楷愷	概慨溉			
ŋ	埃唉挨{∽着坐}	挨{∽打}崖	靄藹矮	碍爱艾隘			
x		孩鞋	海	亥害駭蟹			
#iæe							
	阴	阳	上	去	入		
tɕ			解{最老派}	介{最老派}界{最老派}芥{最老派}尬{最老派}疥{最老派}届{最老派}戒{最老派}械{最老派}			
ɕ		諧{最老派}		懈{最老派}			
#uæe							
	(阴)	(阳)	(上)	(去)	(入)		
ts/tʂ							
tsʰ/tʂʰ			(揣)				
s/ʂ	(摔)			(帅)			
k	(乖)		(拐)	(怪)			
kʰ			(傀块)	(劊会快)			
x		(怀槐淮)		(坏)			
Ø	(歪)			(外)			
#ɘɪ							
	阴	阳	上	去	入		
p	杯碑卑悲丕			貝陛倍佩婢臂秘			
pʰ	批胚坯披	培陪赔裴		沛配轡譬			
m		梅枚玫煤媒眉楣黴	每美靡	妹昧媚寐			
f	非飞妃菲	肥	匪	废肺吠疿費			
tsʰ	车{县内一派}		扯				
s		蛇{县内一派}		谢{县内一派}			
#uɘɪ							
	阴	阳	上	去	入		
t	堆			兌对队			
