#ɑ							
tʰ	推	颓	腿	退			
n		雷	儡累壘	内累{极困}类			
ts/tʂ	追錐		嘴	罪最赘醉墜			
tsʰ/tʂʰ	催摧崔吹炊	垂槌錘		碎脆翠瘁粹			
s/ʂ		随誰	水	絮碎{~米子}岁税睡瑞			
z/ʐ				銳			
k	圭闺規龜归		詭軌鬼	瑰桂跪櫃貴癸			
kʰ	盔魁亏窥	奎逵葵		潰愧			
(X)	诙恢灰揮輝
(
)徽	回	悔毁	汇賄晦会繪慧穢惠慧穗諱彙			
Ø	煨巍威	桅危为{作~}伪帷惟唯微薇違圍	委偉偉緯尾	卫诿为位魏畏胃謂蝟味未			
#aɞ							
	阴	阳	上	去	入		
p	褒抱包胞雹		保堡宝饱	抱报暴豹爆鉋曝瀑鲍			
pʰ	抛	袍	跑	炮泡{水~}			
m	猫	毛茅	卯	冒帽貌			
t	刀叨		禱島倒	道稻到倒{~水}盗			
tʰ	滔掏	桃逃陶萄濤淘	討	套导			
n		劳牢唠捞	腦惱老	闹			
ts/tʂ	遭糟朝昭招		早棗蚤澡找沼	皂灶罩趙兆召照詔			
tsʰ/tʂʰ	操超	曹朝潮	草吵炒	造躁			
s/ʂ	骚臊稍燒	韶	扫嫂少晌{∽午}	扫{~帚}潲{猪∽}肇紹少邵			
z/ʐ		饒	撓繞擾				
k	高膏羔糕		稿搞	告窖覺{睡~}酵{豆~水}			
kʰ			考烤	靠犒			
ŋ		熬	懊襖咬	懊{~悔}傲奥			
x	蒿薅	毫豪号{呼~}	好	浩好号			
#iaɞ							
	阴	阳	上	去	入		
p	标彪		表裱				
pʰ	瓢漂	瓢		票漂{~亮}			
m		猫苗描	秒渺藐杳	庙妙			
t	刁貂雕			釣弔掉調			
tʰ		条調		跳			
n		燎療聊辽撩寥廖瞭	鳥了	尿料			
tɕ	焦椒澆		絞狡鉸攪剿矯缴	教校較嬌轎叫嚼			
tɕʰ	锹悄敲{推~}	樵乔桥蕎	巧	悄{∽皮}窍			
ɕ	消宵霄硝銷嚣蕭箫		小曉	效孝笑鞘啸			
Ø	妖邀腰要夭么	謠遥摇罂姚堯	舀{∽水}	要耀跃			
#əu							
	阴	阳	上	去	入		
t	兜		斗陡	鬥豆逗荳			
tʰ	偷	头投	抖	透			
n	摟	楼	縷篓	漏陋			
ts/tʂ	鄒周洲州舟		走肘帚	奏紂晝宙咒			
tsʰ/tʂʰ	抽	綢稠筹愁酬仇雠	丑醜	凑骤臭			
s/ʂ	搜收颼餿{饭～了}蒐		叟手首守	嗽受兽寿授售			
z/ʐ		柔揉		肉			
k	勾钩溝		狗苟	垢夠構購媾			
kʰ	摳		口	扣寇蔻			
ŋ	歐驅殿		藕偶嘔{~吐}	慪{~气}			
(X)		侯喉猴	吼	后後厚候			
#iəu							
	阴	阳	上	去	入		
m				謬			
t	丢						
n	溜	流刘留榴硫琉牛	扭紐柳				
tɕ	揫{一把~住}鳩		酒九韭久	舅白咎就救究旧柩			
tɕʰ	秋丘	求球					
ɕ	修羞休		朽	囚秀繡锈宿{星~}袖嗅			
Ø	忧优悠幽	尤邮由遊游	有友酉誘	又右宥祐柚釉幼			
#ã							
	阴	阳	上	去	入		
p	班斑頒般搬		板版	办扮半伴拌			
pʰ	攀潘	盤		盼判			
m		蛮瞒	满	慢幔謾			
f	翻番	凡帆煩繁矾	反	饭范犯販			
t	担{~任}丹单{~独}		胆	担{挑~}旦但彈{子~}蛋			
tʰ	坍{~下来}灘摊探貪	谭痰檀彈{~琴}	毯坦{∽白}	談炭歡			
n		男难{∽易}篮蘭攔欄	覽攬懒	难{患~}滥爛			
ts/tʂ	沾粘{∽貼}黏氈		盏斬展	暂赞站蘸{~墨}水佔棧战溅			
tsʰ/tʂʰ	攙参{~加}餐	蚕殘纔饞纏	产惨				
s/ʂ	三山衫搧	禪{~宗}嬋蟾	散{鞋帮~了}傘陕{~西}	散{~会}扇善禅{∽讓}			
z/ʐ		然燃	染				
k	干柑泔{～水} 乾{~湿}肝竿		感敢稈{高粱~}杆赶	干{∽部}			
kʰ	堪刊			看			
ŋ	安淹			按案岸暗雁晏{来~了}			
(X)	苋{∽菜}	含街函韓咸鹹	喊罕	旱汉汗陷			
#iẽ							
	阴	阳	上	去	(入)		
p	鞭编边		貶扁匾	变辨辯便{方~}辫			
pʰ	篇偏	便{∽易}		片遍			
m		绵棉眠	免勉	面			
t	顛		点典	店电殿佃			
tʰ	天添	甜田填	舔				
n	拈{∽起来}研{∽究}	蓮年严連廉鐮帘联憐閻	碾輦攆脸	念恋验敛棘錬煉砚釅			
tɕ	間尖煎监{~牢}兼艰姦奸肩坚		减檢剪碱儉
簡柬澗揀茧
解	賤劍見渐箭荐間{∽断}件建健键介界芥戒械			
tɕʰ	牵歼笺籤签千迁謙	錢前鉗乾{∽坤}虔	淺	欠			
ɕ	先鮮	嫌賢閒閑	险显	線限陷宪献現县			
Ø	煙醃	延言鹽簷顔研{井~縣}	眼演	厌燕嚥宴{∽会}			
#uã							
	阴	阳	上	去	入		
t	端		短	断鍛{∽練}段緞			
tʰ		团					
(n)			暖卵	乱			
ts/tʂ	鑽專磚		轉{~运}	赚轉{~园圈}篆傅{~記}			
tsʰ/tʂʰ	川穿釧	船傳{~达}椽	鏟	串			
s/ʂ	酸拴删			算蒜閂涮{~洗}			
z/ʐ			軟				
k	官关观{参~}冠{衣~}鳏		管館	貫灌罐观{寺~}冠{∽軍}慣			
kʰ	寬		款				
(X)	欢	还{~原}环	緩	換喚焕患宦			
Ø	剜豌{∽豆}弯灣	完丸玩顽	碗晚挽	玩{~友}万院			
#yẽ							
	阴	阳	上	去 ，	(入)		
tɕ	捐		眷卷	絹圈{猪~}倦			
tɕʰ	圈{园∽}踡{~腿了}	全拳泉颧	犬	劝			
ɕ	宣鲜掀	旋玄悬	选癣	楦			
Ø	冤	缘元員原源袁園辕援	远	願怨院{∽子}			
#əin							
	阴	阳	上	去	入		
p	奔锛崩繃		本	笨迸			
pʰ	烹	盆彭澎					
(m)		門們		悶			
f	分芬粉	墳	粉	喷憤忿粪奋份			
t	敦墩登灯		等	頓盾鈍遁凳邓瞪			
tʰ	吞	屯豚騰謄藤疼					
(n)		崙倫輪能棱	冷	論嫩			
ts/tʂ	增争蒸真針斟珍貞偵診疹尊遵會{姓}增争筝睁征		枕振震整	郑镇陣赠正政証症甑			
tsʰ/tʂʰ	伸村皴{脸~}称{~呼}撐	橙沉臣存丞承呈程成誠城陈尘曾{∽經}层	逞	襯寸趁称{相~}慎秤			
s/ʂ	僧生声深孙升参身申森牲甥	晨辰神乘	嬸审沈{姓}損筍省	甚腎剩胜圣
盛			
z/ʐ		人仁任{姓}壬	忍刃	認任{責∽}扔仍			
k	跟更打{~羹}耕根庚			更{∽加}			
kʰ	坑		肯恳垦啃				
ŋ	恩			硬			
x	亨	恒衡痕	很狠	恨			
#in							
	阴	阳	上	去	入		
p	兵宾冰		饼丙秉	病併{合~}並			
pʰ	拼	貧平頻評坪瓶屏萍	品	聘牝{~牡}			
(m)		民明鳴名銘盟	敏	命			
t	丁釘{~子}		頂鼎	定钉{∽住}盯			
tʰ	厅	亭停廷庭	挺艇	听{~話,~其自然}			
n		林粼灵临淋鳞燐吟凝宁拎陵凌菱鈴伶零	领嶺	吝令另赁			
tɕ	經精津今金襟巾斤筋晶旌睛京荆惊禁{弱不~风}		紧井景警頸	近净禁尽进勁静境竟敬镜竞			
tɕʰ	輕侵亲清青	秦琴禽擒勤芹晴情	請寝	侵庆			
ɕ	新心星辛薪欣腥兴{~旺}	行{~为}形刑型	醒	信兴{~趣}性姓杏幸行{品~}			
〇	鹰音阴因姻殷婴樱英缨蝇	迎銀寅盈赢螢	引飲隐尹影	印应映			
#uəin							
	阴	阳	上	去	久		
ts/tʂ			准				
tsʰ/tʂʰ	春椿{∽树}		蠢				
s/ʂ		唇純莼醇繩鹑淳		順			
z/ʐ				孕閏潤			
k			滚	棍			
kʰ	昆崑坤		捆	困			
x	昏婚葷渾	横{縱~,蛮~}		混			
Ø	瘟	聞文紋	稳	問			
#yn							
	阴	阳	上	去	(入)		
tɕ	胗均鈞君軍		窘	俊菌			
tɕʰ	倾	群羣裙瓊	頃				
ɕ	熏薰	尋旬循巡		訓迅訊			
Ø	暈	云营匀{均∽}荣	允永	运熨韵泳詠			
#aŋ							
	阴	阳	上	去	(入)		
p	邦帮		榜	棒			
pʰ		旁		胖			
m		忙					
f	方芳	妨防房	倣紡彷{∽佛}仿{相似}訪	放			
t	当{应∽}		党擋{~路}	擋{阻~}当{上~}			
tʰ	湯	堂唐糖塘搪	倘趟	燙			
n		囊郎廊狼		浪			
ts/tʂ	臟張章樟		長{生~}漲{∽水}掌	葬藏{西~}臟丈杖仗障帳賬脹漲			
tsʰ/tʂʰ	昌倡{~优，提~}	長{~短}腸場	厂	唱暢			
s/ʂ	丧{婚~}商伤	常尝	賞嗓偿	丧{∽失}上向			
z/ʐ		瓤	壤攘嚷	讓			
k	岡剛網缸鋼肛		港	扛槓虹{現~了}			
kʰ	康糠		慷	抗炕			
ŋ	骯	昂					
(X)		行{外~,銀~}杭航		项巷			
#iaŋ							
	阴	阳	上	去	人		
n		良凉粮梁粱娘	兩輛仰	亮諒量			
tɕ	将漿疆僵姜蔷江		講蒋奬	匠酱将{大∽}降{下∽}			
tɕʰ	枪腔筐{斗~}	牆強詳祥翔	搶强{勉~}	嗆{吃~了}像			
ɕ	相{互~}箱厢湘襄香乡	降{∽服}	想享响餉	象橡像{~貌}			
Ø	央秧殃	羊洋楊阳揚	养痒	样恙			
#uaŋ							
	阴	阳	上	去	(入)		
v	汪	亡王忘	網往	望旺			
ts/tʂ	臧髒庄装椿			壮状撞			
tsʰ/tʂʰ	蒼仓疮窗	藏{隐~}牀	闖	創			
s/ʂ	霜双桑		爽				
k	光		(广)	延			
kʰ	筐誆	狂		況矿			
x	謊荒慌	黄皇蝗	晃{~眼}㨪	晃{用电筒~人}			
#oŋ							
	阴	阳	上	去	入		
pʰ		蓬篷朋	捧	碰			
m		蒙謀	猛某亩	孟夢茂貿			
f	风瘋封鋒蜂峯丰	逢缝{~衣服}馮浮	諷阜{曲~}埠{商~}否	凤俸缝{一条~}奉			
t	东冬		董懂	冻动洞			
tʰ	通	同銅童瞳筒	桶統	痛			
n	聾	农籠膿濃隆龙	攏隴壠	弄			
ts/tʂ	終鬃宗踪中忠鐘鍾盅舂{~米}		总种腫	粽{~子}縱{放~}中{射~}仲众重{~量}縐皺			
tsʰ/tʂʰ	聪怱葱囱{烟~}充冲衝	从虫叢崇重{~复}	寵				
s/ʂ	松鬆			送宋颂誦訟			
z/ʐ		絨茸	蕊				
k	公工功攻弓躬宫恭供{∽给}		拱巩	貢供{~养}共			
kʰ	空{~虚}		孔恐	控空{缺~}			
(X)	轟烘	红弘宏洪鸿虹{彩∽}	哄				
Ø	翁			甕			
#ioŋ							
	阴	阳	上	去	入		
tɕʰ		穷					
ɕ	胸兄凶{吉~}兇{帮~}勳薰	熊雄					
Ø	雍	容蓉镕融戎溶	拥勇	用			
#æ							
					入		
p					八百柏伯白帛		
pʰ					拔拍魄泊珀舶		
m					墨默麦脈		
f					法发乏伐罰		
t					达得德		
tʰ					塔塌榻忒特		
n					臘蠟鑞{錫~}捺辣痢肋		
ts/tʂ					蜘眨{~眼}閘炸{油~}摺扎札紮铡{∽刀}哲折浙則贼窄摘責		
tsʰ/tʂʰ					廁插輒擦察彻撤轍测恻侧澤擇宅策册		
s/ʂ					社射赦卅霎涉摄澀撒杀舌設蝨塞色瑟		
z/ʐ					热		
k					格隔革		
kʰ					刻克客咳		
ŋ					额厄扼		
x					黑赫嚇核		
#uæ							
					入		
s/ʂ					刷		
k					括国		
kʰ					刮擴闊		
x					划{笔~}猾滑		
Ø					袜挖		
#iæ							
					入		
tɕ					夾{~子}裌甲		
tɕʰ					恰指		
ɕ					瞎轄狭峡狎		
○					鸭押		
#yo							
					入		
n					略掠		
tɕ					厥孑决缺掘倔脚角{三~钱}嚼		
tɕʰ					缺雀鹊卻确		
ɕ					学		
○					月越曰粤虐瘧约薬鑰跃嶽岳乐郁狱		
