#i							
ɓ	[1]滗□{翘拇指}[2]□{哨子}[3]比[4]脾						
pʰ	[1]披[2]皮疲脾[3]屁[4]彼鄙币被备篦						
m	[1]□{妻子}[2]微迷□{~ɗi33：什么}□{阿~：外祖母}[3]尾□{不，了~起}[4]味{气~}						
v	[1]飞[2]肥围啤{~酒}[3]痱[4]为位胃卫						
t	[1]丝[2]迪□{~ta21：喇叭}[3]死[4]是						
ɗ	[3]的{我~}□{mi55~：什么}						
tʰ	[4]第地						
n	[2]呢[3]女你□{~鸡：母鸡}[4]尼腻						
l	[2]离篱梨[3]吕旅里李狸{臭~：狐狸}理铝[4]利隶丽励虑滤						
ts	[1]之芝支枝猪朱珠智□{~tsiaʔ11:鸟儿}[2]□{奶}[3]至{冬~}主煮止指纸只子知{~识}志□{蛋}□{tɛu33~：喉结}						
tsʰ	[1]次[2]迟脐除徐寺恃[3]处取娶思{意~}齿□{~路：那里}[4]挤自字治制注驻储□{~日：昨天}□{~tsʰau21：刚刚}箸{筷子}						
θ	[1]书输竖师狮施诗思资须丝尸试[2]时薯匙始[3]鼠屎四死[4]是事树此暑豉示视士市室						
z	[2]宜姨遗易{交~}余亿[3]已以[4]易{容~}娱玉异亦遇						
k	[1]基机饥居举既痣技纪[2]佢{他}□{~今：现在}记{书~}[3]几己寄记句距拒锯季						
kʰ	[1]区期[2]其棋奇旗气{~死}□{~鹩：八哥}[3]汽{~车}岂[4]启趣据巨忌徛{站}徛{住}[8]□{tʰɔŋ55~：蜻蜓}						
ŋ	[2]疑宜儿[3]耳蚁[4]议二						
h	[1]希稀虚[3]气去戏许起喜[4]溪牺						
ʔ	[1]医□{~lou55：肮脏}[2]亿[3]意椅						
#u							
ɓ	[3]布补瀑{~布}						
pʰ	[1]夫肤敷铺[2]葡蒲捕布{瀑~}[3]普谱铺辅[4]步部菢{孵}						
m	[1]磨[2]模{~子}□{~人：谁}无{~是：不是}[3]舞[4]雾幕暮						
v	[2]蝴胡浮符扶[3]富府斧武副[4]付务腐敷附负父{外父}						
t	[1]租[3]做祖						
ɗ	[1]都{成~}[2]杜[3]赌						
tʰ	[2]徒[3]土吐陡兔□{kau33~：蝼蛄}[4]肚度渡						
n	[2]奴□{~kɔ21：那个；~年：大大前年}[4]努怒						
l	[2]炉驴鲁□{都；都是}[4]露路□{地方}□{ku55~：这里}						
tsʰ	[1]粗[3]醋楚						
θ	[1]苏[3]数{名词，动词}						
k	[1]姑孤鸪[2]□{~ɓuŋ21：柚子}□{才}□{~kɔ21：这个}[3]古鼓估故顾[4]股						
kʰ	[1]箍[2]□{车~辘：线轴}						
ŋ	[3]五午[4]误						
h	[2]胡湖糊[3]苦裤虎许{姓~}戽[4]互户护						
ʔ	[1]乌污						
#a							
ɓ	[1]巴疤坝霸□{伯父，姨父}□{牙~:上颚}[3]爸{阿~}把[4]罢靶□{ha21~lɔŋ21：全部}						
pʰ	[2]爬□{hau21~：下巴}[3]怕帕						
m	[1]□{抓取}[2]麻吗□{~鹿：鹿}[3]马妈						
v	[4]话						
t	[3]蔗						
ɗ	[2]□{ɗa21~zau13：荡秋千}[3]打□{山ka13~:蜥蜴}						
n	[3]□{阿~：祖母}乸{鸡~：母鸡}						
l	[3]拉[4]□{~生：花生}垃{~圾}						
ts	[1]拃{一~长：拇指与食指展开长度}[2]诈[3]炸						
tsʰ	[1]叉车差岔[2]茶搽查□{番~：番石榴}□{管，理会}[3]错						
θ	[1]沙借[2]蛇[3]舍□{~伯公：鬼师}[4]耍						
z	[1]爷{父亲}[2]椰[3]野[4]夜						
k	[1]加家□{山~ɗa33:蜥蜴}[3]价假{真~；放~}贾架嫁						
kʰ	[4]卡						
ŋ	[2]牙芽[3]哑[4]雅						
h	[1]虾□{抽~：哮喘病}[4]夏下{~山}□{~ɓa21 lɔŋ21：全部}						
ʔ	[1]丫{树~}鸦[3]亚哑阿{~爸}						
#ia							
k	[2]佳						
h	[1]虾[4]霞						
#ua							
m	[4]磨						
t	[1]抓爪						
ɗ	[3]剁朵						
tʰ	[2]砣						
n	[4]糯						
l	[2]螺						
tsʰ	[4]搓座坐						
θ	[1]臊{尿~}[3]锁						
k	[1]瓜[3]过果寡挂[4]□{头皮~：癞蛤蟆}						
kʰ	[1]夸科课[3]颗						
ŋ	[3]瓦[4]卧						
h	[1]花[2]华和[3]化货火[4]祸						
ʔ	[1]窝涡□{lau21~：老鹰}[3]涴{沾：~手}						
#ɛ							
ɓ	[1]□{凹}[2]爬{~树}						
pʰ	[1]□{跛}						
m	[1]□{奶，乳}[3]□{背：~孩子}□{语气词，吗}						
ɗ	[2]□{阿~：祖父，舅父}						
l	[2]□{kʰɛ55~tsɛ13:腋下}[3]□{~舌：舌头}						
ts	[1]□{kʰɛ55 lɛ55~:腋下}渣[2]这{这是...}姐{对称}[3]姐{引称}借遮籍{~贯}[4]者						
tsʰ	[3]扯[4]且						
θ	[1]斜邪[3]写[4]社射麝□{侧}						
z	[4]也野						
k	[4]假						
kʰ	[2]□{~lɛ55 tsɛ13:腋下}□{~lɛu55：打滚}茄[4]□{哽，噎住}						
ʔ	[1]屙{动词，大小便}[4]而						
#ɔ							
ɓ	[1]波玻播[3]簸						
pʰ	[1]坡[2]婆剖{~开}[3]破						
m	[1]魔摸摩[2]磨{~刀}[4]蘑{~菇}□{露水}						
t	[3]左阻						
tʰ	[1]□{穿鞋}拖[2]舵						
ɗ	[1]多□{ku55~：这些}						
n	[2]挪[4]□{语气词，呢}						
l	[2]罗萝[3]啰{~嗦}[4]□{寻找}□{娶}						
tsʰ	[1]□{~明：聪明}初[2]□{~样：怎样}[3]挫错搓□{刷}□{擦}						
θ	[1]梳[3]所						
z	[3]惹						
k	[1]哥[2]□{那个}[3]□{ku55~:那么，这样}个						
kʰ	[3]可						
ŋ	[2]讹鹅[3]我[4]饿						
h	[1]□{哈气}[2]禾河何荷[4]贺						
#ai							
ɓ	[1]□{瘸}[3]拜□{涮}[4]摆						
pʰ	[2]排牌[4]败败{坏了}						
m	[1]迈{~话，~人}[2]妹埋[3]买[4]卖						
v	[3]费						
t	[2]斋[3]债宰						
tʰ	[2]泰[3]太态[4]大						
ɗ	[3]带贷戴代待						
n	[4]乃耐						
